,Unnamed: 0,year,migback,quintil_oecd,ple0004,proportion,n,N,proportion_lower_confidence,proportion_upper_confidence
50,50,2004,Direct migration background,1st Quintile,Not at all,0.54897,401,21370,0.51431,0.59044
51,51,2004,Direct migration background,2nd Quintile,Strong,0.12624,74,21370,0.10509,0.1498
52,52,2004,Direct migration background,2nd Quintile,A Little,0.31423,202,21370,0.28414,0.34259
53,53,2004,Direct migration background,2nd Quintile,Not at all,0.55952,353,21370,0.50957,0.61883
54,54,2004,Direct migration background,3rd Quintile,Strong,0.15351,52,21370,0.12542,0.18393
55,55,2004,Direct migration background,3rd Quintile,A Little,0.31495,133,21370,0.27414,0.34985
56,56,2004,Direct migration background,3rd Quintile,Not at all,0.53153,256,21370,0.4836,0.59125
57,57,2004,Direct migration background,4th Quintile,A Little,0.36202,125,21370,0.30338,0.41491
58,58,2004,Direct migration background,4th Quintile,Not at all,0.63798,221,21370,0.55981,0.71293
59,59,2004,Direct migration background,5th Quintile,A Little,0.24143,86,21370,0.19326,0.28575
60,60,2004,Direct migration background,5th Quintile,Not at all,0.75857,238,21370,0.66958,0.87585
61,61,2004,Indirect migration background,1st Quintile,Not at all,1.0,153,21370,0.85045,1.13658
62,62,2004,Indirect migration background,2nd Quintile,Not at all,1.0,123,21370,0.83806,1.19198
63,63,2004,Indirect migration background,3rd Quintile,Not at all,1.0,140,21370,0.85453,1.17861
64,64,2004,Indirect migration background,4th Quintile,Not at all,1.0,117,21370,0.81392,1.20892
65,65,2004,Indirect migration background,5th Quintile,Not at all,1.0,129,21370,0.8449,1.1795
66,66,2006,No migration background,1st Quintile,Strong,0.15609,280,19155,0.1468,0.16602
67,67,2006,No migration background,1st Quintile,A Little,0.34722,714,19155,0.33035,0.36556
68,68,2006,No migration background,1st Quintile,Not at all,0.49668,1139,19155,0.47482,0.52247
69,69,2006,No migration background,2nd Quintile,Strong,0.16481,386,19155,0.15534,0.17546
70,70,2006,No migration background,2nd Quintile,A Little,0.36044,928,19155,0.34285,0.37687
71,71,2006,No migration background,2nd Quintile,Not at all,0.47475,1348,19155,0.45401,0.49412
72,72,2006,No migration background,3rd Quintile,Strong,0.12584,358,19155,0.11738,0.13412
73,73,2006,No migration background,3rd Quintile,A Little,0.34401,1021,19155,0.32774,0.3606
74,74,2006,No migration background,3rd Quintile,Not at all,0.53015,1693,19155,0.50956,0.54818
75,75,2006,No migration background,4th Quintile,Strong,0.10426,327,19155,0.09568,0.11285
76,76,2006,No migration background,4th Quintile,A Little,0.28927,998,19155,0.27545,0.30366
77,77,2006,No migration background,4th Quintile,Not at all,0.60647,2148,19155,0.58107,0.62857
78,78,2006,No migration background,5th Quintile,Strong,0.07624,303,19155,0.06767,0.08583
79,79,2006,No migration background,5th Quintile,A Little,0.28146,1351,19155,0.26763,0.29643
80,80,2006,No migration background,5th Quintile,Not at all,0.64231,3398,19155,0.61825,0.66316
81,81,2006,Direct migration background,1st Quintile,Strong,0.17035,112,19155,0.14696,0.19348
82,82,2006,Direct migration background,1st Quintile,A Little,0.39438,229,19155,0.36324,0.42503
83,83,2006,Direct migration background,1st Quintile,Not at all,0.43527,274,19155,0.39965,0.47488
84,84,2006,Direct migration background,2nd Quintile,Strong,0.13366,66,19155,0.1083,0.15874
85,85,2006,Direct migration background,2nd Quintile,A Little,0.38483,181,19155,0.34274,0.43296
86,86,2006,Direct migration background,2nd Quintile,Not at all,0.48151,251,19155,0.42868,0.53402
87,87,2006,Direct migration background,3rd Quintile,Strong,0.15695,56,19155,0.13687,0.17926
88,88,2006,Direct migration background,3rd Quintile,A Little,0.30467,124,19155,0.2665,0.35079
89,89,2006,Direct migration background,3rd Quintile,Not at all,0.53837,222,19155,0.47653,0.60008
90,90,2006,Direct migration background,4th Quintile,A Little,0.40399,114,19155,0.34568,0.47212
91,91,2006,Direct migration background,4th Quintile,Not at all,0.59601,180,19155,0.52318,0.66641
92,92,2006,Direct migration background,5th Quintile,A Little,0.37926,93,19155,0.31613,0.4285
93,93,2006,Direct migration background,5th Quintile,Not at all,0.62074,199,19155,0.54957,0.70664
94,94,2006,Indirect migration background,1st Quintile,A Little,0.18155,32,19155,0.13671,0.24166
95,95,2006,Indirect migration background,1st Quintile,Not at all,0.81845,161,19155,0.7041,0.93421
96,96,2006,Indirect migration background,2nd Quintile,Not at all,1.0,95,19155,0.82464,1.18704
97,97,2006,Indirect migration background,3rd Quintile,Not at all,1.0,142,19155,0.8315,1.14202
98,98,2006,Indirect migration background,4th Quintile,Not at all,1.0,115,19155,0.80663,1.20932
99,99,2006,Indirect migration background,5th Quintile,Not at all,1.0,117,19155,0.83713,1.1941
100,100,2008,No migration background,1st Quintile,Strong,0.16322,341,19081,0.15193,0.17455
101,101,2008,No migration background,1st Quintile,A Little,0.3395,742,19081,0.32,0.35737
102,102,2008,No migration background,1st Quintile,Not at all,0.49728,1163,19081,0.47362,0.52033
103,103,2008,No migration background,2nd Quintile,Strong,0.16389,410,19081,0.15237,0.17552
104,104,2008,No migration background,2nd Quintile,A Little,0.3355,925,19081,0.31979,0.35176
105,105,2008,No migration background,2nd Quintile,Not at all,0.50062,1443,19081,0.48175,0.52379
106,106,2008,No migration background,3rd Quintile,Strong,0.12376,369,19081,0.11551,0.134
107,107,2008,No migration background,3rd Quintile,A Little,0.33813,1058,19081,0.32238,0.35329
108,108,2008,No migration background,3rd Quintile,Not at all,0.53811,1807,19081,0.51682,0.55806
109,109,2008,No migration background,4th Quintile,Strong,0.09519,315,19081,0.08897,0.10398
110,110,2008,No migration background,4th Quintile,A Little,0.30872,1040,19081,0.29552,0.32148
111,111,2008,No migration background,4th Quintile,Not at all,0.59609,2148,19081,0.57955,0.61973
112,112,2008,No migration background,5th Quintile,Strong,0.07019,302,19081,0.06298,0.07844
113,113,2008,No migration background,5th Quintile,A Little,0.26205,1283,19081,0.2457,0.27461
114,114,2008,No migration background,5th Quintile,Not at all,0.66775,3259,19081,0.64183,0.69165
115,115,2008,Direct migration background,1st Quintile,Strong,0.19193,112,19081,0.16935,0.21588
116,116,2008,Direct migration background,1st Quintile,A Little,0.35506,195,19081,0.31982,0.38833
117,117,2008,Direct migration background,1st Quintile,Not at all,0.45301,270,19081,0.41324,0.49077
118,118,2008,Direct migration background,2nd Quintile,Strong,0.13175,54,19081,0.10981,0.15934
119,119,2008,Direct migration background,2nd Quintile,A Little,0.36444,141,19081,0.31487,0.41769
120,120,2008,Direct migration background,2nd Quintile,Not at all,0.50381,227,19081,0.44488,0.56586
121,121,2008,Direct migration background,3rd Quintile,Strong,0.09042,34,19081,0.06957,0.10995
122,122,2008,Direct migration background,3rd Quintile,A Little,0.30085,115,19081,0.26339,0.33827
123,123,2008,Direct migration background,3rd Quintile,Not at all,0.60874,219,19081,0.5565,0.67524
124,124,2008,Direct migration background,4th Quintile,A Little,0.34537,95,19081,0.29011,0.40612
125,125,2008,Direct migration background,4th Quintile,Not at all,0.65463,172,19081,0.57127,0.74938
126,126,2008,Direct migration background,5th Quintile,A Little,0.22141,53,19081,0.17004,0.28373
127,127,2008,Direct migration background,5th Quintile,Not at all,0.77859,163,19081,0.66588,0.90704
128,128,2008,Indirect migration background,1st Quintile,Not at all,1.0,155,19081,0.87044,1.13824
129,129,2008,Indirect migration background,2nd Quintile,Not at all,1.0,114,19081,0.84496,1.17272
130,130,2008,Indirect migration background,3rd Quintile,Not at all,1.0,130,19081,0.82476,1.16342
131,131,2008,Indirect migration background,4th Quintile,Not at all,1.0,114,19081,0.80304,1.23332
132,132,2008,Indirect migration background,5th Quintile,Not at all,1.0,113,19081,0.82035,1.20159
133,133,2014,No migration background,1st Quintile,Strong,0.20827,537,26925,0.19241,0.22196
134,134,2014,No migration background,1st Quintile,A Little,0.32817,1073,26925,0.3068,0.34872
135,135,2014,No migration background,1st Quintile,Not at all,0.46355,1713,26925,0.43825,0.49644
136,136,2014,No migration background,2nd Quintile,Strong,0.15983,508,26925,0.14807,0.17097
137,137,2014,No migration background,2nd Quintile,A Little,0.37876,1274,26925,0.35576,0.40044
138,138,2014,No migration background,2nd Quintile,Not at all,0.46141,2029,26925,0.43835,0.4893
139,139,2014,No migration background,3rd Quintile,Strong,0.13376,448,26925,0.12376,0.1445
140,140,2014,No migration background,3rd Quintile,A Little,0.33875,1215,26925,0.31824,0.36048
141,141,2014,No migration background,3rd Quintile,Not at all,0.5275,2330,26925,0.50541,0.54925
142,142,2014,No migration background,4th Quintile,Strong,0.10134,360,26925,0.09352,0.10935
143,143,2014,No migration background,4th Quintile,A Little,0.31692,1246,26925,0.30169,0.33374
144,144,2014,No migration background,4th Quintile,Not at all,0.58174,2659,26925,0.5568,0.608
145,145,2014,No migration background,5th Quintile,Strong,0.06359,272,26925,0.05664,0.07179
146,146,2014,No migration background,5th Quintile,A Little,0.27204,1239,26925,0.25612,0.28886
147,147,2014,No migration background,5th Quintile,Not at all,0.66437,3174,26925,0.63899,0.68814
148,148,2014,Direct migration background,1st Quintile,Strong,0.18672,267,26925,0.16223,0.21476
149,149,2014,Direct migration background,1st Quintile,A Little,0.28025,537,26925,0.24968,0.31206
150,150,2014,Direct migration background,1st Quintile,Not at all,0.53304,1132,26925,0.48985,0.58293
151,151,2014,Direct migration background,2nd Quintile,Strong,0.15064,121,26925,0.12071,0.18648
152,152,2014,Direct migration background,2nd Quintile,A Little,0.26263,321,26925,0.22456,0.30258
153,153,2014,Direct migration background,2nd Quintile,Not at all,0.58673,858,26925,0.52719,0.64438
154,154,2014,Direct migration background,3rd Quintile,Strong,0.09451,60,26925,0.07611,0.12076
155,155,2014,Direct migration background,3rd Quintile,A Little,0.30762,246,26925,0.25692,0.36227
156,156,2014,Direct migration background,3rd Quintile,Not at all,0.59787,579,26925,0.52243,0.68597
157,157,2014,Direct migration background,4th Quintile,Strong,0.08135,40,26925,0.05551,0.11052
158,158,2014,Direct migration background,4th Quintile,A Little,0.27639,154,26925,0.2221,0.33085
159,159,2014,Direct migration background,4th Quintile,Not at all,0.64226,406,26925,0.5539,0.73871
160,160,2014,Direct migration background,5th Quintile,A Little,0.19318,96,26925,0.15323,0.24195
161,161,2014,Direct migration background,5th Quintile,Not at all,0.80682,374,26925,0.69617,0.90584
162,162,2014,Indirect migration background,1st Quintile,A Little,0.17117,103,26925,0.14394,0.21328
163,163,2014,Indirect migration background,1st Quintile,Not at all,0.82883,407,26925,0.70755,0.95094
164,164,2014,Indirect migration background,2nd Quintile,A Little,0.21473,69,26925,0.15089,0.27919
165,165,2014,Indirect migration background,2nd Quintile,Not at all,0.78527,306,26925,0.6753,0.90378
166,166,2014,Indirect migration background,3rd Quintile,A Little,0.2295,52,26925,0.15534,0.3199
167,167,2014,Indirect migration background,3rd Quintile,Not at all,0.7705,228,26925,0.64899,0.8901
168,168,2014,Indirect migration background,4th Quintile,A Little,0.17343,48,26925,0.13818,0.21894
169,169,2014,Indirect migration background,4th Quintile,Not at all,0.82657,227,26925,0.72227,0.95346
170,170,2014,Indirect migration background,5th Quintile,A Little,0.15012,36,26925,0.11676,0.18428
171,171,2014,Indirect migration background,5th Quintile,Not at all,0.84988,181,26925,0.72335,0.9759
172,172,2016,No migration background,1st Quintile,Strong,0.19648,446,23997,0.17924,0.21607
173,173,2016,No migration background,1st Quintile,A Little,0.32733,921,23997,0.3046,0.35299
174,174,2016,No migration background,1st Quintile,Not at all,0.47619,1435,23997,0.44487,0.51162
175,175,2016,No migration background,2nd Quintile,Strong,0.1684,494,23997,0.15549,0.18265
176,176,2016,No migration background,2nd Quintile,A Little,0.34459,1176,23997,0.32633,0.36413
177,177,2016,No migration background,2nd Quintile,Not at all,0.487,1813,23997,0.45859,0.51922
178,178,2016,No migration background,3rd Quintile,Strong,0.13696,443,23997,0.12819,0.14869
179,179,2016,No migration background,3rd Quintile,A Little,0.34679,1136,23997,0.32651,0.36654
180,180,2016,No migration background,3rd Quintile,Not at all,0.51625,2008,23997,0.49105,0.54021
181,181,2016,No migration background,4th Quintile,Strong,0.08796,283,23997,0.08003,0.0967
182,182,2016,No migration background,4th Quintile,A Little,0.34537,1187,23997,0.32664,0.36497
183,183,2016,No migration background,4th Quintile,Not at all,0.56668,2281,23997,0.5418,0.59033
184,184,2016,No migration background,5th Quintile,Strong,0.07566,277,23997,0.06735,0.08426
185,185,2016,No migration background,5th Quintile,A Little,0.27544,1171,23997,0.25612,0.29409
186,186,2016,No migration background,5th Quintile,Not at all,0.64889,2696,23997,0.62083,0.67828
187,187,2016,Direct migration background,1st Quintile,Strong,0.18591,225,23997,0.15922,0.22097
188,188,2016,Direct migration background,1st Quintile,A Little,0.32121,454,23997,0.28578,0.37234
189,189,2016,Direct migration background,1st Quintile,Not at all,0.49288,1068,23997,0.45541,0.53564
190,190,2016,Direct migration background,2nd Quintile,Strong,0.12984,116,23997,0.1053,0.16408
191,191,2016,Direct migration background,2nd Quintile,A Little,0.31749,320,23997,0.27642,0.36289
192,192,2016,Direct migration background,2nd Quintile,Not at all,0.55268,833,23997,0.50053,0.61127
193,193,2016,Direct migration background,3rd Quintile,Strong,0.07937,48,23997,0.05258,0.10511
194,194,2016,Direct migration background,3rd Quintile,A Little,0.27672,165,23997,0.22218,0.34527
195,195,2016,Direct migration background,3rd Quintile,Not at all,0.64391,569,23997,0.58166,0.71505
196,196,2016,Direct migration background,4th Quintile,A Little,0.27171,138,23997,0.21872,0.3368
197,197,2016,Direct migration background,4th Quintile,Not at all,0.72829,433,23997,0.63587,0.85699
198,198,2016,Direct migration background,5th Quintile,A Little,0.18592,103,23997,0.15005,0.24356
199,199,2016,Direct migration background,5th Quintile,Not at all,0.81408,347,23997,0.70392,0.92748
200,200,2016,Indirect migration background,1st Quintile,A Little,0.2213,83,23997,0.16545,0.28734
201,201,2016,Indirect migration background,1st Quintile,Not at all,0.7787,307,23997,0.67149,0.8833
202,202,2016,Indirect migration background,2nd Quintile,A Little,0.16326,80,23997,0.11228,0.22411
203,203,2016,Indirect migration background,2nd Quintile,Not at all,0.83674,273,23997,0.67793,0.97232
204,204,2016,Indirect migration background,3rd Quintile,A Little,0.17955,55,23997,0.12667,0.24563
205,205,2016,Indirect migration background,3rd Quintile,Not at all,0.82045,207,23997,0.68462,0.9765
206,206,2016,Indirect migration background,4th Quintile,A Little,0.18838,36,23997,0.12383,0.26594
207,207,2016,Indirect migration background,4th Quintile,Not at all,0.81162,182,23997,0.67644,0.94656
208,208,2016,Indirect migration background,5th Quintile,A Little,0.14717,34,23997,0.09573,0.22275
209,209,2016,Indirect migration background,5th Quintile,Not at all,0.85283,154,23997,0.70122,1.00558
210,210,2018,No migration background,1st Quintile,Strong,0.20222,459,26916,0.183,0.22095
211,211,2018,No migration background,1st Quintile,A Little,0.32934,894,26916,0.30273,0.35592
212,212,2018,No migration background,1st Quintile,Not at all,0.46844,1444,26916,0.44247,0.49814
213,213,2018,No migration background,2nd Quintile,Strong,0.1691,502,26916,0.15672,0.18303
214,214,2018,No migration background,2nd Quintile,A Little,0.36531,1252,26916,0.34878,0.38831
215,215,2018,No migration background,2nd Quintile,Not at all,0.46559,1988,26916,0.446,0.49029
216,216,2018,No migration background,3rd Quintile,Strong,0.13106,400,26916,0.11987,0.14094
217,217,2018,No migration background,3rd Quintile,A Little,0.34432,1207,26916,0.32528,0.3667
218,218,2018,No migration background,3rd Quintile,Not at all,0.52462,2157,26916,0.49788,0.54783
219,219,2018,No migration background,4th Quintile,Strong,0.09085,289,26916,0.08178,0.10244
220,220,2018,No migration background,4th Quintile,A Little,0.32601,1197,26916,0.30831,0.34341
221,221,2018,No migration background,4th Quintile,Not at all,0.58315,2413,26916,0.56195,0.60318
222,222,2018,No migration background,5th Quintile,Strong,0.06103,265,26916,0.05352,0.06754
223,223,2018,No migration background,5th Quintile,A Little,0.29384,1256,26916,0.27679,0.31359
224,224,2018,No migration background,5th Quintile,Not at all,0.64513,2937,26916,0.61902,0.66809
225,225,2018,Direct migration background,1st Quintile,Strong,0.19511,391,26916,0.15509,0.24154
226,226,2018,Direct migration background,1st Quintile,A Little,0.29375,1039,26916,0.25352,0.34252
227,227,2018,Direct migration background,1st Quintile,Not at all,0.51114,2396,26916,0.46144,0.56479
228,228,2018,Direct migration background,2nd Quintile,Strong,0.11552,113,26916,0.0846,0.14873
229,229,2018,Direct migration background,2nd Quintile,A Little,0.29507,357,26916,0.2496,0.3535
230,230,2018,Direct migration background,2nd Quintile,Not at all,0.58941,833,26916,0.5312,0.66167
231,231,2018,Direct migration background,3rd Quintile,Strong,0.09995,70,26916,0.06934,0.13689
232,232,2018,Direct migration background,3rd Quintile,A Little,0.33486,203,26916,0.26842,0.39796
233,233,2018,Direct migration background,3rd Quintile,Not at all,0.56518,493,26916,0.50282,0.63524
234,234,2018,Direct migration background,4th Quintile,A Little,0.30131,137,26916,0.23903,0.37712
235,235,2018,Direct migration background,4th Quintile,Not at all,0.69869,369,26916,0.60313,0.80872
236,236,2018,Direct migration background,5th Quintile,A Little,0.26835,96,26916,0.18758,0.35447
237,237,2018,Direct migration background,5th Quintile,Not at all,0.73165,301,26916,0.60995,0.83231
238,238,2018,Indirect migration background,1st Quintile,A Little,0.25346,90,26916,0.18664,0.33153
239,239,2018,Indirect migration background,1st Quintile,Not at all,0.74654,313,26916,0.64629,0.8435
240,240,2018,Indirect migration background,2nd Quintile,A Little,0.21462,83,26916,0.16281,0.27171
241,241,2018,Indirect migration background,2nd Quintile,Not at all,0.78538,294,26916,0.66361,0.92822
242,242,2018,Indirect migration background,3rd Quintile,A Little,0.23481,68,26916,0.17055,0.31089
243,243,2018,Indirect migration background,3rd Quintile,Not at all,0.76519,212,26916,0.63531,0.88656
244,244,2018,Indirect migration background,4th Quintile,A Little,0.21458,33,26916,0.14401,0.29183
245,245,2018,Indirect migration background,4th Quintile,Not at all,0.78542,158,26916,0.66699,0.93942
246,246,2018,Indirect migration background,5th Quintile,A Little,0.14458,36,26916,0.09371,0.19335
247,247,2018,Indirect migration background,5th Quintile,Not at all,0.85542,171,26916,0.68925,1.0109
248,248,2020,No migration background,1st Quintile,Strong,0.18384,428,26053,0.16737,0.20174
249,249,2020,No migration background,1st Quintile,A Little,0.34352,907,26053,0.321,0.36715
250,250,2020,No migration background,1st Quintile,Not at all,0.47264,1326,26053,0.44696,0.50599
251,251,2020,No migration background,2nd Quintile,Strong,0.16186,478,26053,0.14844,0.17496
252,252,2020,No migration background,2nd Quintile,A Little,0.36963,1231,26053,0.34413,0.39702
253,253,2020,No migration background,2nd Quintile,Not at all,0.46851,1706,26053,0.44489,0.49548
254,254,2020,No migration background,3rd Quintile,Strong,0.13433,383,26053,0.12224,0.14977
255,255,2020,No migration background,3rd Quintile,A Little,0.35598,1193,26053,0.33805,0.37703
256,256,2020,No migration background,3rd Quintile,Not at all,0.50969,1928,26053,0.48548,0.532
257,257,2020,No migration background,4th Quintile,Strong,0.08292,279,26053,0.0739,0.09294
258,258,2020,No migration background,4th Quintile,A Little,0.33012,1201,26053,0.31176,0.35186
259,259,2020,No migration background,4th Quintile,Not at all,0.58696,2242,26053,0.56049,0.61498
260,260,2020,No migration background,5th Quintile,Strong,0.06599,269,26053,0.05648,0.0754
261,261,2020,No migration background,5th Quintile,A Little,0.31073,1536,26053,0.29397,0.3328
262,262,2020,No migration background,5th Quintile,Not at all,0.62328,3410,26053,0.59727,0.64753
263,263,2020,Direct migration background,1st Quintile,Strong,0.20707,465,26053,0.16278,0.24989
264,264,2020,Direct migration background,1st Quintile,A Little,0.35772,1035,26053,0.31014,0.40717
265,265,2020,Direct migration background,1st Quintile,Not at all,0.43521,2041,26053,0.38084,0.49728
266,266,2020,Direct migration background,2nd Quintile,Strong,0.12284,92,26053,0.08676,0.17009
267,267,2020,Direct migration background,2nd Quintile,A Little,0.38609,346,26053,0.32606,0.45841
268,268,2020,Direct migration background,2nd Quintile,Not at all,0.49107,558,26053,0.42854,0.57077
269,269,2020,Direct migration background,3rd Quintile,Strong,0.09519,55,26053,0.06703,0.12952
270,270,2020,Direct migration background,3rd Quintile,A Little,0.36611,196,26053,0.30018,0.44115
271,271,2020,Direct migration background,3rd Quintile,Not at all,0.5387,360,26053,0.45956,0.62738
272,272,2020,Direct migration background,4th Quintile,A Little,0.40899,140,26053,0.31942,0.50519
273,273,2020,Direct migration background,4th Quintile,Not at all,0.59101,298,26053,0.48975,0.71619
274,274,2020,Direct migration background,5th Quintile,A Little,0.30541,126,26053,0.23005,0.37797
275,275,2020,Direct migration background,5th Quintile,Not at all,0.69459,337,26053,0.59097,0.80976
276,276,2020,Indirect migration background,1st Quintile,Strong,0.08457,31,26053,0.0539,0.1231
277,277,2020,Indirect migration background,1st Quintile,A Little,0.18742,104,26053,0.14394,0.23071
278,278,2020,Indirect migration background,1st Quintile,Not at all,0.72801,290,26053,0.62026,0.84437
279,279,2020,Indirect migration background,2nd Quintile,A Little,0.31673,88,26053,0.22135,0.42691
280,280,2020,Indirect migration background,2nd Quintile,Not at all,0.68327,189,26053,0.52423,0.84299
281,281,2020,Indirect migration background,3rd Quintile,A Little,0.29335,71,26053,0.21981,0.36489
282,282,2020,Indirect migration background,3rd Quintile,Not at all,0.70665,204,26053,0.59946,0.83081
283,283,2020,Indirect migration background,4th Quintile,A Little,0.23424,39,26053,0.14223,0.3517
284,284,2020,Indirect migration background,4th Quintile,Not at all,0.76576,192,26053,0.62164,0.94245
285,285,2020,Indirect migration background,5th Quintile,A Little,0.14091,59,26053,0.09439,0.20005
286,286,2020,Indirect migration background,5th Quintile,Not at all,0.85909,220,26053,0.69111,1.01564
