"ple0004","year","bildungsniveau","migback","n","percent","lowerconfidence_percent","upperconfidence_percent"
"Ein wenig","2002","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ein wenig","2002","AkademikerIn","kein Migrationshintergrund","996","0.267221484943188","0.253659961244289","0.280783008642087"
"Ein wenig","2002","AkademikerIn","direkter Migrationshintergrund","104","0.301312580026513","0.255891741093568","0.346733418959457"
"Ein wenig","2002","AkademikerIn","indirekter Migrationshintergrund","9","","",""
"Ein wenig","2002","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Gar nicht","2002","(noch) kein Abschluss","kein Migrationshintergrund","477","0.777588231183279","0.743206031782575","0.811970430583982"
"Gar nicht","2002","(noch) kein Abschluss","direkter Migrationshintergrund","127","0.509472558482598","0.448472494512752","0.570472622452444"
"Gar nicht","2002","(noch) kein Abschluss","indirekter Migrationshintergrund","77","0.918208626194304","0.86028932664358","0.976127925745028"
"Gar nicht","2002","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Gar nicht","2002","Hauptschule","kein Migrationshintergrund","3327","0.440127307670937","0.428658820318952","0.451595795022923"
"Gar nicht","2002","Hauptschule","direkter Migrationshintergrund","783","0.530176691361975","0.504354105197884","0.555999277526066"
"Gar nicht","2002","Hauptschule","indirekter Migrationshintergrund","203","0.747003566832746","0.69416148077862","0.799845652886871"
"Gar nicht","2002","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Gar nicht","2002","Realschule","kein Migrationshintergrund","3793","0.665290349706077","0.652875503943165","0.677705195468989"
"Gar nicht","2002","Realschule","direkter Migrationshintergrund","159","0.686948231494733","0.626622131712917","0.747274331276548"
"Gar nicht","2002","Realschule","indirekter Migrationshintergrund","165","0.764222290928576","0.706396159277286","0.822048422579865"
"Gar nicht","2002","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Gar nicht","2002","(Fach-)Abitur","kein Migrationshintergrund","1471","0.739786519498024","0.719953571696466","0.759619467299582"
"Gar nicht","2002","(Fach-)Abitur","direkter Migrationshintergrund","293","0.642999401988825","0.598232039416069","0.687766764561581"
"Gar nicht","2002","(Fach-)Abitur","indirekter Migrationshintergrund","111","0.792993003097117","0.723076382911795","0.862909623282439"
"Gar nicht","2002","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Gar nicht","2002","AkademikerIn","kein Migrationshintergrund","2887","0.669145742498148","0.654725745819452","0.683565739176844"
"Gar nicht","2002","AkademikerIn","direkter Migrationshintergrund","255","0.581310138826942","0.532472435930162","0.630147841723723"
"Gar nicht","2002","AkademikerIn","indirekter Migrationshintergrund","55","0.79085853043393","0.692741227299164","0.888975833568695"
"Gar nicht","2002","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Stark","2003","(noch) kein Abschluss","kein Migrationshintergrund","","","",""
"Stark","2003","(noch) kein Abschluss","direkter Migrationshintergrund","","","",""
"Stark","2003","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"Stark","2003","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Stark","2003","Hauptschule","kein Migrationshintergrund","","","",""
"Stark","2003","Hauptschule","direkter Migrationshintergrund","","","",""
"Stark","2003","Hauptschule","indirekter Migrationshintergrund","","","",""
"Stark","2003","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Stark","2003","Realschule","kein Migrationshintergrund","","","",""
"Stark","2003","Realschule","direkter Migrationshintergrund","","","",""
"Stark","2003","Realschule","indirekter Migrationshintergrund","","","",""
"Stark","2003","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Stark","2003","(Fach-)Abitur","kein Migrationshintergrund","","","",""
"Stark","2003","(Fach-)Abitur","direkter Migrationshintergrund","","","",""
"Stark","2003","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"Stark","2003","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Stark","2003","AkademikerIn","kein Migrationshintergrund","","","",""
"Stark","2003","AkademikerIn","direkter Migrationshintergrund","","","",""
"Stark","2003","AkademikerIn","indirekter Migrationshintergrund","","","",""
"Stark","2003","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ein wenig","2003","(noch) kein Abschluss","kein Migrationshintergrund","","","",""
"Ein wenig","2003","(noch) kein Abschluss","direkter Migrationshintergrund","","","",""
"Ein wenig","2003","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"Ein wenig","2003","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ein wenig","2003","Hauptschule","kein Migrationshintergrund","","","",""
"Ein wenig","2003","Hauptschule","direkter Migrationshintergrund","","","",""
"Ein wenig","2003","Hauptschule","indirekter Migrationshintergrund","","","",""
"Ein wenig","2003","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ein wenig","2003","Realschule","kein Migrationshintergrund","","","",""
"Ein wenig","2003","Realschule","direkter Migrationshintergrund","","","",""
"Ein wenig","2003","Realschule","indirekter Migrationshintergrund","","","",""
"Ein wenig","2003","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ein wenig","2003","(Fach-)Abitur","kein Migrationshintergrund","","","",""
"Ein wenig","2003","(Fach-)Abitur","direkter Migrationshintergrund","","","",""
"Ein wenig","2003","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"Ein wenig","2003","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ein wenig","2003","AkademikerIn","kein Migrationshintergrund","","","",""
"Ein wenig","2003","AkademikerIn","direkter Migrationshintergrund","","","",""
"Ein wenig","2003","AkademikerIn","indirekter Migrationshintergrund","","","",""
"Ein wenig","2003","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Gar nicht","2003","(noch) kein Abschluss","kein Migrationshintergrund","","","",""
"Gar nicht","2003","(noch) kein Abschluss","direkter Migrationshintergrund","","","",""
"Gar nicht","2003","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"Gar nicht","2003","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Gar nicht","2003","Hauptschule","kein Migrationshintergrund","","","",""
"Gar nicht","2003","Hauptschule","direkter Migrationshintergrund","","","",""
"Gar nicht","2003","Hauptschule","indirekter Migrationshintergrund","","","",""
"Gar nicht","2003","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Gar nicht","2003","Realschule","kein Migrationshintergrund","","","",""
"Gar nicht","2003","Realschule","direkter Migrationshintergrund","","","",""
"Gar nicht","2003","Realschule","indirekter Migrationshintergrund","","","",""
"Gar nicht","2003","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Gar nicht","2003","(Fach-)Abitur","kein Migrationshintergrund","","","",""
"Gar nicht","2003","(Fach-)Abitur","direkter Migrationshintergrund","","","",""
"Gar nicht","2003","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"Gar nicht","2003","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Gar nicht","2003","AkademikerIn","kein Migrationshintergrund","","","",""
"Gar nicht","2003","AkademikerIn","direkter Migrationshintergrund","","","",""
"Gar nicht","2003","AkademikerIn","indirekter Migrationshintergrund","","","",""
"Gar nicht","2003","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Stark","2004","(noch) kein Abschluss","kein Migrationshintergrund","21","","",""
"Stark","2004","(noch) kein Abschluss","direkter Migrationshintergrund","35","0.146094126831612","0.101221551909066","0.190966701754157"
"Stark","2004","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"Stark","2004","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Stark","2004","Hauptschule","kein Migrationshintergrund","1190","0.200302262128837","0.190565867967673","0.210038656290002"
"Stark","2004","Hauptschule","direkter Migrationshintergrund","181","0.158532780974091","0.1386325052917","0.178433056656483"
"Stark","2004","Hauptschule","indirekter Migrationshintergrund","7","","",""
"Stark","2004","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Stark","2004","Realschule","kein Migrationshintergrund","320","0.0777146269052275","0.0704421884797032","0.0849870653307518"
"Stark","2004","Realschule","direkter Migrationshintergrund","9","","",""
"Stark","2004","Realschule","indirekter Migrationshintergrund","4","","",""
"Stark","2004","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Stark","2004","(Fach-)Abitur","kein Migrationshintergrund","84","0.065576268336356","0.0543266730562053","0.0768258636165067"
"Stark","2004","(Fach-)Abitur","direkter Migrationshintergrund","28","","",""
"Stark","2004","(Fach-)Abitur","indirekter Migrationshintergrund","4","","",""
"Stark","2004","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Stark","2004","AkademikerIn","kein Migrationshintergrund","208","0.0715189058884639","0.0633959493489495","0.0796418624279783"
"Stark","2004","AkademikerIn","direkter Migrationshintergrund","30","0.10825586169752","0.0760258973397527","0.140485826055286"
"Stark","2004","AkademikerIn","indirekter Migrationshintergrund","2","","",""
"Stark","2004","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ein wenig","2004","(noch) kein Abschluss","kein Migrationshintergrund","73","0.144296664688553","0.115674757577052","0.172918571800054"
"Ein wenig","2004","(noch) kein Abschluss","direkter Migrationshintergrund","77","0.348271919288974","0.287744513702442","0.408799324875507"
"Ein wenig","2004","(noch) kein Abschluss","indirekter Migrationshintergrund","6","","",""
"Ein wenig","2004","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ein wenig","2004","Hauptschule","kein Migrationshintergrund","2415","0.375639556185614","0.363858190506626","0.387420921864601"
"Ein wenig","2004","Hauptschule","direkter Migrationshintergrund","418","0.319767450435449","0.294356156213626","0.345178744657271"
"Ein wenig","2004","Hauptschule","indirekter Migrationshintergrund","49","0.204633042924265","0.155405303681379","0.253860782167151"
"Ein wenig","2004","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ein wenig","2004","Realschule","kein Migrationshintergrund","1376","0.269518689542392","0.257465693700187","0.281571685384596"
"Ein wenig","2004","Realschule","direkter Migrationshintergrund","62","0.28216225805438","0.220251990987208","0.344072525121552"
"Ein wenig","2004","Realschule","indirekter Migrationshintergrund","34","0.164484553355654","0.113107062006183","0.215862044705126"
"Ein wenig","2004","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ein wenig","2004","(Fach-)Abitur","kein Migrationshintergrund","352","0.208403049985083","0.189944579548488","0.226861520421678"
"Ein wenig","2004","(Fach-)Abitur","direkter Migrationshintergrund","109","0.286776869707767","0.24217692577413","0.331376813641403"
"Ein wenig","2004","(Fach-)Abitur","indirekter Migrationshintergrund","15","","",""
"Ein wenig","2004","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ein wenig","2004","AkademikerIn","kein Migrationshintergrund","994","0.275740601302222","0.261653728433366","0.289827474171078"
"Ein wenig","2004","AkademikerIn","direkter Migrationshintergrund","101","0.284940739720675","0.238117412142836","0.331764067298514"
"Ein wenig","2004","AkademikerIn","indirekter Migrationshintergrund","5","","",""
"Ein wenig","2004","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Gar nicht","2004","(noch) kein Abschluss","kein Migrationshintergrund","485","0.784283256492677","0.750779985618805","0.817786527366548"
"Gar nicht","2004","(noch) kein Abschluss","direkter Migrationshintergrund","126","0.505633953879414","0.442115188976745","0.569152718782083"
"Gar nicht","2004","(noch) kein Abschluss","indirekter Migrationshintergrund","84","0.919371944931517","0.86312284834806","0.975621041514974"
"Gar nicht","2004","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Gar nicht","2004","Hauptschule","kein Migrationshintergrund","2886","0.424058181685549","0.412035694677038","0.43608066869406"
"Gar nicht","2004","Hauptschule","direkter Migrationshintergrund","695","0.52169976859046","0.494482686048818","0.548916851132103"
"Gar nicht","2004","Hauptschule","indirekter Migrationshintergrund","202","0.78086237158557","0.73038648401054","0.8313382591606"
"Gar nicht","2004","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Gar nicht","2004","Realschule","kein Migrationshintergrund","3510","0.652766683552381","0.639834088070425","0.665699279034337"
"Gar nicht","2004","Realschule","direkter Migrationshintergrund","132","0.660188633792786","0.595032839392768","0.725344428192803"
"Gar nicht","2004","Realschule","indirekter Migrationshintergrund","162","0.800698783008765","0.745335395836198","0.856062170181332"
"Gar nicht","2004","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Gar nicht","2004","(Fach-)Abitur","kein Migrationshintergrund","1424","0.726020681678561","0.70575202317794","0.746289340179183"
"Gar nicht","2004","(Fach-)Abitur","direkter Migrationshintergrund","258","0.638004196185657","0.590611318593609","0.685397073777704"
"Gar nicht","2004","(Fach-)Abitur","indirekter Migrationshintergrund","123","0.819450211511812","0.756185184666727","0.882715238356898"
"Gar nicht","2004","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Gar nicht","2004","AkademikerIn","kein Migrationshintergrund","2664","0.652740492809314","0.637732779806004","0.667748205812625"
"Gar nicht","2004","AkademikerIn","direkter Migrationshintergrund","226","0.606803398581805","0.556134336777529","0.657472460386082"
"Gar nicht","2004","AkademikerIn","indirekter Migrationshintergrund","54","0.870916813315024","0.786776068886306","0.955057557743743"
"Gar nicht","2004","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Stark","2005","(noch) kein Abschluss","kein Migrationshintergrund","","","",""
"Stark","2005","(noch) kein Abschluss","direkter Migrationshintergrund","","","",""
"Stark","2005","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"Stark","2005","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Stark","2005","Hauptschule","kein Migrationshintergrund","","","",""
"Stark","2005","Hauptschule","direkter Migrationshintergrund","","","",""
"Stark","2005","Hauptschule","indirekter Migrationshintergrund","","","",""
"Stark","2005","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Stark","2005","Realschule","kein Migrationshintergrund","","","",""
"Stark","2005","Realschule","direkter Migrationshintergrund","","","",""
"Stark","2005","Realschule","indirekter Migrationshintergrund","","","",""
"Stark","2005","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Stark","2005","(Fach-)Abitur","kein Migrationshintergrund","","","",""
"Stark","2005","(Fach-)Abitur","direkter Migrationshintergrund","","","",""
"Stark","2005","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"Stark","2005","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Stark","2005","AkademikerIn","kein Migrationshintergrund","","","",""
"Stark","2005","AkademikerIn","direkter Migrationshintergrund","","","",""
"Stark","2005","AkademikerIn","indirekter Migrationshintergrund","","","",""
"Stark","2005","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ein wenig","2005","(noch) kein Abschluss","kein Migrationshintergrund","","","",""
"Ein wenig","2005","(noch) kein Abschluss","direkter Migrationshintergrund","","","",""
"Ein wenig","2005","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"Ein wenig","2005","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ein wenig","2005","Hauptschule","kein Migrationshintergrund","","","",""
"Ein wenig","2005","Hauptschule","direkter Migrationshintergrund","","","",""
"Ein wenig","2005","Hauptschule","indirekter Migrationshintergrund","","","",""
"Ein wenig","2005","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ein wenig","2005","Realschule","kein Migrationshintergrund","","","",""
"Ein wenig","2005","Realschule","direkter Migrationshintergrund","","","",""
"Ein wenig","2005","Realschule","indirekter Migrationshintergrund","","","",""
"Ein wenig","2005","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ein wenig","2005","(Fach-)Abitur","kein Migrationshintergrund","","","",""
"Ein wenig","2005","(Fach-)Abitur","direkter Migrationshintergrund","","","",""
"Ein wenig","2005","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"Ein wenig","2005","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ein wenig","2005","AkademikerIn","kein Migrationshintergrund","","","",""
"Ein wenig","2005","AkademikerIn","direkter Migrationshintergrund","","","",""
"Ein wenig","2005","AkademikerIn","indirekter Migrationshintergrund","","","",""
"Ein wenig","2005","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Gar nicht","2005","(noch) kein Abschluss","kein Migrationshintergrund","","","",""
"Gar nicht","2005","(noch) kein Abschluss","direkter Migrationshintergrund","","","",""
"Gar nicht","2005","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"Gar nicht","2005","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Gar nicht","2005","Hauptschule","kein Migrationshintergrund","","","",""
"Gar nicht","2005","Hauptschule","direkter Migrationshintergrund","","","",""
"Gar nicht","2005","Hauptschule","indirekter Migrationshintergrund","","","",""
"Gar nicht","2005","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Gar nicht","2005","Realschule","kein Migrationshintergrund","","","",""
"Gar nicht","2005","Realschule","direkter Migrationshintergrund","","","",""
"Gar nicht","2005","Realschule","indirekter Migrationshintergrund","","","",""
"Gar nicht","2005","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Gar nicht","2005","(Fach-)Abitur","kein Migrationshintergrund","","","",""
"Gar nicht","2005","(Fach-)Abitur","direkter Migrationshintergrund","","","",""
"Gar nicht","2005","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"Gar nicht","2005","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Gar nicht","2005","AkademikerIn","kein Migrationshintergrund","","","",""
"Gar nicht","2005","AkademikerIn","direkter Migrationshintergrund","","","",""
"Gar nicht","2005","AkademikerIn","indirekter Migrationshintergrund","","","",""
"Gar nicht","2005","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Stark","2006","(noch) kein Abschluss","kein Migrationshintergrund","21","","",""
"Stark","2006","(noch) kein Abschluss","direkter Migrationshintergrund","43","0.222155493053043","0.161927627980683","0.282383358125404"
"Stark","2006","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"Stark","2006","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Stark","2006","Hauptschule","kein Migrationshintergrund","1210","0.194064597317115","0.184564411779805","0.203564782854424"
"Stark","2006","Hauptschule","direkter Migrationshintergrund","185","0.164138384104607","0.142914374767012","0.185362393442202"
"Stark","2006","Hauptschule","indirekter Migrationshintergrund","10","","",""
"Stark","2006","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Stark","2006","Realschule","kein Migrationshintergrund","353","0.0766080954400032","0.0694765136392395","0.083739677240767"
"Stark","2006","Realschule","direkter Migrationshintergrund","7","","",""
"Stark","2006","Realschule","indirekter Migrationshintergrund","7","","",""
"Stark","2006","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Stark","2006","(Fach-)Abitur","kein Migrationshintergrund","74","0.0506470266915376","0.0407847667897517","0.0605092865933235"
"Stark","2006","(Fach-)Abitur","direkter Migrationshintergrund","31","0.072374912221298","0.0469828272216891","0.0977669972209068"
"Stark","2006","(Fach-)Abitur","indirekter Migrationshintergrund","2","","",""
"Stark","2006","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Stark","2006","AkademikerIn","kein Migrationshintergrund","244","0.0709996296848727","0.063169816976573","0.0788294423931725"
"Stark","2006","AkademikerIn","direkter Migrationshintergrund","38","0.122874827261421","0.0892415028735061","0.156508151649336"
"Stark","2006","AkademikerIn","indirekter Migrationshintergrund","1","","",""
"Stark","2006","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ein wenig","2006","(noch) kein Abschluss","kein Migrationshintergrund","60","0.176420174947545","0.139065490745364","0.213774859149725"
"Ein wenig","2006","(noch) kein Abschluss","direkter Migrationshintergrund","73","0.434981976765761","0.363154712059761","0.50680924147176"
"Ein wenig","2006","(noch) kein Abschluss","indirekter Migrationshintergrund","8","","",""
"Ein wenig","2006","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ein wenig","2006","Hauptschule","kein Migrationshintergrund","2529","0.380920084136722","0.369254698354373","0.392585469919072"
"Ein wenig","2006","Hauptschule","direkter Migrationshintergrund","424","0.370032472621362","0.342367250539291","0.397697694703434"
"Ein wenig","2006","Hauptschule","indirekter Migrationshintergrund","45","0.173844982316706","0.127330322046443","0.220359642586969"
"Ein wenig","2006","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ein wenig","2006","Realschule","kein Migrationshintergrund","1538","0.29788178446412","0.285619183461438","0.310144385466801"
"Ein wenig","2006","Realschule","direkter Migrationshintergrund","54","0.276117233291753","0.213686871275761","0.338547595307745"
"Ein wenig","2006","Realschule","indirekter Migrationshintergrund","36","0.158293927412183","0.10770616727854","0.208881687545825"
"Ein wenig","2006","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ein wenig","2006","(Fach-)Abitur","kein Migrationshintergrund","387","0.216594539872332","0.198067644117693","0.23512143562697"
"Ein wenig","2006","(Fach-)Abitur","direkter Migrationshintergrund","118","0.323887247521867","0.278028247185559","0.369746247858174"
"Ein wenig","2006","(Fach-)Abitur","indirekter Migrationshintergrund","18","","",""
"Ein wenig","2006","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ein wenig","2006","AkademikerIn","kein Migrationshintergrund","1093","0.262495230698557","0.249081224166254","0.275909237230859"
"Ein wenig","2006","AkademikerIn","direkter Migrationshintergrund","108","0.327573575165996","0.279491371399916","0.375655778932076"
"Ein wenig","2006","AkademikerIn","indirekter Migrationshintergrund","11","","",""
"Ein wenig","2006","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Gar nicht","2006","(noch) kein Abschluss","kein Migrationshintergrund","319","0.735087223274117","0.691841916239542","0.778332530308693"
"Gar nicht","2006","(noch) kein Abschluss","direkter Migrationshintergrund","67","0.342862530181196","0.274090685344632","0.41163437501776"
"Gar nicht","2006","(noch) kein Abschluss","indirekter Migrationshintergrund","59","0.900052237519378","0.828234604799423","0.971869870239333"
"Gar nicht","2006","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Gar nicht","2006","Hauptschule","kein Migrationshintergrund","2918","0.425015318546163","0.413140164789797","0.436890472302528"
"Gar nicht","2006","Hauptschule","direkter Migrationshintergrund","561","0.465829143274031","0.437246092358484","0.494412194189577"
"Gar nicht","2006","Hauptschule","indirekter Migrationshintergrund","200","0.795769517162759","0.746289261795966","0.845249772529552"
"Gar nicht","2006","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Gar nicht","2006","Realschule","kein Migrationshintergrund","3452","0.625510120095877","0.612532569905903","0.638487670285851"
"Gar nicht","2006","Realschule","direkter Migrationshintergrund","136","0.685281432991887","0.620431334037634","0.750131531946141"
"Gar nicht","2006","Realschule","indirekter Migrationshintergrund","157","0.777249535903569","0.719583162784199","0.83491590902294"
"Gar nicht","2006","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Gar nicht","2006","(Fach-)Abitur","kein Migrationshintergrund","1438","0.732758433436131","0.712855457135984","0.752661409736277"
"Gar nicht","2006","(Fach-)Abitur","direkter Migrationshintergrund","251","0.603737840256836","0.555804952425708","0.651670728087963"
"Gar nicht","2006","(Fach-)Abitur","indirekter Migrationshintergrund","131","0.848932120793043","0.791812914157441","0.906051327428645"
"Gar nicht","2006","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Gar nicht","2006","AkademikerIn","kein Migrationshintergrund","2796","0.666505139616571","0.65213166678695","0.680878612446191"
"Gar nicht","2006","AkademikerIn","direkter Migrationshintergrund","220","0.549551597572583","0.498579288104843","0.600523907040324"
"Gar nicht","2006","AkademikerIn","indirekter Migrationshintergrund","64","0.805970726216521","0.717064012419972","0.894877440013071"
