"ple0004","year","age_gr","migback","n","percent","lowerconfidence_percent","upperconfidence_percent"
"Ein wenig","2003","66 +","Migrationshintergrund - n. w. differenzierbar","","","",""
"Gar nicht","2003","17-34","kein Migrationshintergrund","","","",""
"Gar nicht","2003","17-34","direkter Migrationshintergrund","","","",""
"Gar nicht","2003","17-34","indirekter Migrationshintergrund","","","",""
"Gar nicht","2003","17-34","Migrationshintergrund - n. w. differenzierbar","","","",""
"Gar nicht","2003","35-65","kein Migrationshintergrund","","","",""
"Gar nicht","2003","35-65","direkter Migrationshintergrund","","","",""
"Gar nicht","2003","35-65","indirekter Migrationshintergrund","","","",""
"Gar nicht","2003","35-65","Migrationshintergrund - n. w. differenzierbar","","","",""
"Gar nicht","2003","66 +","kein Migrationshintergrund","","","",""
"Gar nicht","2003","66 +","direkter Migrationshintergrund","","","",""
"Gar nicht","2003","66 +","indirekter Migrationshintergrund","","","",""
"Gar nicht","2003","66 +","Migrationshintergrund - n. w. differenzierbar","","","",""
"Stark","2004","17-34","kein Migrationshintergrund","62","0.0174798898929749","0.0135800804403021","0.0213796993456478"
"Stark","2004","17-34","direkter Migrationshintergrund","7","","",""
"Stark","2004","17-34","indirekter Migrationshintergrund","11","","",""
"Stark","2004","17-34","Migrationshintergrund - n. w. differenzierbar","","","",""
"Stark","2004","35-65","kein Migrationshintergrund","748","0.0841366530977836","0.0788308465917551","0.089442459603812"
"Stark","2004","35-65","direkter Migrationshintergrund","159","0.118178929456562","0.102097565743336","0.134260293169789"
"Stark","2004","35-65","indirekter Migrationshintergrund","4","","",""
"Stark","2004","35-65","Migrationshintergrund - n. w. differenzierbar","","","",""
"Stark","2004","66 +","kein Migrationshintergrund","1018","0.328346346895759","0.31248878663201","0.344203907159508"
"Stark","2004","66 +","direkter Migrationshintergrund","120","0.335288107573082","0.286453616516054","0.38412259863011"
"Stark","2004","66 +","indirekter Migrationshintergrund","6","","",""
"Stark","2004","66 +","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ein wenig","2004","17-34","kein Migrationshintergrund","608","0.142699324442551","0.132290999104604","0.153107649780499"
"Ein wenig","2004","17-34","direkter Migrationshintergrund","86","0.130289526786161","0.103814013155245","0.156765040417077"
"Ein wenig","2004","17-34","indirekter Migrationshintergrund","70","0.105955780376523","0.0820919865092061","0.129819574243839"
"Ein wenig","2004","17-34","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ein wenig","2004","35-65","kein Migrationshintergrund","3145","0.312282713557511","0.303424984431591","0.321140442683431"
"Ein wenig","2004","35-65","direkter Migrationshintergrund","523","0.337353728802973","0.313800727858582","0.360906729747363"
"Ein wenig","2004","35-65","indirekter Migrationshintergrund","39","0.311404795883014","0.237789011779367","0.385020579986662"
"Ein wenig","2004","35-65","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ein wenig","2004","66 +","kein Migrationshintergrund","1489","0.442007605871192","0.425237855557201","0.458777356185183"
"Ein wenig","2004","66 +","direkter Migrationshintergrund","164","0.470816339475969","0.41918304419143","0.522449634760509"
"Ein wenig","2004","66 +","indirekter Migrationshintergrund","4","","",""
"Ein wenig","2004","66 +","Migrationshintergrund - n. w. differenzierbar","","","",""
"Gar nicht","2004","17-34","kein Migrationshintergrund","3668","0.839820785664474","0.828906389678614","0.850735181650333"
"Gar nicht","2004","17-34","direkter Migrationshintergrund","528","0.85319723864321","0.825362052886684","0.881032424399736"
"Gar nicht","2004","17-34","indirekter Migrationshintergrund","558","0.878928911536509","0.853636236710149","0.90422158636287"
"Gar nicht","2004","17-34","Migrationshintergrund - n. w. differenzierbar","","","",""
"Gar nicht","2004","35-65","kein Migrationshintergrund","6622","0.603580633344705","0.594231130192004","0.612930136497407"
"Gar nicht","2004","35-65","direkter Migrationshintergrund","866","0.544467341740465","0.519658397135506","0.569276286345424"
"Gar nicht","2004","35-65","indirekter Migrationshintergrund","109","0.680196286922762","0.60605072235504","0.754341851490485"
"Gar nicht","2004","35-65","Migrationshintergrund - n. w. differenzierbar","","","",""
"Gar nicht","2004","66 +","kein Migrationshintergrund","862","0.229646047233048","0.215443304169334","0.243848790296762"
"Gar nicht","2004","66 +","direkter Migrationshintergrund","75","0.193895552950949","0.152999588981736","0.234791516920161"
"Gar nicht","2004","66 +","indirekter Migrationshintergrund","1","","",""
"Gar nicht","2004","66 +","Migrationshintergrund - n. w. differenzierbar","","","",""
"Stark","2005","17-34","kein Migrationshintergrund","","","",""
"Stark","2005","17-34","direkter Migrationshintergrund","","","",""
"Stark","2005","17-34","indirekter Migrationshintergrund","","","",""
"Stark","2005","17-34","Migrationshintergrund - n. w. differenzierbar","","","",""
"Stark","2005","35-65","kein Migrationshintergrund","","","",""
"Stark","2005","35-65","direkter Migrationshintergrund","","","",""
"Stark","2005","35-65","indirekter Migrationshintergrund","","","",""
"Stark","2005","35-65","Migrationshintergrund - n. w. differenzierbar","","","",""
"Stark","2005","66 +","kein Migrationshintergrund","","","",""
"Stark","2005","66 +","direkter Migrationshintergrund","","","",""
"Stark","2005","66 +","indirekter Migrationshintergrund","","","",""
"Stark","2005","66 +","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ein wenig","2005","17-34","kein Migrationshintergrund","","","",""
"Ein wenig","2005","17-34","direkter Migrationshintergrund","","","",""
"Ein wenig","2005","17-34","indirekter Migrationshintergrund","","","",""
"Ein wenig","2005","17-34","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ein wenig","2005","35-65","kein Migrationshintergrund","","","",""
"Ein wenig","2005","35-65","direkter Migrationshintergrund","","","",""
"Ein wenig","2005","35-65","indirekter Migrationshintergrund","","","",""
"Ein wenig","2005","35-65","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ein wenig","2005","66 +","kein Migrationshintergrund","","","",""
"Ein wenig","2005","66 +","direkter Migrationshintergrund","","","",""
"Ein wenig","2005","66 +","indirekter Migrationshintergrund","","","",""
"Ein wenig","2005","66 +","Migrationshintergrund - n. w. differenzierbar","","","",""
"Gar nicht","2005","17-34","kein Migrationshintergrund","","","",""
"Gar nicht","2005","17-34","direkter Migrationshintergrund","","","",""
"Gar nicht","2005","17-34","indirekter Migrationshintergrund","","","",""
"Gar nicht","2005","17-34","Migrationshintergrund - n. w. differenzierbar","","","",""
"Gar nicht","2005","35-65","kein Migrationshintergrund","","","",""
"Gar nicht","2005","35-65","direkter Migrationshintergrund","","","",""
"Gar nicht","2005","35-65","indirekter Migrationshintergrund","","","",""
"Gar nicht","2005","35-65","Migrationshintergrund - n. w. differenzierbar","","","",""
"Gar nicht","2005","66 +","kein Migrationshintergrund","","","",""
"Gar nicht","2005","66 +","direkter Migrationshintergrund","","","",""
"Gar nicht","2005","66 +","indirekter Migrationshintergrund","","","",""
"Gar nicht","2005","66 +","Migrationshintergrund - n. w. differenzierbar","","","",""
"Stark","2006","17-34","kein Migrationshintergrund","41","0.0111634463177372","0.00788983987921885","0.0144370527562556"
"Stark","2006","17-34","direkter Migrationshintergrund","12","","",""
"Stark","2006","17-34","indirekter Migrationshintergrund","6","","",""
"Stark","2006","17-34","Migrationshintergrund - n. w. differenzierbar","","","",""
"Stark","2006","35-65","kein Migrationshintergrund","744","0.0777191462445398","0.0726609321870827","0.0827773603019968"
"Stark","2006","35-65","direkter Migrationshintergrund","147","0.116429670100672","0.0999265226408786","0.132932817560465"
"Stark","2006","35-65","indirekter Migrationshintergrund","12","","",""
"Stark","2006","35-65","Migrationshintergrund - n. w. differenzierbar","","","",""
"Stark","2006","66 +","kein Migrationshintergrund","1128","0.309369686643211","0.295070178349527","0.323669194936895"
"Stark","2006","66 +","direkter Migrationshintergrund","148","0.368650445315024","0.320646763449456","0.416654127180593"
"Stark","2006","66 +","indirekter Migrationshintergrund","3","","",""
"Stark","2006","66 +","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ein wenig","2006","17-34","kein Migrationshintergrund","618","0.161561268273889","0.15009375216294","0.173028784384839"
"Ein wenig","2006","17-34","direkter Migrationshintergrund","82","0.167913413366272","0.136210117175651","0.199616709556893"
"Ein wenig","2006","17-34","indirekter Migrationshintergrund","77","0.135805457004002","0.108861172136676","0.162749741871328"
"Ein wenig","2006","17-34","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ein wenig","2006","35-65","kein Migrationshintergrund","3266","0.313306281596027","0.304542981470881","0.322069581721173"
"Ein wenig","2006","35-65","direkter Migrationshintergrund","529","0.39073152019719","0.365626650956998","0.415836389437381"
"Ein wenig","2006","35-65","indirekter Migrationshintergrund","42","0.209273646740019","0.150174287161027","0.268373006319012"
"Ein wenig","2006","35-65","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ein wenig","2006","66 +","kein Migrationshintergrund","1773","0.44325385974872","0.427885968541378","0.458621750956062"
"Ein wenig","2006","66 +","direkter Migrationshintergrund","177","0.47366740454624","0.42398539987563","0.523349409216851"
"Ein wenig","2006","66 +","indirekter Migrationshintergrund","7","","",""
"Ein wenig","2006","66 +","Migrationshintergrund - n. w. differenzierbar","","","",""
"Gar nicht","2006","17-34","kein Migrationshintergrund","3298","0.827275285408373","0.815497399776975","0.839053171039772"
"Gar nicht","2006","17-34","direkter Migrationshintergrund","440","0.811086334294984","0.777885981992439","0.844286686597528"
"Gar nicht","2006","17-34","indirekter Migrationshintergrund","538","0.849099719096757","0.820946590528336","0.877252847665178"
"Gar nicht","2006","17-34","Migrationshintergrund - n. w. differenzierbar","","","",""
"Gar nicht","2006","35-65","kein Migrationshintergrund","6752","0.608974572159433","0.599755150536748","0.618193993782118"
"Gar nicht","2006","35-65","direkter Migrationshintergrund","775","0.492838809702139","0.467114730324637","0.518562889079641"
"Gar nicht","2006","35-65","indirekter Migrationshintergrund","128","0.724062971327612","0.659123977125861","0.789001965529363"
"Gar nicht","2006","35-65","Migrationshintergrund - n. w. differenzierbar","","","",""
"Gar nicht","2006","66 +","kein Migrationshintergrund","1113","0.247376453608069","0.234028106629114","0.260724800587024"
"Gar nicht","2006","66 +","direkter Migrationshintergrund","63","0.157682150138735","0.121419336595344","0.193944963682127"
"Gar nicht","2006","66 +","indirekter Migrationshintergrund","3","","",""
"Gar nicht","2006","66 +","Migrationshintergrund - n. w. differenzierbar","","","",""
"Stark","2007","17-34","kein Migrationshintergrund","","","",""
"Stark","2007","17-34","direkter Migrationshintergrund","","","",""
"Stark","2007","17-34","indirekter Migrationshintergrund","","","",""
"Stark","2007","17-34","Migrationshintergrund - n. w. differenzierbar","","","",""
"Stark","2007","35-65","kein Migrationshintergrund","","","",""
"Stark","2007","35-65","direkter Migrationshintergrund","","","",""
"Stark","2007","35-65","indirekter Migrationshintergrund","","","",""
"Stark","2007","35-65","Migrationshintergrund - n. w. differenzierbar","","","",""
"Stark","2007","66 +","kein Migrationshintergrund","","","",""
"Stark","2007","66 +","direkter Migrationshintergrund","","","",""
"Stark","2007","66 +","indirekter Migrationshintergrund","","","",""
"Stark","2007","66 +","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ein wenig","2007","17-34","kein Migrationshintergrund","","","",""
"Ein wenig","2007","17-34","direkter Migrationshintergrund","","","",""
"Ein wenig","2007","17-34","indirekter Migrationshintergrund","","","",""
"Ein wenig","2007","17-34","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ein wenig","2007","35-65","kein Migrationshintergrund","","","",""
"Ein wenig","2007","35-65","direkter Migrationshintergrund","","","",""
"Ein wenig","2007","35-65","indirekter Migrationshintergrund","","","",""
"Ein wenig","2007","35-65","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ein wenig","2007","66 +","kein Migrationshintergrund","","","",""
"Ein wenig","2007","66 +","direkter Migrationshintergrund","","","",""
"Ein wenig","2007","66 +","indirekter Migrationshintergrund","","","",""
"Ein wenig","2007","66 +","Migrationshintergrund - n. w. differenzierbar","","","",""
"Gar nicht","2007","17-34","kein Migrationshintergrund","","","",""
"Gar nicht","2007","17-34","direkter Migrationshintergrund","","","",""
"Gar nicht","2007","17-34","indirekter Migrationshintergrund","","","",""
"Gar nicht","2007","17-34","Migrationshintergrund - n. w. differenzierbar","","","",""
"Gar nicht","2007","35-65","kein Migrationshintergrund","","","",""
"Gar nicht","2007","35-65","direkter Migrationshintergrund","","","",""
"Gar nicht","2007","35-65","indirekter Migrationshintergrund","","","",""
"Gar nicht","2007","35-65","Migrationshintergrund - n. w. differenzierbar","","","",""
"Gar nicht","2007","66 +","kein Migrationshintergrund","","","",""
"Gar nicht","2007","66 +","direkter Migrationshintergrund","","","",""
"Gar nicht","2007","66 +","indirekter Migrationshintergrund","","","",""
"Gar nicht","2007","66 +","Migrationshintergrund - n. w. differenzierbar","","","",""
"Stark","2008","17-34","kein Migrationshintergrund","44","0.0124261421898194","0.00870419618459679","0.0161480881950419"
"Stark","2008","17-34","direkter Migrationshintergrund","2","","",""
"Stark","2008","17-34","indirekter Migrationshintergrund","11","","",""
"Stark","2008","17-34","Migrationshintergrund - n. w. differenzierbar","","","",""
"Stark","2008","35-65","kein Migrationshintergrund","643","0.0792511764737767","0.0737598978662039","0.0847424550813494"
"Stark","2008","35-65","direkter Migrationshintergrund","126","0.115946973771113","0.0975544863614227","0.134339461180802"
"Stark","2008","35-65","indirekter Migrationshintergrund","14","","",""
"Stark","2008","35-65","Migrationshintergrund - n. w. differenzierbar","","","",""
"Stark","2008","66 +","kein Migrationshintergrund","1050","0.288625464400576","0.274411681872252","0.3028392469289"
"Stark","2008","66 +","direkter Migrationshintergrund","122","0.329018517205179","0.281078261534132","0.376958772876226"
"Stark","2008","66 +","indirekter Migrationshintergrund","4","","",""
"Stark","2008","66 +","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ein wenig","2008","17-34","kein Migrationshintergrund","544","0.168926895626278","0.156338043538338","0.181515747714219"
"Ein wenig","2008","17-34","direkter Migrationshintergrund","47","0.106386726239055","0.0748415043253697","0.13793194815274"
"Ein wenig","2008","17-34","indirekter Migrationshintergrund","70","0.1028845618345","0.0778114746744763","0.127957648994524"
"Ein wenig","2008","17-34","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ein wenig","2008","35-65","kein Migrationshintergrund","2755","0.304737522542545","0.295380506037069","0.314094539048021"
"Ein wenig","2008","35-65","direkter Migrationshintergrund","384","0.362118722123726","0.33450868324297","0.389728761004481"
"Ein wenig","2008","35-65","indirekter Migrationshintergrund","40","0.263720516645131","0.201553110852212","0.32588792243805"
"Ein wenig","2008","35-65","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ein wenig","2008","66 +","kein Migrationshintergrund","1748","0.450546123503595","0.434938799866885","0.466153447140305"
"Ein wenig","2008","66 +","direkter Migrationshintergrund","168","0.473064537245261","0.422122792174626","0.524006282315896"
"Ein wenig","2008","66 +","indirekter Migrationshintergrund","2","","",""
"Ein wenig","2008","66 +","Migrationshintergrund - n. w. differenzierbar","","","",""
"Gar nicht","2008","17-34","kein Migrationshintergrund","2815","0.818646962183902","0.805701192951045","0.83159273141676"
"Gar nicht","2008","17-34","direkter Migrationshintergrund","318","0.876937702812711","0.843328211531016","0.910547194094406"
"Gar nicht","2008","17-34","indirekter Migrationshintergrund","483","0.861916948384442","0.833445376975365","0.89038851979352"
"Gar nicht","2008","17-34","Migrationshintergrund - n. w. differenzierbar","","","",""
"Gar nicht","2008","35-65","kein Migrationshintergrund","5898","0.616011300983679","0.606124550022288","0.62589805194507"
"Gar nicht","2008","35-65","direkter Migrationshintergrund","654","0.521934304105162","0.493238175333836","0.550630432876488"
"Gar nicht","2008","35-65","indirekter Migrationshintergrund","139","0.676383024386903","0.610377325540303","0.742388723233503"
"Gar nicht","2008","35-65","Migrationshintergrund - n. w. differenzierbar","","","",""
"Gar nicht","2008","66 +","kein Migrationshintergrund","1106","0.260828412095829","0.247054945253526","0.274601878938133"
"Gar nicht","2008","66 +","direkter Migrationshintergrund","79","0.19791694554956","0.157264556944496","0.238569334154624"
"Gar nicht","2008","66 +","indirekter Migrationshintergrund","5","","",""
"Gar nicht","2008","66 +","Migrationshintergrund - n. w. differenzierbar","","","",""
"Stark","2009","17-34","kein Migrationshintergrund","","","",""
"Stark","2009","17-34","direkter Migrationshintergrund","","","",""
"Stark","2009","17-34","indirekter Migrationshintergrund","","","",""
"Stark","2009","17-34","Migrationshintergrund - n. w. differenzierbar","","","",""
"Stark","2009","35-65","kein Migrationshintergrund","","","",""
"Stark","2009","35-65","direkter Migrationshintergrund","","","",""
"Stark","2009","35-65","indirekter Migrationshintergrund","","","",""
"Stark","2009","35-65","Migrationshintergrund - n. w. differenzierbar","","","",""
"Stark","2009","66 +","kein Migrationshintergrund","","","",""
"Stark","2009","66 +","direkter Migrationshintergrund","","","",""
"Stark","2009","66 +","indirekter Migrationshintergrund","","","",""
"Stark","2009","66 +","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ein wenig","2009","17-34","kein Migrationshintergrund","","","",""
"Ein wenig","2009","17-34","direkter Migrationshintergrund","","","",""
"Ein wenig","2009","17-34","indirekter Migrationshintergrund","","","",""
"Ein wenig","2009","17-34","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ein wenig","2009","35-65","kein Migrationshintergrund","","","",""
"Ein wenig","2009","35-65","direkter Migrationshintergrund","","","",""
"Ein wenig","2009","35-65","indirekter Migrationshintergrund","","","",""
"Ein wenig","2009","35-65","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ein wenig","2009","66 +","kein Migrationshintergrund","","","",""
"Ein wenig","2009","66 +","direkter Migrationshintergrund","","","",""
"Ein wenig","2009","66 +","indirekter Migrationshintergrund","","","",""
"Ein wenig","2009","66 +","Migrationshintergrund - n. w. differenzierbar","","","",""
"Gar nicht","2009","17-34","kein Migrationshintergrund","","","",""
"Gar nicht","2009","17-34","direkter Migrationshintergrund","","","",""
"Gar nicht","2009","17-34","indirekter Migrationshintergrund","","","",""
"Gar nicht","2009","17-34","Migrationshintergrund - n. w. differenzierbar","","","",""
"Gar nicht","2009","35-65","kein Migrationshintergrund","","","",""
"Gar nicht","2009","35-65","direkter Migrationshintergrund","","","",""
"Gar nicht","2009","35-65","indirekter Migrationshintergrund","","","",""
"Gar nicht","2009","35-65","Migrationshintergrund - n. w. differenzierbar","","","",""
"Gar nicht","2009","66 +","kein Migrationshintergrund","","","",""
"Gar nicht","2009","66 +","direkter Migrationshintergrund","","","",""
"Gar nicht","2009","66 +","indirekter Migrationshintergrund","","","",""
"Gar nicht","2009","66 +","Migrationshintergrund - n. w. differenzierbar","","","",""
"Stark","2010","17-34","kein Migrationshintergrund","37","0.0171620245217698","0.012409678654373","0.0219143703891666"
"Stark","2010","17-34","direkter Migrationshintergrund","3","","",""
"Stark","2010","17-34","indirekter Migrationshintergrund","5","","",""
"Stark","2010","17-34","Migrationshintergrund - n. w. differenzierbar","","","",""
"Stark","2010","35-65","kein Migrationshintergrund","597","0.086338182654209","0.0801576834732473","0.0925186818351706"
"Stark","2010","35-65","direkter Migrationshintergrund","93","0.13377543584236","0.111694568065964","0.155856303618756"
"Stark","2010","35-65","indirekter Migrationshintergrund","11","","",""
"Stark","2010","35-65","Migrationshintergrund - n. w. differenzierbar","","","",""
"Stark","2010","66 +","kein Migrationshintergrund","962","0.281114127709204","0.266585869863539","0.295642385554869"
"Stark","2010","66 +","direkter Migrationshintergrund","108","0.380409753558154","0.326796653242368","0.43402285387394"
"Stark","2010","66 +","indirekter Migrationshintergrund","1","","",""
"Stark","2010","66 +","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ein wenig","2010","17-34","kein Migrationshintergrund","477","0.164335539296128","0.150775388146116","0.17789569044614"
"Ein wenig","2010","17-34","direkter Migrationshintergrund","28","","",""
"Ein wenig","2010","17-34","indirekter Migrationshintergrund","75","0.202062852132011","0.164713404150877","0.239412300113146"
"Ein wenig","2010","17-34","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ein wenig","2010","35-65","kein Migrationshintergrund","2523","0.342574524772632","0.332131407371991","0.353017642173273"
"Ein wenig","2010","35-65","direkter Migrationshintergrund","335","0.389586127236035","0.357954127984207","0.421218126487862"
"Ein wenig","2010","35-65","indirekter Migrationshintergrund","57","0.278124745538946","0.216637661137552","0.339611829940341"
"Ein wenig","2010","35-65","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ein wenig","2010","66 +","kein Migrationshintergrund","1665","0.458092107559107","0.441990050125484","0.474194164992729"
"Ein wenig","2010","66 +","direkter Migrationshintergrund","126","0.370935380725622","0.317590889959095","0.424279871492149"
"Ein wenig","2010","66 +","indirekter Migrationshintergrund","3","","",""
"Ein wenig","2010","66 +","Migrationshintergrund - n. w. differenzierbar","","","",""
"Gar nicht","2010","17-34","kein Migrationshintergrund","2355","0.818502436182102","0.804398893892955","0.83260597847125"
"Gar nicht","2010","17-34","direkter Migrationshintergrund","207","0.868878004357916","0.825995830888462","0.91176017782737"
"Gar nicht","2010","17-34","indirekter Migrationshintergrund","364","0.785349129760849","0.74715872017368","0.823539539348019"
"Gar nicht","2010","17-34","Migrationshintergrund - n. w. differenzierbar","","","",""
"Gar nicht","2010","35-65","kein Migrationshintergrund","4813","0.571087292573159","0.560196360010825","0.581978225135494"
"Gar nicht","2010","35-65","direkter Migrationshintergrund","485","0.476638436921606","0.444241187087231","0.50903568675598"
"Gar nicht","2010","35-65","indirekter Migrationshintergrund","136","0.653921993333916","0.58864156734604","0.719202419321791"
"Gar nicht","2010","35-65","Migrationshintergrund - n. w. differenzierbar","","","",""
"Gar nicht","2010","66 +","kein Migrationshintergrund","1051","0.26079376473169","0.24660405076268","0.274983478700699"
"Gar nicht","2010","66 +","direkter Migrationshintergrund","81","0.248654865716224","0.200922711593463","0.296387019838985"
"Gar nicht","2010","66 +","indirekter Migrationshintergrund","2","","",""
"Gar nicht","2010","66 +","Migrationshintergrund - n. w. differenzierbar","","","",""
"Stark","2011","17-34","kein Migrationshintergrund","","","",""
"Stark","2011","17-34","direkter Migrationshintergrund","","","",""
"Stark","2011","17-34","indirekter Migrationshintergrund","","","",""
"Stark","2011","17-34","Migrationshintergrund - n. w. differenzierbar","","","",""
"Stark","2011","35-65","kein Migrationshintergrund","","","",""
"Stark","2011","35-65","direkter Migrationshintergrund","","","",""
"Stark","2011","35-65","indirekter Migrationshintergrund","","","",""
"Stark","2011","35-65","Migrationshintergrund - n. w. differenzierbar","","","",""
"Stark","2011","66 +","kein Migrationshintergrund","","","",""
"Stark","2011","66 +","direkter Migrationshintergrund","","","",""
"Stark","2011","66 +","indirekter Migrationshintergrund","","","",""
"Stark","2011","66 +","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ein wenig","2011","17-34","kein Migrationshintergrund","","","",""
"Ein wenig","2011","17-34","direkter Migrationshintergrund","","","",""
"Ein wenig","2011","17-34","indirekter Migrationshintergrund","","","",""
