"ple0014","year","bildungsniveau","migback","n","percent","lower_confidence","upper_confidence"
"Ja","2013","(noch) kein Abschluss","direkter Migrationshintergrund","","","",""
"Ja","2013","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"Ja","2013","Hauptschule","kein Migrationshintergrund","903","0.178085931728982","0.167801421408121","0.188370442049842"
"Ja","2013","Hauptschule","direkter Migrationshintergrund","89","0.141272194269287","0.115813287303464","0.166731101235111"
"Ja","2013","Hauptschule","indirekter Migrationshintergrund","","","",""
"Ja","2013","Realschule","kein Migrationshintergrund","386","0.0800341845128186","0.0723021243597785","0.0877662446658587"
"Ja","2013","Realschule","direkter Migrationshintergrund","","","",""
"Ja","2013","Realschule","indirekter Migrationshintergrund","","","",""
"Ja","2013","(Fach-)Abitur","kein Migrationshintergrund","85","0.0580280241359662","0.0470835470649549","0.0689725012069776"
"Ja","2013","(Fach-)Abitur","direkter Migrationshintergrund","","","",""
"Ja","2013","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"Ja","2013","AkademikerIn","kein Migrationshintergrund","374","0.103100270595192","0.0936730674450602","0.112527473745323"
"Ja","2013","AkademikerIn","direkter Migrationshintergrund","","","",""
"Ja","2013","AkademikerIn","indirekter Migrationshintergrund","","","",""
"Nein","2013","(noch) kein Abschluss","kein Migrationshintergrund","308","0.931327207857086","0.903832449405659","0.958821966308514"
"Nein","2013","(noch) kein Abschluss","direkter Migrationshintergrund","84","0.827883511742008","0.752372840770095","0.90339418271392"
"Nein","2013","(noch) kein Abschluss","indirekter Migrationshintergrund","63","1","1","1"
"Nein","2013","Hauptschule","kein Migrationshintergrund","4413","0.821914068271018","0.811629557950158","0.832198578591879"
"Nein","2013","Hauptschule","direkter Migrationshintergrund","630","0.858727805730713","0.833268898764889","0.884186712696536"
"Nein","2013","Hauptschule","indirekter Migrationshintergrund","178","0.957684862664833","0.928438518534505","0.986931206795162"
"Nein","2013","Realschule","kein Migrationshintergrund","4345","0.919965815487181","0.912233755334141","0.927697875640222"
"Nein","2013","Realschule","direkter Migrationshintergrund","138","0.949616563333723","0.913890523407852","0.985342603259594"
"Nein","2013","Realschule","indirekter Migrationshintergrund","160","0.973896241872945","0.949567817532367","0.998224666213522"
"Nein","2013","(Fach-)Abitur","kein Migrationshintergrund","1668","0.941971975864034","0.931027498793022","0.952916452935045"
"Nein","2013","(Fach-)Abitur","direkter Migrationshintergrund","313","0.924902909414549","0.896806594007399","0.9529992248217"
"Nein","2013","(Fach-)Abitur","indirekter Migrationshintergrund","123","0.99134881622526","0.975048791489348","1.00764884096117"
"Nein","2013","AkademikerIn","kein Migrationshintergrund","3623","0.896899729404808","0.887472526254677","0.90632693255494"
"Nein","2013","AkademikerIn","direkter Migrationshintergrund","330","0.945246988069339","0.921581766617357","0.96891220952132"
"Nein","2013","AkademikerIn","indirekter Migrationshintergrund","111","0.960770107658804","0.925132055040224","0.996408160277384"
"Ja","2014","(noch) kein Abschluss","kein Migrationshintergrund","","","",""
"Ja","2014","(noch) kein Abschluss","direkter Migrationshintergrund","","","",""
"Ja","2014","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"Ja","2014","Hauptschule","kein Migrationshintergrund","","","",""
"Ja","2014","Hauptschule","direkter Migrationshintergrund","","","",""
"Ja","2014","Hauptschule","indirekter Migrationshintergrund","","","",""
"Ja","2014","Realschule","kein Migrationshintergrund","","","",""
"Ja","2014","Realschule","direkter Migrationshintergrund","","","",""
"Ja","2014","Realschule","indirekter Migrationshintergrund","","","",""
"Ja","2014","(Fach-)Abitur","kein Migrationshintergrund","","","",""
"Ja","2014","(Fach-)Abitur","direkter Migrationshintergrund","","","",""
"Ja","2014","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"Ja","2014","AkademikerIn","kein Migrationshintergrund","","","",""
"Ja","2014","AkademikerIn","direkter Migrationshintergrund","","","",""
"Ja","2014","AkademikerIn","indirekter Migrationshintergrund","","","",""
"Nein","2014","(noch) kein Abschluss","kein Migrationshintergrund","","","",""
"Nein","2014","(noch) kein Abschluss","direkter Migrationshintergrund","","","",""
"Nein","2014","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"Nein","2014","Hauptschule","kein Migrationshintergrund","","","",""
"Nein","2014","Hauptschule","direkter Migrationshintergrund","","","",""
"Nein","2014","Hauptschule","indirekter Migrationshintergrund","","","",""
"Nein","2014","Realschule","kein Migrationshintergrund","","","",""
"Nein","2014","Realschule","direkter Migrationshintergrund","","","",""
"Nein","2014","Realschule","indirekter Migrationshintergrund","","","",""
"Nein","2014","(Fach-)Abitur","kein Migrationshintergrund","","","",""
"Nein","2014","(Fach-)Abitur","direkter Migrationshintergrund","","","",""
"Nein","2014","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"Nein","2014","AkademikerIn","kein Migrationshintergrund","","","",""
"Nein","2014","AkademikerIn","direkter Migrationshintergrund","","","",""
"Nein","2014","AkademikerIn","indirekter Migrationshintergrund","","","",""
"Ja","2015","(noch) kein Abschluss","kein Migrationshintergrund","","","",""
"Ja","2015","(noch) kein Abschluss","direkter Migrationshintergrund","","","",""
"Ja","2015","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"Ja","2015","Hauptschule","kein Migrationshintergrund","866","0.180344001848478","0.170108359330243","0.190579644366713"
"Ja","2015","Hauptschule","direkter Migrationshintergrund","114","0.106325733091874","0.0909947084250335","0.121656757758715"
"Ja","2015","Hauptschule","indirekter Migrationshintergrund","","","",""
"Ja","2015","Realschule","kein Migrationshintergrund","414","0.0802868357278261","0.0732625800856242","0.0873110913700279"
"Ja","2015","Realschule","direkter Migrationshintergrund","","","",""
"Ja","2015","Realschule","indirekter Migrationshintergrund","","","",""
"Ja","2015","(Fach-)Abitur","kein Migrationshintergrund","100","0.0477721897628617","0.0391323559462781","0.0564120235794454"
"Ja","2015","(Fach-)Abitur","direkter Migrationshintergrund","43","0.044358019480949","0.0315779211490752","0.0571381178128228"
"Ja","2015","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"Ja","2015","AkademikerIn","kein Migrationshintergrund","380","0.0938011116445644","0.08541582833161","0.102186394957519"
"Ja","2015","AkademikerIn","direkter Migrationshintergrund","39","0.0542519883172405","0.0400265990027634","0.0684773776317177"
"Ja","2015","AkademikerIn","indirekter Migrationshintergrund","","","",""
"Nein","2015","(noch) kein Abschluss","kein Migrationshintergrund","370","0.950604170769761","0.929180355554327","0.972027985985195"
"Nein","2015","(noch) kein Abschluss","direkter Migrationshintergrund","267","0.859922370715052","0.820384229283509","0.899460512146596"
"Nein","2015","(noch) kein Abschluss","indirekter Migrationshintergrund","126","0.9893916647553","0.971573869173031","1.00720946033757"
"Nein","2015","Hauptschule","kein Migrationshintergrund","4554","0.819655998151522","0.809420355633287","0.829891640669757"
"Nein","2015","Hauptschule","direkter Migrationshintergrund","1439","0.893674266908126","0.878343242241285","0.909005291574967"
"Nein","2015","Hauptschule","indirekter Migrationshintergrund","385","0.965244687748276","0.947204967206765","0.983284408289786"
"Nein","2015","Realschule","kein Migrationshintergrund","5335","0.919713164272174","0.912688908629972","0.926737419914376"
"Nein","2015","Realschule","direkter Migrationshintergrund","337","0.951869882387419","0.929381629138095","0.974358135636742"
"Nein","2015","Realschule","indirekter Migrationshintergrund","387","0.953410513259084","0.932808057236706","0.974012969281462"
"Nein","2015","(Fach-)Abitur","kein Migrationshintergrund","2241","0.952227810237138","0.943587976420555","0.960867644053722"
"Nein","2015","(Fach-)Abitur","direkter Migrationshintergrund","954","0.955641980519051","0.942861882187177","0.968422078850925"
"Nein","2015","(Fach-)Abitur","indirekter Migrationshintergrund","311","0.985051509825159","0.971629690058402","0.998473329591917"
"Nein","2015","AkademikerIn","kein Migrationshintergrund","4264","0.906198888355436","0.897813605042481","0.91458417166839"
"Nein","2015","AkademikerIn","direkter Migrationshintergrund","935","0.945748011682759","0.931522622368282","0.959973400997237"
"Nein","2015","AkademikerIn","indirekter Migrationshintergrund","249","0.965018773099472","0.942467897949918","0.987569648249025"
"Ja","2016","(noch) kein Abschluss","kein Migrationshintergrund","","","",""
"Ja","2016","(noch) kein Abschluss","direkter Migrationshintergrund","","","",""
"Ja","2016","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"Ja","2016","Hauptschule","kein Migrationshintergrund","","","",""
"Ja","2016","Hauptschule","direkter Migrationshintergrund","","","",""
"Ja","2016","Hauptschule","indirekter Migrationshintergrund","","","",""
"Ja","2016","Realschule","kein Migrationshintergrund","","","",""
"Ja","2016","Realschule","direkter Migrationshintergrund","","","",""
"Ja","2016","Realschule","indirekter Migrationshintergrund","","","",""
"Ja","2016","(Fach-)Abitur","kein Migrationshintergrund","","","",""
"Ja","2016","(Fach-)Abitur","direkter Migrationshintergrund","","","",""
"Ja","2016","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"Ja","2016","AkademikerIn","kein Migrationshintergrund","","","",""
"Ja","2016","AkademikerIn","direkter Migrationshintergrund","","","",""
"Ja","2016","AkademikerIn","indirekter Migrationshintergrund","","","",""
"Nein","2016","(noch) kein Abschluss","kein Migrationshintergrund","","","",""
"Nein","2016","(noch) kein Abschluss","direkter Migrationshintergrund","","","",""
"Nein","2016","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"Nein","2016","Hauptschule","kein Migrationshintergrund","","","",""
"Nein","2016","Hauptschule","direkter Migrationshintergrund","","","",""
"Nein","2016","Hauptschule","indirekter Migrationshintergrund","","","",""
"Nein","2016","Realschule","kein Migrationshintergrund","","","",""
"Nein","2016","Realschule","direkter Migrationshintergrund","","","",""
"Nein","2016","Realschule","indirekter Migrationshintergrund","","","",""
"Nein","2016","(Fach-)Abitur","kein Migrationshintergrund","","","",""
"Nein","2016","(Fach-)Abitur","direkter Migrationshintergrund","","","",""
"Nein","2016","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"Nein","2016","AkademikerIn","kein Migrationshintergrund","","","",""
"Nein","2016","AkademikerIn","direkter Migrationshintergrund","","","",""
"Nein","2016","AkademikerIn","indirekter Migrationshintergrund","","","",""
"Ja","2017","(noch) kein Abschluss","kein Migrationshintergrund","","","",""
"Ja","2017","(noch) kein Abschluss","direkter Migrationshintergrund","","","",""
"Ja","2017","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"Ja","2017","Hauptschule","kein Migrationshintergrund","816","0.170919308702244","0.160742435184299","0.18109618222019"
"Ja","2017","Hauptschule","direkter Migrationshintergrund","93","0.0743085246750397","0.0612094631430426","0.0874075862070368"
"Ja","2017","Hauptschule","indirekter Migrationshintergrund","","","",""
"Ja","2017","Realschule","kein Migrationshintergrund","474","0.0861677813726022","0.0791784069632309","0.0931571557819734"
"Ja","2017","Realschule","direkter Migrationshintergrund","","","",""
"Ja","2017","Realschule","indirekter Migrationshintergrund","","","",""
"Ja","2017","(Fach-)Abitur","kein Migrationshintergrund","119","0.0598936266740311","0.0508980830144777","0.0688891703335844"
"Ja","2017","(Fach-)Abitur","direkter Migrationshintergrund","64","0.0760877637168583","0.0603908025659508","0.0917847248677658"
"Ja","2017","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"Ja","2017","AkademikerIn","kein Migrationshintergrund","397","0.0873097187825628","0.079528680248734","0.0950907573163917"
"Ja","2017","AkademikerIn","direkter Migrationshintergrund","57","0.0651564326178877","0.0510567940278001","0.0792560712079752"
"Ja","2017","AkademikerIn","indirekter Migrationshintergrund","","","",""
"Nein","2017","(noch) kein Abschluss","kein Migrationshintergrund","456","0.948398885734523","0.928690526597835","0.968107244871212"
"Nein","2017","(noch) kein Abschluss","direkter Migrationshintergrund","310","0.909655550964458","0.878772278142297","0.940538823786618"
"Nein","2017","(noch) kein Abschluss","indirekter Migrationshintergrund","118","0.969564345420423","0.938956338747305","1.00017235209354"
"Nein","2017","Hauptschule","kein Migrationshintergrund","4440","0.829080691297756","0.81890381777981","0.839257564815701"
"Nein","2017","Hauptschule","direkter Migrationshintergrund","1447","0.92569147532496","0.912592413792963","0.938790536856957"
"Nein","2017","Hauptschule","indirekter Migrationshintergrund","361","0.947726785213928","0.92510859752593","0.970344972901925"
"Nein","2017","Realschule","kein Migrationshintergrund","5718","0.913832218627398","0.906842844218027","0.920821593036769"
"Nein","2017","Realschule","direkter Migrationshintergrund","327","0.95452862606918","0.932219158558926","0.976838093579433"
"Nein","2017","Realschule","indirekter Migrationshintergrund","398","0.963697429840134","0.945614607429464","0.981780252250803"
"Nein","2017","(Fach-)Abitur","kein Migrationshintergrund","2554","0.940106373325969","0.931110829666416","0.949101916985522"
"Nein","2017","(Fach-)Abitur","direkter Migrationshintergrund","1032","0.923912236283142","0.908215275132234","0.939609197434049"
"Nein","2017","(Fach-)Abitur","indirekter Migrationshintergrund","376","0.984411861593853","0.971956915897557","0.99686680729015"
"Nein","2017","AkademikerIn","kein Migrationshintergrund","4659","0.912690281217437","0.904909242683608","0.920471319751266"
"Nein","2017","AkademikerIn","direkter Migrationshintergrund","1120","0.934843567382112","0.920743928792025","0.9489432059722"
"Nein","2017","AkademikerIn","indirekter Migrationshintergrund","273","0.97210307221306","0.952882873040298","0.991323271385821"
"Ja","2018","(noch) kein Abschluss","kein Migrationshintergrund","","","",""
"Ja","2018","(noch) kein Abschluss","direkter Migrationshintergrund","","","",""
"Ja","2018","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"Ja","2018","Hauptschule","kein Migrationshintergrund","","","",""
"Ja","2018","Hauptschule","direkter Migrationshintergrund","","","",""
"Ja","2018","Hauptschule","indirekter Migrationshintergrund","","","",""
"Ja","2018","Realschule","kein Migrationshintergrund","","","",""
"Ja","2018","Realschule","direkter Migrationshintergrund","","","",""
"Ja","2018","Realschule","indirekter Migrationshintergrund","","","",""
"Ja","2018","(Fach-)Abitur","kein Migrationshintergrund","","","",""
"Ja","2018","(Fach-)Abitur","direkter Migrationshintergrund","","","",""
"Ja","2018","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"Ja","2018","AkademikerIn","kein Migrationshintergrund","","","",""
"Ja","2018","AkademikerIn","direkter Migrationshintergrund","","","",""
"Ja","2018","AkademikerIn","indirekter Migrationshintergrund","","","",""
"Nein","2018","(noch) kein Abschluss","kein Migrationshintergrund","","","",""
"Nein","2018","(noch) kein Abschluss","direkter Migrationshintergrund","","","",""
"Nein","2018","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"Nein","2018","Hauptschule","kein Migrationshintergrund","","","",""
"Nein","2018","Hauptschule","direkter Migrationshintergrund","","","",""
"Nein","2018","Hauptschule","indirekter Migrationshintergrund","","","",""
"Nein","2018","Realschule","kein Migrationshintergrund","","","",""
"Nein","2018","Realschule","direkter Migrationshintergrund","","","",""
"Nein","2018","Realschule","indirekter Migrationshintergrund","","","",""
"Nein","2018","(Fach-)Abitur","kein Migrationshintergrund","","","",""
"Nein","2018","(Fach-)Abitur","direkter Migrationshintergrund","","","",""
"Nein","2018","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"Nein","2018","AkademikerIn","kein Migrationshintergrund","","","",""
"Nein","2018","AkademikerIn","direkter Migrationshintergrund","","","",""
"Nein","2018","AkademikerIn","indirekter Migrationshintergrund","","","",""
"Ja","2019","(noch) kein Abschluss","kein Migrationshintergrund","","","",""
"Ja","2019","(noch) kein Abschluss","direkter Migrationshintergrund","","","",""
"Ja","2019","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"Ja","2019","Hauptschule","kein Migrationshintergrund","843","0.197273001577844","0.185865906938314","0.208680096217374"
"Ja","2019","Hauptschule","direkter Migrationshintergrund","83","0.081740091854766","0.0662969623696904","0.0971832213398416"
"Ja","2019","Hauptschule","indirekter Migrationshintergrund","","","",""
"Ja","2019","Realschule","kein Migrationshintergrund","521","0.094913467353369","0.0875310262940031","0.102295908412735"
"Ja","2019","Realschule","direkter Migrationshintergrund","","","",""
"Ja","2019","Realschule","indirekter Migrationshintergrund","","","",""
"Ja","2019","(Fach-)Abitur","kein Migrationshintergrund","148","0.060157531472105","0.051479464463989","0.068835598480221"
"Ja","2019","(Fach-)Abitur","direkter Migrationshintergrund","56","0.0509256719592927","0.0364496335341257","0.0654017103844598"
"Ja","2019","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"Ja","2019","AkademikerIn","kein Migrationshintergrund","481","0.0910971117296699","0.0835444896465484","0.0986497338127914"
"Ja","2019","AkademikerIn","direkter Migrationshintergrund","45","0.0443661458589166","0.0320170807809851","0.0567152109368482"
"Ja","2019","AkademikerIn","indirekter Migrationshintergrund","","","",""
"Nein","2019","(noch) kein Abschluss","kein Migrationshintergrund","358","0.922971149409139","0.896371543007541","0.949570755810737"
"Nein","2019","(noch) kein Abschluss","direkter Migrationshintergrund","258","0.923444444351826","0.892133083060218","0.954755805643434"
"Nein","2019","(noch) kein Abschluss","indirekter Migrationshintergrund","112","0.97177300465529","0.941502900739737","1.00204310857084"
"Nein","2019","Hauptschule","kein Migrationshintergrund","3832","0.802726998422156","0.791319903782626","0.814134093061686"
"Nein","2019","Hauptschule","direkter Migrationshintergrund","1126","0.918259908145234","0.902816778660158","0.93370303763031"
"Nein","2019","Hauptschule","indirekter Migrationshintergrund","324","0.969413856976519","0.951029429499144","0.987798284453895"
"Nein","2019","Realschule","kein Migrationshintergrund","5534","0.905086532646631","0.897704091587265","0.912468973705997"
"Nein","2019","Realschule","direkter Migrationshintergrund","256","0.910588963471761","0.876617034959186","0.944560891984335"
"Nein","2019","Realschule","indirekter Migrationshintergrund","418","0.971554050484909","0.955895633878928","0.98721246709089"
