"ple0014","year","migback","sampreg","n","percent","lower_confidence","upper_confidence"
"Ja","2014","kein Migrationshintergrund","Ostdeutschland","","","",""
"Ja","2014","direkter Migrationshintergrund","Westdeutschland","","","",""
"Ja","2014","direkter Migrationshintergrund","Ostdeutschland","","","",""
"Ja","2014","indirekter Migrationshintergrund","Westdeutschland","","","",""
"Ja","2014","indirekter Migrationshintergrund","Ostdeutschland","","","",""
"Ja","2014","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","",""
"Ja","2014","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","",""
"Nein","2014","kein Migrationshintergrund","Westdeutschland","","","",""
"Nein","2014","kein Migrationshintergrund","Ostdeutschland","","","",""
"Nein","2014","direkter Migrationshintergrund","Westdeutschland","","","",""
"Nein","2014","direkter Migrationshintergrund","Ostdeutschland","","","",""
"Nein","2014","indirekter Migrationshintergrund","Westdeutschland","","","",""
"Nein","2014","indirekter Migrationshintergrund","Ostdeutschland","","","",""
"Nein","2014","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","",""
"Nein","2014","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","",""
"Ja","2015","kein Migrationshintergrund","Westdeutschland","1277","0.107609488573875","0.102521710297988","0.112697266849761"
"Ja","2015","kein Migrationshintergrund","Ostdeutschland","527","0.119575904740203","0.11045186573081","0.128699943749596"
"Ja","2015","direkter Migrationshintergrund","Westdeutschland","222","0.0759483410986659","0.0677509642574405","0.0841457179398914"
"Ja","2015","direkter Migrationshintergrund","Ostdeutschland","22","","",""
"Ja","2015","indirekter Migrationshintergrund","Westdeutschland","35","0.0300063690161507","0.0214409863190036","0.0385717517132979"
"Ja","2015","indirekter Migrationshintergrund","Ostdeutschland","2","","",""
"Ja","2015","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","",""
"Ja","2015","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","",""
"Nein","2015","kein Migrationshintergrund","Westdeutschland","12974","0.892390511426125","0.887302733150239","0.897478289702012"
"Nein","2015","kein Migrationshintergrund","Ostdeutschland","4331","0.880424095259797","0.871300056250404","0.88954813426919"
"Nein","2015","direkter Migrationshintergrund","Westdeutschland","3790","0.924051658901334","0.915854282060109","0.93224903574256"
"Nein","2015","direkter Migrationshintergrund","Ostdeutschland","273","0.889133179616804","0.853305285034491","0.924961074199116"
"Nein","2015","indirekter Migrationshintergrund","Westdeutschland","1489","0.969993630983849","0.961428248286702","0.978559013680996"
"Nein","2015","indirekter Migrationshintergrund","Ostdeutschland","98","0.970239027921122","0.936933906807105","1.00354414903514"
"Nein","2015","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","",""
"Nein","2015","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","",""
"Ja","2016","kein Migrationshintergrund","Westdeutschland","","","",""
"Ja","2016","kein Migrationshintergrund","Ostdeutschland","","","",""
"Ja","2016","direkter Migrationshintergrund","Westdeutschland","","","",""
"Ja","2016","direkter Migrationshintergrund","Ostdeutschland","","","",""
"Ja","2016","indirekter Migrationshintergrund","Westdeutschland","","","",""
"Ja","2016","indirekter Migrationshintergrund","Ostdeutschland","","","",""
"Ja","2016","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","",""
"Ja","2016","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","",""
"Nein","2016","kein Migrationshintergrund","Westdeutschland","","","",""
"Nein","2016","kein Migrationshintergrund","Ostdeutschland","","","",""
"Nein","2016","direkter Migrationshintergrund","Westdeutschland","","","",""
"Nein","2016","direkter Migrationshintergrund","Ostdeutschland","","","",""
"Nein","2016","indirekter Migrationshintergrund","Westdeutschland","","","",""
"Nein","2016","indirekter Migrationshintergrund","Ostdeutschland","","","",""
"Nein","2016","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","",""
"Nein","2016","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","",""
"Ja","2017","kein Migrationshintergrund","Westdeutschland","1294","0.103910964713389","0.0990419787406481","0.10877995068613"
"Ja","2017","kein Migrationshintergrund","Ostdeutschland","556","0.117712220015483","0.108889204083647","0.12653523594732"
"Ja","2017","direkter Migrationshintergrund","Westdeutschland","234","0.0732701018819553","0.0654570334251508","0.0810831703387597"
"Ja","2017","direkter Migrationshintergrund","Ostdeutschland","22","","",""
"Ja","2017","indirekter Migrationshintergrund","Westdeutschland","39","0.0320149506917083","0.0233837652616928","0.0406461361217239"
"Ja","2017","indirekter Migrationshintergrund","Ostdeutschland","2","","",""
"Ja","2017","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","",""
"Ja","2017","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","",""
"Nein","2017","kein Migrationshintergrund","Westdeutschland","13794","0.896089035286611","0.89122004931387","0.900958021259352"
"Nein","2017","kein Migrationshintergrund","Ostdeutschland","4569","0.882287779984516","0.87346476405268","0.891110795916353"
"Nein","2017","direkter Migrationshintergrund","Westdeutschland","4039","0.926729898118045","0.91891682966124","0.934542966574849"
"Nein","2017","direkter Migrationshintergrund","Ostdeutschland","338","0.934497917300472","0.908940700089835","0.960055134511109"
"Nein","2017","indirekter Migrationshintergrund","Westdeutschland","1559","0.967985049308292","0.959353863878276","0.976616234738307"
"Nein","2017","indirekter Migrationshintergrund","Ostdeutschland","103","0.984367900033979","0.960641009597016","1.00809479047094"
"Nein","2017","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","",""
"Nein","2017","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","",""
"Ja","2018","kein Migrationshintergrund","Westdeutschland","","","",""
"Ja","2018","kein Migrationshintergrund","Ostdeutschland","","","",""
"Ja","2018","direkter Migrationshintergrund","Westdeutschland","","","",""
"Ja","2018","direkter Migrationshintergrund","Ostdeutschland","","","",""
"Ja","2018","indirekter Migrationshintergrund","Westdeutschland","","","",""
"Ja","2018","indirekter Migrationshintergrund","Ostdeutschland","","","",""
"Ja","2018","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","",""
"Ja","2018","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","",""
"Nein","2018","kein Migrationshintergrund","Westdeutschland","","","",""
"Nein","2018","kein Migrationshintergrund","Ostdeutschland","","","",""
"Nein","2018","direkter Migrationshintergrund","Westdeutschland","","","",""
"Nein","2018","direkter Migrationshintergrund","Ostdeutschland","","","",""
"Nein","2018","indirekter Migrationshintergrund","Westdeutschland","","","",""
"Nein","2018","indirekter Migrationshintergrund","Ostdeutschland","","","",""
"Nein","2018","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","",""
"Nein","2018","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","",""
"Ja","2019","kein Migrationshintergrund","Westdeutschland","1458","0.112379707659376","0.107318159139458","0.117441256179295"
"Ja","2019","kein Migrationshintergrund","Ostdeutschland","575","0.1304495061043","0.121225981160755","0.139673031047844"
"Ja","2019","direkter Migrationshintergrund","Westdeutschland","209","0.0657748762861513","0.0576331238020481","0.0739166287702546"
"Ja","2019","direkter Migrationshintergrund","Ostdeutschland","13","","",""
"Ja","2019","indirekter Migrationshintergrund","Westdeutschland","51","0.0235731616697121","0.0162836203605071","0.0308627029789171"
"Ja","2019","indirekter Migrationshintergrund","Ostdeutschland","9","","",""
"Ja","2019","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","",""
"Ja","2019","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","",""
"Nein","2019","kein Migrationshintergrund","Westdeutschland","13499","0.887620292340624","0.882558743820705","0.892681840860542"
"Nein","2019","kein Migrationshintergrund","Ostdeutschland","4547","0.8695504938957","0.860326968952156","0.878774018839245"
"Nein","2019","direkter Migrationshintergrund","Westdeutschland","3352","0.934225123713849","0.926083371229745","0.942366876197952"
"Nein","2019","direkter Migrationshintergrund","Ostdeutschland","277","0.975501957608199","0.957709790225799","0.9932941249906"
"Nein","2019","indirekter Migrationshintergrund","Westdeutschland","1613","0.976426838330288","0.969137297021083","0.983716379639493"
"Nein","2019","indirekter Migrationshintergrund","Ostdeutschland","149","0.986261055569396","0.968110405948248","1.00441170519054"
"Nein","2019","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","",""
"Nein","2019","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","",""
