year,pgisced97,ple0014,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2013,Lower Secondary Level,No,0.84015,1593,1851,0.82345,0.85685
2013,Upper Secondary Level,Yes,0.11819,1055,9407,0.11167,0.12472
2013,Upper Secondary Level,No,0.88181,8352,9407,0.87528,0.88833
2013,Post-secondary Non-tertiary Level,Yes,0.05743,58,1096,0.04364,0.07121
2013,Post-secondary Non-tertiary Level,No,0.94257,1038,1096,0.92879,0.95636
2013,First Stage of Tertiary Education,Yes,0.11490,148,1323,0.09771,0.13209
2013,First Stage of Tertiary Education,No,0.88510,1175,1323,0.86791,0.90229
2013,Second Stage of Tertiary Education,Yes,0.09760,402,4466,0.08889,0.10630
2013,Second Stage of Tertiary Education,No,0.90240,4064,4466,0.89370,0.91111
2015,No answer / don't know,No,0.97453,594,594,0.96185,0.98721
2015,Pre-primary Level,No,0.99878,347,347,0.99510,1.00246
2015,Primary Level,Yes,0.12875,38,409,0.09625,0.16124
2015,Primary Level,No,0.87125,371,409,0.83876,0.90375
2015,Lower Secondary Level,Yes,0.12509,262,2673,0.11254,0.13763
2015,Lower Secondary Level,No,0.87491,2411,2673,0.86237,0.88746
2015,Upper Secondary Level,Yes,0.11347,1094,11649,0.10771,0.11923
2015,Upper Secondary Level,No,0.88653,10555,11649,0.88077,0.89229
2015,Post-secondary Non-tertiary Level,Yes,0.04418,77,1952,0.03507,0.05330
2015,Post-secondary Non-tertiary Level,No,0.95582,1875,1952,0.94670,0.96493
2015,First Stage of Tertiary Education,Yes,0.12085,166,1520,0.10446,0.13724
2015,First Stage of Tertiary Education,No,0.87915,1354,1520,0.86276,0.89554
2015,Second Stage of Tertiary Education,Yes,0.08657,425,5873,0.07937,0.09376
2015,Second Stage of Tertiary Education,No,0.91343,5448,5873,0.90624,0.92063
2017,No answer / don't know,No,0.96064,593,593,0.94498,0.97631
2017,Pre-primary Level,No,0.99624,409,409,0.99030,1.00218
2017,Primary Level,Yes,0.10790,40,453,0.07930,0.13651
2017,Primary Level,No,0.89210,413,453,0.86349,0.92070
2017,Lower Secondary Level,Yes,0.11209,248,2745,0.10029,0.12389
2017,Lower Secondary Level,No,0.88791,2497,2745,0.87611,0.89971
2017,Upper Secondary Level,Yes,0.10927,1102,12073,0.10370,0.11483
2017,Upper Secondary Level,No,0.89073,10971,12073,0.88517,0.89630
2017,Post-secondary Non-tertiary Level,Yes,0.06891,108,2211,0.05835,0.07947
2017,Post-secondary Non-tertiary Level,No,0.93109,2103,2211,0.92053,0.94165
2017,First Stage of Tertiary Education,Yes,0.10645,163,1527,0.09097,0.12192
2017,First Stage of Tertiary Education,No,0.89355,1364,1527,0.87808,0.90903
2017,Second Stage of Tertiary Education,Yes,0.08141,463,6515,0.07477,0.08805
2017,Second Stage of Tertiary Education,No,0.91859,6052,6515,0.91195,0.92523
2019,No answer / don't know,No,0.96983,562,562,0.95567,0.98398
2019,Pre-primary Level,No,0.99639,330,330,0.98990,1.00287
2019,Primary Level,Yes,0.10587,39,390,0.07530,0.13645
2019,Primary Level,No,0.89413,351,390,0.86355,0.92470
2019,Lower Secondary Level,Yes,0.12682,235,2424,0.11357,0.14007
2019,Lower Secondary Level,No,0.87318,2189,2424,0.85993,0.88643
2019,Upper Secondary Level,Yes,0.12173,1173,11150,0.11567,0.12780
2019,Upper Secondary Level,No,0.87827,9977,11150,0.87220,0.88433
2019,Post-secondary Non-tertiary Level,Yes,0.04814,118,2174,0.03914,0.05715
2019,Post-secondary Non-tertiary Level,No,0.95186,2056,2174,0.94285,0.96086
2019,First Stage of Tertiary Education,Yes,0.11568,186,1657,0.10028,0.13109
2019,First Stage of Tertiary Education,No,0.88432,1471,1657,0.86891,0.89972
2019,Second Stage of Tertiary Education,Yes,0.07987,537,7023,0.07353,0.08621
2019,Second Stage of Tertiary Education,No,0.92013,6486,7023,0.91379,0.92647
2021,No answer / don't know,Yes,0.06870,40,788,0.05103,0.08637
2021,No answer / don't know,No,0.93130,748,788,0.91363,0.94897
2021,Pre-primary Level,No,0.99369,186,186,0.98227,1.00510
2021,Primary Level,Yes,0.11454,54,927,0.09403,0.13505
2021,Primary Level,No,0.88546,873,927,0.86495,0.90597
2021,Lower Secondary Level,Yes,0.15328,172,1745,0.13638,0.17019
2021,Lower Secondary Level,No,0.84672,1573,1745,0.82981,0.86362
2021,Upper Secondary Level,Yes,0.12422,764,7299,0.11665,0.13178
2021,Upper Secondary Level,No,0.87578,6535,7299,0.86822,0.88335
2021,Post-secondary Non-tertiary Level,Yes,0.07342,103,1589,0.06059,0.08625
2021,Post-secondary Non-tertiary Level,No,0.92658,1486,1589,0.91375,0.93941
2021,First Stage of Tertiary Education,Yes,0.12643,131,992,0.10574,0.14712
2021,First Stage of Tertiary Education,No,0.87357,861,992,0.85288,0.89426
2021,Second Stage of Tertiary Education,Yes,0.08389,432,5636,0.07665,0.09113
2021,Second Stage of Tertiary Education,No,0.91611,5204,5636,0.90887,0.92335
