"ple0014","year","bildungsniveau","bula_h","n","percent","lower_confidence_percent","upper_confidence_percent"
"Nein","2009","Hauptschule","Sachsen-Anhalt","168","0.821843884665122","0.769717458604369","0.873970310725876"
"Nein","2009","Hauptschule","Thüringen","211","0.826659755857325","0.780469396852385","0.872850114862265"
"Nein","2009","Realschule","Schleswig-Holstein","130","0.924372662318696","0.881037240837467","0.967708083799924"
"Nein","2009","Realschule","Hamburg","60","0.930335782043074","0.868446398310993","0.992225165775155"
"Nein","2009","Realschule","Niedersachsen","458","0.924536631137212","0.901173152778155","0.947900109496268"
"Nein","2009","Realschule","Bremen","38","1","1","1"
"Nein","2009","Realschule","Nordrhein-Westfalen","712","0.939155463241628","0.922024695334632","0.956286231148624"
"Nein","2009","Realschule","Hessen","277","0.954016792696709","0.929952160071255","0.978081425322163"
"Nein","2009","Realschule","Rheinland-Pfalz,Saarland","193","0.95493516853712","0.926327779250519","0.983542557823721"
"Nein","2009","Realschule","Baden-Württemberg","468","0.955286189202522","0.93691160381125","0.973660774593794"
"Nein","2009","Realschule","Bayern","553","0.912125078167937","0.889338431486297","0.934911724849578"
"Nein","2009","Realschule","Saarland","","","",""
"Nein","2009","Realschule","Berlin","168","0.860407741405427","0.811514114048645","0.909301368762208"
"Nein","2009","Realschule","Brandenburg","248","0.961772402035983","0.93864266006179","0.984902144010176"
"Nein","2009","Realschule","Mecklenburg-Vorpommern","164","0.936740930677939","0.900777351703284","0.972704509652593"
"Nein","2009","Realschule","Sachsen","527","0.958166865138475","0.941465216937202","0.974868513339749"
"Nein","2009","Realschule","Sachsen-Anhalt","247","0.942939109890366","0.914744083030972","0.97113413674976"
"Nein","2009","Realschule","Thüringen","290","0.932304234298893","0.904338461508328","0.960270007089458"
"Nein","2009","(Fach-)Abitur","Schleswig-Holstein","58","0.928085556879301","0.863779139610561","0.992391974148041"
"Nein","2009","(Fach-)Abitur","Hamburg","48","1","1","1"
"Nein","2009","(Fach-)Abitur","Niedersachsen","157","0.959153317840799","0.928951816778129","0.989354818903469"
"Nein","2009","(Fach-)Abitur","Bremen","16","","",""
"Nein","2009","(Fach-)Abitur","Nordrhein-Westfalen","511","0.933868358099801","0.912946708182381","0.95479000801722"
"Nein","2009","(Fach-)Abitur","Hessen","160","0.922791415068835","0.882784542304662","0.962798287833008"
"Nein","2009","(Fach-)Abitur","Rheinland-Pfalz,Saarland","96","0.968075345698711","0.933790272132054","1.00236041926537"
"Nein","2009","(Fach-)Abitur","Baden-Württemberg","247","0.981598647750581","0.964938842056131","0.998258453445031"
"Nein","2009","(Fach-)Abitur","Bayern","237","0.939270077674369","0.909302628025828","0.96923752732291"
"Nein","2009","(Fach-)Abitur","Saarland","","","",""
"Nein","2009","(Fach-)Abitur","Berlin","84","0.828141005392626","0.751467574891627","0.904814435893625"
"Nein","2009","(Fach-)Abitur","Brandenburg","63","1","1","1"
"Nein","2009","(Fach-)Abitur","Mecklenburg-Vorpommern","24","","",""
"Nein","2009","(Fach-)Abitur","Sachsen","107","0.944266316105588","0.901780378827647","0.98675225338353"
"Nein","2009","(Fach-)Abitur","Sachsen-Anhalt","67","0.954376985839446","0.905494752794733","1.00325921888416"
"Nein","2009","(Fach-)Abitur","Thüringen","41","1","1","1"
"Nein","2009","AkademikerIn","Schleswig-Holstein","75","0.904278808516007","0.840599785829578","0.967957831202435"
"Nein","2009","AkademikerIn","Hamburg","78","0.981342755392575","0.951691901104514","1.01099360968064"
"Nein","2009","AkademikerIn","Niedersachsen","277","0.924235803219635","0.89458675314174","0.95388485329753"
"Nein","2009","AkademikerIn","Bremen","27","","",""
"Nein","2009","AkademikerIn","Nordrhein-Westfalen","691","0.939772538284176","0.92264292169962","0.956902154868732"
"Nein","2009","AkademikerIn","Hessen","299","0.944339804173028","0.91914151567814","0.969538092667916"
"Nein","2009","AkademikerIn","Rheinland-Pfalz,Saarland","150","0.904131984231685","0.859210002726453","0.949053965736917"
"Nein","2009","AkademikerIn","Baden-Württemberg","409","0.888520525856111","0.859213117467018","0.917827934245203"
"Nein","2009","AkademikerIn","Bayern","493","0.939217142302164","0.91889477048034","0.959539514123988"
"Nein","2009","AkademikerIn","Saarland","","","",""
"Nein","2009","AkademikerIn","Berlin","227","0.931018401373125","0.899414159695725","0.962622643050525"
"Nein","2009","AkademikerIn","Brandenburg","208","0.832696858591162","0.785277560251998","0.880116156930327"
"Nein","2009","AkademikerIn","Mecklenburg-Vorpommern","118","0.799883926097833","0.732643089447702","0.867124762747964"
"Nein","2009","AkademikerIn","Sachsen","316","0.916241375662593","0.886966936238151","0.945515815087036"
"Nein","2009","AkademikerIn","Sachsen-Anhalt","177","0.904251232865284","0.863266071812016","0.945236393918552"
"Nein","2009","AkademikerIn","Thüringen","158","0.876285824133316","0.827916422362912","0.924655225903721"
"Ja","2010","(noch) kein Abschluss","Schleswig-Holstein","","","",""
"Ja","2010","(noch) kein Abschluss","Hamburg","","","",""
"Ja","2010","(noch) kein Abschluss","Niedersachsen","","","",""
"Ja","2010","(noch) kein Abschluss","Bremen","","","",""
"Ja","2010","(noch) kein Abschluss","Nordrhein-Westfalen","","","",""
"Ja","2010","(noch) kein Abschluss","Hessen","","","",""
"Ja","2010","(noch) kein Abschluss","Rheinland-Pfalz,Saarland","","","",""
"Ja","2010","(noch) kein Abschluss","Baden-Württemberg","","","",""
"Ja","2010","(noch) kein Abschluss","Bayern","","","",""
"Ja","2010","(noch) kein Abschluss","Saarland","","","",""
"Ja","2010","(noch) kein Abschluss","Berlin","","","",""
"Ja","2010","(noch) kein Abschluss","Brandenburg","","","",""
"Ja","2010","(noch) kein Abschluss","Mecklenburg-Vorpommern","","","",""
"Ja","2010","(noch) kein Abschluss","Sachsen","","","",""
"Ja","2010","(noch) kein Abschluss","Sachsen-Anhalt","","","",""
"Ja","2010","(noch) kein Abschluss","Thüringen","","","",""
"Ja","2010","Hauptschule","Schleswig-Holstein","","","",""
"Ja","2010","Hauptschule","Hamburg","","","",""
"Ja","2010","Hauptschule","Niedersachsen","","","",""
"Ja","2010","Hauptschule","Bremen","","","",""
"Ja","2010","Hauptschule","Nordrhein-Westfalen","","","",""
"Ja","2010","Hauptschule","Hessen","","","",""
"Ja","2010","Hauptschule","Rheinland-Pfalz,Saarland","","","",""
"Ja","2010","Hauptschule","Baden-Württemberg","","","",""
"Ja","2010","Hauptschule","Bayern","","","",""
"Ja","2010","Hauptschule","Saarland","","","",""
"Ja","2010","Hauptschule","Berlin","","","",""
"Ja","2010","Hauptschule","Brandenburg","","","",""
"Ja","2010","Hauptschule","Mecklenburg-Vorpommern","","","",""
"Ja","2010","Hauptschule","Sachsen","","","",""
"Ja","2010","Hauptschule","Sachsen-Anhalt","","","",""
"Ja","2010","Hauptschule","Thüringen","","","",""
"Ja","2010","Realschule","Schleswig-Holstein","","","",""
"Ja","2010","Realschule","Hamburg","","","",""
"Ja","2010","Realschule","Niedersachsen","","","",""
"Ja","2010","Realschule","Bremen","","","",""
"Ja","2010","Realschule","Nordrhein-Westfalen","","","",""
"Ja","2010","Realschule","Hessen","","","",""
"Ja","2010","Realschule","Rheinland-Pfalz,Saarland","","","",""
"Ja","2010","Realschule","Baden-Württemberg","","","",""
"Ja","2010","Realschule","Bayern","","","",""
"Ja","2010","Realschule","Saarland","","","",""
"Ja","2010","Realschule","Berlin","","","",""
"Ja","2010","Realschule","Brandenburg","","","",""
"Ja","2010","Realschule","Mecklenburg-Vorpommern","","","",""
"Ja","2010","Realschule","Sachsen","","","",""
"Ja","2010","Realschule","Sachsen-Anhalt","","","",""
"Ja","2010","Realschule","Thüringen","","","",""
"Ja","2010","(Fach-)Abitur","Schleswig-Holstein","","","",""
"Ja","2010","(Fach-)Abitur","Hamburg","","","",""
"Ja","2010","(Fach-)Abitur","Niedersachsen","","","",""
"Ja","2010","(Fach-)Abitur","Bremen","","","",""
"Ja","2010","(Fach-)Abitur","Nordrhein-Westfalen","","","",""
"Ja","2010","(Fach-)Abitur","Hessen","","","",""
"Ja","2010","(Fach-)Abitur","Rheinland-Pfalz,Saarland","","","",""
"Ja","2010","(Fach-)Abitur","Baden-Württemberg","","","",""
"Ja","2010","(Fach-)Abitur","Bayern","","","",""
"Ja","2010","(Fach-)Abitur","Saarland","","","",""
"Ja","2010","(Fach-)Abitur","Berlin","","","",""
"Ja","2010","(Fach-)Abitur","Brandenburg","","","",""
"Ja","2010","(Fach-)Abitur","Mecklenburg-Vorpommern","","","",""
"Ja","2010","(Fach-)Abitur","Sachsen","","","",""
"Ja","2010","(Fach-)Abitur","Sachsen-Anhalt","","","",""
"Ja","2010","(Fach-)Abitur","Thüringen","","","",""
"Ja","2010","AkademikerIn","Schleswig-Holstein","","","",""
"Ja","2010","AkademikerIn","Hamburg","","","",""
"Ja","2010","AkademikerIn","Niedersachsen","","","",""
"Ja","2010","AkademikerIn","Bremen","","","",""
"Ja","2010","AkademikerIn","Nordrhein-Westfalen","","","",""
"Ja","2010","AkademikerIn","Hessen","","","",""
"Ja","2010","AkademikerIn","Rheinland-Pfalz,Saarland","","","",""
"Ja","2010","AkademikerIn","Baden-Württemberg","","","",""
"Ja","2010","AkademikerIn","Bayern","","","",""
"Ja","2010","AkademikerIn","Saarland","","","",""
"Ja","2010","AkademikerIn","Berlin","","","",""
"Ja","2010","AkademikerIn","Brandenburg","","","",""
"Ja","2010","AkademikerIn","Mecklenburg-Vorpommern","","","",""
"Ja","2010","AkademikerIn","Sachsen","","","",""
"Ja","2010","AkademikerIn","Sachsen-Anhalt","","","",""
"Ja","2010","AkademikerIn","Thüringen","","","",""
"Nein","2010","(noch) kein Abschluss","Schleswig-Holstein","","","",""
"Nein","2010","(noch) kein Abschluss","Hamburg","","","",""
"Nein","2010","(noch) kein Abschluss","Niedersachsen","","","",""
"Nein","2010","(noch) kein Abschluss","Bremen","","","",""
"Nein","2010","(noch) kein Abschluss","Nordrhein-Westfalen","","","",""
"Nein","2010","(noch) kein Abschluss","Hessen","","","",""
"Nein","2010","(noch) kein Abschluss","Rheinland-Pfalz,Saarland","","","",""
"Nein","2010","(noch) kein Abschluss","Baden-Württemberg","","","",""
"Nein","2010","(noch) kein Abschluss","Bayern","","","",""
"Nein","2010","(noch) kein Abschluss","Saarland","","","",""
"Nein","2010","(noch) kein Abschluss","Berlin","","","",""
"Nein","2010","(noch) kein Abschluss","Brandenburg","","","",""
"Nein","2010","(noch) kein Abschluss","Mecklenburg-Vorpommern","","","",""
"Nein","2010","(noch) kein Abschluss","Sachsen","","","",""
"Nein","2010","(noch) kein Abschluss","Sachsen-Anhalt","","","",""
"Nein","2010","(noch) kein Abschluss","Thüringen","","","",""
"Nein","2010","Hauptschule","Schleswig-Holstein","","","",""
"Nein","2010","Hauptschule","Hamburg","","","",""
"Nein","2010","Hauptschule","Niedersachsen","","","",""
"Nein","2010","Hauptschule","Bremen","","","",""
"Nein","2010","Hauptschule","Nordrhein-Westfalen","","","",""
"Nein","2010","Hauptschule","Hessen","","","",""
"Nein","2010","Hauptschule","Rheinland-Pfalz,Saarland","","","",""
"Nein","2010","Hauptschule","Baden-Württemberg","","","",""
"Nein","2010","Hauptschule","Bayern","","","",""
"Nein","2010","Hauptschule","Saarland","","","",""
"Nein","2010","Hauptschule","Berlin","","","",""
"Nein","2010","Hauptschule","Brandenburg","","","",""
"Nein","2010","Hauptschule","Mecklenburg-Vorpommern","","","",""
"Nein","2010","Hauptschule","Sachsen","","","",""
"Nein","2010","Hauptschule","Sachsen-Anhalt","","","",""
"Nein","2010","Hauptschule","Thüringen","","","",""
"Nein","2010","Realschule","Schleswig-Holstein","","","",""
"Nein","2010","Realschule","Hamburg","","","",""
"Nein","2010","Realschule","Niedersachsen","","","",""
"Nein","2010","Realschule","Bremen","","","",""
"Nein","2010","Realschule","Nordrhein-Westfalen","","","",""
"Nein","2010","Realschule","Hessen","","","",""
"Nein","2010","Realschule","Rheinland-Pfalz,Saarland","","","",""
"Nein","2010","Realschule","Baden-Württemberg","","","",""
"Nein","2010","Realschule","Bayern","","","",""
"Nein","2010","Realschule","Saarland","","","",""
"Nein","2010","Realschule","Berlin","","","",""
"Nein","2010","Realschule","Brandenburg","","","",""
"Nein","2010","Realschule","Mecklenburg-Vorpommern","","","",""
"Nein","2010","Realschule","Sachsen","","","",""
"Nein","2010","Realschule","Sachsen-Anhalt","","","",""
"Nein","2010","Realschule","Thüringen","","","",""
"Nein","2010","(Fach-)Abitur","Schleswig-Holstein","","","",""
"Nein","2010","(Fach-)Abitur","Hamburg","","","",""
"Nein","2010","(Fach-)Abitur","Niedersachsen","","","",""
"Nein","2010","(Fach-)Abitur","Bremen","","","",""
"Nein","2010","(Fach-)Abitur","Nordrhein-Westfalen","","","",""
"Nein","2010","(Fach-)Abitur","Hessen","","","",""
"Nein","2010","(Fach-)Abitur","Rheinland-Pfalz,Saarland","","","",""
"Nein","2010","(Fach-)Abitur","Baden-Württemberg","","","",""
"Nein","2010","(Fach-)Abitur","Bayern","","","",""
"Nein","2010","(Fach-)Abitur","Saarland","","","",""
"Nein","2010","(Fach-)Abitur","Berlin","","","",""
"Nein","2010","(Fach-)Abitur","Brandenburg","","","",""
"Nein","2010","(Fach-)Abitur","Mecklenburg-Vorpommern","","","",""
"Nein","2010","(Fach-)Abitur","Sachsen","","","",""
"Nein","2010","(Fach-)Abitur","Sachsen-Anhalt","","","",""
"Nein","2010","(Fach-)Abitur","Thüringen","","","",""
"Nein","2010","AkademikerIn","Schleswig-Holstein","","","",""
"Nein","2010","AkademikerIn","Hamburg","","","",""
"Nein","2010","AkademikerIn","Niedersachsen","","","",""
"Nein","2010","AkademikerIn","Bremen","","","",""
"Nein","2010","AkademikerIn","Nordrhein-Westfalen","","","",""
"Nein","2010","AkademikerIn","Hessen","","","",""
"Nein","2010","AkademikerIn","Rheinland-Pfalz,Saarland","","","",""
"Nein","2010","AkademikerIn","Baden-Württemberg","","","",""
"Nein","2010","AkademikerIn","Bayern","","","",""
"Nein","2010","AkademikerIn","Saarland","","","",""
"Nein","2010","AkademikerIn","Berlin","","","",""
"Nein","2010","AkademikerIn","Brandenburg","","","",""
"Nein","2010","AkademikerIn","Mecklenburg-Vorpommern","","","",""
"Nein","2010","AkademikerIn","Sachsen","","","",""
"Nein","2010","AkademikerIn","Sachsen-Anhalt","","","",""
"Nein","2010","AkademikerIn","Thüringen","","","",""
"Ja","2011","(noch) kein Abschluss","Schleswig-Holstein","3","","",""
"Ja","2011","(noch) kein Abschluss","Hamburg","","","",""
"Ja","2011","(noch) kein Abschluss","Niedersachsen","6","","",""
"Ja","2011","(noch) kein Abschluss","Bremen","","","",""
"Ja","2011","(noch) kein Abschluss","Nordrhein-Westfalen","5","","",""
"Ja","2011","(noch) kein Abschluss","Hessen","2","","",""
"Ja","2011","(noch) kein Abschluss","Rheinland-Pfalz,Saarland","","","",""
"Ja","2011","(noch) kein Abschluss","Baden-Württemberg","4","","",""
"Ja","2011","(noch) kein Abschluss","Bayern","7","","",""
"Ja","2011","(noch) kein Abschluss","Saarland","","","",""
"Ja","2011","(noch) kein Abschluss","Berlin","1","","",""
"Ja","2011","(noch) kein Abschluss","Brandenburg","2","","",""
"Ja","2011","(noch) kein Abschluss","Mecklenburg-Vorpommern","","","",""
"Ja","2011","(noch) kein Abschluss","Sachsen","2","","",""
"Ja","2011","(noch) kein Abschluss","Sachsen-Anhalt","","","",""
"Ja","2011","(noch) kein Abschluss","Thüringen","1","","",""
"Ja","2011","Hauptschule","Schleswig-Holstein","41","0.158341766664601","0.111667254113288","0.205016279215913"
"Ja","2011","Hauptschule","Hamburg","10","","",""
"Ja","2011","Hauptschule","Niedersachsen","109","0.166819060852984","0.139376952653302","0.194261169052667"
"Ja","2011","Hauptschule","Bremen","1","","",""
"Ja","2011","Hauptschule","Nordrhein-Westfalen","247","0.165120323722847","0.146642347568442","0.183598299877251"
"Ja","2011","Hauptschule","Hessen","71","0.177258495477555","0.140692591689544","0.213824399265567"
"Ja","2011","Hauptschule","Rheinland-Pfalz,Saarland","69","0.119963489370629","0.0936563168438167","0.146270661897442"
"Ja","2011","Hauptschule","Baden-Württemberg","102","0.124967727733527","0.103622853393243","0.146312602073811"
"Ja","2011","Hauptschule","Bayern","167","0.125624852471843","0.107866334495638","0.143383370448048"
"Ja","2011","Hauptschule","Saarland","","","",""
"Ja","2011","Hauptschule","Berlin","28","","",""
"Ja","2011","Hauptschule","Brandenburg","44","0.204890569812394","0.152268453677122","0.257512685947666"
"Ja","2011","Hauptschule","Mecklenburg-Vorpommern","21","","",""
"Ja","2011","Hauptschule","Sachsen","73","0.214733805112008","0.169812306552513","0.259655303671504"
"Ja","2011","Hauptschule","Sachsen-Anhalt","39","0.151605579857762","0.105752273750465","0.197458885965059"
"Ja","2011","Hauptschule","Thüringen","45","0.193168814753304","0.145903719273594","0.240433910233014"
"Ja","2011","Realschule","Schleswig-Holstein","17","","",""
"Ja","2011","Realschule","Hamburg","6","","",""
"Ja","2011","Realschule","Niedersachsen","28","","",""
"Ja","2011","Realschule","Bremen","1","","",""
"Ja","2011","Realschule","Nordrhein-Westfalen","51","0.0574416171653006","0.0417062852854802","0.073176949045121"
"Ja","2011","Realschule","Hessen","17","","",""
"Ja","2011","Realschule","Rheinland-Pfalz,Saarland","15","","",""
"Ja","2011","Realschule","Baden-Württemberg","31","0.0566502972907318","0.0379012535365826","0.075399341044881"
"Ja","2011","Realschule","Bayern","55","0.0903138376682889","0.069230378878405","0.111397296458173"
"Ja","2011","Realschule","Saarland","","","",""
"Ja","2011","Realschule","Berlin","30","0.154721156540337","0.106933954657114","0.202508358423561"
"Ja","2011","Realschule","Brandenburg","19","","",""
"Ja","2011","Realschule","Mecklenburg-Vorpommern","17","","",""
"Ja","2011","Realschule","Sachsen","31","0.0526532229672885","0.0345083651395071","0.0707980807950699"
"Ja","2011","Realschule","Sachsen-Anhalt","18","","",""
"Ja","2011","Realschule","Thüringen","25","","",""
"Ja","2011","(Fach-)Abitur","Schleswig-Holstein","2","","",""
"Ja","2011","(Fach-)Abitur","Hamburg","2","","",""
"Ja","2011","(Fach-)Abitur","Niedersachsen","4","","",""
"Ja","2011","(Fach-)Abitur","Bremen","1","","",""
"Ja","2011","(Fach-)Abitur","Nordrhein-Westfalen","28","","",""
"Ja","2011","(Fach-)Abitur","Hessen","9","","",""
"Ja","2011","(Fach-)Abitur","Rheinland-Pfalz,Saarland","3","","",""
"Ja","2011","(Fach-)Abitur","Baden-Württemberg","9","","",""
"Ja","2011","(Fach-)Abitur","Bayern","18","","",""
"Ja","2011","(Fach-)Abitur","Saarland","","","",""
"Ja","2011","(Fach-)Abitur","Berlin","7","","",""
"Ja","2011","(Fach-)Abitur","Brandenburg","2","","",""
"Ja","2011","(Fach-)Abitur","Mecklenburg-Vorpommern","2","","",""
"Ja","2011","(Fach-)Abitur","Sachsen","6","","",""
"Ja","2011","(Fach-)Abitur","Sachsen-Anhalt","5","","",""
"Ja","2011","(Fach-)Abitur","Thüringen","1","","",""
"Ja","2011","AkademikerIn","Schleswig-Holstein","7","","",""
"Ja","2011","AkademikerIn","Hamburg","3","","",""
"Ja","2011","AkademikerIn","Niedersachsen","37","0.111415691050469","0.0782619500219806","0.144569432078958"
"Ja","2011","AkademikerIn","Bremen","1","","",""
"Ja","2011","AkademikerIn","Nordrhein-Westfalen","73","0.0833495202735317","0.0646013758414186","0.102097664705645"
