year,age_gr,ple0004,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2006,46-65 y.,Not at all,0.50868,4069,7564,0.49741,0.51994
2006,66 and older,Strong,0.31328,1279,4414,0.29959,0.32696
2006,66 and older,A Little,0.44461,1957,4414,0.42995,0.45927
2006,66 and older,Not at all,0.23765,1178,4414,0.22509,0.25020
2008,17-29 y.,Strong,0.01236,34,3148,0.00850,0.01622
2008,17-29 y.,A Little,0.13078,451,3148,0.11900,0.14256
2008,17-29 y.,Not at all,0.78005,2663,3148,0.76558,0.79453
2008,30-45 y.,Strong,0.03169,140,5165,0.02691,0.03647
2008,30-45 y.,A Little,0.21989,1058,5165,0.20859,0.23118
2008,30-45 y.,Not at all,0.74700,3967,5165,0.73514,0.75886
2008,46-65 y.,Strong,0.11637,666,6675,0.10868,0.12407
2008,46-65 y.,A Little,0.36242,2332,6675,0.35088,0.37395
2008,46-65 y.,Not at all,0.51748,3677,6675,0.50549,0.52947
2008,66 and older,Strong,0.29207,1176,4283,0.27845,0.30569
2008,66 and older,A Little,0.44995,1917,4283,0.43505,0.46485
2008,66 and older,Not at all,0.25382,1190,4283,0.24078,0.26685
2014,17-29 y.,Strong,0.01726,76,4278,0.01336,0.02117
2014,17-29 y.,A Little,0.12600,627,4278,0.11605,0.13594
2014,17-29 y.,Not at all,0.78193,3575,4278,0.76955,0.79430
2014,30-45 y.,Strong,0.03865,332,8509,0.03455,0.04274
2014,30-45 y.,A Little,0.20789,1848,8509,0.19926,0.21651
2014,30-45 y.,Not at all,0.75134,6329,8509,0.74215,0.76052
2014,46-65 y.,Strong,0.12183,1005,9285,0.11518,0.12848
2014,46-65 y.,A Little,0.36184,3123,9285,0.35206,0.37161
2014,46-65 y.,Not at all,0.51219,5157,9285,0.50202,0.52236
2014,66 and older,Strong,0.27364,1276,4936,0.26120,0.28608
2014,66 and older,A Little,0.44256,2114,4936,0.42870,0.45641
2014,66 and older,Not at all,0.28075,1546,4936,0.26821,0.29328
2016,17-29 y.,Strong,0.01884,114,4787,0.01498,0.02269
2016,17-29 y.,A Little,0.14015,743,4787,0.13032,0.14999
2016,17-29 y.,Not at all,0.75325,3930,4787,0.74104,0.76547
2016,30-45 y.,Strong,0.03693,391,8549,0.03293,0.04093
2016,30-45 y.,A Little,0.21394,1874,8549,0.20525,0.22264
2016,30-45 y.,Not at all,0.74057,6284,8549,0.73128,0.74986
2016,46-65 y.,Strong,0.11746,985,9001,0.11081,0.12411
2016,46-65 y.,A Little,0.35814,3097,9001,0.34823,0.36804
2016,46-65 y.,Not at all,0.52147,4919,9001,0.51115,0.53179
2016,66 and older,Strong,0.26937,1191,4725,0.25672,0.28202
2016,66 and older,A Little,0.43909,2037,4725,0.42494,0.45325
2016,66 and older,Not at all,0.28768,1497,4725,0.27477,0.30059
2018,17-29 y.,Strong,0.02124,130,5446,0.01741,0.02507
2018,17-29 y.,A Little,0.14101,864,5446,0.13176,0.15025
2018,17-29 y.,Not at all,0.76395,4452,5446,0.75267,0.77523
2018,30-45 y.,Strong,0.03824,400,8400,0.03414,0.04234
2018,30-45 y.,A Little,0.21654,1929,8400,0.20773,0.22535
2018,30-45 y.,Not at all,0.73939,6071,8400,0.73001,0.74878
2018,46-65 y.,Strong,0.10989,1138,10244,0.10383,0.11595
2018,46-65 y.,A Little,0.37139,3575,10244,0.36203,0.38075
2018,46-65 y.,Not at all,0.51749,5531,10244,0.50781,0.52716
2018,66 and older,Strong,0.26784,1208,5011,0.25558,0.28010
2018,66 and older,A Little,0.43291,2159,5011,0.41919,0.44663
2018,66 and older,Not at all,0.29762,1644,5011,0.28496,0.31028
2020,17-29 y.,Strong,0.02717,136,5455,0.02286,0.03149
2020,17-29 y.,A Little,0.15122,928,5455,0.14172,0.16073
2020,17-29 y.,Not at all,0.74740,4391,5455,0.73587,0.75893
2020,30-45 y.,Strong,0.04138,471,8486,0.03714,0.04561
2020,30-45 y.,A Little,0.24339,2128,8486,0.23425,0.25252
2020,30-45 y.,Not at all,0.71436,5887,8486,0.70475,0.72397
2020,46-65 y.,Strong,0.11190,1125,10507,0.10587,0.11793
2020,46-65 y.,A Little,0.38607,3690,10507,0.37676,0.39538
2020,46-65 y.,Not at all,0.50039,5692,10507,0.49083,0.50995
2020,66 and older,Strong,0.25060,1047,4902,0.23846,0.26273
2020,66 and older,A Little,0.46130,2260,4902,0.44734,0.47525
2020,66 and older,Not at all,0.28331,1595,4902,0.27070,0.29593
