year,age_gr,quintil_oecd,mean,mean_lower_confidence,mean_upper_confidence,lower_quartile,boxplot_median,upper_quartile,lower_whisker,upper_whisker,median,median_lower_confidence,median_upper_confidence,n
2000,30-45 J.,4. Quintil,,,,,,,,,,,,
2000,30-45 J.,5. Quintil,,,,,,,,,,,,
2000,46-65 J.,2. Quintil,,,,,,,,,,,,
2000,46-65 J.,3. Quintil,,,,,,,,,,,,
2000,46-65 J.,4. Quintil,,,,,,,,,,,,
2000,46-65 J.,5. Quintil,,,,,,,,,,,,
2000,66 und älter,2. Quintil,,,,,,,,,,,,
2000,66 und älter,3. Quintil,,,,,,,,,,,,
2000,66 und älter,4. Quintil,,,,,,,,,,,,
2000,66 und älter,5. Quintil,,,,,,,,,,,,
2001,17-29 J.,2. Quintil,,,,,,,,,,,,
2001,17-29 J.,3. Quintil,,,,,,,,,,,,
2001,17-29 J.,4. Quintil,,,,,,,,,,,,
2001,17-29 J.,5. Quintil,,,,,,,,,,,,
2001,30-45 J.,2. Quintil,,,,,,,,,,,,
2001,30-45 J.,3. Quintil,,,,,,,,,,,,
2001,30-45 J.,4. Quintil,,,,,,,,,,,,
2001,30-45 J.,5. Quintil,,,,,,,,,,,,
2001,46-65 J.,2. Quintil,,,,,,,,,,,,
2001,46-65 J.,3. Quintil,,,,,,,,,,,,
2001,46-65 J.,4. Quintil,,,,,,,,,,,,
2001,46-65 J.,5. Quintil,,,,,,,,,,,,
2001,66 und älter,2. Quintil,,,,,,,,,,,,
2001,66 und älter,3. Quintil,,,,,,,,,,,,
2001,66 und älter,4. Quintil,,,,,,,,,,,,
2001,66 und älter,5. Quintil,,,,,,,,,,,,
2002,17-29 J.,2. Quintil,,,,,,,,,,,,
2002,17-29 J.,3. Quintil,,,,,,,,,,,,
2002,17-29 J.,4. Quintil,,,,,,,,,,,,
2002,17-29 J.,5. Quintil,,,,,,,,,,,,
2002,30-45 J.,2. Quintil,,,,,,,,,,,,
2002,30-45 J.,3. Quintil,,,,,,,,,,,,
2002,30-45 J.,4. Quintil,,,,,,,,,,,,
2002,30-45 J.,5. Quintil,,,,,,,,,,,,
2002,46-65 J.,2. Quintil,,,,,,,,,,,,
2002,46-65 J.,3. Quintil,,,,,,,,,,,,
2002,46-65 J.,4. Quintil,,,,,,,,,,,,
2002,46-65 J.,5. Quintil,,,,,,,,,,,,
2002,66 und älter,2. Quintil,,,,,,,,,,,,
2002,66 und älter,3. Quintil,,,,,,,,,,,,
2002,66 und älter,4. Quintil,,,,,,,,,,,,
2002,66 und älter,5. Quintil,,,,,,,,,,,,
2003,17-29 J.,2. Quintil,,,,,,,,,,,,
2003,17-29 J.,3. Quintil,,,,,,,,,,,,
2003,17-29 J.,4. Quintil,,,,,,,,,,,,
2003,17-29 J.,5. Quintil,,,,,,,,,,,,
2003,30-45 J.,2. Quintil,,,,,,,,,,,,
2003,30-45 J.,3. Quintil,,,,,,,,,,,,
2003,30-45 J.,4. Quintil,,,,,,,,,,,,
2003,30-45 J.,5. Quintil,,,,,,,,,,,,
2003,46-65 J.,2. Quintil,,,,,,,,,,,,
2003,46-65 J.,3. Quintil,,,,,,,,,,,,
2003,46-65 J.,4. Quintil,,,,,,,,,,,,
2003,46-65 J.,5. Quintil,,,,,,,,,,,,
2003,66 und älter,2. Quintil,,,,,,,,,,,,
2003,66 und älter,3. Quintil,,,,,,,,,,,,
2003,66 und älter,4. Quintil,,,,,,,,,,,,
2003,66 und älter,5. Quintil,,,,,,,,,,,,
2004,17-29 J.,2. Quintil,,,,,,,,,,,,
2004,17-29 J.,3. Quintil,,,,,,,,,,,,
2004,17-29 J.,4. Quintil,,,,,,,,,,,,
2004,17-29 J.,5. Quintil,,,,,,,,,,,,
2004,30-45 J.,2. Quintil,,,,,,,,,,,,
2004,30-45 J.,3. Quintil,,,,,,,,,,,,
2004,30-45 J.,4. Quintil,,,,,,,,,,,,
2004,30-45 J.,5. Quintil,,,,,,,,,,,,
2004,46-65 J.,2. Quintil,,,,,,,,,,,,
2004,46-65 J.,3. Quintil,,,,,,,,,,,,
2004,46-65 J.,4. Quintil,,,,,,,,,,,,
2004,46-65 J.,5. Quintil,,,,,,,,,,,,
2004,66 und älter,2. Quintil,,,,,,,,,,,,
2004,66 und älter,3. Quintil,,,,,,,,,,,,
2004,66 und älter,4. Quintil,,,,,,,,,,,,
2004,66 und älter,5. Quintil,,,,,,,,,,,,
2005,17-29 J.,2. Quintil,6.348977958528846,6.321186923324441,6.3767689937332515,6.0,7.0,7.0,4.5,7.0,7.0,7.0,7.0,1045.0
2005,17-29 J.,3. Quintil,6.4243061838437825,6.3982023622319835,6.4504100054555815,6.0,7.0,7.0,4.5,7.0,7.0,7.0,7.0,1130.0
2005,17-29 J.,4. Quintil,6.3749424294048485,6.348565676717203,6.401319182092494,6.0,7.0,7.0,4.5,7.0,7.0,7.0,7.0,955.0
2005,17-29 J.,5. Quintil,6.451845577590071,6.422450924050944,6.481240231129199,6.0,7.0,7.0,4.5,7.0,7.0,7.0,7.0,687.0
2005,30-45 J.,2. Quintil,6.460106427985819,6.434144567827438,6.4860682881442,6.0,7.0,7.0,4.5,7.0,7.0,7.0,7.0,1132.0
2005,30-45 J.,3. Quintil,6.500305053875671,6.481096387278486,6.519513720472856,6.0,7.0,7.0,4.5,7.0,7.0,7.0,7.0,1718.0
2005,30-45 J.,4. Quintil,6.47964218201815,6.460017653063138,6.499266710973162,6.0,7.0,7.0,4.5,7.0,7.0,7.0,7.0,1671.0
2005,30-45 J.,5. Quintil,6.462707224416915,6.443420473139952,6.481993975693879,6.0,7.0,7.0,4.5,7.0,7.0,7.0,7.0,1543.0
2005,46-65 J.,2. Quintil,6.461904993530322,6.43267163646329,6.491138350597353,6.0,7.0,7.0,4.5,7.0,7.0,7.0,7.0,1081.0
2005,46-65 J.,3. Quintil,6.477538622632197,6.456383740709321,6.4986935045550736,6.0,7.0,7.0,4.5,7.0,7.0,7.0,7.0,1665.0
2005,46-65 J.,4. Quintil,6.511401969145083,6.492523408618058,6.530280529672107,6.0,7.0,7.0,4.5,7.0,7.0,7.0,7.0,1790.0
2005,46-65 J.,5. Quintil,6.471695820568322,6.455783553997338,6.487608087139306,6.0,7.0,7.0,4.5,7.0,7.0,7.0,7.0,2453.0
2005,66 und älter,2. Quintil,6.378909781024044,6.3381863330905945,6.419633228957493,6.0,7.0,7.0,4.5,7.0,7.0,7.0,7.0,576.0
2005,66 und älter,3. Quintil,6.414870702220131,6.3897035434709535,6.440037860969308,6.0,7.0,7.0,4.5,7.0,7.0,7.0,7.0,1257.0
2005,66 und älter,4. Quintil,6.480405798551003,6.455071534786588,6.505740062315419,6.0,7.0,7.0,4.5,7.0,7.0,7.0,7.0,1117.0
2005,66 und älter,5. Quintil,6.5112665987685565,6.483043802352161,6.539489395184952,6.0,7.0,7.0,4.5,7.0,7.0,7.0,7.0,789.0
2006,17-29 J.,2. Quintil,,,,,,,,,,,,
2006,17-29 J.,3. Quintil,,,,,,,,,,,,
2006,17-29 J.,4. Quintil,,,,,,,,,,,,
2006,17-29 J.,5. Quintil,,,,,,,,,,,,
2006,30-45 J.,2. Quintil,,,,,,,,,,,,
2006,30-45 J.,3. Quintil,,,,,,,,,,,,
2006,30-45 J.,4. Quintil,,,,,,,,,,,,
2006,30-45 J.,5. Quintil,,,,,,,,,,,,
2006,46-65 J.,2. Quintil,,,,,,,,,,,,
2006,46-65 J.,3. Quintil,,,,,,,,,,,,
2006,46-65 J.,4. Quintil,,,,,,,,,,,,
2006,46-65 J.,5. Quintil,,,,,,,,,,,,
2006,66 und älter,2. Quintil,,,,,,,,,,,,
2006,66 und älter,3. Quintil,,,,,,,,,,,,
2006,66 und älter,4. Quintil,,,,,,,,,,,,
2006,66 und älter,5. Quintil,,,,,,,,,,,,
2007,17-29 J.,1. Quintil,,,,,,,,,,,,
2007,17-29 J.,2. Quintil,,,,,,,,,,,,
2007,17-29 J.,3. Quintil,,,,,,,,,,,,
2007,17-29 J.,4. Quintil,,,,,,,,,,,,
2007,17-29 J.,5. Quintil,,,,,,,,,,,,
2007,30-45 J.,2. Quintil,,,,,,,,,,,,
2007,30-45 J.,3. Quintil,,,,,,,,,,,,
2007,30-45 J.,4. Quintil,,,,,,,,,,,,
2007,30-45 J.,5. Quintil,,,,,,,,,,,,
2007,46-65 J.,2. Quintil,,,,,,,,,,,,
2007,46-65 J.,3. Quintil,,,,,,,,,,,,
2007,46-65 J.,4. Quintil,,,,,,,,,,,,
2007,46-65 J.,5. Quintil,,,,,,,,,,,,
2007,66 und älter,2. Quintil,,,,,,,,,,,,
2007,66 und älter,3. Quintil,,,,,,,,,,,,
2007,66 und älter,4. Quintil,,,,,,,,,,,,
2007,66 und älter,5. Quintil,,,,,,,,,,,,
2008,17-29 J.,2. Quintil,,,,,,,,,,,,
2008,17-29 J.,3. Quintil,,,,,,,,,,,,
2008,17-29 J.,4. Quintil,,,,,,,,,,,,
2008,17-29 J.,5. Quintil,,,,,,,,,,,,
2008,30-45 J.,2. Quintil,,,,,,,,,,,,
2008,30-45 J.,3. Quintil,,,,,,,,,,,,
2008,30-45 J.,4. Quintil,,,,,,,,,,,,
2008,30-45 J.,5. Quintil,,,,,,,,,,,,
2008,46-65 J.,2. Quintil,,,,,,,,,,,,
2008,46-65 J.,3. Quintil,,,,,,,,,,,,
2008,46-65 J.,4. Quintil,,,,,,,,,,,,
2008,46-65 J.,5. Quintil,,,,,,,,,,,,
2008,66 und älter,2. Quintil,,,,,,,,,,,,
2008,66 und älter,3. Quintil,,,,,,,,,,,,
2008,66 und älter,4. Quintil,,,,,,,,,,,,
2008,66 und älter,5. Quintil,,,,,,,,,,,,
2009,17-29 J.,2. Quintil,,,,,,,,,,,,
2009,17-29 J.,3. Quintil,,,,,,,,,,,,
2009,17-29 J.,4. Quintil,,,,,,,,,,,,
2009,17-29 J.,5. Quintil,,,,,,,,,,,,
2009,30-45 J.,2. Quintil,,,,,,,,,,,,
2009,30-45 J.,3. Quintil,,,,,,,,,,,,
2009,30-45 J.,4. Quintil,,,,,,,,,,,,
2009,30-45 J.,5. Quintil,,,,,,,,,,,,
2009,46-65 J.,2. Quintil,,,,,,,,,,,,
2009,46-65 J.,3. Quintil,,,,,,,,,,,,
2009,46-65 J.,4. Quintil,,,,,,,,,,,,
2009,46-65 J.,5. Quintil,,,,,,,,,,,,
2009,66 und älter,2. Quintil,,,,,,,,,,,,
2009,66 und älter,3. Quintil,,,,,,,,,,,,
2009,66 und älter,4. Quintil,,,,,,,,,,,,
2009,66 und älter,5. Quintil,,,,,,,,,,,,
2010,17-29 J.,2. Quintil,6.242646872065136,6.201995417304504,6.2832983268257685,6.0,7.0,7.0,4.5,7.0,7.0,7.0,8.0,530.0
2010,17-29 J.,3. Quintil,6.305392346325256,6.26828242911762,6.342502263532892,6.0,7.0,7.0,4.5,7.0,7.0,7.0,7.0,678.0
2010,17-29 J.,4. Quintil,6.354537251868801,6.320704425361701,6.388370078375901,6.0,7.0,7.0,4.5,7.0,7.0,7.0,7.0249999999999995,704.0
2010,17-29 J.,5. Quintil,6.386067630279363,6.352459363703483,6.419675896855242,6.0,7.0,7.0,4.5,7.0,7.0,7.0,8.0,590.0
2010,30-45 J.,2. Quintil,6.39172824978748,6.353077527476557,6.430378972098403,6.0,7.0,7.0,4.5,7.0,7.0,7.0,7.0,516.0
2010,30-45 J.,3. Quintil,6.361144853170886,6.3303471235618884,6.391942582779884,6.0,7.0,7.0,4.5,7.0,7.0,7.0,7.0,990.0
2010,30-45 J.,4. Quintil,6.537473664774807,6.5164133528680965,6.558533976681518,6.0,7.0,7.0,4.5,7.0,7.0,7.0,7.0,1249.0
2010,30-45 J.,5. Quintil,6.480306849890929,6.459168708060219,6.501444991721638,6.0,7.0,7.0,4.5,7.0,7.0,7.0,7.0,1338.0
2010,46-65 J.,2. Quintil,6.321109186116567,6.285205355425073,6.357013016808062,6.0,7.0,7.0,4.5,7.0,7.0,7.0,7.0,736.0
2010,46-65 J.,3. Quintil,6.346620778558678,6.3207665618944135,6.372474995222942,6.0,7.0,7.0,4.5,7.0,7.0,7.0,7.0,1245.0
2010,46-65 J.,4. Quintil,6.415475319325885,6.3924187394446195,6.43853189920715,6.0,7.0,7.0,4.5,7.0,7.0,7.0,7.0,1612.0
2010,46-65 J.,5. Quintil,6.436608930037812,6.4205455006794185,6.452672359396205,6.0,7.0,7.0,4.5,7.0,7.0,7.0,7.0,2411.0
2010,66 und älter,2. Quintil,6.326879223805338,6.283256277704775,6.3705021699059,6.0,7.0,7.0,4.5,7.0,7.0,7.0,7.0,443.0
2010,66 und älter,3. Quintil,6.369613053802242,6.343175634320421,6.396050473284063,6.0,7.0,7.0,4.5,7.0,7.0,7.0,7.0,1226.0
2010,66 und älter,4. Quintil,6.4086225878274945,6.384976294742361,6.432268880912628,6.0,7.0,7.0,4.5,7.0,7.0,7.0,7.0,1251.0
2010,66 und älter,5. Quintil,6.4779340384251185,6.452581677296217,6.50328639955402,6.0,7.0,7.0,4.5,7.0,7.0,7.0,7.0,1069.0
2011,17-29 J.,2. Quintil,,,,,,,,,,,,
2011,17-29 J.,3. Quintil,,,,,,,,,,,,
2011,17-29 J.,4. Quintil,,,,,,,,,,,,
2011,17-29 J.,5. Quintil,,,,,,,,,,,,
2011,30-45 J.,2. Quintil,,,,,,,,,,,,
2011,30-45 J.,3. Quintil,,,,,,,,,,,,
2011,30-45 J.,4. Quintil,,,,,,,,,,,,
2011,30-45 J.,5. Quintil,,,,,,,,,,,,
2011,46-65 J.,2. Quintil,,,,,,,,,,,,
2011,46-65 J.,3. Quintil,,,,,,,,,,,,
2011,46-65 J.,4. Quintil,,,,,,,,,,,,
2011,46-65 J.,5. Quintil,,,,,,,,,,,,
2011,66 und älter,2. Quintil,,,,,,,,,,,,
2011,66 und älter,3. Quintil,,,,,,,,,,,,
2011,66 und älter,4. Quintil,,,,,,,,,,,,
2011,66 und älter,5. Quintil,,,,,,,,,,,,
2012,17-29 J.,1. Quintil,,,,,,,,,,,,
2012,17-29 J.,2. Quintil,,,,,,,,,,,,
2012,17-29 J.,3. Quintil,,,,,,,,,,,,
2012,17-29 J.,4. Quintil,,,,,,,,,,,,
2012,17-29 J.,5. Quintil,,,,,,,,,,,,
2012,30-45 J.,2. Quintil,,,,,,,,,,,,
2012,30-45 J.,3. Quintil,,,,,,,,,,,,
2012,30-45 J.,4. Quintil,,,,,,,,,,,,
2012,30-45 J.,5. Quintil,,,,,,,,,,,,
2012,46-65 J.,2. Quintil,,,,,,,,,,,,
2012,46-65 J.,3. Quintil,,,,,,,,,,,,
2012,46-65 J.,4. Quintil,,,,,,,,,,,,
2012,46-65 J.,5. Quintil,,,,,,,,,,,,
2012,66 und älter,2. Quintil,,,,,,,,,,,,
2012,66 und älter,3. Quintil,,,,,,,,,,,,
2012,66 und älter,4. Quintil,,,,,,,,,,,,
2012,66 und älter,5. Quintil,,,,,,,,,,,,
2013,17-29 J.,1. Quintil,,,,,,,,,,,,
2013,17-29 J.,2. Quintil,,,,,,,,,,,,
2013,17-29 J.,3. Quintil,,,,,,,,,,,,
2013,17-29 J.,4. Quintil,,,,,,,,,,,,
2013,17-29 J.,5. Quintil,,,,,,,,,,,,
2013,30-45 J.,2. Quintil,,,,,,,,,,,,
2013,30-45 J.,3. Quintil,,,,,,,,,,,,
2013,30-45 J.,4. Quintil,,,,,,,,,,,,
2013,30-45 J.,5. Quintil,,,,,,,,,,,,
2013,46-65 J.,2. Quintil,,,,,,,,,,,,
2013,46-65 J.,3. Quintil,,,,,,,,,,,,
2013,46-65 J.,4. Quintil,,,,,,,,,,,,
2013,46-65 J.,5. Quintil,,,,,,,,,,,,
2013,66 und älter,2. Quintil,,,,,,,,,,,,
2013,66 und älter,3. Quintil,,,,,,,,,,,,
2013,66 und älter,4. Quintil,,,,,,,,,,,,
2013,66 und älter,5. Quintil,,,,,,,,,,,,
2014,17-29 J.,2. Quintil,,,,,,,,,,,,
2014,17-29 J.,3. Quintil,,,,,,,,,,,,
2014,17-29 J.,4. Quintil,,,,,,,,,,,,
2014,17-29 J.,5. Quintil,,,,,,,,,,,,
2014,30-45 J.,2. Quintil,,,,,,,,,,,,
2014,30-45 J.,3. Quintil,,,,,,,,,,,,
2014,30-45 J.,4. Quintil,,,,,,,,,,,,
2014,30-45 J.,5. Quintil,,,,,,,,,,,,
2014,46-65 J.,2. Quintil,,,,,,,,,,,,
2014,46-65 J.,3. Quintil,,,,,,,,,,,,
2014,46-65 J.,4. Quintil,,,,,,,,,,,,
2014,46-65 J.,5. Quintil,,,,,,,,,,,,
2014,66 und älter,2. Quintil,,,,,,,,,,,,
2014,66 und älter,3. Quintil,,,,,,,,,,,,
2014,66 und älter,4. Quintil,,,,,,,,,,,,
2014,66 und älter,5. Quintil,,,,,,,,,,,,
2015,17-29 J.,2. Quintil,6.389824581623043,6.363294900003787,6.416354263242299,6.0,7.0,7.0,4.5,7.0,7.0,7.0,7.0,1077.0
2015,17-29 J.,3. Quintil,6.341992447129732,6.31517262202326,6.3688122722362035,6.0,7.0,7.0,4.5,7.0,7.0,7.0,7.0,1127.0
2015,17-29 J.,4. Quintil,6.401787021182518,6.376457599829786,6.427116442535249,6.0,7.0,7.0,4.5,7.0,7.0,7.0,7.0,1161.0
2015,17-29 J.,5. Quintil,6.4574208763904775,6.433680417526128,6.481161335254827,6.0,7.0,7.0,4.5,7.0,7.0,7.0,7.0,1061.0
2015,30-45 J.,2. Quintil,6.273186591584208,6.237842875329106,6.308530307839311,6.0,7.0,7.0,4.5,7.0,7.0,7.0,7.0,1128.0
