"year","quintil_oecd","regtyp","mean","median","n","percentile_10","percentile_25","percentile_75","percentile_90","percentile_99","lower_confidence_mean","upper_confidence_mean","minimum","maximum","lower_confidence_median","upper_confidence_median"
"2008","1 Einkommensschwächstes Quintil","Städtischer Raum","","","","","","","","","","","","","",""
"2008","2","Ländlicher Raum","","","","","","","","","","","","","",""
"2008","2","Städtischer Raum","","","","","","","","","","","","","",""
"2008","3","Ländlicher Raum","","","","","","","","","","","","","",""
"2008","3","Städtischer Raum","","","","","","","","","","","","","",""
"2008","4","Ländlicher Raum","","","","","","","","","","","","","",""
"2008","4","Städtischer Raum","","","","","","","","","","","","","",""
"2008","5 Einkommensstärkstes Quintil","Ländlicher Raum","","","","","","","","","","","","","",""
"2008","5 Einkommensstärkstes Quintil","Städtischer Raum","","","","","","","","","","","","","",""
"2009","1 Einkommensschwächstes Quintil","Ländlicher Raum","","","","","","","","","","","","","",""
"2009","1 Einkommensschwächstes Quintil","Städtischer Raum","","","","","","","","","","","","","",""
"2009","2","Ländlicher Raum","","","","","","","","","","","","","",""
"2009","2","Städtischer Raum","","","","","","","","","","","","","",""
"2009","3","Ländlicher Raum","","","","","","","","","","","","","",""
"2009","3","Städtischer Raum","","","","","","","","","","","","","",""
"2009","4","Ländlicher Raum","","","","","","","","","","","","","",""
"2009","4","Städtischer Raum","","","","","","","","","","","","","",""
"2009","5 Einkommensstärkstes Quintil","Ländlicher Raum","","","","","","","","","","","","","",""
"2009","5 Einkommensstärkstes Quintil","Städtischer Raum","","","","","","","","","","","","","",""
"2010","1 Einkommensschwächstes Quintil","Ländlicher Raum","6.28","6.5","972","5","6","7","7","7","6.21","6.35","1","7","7","7"
"2010","1 Einkommensschwächstes Quintil","Städtischer Raum","6.32","6.5","1412","5","6","7","7","7","6.27","6.37","1","7","7","7"
"2010","2","Ländlicher Raum","6.29","6.5","1352","5","6","7","7","7","6.24","6.34","1","7","7","7"
"2010","2","Städtischer Raum","6.37","6.5","1983","5","6","7","7","7","6.33","6.41","1","7","7","7"
"2010","3","Ländlicher Raum","6.41","6.5","1210","5","6","7","7","7","6.36","6.46","1","7","7","7"
"2010","3","Städtischer Raum","6.48","6.5","1841","5","6","7","7","7","6.44","6.52","1","7","7","7"
"2010","4","Ländlicher Raum","6.45","6.5","1263","5","6","7","7","7","6.4","6.5","1","7","7","7"
"2010","4","Städtischer Raum","6.39","6.5","2546","5","6","7","7","7","6.36","6.42","1","7","7","7"
"2010","5 Einkommensstärkstes Quintil","Ländlicher Raum","6.44","6.5","962","5","6","7","7","7","6.39","6.49","1","7","7","7"
"2010","5 Einkommensstärkstes Quintil","Städtischer Raum","6.46","6.5","3047","6","6","7","7","7","6.43","6.49","1","7","7","7"
"2011","1 Einkommensschwächstes Quintil","Ländlicher Raum","","","","","","","","","","","","","",""
"2011","1 Einkommensschwächstes Quintil","Städtischer Raum","","","","","","","","","","","","","",""
"2011","2","Ländlicher Raum","","","","","","","","","","","","","",""
"2011","2","Städtischer Raum","","","","","","","","","","","","","",""
"2011","3","Ländlicher Raum","","","","","","","","","","","","","",""
"2011","3","Städtischer Raum","","","","","","","","","","","","","",""
"2011","4","Ländlicher Raum","","","","","","","","","","","","","",""
"2011","4","Städtischer Raum","","","","","","","","","","","","","",""
"2011","5 Einkommensstärkstes Quintil","Ländlicher Raum","","","","","","","","","","","","","",""
"2011","5 Einkommensstärkstes Quintil","Städtischer Raum","","","","","","","","","","","","","",""
"2012","1 Einkommensschwächstes Quintil","Ländlicher Raum","","","","","","","","","","","","","",""
"2012","1 Einkommensschwächstes Quintil","Städtischer Raum","","","","","","","","","","","","","",""
"2012","2","Ländlicher Raum","","","","","","","","","","","","","",""
"2012","2","Städtischer Raum","","","","","","","","","","","","","",""
"2012","3","Ländlicher Raum","","","","","","","","","","","","","",""
"2012","3","Städtischer Raum","","","","","","","","","","","","","",""
"2012","4","Ländlicher Raum","","","","","","","","","","","","","",""
"2012","4","Städtischer Raum","","","","","","","","","","","","","",""
"2012","5 Einkommensstärkstes Quintil","Ländlicher Raum","","","","","","","","","","","","","",""
"2012","5 Einkommensstärkstes Quintil","Städtischer Raum","","","","","","","","","","","","","",""
"2013","1 Einkommensschwächstes Quintil","Ländlicher Raum","","","","","","","","","","","","","",""
"2013","1 Einkommensschwächstes Quintil","Städtischer Raum","","","","","","","","","","","","","",""
"2013","2","Ländlicher Raum","","","","","","","","","","","","","",""
"2013","2","Städtischer Raum","","","","","","","","","","","","","",""
"2013","3","Ländlicher Raum","","","","","","","","","","","","","",""
"2013","3","Städtischer Raum","","","","","","","","","","","","","",""
"2013","4","Ländlicher Raum","","","","","","","","","","","","","",""
"2013","4","Städtischer Raum","","","","","","","","","","","","","",""
"2013","5 Einkommensstärkstes Quintil","Ländlicher Raum","","","","","","","","","","","","","",""
"2013","5 Einkommensstärkstes Quintil","Städtischer Raum","","","","","","","","","","","","","",""
"2014","1 Einkommensschwächstes Quintil","Ländlicher Raum","","","","","","","","","","","","","",""
"2014","1 Einkommensschwächstes Quintil","Städtischer Raum","","","","","","","","","","","","","",""
"2014","2","Ländlicher Raum","","","","","","","","","","","","","",""
"2014","2","Städtischer Raum","","","","","","","","","","","","","",""
"2014","3","Ländlicher Raum","","","","","","","","","","","","","",""
"2014","3","Städtischer Raum","","","","","","","","","","","","","",""
"2014","4","Ländlicher Raum","","","","","","","","","","","","","",""
"2014","4","Städtischer Raum","","","","","","","","","","","","","",""
"2014","5 Einkommensstärkstes Quintil","Ländlicher Raum","","","","","","","","","","","","","",""
"2014","5 Einkommensstärkstes Quintil","Städtischer Raum","","","","","","","","","","","","","",""
"2015","1 Einkommensschwächstes Quintil","Ländlicher Raum","6.31","6.5","1537","5","6","7","7","7","6.26","6.36","1","7","7","7"
"2015","1 Einkommensschwächstes Quintil","Städtischer Raum","6.29","6.5","2594","5","6","7","7","7","6.25","6.33","1","7","7","7"
"2015","2","Ländlicher Raum","6.38","6.5","1823","5","6","7","7","7","6.33","6.43","1","7","7","7"
"2015","2","Städtischer Raum","6.39","6.5","2806","5","6","7","7","7","6.35","6.43","1","7","7","7"
"2015","3","Ländlicher Raum","6.34","6.5","1868","5","6","7","7","7","6.3","6.38","1","7","7","7"
"2015","3","Städtischer Raum","6.38","6.5","2878","5","6","7","7","7","6.34","6.42","1","7","7","7"
"2015","4","Ländlicher Raum","6.43","6.5","2221","5","6","7","7","7","6.39","6.47","1","7","7","7"
"2015","4","Städtischer Raum","6.44","6.5","3892","5","6","7","7","7","6.41","6.47","1","7","7","7"
"2015","5 Einkommensstärkstes Quintil","Ländlicher Raum","6.38","6.5","1839","5","6","7","7","7","6.34","6.42","1","7","7","7"
"2015","5 Einkommensstärkstes Quintil","Städtischer Raum","6.43","6.5","5140","6","6","7","7","7","6.41","6.45","1","7","7","7"
"2016","1 Einkommensschwächstes Quintil","Ländlicher Raum","6.82","6.5","793","7","7","7","7","7","6.78","6.86","1","7","7","7"
"2016","1 Einkommensschwächstes Quintil","Städtischer Raum","6.67","6.5","1979","6","7","7","7","7","6.64","6.7","1","7","7","7"
"2016","2","Ländlicher Raum","6.62","6.5","37","5","7","7","7","7","6.37","6.87","5","7","7","7"
"2016","2","Städtischer Raum","6.21","6.5","81","4","6","7","7","7","6.01","6.41","2","7","7","7"
"2016","3","Ländlicher Raum","","","","","","","","","","","","","",""
"2016","3","Städtischer Raum","5.75","5.5","35","3","5","7","7","7","5.4","6.1","3","7","7","7"
"2016","4","Ländlicher Raum","","","","","","","","","","","","","",""
"2016","4","Städtischer Raum","","","","","","","","","","","","","",""
"2016","5 Einkommensstärkstes Quintil","Ländlicher Raum","","","","","","","","","","","","","",""
"2016","5 Einkommensstärkstes Quintil","Städtischer Raum","","","","","","","","","","","","","",""
"2017","1 Einkommensschwächstes Quintil","Ländlicher Raum","6.83","6.5","569","7","7","7","7","7","6.77","6.89","1","7","7","7"
"2017","1 Einkommensschwächstes Quintil","Städtischer Raum","6.82","6.5","1157","6","7","7","7","7","6.79","6.85","1","7","7","7"
"2017","2","Ländlicher Raum","","","","","","","","","","","","","",""
"2017","2","Städtischer Raum","6.84","6.5","64","6","7","7","7","7","6.67","7.01","3","7","7","7"
"2017","3","Ländlicher Raum","","","","","","","","","","","","","",""
"2017","3","Städtischer Raum","","","","","","","","","","","","","",""
"2017","4","Ländlicher Raum","","","","","","","","","","","","","",""
"2017","4","Städtischer Raum","","","","","","","","","","","","","",""
"2017","5 Einkommensstärkstes Quintil","Ländlicher Raum","","","","","","","","","","","","","",""
"2017","5 Einkommensstärkstes Quintil","Städtischer Raum","","","","","","","","","","","","","",""
"2018","1 Einkommensschwächstes Quintil","Ländlicher Raum","6.89","6.5","134","7","7","7","7","7","6.82","6.96","5","7","7","7"
"2018","1 Einkommensschwächstes Quintil","Städtischer Raum","6.88","6.5","191","7","7","7","7","7","6.79","6.97","1","7","7","7"
"2018","2","Ländlicher Raum","","","","","","","","","","","","","",""
"2018","2","Städtischer Raum","","","","","","","","","","","","","",""
"2018","3","Ländlicher Raum","","","","","","","","","","","","","",""
"2018","3","Städtischer Raum","","","","","","","","","","","","","",""
"2018","4","Ländlicher Raum","","","","","","","","","","","","","",""
"2018","4","Städtischer Raum","","","","","","","","","","","","","",""
"2018","5 Einkommensstärkstes Quintil","Ländlicher Raum","","","","","","","","","","","","","",""
"2018","5 Einkommensstärkstes Quintil","Städtischer Raum","","","","","","","","","","","","","",""
"2019","1 Einkommensschwächstes Quintil","Ländlicher Raum","6.92","6.5","71","7","7","7","7","7","6.8","7.04","4","7","7","7"
"2019","1 Einkommensschwächstes Quintil","Städtischer Raum","6.73","6.5","128","6","7","7","7","7","6.57","6.89","1","7","7","7"
"2019","2","Ländlicher Raum","","","","","","","","","","","","","",""
"2019","2","Städtischer Raum","","","","","","","","","","","","","",""
"2019","3","Ländlicher Raum","","","","","","","","","","","","","",""
"2019","3","Städtischer Raum","","","","","","","","","","","","","",""
"2019","4","Ländlicher Raum","","","","","","","","","","","","","",""
"2019","4","Städtischer Raum","","","","","","","","","","","","","",""
"2019","5 Einkommensstärkstes Quintil","Ländlicher Raum","","","","","","","","","","","","","",""
"2019","5 Einkommensstärkstes Quintil","Städtischer Raum","","","","","","","","","","","","","",""
"2020","1 Einkommensschwächstes Quintil","Ländlicher Raum","6.21","6.5","1336","5","6","7","7","7","6.15","6.27","1","7","7","7"
"2020","1 Einkommensschwächstes Quintil","Städtischer Raum","6.38","6.5","3100","5","6","7","7","7","6.34","6.42","1","7","7","7"
"2020","2","Ländlicher Raum","6.31","6.5","1257","5","6","7","7","7","6.25","6.37","1","7","7","7"
"2020","2","Städtischer Raum","6.32","6.5","2652","5","6","7","7","7","6.28","6.36","1","7","7","7"
"2020","3","Ländlicher Raum","6.38","6.5","1352","5","6","7","7","7","6.33","6.43","1","7","7","7"
"2020","3","Städtischer Raum","6.3","6.5","2278","5","6","7","7","7","6.26","6.34","1","7","7","7"
"2020","4","Ländlicher Raum","6.44","6.5","2422","5","6","7","7","7","6.4","6.48","1","7","7","7"
"2020","4","Städtischer Raum","6.38","6.5","4192","5","6","7","7","7","6.35","6.41","1","7","7","7"
"2020","5 Einkommensstärkstes Quintil","Ländlicher Raum","6.43","6.5","3178","5","6","7","7","7","6.4","6.46","1","7","7","7"
"2020","5 Einkommensstärkstes Quintil","Städtischer Raum","6.4","6.5","7648","5","6","7","7","7","6.38","6.42","1","7","7","7"
