"year","quintil_oecd","sampreg","mean","median","n","percentile_10","percentile_25","percentile_75","percentile_90","percentile_99","lower_confidence_mean","upper_confidence_mean","minimum","maximum","lower_confidence_median","upper_confidence_median"
"2010","2","Ostdeutschland","6.33","6.5","1065","5","6","7","7","7","6.27","6.39","1","7","7","7"
"2010","2","Westdeutschland","6.35","6.5","2270","5","6","7","7","7","6.31","6.39","1","7","7","7"
"2010","3","Ostdeutschland","6.45","6.5","961","5","6","7","7","7","6.39","6.51","1","7","7","7"
"2010","3","Westdeutschland","6.46","6.5","2090","5","6","7","7","7","6.42","6.5","1","7","7","7"
"2010","4","Ostdeutschland","6.5","6.5","803","5","6","7","7","7","6.44","6.56","1","7","7","7"
"2010","4","Westdeutschland","6.4","6.5","3006","5","6","7","7","7","6.37","6.43","1","7","7","7"
"2010","5 Einkommensstärkstes Quintil","Ostdeutschland","6.45","6.5","485","5","6","7","7","7","6.38","6.52","2","7","7","7"
"2010","5 Einkommensstärkstes Quintil","Westdeutschland","6.46","6.5","3524","5","6","7","7","7","6.43","6.49","1","7","7","7"
"2011","1 Einkommensschwächstes Quintil","Ostdeutschland","","","","","","","","","","","","","",""
"2011","1 Einkommensschwächstes Quintil","Westdeutschland","","","","","","","","","","","","","",""
"2011","2","Ostdeutschland","","","","","","","","","","","","","",""
"2011","2","Westdeutschland","","","","","","","","","","","","","",""
"2011","3","Ostdeutschland","","","","","","","","","","","","","",""
"2011","3","Westdeutschland","","","","","","","","","","","","","",""
"2011","4","Ostdeutschland","","","","","","","","","","","","","",""
"2011","4","Westdeutschland","","","","","","","","","","","","","",""
"2011","5 Einkommensstärkstes Quintil","Ostdeutschland","","","","","","","","","","","","","",""
"2011","5 Einkommensstärkstes Quintil","Westdeutschland","","","","","","","","","","","","","",""
"2012","1 Einkommensschwächstes Quintil","Ostdeutschland","","","","","","","","","","","","","",""
"2012","1 Einkommensschwächstes Quintil","Westdeutschland","","","","","","","","","","","","","",""
"2012","2","Ostdeutschland","","","","","","","","","","","","","",""
"2012","2","Westdeutschland","","","","","","","","","","","","","",""
"2012","3","Ostdeutschland","","","","","","","","","","","","","",""
"2012","3","Westdeutschland","","","","","","","","","","","","","",""
"2012","4","Ostdeutschland","","","","","","","","","","","","","",""
"2012","4","Westdeutschland","","","","","","","","","","","","","",""
"2012","5 Einkommensstärkstes Quintil","Ostdeutschland","","","","","","","","","","","","","",""
"2012","5 Einkommensstärkstes Quintil","Westdeutschland","","","","","","","","","","","","","",""
"2013","1 Einkommensschwächstes Quintil","Ostdeutschland","","","","","","","","","","","","","",""
"2013","1 Einkommensschwächstes Quintil","Westdeutschland","","","","","","","","","","","","","",""
"2013","2","Ostdeutschland","","","","","","","","","","","","","",""
"2013","2","Westdeutschland","","","","","","","","","","","","","",""
"2013","3","Ostdeutschland","","","","","","","","","","","","","",""
"2013","3","Westdeutschland","","","","","","","","","","","","","",""
"2013","4","Ostdeutschland","","","","","","","","","","","","","",""
"2013","4","Westdeutschland","","","","","","","","","","","","","",""
"2013","5 Einkommensstärkstes Quintil","Ostdeutschland","","","","","","","","","","","","","",""
"2013","5 Einkommensstärkstes Quintil","Westdeutschland","","","","","","","","","","","","","",""
"2014","1 Einkommensschwächstes Quintil","Ostdeutschland","","","","","","","","","","","","","",""
"2014","1 Einkommensschwächstes Quintil","Westdeutschland","","","","","","","","","","","","","",""
"2014","2","Ostdeutschland","","","","","","","","","","","","","",""
"2014","2","Westdeutschland","","","","","","","","","","","","","",""
"2014","3","Ostdeutschland","","","","","","","","","","","","","",""
"2014","3","Westdeutschland","","","","","","","","","","","","","",""
"2014","4","Ostdeutschland","","","","","","","","","","","","","",""
"2014","4","Westdeutschland","","","","","","","","","","","","","",""
"2014","5 Einkommensstärkstes Quintil","Ostdeutschland","","","","","","","","","","","","","",""
"2014","5 Einkommensstärkstes Quintil","Westdeutschland","","","","","","","","","","","","","",""
"2015","1 Einkommensschwächstes Quintil","Ostdeutschland","6.3","6.5","988","5","6","7","7","7","6.23","6.37","1","7","7","7"
"2015","1 Einkommensschwächstes Quintil","Westdeutschland","6.3","6.5","3143","5","6","7","7","7","6.26","6.34","1","7","7","7"
"2015","2","Ostdeutschland","6.38","6.5","1096","5","6","7","7","7","6.32","6.44","1","7","7","7"
"2015","2","Westdeutschland","6.39","6.5","3533","5","6","7","7","7","6.36","6.42","1","7","7","7"
"2015","3","Ostdeutschland","6.32","6.5","1164","5","6","7","7","7","6.27","6.37","1","7","7","7"
"2015","3","Westdeutschland","6.37","6.5","3582","5","6","7","7","7","6.34","6.4","1","7","7","7"
"2015","4","Ostdeutschland","6.4","6.5","1269","5","6","7","7","7","6.35","6.45","1","7","7","7"
"2015","4","Westdeutschland","6.44","6.5","4844","5","6","7","7","7","6.42","6.46","1","7","7","7"
"2015","5 Einkommensstärkstes Quintil","Ostdeutschland","6.44","6.5","876","5","6","7","7","7","6.39","6.49","1","7","7","7"
"2015","5 Einkommensstärkstes Quintil","Westdeutschland","6.42","6.5","6103","5","6","7","7","7","6.4","6.44","1","7","7","7"
"2016","1 Einkommensschwächstes Quintil","Ostdeutschland","6.73","6.5","457","7","7","7","7","7","6.66","6.8","1","7","7","7"
"2016","1 Einkommensschwächstes Quintil","Westdeutschland","6.71","6.5","2315","6","7","7","7","7","6.68","6.74","1","7","7","7"
"2016","2","Ostdeutschland","","","","","","","","","","","","","",""
"2016","2","Westdeutschland","6.19","6.5","105","4","6","7","7","7","6.02","6.36","2","7","7","7"
"2016","3","Ostdeutschland","","","","","","","","","","","","","",""
"2016","3","Westdeutschland","5.87","6.5","46","3","5","7","7","7","5.59","6.15","3","7","7","7"
"2016","4","Ostdeutschland","","","","","","","","","","","","","",""
"2016","4","Westdeutschland","","","","","","","","","","","","","",""
"2016","5 Einkommensstärkstes Quintil","Ostdeutschland","","","","","","","","","","","","","",""
"2016","5 Einkommensstärkstes Quintil","Westdeutschland","","","","","","","","","","","","","",""
"2017","1 Einkommensschwächstes Quintil","Ostdeutschland","6.9","6.5","194","7","7","7","7","7","6.84","6.96","4","7","7","7"
"2017","1 Einkommensschwächstes Quintil","Westdeutschland","6.81","6.5","1532","6","7","7","7","7","6.78","6.84","1","7","7","7"
"2017","2","Ostdeutschland","","","","","","","","","","","","","",""
"2017","2","Westdeutschland","6.84","6.5","84","6","7","7","7","7","6.7","6.98","3","7","7","7"
"2017","3","Ostdeutschland","","","","","","","","","","","","","",""
"2017","3","Westdeutschland","","","","","","","","","","","","","",""
"2017","4","Ostdeutschland","","","","","","","","","","","","","",""
"2017","4","Westdeutschland","","","","","","","","","","","","","",""
"2017","5 Einkommensstärkstes Quintil","Ostdeutschland","","","","","","","","","","","","","",""
"2017","5 Einkommensstärkstes Quintil","Westdeutschland","","","","","","","","","","","","","",""
"2018","1 Einkommensschwächstes Quintil","Ostdeutschland","6.87","6.5","41","7","7","7","7","7","6.73","7.01","5","7","7","7"
"2018","1 Einkommensschwächstes Quintil","Westdeutschland","6.88","6.5","284","7","7","7","7","7","6.81","6.95","1","7","7","7"
"2018","2","Ostdeutschland","","","","","","","","","","","","","",""
"2018","2","Westdeutschland","6.28","6.5","34","3","7","7","7","7","5.96","6.6","3","7","7","7"
"2018","3","Ostdeutschland","","","","","","","","","","","","","",""
"2018","3","Westdeutschland","","","","","","","","","","","","","",""
"2018","4","Ostdeutschland","","","","","","","","","","","","","",""
"2018","4","Westdeutschland","","","","","","","","","","","","","",""
"2018","5 Einkommensstärkstes Quintil","Ostdeutschland","","","","","","","","","","","","","",""
"2018","5 Einkommensstärkstes Quintil","Westdeutschland","","","","","","","","","","","","","",""
"2019","1 Einkommensschwächstes Quintil","Ostdeutschland","","","","","","","","","","","","","",""
"2019","1 Einkommensschwächstes Quintil","Westdeutschland","6.77","6.5","181","6","7","7","7","7","6.65","6.89","1","7","7","7"
"2019","2","Ostdeutschland","","","","","","","","","","","","","",""
"2019","2","Westdeutschland","6.64","6.5","42","6","7","7","7","7","6.4","6.88","4","7","7","7"
"2019","3","Ostdeutschland","","","","","","","","","","","","","",""
"2019","3","Westdeutschland","","","","","","","","","","","","","",""
"2019","4","Ostdeutschland","","","","","","","","","","","","","",""
"2019","4","Westdeutschland","","","","","","","","","","","","","",""
"2019","5 Einkommensstärkstes Quintil","Ostdeutschland","","","","","","","","","","","","","",""
"2019","5 Einkommensstärkstes Quintil","Westdeutschland","","","","","","","","","","","","","",""
"2020","1 Einkommensschwächstes Quintil","Ostdeutschland","6.24","6.5","944","5","6","7","7","7","6.18","6.3","1","7","7","7"
"2020","1 Einkommensschwächstes Quintil","Westdeutschland","6.34","6.5","3492","5","6","7","7","7","6.31","6.37","1","7","7","7"
"2020","2","Ostdeutschland","6.34","6.5","769","5","6","7","7","7","6.27","6.41","1","7","7","7"
"2020","2","Westdeutschland","6.31","6.5","3140","5","6","7","7","7","6.27","6.35","1","7","7","7"
"2020","3","Ostdeutschland","6.44","6.5","813","6","6","7","7","7","6.38","6.5","1","7","7","7"
"2020","3","Westdeutschland","6.3","6.5","2817","5","6","7","7","7","6.26","6.34","1","7","7","7"
"2020","4","Ostdeutschland","6.47","6.5","1543","5","6","7","7","7","6.43","6.51","1","7","7","7"
"2020","4","Westdeutschland","6.38","6.5","5071","5","6","7","7","7","6.35","6.41","1","7","7","7"
"2020","5 Einkommensstärkstes Quintil","Ostdeutschland","6.44","6.5","1776","5","6","7","7","7","6.4","6.48","1","7","7","7"
"2020","5 Einkommensstärkstes Quintil","Westdeutschland","6.4","6.5","9050","5","6","7","7","7","6.38","6.42","1","7","7","7"
