,Unnamed: 0,year,sampreg,sex,m11124,proportion,n,N,proportion_lower_confidence,proportion_upper_confidence
83,83,2000,West,male,Disabled (> 30%),0.13791,1098,24054,0.13424,0.14255
84,84,2000,West,female,Not Disabled (<= 30%),0.89637,8616,24054,0.885,0.90785
85,85,2000,West,female,Disabled (> 30%),0.10363,842,24054,0.09973,0.10764
86,86,2000,East,male,Not Disabled (<= 30%),0.9085,2556,24054,0.88997,0.92842
87,87,2000,East,male,Disabled (> 30%),0.0915,232,24054,0.08617,0.09668
88,88,2000,East,female,Not Disabled (<= 30%),0.9087,2792,24054,0.88874,0.93041
89,89,2000,East,female,Disabled (> 30%),0.0913,250,24054,0.08568,0.0962
90,90,2001,West,male,Not Disabled (<= 30%),0.86246,6908,21864,0.85235,0.87719
91,91,2001,West,male,Disabled (> 30%),0.13754,982,21864,0.13214,0.14264
92,92,2001,West,female,Not Disabled (<= 30%),0.89462,7793,21864,0.88177,0.90402
93,93,2001,West,female,Disabled (> 30%),0.10538,776,21864,0.10064,0.10968
94,94,2001,East,male,Not Disabled (<= 30%),0.91532,2407,21864,0.89728,0.93578
95,95,2001,East,male,Disabled (> 30%),0.08468,203,21864,0.07899,0.09003
96,96,2001,East,female,Not Disabled (<= 30%),0.90862,2561,21864,0.89204,0.92761
97,97,2001,East,female,Disabled (> 30%),0.09138,234,21864,0.08608,0.09772
98,98,2002,West,male,Not Disabled (<= 30%),0.85517,7442,22977,0.84052,0.87003
99,99,2002,West,male,Disabled (> 30%),0.14483,1044,22977,0.13947,0.14985
100,100,2002,West,female,Not Disabled (<= 30%),0.88735,8251,22977,0.87615,0.90172
101,101,2002,West,female,Disabled (> 30%),0.11265,834,22977,0.10756,0.11748
102,102,2002,East,male,Not Disabled (<= 30%),0.90034,2386,22977,0.87411,0.92962
103,103,2002,East,male,Disabled (> 30%),0.09966,233,22977,0.09146,0.10752
104,104,2002,East,female,Not Disabled (<= 30%),0.8941,2537,22977,0.86978,0.91607
105,105,2002,East,female,Disabled (> 30%),0.1059,250,22977,0.09923,0.11322
106,106,2003,West,male,Not Disabled (<= 30%),0.85701,7070,22127,0.84182,0.87114
107,107,2003,West,male,Disabled (> 30%),0.14299,1014,22127,0.1374,0.14893
108,108,2003,West,female,Not Disabled (<= 30%),0.88806,7903,22127,0.87245,0.90253
109,109,2003,West,female,Disabled (> 30%),0.11194,813,22127,0.10642,0.11713
110,110,2003,East,male,Not Disabled (<= 30%),0.89807,2338,22127,0.87577,0.93475
111,111,2003,East,male,Disabled (> 30%),0.10193,239,22127,0.09394,0.10935
112,112,2003,East,female,Not Disabled (<= 30%),0.89863,2505,22127,0.87999,0.9254
113,113,2003,East,female,Disabled (> 30%),0.10137,245,22127,0.09518,0.10779
114,114,2004,West,male,Not Disabled (<= 30%),0.85566,6876,21575,0.83796,0.87429
115,115,2004,West,male,Disabled (> 30%),0.14434,994,21575,0.13872,0.15013
116,116,2004,West,female,Not Disabled (<= 30%),0.88053,7651,21575,0.86573,0.89596
117,117,2004,West,female,Disabled (> 30%),0.11947,846,21575,0.11499,0.12477
118,118,2004,East,male,Not Disabled (<= 30%),0.88916,2242,21575,0.86459,0.92458
119,119,2004,East,male,Disabled (> 30%),0.11084,249,21575,0.10096,0.11946
120,120,2004,East,female,Not Disabled (<= 30%),0.8975,2474,21575,0.87393,0.92736
121,121,2004,East,female,Disabled (> 30%),0.1025,243,21575,0.09381,0.11101
122,122,2005,West,male,Not Disabled (<= 30%),0.85767,6481,20660,0.83693,0.87494
123,123,2005,West,male,Disabled (> 30%),0.14233,981,20660,0.13521,0.148
124,124,2005,West,female,Not Disabled (<= 30%),0.88627,7366,20660,0.86992,0.90572
125,125,2005,West,female,Disabled (> 30%),0.11373,807,20660,0.10899,0.11929
126,126,2005,East,male,Not Disabled (<= 30%),0.87964,2165,20660,0.849,0.91062
127,127,2005,East,male,Disabled (> 30%),0.12036,253,20660,0.11131,0.13072
128,128,2005,East,female,Not Disabled (<= 30%),0.89439,2358,20660,0.86854,0.92706
129,129,2005,East,female,Disabled (> 30%),0.10561,249,20660,0.0958,0.1147
130,130,2006,West,male,Not Disabled (<= 30%),0.85558,6850,21922,0.83785,0.87134
131,131,2006,West,male,Disabled (> 30%),0.14442,1079,21922,0.13819,0.15036
132,132,2006,West,female,Not Disabled (<= 30%),0.8807,7830,21922,0.86685,0.89501
133,133,2006,West,female,Disabled (> 30%),0.1193,904,21922,0.11415,0.12493
134,134,2006,East,male,Not Disabled (<= 30%),0.87646,2246,21922,0.84837,0.90533
135,135,2006,East,male,Disabled (> 30%),0.12354,275,21922,0.11207,0.13637
136,136,2006,East,female,Not Disabled (<= 30%),0.88656,2466,21922,0.85935,0.91599
137,137,2006,East,female,Disabled (> 30%),0.11344,272,21922,0.10331,0.12303
138,138,2007,West,male,Not Disabled (<= 30%),0.85373,6344,20472,0.83433,0.87182
139,139,2007,West,male,Disabled (> 30%),0.14627,1001,20472,0.13987,0.15234
140,140,2007,West,female,Not Disabled (<= 30%),0.88084,7255,20472,0.86587,0.897
141,141,2007,West,female,Disabled (> 30%),0.11916,873,20472,0.11359,0.12402
142,142,2007,East,male,Not Disabled (<= 30%),0.88269,2148,20472,0.84705,0.91259
143,143,2007,East,male,Disabled (> 30%),0.11731,261,20472,0.10564,0.12901
144,144,2007,East,female,Not Disabled (<= 30%),0.88763,2333,20472,0.85834,0.9157
145,145,2007,East,female,Disabled (> 30%),0.11237,257,20472,0.10279,0.1234
146,146,2008,West,male,Not Disabled (<= 30%),0.85779,5954,19279,0.83703,0.8768
147,147,2008,West,male,Disabled (> 30%),0.14221,937,19279,0.13536,0.14934
148,148,2008,West,female,Not Disabled (<= 30%),0.88096,6813,19279,0.86251,0.90052
149,149,2008,West,female,Disabled (> 30%),0.11904,819,19279,0.11256,0.1255
150,150,2008,East,male,Not Disabled (<= 30%),0.88334,2038,19279,0.8483,0.9206
151,151,2008,East,male,Disabled (> 30%),0.11666,259,19279,0.10304,0.12872
152,152,2008,East,female,Not Disabled (<= 30%),0.89301,2228,19279,0.85899,0.92321
153,153,2008,East,female,Disabled (> 30%),0.10699,231,19279,0.09601,0.11689
154,154,2009,West,male,Not Disabled (<= 30%),0.85907,5507,17980,0.8356,0.88154
155,155,2009,West,male,Disabled (> 30%),0.14093,887,17980,0.13387,0.1486
156,156,2009,West,female,Not Disabled (<= 30%),0.87874,6290,17980,0.86132,0.90146
157,157,2009,West,female,Disabled (> 30%),0.12126,763,17980,0.11327,0.12826
158,158,2009,East,male,Not Disabled (<= 30%),0.88827,1934,17980,0.84569,0.93262
159,159,2009,East,male,Disabled (> 30%),0.11173,250,17980,0.09925,0.12401
160,160,2009,East,female,Not Disabled (<= 30%),0.89648,2116,17980,0.86278,0.93634
161,161,2009,East,female,Disabled (> 30%),0.10352,233,17980,0.09218,0.11715
162,162,2010,West,male,Not Disabled (<= 30%),0.86173,7462,23900,0.83512,0.88639
163,163,2010,West,male,Disabled (> 30%),0.13827,917,23900,0.12915,0.14663
164,164,2010,West,female,Not Disabled (<= 30%),0.88011,9263,23900,0.85633,0.90326
165,165,2010,West,female,Disabled (> 30%),0.11989,809,23900,0.11358,0.1268
166,166,2010,East,male,Not Disabled (<= 30%),0.87946,2247,23900,0.83136,0.92557
167,167,2010,East,male,Disabled (> 30%),0.12054,254,23900,0.10744,0.13493
168,168,2010,East,female,Not Disabled (<= 30%),0.88774,2702,23900,0.85141,0.92807
169,169,2010,East,female,Disabled (> 30%),0.11226,246,23900,0.09848,0.12529
170,170,2011,West,male,Not Disabled (<= 30%),0.86871,8813,28341,0.84922,0.88573
171,171,2011,West,male,Disabled (> 30%),0.13129,1151,28341,0.12447,0.13754
172,172,2011,West,female,Not Disabled (<= 30%),0.87693,11000,28341,0.85845,0.89353
173,173,2011,West,female,Disabled (> 30%),0.12307,1076,28341,0.11606,0.12967
174,174,2011,East,male,Not Disabled (<= 30%),0.8793,2554,28341,0.84443,0.91661
175,175,2011,East,male,Disabled (> 30%),0.1207,322,28341,0.10824,0.13376
176,176,2011,East,female,Not Disabled (<= 30%),0.88248,3104,28341,0.84894,0.91676
177,177,2011,East,female,Disabled (> 30%),0.11752,321,28341,0.10708,0.12705
178,178,2012,West,male,Not Disabled (<= 30%),0.86117,8535,27589,0.84005,0.88128
179,179,2012,West,male,Disabled (> 30%),0.13883,1185,27589,0.1325,0.14511
180,180,2012,West,female,Not Disabled (<= 30%),0.87744,10588,27589,0.8593,0.89596
181,181,2012,West,female,Disabled (> 30%),0.12256,1120,27589,0.11691,0.12882
182,182,2012,East,male,Not Disabled (<= 30%),0.86393,2462,27589,0.82505,0.90195
183,183,2012,East,male,Disabled (> 30%),0.13607,352,27589,0.12503,0.15001
184,184,2012,East,female,Not Disabled (<= 30%),0.8715,3004,27589,0.84183,0.89907
185,185,2012,East,female,Disabled (> 30%),0.1285,343,27589,0.1176,0.14021
186,186,2013,West,male,Not Disabled (<= 30%),0.86392,9946,30578,0.84372,0.88563
187,187,2013,West,male,Disabled (> 30%),0.13608,1238,30578,0.12844,0.14276
188,188,2013,West,female,Not Disabled (<= 30%),0.87365,12148,30578,0.85447,0.89492
189,189,2013,West,female,Disabled (> 30%),0.12635,1148,30578,0.11871,0.13259
190,190,2013,East,male,Not Disabled (<= 30%),0.86094,2441,30578,0.82458,0.89546
191,191,2013,East,male,Disabled (> 30%),0.13906,344,30578,0.12633,0.15828
192,192,2013,East,female,Not Disabled (<= 30%),0.88343,3003,30578,0.84958,0.9167
193,193,2013,East,female,Disabled (> 30%),0.11657,310,30578,0.10493,0.12721
194,194,2014,West,male,Not Disabled (<= 30%),0.85886,8697,27034,0.83671,0.88038
195,195,2014,West,male,Disabled (> 30%),0.14114,1177,27034,0.13417,0.14877
196,196,2014,West,female,Not Disabled (<= 30%),0.86624,10461,27034,0.84742,0.8874
197,197,2014,West,female,Disabled (> 30%),0.13376,1128,27034,0.12581,0.1411
198,198,2014,East,male,Not Disabled (<= 30%),0.85652,2207,27034,0.81945,0.8918
199,199,2014,East,male,Disabled (> 30%),0.14348,330,27034,0.12839,0.15873
200,200,2014,East,female,Not Disabled (<= 30%),0.87094,2712,27034,0.83283,0.90665
201,201,2014,East,female,Disabled (> 30%),0.12906,322,27034,0.11724,0.14091
202,202,2015,West,male,Not Disabled (<= 30%),0.86182,8754,26735,0.84136,0.88516
203,203,2015,West,male,Disabled (> 30%),0.13818,1067,26735,0.13016,0.14647
204,204,2015,West,female,Not Disabled (<= 30%),0.8724,10450,26735,0.85286,0.89241
205,205,2015,West,female,Disabled (> 30%),0.1276,1066,26735,0.12153,0.13561
206,206,2015,East,male,Not Disabled (<= 30%),0.86836,2175,26735,0.82266,0.9139
207,207,2015,East,male,Disabled (> 30%),0.13164,292,26735,0.11757,0.1475
208,208,2015,East,female,Not Disabled (<= 30%),0.8737,2627,26735,0.83542,0.91407
209,209,2015,East,female,Disabled (> 30%),0.1263,304,26735,0.11462,0.14224
210,210,2016,West,male,Not Disabled (<= 30%),0.858,7801,24230,0.83424,0.87999
211,211,2016,West,male,Disabled (> 30%),0.142,1023,24230,0.1333,0.15057
212,212,2016,West,female,Not Disabled (<= 30%),0.87563,9400,24230,0.85424,0.89611
213,213,2016,West,female,Disabled (> 30%),0.12437,985,24230,0.1175,0.13198
214,214,2016,East,male,Not Disabled (<= 30%),0.87042,2009,24230,0.8258,0.92061
215,215,2016,East,male,Disabled (> 30%),0.12958,270,24230,0.11113,0.14858
216,216,2016,East,female,Not Disabled (<= 30%),0.87705,2452,24230,0.83391,0.91428
217,217,2016,East,female,Disabled (> 30%),0.12295,290,24230,0.10892,0.13767
218,218,2017,West,male,Not Disabled (<= 30%),0.86438,8554,26491,0.84136,0.88825
219,219,2017,West,male,Disabled (> 30%),0.13562,1116,26491,0.12874,0.14325
220,220,2017,West,female,Not Disabled (<= 30%),0.87422,10152,26491,0.85548,0.89074
221,221,2017,West,female,Disabled (> 30%),0.12578,1094,26491,0.1192,0.13256
222,222,2017,East,male,Not Disabled (<= 30%),0.87125,2264,26491,0.83158,0.90886
223,223,2017,East,male,Disabled (> 30%),0.12875,303,26491,0.11172,0.14602
224,224,2017,East,female,Not Disabled (<= 30%),0.88446,2696,26491,0.84315,0.92477
225,225,2017,East,female,Disabled (> 30%),0.11554,312,26491,0.1027,0.12699
226,226,2018,West,male,Not Disabled (<= 30%),0.86019,8133,25589,0.84122,0.88161
227,227,2018,West,male,Disabled (> 30%),0.13981,1136,25589,0.13201,0.14717
228,228,2018,West,female,Not Disabled (<= 30%),0.8773,9722,25589,0.85288,0.89918
229,229,2018,West,female,Disabled (> 30%),0.1227,1129,25589,0.11555,0.12876
230,230,2018,East,male,Not Disabled (<= 30%),0.866,2209,25589,0.82411,0.90432
231,231,2018,East,male,Disabled (> 30%),0.134,310,25589,0.11765,0.15226
232,232,2018,East,female,Not Disabled (<= 30%),0.88215,2621,25589,0.84671,0.92574
233,233,2018,East,female,Disabled (> 30%),0.11785,329,25589,0.10586,0.13421
234,234,2019,West,male,Not Disabled (<= 30%),0.86508,8483,25592,0.84415,0.88714
235,235,2019,West,male,Disabled (> 30%),0.13492,1106,25592,0.12773,0.14313
236,236,2019,West,female,Not Disabled (<= 30%),0.87821,9430,25592,0.85992,0.89988
237,237,2019,West,female,Disabled (> 30%),0.12179,1041,25592,0.11507,0.12921
238,238,2019,East,male,Not Disabled (<= 30%),0.86824,2322,25592,0.82418,0.91384
239,239,2019,East,male,Disabled (> 30%),0.13176,314,25592,0.11925,0.14853
240,240,2019,East,female,Not Disabled (<= 30%),0.87158,2568,25592,0.83285,0.91925
241,241,2019,East,female,Disabled (> 30%),0.12842,328,25592,0.11238,0.1476
242,242,2020,West,male,Not Disabled (<= 30%),0.86693,10133,28350,0.84536,0.89014
243,243,2020,West,male,Disabled (> 30%),0.13307,1046,28350,0.12423,0.14196
244,244,2020,West,female,Not Disabled (<= 30%),0.87576,10441,28350,0.85185,0.89964
245,245,2020,West,female,Disabled (> 30%),0.12424,1037,28350,0.11655,0.13131
246,246,2020,East,male,Not Disabled (<= 30%),0.86302,2445,28350,0.8138,0.91911
247,247,2020,East,male,Disabled (> 30%),0.13698,310,28350,0.11997,0.15759
248,248,2020,East,female,Not Disabled (<= 30%),0.86719,2626,28350,0.81956,0.90432
249,249,2020,East,female,Disabled (> 30%),0.13281,312,28350,0.1163,0.14839
250,250,2021,West,male,Not Disabled (<= 30%),0.86547,6721,19222,0.82618,0.89532
251,251,2021,West,male,Disabled (> 30%),0.13453,772,19222,0.12322,0.14773
252,252,2021,West,female,Not Disabled (<= 30%),0.87352,7122,19222,0.84163,0.89929
253,253,2021,West,female,Disabled (> 30%),0.12648,755,19222,0.1165,0.1379
254,254,2021,East,male,Not Disabled (<= 30%),0.86283,1629,19222,0.8052,0.91702
255,255,2021,East,male,Disabled (> 30%),0.13717,209,19222,0.11793,0.15611
256,256,2021,East,female,Not Disabled (<= 30%),0.86843,1795,19222,0.81739,0.91817
257,257,2021,East,female,Disabled (> 30%),0.13157,219,19222,0.11357,0.14776
