year,pgisced97,sex,m11124,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1987,Primary Level,male,Disabled (> 30%),0.17820,34,309,0.13547,0.22094
1987,Primary Level,female,Not Disabled (<= 30%),0.88713,413,413,0.85657,0.91768
1987,Lower Secondary Level,male,Not Disabled (<= 30%),0.86211,910,994,0.84066,0.88355
1987,Lower Secondary Level,male,Disabled (> 30%),0.13374,84,994,0.11257,0.15491
1987,Lower Secondary Level,female,Not Disabled (<= 30%),0.90567,1705,1831,0.89228,0.91906
1987,Lower Secondary Level,female,Disabled (> 30%),0.08873,126,1831,0.07570,0.10176
1987,Upper Secondary Level,male,Not Disabled (<= 30%),0.86208,2421,2720,0.84912,0.87504
1987,Upper Secondary Level,male,Disabled (> 30%),0.13412,299,2720,0.12131,0.14693
1987,Upper Secondary Level,female,Not Disabled (<= 30%),0.89989,2062,2224,0.88741,0.91237
1987,Upper Secondary Level,female,Disabled (> 30%),0.09309,162,2224,0.08101,0.10517
1987,Post-secondary Non-tertiary Level,male,Not Disabled (<= 30%),0.89746,145,145,0.84791,0.94701
1987,Post-secondary Non-tertiary Level,female,Not Disabled (<= 30%),0.93770,109,109,0.89211,0.98328
1987,First Stage of Tertiary Education,male,Not Disabled (<= 30%),0.81823,264,318,0.77577,0.86068
1987,First Stage of Tertiary Education,male,Disabled (> 30%),0.17895,54,318,0.13675,0.22115
1987,First Stage of Tertiary Education,female,Not Disabled (<= 30%),0.89345,226,226,0.85313,0.93376
1987,Second Stage of Tertiary Education,male,Not Disabled (<= 30%),0.89514,449,492,0.86804,0.92224
1987,Second Stage of Tertiary Education,male,Disabled (> 30%),0.10187,43,492,0.07512,0.12863
1987,Second Stage of Tertiary Education,female,Not Disabled (<= 30%),0.94309,236,236,0.91347,0.97271
1988,Pre-primary Level,male,Not Disabled (<= 30%),0.98366,90,90,0.95733,1.01000
1988,Pre-primary Level,female,Not Disabled (<= 30%),0.97522,72,72,0.93907,1.01138
1988,Primary Level,male,Not Disabled (<= 30%),0.79466,236,269,0.74630,0.84303
1988,Primary Level,male,Disabled (> 30%),0.19844,33,269,0.15069,0.24619
1988,Primary Level,female,Not Disabled (<= 30%),0.89247,388,388,0.86161,0.92334
1988,Lower Secondary Level,male,Not Disabled (<= 30%),0.85520,883,969,0.83303,0.87737
1988,Lower Secondary Level,male,Disabled (> 30%),0.14232,86,969,0.12031,0.16433
1988,Lower Secondary Level,female,Not Disabled (<= 30%),0.88517,1596,1738,0.87018,0.90017
1988,Lower Secondary Level,female,Disabled (> 30%),0.10893,142,1738,0.09428,0.12358
1988,Upper Secondary Level,male,Not Disabled (<= 30%),0.84507,2246,2576,0.83110,0.85905
1988,Upper Secondary Level,male,Disabled (> 30%),0.15108,330,2576,0.13725,0.16492
1988,Upper Secondary Level,female,Not Disabled (<= 30%),0.89277,1978,2146,0.87968,0.90586
1988,Upper Secondary Level,female,Disabled (> 30%),0.09996,168,2146,0.08726,0.11265
1988,Post-secondary Non-tertiary Level,male,Not Disabled (<= 30%),0.86240,135,135,0.80408,0.92073
1988,Post-secondary Non-tertiary Level,female,Not Disabled (<= 30%),0.93253,109,109,0.88522,0.97984
1988,First Stage of Tertiary Education,male,Not Disabled (<= 30%),0.81433,257,310,0.77098,0.85769
1988,First Stage of Tertiary Education,male,Disabled (> 30%),0.18528,53,310,0.14196,0.22860
1988,First Stage of Tertiary Education,female,Not Disabled (<= 30%),0.90121,211,211,0.86085,0.94156
1988,Second Stage of Tertiary Education,male,Not Disabled (<= 30%),0.90353,432,472,0.87687,0.93020
1988,Second Stage of Tertiary Education,male,Disabled (> 30%),0.09647,40,472,0.06980,0.12313
1988,Second Stage of Tertiary Education,female,Not Disabled (<= 30%),0.91531,215,215,0.87801,0.95262
1989,Pre-primary Level,male,Not Disabled (<= 30%),0.98739,89,89,0.96407,1.01070
1989,Pre-primary Level,female,Not Disabled (<= 30%),0.96373,83,83,0.92327,1.00420
1989,Primary Level,male,Not Disabled (<= 30%),0.81609,223,255,0.76844,0.86373
1989,Primary Level,male,Disabled (> 30%),0.17217,32,255,0.12574,0.21860
1989,Primary Level,female,Not Disabled (<= 30%),0.85036,360,395,0.81514,0.88558
1989,Primary Level,female,Disabled (> 30%),0.14964,35,395,0.11442,0.18486
1989,Lower Secondary Level,male,Not Disabled (<= 30%),0.83956,815,901,0.81558,0.86353
1989,Lower Secondary Level,male,Disabled (> 30%),0.15445,86,901,0.13084,0.17806
1989,Lower Secondary Level,female,Not Disabled (<= 30%),0.87735,1516,1656,0.86155,0.89316
1989,Lower Secondary Level,female,Disabled (> 30%),0.11712,140,1656,0.10163,0.13261
1989,Upper Secondary Level,male,Not Disabled (<= 30%),0.84189,2190,2509,0.82761,0.85617
1989,Upper Secondary Level,male,Disabled (> 30%),0.15511,319,2509,0.14094,0.16927
1989,Upper Secondary Level,female,Not Disabled (<= 30%),0.88776,1924,2093,0.87423,0.90129
1989,Upper Secondary Level,female,Disabled (> 30%),0.10484,169,2093,0.09171,0.11796
1989,Post-secondary Non-tertiary Level,male,Not Disabled (<= 30%),0.88659,141,141,0.83406,0.93912
1989,Post-secondary Non-tertiary Level,female,Not Disabled (<= 30%),0.93956,125,125,0.89761,0.98150
1989,First Stage of Tertiary Education,male,Not Disabled (<= 30%),0.80006,241,294,0.75426,0.84585
1989,First Stage of Tertiary Education,male,Disabled (> 30%),0.19994,53,294,0.15415,0.24574
1989,First Stage of Tertiary Education,female,Not Disabled (<= 30%),0.92760,208,208,0.89229,0.96290
1989,Second Stage of Tertiary Education,male,Not Disabled (<= 30%),0.89958,429,469,0.87235,0.92681
1989,Second Stage of Tertiary Education,male,Disabled (> 30%),0.09387,40,469,0.06745,0.12029
1989,Second Stage of Tertiary Education,female,Not Disabled (<= 30%),0.89977,209,209,0.85896,0.94058
1991,Pre-primary Level,male,Not Disabled (<= 30%),0.96872,89,89,0.93235,1.00509
1991,Pre-primary Level,female,Not Disabled (<= 30%),0.96343,69,69,0.91881,1.00804
1991,Primary Level,male,Not Disabled (<= 30%),0.79981,223,261,0.75117,0.84844
1991,Primary Level,male,Disabled (> 30%),0.19080,38,261,0.14304,0.23856
1991,Primary Level,female,Not Disabled (<= 30%),0.86570,361,394,0.83199,0.89941
1991,Primary Level,female,Disabled (> 30%),0.12853,33,394,0.09544,0.16162
1991,Lower Secondary Level,male,Not Disabled (<= 30%),0.85000,891,981,0.82764,0.87235
1991,Lower Secondary Level,male,Disabled (> 30%),0.14466,90,981,0.12264,0.16668
1991,Lower Secondary Level,female,Not Disabled (<= 30%),0.88694,1731,1868,0.87258,0.90131
1991,Lower Secondary Level,female,Disabled (> 30%),0.10896,137,1868,0.09483,0.12309
1991,Upper Secondary Level,male,Not Disabled (<= 30%),0.86321,3244,3567,0.85193,0.87449
1991,Upper Secondary Level,male,Disabled (> 30%),0.13123,323,3567,0.12014,0.14231
1991,Upper Secondary Level,female,Not Disabled (<= 30%),0.91644,3149,3320,0.90702,0.92585
1991,Upper Secondary Level,female,Disabled (> 30%),0.07801,171,3320,0.06889,0.08714
1991,Post-secondary Non-tertiary Level,male,Not Disabled (<= 30%),0.87892,192,192,0.83266,0.92519
1991,Post-secondary Non-tertiary Level,female,Not Disabled (<= 30%),0.92779,156,156,0.88705,0.96854
1991,First Stage of Tertiary Education,male,Not Disabled (<= 30%),0.85873,444,491,0.82789,0.88957
1991,First Stage of Tertiary Education,male,Disabled (> 30%),0.13261,47,491,0.10258,0.16264
1991,First Stage of Tertiary Education,female,Not Disabled (<= 30%),0.93150,250,250,0.90013,0.96288
1991,Second Stage of Tertiary Education,male,Not Disabled (<= 30%),0.93616,882,923,0.92038,0.95194
1991,Second Stage of Tertiary Education,male,Disabled (> 30%),0.06195,41,923,0.04639,0.07752
1991,Second Stage of Tertiary Education,female,Not Disabled (<= 30%),0.95304,738,738,0.93776,0.96831
1992,Pre-primary Level,male,Not Disabled (<= 30%),0.98455,92,92,0.95922,1.00989
1992,Pre-primary Level,female,Not Disabled (<= 30%),0.99425,94,94,0.97888,1.00962
1992,Primary Level,male,Not Disabled (<= 30%),0.77347,208,245,0.72095,0.82599
1992,Primary Level,male,Disabled (> 30%),0.20587,37,245,0.15513,0.25660
1992,Primary Level,female,Not Disabled (<= 30%),0.82382,335,374,0.78516,0.86248
1992,Primary Level,female,Disabled (> 30%),0.16545,39,374,0.12774,0.20316
1992,Lower Secondary Level,male,Not Disabled (<= 30%),0.82971,866,965,0.80598,0.85343
1992,Lower Secondary Level,male,Disabled (> 30%),0.16324,99,965,0.13991,0.18657
1992,Lower Secondary Level,female,Not Disabled (<= 30%),0.87105,1634,1797,0.85555,0.88655
1992,Lower Secondary Level,female,Disabled (> 30%),0.12044,163,1797,0.10539,0.13549
1992,Upper Secondary Level,male,Not Disabled (<= 30%),0.84303,3009,3408,0.83081,0.85524
1992,Upper Secondary Level,male,Disabled (> 30%),0.14811,399,3408,0.13618,0.16004
1992,Upper Secondary Level,female,Not Disabled (<= 30%),0.89445,3026,3264,0.88390,0.90499
1992,Upper Secondary Level,female,Disabled (> 30%),0.09897,238,3264,0.08872,0.10921
1992,Post-secondary Non-tertiary Level,male,Not Disabled (<= 30%),0.88616,198,198,0.84181,0.93051
1992,Post-secondary Non-tertiary Level,female,Not Disabled (<= 30%),0.93679,159,159,0.89885,0.97474
1992,First Stage of Tertiary Education,male,Not Disabled (<= 30%),0.85837,437,489,0.82743,0.88930
1992,First Stage of Tertiary Education,male,Disabled (> 30%),0.13846,52,489,0.10782,0.16911
1992,First Stage of Tertiary Education,female,Not Disabled (<= 30%),0.89787,252,252,0.86040,0.93533
1992,Second Stage of Tertiary Education,male,Not Disabled (<= 30%),0.90435,832,906,0.88518,0.92351
1992,Second Stage of Tertiary Education,male,Disabled (> 30%),0.09094,74,906,0.07221,0.10967
1992,Second Stage of Tertiary Education,female,Not Disabled (<= 30%),0.93239,706,737,0.91425,0.95053
1992,Second Stage of Tertiary Education,female,Disabled (> 30%),0.06224,31,737,0.04478,0.07969
1994,Pre-primary Level,male,Not Disabled (<= 30%),0.99566,107,107,0.98315,1.00817
1994,Pre-primary Level,female,Not Disabled (<= 30%),0.99620,132,132,0.98566,1.00674
1994,Primary Level,male,Not Disabled (<= 30%),0.80442,193,224,0.75236,0.85648
1994,Primary Level,male,Disabled (> 30%),0.19187,31,224,0.14019,0.24355
1994,Primary Level,female,Not Disabled (<= 30%),0.87527,299,299,0.83775,0.91278
1994,Lower Secondary Level,male,Not Disabled (<= 30%),0.84081,758,851,0.81621,0.86540
1994,Lower Secondary Level,male,Disabled (> 30%),0.15540,93,851,0.13104,0.17975
1994,Lower Secondary Level,female,Not Disabled (<= 30%),0.85911,1458,1625,0.84219,0.87603
1994,Lower Secondary Level,female,Disabled (> 30%),0.13241,167,1625,0.11592,0.14889
1994,Upper Secondary Level,male,Not Disabled (<= 30%),0.85428,2933,3311,0.84226,0.86630
1994,Upper Secondary Level,male,Disabled (> 30%),0.14325,378,3311,0.13132,0.15519
1994,Upper Secondary Level,female,Not Disabled (<= 30%),0.89874,2993,3227,0.88833,0.90915
1994,Upper Secondary Level,female,Disabled (> 30%),0.09445,234,3227,0.08435,0.10454
1994,Post-secondary Non-tertiary Level,male,Not Disabled (<= 30%),0.91371,198,198,0.87450,0.95292
1994,Post-secondary Non-tertiary Level,female,Not Disabled (<= 30%),0.95031,170,170,0.91755,0.98307
1994,First Stage of Tertiary Education,male,Not Disabled (<= 30%),0.84610,420,474,0.81358,0.87862
1994,First Stage of Tertiary Education,male,Disabled (> 30%),0.15226,54,474,0.11989,0.18464
1994,First Stage of Tertiary Education,female,Not Disabled (<= 30%),0.88085,252,252,0.84077,0.92093
1994,Second Stage of Tertiary Education,male,Not Disabled (<= 30%),0.91292,840,908,0.89457,0.93127
1994,Second Stage of Tertiary Education,male,Disabled (> 30%),0.08123,68,908,0.06345,0.09901
1994,Second Stage of Tertiary Education,female,Not Disabled (<= 30%),0.92479,699,736,0.90572,0.94386
1994,Second Stage of Tertiary Education,female,Disabled (> 30%),0.06679,37,736,0.04874,0.08484
1995,Pre-primary Level,male,Not Disabled (<= 30%),0.95909,140,140,0.92616,0.99202
1995,Pre-primary Level,female,Not Disabled (<= 30%),0.99647,144,144,0.98674,1.00619
1995,Primary Level,male,Not Disabled (<= 30%),0.79124,180,212,0.73640,0.84608
1995,Primary Level,male,Disabled (> 30%),0.20876,32,212,0.15392,0.26360
1995,Primary Level,female,Not Disabled (<= 30%),0.85981,282,316,0.82147,0.89815
1995,Primary Level,female,Disabled (> 30%),0.13025,34,316,0.09308,0.16741
1995,Lower Secondary Level,male,Not Disabled (<= 30%),0.84061,772,861,0.81614,0.86507
1995,Lower Secondary Level,male,Disabled (> 30%),0.15152,89,861,0.12756,0.17549
1995,Lower Secondary Level,female,Not Disabled (<= 30%),0.85169,1445,1611,0.83433,0.86905
1995,Lower Secondary Level,female,Disabled (> 30%),0.13853,166,1611,0.12166,0.15541
1995,Upper Secondary Level,male,Not Disabled (<= 30%),0.83380,2948,3344,0.82118,0.84642
1995,Upper Secondary Level,male,Disabled (> 30%),0.15068,396,3344,0.13855,0.16280
1995,Upper Secondary Level,female,Not Disabled (<= 30%),0.87982,3042,3313,0.86875,0.89090
1995,Upper Secondary Level,female,Disabled (> 30%),0.11026,271,3313,0.09960,0.12093
1995,Post-secondary Non-tertiary Level,male,Not Disabled (<= 30%),0.91809,230,230,0.88257,0.95361
1995,Post-secondary Non-tertiary Level,female,Not Disabled (<= 30%),0.95078,215,215,0.92180,0.97976
1995,First Stage of Tertiary Education,male,Not Disabled (<= 30%),0.82522,411,470,0.79085,0.85959
1995,First Stage of Tertiary Education,male,Disabled (> 30%),0.16090,59,470,0.12764,0.19415
1995,First Stage of Tertiary Education,female,Not Disabled (<= 30%),0.86962,254,254,0.82813,0.91111
1995,Second Stage of Tertiary Education,male,Not Disabled (<= 30%),0.90447,876,950,0.88577,0.92317
1995,Second Stage of Tertiary Education,male,Disabled (> 30%),0.09129,74,950,0.07296,0.10961
1995,Second Stage of Tertiary Education,female,Not Disabled (<= 30%),0.91426,748,794,0.89477,0.93374
1995,Second Stage of Tertiary Education,female,Disabled (> 30%),0.07924,46,794,0.06044,0.09804
1996,Primary Level,male,Not Disabled (<= 30%),0.76720,165,200,0.70848,0.82592
1996,Primary Level,male,Disabled (> 30%),0.23194,35,200,0.17330,0.29058
1996,Primary Level,female,Not Disabled (<= 30%),0.87172,259,291,0.83323,0.91020
1996,Primary Level,female,Disabled (> 30%),0.12828,32,291,0.08980,0.16677
1996,Lower Secondary Level,male,Not Disabled (<= 30%),0.83714,731,820,0.81185,0.86242
1996,Lower Secondary Level,male,Disabled (> 30%),0.16114,89,820,0.13596,0.18632
1996,Lower Secondary Level,female,Not Disabled (<= 30%),0.84459,1374,1555,0.82658,0.86261
1996,Lower Secondary Level,female,Disabled (> 30%),0.14898,181,1555,0.13128,0.16669
1996,Upper Secondary Level,male,Not Disabled (<= 30%),0.83281,2911,3324,0.82012,0.84549
1996,Upper Secondary Level,male,Disabled (> 30%),0.16379,413,3324,0.15121,0.17637
1996,Upper Secondary Level,female,Not Disabled (<= 30%),0.89256,3011,3269,0.88195,0.90318
1996,Upper Secondary Level,female,Disabled (> 30%),0.10377,258,3269,0.09332,0.11423
1996,Post-secondary Non-tertiary Level,male,Not Disabled (<= 30%),0.92663,224,224,0.89241,0.96085
1996,Post-secondary Non-tertiary Level,female,Not Disabled (<= 30%),0.94660,225,225,0.91715,0.97604
1996,First Stage of Tertiary Education,male,Not Disabled (<= 30%),0.83800,419,471,0.80469,0.87131
1996,First Stage of Tertiary Education,male,Disabled (> 30%),0.15611,52,471,0.12330,0.18892
1996,First Stage of Tertiary Education,female,Not Disabled (<= 30%),0.84247,258,258,0.79793,0.88701
1996,Second Stage of Tertiary Education,male,Not Disabled (<= 30%),0.91343,897,963,0.89566,0.93120
1996,Second Stage of Tertiary Education,male,Disabled (> 30%),0.08343,66,963,0.06595,0.10090
1996,Second Stage of Tertiary Education,female,Not Disabled (<= 30%),0.92219,750,795,0.90356,0.94083
1996,Second Stage of Tertiary Education,female,Disabled (> 30%),0.07323,45,795,0.05511,0.09135
1997,Pre-primary Level,male,Not Disabled (<= 30%),0.98002,154,154,0.95784,1.00219
1997,Pre-primary Level,female,Not Disabled (<= 30%),0.99026,158,158,0.97490,1.00562
1997,Primary Level,male,Not Disabled (<= 30%),0.77409,160,191,0.71463,0.83355
1997,Primary Level,male,Disabled (> 30%),0.22138,31,191,0.16234,0.28041
1997,Primary Level,female,Not Disabled (<= 30%),0.87813,240,272,0.83918,0.91708
1997,Primary Level,female,Disabled (> 30%),0.12187,32,272,0.08292,0.16082
1997,Lower Secondary Level,male,Not Disabled (<= 30%),0.83502,733,825,0.80968,0.86037
1997,Lower Secondary Level,male,Disabled (> 30%),0.16279,92,825,0.13759,0.18800
1997,Lower Secondary Level,female,Not Disabled (<= 30%),0.85025,1324,1492,0.83214,0.86837
1997,Lower Secondary Level,female,Disabled (> 30%),0.14469,168,1492,0.12683,0.16255
1997,Upper Secondary Level,male,Not Disabled (<= 30%),0.82822,2820,3221,0.81519,0.84125
1997,Upper Secondary Level,male,Disabled (> 30%),0.16274,401,3221,0.14999,0.17549
1997,Upper Secondary Level,female,Not Disabled (<= 30%),0.88926,2958,3224,0.87843,0.90009
1997,Upper Secondary Level,female,Disabled (> 30%),0.10569,266,3224,0.09507,0.11630
1997,Post-secondary Non-tertiary Level,male,Not Disabled (<= 30%),0.93575,218,218,0.90313,0.96838
1997,Post-secondary Non-tertiary Level,female,Not Disabled (<= 30%),0.92972,208,208,0.89489,0.96454
1997,First Stage of Tertiary Education,male,Not Disabled (<= 30%),0.85143,416,470,0.81924,0.88362
1997,First Stage of Tertiary Education,male,Disabled (> 30%),0.14504,54,470,0.11317,0.17691
1997,First Stage of Tertiary Education,female,Not Disabled (<= 30%),0.86956,257,257,0.82830,0.91082
1997,Second Stage of Tertiary Education,male,Not Disabled (<= 30%),0.92342,905,965,0.90664,0.94021
1997,Second Stage of Tertiary Education,male,Disabled (> 30%),0.07370,60,965,0.05720,0.09019
1997,Second Stage of Tertiary Education,female,Not Disabled (<= 30%),0.92067,748,797,0.90189,0.93944
1997,Second Stage of Tertiary Education,female,Disabled (> 30%),0.07756,49,797,0.05898,0.09614
1998,Pre-primary Level,male,Not Disabled (<= 30%),0.98866,161,161,0.97225,1.00507
1998,Pre-primary Level,female,Not Disabled (<= 30%),0.96407,165,165,0.93558,0.99255
1998,Primary Level,male,Not Disabled (<= 30%),0.76723,150,185,0.70616,0.82829
1998,Primary Level,male,Disabled (> 30%),0.22919,35,185,0.16846,0.28992
1998,Primary Level,female,Not Disabled (<= 30%),0.87322,229,260,0.83270,0.91374
1998,Primary Level,female,Disabled (> 30%),0.12678,31,260,0.08626,0.16730
1998,Lower Secondary Level,male,Not Disabled (<= 30%),0.85081,810,919,0.82776,0.87386
1998,Lower Secondary Level,male,Disabled (> 30%),0.14846,109,919,0.12546,0.17146
1998,Lower Secondary Level,female,Not Disabled (<= 30%),0.85180,1425,1616,0.83448,0.86913
1998,Lower Secondary Level,female,Disabled (> 30%),0.14736,191,1616,0.13007,0.16465
1998,Upper Secondary Level,male,Not Disabled (<= 30%),0.84107,3066,3502,0.82896,0.85318
1998,Upper Secondary Level,male,Disabled (> 30%),0.15535,436,3502,0.14335,0.16735
1998,Upper Secondary Level,female,Not Disabled (<= 30%),0.88435,3189,3493,0.87374,0.89495
1998,Upper Secondary Level,female,Disabled (> 30%),0.11000,304,3493,0.09962,0.12037
1998,Post-secondary Non-tertiary Level,male,Not Disabled (<= 30%),0.91636,223,223,0.87994,0.95278
1998,Post-secondary Non-tertiary Level,female,Not Disabled (<= 30%),0.93838,251,251,0.90857,0.96819
1998,First Stage of Tertiary Education,male,Not Disabled (<= 30%),0.83665,434,494,0.80402,0.86929
1998,First Stage of Tertiary Education,male,Disabled (> 30%),0.15818,60,494,0.12597,0.19040
1998,First Stage of Tertiary Education,female,Not Disabled (<= 30%),0.88541,297,297,0.84913,0.92170
1998,Second Stage of Tertiary Education,male,Not Disabled (<= 30%),0.91639,1001,1077,0.89985,0.93293
1998,Second Stage of Tertiary Education,male,Disabled (> 30%),0.08232,76,1077,0.06590,0.09875
1998,Second Stage of Tertiary Education,female,Not Disabled (<= 30%),0.91890,831,885,0.90090,0.93689
1998,Second Stage of Tertiary Education,female,Disabled (> 30%),0.07459,54,885,0.05727,0.09191
1999,Pre-primary Level,male,Not Disabled (<= 30%),0.98011,156,156,0.95814,1.00209
1999,Pre-primary Level,female,Not Disabled (<= 30%),0.98354,156,156,0.96352,1.00357
1999,Primary Level,male,Not Disabled (<= 30%),0.76601,141,176,0.70329,0.82874
1999,Primary Level,male,Disabled (> 30%),0.23399,35,176,0.17126,0.29671
1999,Primary Level,female,Not Disabled (<= 30%),0.85161,215,250,0.80746,0.89576
1999,Primary Level,female,Disabled (> 30%),0.14550,35,250,0.10170,0.18929
1999,Lower Secondary Level,male,Not Disabled (<= 30%),0.85353,776,879,0.83015,0.87692
1999,Lower Secondary Level,male,Disabled (> 30%),0.14647,103,879,0.12308,0.16985
1999,Lower Secondary Level,female,Not Disabled (<= 30%),0.84344,1367,1553,0.82536,0.86152
1999,Lower Secondary Level,female,Disabled (> 30%),0.15268,186,1553,0.13478,0.17057
1999,Upper Secondary Level,male,Not Disabled (<= 30%),0.83492,3015,3458,0.82255,0.84730
1999,Upper Secondary Level,male,Disabled (> 30%),0.16340,443,3458,0.15107,0.17573
1999,Upper Secondary Level,female,Not Disabled (<= 30%),0.87954,3137,3463,0.86870,0.89039
1999,Upper Secondary Level,female,Disabled (> 30%),0.11891,326,3463,0.10813,0.12969
1999,Post-secondary Non-tertiary Level,male,Not Disabled (<= 30%),0.90578,218,218,0.86692,0.94465
1999,Post-secondary Non-tertiary Level,female,Not Disabled (<= 30%),0.96339,259,259,0.94047,0.98631
1999,First Stage of Tertiary Education,male,Not Disabled (<= 30%),0.86324,430,485,0.83262,0.89385
1999,First Stage of Tertiary Education,male,Disabled (> 30%),0.13584,55,485,0.10532,0.16636
1999,First Stage of Tertiary Education,female,Not Disabled (<= 30%),0.86282,300,300,0.82383,0.90182
1999,Second Stage of Tertiary Education,male,Not Disabled (<= 30%),0.91992,1003,1076,0.90369,0.93614
1999,Second Stage of Tertiary Education,male,Disabled (> 30%),0.07851,73,1076,0.06243,0.09459
1999,Second Stage of Tertiary Education,female,Not Disabled (<= 30%),0.92238,823,880,0.90469,0.94007
1999,Second Stage of Tertiary Education,female,Disabled (> 30%),0.07673,57,880,0.05914,0.09433
2000,Pre-primary Level,male,Not Disabled (<= 30%),0.97773,232,232,0.95870,0.99676
2000,Pre-primary Level,female,Not Disabled (<= 30%),0.97953,253,253,0.96205,0.99701
2000,Primary Level,male,Not Disabled (<= 30%),0.81090,137,168,0.75150,0.87029
2000,Primary Level,male,Disabled (> 30%),0.18297,31,168,0.12433,0.24161
2000,Primary Level,female,Not Disabled (<= 30%),0.86675,203,234,0.82312,0.91039
2000,Primary Level,female,Disabled (> 30%),0.12708,31,234,0.08432,0.16985
2000,Lower Secondary Level,male,Not Disabled (<= 30%),0.86839,1016,1151,0.84885,0.88793
2000,Lower Secondary Level,male,Disabled (> 30%),0.12382,135,1151,0.10478,0.14286
2000,Lower Secondary Level,female,Not Disabled (<= 30%),0.86359,2108,2388,0.84982,0.87736
2000,Lower Secondary Level,female,Disabled (> 30%),0.13143,280,2388,0.11787,0.14498
2000,Upper Secondary Level,male,Not Disabled (<= 30%),0.84883,5426,6251,0.83995,0.85771
