year,bula_h,pgisced97,m11124,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1984,Berlin,Upper Secondary Level,Not Disabled (<= 30%),0.85424,162,162,0.79973,0.90875
1984,Berlin,Second Stage of Tertiary Education,Not Disabled (<= 30%),0.84502,32,32,0.71763,0.97242
1985,Schleswig-Holstein,Lower Secondary Level,Not Disabled (<= 30%),0.91455,80,80,0.85291,0.97620
1985,Schleswig-Holstein,Upper Secondary Level,Not Disabled (<= 30%),0.89912,179,179,0.85488,0.94337
1985,Hamburg,Lower Secondary Level,Not Disabled (<= 30%),0.91224,55,55,0.83677,0.98771
1985,Hamburg,Upper Secondary Level,Not Disabled (<= 30%),0.90941,134,134,0.86062,0.95819
1985,Lower Saxony,Primary Level,Not Disabled (<= 30%),0.76499,42,42,0.63520,0.89478
1985,Lower Saxony,Lower Secondary Level,Not Disabled (<= 30%),0.89920,280,280,0.86388,0.93453
1985,Lower Saxony,Upper Secondary Level,Not Disabled (<= 30%),0.88247,488,539,0.85526,0.90969
1985,Lower Saxony,Upper Secondary Level,Disabled (> 30%),0.11059,51,539,0.08409,0.13709
1985,Lower Saxony,First Stage of Tertiary Education,Not Disabled (<= 30%),0.95589,69,69,0.90708,1.00469
1985,Lower Saxony,Second Stage of Tertiary Education,Not Disabled (<= 30%),0.87309,66,66,0.79217,0.95402
1985,Bremen,Lower Secondary Level,Not Disabled (<= 30%),0.87714,32,32,0.76158,0.99270
1985,Bremen,Upper Secondary Level,Not Disabled (<= 30%),0.75309,53,53,0.63588,0.87030
1985,North Rhine-Westphalia,Pre-primary Level,Not Disabled (<= 30%),0.99403,61,61,0.97454,1.01352
1985,North Rhine-Westphalia,Primary Level,Not Disabled (<= 30%),0.89796,238,238,0.85942,0.93650
1985,North Rhine-Westphalia,Lower Secondary Level,Not Disabled (<= 30%),0.85222,680,753,0.82686,0.87759
1985,North Rhine-Westphalia,Lower Secondary Level,Disabled (> 30%),0.14039,73,753,0.11557,0.16522
1985,North Rhine-Westphalia,Upper Secondary Level,Not Disabled (<= 30%),0.86101,1238,1393,0.84284,0.87918
1985,North Rhine-Westphalia,Upper Secondary Level,Disabled (> 30%),0.13699,155,1393,0.11892,0.15505
1985,North Rhine-Westphalia,Post-secondary Non-tertiary Level,Not Disabled (<= 30%),0.91977,81,81,0.86024,0.97930
1985,North Rhine-Westphalia,First Stage of Tertiary Education,Not Disabled (<= 30%),0.77594,119,150,0.70899,0.84289
1985,North Rhine-Westphalia,First Stage of Tertiary Education,Disabled (> 30%),0.22406,31,150,0.15711,0.29101
1985,North Rhine-Westphalia,Second Stage of Tertiary Education,Not Disabled (<= 30%),0.91134,207,207,0.87252,0.95016
1985,Hesse,Primary Level,Not Disabled (<= 30%),0.92157,85,85,0.86407,0.97906
1985,Hesse,Lower Secondary Level,Not Disabled (<= 30%),0.86181,298,298,0.82257,0.90106
1985,Hesse,Upper Secondary Level,Not Disabled (<= 30%),0.90123,472,512,0.87537,0.92710
1985,Hesse,Upper Secondary Level,Disabled (> 30%),0.09002,40,512,0.06520,0.11483
1985,Hesse,First Stage of Tertiary Education,Not Disabled (<= 30%),0.83255,46,46,0.72346,0.94165
1985,Hesse,Second Stage of Tertiary Education,Not Disabled (<= 30%),0.88623,82,82,0.81708,0.95538
1985,"Rhineland-Palatinate, Saarland",Primary Level,Not Disabled (<= 30%),0.69728,46,46,0.56304,0.83151
1985,"Rhineland-Palatinate, Saarland",Lower Secondary Level,Not Disabled (<= 30%),0.93498,251,251,0.90442,0.96555
1985,"Rhineland-Palatinate, Saarland",Upper Secondary Level,Not Disabled (<= 30%),0.86588,315,353,0.83028,0.90148
1985,"Rhineland-Palatinate, Saarland",Upper Secondary Level,Disabled (> 30%),0.12898,38,353,0.09397,0.16400
1985,"Rhineland-Palatinate, Saarland",First Stage of Tertiary Education,Not Disabled (<= 30%),0.98580,34,34,0.94544,1.02617
1985,"Rhineland-Palatinate, Saarland",Second Stage of Tertiary Education,Not Disabled (<= 30%),0.91611,33,33,0.82006,1.01216
1985,Baden-Wuerttemberg,Pre-primary Level,Not Disabled (<= 30%),0.98541,40,40,0.94777,1.02304
1985,Baden-Wuerttemberg,Primary Level,Not Disabled (<= 30%),0.91875,232,232,0.88352,0.95399
1985,Baden-Wuerttemberg,Lower Secondary Level,Not Disabled (<= 30%),0.93618,575,575,0.91618,0.95618
1985,Baden-Wuerttemberg,Upper Secondary Level,Not Disabled (<= 30%),0.90758,801,860,0.88822,0.92695
1985,Baden-Wuerttemberg,Upper Secondary Level,Disabled (> 30%),0.09087,59,860,0.07165,0.11009
1985,Baden-Wuerttemberg,Post-secondary Non-tertiary Level,Not Disabled (<= 30%),0.98605,46,46,0.95177,1.02032
1985,Baden-Wuerttemberg,First Stage of Tertiary Education,Not Disabled (<= 30%),0.83722,94,94,0.76218,0.91225
1985,Baden-Wuerttemberg,Second Stage of Tertiary Education,Not Disabled (<= 30%),0.93334,105,105,0.88540,0.98128
1985,Bavaria,Primary Level,Not Disabled (<= 30%),0.83012,76,76,0.74513,0.91511
1985,Bavaria,Lower Secondary Level,Not Disabled (<= 30%),0.90275,493,532,0.87755,0.92795
1985,Bavaria,Lower Secondary Level,Disabled (> 30%),0.09204,39,532,0.06745,0.11662
1985,Bavaria,Upper Secondary Level,Not Disabled (<= 30%),0.89256,860,935,0.87270,0.91242
1985,Bavaria,Upper Secondary Level,Disabled (> 30%),0.10026,75,935,0.08099,0.11952
1985,Bavaria,Post-secondary Non-tertiary Level,Not Disabled (<= 30%),0.83583,40,40,0.71956,0.95209
1985,Bavaria,First Stage of Tertiary Education,Not Disabled (<= 30%),0.84277,104,104,0.77246,0.91307
1985,Bavaria,Second Stage of Tertiary Education,Not Disabled (<= 30%),0.91130,137,137,0.86352,0.95909
1985,Berlin,Lower Secondary Level,Not Disabled (<= 30%),0.86868,76,76,0.79224,0.94512
1985,Berlin,Upper Secondary Level,Not Disabled (<= 30%),0.83549,140,140,0.77385,0.89712
1985,Berlin,Second Stage of Tertiary Education,Not Disabled (<= 30%),0.84748,32,32,0.72092,0.97404
1987,Schleswig-Holstein,Lower Secondary Level,Not Disabled (<= 30%),0.86675,66,66,0.78413,0.94937
1987,Schleswig-Holstein,Upper Secondary Level,Not Disabled (<= 30%),0.89545,168,168,0.84905,0.94186
1987,Hamburg,Lower Secondary Level,Not Disabled (<= 30%),0.85641,45,45,0.75279,0.96003
1987,Hamburg,Upper Secondary Level,Not Disabled (<= 30%),0.90073,106,106,0.84353,0.95792
1987,Lower Saxony,Primary Level,Not Disabled (<= 30%),0.71353,41,41,0.57342,0.85364
1987,Lower Saxony,Lower Secondary Level,Not Disabled (<= 30%),0.87758,263,295,0.84011,0.91504
1987,Lower Saxony,Lower Secondary Level,Disabled (> 30%),0.11971,32,295,0.08260,0.15682
1987,Lower Saxony,Upper Secondary Level,Not Disabled (<= 30%),0.87952,497,553,0.85236,0.90667
1987,Lower Saxony,Upper Secondary Level,Disabled (> 30%),0.11880,56,553,0.09181,0.14580
1987,Lower Saxony,First Stage of Tertiary Education,Not Disabled (<= 30%),0.92723,65,65,0.86358,0.99087
1987,Lower Saxony,Second Stage of Tertiary Education,Not Disabled (<= 30%),0.87657,70,70,0.79896,0.95419
1987,Bremen,Upper Secondary Level,Not Disabled (<= 30%),0.86927,51,51,0.77583,0.96271
1987,North Rhine-Westphalia,Pre-primary Level,Not Disabled (<= 30%),0.98627,79,79,0.96045,1.01210
1987,North Rhine-Westphalia,Primary Level,Not Disabled (<= 30%),0.90737,213,213,0.86834,0.94639
1987,North Rhine-Westphalia,Lower Secondary Level,Not Disabled (<= 30%),0.85015,617,684,0.82338,0.87692
1987,North Rhine-Westphalia,Lower Secondary Level,Disabled (> 30%),0.14285,67,684,0.11661,0.16909
1987,North Rhine-Westphalia,Upper Secondary Level,Not Disabled (<= 30%),0.85766,1182,1334,0.83890,0.87642
1987,North Rhine-Westphalia,Upper Secondary Level,Disabled (> 30%),0.13889,152,1334,0.12033,0.15746
1987,North Rhine-Westphalia,Post-secondary Non-tertiary Level,Not Disabled (<= 30%),0.94057,80,80,0.88843,0.99270
1987,North Rhine-Westphalia,First Stage of Tertiary Education,Not Disabled (<= 30%),0.77842,117,117,0.70284,0.85400
1987,North Rhine-Westphalia,Second Stage of Tertiary Education,Not Disabled (<= 30%),0.93191,207,207,0.89751,0.96631
1987,Hesse,Primary Level,Not Disabled (<= 30%),0.82544,77,77,0.74009,0.91078
1987,Hesse,Lower Secondary Level,Not Disabled (<= 30%),0.86678,267,267,0.82594,0.90761
1987,Hesse,Upper Secondary Level,Not Disabled (<= 30%),0.90554,444,477,0.87926,0.93181
1987,Hesse,Upper Secondary Level,Disabled (> 30%),0.08784,33,477,0.06241,0.11327
1987,Hesse,First Stage of Tertiary Education,Not Disabled (<= 30%),0.81966,40,40,0.69900,0.94033
1987,Hesse,Second Stage of Tertiary Education,Not Disabled (<= 30%),0.90720,84,84,0.84478,0.96962
1987,"Rhineland-Palatinate, Saarland",Primary Level,Not Disabled (<= 30%),0.85107,41,41,0.74074,0.96140
1987,"Rhineland-Palatinate, Saarland",Lower Secondary Level,Not Disabled (<= 30%),0.94277,244,244,0.91357,0.97198
1987,"Rhineland-Palatinate, Saarland",Upper Secondary Level,Not Disabled (<= 30%),0.85677,324,366,0.82083,0.89271
1987,"Rhineland-Palatinate, Saarland",Upper Secondary Level,Disabled (> 30%),0.14044,42,366,0.10479,0.17608
1987,"Rhineland-Palatinate, Saarland",Second Stage of Tertiary Education,Not Disabled (<= 30%),0.95513,37,37,0.88751,1.02276
1987,Baden-Wuerttemberg,Primary Level,Not Disabled (<= 30%),0.88847,204,204,0.84516,0.93177
1987,Baden-Wuerttemberg,Lower Secondary Level,Not Disabled (<= 30%),0.93833,572,572,0.91860,0.95806
1987,Baden-Wuerttemberg,Upper Secondary Level,Not Disabled (<= 30%),0.90383,768,826,0.88371,0.92395
1987,Baden-Wuerttemberg,Upper Secondary Level,Disabled (> 30%),0.09176,58,826,0.07206,0.11146
1987,Baden-Wuerttemberg,Post-secondary Non-tertiary Level,Not Disabled (<= 30%),0.99020,51,51,0.96289,1.01751
1987,Baden-Wuerttemberg,First Stage of Tertiary Education,Not Disabled (<= 30%),0.82121,89,89,0.74116,0.90127
1987,Baden-Wuerttemberg,Second Stage of Tertiary Education,Not Disabled (<= 30%),0.90552,98,98,0.84731,0.96373
1987,Bavaria,Primary Level,Not Disabled (<= 30%),0.83518,61,61,0.74130,0.92906
1987,Bavaria,Lower Secondary Level,Not Disabled (<= 30%),0.92476,440,440,0.90008,0.94943
1987,Bavaria,Upper Secondary Level,Not Disabled (<= 30%),0.89331,803,867,0.87275,0.91388
1987,Bavaria,Upper Secondary Level,Disabled (> 30%),0.09646,64,867,0.07680,0.11612
1987,Bavaria,Post-secondary Non-tertiary Level,Not Disabled (<= 30%),0.81802,34,34,0.68638,0.94966
1987,Bavaria,First Stage of Tertiary Education,Not Disabled (<= 30%),0.85815,86,86,0.78398,0.93232
1987,Bavaria,Second Stage of Tertiary Education,Not Disabled (<= 30%),0.92920,133,133,0.88544,0.97295
1987,Berlin,Lower Secondary Level,Not Disabled (<= 30%),0.83457,75,75,0.74991,0.91923
1987,Berlin,Upper Secondary Level,Not Disabled (<= 30%),0.81448,140,140,0.74986,0.87911
1988,Schleswig-Holstein,Lower Secondary Level,Not Disabled (<= 30%),0.81707,63,63,0.72083,0.91330
1988,Schleswig-Holstein,Upper Secondary Level,Not Disabled (<= 30%),0.89207,166,166,0.84472,0.93941
1988,Hamburg,Lower Secondary Level,Not Disabled (<= 30%),0.88472,43,43,0.78814,0.98131
1988,Hamburg,Upper Secondary Level,Not Disabled (<= 30%),0.92882,95,95,0.87684,0.98080
1988,Lower Saxony,Primary Level,Not Disabled (<= 30%),0.75129,38,38,0.61200,0.89057
1988,Lower Saxony,Lower Secondary Level,Not Disabled (<= 30%),0.89093,249,249,0.85213,0.92973
1988,Lower Saxony,Upper Secondary Level,Not Disabled (<= 30%),0.88162,468,520,0.85383,0.90942
1988,Lower Saxony,Upper Secondary Level,Disabled (> 30%),0.11361,52,520,0.08631,0.14091
1988,Lower Saxony,First Stage of Tertiary Education,Not Disabled (<= 30%),0.93387,66,66,0.87346,0.99429
1988,Lower Saxony,Second Stage of Tertiary Education,Not Disabled (<= 30%),0.91835,73,73,0.85510,0.98160
1988,Bremen,Upper Secondary Level,Not Disabled (<= 30%),0.78752,42,42,0.66230,0.91273
1988,North Rhine-Westphalia,Primary Level,Not Disabled (<= 30%),0.89685,183,183,0.85266,0.94104
1988,North Rhine-Westphalia,Lower Secondary Level,Not Disabled (<= 30%),0.83730,583,655,0.80902,0.86559
1988,North Rhine-Westphalia,Lower Secondary Level,Disabled (> 30%),0.15639,72,655,0.12855,0.18423
1988,North Rhine-Westphalia,Upper Secondary Level,Not Disabled (<= 30%),0.83683,1108,1271,0.81651,0.85716
1988,North Rhine-Westphalia,Upper Secondary Level,Disabled (> 30%),0.15729,163,1271,0.13727,0.17731
1988,North Rhine-Westphalia,Post-secondary Non-tertiary Level,Not Disabled (<= 30%),0.92172,82,82,0.86322,0.98022
1988,North Rhine-Westphalia,First Stage of Tertiary Education,Not Disabled (<= 30%),0.78071,118,118,0.70574,0.85569
1988,North Rhine-Westphalia,Second Stage of Tertiary Education,Not Disabled (<= 30%),0.90904,192,192,0.86826,0.94982
1988,Hesse,Primary Level,Not Disabled (<= 30%),0.84969,73,73,0.76714,0.93224
1988,Hesse,Lower Secondary Level,Not Disabled (<= 30%),0.84065,257,257,0.79581,0.88548
1988,Hesse,Upper Secondary Level,Not Disabled (<= 30%),0.89434,419,456,0.86609,0.92258
1988,Hesse,Upper Secondary Level,Disabled (> 30%),0.09718,37,456,0.06996,0.12440
1988,Hesse,First Stage of Tertiary Education,Not Disabled (<= 30%),0.67906,33,33,0.51731,0.84081
1988,Hesse,Second Stage of Tertiary Education,Not Disabled (<= 30%),0.86932,72,72,0.79092,0.94772
1988,"Rhineland-Palatinate, Saarland",Primary Level,Not Disabled (<= 30%),0.84395,40,40,0.73005,0.95785
1988,"Rhineland-Palatinate, Saarland",Lower Secondary Level,Not Disabled (<= 30%),0.90286,223,223,0.86390,0.94181
1988,"Rhineland-Palatinate, Saarland",Upper Secondary Level,Not Disabled (<= 30%),0.80706,303,361,0.76630,0.84782
1988,"Rhineland-Palatinate, Saarland",Upper Secondary Level,Disabled (> 30%),0.19060,58,361,0.15003,0.23118
1988,"Rhineland-Palatinate, Saarland",Second Stage of Tertiary Education,Not Disabled (<= 30%),0.93151,36,36,0.84783,1.01519
1988,Baden-Wuerttemberg,Primary Level,Not Disabled (<= 30%),0.85692,185,185,0.80632,0.90751
1988,Baden-Wuerttemberg,Lower Secondary Level,Not Disabled (<= 30%),0.92594,545,577,0.90455,0.94732
1988,Baden-Wuerttemberg,Lower Secondary Level,Disabled (> 30%),0.07406,32,577,0.05268,0.09545
1988,Baden-Wuerttemberg,Upper Secondary Level,Not Disabled (<= 30%),0.89250,736,804,0.87108,0.91393
1988,Baden-Wuerttemberg,Upper Secondary Level,Disabled (> 30%),0.10429,68,804,0.08315,0.12543
1988,Baden-Wuerttemberg,Post-secondary Non-tertiary Level,Not Disabled (<= 30%),0.95202,48,48,0.89091,1.01312
1988,Baden-Wuerttemberg,First Stage of Tertiary Education,Not Disabled (<= 30%),0.88349,88,88,0.81607,0.95091
1988,Baden-Wuerttemberg,Second Stage of Tertiary Education,Not Disabled (<= 30%),0.91486,93,93,0.85783,0.97189
1988,Bavaria,Primary Level,Not Disabled (<= 30%),0.79586,59,59,0.69213,0.89960
1988,Bavaria,Lower Secondary Level,Not Disabled (<= 30%),0.90008,414,414,0.87116,0.92901
1988,Bavaria,Upper Secondary Level,Not Disabled (<= 30%),0.88974,763,830,0.86842,0.91106
1988,Bavaria,Upper Secondary Level,Disabled (> 30%),0.10597,67,830,0.08502,0.12693
1988,Bavaria,Post-secondary Non-tertiary Level,Not Disabled (<= 30%),0.80550,35,35,0.67245,0.93854
1988,Bavaria,First Stage of Tertiary Education,Not Disabled (<= 30%),0.85912,79,79,0.78191,0.93633
1988,Bavaria,Second Stage of Tertiary Education,Not Disabled (<= 30%),0.94377,124,124,0.90306,0.98448
1988,Berlin,Lower Secondary Level,Not Disabled (<= 30%),0.77629,72,72,0.67936,0.87323
1988,Berlin,Upper Secondary Level,Not Disabled (<= 30%),0.83789,124,124,0.77276,0.90303
1989,Schleswig-Holstein,Lower Secondary Level,Not Disabled (<= 30%),0.79918,55,55,0.69233,0.90603
1989,Schleswig-Holstein,Upper Secondary Level,Not Disabled (<= 30%),0.85836,147,147,0.80180,0.91492
1989,Hamburg,Lower Secondary Level,Not Disabled (<= 30%),0.87348,39,39,0.76778,0.97918
1989,Hamburg,Upper Secondary Level,Not Disabled (<= 30%),0.88284,88,88,0.81526,0.95042
1989,Lower Saxony,Primary Level,Not Disabled (<= 30%),0.67922,38,38,0.52881,0.82962
1989,Lower Saxony,Lower Secondary Level,Not Disabled (<= 30%),0.87622,233,233,0.83384,0.91859
1989,Lower Saxony,Upper Secondary Level,Not Disabled (<= 30%),0.87062,449,500,0.84118,0.90007
1989,Lower Saxony,Upper Secondary Level,Disabled (> 30%),0.12260,51,500,0.09382,0.15137
1989,Lower Saxony,First Stage of Tertiary Education,Not Disabled (<= 30%),0.90163,58,58,0.82432,0.97895
1989,Lower Saxony,Second Stage of Tertiary Education,Not Disabled (<= 30%),0.92769,70,70,0.86657,0.98880
1989,Bremen,Upper Secondary Level,Not Disabled (<= 30%),0.71973,42,42,0.58225,0.85721
1989,North Rhine-Westphalia,Pre-primary Level,Not Disabled (<= 30%),0.98645,74,74,0.95992,1.01297
1989,North Rhine-Westphalia,Primary Level,Not Disabled (<= 30%),0.87736,171,171,0.82805,0.92667
1989,North Rhine-Westphalia,Lower Secondary Level,Not Disabled (<= 30%),0.83068,563,630,0.80137,0.85999
1989,North Rhine-Westphalia,Lower Secondary Level,Disabled (> 30%),0.16546,67,630,0.13642,0.19450
1989,North Rhine-Westphalia,Upper Secondary Level,Not Disabled (<= 30%),0.84026,1088,1243,0.81988,0.86063
1989,North Rhine-Westphalia,Upper Secondary Level,Disabled (> 30%),0.15545,155,1243,0.13530,0.17561
1989,North Rhine-Westphalia,Post-secondary Non-tertiary Level,Not Disabled (<= 30%),0.92512,77,77,0.86595,0.98430
1989,North Rhine-Westphalia,First Stage of Tertiary Education,Not Disabled (<= 30%),0.78917,111,111,0.71294,0.86540
1989,North Rhine-Westphalia,Second Stage of Tertiary Education,Not Disabled (<= 30%),0.89695,184,184,0.85290,0.94100
1989,Hesse,Primary Level,Not Disabled (<= 30%),0.85398,67,67,0.76879,0.93918
1989,Hesse,Lower Secondary Level,Not Disabled (<= 30%),0.83808,245,245,0.79186,0.88430
1989,Hesse,Upper Secondary Level,Not Disabled (<= 30%),0.88862,427,468,0.86008,0.91715
1989,Hesse,Upper Secondary Level,Disabled (> 30%),0.10516,41,468,0.07734,0.13298
1989,Hesse,Post-secondary Non-tertiary Level,Not Disabled (<= 30%),0.99667,32,32,0.97639,1.01695
1989,Hesse,First Stage of Tertiary Education,Not Disabled (<= 30%),0.75735,34,34,0.61109,0.90361
1989,Hesse,Second Stage of Tertiary Education,Not Disabled (<= 30%),0.89221,71,71,0.81956,0.96486
1989,"Rhineland-Palatinate, Saarland",Primary Level,Not Disabled (<= 30%),0.91391,35,35,0.81962,1.00819
1989,"Rhineland-Palatinate, Saarland",Lower Secondary Level,Not Disabled (<= 30%),0.90570,204,204,0.86550,0.94590
1989,"Rhineland-Palatinate, Saarland",Upper Secondary Level,Not Disabled (<= 30%),0.84577,295,340,0.80732,0.88422
1989,"Rhineland-Palatinate, Saarland",Upper Secondary Level,Disabled (> 30%),0.15423,45,340,0.11578,0.19268
1989,"Rhineland-Palatinate, Saarland",Second Stage of Tertiary Education,Not Disabled (<= 30%),0.85161,32,32,0.72647,0.97675
1989,Baden-Wuerttemberg,Primary Level,Not Disabled (<= 30%),0.82144,172,172,0.76403,0.87884
1989,Baden-Wuerttemberg,Lower Secondary Level,Not Disabled (<= 30%),0.91360,508,542,0.88992,0.93727
1989,Baden-Wuerttemberg,Lower Secondary Level,Disabled (> 30%),0.08385,34,542,0.06050,0.10721
1989,Baden-Wuerttemberg,Upper Secondary Level,Not Disabled (<= 30%),0.88895,717,781,0.86690,0.91100
1989,Baden-Wuerttemberg,Upper Secondary Level,Disabled (> 30%),0.10584,64,781,0.08425,0.12743
1989,Baden-Wuerttemberg,Post-secondary Non-tertiary Level,Not Disabled (<= 30%),0.94680,50,50,0.88396,1.00964
1989,Baden-Wuerttemberg,First Stage of Tertiary Education,Not Disabled (<= 30%),0.86322,81,81,0.78792,0.93852
1989,Baden-Wuerttemberg,Second Stage of Tertiary Education,Not Disabled (<= 30%),0.92321,94,94,0.86910,0.97733
1989,Bavaria,Pre-primary Level,Not Disabled (<= 30%),0.96717,35,35,0.90728,1.02707
1989,Bavaria,Primary Level,Not Disabled (<= 30%),0.80280,56,56,0.69764,0.90795
1989,Bavaria,Lower Secondary Level,Not Disabled (<= 30%),0.88497,387,418,0.85434,0.91559
1989,Bavaria,Lower Secondary Level,Disabled (> 30%),0.10858,31,418,0.07872,0.13844
1989,Bavaria,Upper Secondary Level,Not Disabled (<= 30%),0.88378,744,811,0.86171,0.90585
1989,Bavaria,Upper Secondary Level,Disabled (> 30%),0.11204,67,811,0.09032,0.13376
1989,Bavaria,Post-secondary Non-tertiary Level,Not Disabled (<= 30%),0.84501,40,40,0.73142,0.95859
