year,regtyp,sex,m11124,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1995,Rural regions,female,Not Disabled (<= 30%),0.73425,2178,2327,0.71630,0.75221
1995,Rural regions,female,Disabled (> 30%),0.07193,149,2327,0.06143,0.08243
1996,Urban regions,male,Not Disabled (<= 30%),0.69122,3632,4092,0.67706,0.70537
1996,Urban regions,male,Disabled (> 30%),0.11677,460,4092,0.10693,0.12661
1996,Urban regions,female,Not Disabled (<= 30%),0.73788,4026,4423,0.72491,0.75084
1996,Urban regions,female,Disabled (> 30%),0.09925,397,4423,0.09043,0.10806
1996,Rural regions,male,Not Disabled (<= 30%),0.69775,1970,2182,0.67847,0.71702
1996,Rural regions,male,Disabled (> 30%),0.11126,212,2182,0.09806,0.12446
1996,Rural regions,female,Not Disabled (<= 30%),0.73779,2139,2302,0.71982,0.75576
1996,Rural regions,female,Disabled (> 30%),0.07685,163,2302,0.06597,0.08774
1997,Urban regions,male,Not Disabled (<= 30%),0.69374,3596,4043,0.67953,0.70795
1997,Urban regions,male,Disabled (> 30%),0.11539,447,4043,0.10554,0.12524
1997,Urban regions,female,Not Disabled (<= 30%),0.74077,3927,4314,0.72769,0.75385
1997,Urban regions,female,Disabled (> 30%),0.09735,387,4314,0.08850,0.10620
1997,Rural regions,male,Not Disabled (<= 30%),0.69750,1928,2136,0.67802,0.71698
1997,Rural regions,male,Disabled (> 30%),0.10740,208,2136,0.09427,0.12054
1997,Rural regions,female,Not Disabled (<= 30%),0.73535,2104,2273,0.71721,0.75349
1997,Rural regions,female,Disabled (> 30%),0.08025,169,2273,0.06908,0.09142
1998,Urban regions,male,Not Disabled (<= 30%),0.70424,3954,4468,0.69086,0.71762
1998,Urban regions,male,Disabled (> 30%),0.11446,514,4468,0.10512,0.12379
1998,Urban regions,female,Not Disabled (<= 30%),0.73821,4342,4802,0.72578,0.75065
1998,Urban regions,female,Disabled (> 30%),0.10071,460,4802,0.09219,0.10922
1998,Rural regions,male,Not Disabled (<= 30%),0.69985,2148,2398,0.68151,0.71820
1998,Rural regions,male,Disabled (> 30%),0.10602,250,2398,0.09370,0.11834
1998,Rural regions,female,Not Disabled (<= 30%),0.73732,2335,2523,0.72015,0.75450
1998,Rural regions,female,Disabled (> 30%),0.07847,188,2523,0.06798,0.08897
1999,Urban regions,male,Not Disabled (<= 30%),0.70749,3795,4287,0.69387,0.72111
1999,Urban regions,male,Disabled (> 30%),0.11621,492,4287,0.10661,0.12580
1999,Urban regions,female,Not Disabled (<= 30%),0.73196,4138,4595,0.71915,0.74477
1999,Urban regions,female,Disabled (> 30%),0.10630,457,4595,0.09739,0.11522
1999,Rural regions,male,Not Disabled (<= 30%),0.70029,2071,2311,0.68161,0.71897
1999,Rural regions,male,Disabled (> 30%),0.10868,240,2311,0.09599,0.12137
1999,Rural regions,female,Not Disabled (<= 30%),0.74172,2261,2457,0.72441,0.75903
1999,Rural regions,female,Disabled (> 30%),0.08187,196,2457,0.07103,0.09271
2000,Urban regions,male,Not Disabled (<= 30%),0.70875,6618,7515,0.69847,0.71902
2000,Urban regions,male,Disabled (> 30%),0.10778,897,7515,0.10077,0.11479
2000,Urban regions,female,Not Disabled (<= 30%),0.74841,7444,8201,0.73902,0.75781
2000,Urban regions,female,Disabled (> 30%),0.08936,757,8201,0.08318,0.09553
2000,Rural regions,male,Not Disabled (<= 30%),0.71447,3606,4039,0.70054,0.72840
2000,Rural regions,male,Disabled (> 30%),0.10017,433,4039,0.09091,0.10943
2000,Rural regions,female,Not Disabled (<= 30%),0.75456,3964,4299,0.74170,0.76743
2000,Rural regions,female,Disabled (> 30%),0.07414,335,4299,0.06631,0.08197
2001,Urban regions,male,Not Disabled (<= 30%),0.70939,6020,6826,0.69862,0.72017
2001,Urban regions,male,Disabled (> 30%),0.10655,806,6826,0.09923,0.11387
2001,Urban regions,female,Not Disabled (<= 30%),0.74310,6758,7482,0.73320,0.75300
2001,Urban regions,female,Disabled (> 30%),0.09359,724,7482,0.08699,0.10019
2001,Rural regions,male,Not Disabled (<= 30%),0.72502,3295,3674,0.71058,0.73946
2001,Rural regions,male,Disabled (> 30%),0.09985,379,3674,0.09016,0.10955
2001,Rural regions,female,Not Disabled (<= 30%),0.75899,3596,3882,0.74554,0.77245
2001,Rural regions,female,Disabled (> 30%),0.06843,286,3882,0.06048,0.07637
2002,Urban regions,male,Not Disabled (<= 30%),0.70561,6494,7359,0.69519,0.71602
2002,Urban regions,male,Disabled (> 30%),0.11401,865,7359,0.10675,0.12127
2002,Urban regions,female,Not Disabled (<= 30%),0.73964,7152,7921,0.72998,0.74931
2002,Urban regions,female,Disabled (> 30%),0.09918,769,7921,0.09259,0.10576
2002,Rural regions,male,Not Disabled (<= 30%),0.71622,3334,3746,0.70178,0.73066
2002,Rural regions,male,Disabled (> 30%),0.10702,412,3746,0.09712,0.11692
2002,Rural regions,female,Not Disabled (<= 30%),0.75138,3636,3951,0.73790,0.76486
2002,Rural regions,female,Disabled (> 30%),0.08044,315,3951,0.07196,0.08892
2003,Urban regions,male,Not Disabled (<= 30%),0.71136,6245,7081,0.70080,0.72191
2003,Urban regions,male,Disabled (> 30%),0.11105,836,7081,0.10373,0.11837
2003,Urban regions,female,Not Disabled (<= 30%),0.73804,6907,7660,0.72819,0.74788
2003,Urban regions,female,Disabled (> 30%),0.09929,753,7660,0.09259,0.10599
2003,Rural regions,male,Not Disabled (<= 30%),0.71401,3163,3580,0.69920,0.72881
2003,Rural regions,male,Disabled (> 30%),0.11174,417,3580,0.10142,0.12206
2003,Rural regions,female,Not Disabled (<= 30%),0.76225,3501,3806,0.74873,0.77578
2003,Rural regions,female,Disabled (> 30%),0.07661,305,3806,0.06816,0.08506
2004,Urban regions,male,Not Disabled (<= 30%),0.71082,6038,6869,0.70009,0.72154
2004,Urban regions,male,Disabled (> 30%),0.11411,831,6869,0.10659,0.12163
2004,Urban regions,female,Not Disabled (<= 30%),0.73703,6714,7485,0.72706,0.74701
2004,Urban regions,female,Disabled (> 30%),0.10395,771,7485,0.09704,0.11087
2004,Rural regions,male,Not Disabled (<= 30%),0.71957,3080,3492,0.70467,0.73447
2004,Rural regions,male,Disabled (> 30%),0.11460,412,3492,0.10403,0.12516
2004,Rural regions,female,Not Disabled (<= 30%),0.75988,3411,3729,0.74617,0.77359
2004,Rural regions,female,Disabled (> 30%),0.08498,318,3729,0.07603,0.09393
2005,Urban regions,male,Not Disabled (<= 30%),0.71508,5734,6559,0.70415,0.72600
2005,Urban regions,male,Disabled (> 30%),0.11450,825,6559,0.10679,0.12220
2005,Urban regions,female,Not Disabled (<= 30%),0.74922,6467,7201,0.73921,0.75923
2005,Urban regions,female,Disabled (> 30%),0.09914,734,7201,0.09223,0.10604
2005,Rural regions,male,Not Disabled (<= 30%),0.72066,2912,3321,0.70540,0.73592
2005,Rural regions,male,Disabled (> 30%),0.11584,409,3321,0.10496,0.12673
2005,Rural regions,female,Not Disabled (<= 30%),0.75967,3257,3579,0.74566,0.77367
2005,Rural regions,female,Disabled (> 30%),0.08656,322,3579,0.07735,0.09578
2006,Urban regions,male,Not Disabled (<= 30%),0.70863,5977,6880,0.69789,0.71937
2006,Urban regions,male,Disabled (> 30%),0.11628,903,6880,0.10871,0.12386
2006,Urban regions,female,Not Disabled (<= 30%),0.73381,6764,7581,0.72386,0.74376
2006,Urban regions,female,Disabled (> 30%),0.10614,817,7581,0.09921,0.11308
2006,Rural regions,male,Not Disabled (<= 30%),0.70627,3119,3570,0.69132,0.72121
2006,Rural regions,male,Disabled (> 30%),0.11433,451,3570,0.10389,0.12477
2006,Rural regions,female,Not Disabled (<= 30%),0.75466,3532,3891,0.74114,0.76819
2006,Rural regions,female,Disabled (> 30%),0.08468,359,3891,0.07593,0.09342
2007,Urban regions,male,Not Disabled (<= 30%),0.70534,5532,6376,0.69415,0.71653
2007,Urban regions,male,Disabled (> 30%),0.11865,844,6376,0.11071,0.12659
2007,Urban regions,female,Not Disabled (<= 30%),0.73344,6315,7092,0.72315,0.74374
2007,Urban regions,female,Disabled (> 30%),0.10352,777,7092,0.09643,0.11062
2007,Rural regions,male,Not Disabled (<= 30%),0.71431,2960,3378,0.69908,0.72955
2007,Rural regions,male,Disabled (> 30%),0.11032,418,3378,0.09975,0.12089
2007,Rural regions,female,Not Disabled (<= 30%),0.76215,3273,3626,0.74829,0.77601
2007,Rural regions,female,Disabled (> 30%),0.08991,353,3626,0.08060,0.09922
2008,Urban regions,male,Not Disabled (<= 30%),0.71779,5230,6007,0.70641,0.72917
2008,Urban regions,male,Disabled (> 30%),0.11253,777,6007,0.10454,0.12053
2008,Urban regions,female,Not Disabled (<= 30%),0.73700,5946,6676,0.72644,0.74756
2008,Urban regions,female,Disabled (> 30%),0.10387,730,6676,0.09655,0.11119
2008,Rural regions,male,Not Disabled (<= 30%),0.71359,2762,3181,0.69787,0.72930
2008,Rural regions,male,Disabled (> 30%),0.11739,419,3181,0.10620,0.12858
2008,Rural regions,female,Not Disabled (<= 30%),0.76843,3095,3415,0.75428,0.78258
2008,Rural regions,female,Disabled (> 30%),0.08782,320,3415,0.07833,0.09732
2009,Urban regions,male,Not Disabled (<= 30%),0.72052,4801,5542,0.70870,0.73233
2009,Urban regions,male,Disabled (> 30%),0.11376,741,5542,0.10540,0.12212
2009,Urban regions,female,Not Disabled (<= 30%),0.73999,5485,6157,0.72903,0.75095
2009,Urban regions,female,Disabled (> 30%),0.10481,672,6157,0.09716,0.11246
2009,Rural regions,male,Not Disabled (<= 30%),0.72202,2640,3036,0.70608,0.73796
2009,Rural regions,male,Disabled (> 30%),0.11109,396,3036,0.09991,0.12227
2009,Rural regions,female,Not Disabled (<= 30%),0.76946,2921,3245,0.75496,0.78395
2009,Rural regions,female,Disabled (> 30%),0.09037,324,3245,0.08050,0.10023
2010,Urban regions,male,Not Disabled (<= 30%),0.72228,6311,7075,0.71184,0.73271
2010,Urban regions,male,Disabled (> 30%),0.11098,764,7075,0.10366,0.11830
2010,Urban regions,female,Not Disabled (<= 30%),0.74105,7839,8556,0.73177,0.75034
2010,Urban regions,female,Disabled (> 30%),0.10531,717,8556,0.09880,0.11181
2010,Rural regions,male,Not Disabled (<= 30%),0.72453,3398,3805,0.71033,0.73872
2010,Rural regions,male,Disabled (> 30%),0.11628,407,3805,0.10609,0.12646
2010,Rural regions,female,Not Disabled (<= 30%),0.76091,4126,4464,0.74840,0.77342
2010,Rural regions,female,Disabled (> 30%),0.08983,338,4464,0.08144,0.09822
2011,Urban regions,male,Not Disabled (<= 30%),0.72183,7260,8181,0.71212,0.73154
2011,Urban regions,male,Disabled (> 30%),0.10478,921,8181,0.09814,0.11142
2011,Urban regions,female,Not Disabled (<= 30%),0.73531,9085,10012,0.72667,0.74395
2011,Urban regions,female,Disabled (> 30%),0.10717,927,10012,0.10111,0.11322
2011,Rural regions,male,Not Disabled (<= 30%),0.72171,4107,4659,0.70884,0.73458
2011,Rural regions,male,Disabled (> 30%),0.11214,552,4659,0.10308,0.12121
2011,Rural regions,female,Not Disabled (<= 30%),0.75561,5019,5489,0.74425,0.76698
2011,Rural regions,female,Disabled (> 30%),0.09465,470,5489,0.08691,0.10240
2012,Urban regions,male,Not Disabled (<= 30%),0.71848,6951,7896,0.70856,0.72840
2012,Urban regions,male,Disabled (> 30%),0.10968,945,7896,0.10279,0.11658
2012,Urban regions,female,Not Disabled (<= 30%),0.73344,8656,9608,0.72460,0.74228
2012,Urban regions,female,Disabled (> 30%),0.10840,952,9608,0.10219,0.11462
2012,Rural regions,male,Not Disabled (<= 30%),0.71434,4046,4638,0.70134,0.72735
2012,Rural regions,male,Disabled (> 30%),0.12608,592,4638,0.11652,0.13563
2012,Rural regions,female,Not Disabled (<= 30%),0.75478,4936,5447,0.74335,0.76620
2012,Rural regions,female,Disabled (> 30%),0.09602,511,5447,0.08819,0.10384
2013,Urban regions,male,Not Disabled (<= 30%),0.72290,8166,9159,0.71373,0.73207
2013,Urban regions,male,Disabled (> 30%),0.10744,993,9159,0.10110,0.11378
2013,Urban regions,female,Not Disabled (<= 30%),0.73222,10001,10984,0.72394,0.74050
2013,Urban regions,female,Disabled (> 30%),0.11202,983,10984,0.10612,0.11792
2013,Rural regions,male,Not Disabled (<= 30%),0.71237,4221,4810,0.69958,0.72516
2013,Rural regions,male,Disabled (> 30%),0.12648,589,4810,0.11708,0.13587
2013,Rural regions,female,Not Disabled (<= 30%),0.76209,5150,5625,0.75096,0.77322
2013,Rural regions,female,Disabled (> 30%),0.09149,475,5625,0.08395,0.09902
2014,Urban regions,male,Not Disabled (<= 30%),0.71663,7114,8053,0.70679,0.72647
2014,Urban regions,male,Disabled (> 30%),0.11337,939,8053,0.10645,0.12030
2014,Urban regions,female,Not Disabled (<= 30%),0.72898,8640,9575,0.72007,0.73788
2014,Urban regions,female,Disabled (> 30%),0.11354,935,9575,0.10718,0.11989
2014,Rural regions,male,Not Disabled (<= 30%),0.71720,3790,4358,0.70383,0.73058
2014,Rural regions,male,Disabled (> 30%),0.12759,568,4358,0.11768,0.13749
2014,Rural regions,female,Not Disabled (<= 30%),0.74631,4533,5048,0.73430,0.75831
2014,Rural regions,female,Disabled (> 30%),0.11086,515,5048,0.10220,0.11952
2015,Urban regions,male,Not Disabled (<= 30%),0.72078,7123,7991,0.71094,0.73062
2015,Urban regions,male,Disabled (> 30%),0.11454,868,7991,0.10755,0.12152
2015,Urban regions,female,Not Disabled (<= 30%),0.73736,8607,9475,0.72850,0.74623
2015,Urban regions,female,Disabled (> 30%),0.10768,868,9475,0.10144,0.11392
2015,Rural regions,male,Not Disabled (<= 30%),0.72386,3807,4298,0.71050,0.73723
2015,Rural regions,male,Disabled (> 30%),0.11516,491,4298,0.10561,0.12470
2015,Rural regions,female,Not Disabled (<= 30%),0.74421,4469,4971,0.73208,0.75634
2015,Rural regions,female,Disabled (> 30%),0.10894,502,4971,0.10028,0.11760
2016,Urban regions,male,Not Disabled (<= 30%),0.71051,6358,7180,0.70002,0.72101
2016,Urban regions,male,Disabled (> 30%),0.11501,822,7180,0.10763,0.12239
2016,Urban regions,female,Not Disabled (<= 30%),0.73696,7760,8568,0.72763,0.74628
2016,Urban regions,female,Disabled (> 30%),0.10438,808,8568,0.09790,0.11085
2016,Rural regions,male,Not Disabled (<= 30%),0.71224,3453,3924,0.69807,0.72640
2016,Rural regions,male,Disabled (> 30%),0.11831,471,3924,0.10820,0.12841
2016,Rural regions,female,Not Disabled (<= 30%),0.74219,4091,4558,0.72949,0.75489
2016,Rural regions,female,Disabled (> 30%),0.10557,467,4558,0.09665,0.11449
2017,Urban regions,male,Not Disabled (<= 30%),0.70987,6980,7870,0.69984,0.71990
2017,Urban regions,male,Disabled (> 30%),0.11095,890,7870,0.10401,0.11789
2017,Urban regions,female,Not Disabled (<= 30%),0.73460,8373,9274,0.72561,0.74359
2017,Urban regions,female,Disabled (> 30%),0.10306,901,9274,0.09687,0.10925
2017,Rural regions,male,Not Disabled (<= 30%),0.71739,3839,4367,0.70404,0.73075
2017,Rural regions,male,Disabled (> 30%),0.11001,528,4367,0.10073,0.11929
2017,Rural regions,female,Not Disabled (<= 30%),0.73947,4474,4980,0.72728,0.75166
2017,Rural regions,female,Disabled (> 30%),0.10709,506,4980,0.09850,0.11568
2018,Urban regions,male,Not Disabled (<= 30%),0.71239,6705,7638,0.70224,0.72255
2018,Urban regions,male,Disabled (> 30%),0.11486,933,7638,0.10771,0.12201
2018,Urban regions,female,Not Disabled (<= 30%),0.74255,8109,9021,0.73353,0.75157
2018,Urban regions,female,Disabled (> 30%),0.09909,912,9021,0.09292,0.10525
2018,Rural regions,male,Not Disabled (<= 30%),0.71117,3638,4150,0.69738,0.72496
2018,Rural regions,male,Disabled (> 30%),0.11461,512,4150,0.10492,0.12431
2018,Rural regions,female,Not Disabled (<= 30%),0.73718,4233,4780,0.72470,0.74966
2018,Rural regions,female,Disabled (> 30%),0.11113,547,4780,0.10222,0.12004
2019,Urban regions,male,Not Disabled (<= 30%),0.71122,6886,7763,0.70113,0.72130
2019,Urban regions,male,Disabled (> 30%),0.10714,877,7763,0.10026,0.11402
2019,Urban regions,female,Not Disabled (<= 30%),0.73628,7762,8593,0.72696,0.74560
2019,Urban regions,female,Disabled (> 30%),0.09970,831,8593,0.09337,0.10604
2019,Rural regions,male,Not Disabled (<= 30%),0.70775,3707,4202,0.69400,0.72151
2019,Rural regions,male,Disabled (> 30%),0.11546,495,4202,0.10580,0.12512
2019,Rural regions,female,Not Disabled (<= 30%),0.72909,4054,4561,0.71619,0.74199
2019,Rural regions,female,Disabled (> 30%),0.11027,507,4561,0.10118,0.11936
2020,Urban regions,male,Not Disabled (<= 30%),0.71499,8497,9371,0.70585,0.72413
2020,Urban regions,male,Disabled (> 30%),0.10648,874,9371,0.10023,0.11272
2020,Urban regions,female,Not Disabled (<= 30%),0.74016,8816,9662,0.73142,0.74891
2020,Urban regions,female,Disabled (> 30%),0.10097,846,9662,0.09496,0.10698
2020,Rural regions,male,Not Disabled (<= 30%),0.70941,4083,4564,0.69624,0.72259
2020,Rural regions,male,Disabled (> 30%),0.11636,481,4564,0.10706,0.12566
2020,Rural regions,female,Not Disabled (<= 30%),0.71793,4250,4754,0.70514,0.73073
2020,Rural regions,female,Disabled (> 30%),0.11670,504,4754,0.10758,0.12583
2021,Urban regions,male,Not Disabled (<= 30%),0.70848,5710,6355,0.69731,0.71966
2021,Urban regions,male,Disabled (> 30%),0.10764,645,6355,0.10002,0.11526
2021,Urban regions,female,Not Disabled (<= 30%),0.73057,6071,6697,0.71994,0.74120
2021,Urban regions,female,Disabled (> 30%),0.10429,626,6697,0.09697,0.11161
2021,Rural regions,male,Not Disabled (<= 30%),0.71482,2639,2974,0.69860,0.73105
2021,Rural regions,male,Disabled (> 30%),0.11793,335,2974,0.10634,0.12953
2021,Rural regions,female,Not Disabled (<= 30%),0.72003,2846,3195,0.70446,0.73560
2021,Rural regions,female,Disabled (> 30%),0.11177,349,3195,0.10085,0.12270
2022,Urban regions,male,Not Disabled (<= 30%),0.72274,8626,9403,0.71369,0.73179
2022,Urban regions,male,Disabled (> 30%),0.09637,777,9403,0.09040,0.10233
2022,Urban regions,female,Not Disabled (<= 30%),0.73223,8907,9681,0.72341,0.74105
2022,Urban regions,female,Disabled (> 30%),0.09784,774,9681,0.09192,0.10376
2022,Rural regions,male,Not Disabled (<= 30%),0.71368,3752,4197,0.70000,0.72736
2022,Rural regions,male,Disabled (> 30%),0.11304,445,4197,0.10346,0.12262
2022,Rural regions,female,Not Disabled (<= 30%),0.72499,4088,4588,0.71207,0.73791
2022,Rural regions,female,Disabled (> 30%),0.11467,500,4588,0.10545,0.12389
