year,age_gr,sampreg,m11124,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1991,66 and older,West,Disabled (> 30%),0.29561,310,1042,0.26789,0.32333
1992,17-29 y.,West,Not Disabled (<= 30%),0.98268,2606,2653,0.97772,0.98765
1992,17-29 y.,West,Disabled (> 30%),0.01732,47,2653,0.01235,0.02228
1992,17-29 y.,East,Not Disabled (<= 30%),0.99525,907,907,0.99077,0.99973
1992,30-45 y.,West,Not Disabled (<= 30%),0.95550,2701,2817,0.94788,0.96312
1992,30-45 y.,West,Disabled (> 30%),0.04450,116,2817,0.03688,0.05212
1992,30-45 y.,East,Not Disabled (<= 30%),0.96563,1384,1426,0.95617,0.97509
1992,30-45 y.,East,Disabled (> 30%),0.03437,42,1426,0.02491,0.04383
1992,46-65 y.,West,Not Disabled (<= 30%),0.81275,2302,2779,0.79824,0.82725
1992,46-65 y.,West,Disabled (> 30%),0.18725,477,2779,0.17275,0.20176
1992,46-65 y.,East,Not Disabled (<= 30%),0.90652,1095,1202,0.89005,0.92298
1992,46-65 y.,East,Disabled (> 30%),0.09348,107,1202,0.07702,0.10995
1992,66 and older,West,Not Disabled (<= 30%),0.68583,723,1052,0.65777,0.71390
1992,66 and older,West,Disabled (> 30%),0.31417,329,1052,0.28610,0.34223
1992,66 and older,East,Not Disabled (<= 30%),0.85077,315,375,0.81466,0.88688
1992,66 and older,East,Disabled (> 30%),0.14923,60,375,0.11312,0.18534
1994,17-29 y.,West,Not Disabled (<= 30%),0.98476,2451,2491,0.97994,0.98957
1994,17-29 y.,West,Disabled (> 30%),0.01524,40,2491,0.01043,0.02006
1994,17-29 y.,East,Not Disabled (<= 30%),0.99342,837,837,0.98794,0.99890
1994,30-45 y.,West,Not Disabled (<= 30%),0.95348,2677,2797,0.94567,0.96128
1994,30-45 y.,West,Disabled (> 30%),0.04652,120,2797,0.03872,0.05433
1994,30-45 y.,East,Not Disabled (<= 30%),0.97014,1303,1342,0.96103,0.97925
1994,30-45 y.,East,Disabled (> 30%),0.02986,39,1342,0.02075,0.03897
1994,46-65 y.,West,Not Disabled (<= 30%),0.82576,2245,2691,0.81142,0.84009
1994,46-65 y.,West,Disabled (> 30%),0.17424,446,2691,0.15991,0.18858
1994,46-65 y.,East,Not Disabled (<= 30%),0.90235,1065,1167,0.88532,0.91939
1994,46-65 y.,East,Disabled (> 30%),0.09765,102,1167,0.08061,0.11468
1994,66 and older,West,Not Disabled (<= 30%),0.70368,765,1088,0.67653,0.73082
1994,66 and older,West,Disabled (> 30%),0.29632,323,1088,0.26918,0.32347
1994,66 and older,East,Not Disabled (<= 30%),0.82924,323,392,0.79194,0.86654
1994,66 and older,East,Disabled (> 30%),0.17076,69,392,0.13346,0.20806
1995,17-29 y.,West,Not Disabled (<= 30%),0.98612,2475,2510,0.98154,0.99070
1995,17-29 y.,West,Disabled (> 30%),0.01388,35,2510,0.00930,0.01846
1995,17-29 y.,East,Not Disabled (<= 30%),0.98726,819,819,0.97957,0.99494
1995,30-45 y.,West,Not Disabled (<= 30%),0.95702,3007,3137,0.94992,0.96412
1995,30-45 y.,West,Disabled (> 30%),0.04298,130,3137,0.03588,0.05008
1995,30-45 y.,East,Not Disabled (<= 30%),0.96215,1233,1279,0.95168,0.97261
1995,30-45 y.,East,Disabled (> 30%),0.03785,46,1279,0.02739,0.04832
1995,46-65 y.,West,Not Disabled (<= 30%),0.81688,2276,2744,0.80241,0.83136
1995,46-65 y.,West,Disabled (> 30%),0.18312,468,2744,0.16864,0.19759
1995,46-65 y.,East,Not Disabled (<= 30%),0.89035,1047,1157,0.87233,0.90836
1995,46-65 y.,East,Disabled (> 30%),0.10965,110,1157,0.09164,0.12767
1995,66 and older,West,Not Disabled (<= 30%),0.66887,756,1107,0.64114,0.69661
1995,66 and older,West,Disabled (> 30%),0.33113,351,1107,0.30339,0.35886
1995,66 and older,East,Not Disabled (<= 30%),0.82367,325,401,0.78632,0.86102
1995,66 and older,East,Disabled (> 30%),0.17633,76,401,0.13898,0.21368
1996,17-29 y.,West,Not Disabled (<= 30%),0.98583,2290,2326,0.98103,0.99064
1996,17-29 y.,West,Disabled (> 30%),0.01417,36,2326,0.00936,0.01897
1996,17-29 y.,East,Not Disabled (<= 30%),0.99095,825,825,0.98448,0.99741
1996,30-45 y.,West,Not Disabled (<= 30%),0.95610,3045,3170,0.94897,0.96323
1996,30-45 y.,West,Disabled (> 30%),0.04390,125,3170,0.03677,0.05103
1996,30-45 y.,East,Not Disabled (<= 30%),0.96041,1209,1254,0.94961,0.97120
1996,30-45 y.,East,Disabled (> 30%),0.03959,45,1254,0.02880,0.05039
1996,46-65 y.,West,Not Disabled (<= 30%),0.81398,2248,2717,0.79935,0.82862
1996,46-65 y.,West,Disabled (> 30%),0.18602,469,2717,0.17138,0.20065
1996,46-65 y.,East,Not Disabled (<= 30%),0.88593,1038,1160,0.86763,0.90423
1996,46-65 y.,East,Disabled (> 30%),0.11407,122,1160,0.09577,0.13237
1996,66 and older,West,Not Disabled (<= 30%),0.68213,778,1125,0.65491,0.70935
1996,66 and older,West,Disabled (> 30%),0.31787,347,1125,0.29065,0.34509
1996,66 and older,East,Not Disabled (<= 30%),0.80380,334,415,0.76555,0.84206
1996,66 and older,East,Disabled (> 30%),0.19620,81,415,0.15794,0.23445
1997,17-29 y.,West,Not Disabled (<= 30%),0.98455,2158,2191,0.97938,0.98971
1997,17-29 y.,West,Disabled (> 30%),0.01545,33,2191,0.01029,0.02062
1997,17-29 y.,East,Not Disabled (<= 30%),0.98847,820,820,0.98116,0.99578
1997,30-45 y.,West,Not Disabled (<= 30%),0.95664,3042,3167,0.94955,0.96374
1997,30-45 y.,West,Disabled (> 30%),0.04336,125,3167,0.03626,0.05045
1997,30-45 y.,East,Not Disabled (<= 30%),0.96401,1139,1182,0.95339,0.97464
1997,30-45 y.,East,Disabled (> 30%),0.03599,43,1182,0.02536,0.04661
1997,46-65 y.,West,Not Disabled (<= 30%),0.81609,2202,2662,0.80137,0.83081
1997,46-65 y.,West,Disabled (> 30%),0.18391,460,2662,0.16919,0.19863
1997,46-65 y.,East,Not Disabled (<= 30%),0.87685,1033,1161,0.85794,0.89576
1997,46-65 y.,East,Disabled (> 30%),0.12315,128,1161,0.10424,0.14206
1997,66 and older,West,Not Disabled (<= 30%),0.69347,805,1143,0.66673,0.72021
1997,66 and older,West,Disabled (> 30%),0.30653,338,1143,0.27979,0.33327
1997,66 and older,East,Not Disabled (<= 30%),0.82807,357,431,0.79241,0.86374
1997,66 and older,East,Disabled (> 30%),0.17193,74,431,0.13626,0.20759
1998,17-29 y.,West,Not Disabled (<= 30%),0.98487,2255,2291,0.97987,0.98987
1998,17-29 y.,West,Disabled (> 30%),0.01513,36,2291,0.01013,0.02013
1998,17-29 y.,East,Not Disabled (<= 30%),0.98678,858,858,0.97913,0.99443
1998,30-45 y.,West,Not Disabled (<= 30%),0.96382,3452,3577,0.95770,0.96994
1998,30-45 y.,West,Disabled (> 30%),0.03618,125,3577,0.03006,0.04230
1998,30-45 y.,East,Not Disabled (<= 30%),0.96447,1199,1244,0.95418,0.97476
1998,30-45 y.,East,Disabled (> 30%),0.03553,45,1244,0.02524,0.04582
1998,46-65 y.,West,Not Disabled (<= 30%),0.81905,2566,3112,0.80552,0.83258
1998,46-65 y.,West,Disabled (> 30%),0.18095,546,3112,0.16742,0.19448
1998,46-65 y.,East,Not Disabled (<= 30%),0.87741,1098,1247,0.85919,0.89562
1998,46-65 y.,East,Disabled (> 30%),0.12259,149,1247,0.10438,0.14081
1998,66 and older,West,Not Disabled (<= 30%),0.67493,953,1379,0.65019,0.69966
1998,66 and older,West,Disabled (> 30%),0.32507,426,1379,0.30034,0.34981
1998,66 and older,East,Not Disabled (<= 30%),0.85331,398,471,0.82133,0.88530
1998,66 and older,East,Disabled (> 30%),0.14669,73,471,0.11470,0.17867
1999,17-29 y.,West,Not Disabled (<= 30%),0.98523,2104,2136,0.98012,0.99035
1999,17-29 y.,West,Disabled (> 30%),0.01477,32,2136,0.00965,0.01988
1999,17-29 y.,East,Not Disabled (<= 30%),0.98406,818,818,0.97547,0.99265
1999,30-45 y.,West,Not Disabled (<= 30%),0.96588,3366,3487,0.95986,0.97191
1999,30-45 y.,West,Disabled (> 30%),0.03412,121,3487,0.02809,0.04014
1999,30-45 y.,East,Not Disabled (<= 30%),0.96500,1179,1224,0.95470,0.97530
1999,30-45 y.,East,Disabled (> 30%),0.03500,45,1224,0.02470,0.04530
1999,46-65 y.,West,Not Disabled (<= 30%),0.81588,2411,2945,0.80188,0.82988
1999,46-65 y.,West,Disabled (> 30%),0.18412,534,2945,0.17012,0.19812
1999,46-65 y.,East,Not Disabled (<= 30%),0.87374,1081,1233,0.85520,0.89229
1999,46-65 y.,East,Disabled (> 30%),0.12626,152,1233,0.10771,0.14480
1999,66 and older,West,Not Disabled (<= 30%),0.66491,907,1312,0.63936,0.69046
1999,66 and older,West,Disabled (> 30%),0.33509,405,1312,0.30954,0.36064
1999,66 and older,East,Not Disabled (<= 30%),0.83551,399,481,0.80234,0.86868
1999,66 and older,East,Disabled (> 30%),0.16449,82,481,0.13132,0.19766
2000,17-29 y.,West,Not Disabled (<= 30%),0.98377,3322,3375,0.97951,0.98803
2000,17-29 y.,West,Disabled (> 30%),0.01623,53,3375,0.01197,0.02049
2000,17-29 y.,East,Not Disabled (<= 30%),0.99036,1182,1182,0.98478,0.99593
2000,30-45 y.,West,Not Disabled (<= 30%),0.96471,6121,6336,0.96017,0.96925
2000,30-45 y.,West,Disabled (> 30%),0.03529,215,6336,0.03075,0.03983
2000,30-45 y.,East,Not Disabled (<= 30%),0.96568,1760,1821,0.95732,0.97405
2000,30-45 y.,East,Disabled (> 30%),0.03432,61,1821,0.02595,0.04268
2000,46-65 y.,West,Not Disabled (<= 30%),0.83223,4825,5799,0.82261,0.84184
2000,46-65 y.,West,Disabled (> 30%),0.16777,974,5799,0.15816,0.17739
2000,46-65 y.,East,Not Disabled (<= 30%),0.86390,1677,1941,0.84864,0.87916
2000,46-65 y.,East,Disabled (> 30%),0.13610,264,1941,0.12084,0.15136
2000,66 and older,West,Not Disabled (<= 30%),0.73137,2016,2714,0.71469,0.74805
2000,66 and older,West,Disabled (> 30%),0.26863,698,2714,0.25195,0.28531
2000,66 and older,East,Not Disabled (<= 30%),0.83194,729,872,0.80711,0.85677
2000,66 and older,East,Disabled (> 30%),0.16806,143,872,0.14323,0.19289
2001,17-29 y.,West,Not Disabled (<= 30%),0.98606,2948,2993,0.98186,0.99026
2001,17-29 y.,West,Disabled (> 30%),0.01394,45,2993,0.00974,0.01814
2001,17-29 y.,East,Not Disabled (<= 30%),0.99178,1093,1093,0.98643,0.99714
2001,30-45 y.,West,Not Disabled (<= 30%),0.96306,5478,5675,0.95816,0.96797
2001,30-45 y.,West,Disabled (> 30%),0.03694,197,5675,0.03203,0.04184
2001,30-45 y.,East,Not Disabled (<= 30%),0.96703,1588,1642,0.95840,0.97567
2001,30-45 y.,East,Disabled (> 30%),0.03297,54,1642,0.02433,0.04160
2001,46-65 y.,West,Not Disabled (<= 30%),0.83035,4373,5242,0.82019,0.84051
2001,46-65 y.,West,Disabled (> 30%),0.16965,869,5242,0.15949,0.17981
2001,46-65 y.,East,Not Disabled (<= 30%),0.85709,1576,1829,0.84105,0.87313
2001,46-65 y.,East,Disabled (> 30%),0.14291,253,1829,0.12687,0.15895
2001,66 and older,West,Not Disabled (<= 30%),0.73827,1902,2549,0.72120,0.75533
2001,66 and older,West,Disabled (> 30%),0.26173,647,2549,0.24467,0.27880
2001,66 and older,East,Not Disabled (<= 30%),0.85860,711,830,0.83488,0.88232
2001,66 and older,East,Disabled (> 30%),0.14140,119,830,0.11768,0.16512
2002,17-29 y.,West,Not Disabled (<= 30%),0.98093,3012,3064,0.97609,0.98577
2002,17-29 y.,West,Disabled (> 30%),0.01907,52,3064,0.01423,0.02391
2002,17-29 y.,East,Not Disabled (<= 30%),0.98463,1061,1061,0.97723,0.99204
2002,30-45 y.,West,Not Disabled (<= 30%),0.95912,5646,5854,0.95405,0.96420
2002,30-45 y.,West,Disabled (> 30%),0.04088,208,5854,0.03580,0.04595
2002,30-45 y.,East,Not Disabled (<= 30%),0.96769,1531,1580,0.95897,0.97641
2002,30-45 y.,East,Disabled (> 30%),0.03231,49,1580,0.02359,0.04103
2002,46-65 y.,West,Not Disabled (<= 30%),0.82547,5046,5959,0.81583,0.83511
2002,46-65 y.,West,Disabled (> 30%),0.17453,913,5959,0.16489,0.18417
2002,46-65 y.,East,Not Disabled (<= 30%),0.83162,1591,1867,0.81464,0.84860
2002,46-65 y.,East,Disabled (> 30%),0.16838,276,1867,0.15140,0.18536
2002,66 and older,West,Not Disabled (<= 30%),0.72607,1989,2694,0.70922,0.74291
2002,66 and older,West,Disabled (> 30%),0.27393,705,2694,0.25709,0.29078
2002,66 and older,East,Not Disabled (<= 30%),0.83518,740,884,0.81071,0.85966
2002,66 and older,East,Disabled (> 30%),0.16482,144,884,0.14034,0.18929
2003,17-29 y.,West,Not Disabled (<= 30%),0.98348,2887,2936,0.97887,0.98809
2003,17-29 y.,West,Disabled (> 30%),0.01652,49,2936,0.01191,0.02113
2003,17-29 y.,East,Not Disabled (<= 30%),0.98346,1056,1056,0.97576,0.99115
2003,30-45 y.,West,Not Disabled (<= 30%),0.95986,5247,5446,0.95465,0.96508
2003,30-45 y.,West,Disabled (> 30%),0.04014,199,5446,0.03492,0.04535
2003,30-45 y.,East,Not Disabled (<= 30%),0.97107,1441,1486,0.96254,0.97959
2003,30-45 y.,East,Disabled (> 30%),0.02893,45,1486,0.02041,0.03746
2003,46-65 y.,West,Not Disabled (<= 30%),0.83080,4829,5688,0.82106,0.84055
2003,46-65 y.,West,Disabled (> 30%),0.16920,859,5688,0.15945,0.17894
2003,46-65 y.,East,Not Disabled (<= 30%),0.83795,1586,1865,0.82122,0.85468
2003,46-65 y.,East,Disabled (> 30%),0.16205,279,1865,0.14532,0.17878
2003,66 and older,West,Not Disabled (<= 30%),0.72561,2010,2730,0.70887,0.74235
2003,66 and older,West,Disabled (> 30%),0.27439,720,2730,0.25765,0.29113
2003,66 and older,East,Not Disabled (<= 30%),0.83455,760,906,0.81034,0.85876
2003,66 and older,East,Disabled (> 30%),0.16545,146,906,0.14124,0.18966
2004,17-29 y.,West,Not Disabled (<= 30%),0.98302,2832,2881,0.97830,0.98774
2004,17-29 y.,West,Disabled (> 30%),0.01698,49,2881,0.01226,0.02170
2004,17-29 y.,East,Not Disabled (<= 30%),0.97348,1054,1054,0.96377,0.98318
2004,30-45 y.,West,Not Disabled (<= 30%),0.95603,4950,5152,0.95043,0.96163
2004,30-45 y.,West,Disabled (> 30%),0.04397,202,5152,0.03837,0.04957
2004,30-45 y.,East,Not Disabled (<= 30%),0.95667,1321,1370,0.94589,0.96746
2004,30-45 y.,East,Disabled (> 30%),0.04333,49,1370,0.03254,0.05411
2004,46-65 y.,West,Not Disabled (<= 30%),0.82677,4694,5535,0.81680,0.83674
2004,46-65 y.,West,Disabled (> 30%),0.17323,841,5535,0.16326,0.18320
2004,46-65 y.,East,Not Disabled (<= 30%),0.84017,1550,1819,0.82333,0.85702
2004,46-65 y.,East,Disabled (> 30%),0.15983,269,1819,0.14298,0.17667
2004,66 and older,West,Not Disabled (<= 30%),0.72285,2051,2799,0.70626,0.73943
2004,66 and older,West,Disabled (> 30%),0.27715,748,2799,0.26057,0.29374
2004,66 and older,East,Not Disabled (<= 30%),0.83528,791,945,0.81161,0.85894
2004,66 and older,East,Disabled (> 30%),0.16472,154,945,0.14106,0.18839
2005,17-29 y.,West,Not Disabled (<= 30%),0.98281,2766,2810,0.97800,0.98762
2005,17-29 y.,West,Disabled (> 30%),0.01719,44,2810,0.01238,0.02200
2005,17-29 y.,East,Not Disabled (<= 30%),0.98665,1004,1004,0.97955,0.99375
2005,30-45 y.,West,Not Disabled (<= 30%),0.95126,4585,4789,0.94516,0.95736
2005,30-45 y.,West,Disabled (> 30%),0.04874,204,4789,0.04264,0.05484
2005,30-45 y.,East,Not Disabled (<= 30%),0.96072,1246,1294,0.95013,0.97131
2005,30-45 y.,East,Disabled (> 30%),0.03928,48,1294,0.02869,0.04987
2005,46-65 y.,West,Not Disabled (<= 30%),0.83336,4441,5238,0.82327,0.84346
2005,46-65 y.,West,Disabled (> 30%),0.16664,797,5238,0.15654,0.17673
2005,46-65 y.,East,Not Disabled (<= 30%),0.82594,1490,1762,0.80823,0.84365
2005,46-65 y.,East,Disabled (> 30%),0.17406,272,1762,0.15635,0.19177
2005,66 and older,West,Not Disabled (<= 30%),0.72608,2055,2798,0.70955,0.74260
2005,66 and older,West,Disabled (> 30%),0.27392,743,2798,0.25740,0.29045
2005,66 and older,East,Not Disabled (<= 30%),0.80610,783,954,0.78100,0.83121
2005,66 and older,East,Disabled (> 30%),0.19390,171,954,0.16879,0.21900
2006,17-29 y.,West,Not Disabled (<= 30%),0.98079,2673,2716,0.97562,0.98595
2006,17-29 y.,West,Disabled (> 30%),0.01921,43,2716,0.01405,0.02438
2006,17-29 y.,East,Not Disabled (<= 30%),0.97143,947,947,0.96081,0.98205
2006,30-45 y.,West,Not Disabled (<= 30%),0.95257,4758,4957,0.94665,0.95849
2006,30-45 y.,West,Disabled (> 30%),0.04743,199,4957,0.04151,0.05335
2006,30-45 y.,East,Not Disabled (<= 30%),0.95556,1268,1317,0.94443,0.96669
2006,30-45 y.,East,Disabled (> 30%),0.04444,49,1317,0.03331,0.05557
2006,46-65 y.,West,Not Disabled (<= 30%),0.83326,4839,5698,0.82358,0.84294
2006,46-65 y.,West,Disabled (> 30%),0.16674,859,5698,0.15706,0.17642
2006,46-65 y.,East,Not Disabled (<= 30%),0.83422,1582,1859,0.81731,0.85113
2006,46-65 y.,East,Disabled (> 30%),0.16578,277,1859,0.14887,0.18269
2006,66 and older,West,Not Disabled (<= 30%),0.71952,2410,3292,0.70417,0.73487
2006,66 and older,West,Disabled (> 30%),0.28048,882,3292,0.26513,0.29583
2006,66 and older,East,Not Disabled (<= 30%),0.80060,915,1120,0.77719,0.82401
2006,66 and older,East,Disabled (> 30%),0.19940,205,1120,0.17599,0.22281
2007,17-29 y.,West,Not Disabled (<= 30%),0.98306,2463,2497,0.97799,0.98812
2007,17-29 y.,West,Disabled (> 30%),0.01694,34,2497,0.01188,0.02201
2007,17-29 y.,East,Not Disabled (<= 30%),0.98425,887,887,0.97606,0.99245
2007,30-45 y.,West,Not Disabled (<= 30%),0.95165,4296,4486,0.94537,0.95792
2007,30-45 y.,West,Disabled (> 30%),0.04835,190,4486,0.04208,0.05463
2007,30-45 y.,East,Not Disabled (<= 30%),0.95704,1177,1221,0.94566,0.96842
2007,30-45 y.,East,Disabled (> 30%),0.04296,44,1221,0.03158,0.05434
2007,46-65 y.,West,Not Disabled (<= 30%),0.83133,4475,5279,0.82123,0.84144
2007,46-65 y.,West,Disabled (> 30%),0.16867,804,5279,0.15856,0.17877
2007,46-65 y.,East,Not Disabled (<= 30%),0.82890,1493,1761,0.81131,0.84650
2007,46-65 y.,East,Disabled (> 30%),0.17110,268,1761,0.15350,0.18869
2007,66 and older,West,Not Disabled (<= 30%),0.72665,2365,3211,0.71123,0.74207
2007,66 and older,West,Disabled (> 30%),0.27335,846,3211,0.25793,0.28877
2007,66 and older,East,Not Disabled (<= 30%),0.81385,924,1117,0.79101,0.83669
2007,66 and older,East,Disabled (> 30%),0.18615,193,1117,0.16331,0.20899
2008,17-29 y.,West,Not Disabled (<= 30%),0.98132,2297,2333,0.97583,0.98682
2008,17-29 y.,West,Disabled (> 30%),0.01868,36,2333,0.01318,0.02417
2008,17-29 y.,East,Not Disabled (<= 30%),0.97088,809,809,0.95929,0.98248
2008,30-45 y.,West,Not Disabled (<= 30%),0.95041,3853,4020,0.94370,0.95712
2008,30-45 y.,West,Disabled (> 30%),0.04959,167,4020,0.04288,0.05630
2008,30-45 y.,East,Not Disabled (<= 30%),0.96131,1110,1144,0.95013,0.97249
2008,30-45 y.,East,Disabled (> 30%),0.03869,34,1144,0.02751,0.04987
2008,46-65 y.,West,Not Disabled (<= 30%),0.83652,4248,5001,0.82627,0.84677
2008,46-65 y.,West,Disabled (> 30%),0.16348,753,5001,0.15323,0.17373
2008,46-65 y.,East,Not Disabled (<= 30%),0.84285,1429,1677,0.82542,0.86027
2008,46-65 y.,East,Disabled (> 30%),0.15715,248,1677,0.13973,0.17458
2008,66 and older,West,Not Disabled (<= 30%),0.73601,2369,3169,0.72066,0.75135
2008,66 and older,West,Disabled (> 30%),0.26399,800,3169,0.24865,0.27934
2008,66 and older,East,Not Disabled (<= 30%),0.81568,918,1113,0.79289,0.83847
2008,66 and older,East,Disabled (> 30%),0.18432,195,1113,0.16153,0.20711
2009,17-29 y.,West,Not Disabled (<= 30%),0.98345,2100,2131,0.97803,0.98886
2009,17-29 y.,West,Disabled (> 30%),0.01655,31,2131,0.01114,0.02197
2009,17-29 y.,East,Not Disabled (<= 30%),0.98880,708,708,0.98104,0.99655
2009,30-45 y.,West,Not Disabled (<= 30%),0.95056,3453,3605,0.94349,0.95764
2009,30-45 y.,West,Disabled (> 30%),0.04944,152,3605,0.04236,0.05651
2009,30-45 y.,East,Not Disabled (<= 30%),0.95178,1028,1065,0.93890,0.96465
2009,30-45 y.,East,Disabled (> 30%),0.04822,37,1065,0.03535,0.06110
2009,46-65 y.,West,Not Disabled (<= 30%),0.83459,3962,4672,0.82394,0.84525
2009,46-65 y.,West,Disabled (> 30%),0.16541,710,4672,0.15475,0.17606
2009,46-65 y.,East,Not Disabled (<= 30%),0.84819,1398,1632,0.83077,0.86560
2009,46-65 y.,East,Disabled (> 30%),0.15181,234,1632,0.13440,0.16923
2009,66 and older,West,Not Disabled (<= 30%),0.73759,2282,3039,0.72195,0.75324
2009,66 and older,West,Disabled (> 30%),0.26241,757,3039,0.24676,0.27805
2009,66 and older,East,Not Disabled (<= 30%),0.82636,916,1114,0.80410,0.84861
2009,66 and older,East,Disabled (> 30%),0.17364,198,1114,0.15139,0.19590
2010,17-29 y.,West,Not Disabled (<= 30%),0.97775,2935,2984,0.97245,0.98304
2010,17-29 y.,West,Disabled (> 30%),0.02225,49,2984,0.01696,0.02755
2010,17-29 y.,East,Not Disabled (<= 30%),0.96724,915,915,0.95569,0.97878
2010,30-45 y.,West,Not Disabled (<= 30%),0.95829,7050,7264,0.95369,0.96289
2010,30-45 y.,West,Disabled (> 30%),0.04171,214,7264,0.03711,0.04631
2010,30-45 y.,East,Not Disabled (<= 30%),0.94384,1734,1789,0.93317,0.95451
2010,30-45 y.,East,Disabled (> 30%),0.05616,55,1789,0.04549,0.06683
2010,46-65 y.,West,Not Disabled (<= 30%),0.83574,4505,5252,0.82572,0.84577
2010,46-65 y.,West,Disabled (> 30%),0.16426,747,5252,0.15423,0.17428
2010,46-65 y.,East,Not Disabled (<= 30%),0.84719,1439,1675,0.82995,0.86442
2010,46-65 y.,East,Disabled (> 30%),0.15281,236,1675,0.13558,0.17005
2010,66 and older,West,Not Disabled (<= 30%),0.74528,2235,2951,0.72956,0.76101
2010,66 and older,West,Disabled (> 30%),0.25472,716,2951,0.23899,0.27044
2010,66 and older,East,Not Disabled (<= 30%),0.82127,861,1054,0.79813,0.84442
2010,66 and older,East,Disabled (> 30%),0.17873,193,1054,0.15558,0.20187
2011,17-29 y.,West,Not Disabled (<= 30%),0.98061,3192,3237,0.97585,0.98536
2011,17-29 y.,West,Disabled (> 30%),0.01939,45,3237,0.01464,0.02415
