year,age_gr,sex,m11124,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1989,17-29 y.,male,Not Disabled (<= 30%),0.97516,1424,1424,0.96707,0.98324
1989,17-29 y.,female,Not Disabled (<= 30%),0.98295,1346,1346,0.97604,0.98987
1989,30-45 y.,male,Not Disabled (<= 30%),0.95921,1327,1373,0.94874,0.96968
1989,30-45 y.,male,Disabled (> 30%),0.03722,46,1373,0.02720,0.04724
1989,30-45 y.,female,Not Disabled (<= 30%),0.94760,1405,1460,0.93617,0.95904
1989,30-45 y.,female,Disabled (> 30%),0.04957,55,1460,0.03843,0.06071
1989,46-65 y.,male,Not Disabled (<= 30%),0.76436,1213,1525,0.74306,0.78567
1989,46-65 y.,male,Disabled (> 30%),0.23134,312,1525,0.21017,0.25251
1989,46-65 y.,female,Not Disabled (<= 30%),0.84751,1258,1440,0.82894,0.86609
1989,46-65 y.,female,Disabled (> 30%),0.14564,182,1440,0.12741,0.16387
1989,66 and older,male,Not Disabled (<= 30%),0.58481,229,394,0.53609,0.63353
1989,66 and older,male,Disabled (> 30%),0.41519,165,394,0.36647,0.46391
1989,66 and older,female,Not Disabled (<= 30%),0.78413,484,609,0.75142,0.81683
1989,66 and older,female,Disabled (> 30%),0.20351,125,609,0.17151,0.23552
1991,17-29 y.,male,Not Disabled (<= 30%),0.97915,1844,1844,0.97263,0.98567
1991,17-29 y.,female,Not Disabled (<= 30%),0.98477,1793,1793,0.97910,0.99044
1991,30-45 y.,male,Not Disabled (<= 30%),0.96144,2045,2107,0.95321,0.96966
1991,30-45 y.,male,Disabled (> 30%),0.03470,62,2107,0.02688,0.04251
1991,30-45 y.,female,Not Disabled (<= 30%),0.95747,2140,2198,0.94904,0.96591
1991,30-45 y.,female,Disabled (> 30%),0.03996,58,2198,0.03177,0.04815
1991,46-65 y.,male,Not Disabled (<= 30%),0.81866,1794,2085,0.80211,0.83520
1991,46-65 y.,male,Disabled (> 30%),0.17632,291,2085,0.15996,0.19268
1991,46-65 y.,female,Not Disabled (<= 30%),0.88230,1856,2033,0.86829,0.89631
1991,46-65 y.,female,Disabled (> 30%),0.11331,177,2033,0.09953,0.12709
1991,66 and older,male,Not Disabled (<= 30%),0.61305,361,547,0.57220,0.65390
1991,66 and older,male,Disabled (> 30%),0.37576,186,547,0.33514,0.41639
1991,66 and older,female,Not Disabled (<= 30%),0.82326,762,886,0.79813,0.84839
1991,66 and older,female,Disabled (> 30%),0.16810,124,886,0.14347,0.19274
1992,17-29 y.,male,Not Disabled (<= 30%),0.97744,1766,1766,0.97051,0.98437
1992,17-29 y.,female,Not Disabled (<= 30%),0.98623,1747,1747,0.98076,0.99169
1992,30-45 y.,male,Not Disabled (<= 30%),0.95729,1976,2052,0.94854,0.96604
1992,30-45 y.,male,Disabled (> 30%),0.03958,76,2052,0.03114,0.04802
1992,30-45 y.,female,Not Disabled (<= 30%),0.95237,2109,2191,0.94345,0.96129
1992,30-45 y.,female,Disabled (> 30%),0.04524,82,2191,0.03653,0.05394
1992,46-65 y.,male,Not Disabled (<= 30%),0.79142,1672,2025,0.77372,0.80912
1992,46-65 y.,male,Disabled (> 30%),0.19696,353,2025,0.17963,0.21428
1992,46-65 y.,female,Not Disabled (<= 30%),0.85592,1725,1956,0.84035,0.87149
1992,46-65 y.,female,Disabled (> 30%),0.13394,231,1956,0.11885,0.14904
1992,66 and older,male,Not Disabled (<= 30%),0.56702,316,543,0.52531,0.60874
1992,66 and older,male,Disabled (> 30%),0.42364,227,543,0.38204,0.46525
1992,66 and older,female,Not Disabled (<= 30%),0.78119,722,884,0.75392,0.80846
1992,66 and older,female,Disabled (> 30%),0.20407,162,884,0.17749,0.23066
1994,17-29 y.,male,Not Disabled (<= 30%),0.98102,1617,1617,0.97437,0.98767
1994,17-29 y.,female,Not Disabled (<= 30%),0.98673,1671,1671,0.98125,0.99222
1994,30-45 y.,male,Not Disabled (<= 30%),0.95546,1949,2027,0.94648,0.96445
1994,30-45 y.,male,Disabled (> 30%),0.04172,78,2027,0.03301,0.05043
1994,30-45 y.,female,Not Disabled (<= 30%),0.95371,2031,2112,0.94474,0.96267
1994,30-45 y.,female,Disabled (> 30%),0.04460,81,2112,0.03580,0.05341
1994,46-65 y.,male,Not Disabled (<= 30%),0.81509,1639,1958,0.79789,0.83229
1994,46-65 y.,male,Disabled (> 30%),0.18072,319,1958,0.16367,0.19777
1994,46-65 y.,female,Not Disabled (<= 30%),0.85601,1671,1900,0.84022,0.87180
1994,46-65 y.,female,Disabled (> 30%),0.13353,229,1900,0.11823,0.14883
1994,66 and older,male,Not Disabled (<= 30%),0.60535,343,567,0.56508,0.64562
1994,66 and older,male,Disabled (> 30%),0.39465,224,567,0.35438,0.43492
1994,66 and older,female,Not Disabled (<= 30%),0.78396,745,913,0.75725,0.81067
1994,66 and older,female,Disabled (> 30%),0.20161,168,913,0.17558,0.22765
1995,17-29 y.,male,Not Disabled (<= 30%),0.97998,1609,1609,0.97313,0.98683
1995,17-29 y.,female,Not Disabled (<= 30%),0.98074,1685,1685,0.97417,0.98730
1995,30-45 y.,male,Not Disabled (<= 30%),0.95266,2054,2141,0.94366,0.96165
1995,30-45 y.,male,Disabled (> 30%),0.04115,87,2141,0.03273,0.04956
1995,30-45 y.,female,Not Disabled (<= 30%),0.95067,2186,2275,0.94177,0.95957
1995,30-45 y.,female,Disabled (> 30%),0.04237,89,2275,0.03410,0.05065
1995,46-65 y.,male,Not Disabled (<= 30%),0.79385,1657,1993,0.77608,0.81161
1995,46-65 y.,male,Disabled (> 30%),0.18642,336,1993,0.16932,0.20353
1995,46-65 y.,female,Not Disabled (<= 30%),0.84113,1666,1908,0.82473,0.85754
1995,46-65 y.,female,Disabled (> 30%),0.14301,242,1908,0.12730,0.15872
1995,66 and older,male,Not Disabled (<= 30%),0.57571,350,580,0.53545,0.61597
1995,66 and older,male,Disabled (> 30%),0.40900,230,580,0.36895,0.44905
1995,66 and older,female,Not Disabled (<= 30%),0.75636,731,928,0.72872,0.78399
1995,66 and older,female,Disabled (> 30%),0.23524,197,928,0.20793,0.26254
1996,17-29 y.,male,Not Disabled (<= 30%),0.98681,1515,1515,0.98106,0.99256
1996,17-29 y.,female,Not Disabled (<= 30%),0.98421,1600,1600,0.97810,0.99032
1996,30-45 y.,male,Not Disabled (<= 30%),0.95449,2092,2179,0.94574,0.96324
1996,30-45 y.,male,Disabled (> 30%),0.04363,87,2179,0.03505,0.05221
1996,30-45 y.,female,Not Disabled (<= 30%),0.95580,2162,2245,0.94729,0.96430
1996,30-45 y.,female,Disabled (> 30%),0.04243,83,2245,0.03409,0.05077
1996,46-65 y.,male,Not Disabled (<= 30%),0.79893,1625,1961,0.78119,0.81667
1996,46-65 y.,male,Disabled (> 30%),0.19456,336,1961,0.17704,0.21209
1996,46-65 y.,female,Not Disabled (<= 30%),0.84648,1661,1916,0.83033,0.86262
1996,46-65 y.,female,Disabled (> 30%),0.14595,255,1916,0.13013,0.16176
1996,66 and older,male,Not Disabled (<= 30%),0.58874,370,601,0.54936,0.62811
1996,66 and older,male,Disabled (> 30%),0.41051,231,601,0.37115,0.44987
1996,66 and older,female,Not Disabled (<= 30%),0.76690,742,939,0.73984,0.79396
1996,66 and older,female,Disabled (> 30%),0.22496,197,939,0.19824,0.25169
1997,17-29 y.,male,Not Disabled (<= 30%),0.98463,1465,1465,0.97833,0.99093
1997,17-29 y.,female,Not Disabled (<= 30%),0.98086,1513,1513,0.97395,0.98776
1997,30-45 y.,male,Not Disabled (<= 30%),0.95165,2058,2147,0.94257,0.96072
1997,30-45 y.,male,Disabled (> 30%),0.04355,89,2147,0.03491,0.05218
1997,30-45 y.,female,Not Disabled (<= 30%),0.95709,2123,2202,0.94863,0.96556
1997,30-45 y.,female,Disabled (> 30%),0.04013,79,2202,0.03193,0.04832
1997,46-65 y.,male,Not Disabled (<= 30%),0.79818,1589,1916,0.78021,0.81616
1997,46-65 y.,male,Disabled (> 30%),0.19167,327,1916,0.17404,0.20930
1997,46-65 y.,female,Not Disabled (<= 30%),0.84213,1646,1907,0.82576,0.85850
1997,46-65 y.,female,Disabled (> 30%),0.14830,261,1907,0.13234,0.16425
1997,66 and older,male,Not Disabled (<= 30%),0.61069,412,634,0.57270,0.64867
1997,66 and older,male,Disabled (> 30%),0.38436,222,634,0.34646,0.42225
1997,66 and older,female,Not Disabled (<= 30%),0.77954,750,940,0.75303,0.80606
1997,66 and older,female,Disabled (> 30%),0.21776,190,940,0.19136,0.24416
1998,17-29 y.,male,Not Disabled (<= 30%),0.98602,1543,1543,0.98016,0.99188
1998,17-29 y.,female,Not Disabled (<= 30%),0.98085,1570,1570,0.97407,0.98763
1998,30-45 y.,male,Not Disabled (<= 30%),0.96024,2280,2373,0.95237,0.96810
1998,30-45 y.,male,Disabled (> 30%),0.03940,93,2373,0.03157,0.04723
1998,30-45 y.,female,Not Disabled (<= 30%),0.96641,2371,2448,0.95927,0.97355
1998,30-45 y.,female,Disabled (> 30%),0.03257,77,2448,0.02554,0.03961
1998,46-65 y.,male,Not Disabled (<= 30%),0.81053,1792,2175,0.79406,0.82700
1998,46-65 y.,male,Disabled (> 30%),0.18377,383,2175,0.16749,0.20005
1998,46-65 y.,female,Not Disabled (<= 30%),0.83732,1872,2184,0.82184,0.85281
1998,46-65 y.,female,Disabled (> 30%),0.15203,312,2184,0.13697,0.16710
1998,66 and older,male,Not Disabled (<= 30%),0.60306,487,754,0.56812,0.63801
1998,66 and older,male,Disabled (> 30%),0.39300,267,754,0.35811,0.42788
1998,66 and older,female,Not Disabled (<= 30%),0.77032,864,1096,0.74541,0.79523
1998,66 and older,female,Disabled (> 30%),0.22910,232,1096,0.20421,0.25400
1999,17-29 y.,male,Not Disabled (<= 30%),0.98792,1428,1428,0.98225,0.99359
1999,17-29 y.,female,Not Disabled (<= 30%),0.97865,1494,1494,0.97131,0.98598
1999,30-45 y.,male,Not Disabled (<= 30%),0.96705,2252,2329,0.95980,0.97431
1999,30-45 y.,male,Disabled (> 30%),0.03264,77,2329,0.02542,0.03985
1999,30-45 y.,female,Not Disabled (<= 30%),0.96375,2293,2382,0.95624,0.97125
1999,30-45 y.,female,Disabled (> 30%),0.03594,89,2382,0.02846,0.04342
1999,46-65 y.,male,Not Disabled (<= 30%),0.80928,1702,2075,0.79238,0.82619
1999,46-65 y.,male,Disabled (> 30%),0.18941,373,2075,0.17254,0.20627
1999,46-65 y.,female,Not Disabled (<= 30%),0.84158,1790,2103,0.82597,0.85719
1999,46-65 y.,female,Disabled (> 30%),0.15543,313,2103,0.13994,0.17092
1999,66 and older,male,Not Disabled (<= 30%),0.60069,484,747,0.56555,0.63584
1999,66 and older,male,Disabled (> 30%),0.39512,263,747,0.36003,0.43020
1999,66 and older,female,Not Disabled (<= 30%),0.75499,822,1046,0.72891,0.78106
1999,66 and older,female,Disabled (> 30%),0.24223,224,1046,0.21626,0.26821
2000,17-29 y.,male,Not Disabled (<= 30%),0.97856,2184,2219,0.97253,0.98458
2000,17-29 y.,male,Disabled (> 30%),0.01549,35,2219,0.01035,0.02064
2000,17-29 y.,female,Not Disabled (<= 30%),0.98426,2320,2352,0.97922,0.98929
2000,17-29 y.,female,Disabled (> 30%),0.01420,32,2352,0.00942,0.01899
2000,30-45 y.,male,Not Disabled (<= 30%),0.96199,3848,3990,0.95605,0.96792
2000,30-45 y.,male,Disabled (> 30%),0.03757,142,3990,0.03167,0.04347
2000,30-45 y.,female,Not Disabled (<= 30%),0.96609,4033,4167,0.96059,0.97159
2000,30-45 y.,female,Disabled (> 30%),0.03251,134,4167,0.02713,0.03790
2000,46-65 y.,male,Not Disabled (<= 30%),0.81114,3125,3814,0.79872,0.82356
2000,46-65 y.,male,Disabled (> 30%),0.18465,689,3814,0.17233,0.19696
2000,46-65 y.,female,Not Disabled (<= 30%),0.85945,3377,3926,0.84858,0.87032
2000,46-65 y.,female,Disabled (> 30%),0.13768,549,3926,0.12690,0.14846
2000,66 and older,male,Not Disabled (<= 30%),0.67494,1067,1531,0.65147,0.69841
2000,66 and older,male,Disabled (> 30%),0.32239,464,1531,0.29897,0.34581
2000,66 and older,female,Not Disabled (<= 30%),0.79836,1678,2055,0.78101,0.81571
2000,66 and older,female,Disabled (> 30%),0.19849,377,2055,0.18124,0.21574
2001,17-29 y.,male,Not Disabled (<= 30%),0.98571,1952,1952,0.98045,0.99098
2001,17-29 y.,female,Not Disabled (<= 30%),0.98795,2089,2089,0.98326,0.99263
2001,30-45 y.,male,Not Disabled (<= 30%),0.96203,3417,3538,0.95574,0.96833
2001,30-45 y.,male,Disabled (> 30%),0.03640,121,3538,0.03022,0.04257
2001,30-45 y.,female,Not Disabled (<= 30%),0.96157,3649,3779,0.95544,0.96770
2001,30-45 y.,female,Disabled (> 30%),0.03595,130,3779,0.03001,0.04188
2001,46-65 y.,male,Not Disabled (<= 30%),0.81419,2903,3515,0.80133,0.82705
2001,46-65 y.,male,Disabled (> 30%),0.18256,612,3515,0.16979,0.19533
2001,46-65 y.,female,Not Disabled (<= 30%),0.85000,3046,3556,0.83826,0.86174
2001,46-65 y.,female,Disabled (> 30%),0.14516,510,3556,0.13358,0.15674
2001,66 and older,male,Not Disabled (<= 30%),0.68542,1043,1467,0.66165,0.70919
2001,66 and older,male,Disabled (> 30%),0.30819,424,1467,0.28455,0.33182
2001,66 and older,female,Not Disabled (<= 30%),0.80625,1570,1912,0.78853,0.82397
2001,66 and older,female,Disabled (> 30%),0.18817,342,1912,0.17064,0.20569
2002,17-29 y.,male,Not Disabled (<= 30%),0.97872,1980,2015,0.97242,0.98503
2002,17-29 y.,male,Disabled (> 30%),0.02095,35,2015,0.01470,0.02721
2002,17-29 y.,female,Not Disabled (<= 30%),0.98368,2093,2124,0.97829,0.98907
2002,17-29 y.,female,Disabled (> 30%),0.01556,31,2124,0.01029,0.02082
2002,30-45 y.,male,Not Disabled (<= 30%),0.95792,3437,3563,0.95133,0.96452
2002,30-45 y.,male,Disabled (> 30%),0.04172,126,3563,0.03516,0.04829
2002,30-45 y.,female,Not Disabled (<= 30%),0.96211,3740,3871,0.95610,0.96813
2002,30-45 y.,female,Disabled (> 30%),0.03693,131,3871,0.03099,0.04287
2002,46-65 y.,male,Not Disabled (<= 30%),0.80494,3271,3915,0.79252,0.81735
2002,46-65 y.,male,Disabled (> 30%),0.19077,644,3915,0.17846,0.20308
2002,46-65 y.,female,Not Disabled (<= 30%),0.83949,3366,3911,0.82799,0.85100
2002,46-65 y.,female,Disabled (> 30%),0.15426,545,3911,0.14294,0.16558
2002,66 and older,male,Not Disabled (<= 30%),0.68180,1140,1612,0.65906,0.70455
2002,66 and older,male,Disabled (> 30%),0.31518,472,1612,0.29249,0.33787
2002,66 and older,female,Not Disabled (<= 30%),0.78904,1589,1966,0.77100,0.80708
2002,66 and older,female,Disabled (> 30%),0.20609,377,1966,0.18821,0.22398
2003,17-29 y.,male,Not Disabled (<= 30%),0.98117,1900,1933,0.97511,0.98723
2003,17-29 y.,male,Disabled (> 30%),0.01883,33,1933,0.01277,0.02489
2003,17-29 y.,female,Not Disabled (<= 30%),0.98561,2043,2043,0.98044,0.99077
2003,30-45 y.,male,Not Disabled (<= 30%),0.95611,3196,3327,0.94915,0.96307
2003,30-45 y.,male,Disabled (> 30%),0.04245,131,3327,0.03560,0.04930
2003,30-45 y.,female,Not Disabled (<= 30%),0.96495,3492,3605,0.95895,0.97096
2003,30-45 y.,female,Disabled (> 30%),0.03370,113,3605,0.02781,0.03959
2003,46-65 y.,male,Not Disabled (<= 30%),0.80987,3132,3746,0.79730,0.82244
2003,46-65 y.,male,Disabled (> 30%),0.18693,614,3746,0.17445,0.19942
2003,46-65 y.,female,Not Disabled (<= 30%),0.84830,3283,3807,0.83691,0.85970
2003,46-65 y.,female,Disabled (> 30%),0.14777,524,3807,0.13650,0.15904
2003,66 and older,male,Not Disabled (<= 30%),0.68845,1180,1655,0.66613,0.71077
2003,66 and older,male,Disabled (> 30%),0.30919,475,1655,0.28692,0.33147
2003,66 and older,female,Not Disabled (<= 30%),0.78356,1590,1981,0.76542,0.80170
2003,66 and older,female,Disabled (> 30%),0.21068,391,1981,0.19272,0.22865
2004,17-29 y.,male,Not Disabled (<= 30%),0.97786,1872,1910,0.97126,0.98446
2004,17-29 y.,male,Disabled (> 30%),0.02127,38,1910,0.01480,0.02774
2004,17-29 y.,female,Not Disabled (<= 30%),0.98099,2014,2045,0.97507,0.98691
2004,17-29 y.,female,Disabled (> 30%),0.01647,31,2045,0.01095,0.02199
2004,30-45 y.,male,Not Disabled (<= 30%),0.95239,2992,3120,0.94492,0.95987
2004,30-45 y.,male,Disabled (> 30%),0.04600,128,3120,0.03865,0.05335
2004,30-45 y.,female,Not Disabled (<= 30%),0.95833,3279,3402,0.95161,0.96505
2004,30-45 y.,female,Disabled (> 30%),0.04157,123,3402,0.03486,0.04828
2004,46-65 y.,male,Not Disabled (<= 30%),0.80967,3036,3622,0.79688,0.82245
2004,46-65 y.,male,Disabled (> 30%),0.18867,586,3622,0.17593,0.20142
2004,46-65 y.,female,Not Disabled (<= 30%),0.84565,3208,3732,0.83405,0.85724
2004,46-65 y.,female,Disabled (> 30%),0.15216,524,3732,0.14063,0.16368
2004,66 and older,male,Not Disabled (<= 30%),0.69116,1218,1709,0.66925,0.71307
2004,66 and older,male,Disabled (> 30%),0.30296,491,1709,0.28117,0.32475
2004,66 and older,female,Not Disabled (<= 30%),0.77797,1624,2035,0.75991,0.79603
2004,66 and older,female,Disabled (> 30%),0.21759,411,2035,0.19966,0.23552
2005,17-29 y.,male,Not Disabled (<= 30%),0.97834,1796,1830,0.97167,0.98502
2005,17-29 y.,male,Disabled (> 30%),0.02166,34,1830,0.01498,0.02833
2005,17-29 y.,female,Not Disabled (<= 30%),0.98556,1974,1974,0.98030,0.99082
2005,30-45 y.,male,Not Disabled (<= 30%),0.94517,2765,2900,0.93688,0.95346
2005,30-45 y.,male,Disabled (> 30%),0.05424,135,2900,0.04600,0.06249
2005,30-45 y.,female,Not Disabled (<= 30%),0.95975,3066,3183,0.95292,0.96657
2005,30-45 y.,female,Disabled (> 30%),0.03985,117,3183,0.03305,0.04664
2005,46-65 y.,male,Not Disabled (<= 30%),0.81036,2858,3422,0.79722,0.82350
2005,46-65 y.,male,Disabled (> 30%),0.18724,564,3422,0.17417,0.20032
2005,46-65 y.,female,Not Disabled (<= 30%),0.84774,3073,3578,0.83597,0.85952
2005,46-65 y.,female,Disabled (> 30%),0.14834,505,3578,0.13669,0.15999
2005,66 and older,male,Not Disabled (<= 30%),0.68793,1227,1728,0.66608,0.70979
2005,66 and older,male,Disabled (> 30%),0.30712,501,1728,0.28536,0.32888
2005,66 and older,female,Not Disabled (<= 30%),0.77714,1611,2024,0.75900,0.79527
2005,66 and older,female,Disabled (> 30%),0.21995,413,2024,0.20190,0.23800
2006,17-29 y.,male,Not Disabled (<= 30%),0.91140,1730,1761,0.89812,0.92468
2006,17-29 y.,male,Disabled (> 30%),0.02074,31,1761,0.01408,0.02740
2006,17-29 y.,female,Not Disabled (<= 30%),0.92736,1890,1890,0.91565,0.93906
2006,30-45 y.,male,Not Disabled (<= 30%),0.94420,2840,2973,0.93595,0.95245
2006,30-45 y.,male,Disabled (> 30%),0.05521,133,2973,0.04700,0.06342
2006,30-45 y.,female,Not Disabled (<= 30%),0.95941,3186,3301,0.95268,0.96614
2006,30-45 y.,female,Disabled (> 30%),0.03845,115,3301,0.03189,0.04501
2006,46-65 y.,male,Not Disabled (<= 30%),0.81247,3046,3640,0.79979,0.82515
2006,46-65 y.,male,Disabled (> 30%),0.18184,594,3640,0.16931,0.19438
2006,46-65 y.,female,Not Disabled (<= 30%),0.84740,3375,3917,0.83613,0.85866
2006,46-65 y.,female,Disabled (> 30%),0.15007,542,3917,0.13888,0.16126
2006,66 and older,male,Not Disabled (<= 30%),0.68938,1480,2076,0.66947,0.70929
2006,66 and older,male,Disabled (> 30%),0.30717,596,2076,0.28732,0.32702
2006,66 and older,female,Not Disabled (<= 30%),0.76348,1845,2336,0.74625,0.78072
2006,66 and older,female,Disabled (> 30%),0.22911,491,2336,0.21207,0.24616
2007,17-29 y.,male,Not Disabled (<= 30%),0.89490,1600,1600,0.87986,0.90993
2007,17-29 y.,female,Not Disabled (<= 30%),0.91107,1750,1750,0.89773,0.92441
2007,30-45 y.,male,Not Disabled (<= 30%),0.94584,2592,2707,0.93731,0.95437
2007,30-45 y.,male,Disabled (> 30%),0.05354,115,2707,0.04506,0.06202
2007,30-45 y.,female,Not Disabled (<= 30%),0.95853,2881,3000,0.95139,0.96566
2007,30-45 y.,female,Disabled (> 30%),0.04113,119,3000,0.03402,0.04824
2007,46-65 y.,male,Not Disabled (<= 30%),0.81311,2836,3387,0.79998,0.82624
2007,46-65 y.,male,Disabled (> 30%),0.18260,551,3387,0.16958,0.19561
2007,46-65 y.,female,Not Disabled (<= 30%),0.84044,3132,3653,0.82857,0.85232
2007,46-65 y.,female,Disabled (> 30%),0.15409,521,3653,0.14238,0.16580
2007,66 and older,male,Not Disabled (<= 30%),0.69544,1464,2032,0.67542,0.71545
2007,66 and older,male,Disabled (> 30%),0.30027,568,2032,0.28034,0.32021
2007,66 and older,female,Not Disabled (<= 30%),0.77586,1825,2296,0.75879,0.79292
2007,66 and older,female,Disabled (> 30%),0.22056,471,2296,0.20359,0.23752
2008,17-29 y.,male,Not Disabled (<= 30%),0.90465,1477,1510,0.88983,0.91947
2008,17-29 y.,male,Disabled (> 30%),0.02455,33,1510,0.01674,0.03236
2008,17-29 y.,female,Not Disabled (<= 30%),0.91196,1629,1629,0.89820,0.92573
2008,30-45 y.,male,Not Disabled (<= 30%),0.94334,2355,2462,0.93420,0.95247
2008,30-45 y.,male,Disabled (> 30%),0.05646,107,2462,0.04734,0.06557
2008,30-45 y.,female,Not Disabled (<= 30%),0.95929,2608,2702,0.95183,0.96674
2008,30-45 y.,female,Disabled (> 30%),0.03870,94,2702,0.03142,0.04597
2008,46-65 y.,male,Not Disabled (<= 30%),0.82404,2673,3185,0.81081,0.83726
2008,46-65 y.,male,Disabled (> 30%),0.17264,512,3185,0.15951,0.18577
2008,46-65 y.,female,Not Disabled (<= 30%),0.84531,3004,3493,0.83332,0.85730
2008,46-65 y.,female,Disabled (> 30%),0.15098,489,3493,0.13911,0.16286
2008,66 and older,male,Not Disabled (<= 30%),0.71119,1487,2031,0.69147,0.73090
2008,66 and older,male,Disabled (> 30%),0.28727,544,2031,0.26759,0.30696
2008,66 and older,female,Not Disabled (<= 30%),0.77824,1800,2251,0.76107,0.79540
2008,66 and older,female,Disabled (> 30%),0.21701,451,2251,0.19998,0.23404
