year,pgisced97,m11124,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1989,Primary Level,Not Disabled (<= 30%),0.83986,583,650,0.81165,0.86808
1989,Primary Level,Disabled (> 30%),0.16014,67,650,0.13192,0.18835
1989,Lower Secondary Level,Not Disabled (<= 30%),0.87232,2331,2557,0.85938,0.88525
1989,Lower Secondary Level,Disabled (> 30%),0.12768,226,2557,0.11475,0.14062
1989,Upper Secondary Level,Not Disabled (<= 30%),0.86778,4114,4602,0.85800,0.87757
1989,Upper Secondary Level,Disabled (> 30%),0.13222,488,4602,0.12243,0.14200
1989,Post-secondary Non-tertiary Level,Not Disabled (<= 30%),0.91249,266,266,0.87846,0.94651
1989,First Stage of Tertiary Education,Not Disabled (<= 30%),0.85499,449,515,0.82454,0.88543
1989,First Stage of Tertiary Education,Disabled (> 30%),0.14501,66,515,0.11457,0.17546
1989,Second Stage of Tertiary Education,Not Disabled (<= 30%),0.90720,638,693,0.88558,0.92882
1989,Second Stage of Tertiary Education,Disabled (> 30%),0.09280,55,693,0.07118,0.11442
1991,No answer / don't know,Not Disabled (<= 30%),0.92962,176,176,0.89172,0.96752
1991,Pre-primary Level,Not Disabled (<= 30%),0.97261,158,158,0.94707,0.99814
1991,Primary Level,Not Disabled (<= 30%),0.84372,584,655,0.81589,0.87155
1991,Primary Level,Disabled (> 30%),0.15628,71,655,0.12845,0.18411
1991,Lower Secondary Level,Not Disabled (<= 30%),0.88100,2622,2849,0.86911,0.89289
1991,Lower Secondary Level,Disabled (> 30%),0.11900,227,2849,0.10711,0.13089
1991,Upper Secondary Level,Not Disabled (<= 30%),0.89401,6393,6887,0.88674,0.90128
1991,Upper Secondary Level,Disabled (> 30%),0.10599,494,6887,0.09872,0.11326
1991,Post-secondary Non-tertiary Level,Not Disabled (<= 30%),0.90604,348,348,0.87534,0.93674
1991,First Stage of Tertiary Education,Not Disabled (<= 30%),0.89133,694,753,0.86909,0.91358
1991,First Stage of Tertiary Education,Disabled (> 30%),0.10867,59,753,0.08642,0.13091
1991,Second Stage of Tertiary Education,Not Disabled (<= 30%),0.94402,1620,1677,0.93301,0.95502
1991,Second Stage of Tertiary Education,Disabled (> 30%),0.05598,57,1677,0.04498,0.06699
1992,No answer / don't know,Not Disabled (<= 30%),0.95589,185,185,0.92622,0.98556
1992,Pre-primary Level,Not Disabled (<= 30%),0.99691,186,186,0.98891,1.00491
1992,Primary Level,Not Disabled (<= 30%),0.81493,543,619,0.78431,0.84555
1992,Primary Level,Disabled (> 30%),0.18507,76,619,0.15445,0.21569
1992,Lower Secondary Level,Not Disabled (<= 30%),0.86659,2500,2762,0.85390,0.87927
1992,Lower Secondary Level,Disabled (> 30%),0.13341,262,2762,0.12073,0.14610
1992,Upper Secondary Level,Not Disabled (<= 30%),0.87493,6035,6672,0.86699,0.88286
1992,Upper Secondary Level,Disabled (> 30%),0.12507,637,6672,0.11714,0.13301
1992,Post-secondary Non-tertiary Level,Not Disabled (<= 30%),0.91725,357,357,0.88864,0.94587
1992,First Stage of Tertiary Education,Not Disabled (<= 30%),0.87643,689,760,0.85302,0.89985
1992,First Stage of Tertiary Education,Disabled (> 30%),0.12357,71,760,0.10015,0.14698
1992,Second Stage of Tertiary Education,Not Disabled (<= 30%),0.92018,1538,1643,0.90707,0.93328
1992,Second Stage of Tertiary Education,Disabled (> 30%),0.07982,105,1643,0.06672,0.09293
1994,No answer / don't know,Not Disabled (<= 30%),0.92886,214,214,0.89434,0.96338
1994,Primary Level,Not Disabled (<= 30%),0.85049,492,553,0.82074,0.88024
1994,Primary Level,Disabled (> 30%),0.14951,61,553,0.11976,0.17926
1994,Lower Secondary Level,Not Disabled (<= 30%),0.86012,2216,2476,0.84646,0.87379
1994,Lower Secondary Level,Disabled (> 30%),0.13988,260,2476,0.12621,0.15354
1994,Upper Secondary Level,Not Disabled (<= 30%),0.88022,5926,6538,0.87235,0.88809
1994,Upper Secondary Level,Disabled (> 30%),0.11978,612,6538,0.11191,0.12765
1994,Post-secondary Non-tertiary Level,Not Disabled (<= 30%),0.93240,368,368,0.90672,0.95809
1994,First Stage of Tertiary Education,Not Disabled (<= 30%),0.86373,672,748,0.83912,0.88833
1994,First Stage of Tertiary Education,Disabled (> 30%),0.13627,76,748,0.11167,0.16088
1994,Second Stage of Tertiary Education,Not Disabled (<= 30%),0.92407,1539,1644,0.91126,0.93688
1994,Second Stage of Tertiary Education,Disabled (> 30%),0.07593,105,1644,0.06312,0.08874
1995,No answer / don't know,Not Disabled (<= 30%),0.91086,251,251,0.87554,0.94619
1995,Pre-primary Level,Not Disabled (<= 30%),0.98786,284,284,0.97509,1.00062
1995,Primary Level,Not Disabled (<= 30%),0.83672,462,528,0.80516,0.86828
1995,Primary Level,Disabled (> 30%),0.16328,66,528,0.13172,0.19484
1995,Lower Secondary Level,Not Disabled (<= 30%),0.85652,2217,2472,0.84270,0.87035
1995,Lower Secondary Level,Disabled (> 30%),0.14348,255,2472,0.12965,0.15730
1995,Upper Secondary Level,Not Disabled (<= 30%),0.86746,5990,6657,0.85931,0.87560
1995,Upper Secondary Level,Disabled (> 30%),0.13254,667,6657,0.12440,0.14069
1995,Post-secondary Non-tertiary Level,Not Disabled (<= 30%),0.94048,445,445,0.91847,0.96249
1995,First Stage of Tertiary Education,Not Disabled (<= 30%),0.85567,665,747,0.83045,0.88089
1995,First Stage of Tertiary Education,Disabled (> 30%),0.14433,82,747,0.11911,0.16955
1995,Second Stage of Tertiary Education,Not Disabled (<= 30%),0.91320,1624,1744,0.89998,0.92642
1995,Second Stage of Tertiary Education,Disabled (> 30%),0.08680,120,1744,0.07358,0.10002
1996,No answer / don't know,Not Disabled (<= 30%),0.92877,249,249,0.89676,0.96079
1996,Primary Level,Not Disabled (<= 30%),0.82701,424,491,0.79351,0.86050
1996,Primary Level,Disabled (> 30%),0.17299,67,491,0.13950,0.20649
1996,Lower Secondary Level,Not Disabled (<= 30%),0.84683,2105,2375,0.83235,0.86132
1996,Lower Secondary Level,Disabled (> 30%),0.15317,270,2375,0.13868,0.16765
1996,Upper Secondary Level,Not Disabled (<= 30%),0.86529,5922,6593,0.85705,0.87353
1996,Upper Secondary Level,Disabled (> 30%),0.13471,671,6593,0.12647,0.14295
1996,Post-secondary Non-tertiary Level,Not Disabled (<= 30%),0.93633,449,449,0.91372,0.95894
1996,First Stage of Tertiary Education,Not Disabled (<= 30%),0.84955,677,757,0.82407,0.87504
1996,First Stage of Tertiary Education,Disabled (> 30%),0.15045,80,757,0.12496,0.17593
1996,Second Stage of Tertiary Education,Not Disabled (<= 30%),0.92041,1647,1758,0.90775,0.93306
1996,Second Stage of Tertiary Education,Disabled (> 30%),0.07959,111,1758,0.06694,0.09225
1997,No answer / don't know,Not Disabled (<= 30%),0.93614,257,257,0.90619,0.96609
1997,Pre-primary Level,Not Disabled (<= 30%),0.98522,312,312,0.97181,0.99863
1997,Primary Level,Not Disabled (<= 30%),0.83521,400,463,0.80138,0.86904
1997,Primary Level,Disabled (> 30%),0.16479,63,463,0.13096,0.19862
1997,Lower Secondary Level,Not Disabled (<= 30%),0.84949,2057,2317,0.83493,0.86405
1997,Lower Secondary Level,Disabled (> 30%),0.15051,260,2317,0.13595,0.16507
1997,Upper Secondary Level,Not Disabled (<= 30%),0.86449,5778,6445,0.85613,0.87285
1997,Upper Secondary Level,Disabled (> 30%),0.13551,667,6445,0.12715,0.14387
1997,Post-secondary Non-tertiary Level,Not Disabled (<= 30%),0.93419,426,426,0.91062,0.95777
1997,First Stage of Tertiary Education,Not Disabled (<= 30%),0.86359,673,748,0.83898,0.88821
1997,First Stage of Tertiary Education,Disabled (> 30%),0.13641,75,748,0.11179,0.16102
1997,Second Stage of Tertiary Education,Not Disabled (<= 30%),0.92455,1653,1762,0.91222,0.93689
1997,Second Stage of Tertiary Education,Disabled (> 30%),0.07545,109,1762,0.06311,0.08778
1998,No answer / don't know,Not Disabled (<= 30%),0.88831,547,602,0.86313,0.91350
1998,No answer / don't know,Disabled (> 30%),0.11169,55,602,0.08650,0.13687
1998,Pre-primary Level,Not Disabled (<= 30%),0.97898,326,326,0.96339,0.99458
1998,Primary Level,Not Disabled (<= 30%),0.82965,379,445,0.79468,0.86462
1998,Primary Level,Disabled (> 30%),0.17035,66,445,0.13538,0.20532
1998,Lower Secondary Level,Not Disabled (<= 30%),0.85218,2235,2535,0.83836,0.86600
1998,Lower Secondary Level,Disabled (> 30%),0.14782,300,2535,0.13400,0.16164
1998,Upper Secondary Level,Not Disabled (<= 30%),0.86643,6255,6995,0.85846,0.87440
1998,Upper Secondary Level,Disabled (> 30%),0.13357,740,6995,0.12560,0.14154
1998,Post-secondary Non-tertiary Level,Not Disabled (<= 30%),0.92760,474,505,0.90497,0.95022
1998,Post-secondary Non-tertiary Level,Disabled (> 30%),0.07240,31,505,0.04978,0.09503
1998,First Stage of Tertiary Education,Not Disabled (<= 30%),0.85952,731,815,0.83565,0.88339
1998,First Stage of Tertiary Education,Disabled (> 30%),0.14048,84,815,0.11661,0.16435
1998,Second Stage of Tertiary Education,Not Disabled (<= 30%),0.92059,1832,1962,0.90863,0.93256
1998,Second Stage of Tertiary Education,Disabled (> 30%),0.07941,130,1962,0.06744,0.09137
1999,No answer / don't know,Not Disabled (<= 30%),0.92461,269,269,0.89300,0.95622
1999,Pre-primary Level,Not Disabled (<= 30%),0.98475,312,312,0.97113,0.99837
1999,Primary Level,Not Disabled (<= 30%),0.81732,356,426,0.78058,0.85406
1999,Primary Level,Disabled (> 30%),0.18268,70,426,0.14594,0.21942
1999,Lower Secondary Level,Not Disabled (<= 30%),0.84886,2143,2432,0.83462,0.86310
1999,Lower Secondary Level,Disabled (> 30%),0.15114,289,2432,0.13690,0.16538
1999,Upper Secondary Level,Not Disabled (<= 30%),0.85818,6152,6921,0.84996,0.86640
1999,Upper Secondary Level,Disabled (> 30%),0.14182,769,6921,0.13360,0.15004
1999,Post-secondary Non-tertiary Level,Not Disabled (<= 30%),0.93847,477,477,0.91689,0.96006
1999,First Stage of Tertiary Education,Not Disabled (<= 30%),0.86421,730,811,0.84061,0.88780
1999,First Stage of Tertiary Education,Disabled (> 30%),0.13579,81,811,0.11220,0.15939
1999,Second Stage of Tertiary Education,Not Disabled (<= 30%),0.92213,1826,1956,0.91025,0.93401
1999,Second Stage of Tertiary Education,Disabled (> 30%),0.07787,130,1956,0.06599,0.08975
2000,No answer / don't know,Not Disabled (<= 30%),0.91339,36,36,0.82021,1.00657
2000,Pre-primary Level,Not Disabled (<= 30%),0.98106,485,485,0.96891,0.99320
2000,Primary Level,Not Disabled (<= 30%),0.84712,340,402,0.81189,0.88234
2000,Primary Level,Disabled (> 30%),0.15288,62,402,0.11766,0.18811
2000,Lower Secondary Level,Not Disabled (<= 30%),0.87011,3124,3539,0.85903,0.88119
2000,Lower Secondary Level,Disabled (> 30%),0.12989,415,3539,0.11881,0.14097
2000,Upper Secondary Level,Not Disabled (<= 30%),0.87319,11353,12773,0.86742,0.87896
2000,Upper Secondary Level,Disabled (> 30%),0.12681,1420,12773,0.12104,0.13258
2000,Post-secondary Non-tertiary Level,Not Disabled (<= 30%),0.93624,1056,1115,0.92189,0.95059
2000,Post-secondary Non-tertiary Level,Disabled (> 30%),0.06376,59,1115,0.04941,0.07811
2000,First Stage of Tertiary Education,Not Disabled (<= 30%),0.87220,1683,1877,0.85709,0.88731
2000,First Stage of Tertiary Education,Disabled (> 30%),0.12780,194,1877,0.11269,0.14291
2000,Second Stage of Tertiary Education,Not Disabled (<= 30%),0.92467,3555,3814,0.91629,0.93304
2000,Second Stage of Tertiary Education,Disabled (> 30%),0.07533,259,3814,0.06696,0.08371
2001,No answer / don't know,Not Disabled (<= 30%),0.87430,107,107,0.81119,0.93741
2001,Pre-primary Level,Not Disabled (<= 30%),0.99267,536,536,0.98544,0.99990
2001,Primary Level,Not Disabled (<= 30%),0.84164,260,311,0.80100,0.88228
2001,Primary Level,Disabled (> 30%),0.15836,51,311,0.11772,0.19900
2001,Lower Secondary Level,Not Disabled (<= 30%),0.86333,2701,3075,0.85119,0.87547
2001,Lower Secondary Level,Disabled (> 30%),0.13667,374,3075,0.12453,0.14881
2001,Upper Secondary Level,Not Disabled (<= 30%),0.87682,10289,11540,0.87082,0.88281
2001,Upper Secondary Level,Disabled (> 30%),0.12318,1251,11540,0.11719,0.12918
2001,Post-secondary Non-tertiary Level,Not Disabled (<= 30%),0.92047,996,1064,0.90421,0.93674
2001,Post-secondary Non-tertiary Level,Disabled (> 30%),0.07953,68,1064,0.06326,0.09579
2001,First Stage of Tertiary Education,Not Disabled (<= 30%),0.86976,1496,1670,0.85361,0.88590
2001,First Stage of Tertiary Education,Disabled (> 30%),0.13024,174,1670,0.11410,0.14639
2001,Second Stage of Tertiary Education,Not Disabled (<= 30%),0.91934,3284,3545,0.91038,0.92831
2001,Second Stage of Tertiary Education,Disabled (> 30%),0.08066,261,3545,0.07169,0.08962
2002,No answer / don't know,Not Disabled (<= 30%),0.90216,173,173,0.85776,0.94656
2002,Pre-primary Level,Not Disabled (<= 30%),0.97824,605,605,0.96660,0.98988
2002,Primary Level,Not Disabled (<= 30%),0.83395,240,287,0.79082,0.87707
2002,Primary Level,Disabled (> 30%),0.16605,47,287,0.12293,0.20918
2002,Lower Secondary Level,Not Disabled (<= 30%),0.85236,2498,2884,0.83941,0.86531
2002,Lower Secondary Level,Disabled (> 30%),0.14764,386,2884,0.13469,0.16059
2002,Upper Secondary Level,Not Disabled (<= 30%),0.86422,10203,11550,0.85797,0.87047
2002,Upper Secondary Level,Disabled (> 30%),0.13578,1347,11550,0.12953,0.14203
2002,Post-secondary Non-tertiary Level,Not Disabled (<= 30%),0.92662,1091,1163,0.91163,0.94162
2002,Post-secondary Non-tertiary Level,Disabled (> 30%),0.07338,72,1163,0.05838,0.08837
2002,First Stage of Tertiary Education,Not Disabled (<= 30%),0.86939,1559,1739,0.85355,0.88523
2002,First Stage of Tertiary Education,Disabled (> 30%),0.13061,180,1739,0.11477,0.14645
2002,Second Stage of Tertiary Education,Not Disabled (<= 30%),0.91707,4247,4556,0.90906,0.92508
2002,Second Stage of Tertiary Education,Disabled (> 30%),0.08293,309,4556,0.07492,0.09094
2003,No answer / don't know,Not Disabled (<= 30%),0.93255,229,229,0.90000,0.96511
2003,Pre-primary Level,Not Disabled (<= 30%),0.99126,612,612,0.98388,0.99864
2003,Primary Level,Not Disabled (<= 30%),0.82213,223,272,0.77660,0.86766
2003,Primary Level,Disabled (> 30%),0.17787,49,272,0.13234,0.22340
2003,Lower Secondary Level,Not Disabled (<= 30%),0.85333,2359,2726,0.84004,0.86661
2003,Lower Secondary Level,Disabled (> 30%),0.14667,367,2726,0.13339,0.15996
2003,Upper Secondary Level,Not Disabled (<= 30%),0.86790,9798,11083,0.86160,0.87420
2003,Upper Secondary Level,Disabled (> 30%),0.13210,1285,11083,0.12580,0.13840
2003,Post-secondary Non-tertiary Level,Not Disabled (<= 30%),0.93367,1082,1151,0.91928,0.94805
2003,Post-secondary Non-tertiary Level,Disabled (> 30%),0.06633,69,1151,0.05195,0.08072
2003,First Stage of Tertiary Education,Not Disabled (<= 30%),0.85510,1485,1684,0.83828,0.87191
2003,First Stage of Tertiary Education,Disabled (> 30%),0.14490,199,1684,0.12809,0.16172
2003,Second Stage of Tertiary Education,Not Disabled (<= 30%),0.91099,4028,4351,0.90253,0.91946
2003,Second Stage of Tertiary Education,Disabled (> 30%),0.08901,323,4351,0.08054,0.09747
2004,No answer / don't know,Not Disabled (<= 30%),0.92677,250,250,0.89442,0.95913
2004,Pre-primary Level,Not Disabled (<= 30%),0.99844,637,637,0.99537,1.00151
2004,Primary Level,Not Disabled (<= 30%),0.82687,214,257,0.78052,0.87322
2004,Primary Level,Disabled (> 30%),0.17313,43,257,0.12678,0.21948
2004,Lower Secondary Level,Not Disabled (<= 30%),0.84520,2204,2569,0.83121,0.85919
2004,Lower Secondary Level,Disabled (> 30%),0.15480,365,2569,0.14081,0.16879
2004,Upper Secondary Level,Not Disabled (<= 30%),0.86238,9449,10756,0.85587,0.86889
2004,Upper Secondary Level,Disabled (> 30%),0.13762,1307,10756,0.13111,0.14413
2004,Post-secondary Non-tertiary Level,Not Disabled (<= 30%),0.93116,1085,1156,0.91656,0.94576
2004,Post-secondary Non-tertiary Level,Disabled (> 30%),0.06884,71,1156,0.05424,0.08344
2004,First Stage of Tertiary Education,Not Disabled (<= 30%),0.85350,1443,1639,0.83638,0.87063
2004,First Stage of Tertiary Education,Disabled (> 30%),0.14650,196,1639,0.12937,0.16362
2004,Second Stage of Tertiary Education,Not Disabled (<= 30%),0.90451,3961,4291,0.89572,0.91331
2004,Second Stage of Tertiary Education,Disabled (> 30%),0.09549,330,4291,0.08669,0.10428
2005,No answer / don't know,Not Disabled (<= 30%),0.96388,297,297,0.94262,0.98514
2005,Pre-primary Level,Not Disabled (<= 30%),0.99573,646,646,0.99069,1.00076
2005,Primary Level,Not Disabled (<= 30%),0.82912,205,244,0.78179,0.87644
2005,Primary Level,Disabled (> 30%),0.17088,39,244,0.12356,0.21821
2005,Lower Secondary Level,Not Disabled (<= 30%),0.85178,2046,2385,0.83751,0.86604
2005,Lower Secondary Level,Disabled (> 30%),0.14822,339,2385,0.13396,0.16249
2005,Upper Secondary Level,Not Disabled (<= 30%),0.86070,8919,10227,0.85399,0.86741
2005,Upper Secondary Level,Disabled (> 30%),0.13930,1308,10227,0.13259,0.14601
2005,Post-secondary Non-tertiary Level,Not Disabled (<= 30%),0.93556,1060,1127,0.92122,0.94990
2005,Post-secondary Non-tertiary Level,Disabled (> 30%),0.06444,67,1127,0.05010,0.07878
2005,First Stage of Tertiary Education,Not Disabled (<= 30%),0.85156,1360,1557,0.83389,0.86923
2005,First Stage of Tertiary Education,Disabled (> 30%),0.14844,197,1557,0.13077,0.16611
2005,Second Stage of Tertiary Education,Not Disabled (<= 30%),0.90890,3837,4161,0.90016,0.91765
2005,Second Stage of Tertiary Education,Disabled (> 30%),0.09110,324,4161,0.08235,0.09984
2006,No answer / don't know,Not Disabled (<= 30%),0.92375,309,309,0.89411,0.95339
2006,Pre-primary Level,Not Disabled (<= 30%),0.99281,393,393,0.98445,1.00118
2006,Primary Level,Not Disabled (<= 30%),0.81730,198,240,0.76831,0.86629
2006,Primary Level,Disabled (> 30%),0.18270,42,240,0.13371,0.23169
2006,Lower Secondary Level,Not Disabled (<= 30%),0.84112,2104,2471,0.82670,0.85554
2006,Lower Secondary Level,Disabled (> 30%),0.15888,367,2471,0.14446,0.17330
2006,Upper Secondary Level,Not Disabled (<= 30%),0.85904,9618,11057,0.85256,0.86553
2006,Upper Secondary Level,Disabled (> 30%),0.14096,1439,11057,0.13447,0.14744
2006,Post-secondary Non-tertiary Level,Not Disabled (<= 30%),0.93279,1141,1209,0.91867,0.94691
2006,Post-secondary Non-tertiary Level,Disabled (> 30%),0.06721,68,1209,0.05309,0.08133
2006,First Stage of Tertiary Education,Not Disabled (<= 30%),0.85577,1435,1647,0.83880,0.87275
2006,First Stage of Tertiary Education,Disabled (> 30%),0.14423,212,1647,0.12725,0.16120
2006,Second Stage of Tertiary Education,Not Disabled (<= 30%),0.90589,4194,4574,0.89743,0.91435
2006,Second Stage of Tertiary Education,Disabled (> 30%),0.09411,380,4574,0.08565,0.10257
2007,No answer / don't know,Not Disabled (<= 30%),0.92308,318,318,0.89374,0.95241
2007,Pre-primary Level,Not Disabled (<= 30%),0.99095,340,340,0.98087,1.00103
2007,Primary Level,Not Disabled (<= 30%),0.82720,175,216,0.77667,0.87774
2007,Primary Level,Disabled (> 30%),0.17280,41,216,0.12226,0.22333
2007,Lower Secondary Level,Not Disabled (<= 30%),0.85068,1878,2202,0.83579,0.86557
2007,Lower Secondary Level,Disabled (> 30%),0.14932,324,2202,0.13443,0.16421
2007,Upper Secondary Level,Not Disabled (<= 30%),0.85933,8955,10299,0.85262,0.86605
2007,Upper Secondary Level,Disabled (> 30%),0.14067,1344,10299,0.13395,0.14738
2007,Post-secondary Non-tertiary Level,Not Disabled (<= 30%),0.92023,1083,1165,0.90467,0.93580
2007,Post-secondary Non-tertiary Level,Disabled (> 30%),0.07977,82,1165,0.06420,0.09533
2007,First Stage of Tertiary Education,Not Disabled (<= 30%),0.85186,1332,1530,0.83406,0.86967
2007,First Stage of Tertiary Education,Disabled (> 30%),0.14814,198,1530,0.13033,0.16594
2007,Second Stage of Tertiary Education,Not Disabled (<= 30%),0.90145,3999,4385,0.89262,0.91027
2007,Second Stage of Tertiary Education,Disabled (> 30%),0.09855,386,4385,0.08973,0.10738
2008,No answer / don't know,Not Disabled (<= 30%),0.92652,323,323,0.89802,0.95502
2008,Pre-primary Level,Not Disabled (<= 30%),0.98567,350,350,0.97321,0.99814
2008,Primary Level,Not Disabled (<= 30%),0.84152,150,183,0.78846,0.89457
2008,Primary Level,Disabled (> 30%),0.15848,33,183,0.10543,0.21154
2008,Lower Secondary Level,Not Disabled (<= 30%),0.84795,1708,2006,0.83223,0.86367
2008,Lower Secondary Level,Disabled (> 30%),0.15205,298,2006,0.13633,0.16777
2008,Upper Secondary Level,Not Disabled (<= 30%),0.86076,8430,9705,0.85388,0.86765
2008,Upper Secondary Level,Disabled (> 30%),0.13924,1275,9705,0.13235,0.14612
2008,Post-secondary Non-tertiary Level,Not Disabled (<= 30%),0.92300,1021,1091,0.90718,0.93883
2008,Post-secondary Non-tertiary Level,Disabled (> 30%),0.07700,70,1091,0.06117,0.09282
2008,First Stage of Tertiary Education,Not Disabled (<= 30%),0.85478,1228,1413,0.83640,0.87316
2008,First Stage of Tertiary Education,Disabled (> 30%),0.14522,185,1413,0.12684,0.16360
2008,Second Stage of Tertiary Education,Not Disabled (<= 30%),0.90524,3823,4190,0.89637,0.91411
2008,Second Stage of Tertiary Education,Disabled (> 30%),0.09476,367,4190,0.08589,0.10363
2009,No answer / don't know,Not Disabled (<= 30%),0.91837,313,313,0.88799,0.94875
2009,Pre-primary Level,Not Disabled (<= 30%),0.99616,311,311,0.98927,1.00304
2009,Primary Level,Not Disabled (<= 30%),0.82598,135,135,0.76178,0.89017
2009,Lower Secondary Level,Not Disabled (<= 30%),0.85683,1524,1784,0.84057,0.87308
2009,Lower Secondary Level,Disabled (> 30%),0.14317,260,1784,0.12692,0.15943
2009,Upper Secondary Level,Not Disabled (<= 30%),0.85877,7821,9043,0.85160,0.86595
2009,Upper Secondary Level,Disabled (> 30%),0.14123,1222,9043,0.13405,0.14840
2009,Post-secondary Non-tertiary Level,Not Disabled (<= 30%),0.90876,919,991,0.89082,0.92669
2009,Post-secondary Non-tertiary Level,Disabled (> 30%),0.09124,72,991,0.07331,0.10918
2009,First Stage of Tertiary Education,Not Disabled (<= 30%),0.85880,1148,1329,0.84007,0.87753
