year,migback,sampreg,m11124,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1999,No migration background,West,Not Disabled (<= 30%),0.85236,6331,7203,0.84417,0.86055
1999,No migration background,West,Disabled (> 30%),0.14764,872,7203,0.13945,0.15583
1999,No migration background,East,Not Disabled (<= 30%),0.91479,3362,3643,0.90572,0.92386
1999,No migration background,East,Disabled (> 30%),0.08521,281,3643,0.07614,0.09428
1999,Direct migration background,West,Not Disabled (<= 30%),0.88828,1892,2094,0.87479,0.90178
1999,Direct migration background,West,Disabled (> 30%),0.11172,202,2094,0.09822,0.12521
1999,Direct migration background,East,Not Disabled (<= 30%),0.86624,94,94,0.79705,0.93542
1999,Indirect migration background,West,Not Disabled (<= 30%),0.97206,565,565,0.95845,0.98566
2000,No migration background,West,Not Disabled (<= 30%),0.86976,12619,14279,0.86424,0.87528
2000,No migration background,West,Disabled (> 30%),0.13024,1660,14279,0.12472,0.13576
2000,No migration background,East,Not Disabled (<= 30%),0.90951,5192,5657,0.90203,0.91698
2000,No migration background,East,Disabled (> 30%),0.09049,465,5657,0.08302,0.09797
2000,Direct migration background,West,Not Disabled (<= 30%),0.91363,2897,3152,0.90382,0.92344
2000,Direct migration background,West,Disabled (> 30%),0.08637,255,3152,0.07656,0.09618
2000,Direct migration background,East,Not Disabled (<= 30%),0.87549,132,132,0.81895,0.93203
2000,Indirect migration background,West,Not Disabled (<= 30%),0.97239,768,768,0.96080,0.98399
2001,No migration background,West,Not Disabled (<= 30%),0.86937,11432,12928,0.86356,0.87518
2001,No migration background,West,Disabled (> 30%),0.13063,1496,12928,0.12482,0.13644
2001,No migration background,East,Not Disabled (<= 30%),0.91291,4838,5260,0.90529,0.92053
2001,No migration background,East,Disabled (> 30%),0.08709,422,5260,0.07947,0.09471
2001,Direct migration background,West,Not Disabled (<= 30%),0.91372,2560,2792,0.90331,0.92414
2001,Direct migration background,West,Disabled (> 30%),0.08628,232,2792,0.07586,0.09669
2001,Direct migration background,East,Not Disabled (<= 30%),0.87248,107,107,0.80898,0.93598
2001,Indirect migration background,West,Not Disabled (<= 30%),0.96126,709,709,0.94704,0.97547
2002,No migration background,West,Not Disabled (<= 30%),0.86043,12521,14146,0.85471,0.86614
2002,No migration background,West,Disabled (> 30%),0.13957,1625,14146,0.13386,0.14529
2002,No migration background,East,Not Disabled (<= 30%),0.89928,4805,5268,0.89115,0.90741
2002,No migration background,East,Disabled (> 30%),0.10072,463,5268,0.09259,0.10885
2002,Direct migration background,West,Not Disabled (<= 30%),0.91245,2454,2679,0.90174,0.92315
2002,Direct migration background,West,Disabled (> 30%),0.08755,225,2679,0.07685,0.09826
2002,Direct migration background,East,Not Disabled (<= 30%),0.82061,96,96,0.74346,0.89777
2002,Indirect migration background,West,Not Disabled (<= 30%),0.96261,718,718,0.94873,0.97650
2003,No migration background,West,Not Disabled (<= 30%),0.86172,11966,13542,0.85591,0.86754
2003,No migration background,West,Disabled (> 30%),0.13828,1576,13542,0.13246,0.14409
2003,No migration background,East,Not Disabled (<= 30%),0.89918,4724,5192,0.89099,0.90737
2003,No migration background,East,Disabled (> 30%),0.10082,468,5192,0.09263,0.10901
2003,Direct migration background,West,Not Disabled (<= 30%),0.90906,2286,2512,0.89782,0.92031
2003,Direct migration background,West,Disabled (> 30%),0.09094,226,2512,0.07969,0.10218
2003,Direct migration background,East,Not Disabled (<= 30%),0.85081,89,89,0.77638,0.92525
2003,Indirect migration background,West,Not Disabled (<= 30%),0.97345,721,721,0.96170,0.98519
2004,No migration background,West,Not Disabled (<= 30%),0.85694,11589,13171,0.85096,0.86292
2004,No migration background,West,Disabled (> 30%),0.14306,1582,13171,0.13708,0.14904
2004,No migration background,East,Not Disabled (<= 30%),0.89381,4598,5074,0.88533,0.90229
2004,No migration background,East,Disabled (> 30%),0.10619,476,5074,0.09771,0.11467
2004,Direct migration background,West,Not Disabled (<= 30%),0.90440,2204,2432,0.89271,0.91609
2004,Direct migration background,West,Disabled (> 30%),0.09560,228,2432,0.08391,0.10729
2004,Direct migration background,East,Not Disabled (<= 30%),0.84449,84,84,0.76652,0.92245
2004,Indirect migration background,West,Not Disabled (<= 30%),0.96110,734,734,0.94710,0.97510
2005,No migration background,West,Not Disabled (<= 30%),0.86054,11037,12582,0.85449,0.86659
2005,No migration background,West,Disabled (> 30%),0.13946,1545,12582,0.13341,0.14551
2005,No migration background,East,Not Disabled (<= 30%),0.88695,4407,4893,0.87807,0.89582
2005,No migration background,East,Disabled (> 30%),0.11305,486,4893,0.10418,0.12193
2005,Direct migration background,West,Not Disabled (<= 30%),0.90496,2043,2264,0.89287,0.91704
2005,Direct migration background,West,Disabled (> 30%),0.09504,221,2264,0.08296,0.10713
2005,Direct migration background,East,Not Disabled (<= 30%),0.86453,81,81,0.78953,0.93952
2005,Indirect migration background,West,Not Disabled (<= 30%),0.96981,767,767,0.95770,0.98193
2006,No migration background,West,Not Disabled (<= 30%),0.85802,11908,13626,0.85216,0.86388
2006,No migration background,West,Disabled (> 30%),0.14198,1718,13626,0.13612,0.14784
2006,No migration background,East,Not Disabled (<= 30%),0.87969,4575,5110,0.87077,0.88861
2006,No migration background,East,Disabled (> 30%),0.12031,535,5110,0.11139,0.12923
2006,Direct migration background,West,Not Disabled (<= 30%),0.89058,2022,2264,0.87772,0.90345
2006,Direct migration background,West,Disabled (> 30%),0.10942,242,2264,0.09655,0.12228
2006,Direct migration background,East,Not Disabled (<= 30%),0.91812,97,97,0.86328,0.97297
2006,Indirect migration background,West,Not Disabled (<= 30%),0.97175,750,750,0.95988,0.98362
2007,No migration background,West,Not Disabled (<= 30%),0.85639,11073,12709,0.85029,0.86248
2007,No migration background,West,Disabled (> 30%),0.14361,1636,12709,0.13752,0.14971
2007,No migration background,East,Not Disabled (<= 30%),0.88455,4363,4868,0.87557,0.89352
2007,No migration background,East,Disabled (> 30%),0.11545,505,4868,0.10648,0.12443
2007,Direct migration background,West,Not Disabled (<= 30%),0.89133,1810,2025,0.87777,0.90488
2007,Direct migration background,West,Disabled (> 30%),0.10867,215,2025,0.09512,0.12223
2007,Direct migration background,East,Not Disabled (<= 30%),0.91597,80,80,0.85480,0.97715
2007,Indirect migration background,West,Not Disabled (<= 30%),0.97328,716,716,0.96147,0.98510
2007,Indirect migration background,East,Not Disabled (<= 30%),0.86735,38,38,0.75805,0.97664
2008,No migration background,West,Not Disabled (<= 30%),0.85895,10441,11975,0.85271,0.86518
2008,No migration background,West,Disabled (> 30%),0.14105,1534,11975,0.13482,0.14729
2008,No migration background,East,Not Disabled (<= 30%),0.88743,4155,4635,0.87833,0.89653
2008,No migration background,East,Disabled (> 30%),0.11257,480,4635,0.10347,0.12167
2008,Direct migration background,West,Not Disabled (<= 30%),0.89252,1628,1824,0.87830,0.90673
2008,Direct migration background,West,Disabled (> 30%),0.10748,196,1824,0.09327,0.12170
2008,Direct migration background,East,Not Disabled (<= 30%),0.92752,71,71,0.86677,0.98826
2008,Indirect migration background,West,Not Disabled (<= 30%),0.96317,698,698,0.94919,0.97715
2008,Indirect migration background,East,Not Disabled (<= 30%),0.87848,40,40,0.77594,0.98103
2009,No migration background,West,Not Disabled (<= 30%),0.85796,9750,11200,0.85149,0.86442
2009,No migration background,West,Disabled (> 30%),0.14204,1450,11200,0.13558,0.14851
2009,No migration background,East,Not Disabled (<= 30%),0.89039,3942,4418,0.88118,0.89961
2009,No migration background,East,Disabled (> 30%),0.10961,476,4418,0.10039,0.11882
2009,Direct migration background,West,Not Disabled (<= 30%),0.88959,1402,1578,0.87412,0.90506
2009,Direct migration background,West,Disabled (> 30%),0.11041,176,1578,0.09494,0.12588
2009,Direct migration background,East,Not Disabled (<= 30%),0.95029,69,69,0.89863,1.00195
2009,Indirect migration background,West,Not Disabled (<= 30%),0.96992,645,645,0.95673,0.98312
2009,Indirect migration background,East,Not Disabled (<= 30%),0.97864,39,39,0.93266,1.02461
2010,No migration background,West,Not Disabled (<= 30%),0.85993,13093,14596,0.85430,0.86556
2010,No migration background,West,Disabled (> 30%),0.14007,1503,14596,0.13444,0.14570
2010,No migration background,East,Not Disabled (<= 30%),0.88271,4757,5244,0.87400,0.89142
2010,No migration background,East,Disabled (> 30%),0.11729,487,5244,0.10858,0.12600
2010,Direct migration background,West,Not Disabled (<= 30%),0.90087,2652,2841,0.88988,0.91186
2010,Direct migration background,West,Disabled (> 30%),0.09913,189,2841,0.08814,0.11012
2010,Direct migration background,East,Not Disabled (<= 30%),0.93457,124,124,0.89086,0.97827
2010,Indirect migration background,West,Not Disabled (<= 30%),0.95807,980,1014,0.94573,0.97041
2010,Indirect migration background,West,Disabled (> 30%),0.04193,34,1014,0.02959,0.05427
2010,Indirect migration background,East,Not Disabled (<= 30%),0.85457,68,68,0.77015,0.93898
2011,No migration background,West,Not Disabled (<= 30%),0.85967,15746,17704,0.85455,0.86479
2011,No migration background,West,Disabled (> 30%),0.14033,1958,17704,0.13521,0.14545
2011,No migration background,East,Not Disabled (<= 30%),0.87941,5432,6057,0.87121,0.88761
2011,No migration background,East,Disabled (> 30%),0.12059,625,6057,0.11239,0.12879
2011,Direct migration background,West,Not Disabled (<= 30%),0.91591,2954,3175,0.90625,0.92556
2011,Direct migration background,West,Disabled (> 30%),0.08409,221,3175,0.07444,0.09375
2011,Direct migration background,East,Not Disabled (<= 30%),0.89701,150,150,0.84820,0.94581
2011,Indirect migration background,West,Not Disabled (<= 30%),0.95384,1113,1161,0.94176,0.96591
2011,Indirect migration background,West,Disabled (> 30%),0.04616,48,1161,0.03409,0.05824
2011,Indirect migration background,East,Not Disabled (<= 30%),0.99177,76,76,0.97133,1.01222
2012,No migration background,West,Not Disabled (<= 30%),0.85719,15259,17283,0.85198,0.86241
2012,No migration background,West,Disabled (> 30%),0.14281,2024,17283,0.13759,0.14802
2012,No migration background,East,Not Disabled (<= 30%),0.86792,5247,5917,0.85930,0.87655
2012,No migration background,East,Disabled (> 30%),0.13208,670,5917,0.12345,0.14070
2012,Direct migration background,West,Not Disabled (<= 30%),0.90755,2783,3014,0.89721,0.91789
2012,Direct migration background,West,Disabled (> 30%),0.09245,231,3014,0.08211,0.10279
2012,Direct migration background,East,Not Disabled (<= 30%),0.85648,154,154,0.80092,0.91203
2012,Indirect migration background,West,Not Disabled (<= 30%),0.94296,1081,1131,0.92943,0.95648
2012,Indirect migration background,West,Disabled (> 30%),0.05704,50,1131,0.04352,0.07057
2012,Indirect migration background,East,Not Disabled (<= 30%),0.86699,65,65,0.78379,0.95019
2013,No migration background,West,Not Disabled (<= 30%),0.85611,14508,16444,0.85074,0.86147
2013,No migration background,West,Disabled (> 30%),0.14389,1936,16444,0.13853,0.14926
2013,No migration background,East,Not Disabled (<= 30%),0.87277,4929,5548,0.86400,0.88154
2013,No migration background,East,Disabled (> 30%),0.12723,619,5548,0.11846,0.13600
2013,Direct migration background,West,Not Disabled (<= 30%),0.90235,5704,6089,0.89489,0.90980
2013,Direct migration background,West,Disabled (> 30%),0.09765,385,6089,0.09020,0.10511
2013,Direct migration background,East,Not Disabled (<= 30%),0.85847,427,427,0.82536,0.89157
2013,Indirect migration background,West,Not Disabled (<= 30%),0.95771,1882,1947,0.94877,0.96665
2013,Indirect migration background,West,Disabled (> 30%),0.04229,65,1947,0.03335,0.05123
2013,Indirect migration background,East,Not Disabled (<= 30%),0.81664,88,88,0.73533,0.89796
2014,No migration background,West,Not Disabled (<= 30%),0.84929,13048,14951,0.84356,0.85503
2014,No migration background,West,Disabled (> 30%),0.15071,1903,14951,0.14497,0.15644
2014,No migration background,East,Not Disabled (<= 30%),0.86164,4497,5115,0.85218,0.87110
2014,No migration background,East,Disabled (> 30%),0.13836,618,5115,0.12890,0.14782
2014,Direct migration background,West,Not Disabled (<= 30%),0.89781,4559,4905,0.88934,0.90629
2014,Direct migration background,West,Disabled (> 30%),0.10219,346,4905,0.09371,0.11066
2014,Direct migration background,East,Not Disabled (<= 30%),0.88565,336,336,0.85157,0.91972
2014,Indirect migration background,West,Not Disabled (<= 30%),0.94470,1551,1607,0.93352,0.95588
2014,Indirect migration background,West,Disabled (> 30%),0.05530,56,1607,0.04412,0.06648
2014,Indirect migration background,East,Not Disabled (<= 30%),0.95431,86,86,0.90992,0.99870
2015,No migration background,West,Not Disabled (<= 30%),0.85074,12445,14226,0.84488,0.85659
2015,No migration background,West,Disabled (> 30%),0.14926,1781,14226,0.14341,0.15512
2015,No migration background,East,Not Disabled (<= 30%),0.86957,4297,4862,0.86011,0.87904
2015,No migration background,East,Disabled (> 30%),0.13043,565,4862,0.12096,0.13989
2015,Direct migration background,West,Not Disabled (<= 30%),0.91331,5306,5605,0.90594,0.92067
2015,Direct migration background,West,Disabled (> 30%),0.08669,299,5605,0.07933,0.09406
2015,Direct migration background,East,Not Disabled (<= 30%),0.86977,414,414,0.83732,0.90223
2015,Indirect migration background,West,Not Disabled (<= 30%),0.95010,1453,1506,0.93910,0.96110
2015,Indirect migration background,West,Disabled (> 30%),0.04990,53,1506,0.03890,0.06090
2015,Indirect migration background,East,Not Disabled (<= 30%),0.95561,91,91,0.91306,0.99816
2016,No migration background,West,Not Disabled (<= 30%),0.85048,11509,13174,0.84439,0.85657
2016,No migration background,West,Disabled (> 30%),0.14952,1665,13174,0.14343,0.15561
2016,No migration background,East,Not Disabled (<= 30%),0.87108,4017,4546,0.86133,0.88082
2016,No migration background,East,Disabled (> 30%),0.12892,529,4546,0.11918,0.13867
2016,Direct migration background,West,Not Disabled (<= 30%),0.90849,4366,4656,0.90020,0.91677
2016,Direct migration background,West,Disabled (> 30%),0.09151,290,4656,0.08323,0.09980
2016,Direct migration background,East,Not Disabled (<= 30%),0.88652,348,348,0.85314,0.91989
2016,Indirect migration background,West,Not Disabled (<= 30%),0.95177,1326,1379,0.94045,0.96308
2016,Indirect migration background,West,Disabled (> 30%),0.04823,53,1379,0.03692,0.05955
2016,Indirect migration background,East,Not Disabled (<= 30%),0.97556,96,96,0.94451,1.00661
2017,No migration background,West,Not Disabled (<= 30%),0.85411,13135,14971,0.84846,0.85977
2017,No migration background,West,Disabled (> 30%),0.14589,1836,14971,0.14023,0.15154
2017,No migration background,East,Not Disabled (<= 30%),0.87363,4506,5092,0.86450,0.88275
2017,No migration background,East,Disabled (> 30%),0.12637,586,5092,0.11725,0.13550
2017,Direct migration background,West,Not Disabled (<= 30%),0.90679,4119,4424,0.89822,0.91536
2017,Direct migration background,West,Disabled (> 30%),0.09321,305,4424,0.08464,0.10178
2017,Direct migration background,East,Not Disabled (<= 30%),0.91922,358,358,0.89095,0.94748
2017,Indirect migration background,West,Not Disabled (<= 30%),0.95377,1452,1521,0.94321,0.96433
2017,Indirect migration background,West,Disabled (> 30%),0.04623,69,1521,0.03567,0.05679
2017,Indirect migration background,East,Not Disabled (<= 30%),0.97710,96,96,0.94701,1.00718
2018,No migration background,West,Not Disabled (<= 30%),0.85569,12533,14385,0.84995,0.86143
2018,No migration background,West,Disabled (> 30%),0.14431,1852,14385,0.13857,0.15005
2018,No migration background,East,Not Disabled (<= 30%),0.86787,4370,4983,0.85847,0.87728
2018,No migration background,East,Disabled (> 30%),0.13213,613,4983,0.12272,0.14153
2018,Direct migration background,West,Not Disabled (<= 30%),0.90226,3911,4241,0.89333,0.91120
2018,Direct migration background,West,Disabled (> 30%),0.09774,330,4241,0.08880,0.10667
2018,Direct migration background,East,Not Disabled (<= 30%),0.97287,353,353,0.95589,0.98984
2018,Indirect migration background,West,Not Disabled (<= 30%),0.93313,1411,1494,0.92046,0.94580
2018,Indirect migration background,West,Disabled (> 30%),0.06687,83,1494,0.05420,0.07954
2018,Indirect migration background,East,Not Disabled (<= 30%),0.95787,107,107,0.91963,0.99611
2019,No migration background,Does not apply,Not Disabled (<= 30%),0.87158,58,58,0.78473,0.95843
2019,No migration background,West,Not Disabled (<= 30%),0.85776,13103,14909,0.85215,0.86337
2019,No migration background,West,Disabled (> 30%),0.14224,1806,14909,0.13663,0.14785
2019,No migration background,East,Not Disabled (<= 30%),0.86388,4482,5103,0.85447,0.87329
2019,No migration background,East,Disabled (> 30%),0.13612,621,5103,0.12671,0.14553
2019,Direct migration background,West,Not Disabled (<= 30%),0.90489,3437,3707,0.89545,0.91434
2019,Direct migration background,West,Disabled (> 30%),0.09511,270,3707,0.08566,0.10455
2019,Direct migration background,East,Not Disabled (<= 30%),0.96441,297,297,0.94330,0.98551
2019,Indirect migration background,West,Not Disabled (<= 30%),0.94556,1375,1447,0.93387,0.95726
2019,Indirect migration background,West,Disabled (> 30%),0.05444,72,1447,0.04274,0.06613
2019,Indirect migration background,East,Not Disabled (<= 30%),0.95512,113,113,0.91677,0.99346
2020,No migration background,West,Not Disabled (<= 30%),0.85952,12104,13784,0.85372,0.86532
2020,No migration background,West,Disabled (> 30%),0.14048,1680,13784,0.13468,0.14628
2020,No migration background,East,Not Disabled (<= 30%),0.85917,4100,4687,0.84921,0.86913
2020,No migration background,East,Disabled (> 30%),0.14083,587,4687,0.13087,0.15079
2020,Direct migration background,West,Not Disabled (<= 30%),0.90176,7131,7461,0.89501,0.90851
2020,Direct migration background,West,Disabled (> 30%),0.09824,330,7461,0.09149,0.10499
2020,Direct migration background,East,Not Disabled (<= 30%),0.94313,864,864,0.92768,0.95858
2020,Indirect migration background,West,Not Disabled (<= 30%),0.93805,1343,1417,0.92549,0.95061
2020,Indirect migration background,West,Disabled (> 30%),0.06195,74,1417,0.04939,0.07451
2020,Indirect migration background,East,Not Disabled (<= 30%),0.96162,109,109,0.92539,0.99785
2021,No migration background,West,Not Disabled (<= 30%),0.85985,8659,9882,0.85300,0.86669
2021,No migration background,West,Disabled (> 30%),0.14015,1223,9882,0.13331,0.14700
2021,No migration background,East,Not Disabled (<= 30%),0.85742,2834,3240,0.84538,0.86946
2021,No migration background,East,Disabled (> 30%),0.14258,406,3240,0.13054,0.15462
2021,Direct migration background,West,Not Disabled (<= 30%),0.89058,4388,4647,0.88160,0.89956
2021,Direct migration background,West,Disabled (> 30%),0.10942,259,4647,0.10044,0.11840
2021,Direct migration background,East,Not Disabled (<= 30%),0.95029,512,512,0.93145,0.96914
2021,Indirect migration background,West,Not Disabled (<= 30%),0.92611,799,846,0.90848,0.94375
2021,Indirect migration background,West,Disabled (> 30%),0.07389,47,846,0.05625,0.09152
2021,Indirect migration background,East,Not Disabled (<= 30%),0.98434,79,79,0.95679,1.01189
2022,No migration background,West,Not Disabled (<= 30%),0.86393,12095,13638,0.85817,0.86968
2022,No migration background,West,Disabled (> 30%),0.13607,1543,13638,0.13032,0.14183
2022,No migration background,East,Not Disabled (<= 30%),0.86533,4141,4666,0.85553,0.87512
2022,No migration background,East,Disabled (> 30%),0.13467,525,4666,0.12488,0.14447
2022,Direct migration background,West,Not Disabled (<= 30%),0.91266,6816,7107,0.90610,0.91923
2022,Direct migration background,West,Disabled (> 30%),0.08734,291,7107,0.08077,0.09390
2022,Direct migration background,East,Not Disabled (<= 30%),0.93691,989,989,0.92175,0.95207
2022,Indirect migration background,West,Not Disabled (<= 30%),0.91686,1194,1293,0.90181,0.93192
2022,Indirect migration background,West,Disabled (> 30%),0.08314,99,1293,0.06808,0.09819
2022,Indirect migration background,East,Not Disabled (<= 30%),0.84144,144,144,0.78157,0.90131
