year,quintil_oecd,regtyp,m11124,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1997,2nd Quintile,Urban regions,Disabled (> 30%),0.11805,176,1665,0.10255,0.13356
1997,2nd Quintile,Rural regions,Not Disabled (<= 30%),0.70131,964,1065,0.67381,0.72881
1997,2nd Quintile,Rural regions,Disabled (> 30%),0.07962,101,1065,0.06336,0.09589
1997,3rd Quintile,Urban regions,Not Disabled (<= 30%),0.69443,1430,1607,0.67190,0.71696
1997,3rd Quintile,Urban regions,Disabled (> 30%),0.12234,177,1607,0.10631,0.13836
1997,3rd Quintile,Rural regions,Not Disabled (<= 30%),0.68258,915,1007,0.65382,0.71135
1997,3rd Quintile,Rural regions,Disabled (> 30%),0.11075,92,1007,0.09136,0.13015
1997,4th Quintile,Urban regions,Not Disabled (<= 30%),0.75129,1602,1771,0.73115,0.77143
1997,4th Quintile,Urban regions,Disabled (> 30%),0.09982,169,1771,0.08586,0.11379
1997,4th Quintile,Rural regions,Not Disabled (<= 30%),0.80436,824,879,0.77812,0.83060
1997,4th Quintile,Rural regions,Disabled (> 30%),0.07812,55,879,0.06037,0.09587
1997,5th Quintile,Urban regions,Not Disabled (<= 30%),0.80763,1597,1754,0.78918,0.82609
1997,5th Quintile,Urban regions,Disabled (> 30%),0.09098,157,1754,0.07752,0.10444
1997,5th Quintile,Rural regions,Not Disabled (<= 30%),0.80946,603,653,0.77932,0.83961
1997,5th Quintile,Rural regions,Disabled (> 30%),0.09367,50,653,0.07130,0.11603
1998,1st Quintile,Urban regions,Not Disabled (<= 30%),0.63162,1379,1558,0.60766,0.65558
1998,1st Quintile,Urban regions,Disabled (> 30%),0.11414,179,1558,0.09835,0.12994
1998,1st Quintile,Rural regions,Not Disabled (<= 30%),0.64715,692,772,0.61342,0.68088
1998,1st Quintile,Rural regions,Disabled (> 30%),0.10287,80,772,0.08143,0.12432
1998,2nd Quintile,Urban regions,Not Disabled (<= 30%),0.67371,1378,1542,0.65030,0.69712
1998,2nd Quintile,Urban regions,Disabled (> 30%),0.10837,164,1542,0.09285,0.12389
1998,2nd Quintile,Rural regions,Not Disabled (<= 30%),0.67468,861,949,0.64486,0.70451
1998,2nd Quintile,Rural regions,Disabled (> 30%),0.07897,88,949,0.06181,0.09614
1998,3rd Quintile,Urban regions,Not Disabled (<= 30%),0.70292,1366,1540,0.68009,0.72576
1998,3rd Quintile,Urban regions,Disabled (> 30%),0.12228,174,1540,0.10592,0.13865
1998,3rd Quintile,Rural regions,Not Disabled (<= 30%),0.71914,936,1031,0.69169,0.74659
1998,3rd Quintile,Rural regions,Disabled (> 30%),0.11240,95,1031,0.09311,0.13169
1998,4th Quintile,Urban regions,Not Disabled (<= 30%),0.75775,1528,1694,0.73734,0.77815
1998,4th Quintile,Urban regions,Disabled (> 30%),0.11001,166,1694,0.09511,0.12492
1998,4th Quintile,Rural regions,Not Disabled (<= 30%),0.77676,830,904,0.74960,0.80392
1998,4th Quintile,Rural regions,Disabled (> 30%),0.09186,74,904,0.07302,0.11069
1998,5th Quintile,Urban regions,Not Disabled (<= 30%),0.80076,1510,1657,0.78152,0.82000
1998,5th Quintile,Urban regions,Disabled (> 30%),0.09304,147,1657,0.07905,0.10704
1998,5th Quintile,Rural regions,Not Disabled (<= 30%),0.81838,599,640,0.78849,0.84828
1998,5th Quintile,Rural regions,Disabled (> 30%),0.07483,41,640,0.05443,0.09523
1999,1st Quintile,Urban regions,Not Disabled (<= 30%),0.64340,1477,1663,0.62037,0.66643
1999,1st Quintile,Urban regions,Disabled (> 30%),0.10845,186,1663,0.09350,0.12340
1999,1st Quintile,Rural regions,Not Disabled (<= 30%),0.66240,845,930,0.63199,0.69281
1999,1st Quintile,Rural regions,Disabled (> 30%),0.08668,85,930,0.06859,0.10477
1999,2nd Quintile,Urban regions,Not Disabled (<= 30%),0.68913,1542,1730,0.66731,0.71094
1999,2nd Quintile,Urban regions,Disabled (> 30%),0.11647,188,1730,0.10135,0.13159
1999,2nd Quintile,Rural regions,Not Disabled (<= 30%),0.69123,1020,1135,0.66434,0.71812
1999,2nd Quintile,Rural regions,Disabled (> 30%),0.10661,115,1135,0.08865,0.12458
1999,3rd Quintile,Urban regions,Not Disabled (<= 30%),0.71167,1518,1716,0.69023,0.73311
1999,3rd Quintile,Urban regions,Disabled (> 30%),0.12017,198,1716,0.10478,0.13556
1999,3rd Quintile,Rural regions,Not Disabled (<= 30%),0.70765,1004,1108,0.68085,0.73444
1999,3rd Quintile,Rural regions,Disabled (> 30%),0.09665,104,1108,0.07925,0.11406
1999,4th Quintile,Urban regions,Not Disabled (<= 30%),0.74588,1687,1874,0.72616,0.76560
1999,4th Quintile,Urban regions,Disabled (> 30%),0.11187,187,1874,0.09760,0.12615
1999,4th Quintile,Rural regions,Not Disabled (<= 30%),0.77130,809,884,0.74360,0.79900
1999,4th Quintile,Rural regions,Disabled (> 30%),0.08926,75,884,0.07046,0.10807
1999,5th Quintile,Urban regions,Not Disabled (<= 30%),0.79311,1709,1899,0.77488,0.81133
1999,5th Quintile,Urban regions,Disabled (> 30%),0.10094,190,1899,0.08738,0.11449
1999,5th Quintile,Rural regions,Not Disabled (<= 30%),0.82148,654,711,0.79331,0.84965
1999,5th Quintile,Rural regions,Disabled (> 30%),0.09234,57,711,0.07104,0.11363
2000,1st Quintile,Urban regions,Not Disabled (<= 30%),0.63828,1406,1601,0.61474,0.66183
2000,1st Quintile,Urban regions,Disabled (> 30%),0.11840,195,1601,0.10257,0.13424
2000,1st Quintile,Rural regions,Not Disabled (<= 30%),0.67083,867,973,0.64128,0.70037
2000,1st Quintile,Rural regions,Disabled (> 30%),0.10380,106,973,0.08463,0.12298
2000,2nd Quintile,Urban regions,Not Disabled (<= 30%),0.67828,1518,1713,0.65615,0.70040
2000,2nd Quintile,Urban regions,Disabled (> 30%),0.10842,195,1713,0.09369,0.12314
2000,2nd Quintile,Rural regions,Not Disabled (<= 30%),0.67900,909,1024,0.65039,0.70761
2000,2nd Quintile,Rural regions,Disabled (> 30%),0.10606,115,1024,0.08719,0.12493
2000,3rd Quintile,Urban regions,Not Disabled (<= 30%),0.73576,1463,1623,0.71430,0.75722
2000,3rd Quintile,Urban regions,Disabled (> 30%),0.09301,160,1623,0.07888,0.10715
2000,3rd Quintile,Rural regions,Not Disabled (<= 30%),0.72987,1010,1105,0.70368,0.75606
2000,3rd Quintile,Rural regions,Disabled (> 30%),0.08714,95,1105,0.07050,0.10377
2000,4th Quintile,Urban regions,Not Disabled (<= 30%),0.73911,1620,1809,0.71887,0.75936
2000,4th Quintile,Urban regions,Disabled (> 30%),0.11334,189,1809,0.09873,0.12795
2000,4th Quintile,Rural regions,Not Disabled (<= 30%),0.76770,812,881,0.73979,0.79560
2000,4th Quintile,Rural regions,Disabled (> 30%),0.08742,69,881,0.06875,0.10608
2000,5th Quintile,Urban regions,Not Disabled (<= 30%),0.78138,1683,1872,0.76265,0.80011
2000,5th Quintile,Urban regions,Disabled (> 30%),0.10420,189,1872,0.09036,0.11805
2000,5th Quintile,Rural regions,Not Disabled (<= 30%),0.82345,611,665,0.79444,0.85245
2000,5th Quintile,Rural regions,Disabled (> 30%),0.09044,54,665,0.06862,0.11225
2001,1st Quintile,Urban regions,Not Disabled (<= 30%),0.66553,2171,2444,0.64682,0.68424
2001,1st Quintile,Urban regions,Disabled (> 30%),0.09996,273,2444,0.08806,0.11185
2001,1st Quintile,Rural regions,Not Disabled (<= 30%),0.68610,1289,1423,0.66198,0.71022
2001,1st Quintile,Rural regions,Disabled (> 30%),0.07666,134,1423,0.06283,0.09049
2001,2nd Quintile,Urban regions,Not Disabled (<= 30%),0.69136,2341,2612,0.67365,0.70908
2001,2nd Quintile,Urban regions,Disabled (> 30%),0.08977,271,2612,0.07881,0.10074
2001,2nd Quintile,Rural regions,Not Disabled (<= 30%),0.70617,1550,1717,0.68462,0.72772
2001,2nd Quintile,Rural regions,Disabled (> 30%),0.08884,167,1717,0.07538,0.10230
2001,3rd Quintile,Urban regions,Not Disabled (<= 30%),0.71431,2490,2840,0.69769,0.73093
2001,3rd Quintile,Urban regions,Disabled (> 30%),0.11156,350,2840,0.09998,0.12314
2001,3rd Quintile,Rural regions,Not Disabled (<= 30%),0.74096,1540,1690,0.72006,0.76185
2001,3rd Quintile,Rural regions,Disabled (> 30%),0.09067,150,1690,0.07697,0.10436
2001,4th Quintile,Urban regions,Not Disabled (<= 30%),0.75040,2681,2992,0.73489,0.76591
2001,4th Quintile,Urban regions,Disabled (> 30%),0.10068,311,2992,0.08989,0.11146
2001,4th Quintile,Rural regions,Not Disabled (<= 30%),0.79055,1491,1618,0.77071,0.81038
2001,4th Quintile,Rural regions,Disabled (> 30%),0.07677,127,1618,0.06379,0.08974
2001,5th Quintile,Urban regions,Not Disabled (<= 30%),0.79598,3092,3417,0.78247,0.80950
2001,5th Quintile,Urban regions,Disabled (> 30%),0.09752,325,3417,0.08757,0.10747
2001,5th Quintile,Rural regions,Not Disabled (<= 30%),0.82336,1021,1108,0.80089,0.84582
2001,5th Quintile,Rural regions,Disabled (> 30%),0.08644,87,1108,0.06988,0.10299
2002,1st Quintile,Urban regions,Not Disabled (<= 30%),0.66538,1890,2164,0.64550,0.68527
2002,1st Quintile,Urban regions,Disabled (> 30%),0.10620,274,2164,0.09322,0.11919
2002,1st Quintile,Rural regions,Not Disabled (<= 30%),0.67473,1135,1287,0.64913,0.70034
2002,1st Quintile,Rural regions,Disabled (> 30%),0.09642,152,1287,0.08028,0.11255
2002,2nd Quintile,Urban regions,Not Disabled (<= 30%),0.68434,2080,2370,0.66562,0.70305
2002,2nd Quintile,Urban regions,Disabled (> 30%),0.10973,290,2370,0.09715,0.12232
2002,2nd Quintile,Rural regions,Not Disabled (<= 30%),0.69910,1368,1542,0.67620,0.72200
2002,2nd Quintile,Rural regions,Disabled (> 30%),0.10646,174,1542,0.09106,0.12186
2002,3rd Quintile,Urban regions,Not Disabled (<= 30%),0.69610,2254,2573,0.67833,0.71388
2002,3rd Quintile,Urban regions,Disabled (> 30%),0.11192,319,2573,0.09973,0.12410
2002,3rd Quintile,Rural regions,Not Disabled (<= 30%),0.73571,1314,1460,0.71309,0.75834
2002,3rd Quintile,Rural regions,Disabled (> 30%),0.08795,146,1460,0.07342,0.10248
2002,4th Quintile,Urban regions,Not Disabled (<= 30%),0.75079,2466,2757,0.73464,0.76694
2002,4th Quintile,Urban regions,Disabled (> 30%),0.10833,291,2757,0.09673,0.11993
2002,4th Quintile,Rural regions,Not Disabled (<= 30%),0.75537,1451,1602,0.73431,0.77643
2002,4th Quintile,Rural regions,Disabled (> 30%),0.10058,151,1602,0.08584,0.11531
2002,5th Quintile,Urban regions,Not Disabled (<= 30%),0.80514,3322,3684,0.79235,0.81793
2002,5th Quintile,Urban regions,Disabled (> 30%),0.10987,362,3684,0.09977,0.11997
2002,5th Quintile,Rural regions,Not Disabled (<= 30%),0.84301,1228,1311,0.82331,0.86271
2002,5th Quintile,Rural regions,Disabled (> 30%),0.07561,83,1311,0.06129,0.08993
