year,pgisced97,regtyp,m11124,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1987,Lower Secondary Level,Rural regions,Disabled (> 30%),0.08560,51,669,0.06439,0.10682
1987,Upper Secondary Level,Urban regions,Not Disabled (<= 30%),0.87420,3469,3844,0.86371,0.88468
1987,Upper Secondary Level,Urban regions,Disabled (> 30%),0.12087,375,3844,0.11057,0.13118
1987,Upper Secondary Level,Rural regions,Not Disabled (<= 30%),0.89758,1014,1100,0.87965,0.91551
1987,Upper Secondary Level,Rural regions,Disabled (> 30%),0.09591,86,1100,0.07850,0.11332
1987,Post-secondary Non-tertiary Level,Urban regions,Not Disabled (<= 30%),0.91941,217,217,0.88310,0.95571
1987,Post-secondary Non-tertiary Level,Rural regions,Not Disabled (<= 30%),0.89493,37,37,0.79476,0.99510
1987,First Stage of Tertiary Education,Urban regions,Not Disabled (<= 30%),0.83303,380,444,0.79830,0.86776
1987,First Stage of Tertiary Education,Urban regions,Disabled (> 30%),0.16491,64,444,0.13035,0.19947
1987,First Stage of Tertiary Education,Rural regions,Not Disabled (<= 30%),0.91367,110,110,0.86095,0.96640
1987,Second Stage of Tertiary Education,Urban regions,Not Disabled (<= 30%),0.91500,571,615,0.89294,0.93706
1987,Second Stage of Tertiary Education,Urban regions,Disabled (> 30%),0.08239,44,615,0.06064,0.10414
1987,Second Stage of Tertiary Education,Rural regions,Not Disabled (<= 30%),0.89599,114,114,0.83971,0.95228
1988,Primary Level,Urban regions,Not Disabled (<= 30%),0.86920,537,592,0.84202,0.89639
1988,Primary Level,Urban regions,Disabled (> 30%),0.12697,55,592,0.10012,0.15381
1988,Primary Level,Rural regions,Not Disabled (<= 30%),0.77890,87,87,0.69119,0.86661
1988,Lower Secondary Level,Urban regions,Not Disabled (<= 30%),0.86827,1922,2097,0.85379,0.88274
1988,Lower Secondary Level,Urban regions,Disabled (> 30%),0.12550,175,2097,0.11132,0.13968
1988,Lower Secondary Level,Rural regions,Not Disabled (<= 30%),0.90169,557,610,0.87805,0.92534
1988,Lower Secondary Level,Rural regions,Disabled (> 30%),0.09665,53,610,0.07318,0.12012
1988,Upper Secondary Level,Urban regions,Not Disabled (<= 30%),0.85977,3272,3679,0.84854,0.87099
1988,Upper Secondary Level,Urban regions,Disabled (> 30%),0.13466,407,3679,0.12363,0.14569
1988,Upper Secondary Level,Rural regions,Not Disabled (<= 30%),0.89172,952,1043,0.87285,0.91058
1988,Upper Secondary Level,Rural regions,Disabled (> 30%),0.10325,91,1043,0.08477,0.12173
1988,Post-secondary Non-tertiary Level,Urban regions,Not Disabled (<= 30%),0.91048,214,214,0.87213,0.94882
1988,First Stage of Tertiary Education,Urban regions,Not Disabled (<= 30%),0.83353,362,423,0.79799,0.86907
1988,First Stage of Tertiary Education,Urban regions,Disabled (> 30%),0.16225,61,423,0.12707,0.19743
1988,First Stage of Tertiary Education,Rural regions,Not Disabled (<= 30%),0.91552,106,106,0.86233,0.96872
1988,Second Stage of Tertiary Education,Urban regions,Not Disabled (<= 30%),0.90792,543,588,0.88452,0.93131
1988,Second Stage of Tertiary Education,Urban regions,Disabled (> 30%),0.08940,45,588,0.06632,0.11248
1988,Second Stage of Tertiary Education,Rural regions,Not Disabled (<= 30%),0.90551,104,104,0.84902,0.96200
1989,Pre-primary Level,Urban regions,Not Disabled (<= 30%),0.98424,146,146,0.96396,1.00451
1989,Primary Level,Urban regions,Not Disabled (<= 30%),0.84894,506,566,0.81941,0.87847
1989,Primary Level,Urban regions,Disabled (> 30%),0.14973,60,566,0.12031,0.17915
1989,Primary Level,Rural regions,Not Disabled (<= 30%),0.78433,77,77,0.69186,0.87680
1989,Lower Secondary Level,Urban regions,Not Disabled (<= 30%),0.86678,1831,1997,0.85187,0.88169
1989,Lower Secondary Level,Urban regions,Disabled (> 30%),0.12772,166,1997,0.11308,0.14236
1989,Lower Secondary Level,Rural regions,Not Disabled (<= 30%),0.86914,500,560,0.84118,0.89710
1989,Lower Secondary Level,Rural regions,Disabled (> 30%),0.12479,60,560,0.09740,0.15219
1989,Upper Secondary Level,Urban regions,Not Disabled (<= 30%),0.85884,3206,3601,0.84747,0.87022
1989,Upper Secondary Level,Urban regions,Disabled (> 30%),0.13583,395,3601,0.12464,0.14703
1989,Upper Secondary Level,Rural regions,Not Disabled (<= 30%),0.87831,908,1001,0.85805,0.89858
1989,Upper Secondary Level,Rural regions,Disabled (> 30%),0.11747,93,1001,0.09751,0.13743
1989,Post-secondary Non-tertiary Level,Urban regions,Not Disabled (<= 30%),0.92097,231,231,0.88610,0.95584
1989,Post-secondary Non-tertiary Level,Rural regions,Not Disabled (<= 30%),0.86345,35,35,0.74803,0.97887
1989,First Stage of Tertiary Education,Urban regions,Not Disabled (<= 30%),0.84251,347,404,0.80694,0.87807
1989,First Stage of Tertiary Education,Urban regions,Disabled (> 30%),0.15749,57,404,0.12193,0.19306
1989,First Stage of Tertiary Education,Rural regions,Not Disabled (<= 30%),0.89848,102,102,0.83958,0.95738
1989,Second Stage of Tertiary Education,Urban regions,Not Disabled (<= 30%),0.90088,539,586,0.87667,0.92510
1989,Second Stage of Tertiary Education,Urban regions,Disabled (> 30%),0.09228,47,586,0.06883,0.11573
1989,Second Stage of Tertiary Education,Rural regions,Not Disabled (<= 30%),0.89349,99,99,0.83242,0.95457
1991,Pre-primary Level,Urban regions,Not Disabled (<= 30%),0.97534,120,120,0.94747,1.00320
1991,Pre-primary Level,Rural regions,Not Disabled (<= 30%),0.94357,38,38,0.86921,1.01792
1991,Primary Level,Urban regions,Not Disabled (<= 30%),0.83991,480,543,0.80904,0.87078
1991,Primary Level,Urban regions,Disabled (> 30%),0.15478,63,543,0.12433,0.18523
1991,Primary Level,Rural regions,Not Disabled (<= 30%),0.82880,103,103,0.75570,0.90190
1991,Lower Secondary Level,Urban regions,Not Disabled (<= 30%),0.86674,1814,1986,0.85179,0.88169
1991,Lower Secondary Level,Urban regions,Disabled (> 30%),0.13020,172,1986,0.11539,0.14500
1991,Lower Secondary Level,Rural regions,Not Disabled (<= 30%),0.89841,798,853,0.87812,0.91869
1991,Lower Secondary Level,Rural regions,Disabled (> 30%),0.09418,55,853,0.07457,0.11379
1991,Upper Secondary Level,Urban regions,Not Disabled (<= 30%),0.86929,3816,4212,0.85911,0.87947
1991,Upper Secondary Level,Urban regions,Disabled (> 30%),0.12508,396,4212,0.11509,0.13507
1991,Upper Secondary Level,Rural regions,Not Disabled (<= 30%),0.92676,2521,2619,0.91678,0.93674
1991,Upper Secondary Level,Rural regions,Disabled (> 30%),0.06775,98,2619,0.05812,0.07738
1991,Post-secondary Non-tertiary Level,Urban regions,Not Disabled (<= 30%),0.89822,269,269,0.86202,0.93442
1991,Post-secondary Non-tertiary Level,Rural regions,Not Disabled (<= 30%),0.90802,78,78,0.84347,0.97257
1991,First Stage of Tertiary Education,Urban regions,Not Disabled (<= 30%),0.86373,416,466,0.83254,0.89491
1991,First Stage of Tertiary Education,Urban regions,Disabled (> 30%),0.13168,50,466,0.10095,0.16242
1991,First Stage of Tertiary Education,Rural regions,Not Disabled (<= 30%),0.93352,276,276,0.90407,0.96296
1991,Second Stage of Tertiary Education,Urban regions,Not Disabled (<= 30%),0.92874,931,980,0.91262,0.94485
1991,Second Stage of Tertiary Education,Urban regions,Disabled (> 30%),0.06960,49,980,0.05366,0.08554
1991,Second Stage of Tertiary Education,Rural regions,Not Disabled (<= 30%),0.97220,669,669,0.95974,0.98467
1992,Pre-primary Level,Urban regions,Not Disabled (<= 30%),0.98670,129,129,0.96685,1.00654
1992,Pre-primary Level,Rural regions,Not Disabled (<= 30%),0.99454,57,57,0.97523,1.01384
1992,Primary Level,Urban regions,Not Disabled (<= 30%),0.80741,451,517,0.77338,0.84143
1992,Primary Level,Urban regions,Disabled (> 30%),0.17598,66,517,0.14312,0.20884
1992,Primary Level,Rural regions,Not Disabled (<= 30%),0.78390,91,91,0.69886,0.86893
1992,Lower Secondary Level,Urban regions,Not Disabled (<= 30%),0.86100,1743,1929,0.84556,0.87644
1992,Lower Secondary Level,Urban regions,Disabled (> 30%),0.13509,186,1929,0.11983,0.15035
1992,Lower Secondary Level,Rural regions,Not Disabled (<= 30%),0.85484,742,818,0.83068,0.87899
1992,Lower Secondary Level,Rural regions,Disabled (> 30%),0.12774,76,818,0.10486,0.15063
1992,Upper Secondary Level,Urban regions,Not Disabled (<= 30%),0.85362,3693,4146,0.84286,0.86439
1992,Upper Secondary Level,Urban regions,Disabled (> 30%),0.14041,453,4146,0.12984,0.15099
1992,Upper Secondary Level,Rural regions,Not Disabled (<= 30%),0.89777,2282,2459,0.88580,0.90975
1992,Upper Secondary Level,Rural regions,Disabled (> 30%),0.09085,177,2459,0.07949,0.10221
1992,Post-secondary Non-tertiary Level,Urban regions,Not Disabled (<= 30%),0.90888,277,277,0.87493,0.94283
1992,Post-secondary Non-tertiary Level,Rural regions,Not Disabled (<= 30%),0.89801,79,79,0.83084,0.96517
1992,First Stage of Tertiary Education,Urban regions,Not Disabled (<= 30%),0.86575,416,470,0.83489,0.89660
1992,First Stage of Tertiary Education,Urban regions,Disabled (> 30%),0.13352,54,470,0.10274,0.16430
1992,First Stage of Tertiary Education,Rural regions,Not Disabled (<= 30%),0.88903,270,270,0.85150,0.92657
1992,Second Stage of Tertiary Education,Urban regions,Not Disabled (<= 30%),0.91147,923,992,0.89379,0.92916
1992,Second Stage of Tertiary Education,Urban regions,Disabled (> 30%),0.08702,69,992,0.06947,0.10457
1992,Second Stage of Tertiary Education,Rural regions,Not Disabled (<= 30%),0.92308,586,621,0.90210,0.94405
1992,Second Stage of Tertiary Education,Rural regions,Disabled (> 30%),0.06346,35,621,0.04427,0.08265
1994,Pre-primary Level,Rural regions,Not Disabled (<= 30%),0.98417,70,70,0.95472,1.01362
1994,Primary Level,Urban regions,Not Disabled (<= 30%),0.85780,412,465,0.82602,0.88958
1994,Primary Level,Urban regions,Disabled (> 30%),0.14075,53,465,0.10910,0.17239
1994,Primary Level,Rural regions,Not Disabled (<= 30%),0.79477,80,80,0.70571,0.88383
1994,Lower Secondary Level,Urban regions,Not Disabled (<= 30%),0.84421,1536,1725,0.82709,0.86133
1994,Lower Secondary Level,Urban regions,Disabled (> 30%),0.15008,189,1725,0.13322,0.16694
1994,Lower Secondary Level,Rural regions,Not Disabled (<= 30%),0.87562,680,751,0.85200,0.89923
1994,Lower Secondary Level,Rural regions,Disabled (> 30%),0.11399,71,751,0.09125,0.13674
1994,Upper Secondary Level,Urban regions,Not Disabled (<= 30%),0.86316,3693,4133,0.85268,0.87364
1994,Upper Secondary Level,Urban regions,Disabled (> 30%),0.13369,440,4133,0.12331,0.14406
1994,Upper Secondary Level,Rural regions,Not Disabled (<= 30%),0.90368,2233,2405,0.89189,0.91547
1994,Upper Secondary Level,Rural regions,Disabled (> 30%),0.08863,172,2405,0.07727,0.09999
1994,Post-secondary Non-tertiary Level,Urban regions,Not Disabled (<= 30%),0.94704,273,273,0.92042,0.97365
1994,Post-secondary Non-tertiary Level,Rural regions,Not Disabled (<= 30%),0.87950,95,95,0.81369,0.94531
1994,First Stage of Tertiary Education,Urban regions,Not Disabled (<= 30%),0.84595,404,462,0.81300,0.87891
1994,First Stage of Tertiary Education,Urban regions,Disabled (> 30%),0.15405,58,462,0.12109,0.18700
1994,First Stage of Tertiary Education,Rural regions,Not Disabled (<= 30%),0.88610,268,268,0.84800,0.92421
1994,Second Stage of Tertiary Education,Urban regions,Not Disabled (<= 30%),0.92517,974,1036,0.90914,0.94120
1994,Second Stage of Tertiary Education,Urban regions,Disabled (> 30%),0.06902,62,1036,0.05358,0.08447
1994,Second Stage of Tertiary Education,Rural regions,Not Disabled (<= 30%),0.89962,565,608,0.87571,0.92352
1994,Second Stage of Tertiary Education,Rural regions,Disabled (> 30%),0.09088,43,608,0.06802,0.11375
1995,Pre-primary Level,Urban regions,Not Disabled (<= 30%),0.97890,195,195,0.95868,0.99912
1995,Pre-primary Level,Rural regions,Not Disabled (<= 30%),0.96949,89,89,0.93356,1.00543
1995,Primary Level,Urban regions,Not Disabled (<= 30%),0.83532,383,442,0.80070,0.86994
1995,Primary Level,Urban regions,Disabled (> 30%),0.15740,59,442,0.12341,0.19139
1995,Primary Level,Rural regions,Not Disabled (<= 30%),0.81701,79,79,0.73120,0.90282
1995,Lower Secondary Level,Urban regions,Not Disabled (<= 30%),0.83980,1531,1716,0.82244,0.85716
1995,Lower Secondary Level,Urban regions,Disabled (> 30%),0.15177,185,1716,0.13479,0.16875
1995,Lower Secondary Level,Rural regions,Not Disabled (<= 30%),0.86761,686,756,0.84344,0.89179
1995,Lower Secondary Level,Rural regions,Disabled (> 30%),0.12139,70,756,0.09810,0.14469
1995,Upper Secondary Level,Urban regions,Not Disabled (<= 30%),0.83997,3712,4190,0.82887,0.85107
1995,Upper Secondary Level,Urban regions,Disabled (> 30%),0.14674,478,4190,0.13602,0.15745
1995,Upper Secondary Level,Rural regions,Not Disabled (<= 30%),0.89010,2278,2467,0.87776,0.90245
1995,Upper Secondary Level,Rural regions,Disabled (> 30%),0.09820,189,2467,0.08645,0.10995
1995,Post-secondary Non-tertiary Level,Urban regions,Not Disabled (<= 30%),0.94923,338,338,0.92579,0.97267
1995,Post-secondary Non-tertiary Level,Rural regions,Not Disabled (<= 30%),0.88245,107,107,0.82114,0.94377
1995,First Stage of Tertiary Education,Urban regions,Not Disabled (<= 30%),0.83448,394,450,0.80010,0.86885
1995,First Stage of Tertiary Education,Urban regions,Disabled (> 30%),0.14782,56,450,0.11499,0.18065
1995,First Stage of Tertiary Education,Rural regions,Not Disabled (<= 30%),0.85779,271,271,0.81612,0.89945
1995,Second Stage of Tertiary Education,Urban regions,Not Disabled (<= 30%),0.91381,1028,1100,0.89722,0.93041
1995,Second Stage of Tertiary Education,Urban regions,Disabled (> 30%),0.08087,72,1100,0.06475,0.09699
1995,Second Stage of Tertiary Education,Rural regions,Not Disabled (<= 30%),0.89563,596,644,0.87200,0.91926
1995,Second Stage of Tertiary Education,Rural regions,Disabled (> 30%),0.09955,48,644,0.07640,0.12269
1996,Primary Level,Urban regions,Not Disabled (<= 30%),0.83771,347,406,0.80179,0.87362
1996,Primary Level,Urban regions,Disabled (> 30%),0.16229,59,406,0.12638,0.19821
1996,Primary Level,Rural regions,Not Disabled (<= 30%),0.78443,77,77,0.69197,0.87688
1996,Lower Secondary Level,Urban regions,Not Disabled (<= 30%),0.84155,1455,1640,0.82387,0.85922
1996,Lower Secondary Level,Urban regions,Disabled (> 30%),0.15564,185,1640,0.13809,0.17319
1996,Lower Secondary Level,Rural regions,Not Disabled (<= 30%),0.84462,650,735,0.81841,0.87083
1996,Lower Secondary Level,Rural regions,Disabled (> 30%),0.14524,85,735,0.11975,0.17073
1996,Upper Secondary Level,Urban regions,Not Disabled (<= 30%),0.84735,3661,4135,0.83639,0.85832
1996,Upper Secondary Level,Urban regions,Disabled (> 30%),0.14927,474,4135,0.13841,0.16014
1996,Upper Secondary Level,Rural regions,Not Disabled (<= 30%),0.89347,2261,2458,0.88128,0.90567
1996,Upper Secondary Level,Rural regions,Disabled (> 30%),0.10265,197,2458,0.09065,0.11466
1996,Post-secondary Non-tertiary Level,Urban regions,Not Disabled (<= 30%),0.95219,339,339,0.92944,0.97493
1996,Post-secondary Non-tertiary Level,Rural regions,Not Disabled (<= 30%),0.88186,110,110,0.82127,0.94246
1996,First Stage of Tertiary Education,Urban regions,Not Disabled (<= 30%),0.84966,413,466,0.81718,0.88215
1996,First Stage of Tertiary Education,Urban regions,Disabled (> 30%),0.13929,53,466,0.10782,0.17076
1996,First Stage of Tertiary Education,Rural regions,Not Disabled (<= 30%),0.82125,264,264,0.77494,0.86756
1996,Second Stage of Tertiary Education,Urban regions,Not Disabled (<= 30%),0.92314,1049,1114,0.90749,0.93879
1996,Second Stage of Tertiary Education,Urban regions,Disabled (> 30%),0.07210,65,1114,0.05691,0.08730
1996,Second Stage of Tertiary Education,Rural regions,Not Disabled (<= 30%),0.90166,598,644,0.87865,0.92468
1996,Second Stage of Tertiary Education,Rural regions,Disabled (> 30%),0.09720,46,644,0.07431,0.12010
1997,Pre-primary Level,Urban regions,Not Disabled (<= 30%),0.98616,204,204,0.97010,1.00223
1997,Pre-primary Level,Rural regions,Not Disabled (<= 30%),0.98309,108,108,0.95866,1.00752
1997,Primary Level,Urban regions,Not Disabled (<= 30%),0.84872,334,388,0.81302,0.88442
1997,Primary Level,Urban regions,Disabled (> 30%),0.15128,54,388,0.11558,0.18698
1997,Primary Level,Rural regions,Not Disabled (<= 30%),0.77107,66,66,0.66893,0.87321
1997,Lower Secondary Level,Urban regions,Not Disabled (<= 30%),0.84323,1432,1612,0.82547,0.86098
1997,Lower Secondary Level,Urban regions,Disabled (> 30%),0.15281,180,1612,0.13524,0.17038
1997,Lower Secondary Level,Rural regions,Not Disabled (<= 30%),0.85200,625,705,0.82577,0.87824
1997,Lower Secondary Level,Rural regions,Disabled (> 30%),0.14315,80,705,0.11728,0.16902
1997,Upper Secondary Level,Urban regions,Not Disabled (<= 30%),0.85116,3595,4047,0.84020,0.86213
1997,Upper Secondary Level,Urban regions,Disabled (> 30%),0.14240,452,4047,0.13163,0.15317
1997,Upper Secondary Level,Rural regions,Not Disabled (<= 30%),0.87334,2182,2397,0.86002,0.88666
1997,Upper Secondary Level,Rural regions,Disabled (> 30%),0.11825,215,2397,0.10532,0.13118
1997,Post-secondary Non-tertiary Level,Urban regions,Not Disabled (<= 30%),0.94320,316,316,0.91764,0.96876
1997,Post-secondary Non-tertiary Level,Rural regions,Not Disabled (<= 30%),0.90075,110,110,0.84462,0.95688
1997,First Stage of Tertiary Education,Urban regions,Not Disabled (<= 30%),0.84645,409,464,0.81361,0.87928
1997,First Stage of Tertiary Education,Urban regions,Disabled (> 30%),0.14676,55,464,0.11453,0.17900
1997,First Stage of Tertiary Education,Rural regions,Not Disabled (<= 30%),0.88391,264,264,0.84519,0.92262
1997,Second Stage of Tertiary Education,Urban regions,Not Disabled (<= 30%),0.92170,1038,1105,0.90585,0.93755
1997,Second Stage of Tertiary Education,Urban regions,Disabled (> 30%),0.07552,67,1105,0.05994,0.09111
1997,Second Stage of Tertiary Education,Rural regions,Not Disabled (<= 30%),0.92373,615,657,0.90342,0.94405
1997,Second Stage of Tertiary Education,Rural regions,Disabled (> 30%),0.07465,42,657,0.05453,0.09476
1998,Pre-primary Level,Urban regions,Not Disabled (<= 30%),0.97712,214,214,0.95704,0.99720
1998,Pre-primary Level,Rural regions,Not Disabled (<= 30%),0.97316,112,112,0.94309,1.00323
1998,Primary Level,Urban regions,Not Disabled (<= 30%),0.83784,312,368,0.80013,0.87555
1998,Primary Level,Urban regions,Disabled (> 30%),0.16216,56,368,0.12445,0.19987
1998,Primary Level,Rural regions,Not Disabled (<= 30%),0.79082,67,67,0.69269,0.88895
1998,Lower Secondary Level,Urban regions,Not Disabled (<= 30%),0.84711,1552,1761,0.83029,0.86392
1998,Lower Secondary Level,Urban regions,Disabled (> 30%),0.15256,209,1761,0.13576,0.16936
1998,Lower Secondary Level,Rural regions,Not Disabled (<= 30%),0.86202,683,774,0.83771,0.88634
1998,Lower Secondary Level,Rural regions,Disabled (> 30%),0.13604,91,774,0.11187,0.16021
1998,Upper Secondary Level,Urban regions,Not Disabled (<= 30%),0.85319,3865,4370,0.84269,0.86368
1998,Upper Secondary Level,Urban regions,Disabled (> 30%),0.14291,505,4370,0.13253,0.15329
1998,Upper Secondary Level,Rural regions,Not Disabled (<= 30%),0.88107,2390,2625,0.86868,0.89346
1998,Upper Secondary Level,Rural regions,Disabled (> 30%),0.11290,235,2625,0.10079,0.12501
1998,Post-secondary Non-tertiary Level,Urban regions,Not Disabled (<= 30%),0.93498,360,360,0.90947,0.96048
1998,Post-secondary Non-tertiary Level,Rural regions,Not Disabled (<= 30%),0.90020,114,114,0.84494,0.95547
1998,First Stage of Tertiary Education,Urban regions,Not Disabled (<= 30%),0.85574,454,513,0.82531,0.88617
1998,First Stage of Tertiary Education,Urban regions,Disabled (> 30%),0.14197,59,513,0.11173,0.17220
1998,First Stage of Tertiary Education,Rural regions,Not Disabled (<= 30%),0.85829,277,277,0.81714,0.89943
1998,Second Stage of Tertiary Education,Urban regions,Not Disabled (<= 30%),0.91420,1161,1243,0.89863,0.92978
1998,Second Stage of Tertiary Education,Urban regions,Disabled (> 30%),0.08241,82,1243,0.06712,0.09770
1998,Second Stage of Tertiary Education,Rural regions,Not Disabled (<= 30%),0.92474,671,719,0.90544,0.94403
1998,Second Stage of Tertiary Education,Rural regions,Disabled (> 30%),0.07170,48,719,0.05283,0.09057
1999,Pre-primary Level,Urban regions,Not Disabled (<= 30%),0.98160,204,204,0.96312,1.00009
1999,Pre-primary Level,Rural regions,Not Disabled (<= 30%),0.98249,108,108,0.95763,1.00734
1999,Primary Level,Urban regions,Not Disabled (<= 30%),0.83026,297,355,0.79115,0.86936
1999,Primary Level,Urban regions,Disabled (> 30%),0.16770,58,355,0.12878,0.20662
1999,Primary Level,Rural regions,Not Disabled (<= 30%),0.74811,59,59,0.63639,0.85983
1999,Lower Secondary Level,Urban regions,Not Disabled (<= 30%),0.84422,1484,1682,0.82689,0.86156
1999,Lower Secondary Level,Urban regions,Disabled (> 30%),0.15288,198,1682,0.13568,0.17009
1999,Lower Secondary Level,Rural regions,Not Disabled (<= 30%),0.85233,659,750,0.82692,0.87773
1999,Lower Secondary Level,Rural regions,Disabled (> 30%),0.14553,91,750,0.12027,0.17078
1999,Upper Secondary Level,Urban regions,Not Disabled (<= 30%),0.84499,3774,4297,0.83417,0.85582
1999,Upper Secondary Level,Urban regions,Disabled (> 30%),0.15373,523,4297,0.14295,0.16452
1999,Upper Secondary Level,Rural regions,Not Disabled (<= 30%),0.88028,2378,2624,0.86786,0.89271
1999,Upper Secondary Level,Rural regions,Disabled (> 30%),0.11742,246,2624,0.10510,0.12974
1999,Post-secondary Non-tertiary Level,Urban regions,Not Disabled (<= 30%),0.94489,364,364,0.92141,0.96836
1999,Post-secondary Non-tertiary Level,Rural regions,Not Disabled (<= 30%),0.90254,113,113,0.84761,0.95747
1999,First Stage of Tertiary Education,Urban regions,Not Disabled (<= 30%),0.85718,443,502,0.82654,0.88782
1999,First Stage of Tertiary Education,Urban regions,Disabled (> 30%),0.14203,59,502,0.11146,0.17260
1999,First Stage of Tertiary Education,Rural regions,Not Disabled (<= 30%),0.87570,287,287,0.83746,0.91394
1999,Second Stage of Tertiary Education,Urban regions,Not Disabled (<= 30%),0.92161,1167,1246,0.90668,0.93654
1999,Second Stage of Tertiary Education,Urban regions,Disabled (> 30%),0.07839,79,1246,0.06346,0.09332
1999,Second Stage of Tertiary Education,Rural regions,Not Disabled (<= 30%),0.91936,659,710,0.89931,0.93940
1999,Second Stage of Tertiary Education,Rural regions,Disabled (> 30%),0.07630,51,710,0.05676,0.09585
2000,Pre-primary Level,Urban regions,Not Disabled (<= 30%),0.97620,317,317,0.95939,0.99301
2000,Pre-primary Level,Rural regions,Not Disabled (<= 30%),0.98378,168,168,0.96462,1.00294
2000,Primary Level,Urban regions,Not Disabled (<= 30%),0.84871,276,325,0.80969,0.88773
2000,Primary Level,Urban regions,Disabled (> 30%),0.14709,49,325,0.10852,0.18566
2000,Primary Level,Rural regions,Not Disabled (<= 30%),0.81203,64,64,0.71555,0.90850
2000,Lower Secondary Level,Urban regions,Not Disabled (<= 30%),0.86039,2100,2388,0.84648,0.87429
2000,Lower Secondary Level,Urban regions,Disabled (> 30%),0.13476,288,2388,0.12106,0.14845
2000,Lower Secondary Level,Rural regions,Not Disabled (<= 30%),0.87525,1024,1151,0.85615,0.89435
2000,Lower Secondary Level,Rural regions,Disabled (> 30%),0.11679,127,1151,0.09823,0.13536
2000,Upper Secondary Level,Urban regions,Not Disabled (<= 30%),0.86466,7026,7978,0.85716,0.87217
2000,Upper Secondary Level,Urban regions,Disabled (> 30%),0.13352,952,7978,0.12605,0.14098
2000,Upper Secondary Level,Rural regions,Not Disabled (<= 30%),0.88432,4327,4795,0.87527,0.89337
2000,Upper Secondary Level,Rural regions,Disabled (> 30%),0.11324,468,4795,0.10427,0.12221
2000,Post-secondary Non-tertiary Level,Urban regions,Not Disabled (<= 30%),0.92915,814,863,0.91203,0.94628
2000,Post-secondary Non-tertiary Level,Urban regions,Disabled (> 30%),0.06786,49,863,0.05107,0.08465
2000,Post-secondary Non-tertiary Level,Rural regions,Not Disabled (<= 30%),0.94995,242,242,0.92242,0.97748
2000,First Stage of Tertiary Education,Urban regions,Not Disabled (<= 30%),0.85880,1051,1184,0.83896,0.87865
2000,First Stage of Tertiary Education,Urban regions,Disabled (> 30%),0.13772,133,1184,0.11808,0.15736
2000,First Stage of Tertiary Education,Rural regions,Not Disabled (<= 30%),0.89157,632,693,0.86840,0.91473
2000,First Stage of Tertiary Education,Rural regions,Disabled (> 30%),0.10635,61,693,0.08338,0.12932
