year,quintil_oecd,sex,m11124,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1987,4th Quintile,male,Disabled (> 30%),0.12633,114,1122,0.10688,0.14577
1987,4th Quintile,female,Not Disabled (<= 30%),0.92677,960,1021,0.91079,0.94276
1987,4th Quintile,female,Disabled (> 30%),0.07323,61,1021,0.05724,0.08921
1987,5th Quintile,male,Not Disabled (<= 30%),0.89715,997,1101,0.87919,0.91510
1987,5th Quintile,male,Disabled (> 30%),0.10285,104,1101,0.08490,0.12081
1987,5th Quintile,female,Not Disabled (<= 30%),0.91155,910,982,0.89378,0.92932
1987,5th Quintile,female,Disabled (> 30%),0.08845,72,982,0.07068,0.10622
1988,1st Quintile,male,Not Disabled (<= 30%),0.78812,749,878,0.76108,0.81517
1988,1st Quintile,male,Disabled (> 30%),0.21188,129,878,0.18483,0.23892
1988,1st Quintile,female,Not Disabled (<= 30%),0.87475,991,1083,0.85503,0.89447
1988,1st Quintile,female,Disabled (> 30%),0.12525,92,1083,0.10553,0.14497
1988,2nd Quintile,male,Not Disabled (<= 30%),0.84618,829,928,0.82296,0.86941
1988,2nd Quintile,male,Disabled (> 30%),0.15382,99,928,0.13059,0.17704
1988,2nd Quintile,female,Not Disabled (<= 30%),0.87738,962,1045,0.85748,0.89728
1988,2nd Quintile,female,Disabled (> 30%),0.12262,83,1045,0.10272,0.14252
1988,3rd Quintile,male,Not Disabled (<= 30%),0.85697,884,1001,0.83527,0.87867
1988,3rd Quintile,male,Disabled (> 30%),0.14303,117,1001,0.12133,0.16473
1988,3rd Quintile,female,Not Disabled (<= 30%),0.91036,924,994,0.89259,0.92813
1988,3rd Quintile,female,Disabled (> 30%),0.08964,70,994,0.07187,0.10741
1988,4th Quintile,male,Not Disabled (<= 30%),0.86687,965,1085,0.84665,0.88709
1988,4th Quintile,male,Disabled (> 30%),0.13313,120,1085,0.11291,0.15335
1988,4th Quintile,female,Not Disabled (<= 30%),0.91617,904,976,0.89878,0.93357
1988,4th Quintile,female,Disabled (> 30%),0.08383,72,976,0.06643,0.10122
1988,5th Quintile,male,Not Disabled (<= 30%),0.89507,918,1018,0.87623,0.91390
1988,5th Quintile,male,Disabled (> 30%),0.10493,100,1018,0.08610,0.12377
1988,5th Quintile,female,Not Disabled (<= 30%),0.91946,855,919,0.90186,0.93707
1988,5th Quintile,female,Disabled (> 30%),0.08054,64,919,0.06293,0.09814
1989,1st Quintile,male,Not Disabled (<= 30%),0.79897,743,856,0.77210,0.82583
1989,1st Quintile,male,Disabled (> 30%),0.20103,113,856,0.17417,0.22790
1989,1st Quintile,female,Not Disabled (<= 30%),0.85882,965,1063,0.83788,0.87976
1989,1st Quintile,female,Disabled (> 30%),0.14118,98,1063,0.12024,0.16212
1989,2nd Quintile,male,Not Disabled (<= 30%),0.84100,817,917,0.81732,0.86468
1989,2nd Quintile,male,Disabled (> 30%),0.15900,100,917,0.13532,0.18268
1989,2nd Quintile,female,Not Disabled (<= 30%),0.88862,958,1034,0.86943,0.90780
1989,2nd Quintile,female,Disabled (> 30%),0.11138,76,1034,0.09220,0.13057
1989,3rd Quintile,male,Not Disabled (<= 30%),0.83774,835,961,0.81442,0.86106
1989,3rd Quintile,male,Disabled (> 30%),0.16226,126,961,0.13894,0.18558
1989,3rd Quintile,female,Not Disabled (<= 30%),0.91809,867,928,0.90044,0.93574
1989,3rd Quintile,female,Disabled (> 30%),0.08191,61,928,0.06426,0.09956
1989,4th Quintile,male,Not Disabled (<= 30%),0.86818,924,1040,0.84761,0.88875
1989,4th Quintile,male,Disabled (> 30%),0.13182,116,1040,0.11125,0.15239
1989,4th Quintile,female,Not Disabled (<= 30%),0.90012,885,964,0.88118,0.91906
1989,4th Quintile,female,Disabled (> 30%),0.09988,79,964,0.08094,0.11882
1989,5th Quintile,male,Not Disabled (<= 30%),0.89352,874,968,0.87408,0.91296
1989,5th Quintile,male,Disabled (> 30%),0.10648,94,968,0.08704,0.12592
1989,5th Quintile,female,Not Disabled (<= 30%),0.90855,817,888,0.88958,0.92752
1989,5th Quintile,female,Disabled (> 30%),0.09145,71,888,0.07248,0.11042
1991,1st Quintile,male,Not Disabled (<= 30%),0.76315,680,811,0.73388,0.79243
1991,1st Quintile,male,Disabled (> 30%),0.23685,131,811,0.20757,0.26612
1991,1st Quintile,female,Not Disabled (<= 30%),0.84108,909,1019,0.81862,0.86354
1991,1st Quintile,female,Disabled (> 30%),0.15892,110,1019,0.13646,0.18138
1991,2nd Quintile,male,Not Disabled (<= 30%),0.82647,771,883,0.80147,0.85146
1991,2nd Quintile,male,Disabled (> 30%),0.17353,112,883,0.14854,0.19853
1991,2nd Quintile,female,Not Disabled (<= 30%),0.89064,926,1000,0.87129,0.90999
1991,2nd Quintile,female,Disabled (> 30%),0.10936,74,1000,0.09001,0.12871
1991,3rd Quintile,male,Not Disabled (<= 30%),0.83787,826,948,0.81439,0.86134
1991,3rd Quintile,male,Disabled (> 30%),0.16213,122,948,0.13866,0.18561
1991,3rd Quintile,female,Not Disabled (<= 30%),0.92040,871,930,0.90299,0.93780
1991,3rd Quintile,female,Disabled (> 30%),0.07960,59,930,0.06220,0.09701
1991,4th Quintile,male,Not Disabled (<= 30%),0.88059,911,1010,0.86058,0.90060
1991,4th Quintile,male,Disabled (> 30%),0.11941,99,1010,0.09940,0.13942
1991,4th Quintile,female,Not Disabled (<= 30%),0.90139,849,926,0.88218,0.92060
1991,4th Quintile,female,Disabled (> 30%),0.09861,77,926,0.07940,0.11782
1991,5th Quintile,male,Not Disabled (<= 30%),0.88776,857,959,0.86777,0.90775
1991,5th Quintile,male,Disabled (> 30%),0.11224,102,959,0.09225,0.13223
1991,5th Quintile,female,Not Disabled (<= 30%),0.91746,817,880,0.89926,0.93565
1991,5th Quintile,female,Disabled (> 30%),0.08254,63,880,0.06435,0.10074
1992,1st Quintile,male,Not Disabled (<= 30%),0.81047,1010,1168,0.78798,0.83296
1992,1st Quintile,male,Disabled (> 30%),0.18953,158,1168,0.16704,0.21202
1992,1st Quintile,female,Not Disabled (<= 30%),0.87490,1430,1564,0.85850,0.89130
1992,1st Quintile,female,Disabled (> 30%),0.12510,134,1564,0.10870,0.14150
1992,2nd Quintile,male,Not Disabled (<= 30%),0.85708,1223,1353,0.83842,0.87573
1992,2nd Quintile,male,Disabled (> 30%),0.14292,130,1353,0.12427,0.16158
1992,2nd Quintile,female,Not Disabled (<= 30%),0.90905,1401,1486,0.89443,0.92368
1992,2nd Quintile,female,Disabled (> 30%),0.09095,85,1486,0.07632,0.10557
1992,3rd Quintile,male,Not Disabled (<= 30%),0.86113,1170,1304,0.84236,0.87991
1992,3rd Quintile,male,Disabled (> 30%),0.13887,134,1304,0.12009,0.15764
1992,3rd Quintile,female,Not Disabled (<= 30%),0.90413,1265,1354,0.88844,0.91982
1992,3rd Quintile,female,Disabled (> 30%),0.09587,89,1354,0.08018,0.11156
1992,4th Quintile,male,Not Disabled (<= 30%),0.86022,1177,1325,0.84154,0.87890
1992,4th Quintile,male,Disabled (> 30%),0.13978,148,1325,0.12110,0.15846
1992,4th Quintile,female,Not Disabled (<= 30%),0.90396,1168,1265,0.88772,0.92021
1992,4th Quintile,female,Disabled (> 30%),0.09604,97,1265,0.07979,0.11228
1992,5th Quintile,male,Not Disabled (<= 30%),0.90123,1149,1263,0.88477,0.91769
1992,5th Quintile,male,Disabled (> 30%),0.09877,114,1263,0.08231,0.11523
1992,5th Quintile,female,Not Disabled (<= 30%),0.90372,1037,1131,0.88652,0.92092
1992,5th Quintile,female,Disabled (> 30%),0.09628,94,1131,0.07908,0.11348
1994,1st Quintile,male,Not Disabled (<= 30%),0.82626,926,1067,0.80352,0.84901
1994,1st Quintile,male,Disabled (> 30%),0.17374,141,1067,0.15099,0.19648
1994,1st Quintile,female,Not Disabled (<= 30%),0.87356,1311,1432,0.85634,0.89078
1994,1st Quintile,female,Disabled (> 30%),0.12644,121,1432,0.10922,0.14366
1994,2nd Quintile,male,Not Disabled (<= 30%),0.87437,1122,1241,0.85592,0.89282
1994,2nd Quintile,male,Disabled (> 30%),0.12563,119,1241,0.10718,0.14408
1994,2nd Quintile,female,Not Disabled (<= 30%),0.90076,1310,1410,0.88515,0.91637
1994,2nd Quintile,female,Disabled (> 30%),0.09924,100,1410,0.08363,0.11485
1994,3rd Quintile,male,Not Disabled (<= 30%),0.86427,1188,1325,0.84583,0.88272
1994,3rd Quintile,male,Disabled (> 30%),0.13573,137,1325,0.11728,0.15417
1994,3rd Quintile,female,Not Disabled (<= 30%),0.90610,1286,1379,0.89070,0.92150
1994,3rd Quintile,female,Disabled (> 30%),0.09390,93,1379,0.07850,0.10930
1994,4th Quintile,male,Not Disabled (<= 30%),0.86995,1151,1280,0.85152,0.88839
1994,4th Quintile,male,Disabled (> 30%),0.13005,129,1280,0.11161,0.14848
1994,4th Quintile,female,Not Disabled (<= 30%),0.90297,1154,1255,0.88658,0.91935
1994,4th Quintile,female,Disabled (> 30%),0.09703,101,1255,0.08065,0.11342
1994,5th Quintile,male,Not Disabled (<= 30%),0.89357,1158,1276,0.87664,0.91050
1994,5th Quintile,male,Disabled (> 30%),0.10643,118,1276,0.08950,0.12336
1994,5th Quintile,female,Not Disabled (<= 30%),0.91063,1053,1140,0.89406,0.92720
1994,5th Quintile,female,Disabled (> 30%),0.08937,87,1140,0.07280,0.10594
1995,1st Quintile,male,Not Disabled (<= 30%),0.85618,978,1097,0.83540,0.87695
1995,1st Quintile,male,Disabled (> 30%),0.14382,119,1097,0.12305,0.16460
1995,1st Quintile,female,Not Disabled (<= 30%),0.88478,1304,1416,0.86814,0.90142
1995,1st Quintile,female,Disabled (> 30%),0.11522,112,1416,0.09858,0.13186
1995,2nd Quintile,male,Not Disabled (<= 30%),0.83723,1175,1342,0.81748,0.85699
1995,2nd Quintile,male,Disabled (> 30%),0.16277,167,1342,0.14301,0.18252
1995,2nd Quintile,female,Not Disabled (<= 30%),0.87994,1401,1528,0.86364,0.89625
1995,2nd Quintile,female,Disabled (> 30%),0.12006,127,1528,0.10375,0.13636
1995,3rd Quintile,male,Not Disabled (<= 30%),0.86073,1185,1317,0.84203,0.87944
1995,3rd Quintile,male,Disabled (> 30%),0.13927,132,1317,0.12056,0.15797
1995,3rd Quintile,female,Not Disabled (<= 30%),0.89640,1270,1372,0.88026,0.91253
1995,3rd Quintile,female,Disabled (> 30%),0.10360,102,1372,0.08747,0.11974
1995,4th Quintile,male,Not Disabled (<= 30%),0.86169,1203,1340,0.84319,0.88018
1995,4th Quintile,male,Disabled (> 30%),0.13831,137,1340,0.11982,0.15681
1995,4th Quintile,female,Not Disabled (<= 30%),0.88869,1200,1306,0.87163,0.90576
1995,4th Quintile,female,Disabled (> 30%),0.11131,106,1306,0.09424,0.12837
1995,5th Quintile,male,Not Disabled (<= 30%),0.88748,1129,1246,0.86992,0.90503
1995,5th Quintile,male,Disabled (> 30%),0.11252,117,1246,0.09497,0.13008
1995,5th Quintile,female,Not Disabled (<= 30%),0.89040,1090,1197,0.87270,0.90811
1995,5th Quintile,female,Disabled (> 30%),0.10960,107,1197,0.09189,0.12730
1996,1st Quintile,male,Not Disabled (<= 30%),0.82419,983,1119,0.80188,0.84650
1996,1st Quintile,male,Disabled (> 30%),0.17581,136,1119,0.15350,0.19812
1996,1st Quintile,female,Not Disabled (<= 30%),0.87547,1314,1443,0.85842,0.89251
1996,1st Quintile,female,Disabled (> 30%),0.12453,129,1443,0.10749,0.14158
1996,2nd Quintile,male,Not Disabled (<= 30%),0.85314,1071,1201,0.83311,0.87317
1996,2nd Quintile,male,Disabled (> 30%),0.14686,130,1201,0.12683,0.16689
1996,2nd Quintile,female,Not Disabled (<= 30%),0.87522,1295,1419,0.85802,0.89242
1996,2nd Quintile,female,Disabled (> 30%),0.12478,124,1419,0.10758,0.14198
1996,3rd Quintile,male,Not Disabled (<= 30%),0.84364,1161,1312,0.82398,0.86330
1996,3rd Quintile,male,Disabled (> 30%),0.15636,151,1312,0.13670,0.17602
1996,3rd Quintile,female,Not Disabled (<= 30%),0.87925,1242,1356,0.86190,0.89660
1996,3rd Quintile,female,Disabled (> 30%),0.12075,114,1356,0.10340,0.13810
1996,4th Quintile,male,Not Disabled (<= 30%),0.85792,1232,1375,0.83946,0.87638
1996,4th Quintile,male,Disabled (> 30%),0.14208,143,1375,0.12362,0.16054
1996,4th Quintile,female,Not Disabled (<= 30%),0.91318,1234,1332,0.89805,0.92830
1996,4th Quintile,female,Disabled (> 30%),0.08682,98,1332,0.07170,0.10195
1996,5th Quintile,male,Not Disabled (<= 30%),0.89396,1154,1266,0.87699,0.91093
1996,5th Quintile,male,Disabled (> 30%),0.10604,112,1266,0.08907,0.12301
1996,5th Quintile,female,Not Disabled (<= 30%),0.90103,1075,1170,0.88391,0.91815
1996,5th Quintile,female,Disabled (> 30%),0.09897,95,1170,0.08185,0.11609
1997,1st Quintile,male,Not Disabled (<= 30%),0.83199,899,1025,0.80909,0.85489
1997,1st Quintile,male,Disabled (> 30%),0.16801,126,1025,0.14511,0.19091
1997,1st Quintile,female,Not Disabled (<= 30%),0.88327,1232,1340,0.86607,0.90047
1997,1st Quintile,female,Disabled (> 30%),0.11673,108,1340,0.09953,0.13393
1997,2nd Quintile,male,Not Disabled (<= 30%),0.83775,1132,1281,0.81755,0.85795
1997,2nd Quintile,male,Disabled (> 30%),0.16225,149,1281,0.14205,0.18245
1997,2nd Quintile,female,Not Disabled (<= 30%),0.89037,1321,1449,0.87428,0.90646
1997,2nd Quintile,female,Disabled (> 30%),0.10963,128,1449,0.09354,0.12572
1997,3rd Quintile,male,Not Disabled (<= 30%),0.83199,1125,1278,0.81148,0.85250
1997,3rd Quintile,male,Disabled (> 30%),0.16801,153,1278,0.14750,0.18852
1997,3rd Quintile,female,Not Disabled (<= 30%),0.87381,1220,1336,0.85599,0.89162
1997,3rd Quintile,female,Disabled (> 30%),0.12619,116,1336,0.10838,0.14401
1997,4th Quintile,male,Not Disabled (<= 30%),0.88895,1227,1344,0.87215,0.90576
1997,4th Quintile,male,Disabled (> 30%),0.11105,117,1344,0.09424,0.12785
1997,4th Quintile,female,Not Disabled (<= 30%),0.89305,1199,1306,0.87628,0.90982
1997,4th Quintile,female,Disabled (> 30%),0.10695,107,1306,0.09018,0.12372
1997,5th Quintile,male,Not Disabled (<= 30%),0.89087,1141,1251,0.87358,0.90815
1997,5th Quintile,male,Disabled (> 30%),0.10913,110,1251,0.09185,0.12642
1997,5th Quintile,female,Not Disabled (<= 30%),0.90674,1059,1156,0.88997,0.92351
1997,5th Quintile,female,Disabled (> 30%),0.09326,97,1156,0.07649,0.11003
1998,1st Quintile,male,Not Disabled (<= 30%),0.82753,890,1029,0.80444,0.85063
1998,1st Quintile,male,Disabled (> 30%),0.17247,139,1029,0.14937,0.19556
1998,1st Quintile,female,Not Disabled (<= 30%),0.87003,1181,1301,0.85175,0.88831
1998,1st Quintile,female,Disabled (> 30%),0.12997,120,1301,0.11169,0.14825
1998,2nd Quintile,male,Not Disabled (<= 30%),0.87072,1047,1173,0.85152,0.88993
1998,2nd Quintile,male,Disabled (> 30%),0.12928,126,1173,0.11007,0.14848
1998,2nd Quintile,female,Not Disabled (<= 30%),0.87550,1192,1318,0.85767,0.89333
1998,2nd Quintile,female,Disabled (> 30%),0.12450,126,1318,0.10667,0.14233
1998,3rd Quintile,male,Not Disabled (<= 30%),0.82608,1076,1236,0.80494,0.84722
1998,3rd Quintile,male,Disabled (> 30%),0.17392,160,1236,0.15278,0.19506
1998,3rd Quintile,female,Not Disabled (<= 30%),0.88518,1226,1335,0.86808,0.90229
1998,3rd Quintile,female,Disabled (> 30%),0.11482,109,1335,0.09771,0.13192
1998,4th Quintile,male,Not Disabled (<= 30%),0.87366,1188,1314,0.85569,0.89163
1998,4th Quintile,male,Disabled (> 30%),0.12634,126,1314,0.10837,0.14431
1998,4th Quintile,female,Not Disabled (<= 30%),0.88573,1170,1284,0.86832,0.90314
1998,4th Quintile,female,Disabled (> 30%),0.11427,114,1284,0.09686,0.13168
1998,5th Quintile,male,Not Disabled (<= 30%),0.89360,1084,1185,0.87604,0.91117
1998,5th Quintile,male,Disabled (> 30%),0.10640,101,1185,0.08883,0.12396
1998,5th Quintile,female,Not Disabled (<= 30%),0.90870,1025,1112,0.89177,0.92564
1998,5th Quintile,female,Disabled (> 30%),0.09130,87,1112,0.07436,0.10823
1999,1st Quintile,male,Not Disabled (<= 30%),0.84539,996,1137,0.82437,0.86641
1999,1st Quintile,male,Disabled (> 30%),0.15461,141,1137,0.13359,0.17563
1999,1st Quintile,female,Not Disabled (<= 30%),0.88023,1326,1456,0.86355,0.89692
1999,1st Quintile,female,Disabled (> 30%),0.11977,130,1456,0.10308,0.13645
1999,2nd Quintile,male,Not Disabled (<= 30%),0.85342,1220,1376,0.83472,0.87211
1999,2nd Quintile,male,Disabled (> 30%),0.14658,156,1376,0.12789,0.16528
1999,2nd Quintile,female,Not Disabled (<= 30%),0.86493,1342,1489,0.84756,0.88230
1999,2nd Quintile,female,Disabled (> 30%),0.13507,147,1489,0.11770,0.15244
1999,3rd Quintile,male,Not Disabled (<= 30%),0.84588,1200,1366,0.82673,0.86503
1999,3rd Quintile,male,Disabled (> 30%),0.15412,166,1366,0.13497,0.17327
1999,3rd Quintile,female,Not Disabled (<= 30%),0.88131,1322,1458,0.86471,0.89792
1999,3rd Quintile,female,Disabled (> 30%),0.11869,136,1458,0.10208,0.13529
1999,4th Quintile,male,Not Disabled (<= 30%),0.86815,1232,1371,0.85023,0.88606
1999,4th Quintile,male,Disabled (> 30%),0.13185,139,1371,0.11394,0.14977
1999,4th Quintile,female,Not Disabled (<= 30%),0.88565,1264,1387,0.86890,0.90241
1999,4th Quintile,female,Disabled (> 30%),0.11435,123,1387,0.09759,0.13110
1999,5th Quintile,male,Not Disabled (<= 30%),0.88413,1218,1348,0.86703,0.90122
1999,5th Quintile,male,Disabled (> 30%),0.11587,130,1348,0.09878,0.13297
1999,5th Quintile,female,Not Disabled (<= 30%),0.89611,1145,1262,0.87927,0.91295
1999,5th Quintile,female,Disabled (> 30%),0.10389,117,1262,0.08705,0.12073
2000,1st Quintile,male,Not Disabled (<= 30%),0.82784,964,1120,0.80572,0.84996
2000,1st Quintile,male,Disabled (> 30%),0.17216,156,1120,0.15004,0.19428
2000,1st Quintile,female,Not Disabled (<= 30%),0.86850,1309,1454,0.85112,0.88587
2000,1st Quintile,female,Disabled (> 30%),0.13150,145,1454,0.11413,0.14888
2000,2nd Quintile,male,Not Disabled (<= 30%),0.83713,1124,1295,0.81701,0.85725
2000,2nd Quintile,male,Disabled (> 30%),0.16287,171,1295,0.14275,0.18299
2000,2nd Quintile,female,Not Disabled (<= 30%),0.88492,1303,1442,0.86845,0.90140
2000,2nd Quintile,female,Disabled (> 30%),0.11508,139,1442,0.09860,0.13155
2000,3rd Quintile,male,Not Disabled (<= 30%),0.89087,1219,1344,0.87419,0.90754
2000,3rd Quintile,male,Disabled (> 30%),0.10913,125,1344,0.09246,0.12581
2000,3rd Quintile,female,Not Disabled (<= 30%),0.88875,1254,1384,0.87218,0.90532
2000,3rd Quintile,female,Disabled (> 30%),0.11125,130,1384,0.09468,0.12782
2000,4th Quintile,male,Not Disabled (<= 30%),0.86069,1206,1355,0.84225,0.87913
2000,4th Quintile,male,Disabled (> 30%),0.13931,149,1355,0.12087,0.15775
2000,4th Quintile,female,Not Disabled (<= 30%),0.89099,1226,1335,0.87427,0.90772
2000,4th Quintile,female,Disabled (> 30%),0.10901,109,1335,0.09228,0.12573
2000,5th Quintile,male,Not Disabled (<= 30%),0.88828,1183,1305,0.87118,0.90538
2000,5th Quintile,male,Disabled (> 30%),0.11172,122,1305,0.09462,0.12882
2000,5th Quintile,female,Not Disabled (<= 30%),0.88525,1111,1232,0.86744,0.90305
2000,5th Quintile,female,Disabled (> 30%),0.11475,121,1232,0.09695,0.13256
2001,1st Quintile,male,Not Disabled (<= 30%),0.86290,1439,1646,0.84627,0.87952
2001,1st Quintile,male,Disabled (> 30%),0.13710,207,1646,0.12048,0.15373
2001,1st Quintile,female,Not Disabled (<= 30%),0.89178,2021,2221,0.87886,0.90471
2001,1st Quintile,female,Disabled (> 30%),0.10822,200,2221,0.09529,0.12114
2001,2nd Quintile,male,Not Disabled (<= 30%),0.85937,1777,2027,0.84423,0.87451
2001,2nd Quintile,male,Disabled (> 30%),0.14063,250,2027,0.12549,0.15577
2001,2nd Quintile,female,Not Disabled (<= 30%),0.90982,2114,2302,0.89812,0.92153
2001,2nd Quintile,female,Disabled (> 30%),0.09018,188,2302,0.07847,0.10188
2001,3rd Quintile,male,Not Disabled (<= 30%),0.86251,1936,2200,0.84812,0.87690
2001,3rd Quintile,male,Disabled (> 30%),0.13749,264,2200,0.12310,0.15188
2001,3rd Quintile,female,Not Disabled (<= 30%),0.88454,2094,2330,0.87156,0.89752
2001,3rd Quintile,female,Disabled (> 30%),0.11546,236,2330,0.10248,0.12844
2001,4th Quintile,male,Not Disabled (<= 30%),0.88864,2072,2302,0.87579,0.90149
2001,4th Quintile,male,Disabled (> 30%),0.11136,230,2302,0.09851,0.12421
2001,4th Quintile,female,Not Disabled (<= 30%),0.89357,2100,2308,0.88098,0.90615
2001,4th Quintile,female,Disabled (> 30%),0.10643,208,2308,0.09385,0.11902
2001,5th Quintile,male,Not Disabled (<= 30%),0.88300,2090,2324,0.86993,0.89607
2001,5th Quintile,male,Disabled (> 30%),0.11700,234,2324,0.10393,0.13007
2001,5th Quintile,female,Not Disabled (<= 30%),0.90639,2023,2201,0.89422,0.91856
2001,5th Quintile,female,Disabled (> 30%),0.09361,178,2201,0.08144,0.10578
2002,1st Quintile,male,Not Disabled (<= 30%),0.85227,1255,1471,0.83413,0.87041
2002,1st Quintile,male,Disabled (> 30%),0.14773,216,1471,0.12959,0.16587
2002,1st Quintile,female,Not Disabled (<= 30%),0.87757,1770,1980,0.86313,0.89201
2002,1st Quintile,female,Disabled (> 30%),0.12243,210,1980,0.10799,0.13687
2002,2nd Quintile,male,Not Disabled (<= 30%),0.83941,1545,1804,0.82246,0.85636
2002,2nd Quintile,male,Disabled (> 30%),0.16059,259,1804,0.14364,0.17754
2002,2nd Quintile,female,Not Disabled (<= 30%),0.88514,1903,2108,0.87153,0.89876
2002,2nd Quintile,female,Disabled (> 30%),0.11486,205,2108,0.10124,0.12847
2002,3rd Quintile,male,Not Disabled (<= 30%),0.86187,1706,1945,0.84654,0.87721
2002,3rd Quintile,male,Disabled (> 30%),0.13813,239,1945,0.12279,0.15346
2002,3rd Quintile,female,Not Disabled (<= 30%),0.88165,1862,2088,0.86779,0.89551
2002,3rd Quintile,female,Disabled (> 30%),0.11835,226,2088,0.10449,0.13221
2002,4th Quintile,male,Not Disabled (<= 30%),0.86379,1934,2183,0.84940,0.87819
2002,4th Quintile,male,Disabled (> 30%),0.13621,249,2183,0.12181,0.15060
2002,4th Quintile,female,Not Disabled (<= 30%),0.88996,1983,2176,0.87681,0.90311
