,Unnamed: 0,year,age_gr,regtyp,m11124,proportion,n,N,proportion_lower_confidence,proportion_upper_confidence
58,58,1991,17-29 y.,Rural regions,Not Disabled (<= 30%),1.0,1236,13421,0.96302,1.03103
59,59,1991,30-45 y.,Urban regions,Not Disabled (<= 30%),0.95646,2634,13421,0.93551,0.98146
60,60,1991,30-45 y.,Urban regions,Disabled (> 30%),0.04354,100,13421,0.03912,0.04847
61,61,1991,30-45 y.,Rural regions,Not Disabled (<= 30%),1.0,1511,13421,0.96551,1.04003
62,62,1991,46-65 y.,Urban regions,Not Disabled (<= 30%),0.83137,2302,13421,0.81064,0.85492
63,63,1991,46-65 y.,Urban regions,Disabled (> 30%),0.16863,379,13421,0.1595,0.17837
64,64,1991,46-65 y.,Rural regions,Not Disabled (<= 30%),0.90055,1329,13421,0.87179,0.92681
65,65,1991,46-65 y.,Rural regions,Disabled (> 30%),0.09945,89,13421,0.09202,0.10758
66,66,1991,66 and older,Urban regions,Not Disabled (<= 30%),0.71582,659,13421,0.69078,0.73861
67,67,1991,66 and older,Urban regions,Disabled (> 30%),0.28418,245,13421,0.27167,0.2965
68,68,1991,66 and older,Rural regions,Not Disabled (<= 30%),0.8406,458,13421,0.80421,0.87732
69,69,1991,66 and older,Rural regions,Disabled (> 30%),0.1594,65,13421,0.14725,0.17569
70,70,1992,17-29 y.,Urban regions,Not Disabled (<= 30%),0.98434,2312,13086,0.95701,1.01798
71,71,1992,17-29 y.,Urban regions,Disabled (> 30%),0.01566,40,13086,0.01221,0.01869
72,72,1992,17-29 y.,Rural regions,Not Disabled (<= 30%),1.0,1164,13086,0.95312,1.04414
73,73,1992,30-45 y.,Urban regions,Not Disabled (<= 30%),0.95564,2599,13086,0.9312,0.98637
74,74,1992,30-45 y.,Urban regions,Disabled (> 30%),0.04436,107,13086,0.03989,0.04862
75,75,1992,30-45 y.,Rural regions,Not Disabled (<= 30%),0.96119,1436,13086,0.9266,0.9991
76,76,1992,30-45 y.,Rural regions,Disabled (> 30%),0.03881,50,13086,0.03109,0.04654
77,77,1992,46-65 y.,Urban regions,Not Disabled (<= 30%),0.82233,2210,13086,0.79844,0.84499
78,78,1992,46-65 y.,Urban regions,Disabled (> 30%),0.17767,423,13086,0.16751,0.18766
79,79,1992,46-65 y.,Rural regions,Not Disabled (<= 30%),0.85708,1171,13086,0.82436,0.88507
80,80,1992,46-65 y.,Rural regions,Disabled (> 30%),0.14292,154,13086,0.12997,0.15531
81,81,1992,66 and older,Urban regions,Not Disabled (<= 30%),0.6819,638,13086,0.65798,0.70749
82,82,1992,66 and older,Urban regions,Disabled (> 30%),0.3181,281,13086,0.30264,0.33099
83,83,1992,66 and older,Rural regions,Not Disabled (<= 30%),0.78019,393,13086,0.7357,0.82178
84,84,1992,66 and older,Rural regions,Disabled (> 30%),0.21981,108,13086,0.20374,0.23877
85,85,1994,17-29 y.,Urban regions,Not Disabled (<= 30%),0.98373,2193,12803,0.94625,1.01623
86,86,1994,17-29 y.,Urban regions,Disabled (> 30%),0.01627,38,12803,0.01276,0.02033
87,87,1994,17-29 y.,Rural regions,Not Disabled (<= 30%),1.0,1095,12803,0.9537,1.04185
88,88,1994,30-45 y.,Urban regions,Not Disabled (<= 30%),0.95428,2575,12803,0.92589,0.98431
89,89,1994,30-45 y.,Urban regions,Disabled (> 30%),0.04572,110,12803,0.04076,0.05155
90,90,1994,30-45 y.,Rural regions,Not Disabled (<= 30%),0.96254,1405,12803,0.92751,1.00523
91,91,1994,30-45 y.,Rural regions,Disabled (> 30%),0.03746,49,12803,0.03017,0.04658
92,92,1994,46-65 y.,Urban regions,Not Disabled (<= 30%),0.83207,2157,12803,0.80928,0.85697
93,93,1994,46-65 y.,Urban regions,Disabled (> 30%),0.16793,395,12803,0.15672,0.18198
94,94,1994,46-65 y.,Rural regions,Not Disabled (<= 30%),0.86285,1153,12803,0.83107,0.89641
95,95,1994,46-65 y.,Rural regions,Disabled (> 30%),0.13715,153,12803,0.12529,0.1495
96,96,1994,66 and older,Urban regions,Not Disabled (<= 30%),0.69994,688,12803,0.67355,0.73033
97,97,1994,66 and older,Urban regions,Disabled (> 30%),0.30006,278,12803,0.28567,0.31733
98,98,1994,66 and older,Rural regions,Not Disabled (<= 30%),0.78091,400,12803,0.74226,0.81772
99,99,1994,66 and older,Rural regions,Disabled (> 30%),0.21909,114,12803,0.19723,0.24174
100,100,1995,17-29 y.,Urban regions,Not Disabled (<= 30%),0.98573,2184,13153,0.95096,1.02208
101,101,1995,17-29 y.,Urban regions,Disabled (> 30%),0.01427,34,13153,0.01027,0.01748
102,102,1995,17-29 y.,Rural regions,Not Disabled (<= 30%),1.0,1110,13153,0.94914,1.04923
103,103,1995,30-45 y.,Urban regions,Not Disabled (<= 30%),0.95873,2749,13153,0.9308,0.98517
104,104,1995,30-45 y.,Urban regions,Disabled (> 30%),0.04127,118,13153,0.03692,0.04577
105,105,1995,30-45 y.,Rural regions,Not Disabled (<= 30%),0.95629,1491,13153,0.91354,0.99618
106,106,1995,30-45 y.,Rural regions,Disabled (> 30%),0.04371,58,13153,0.03434,0.05166
107,107,1995,46-65 y.,Urban regions,Not Disabled (<= 30%),0.82838,2142,13153,0.8052,0.8533
108,108,1995,46-65 y.,Urban regions,Disabled (> 30%),0.17162,405,13153,0.16011,0.18394
109,109,1995,46-65 y.,Rural regions,Not Disabled (<= 30%),0.84032,1181,13153,0.80614,0.87496
110,110,1995,46-65 y.,Rural regions,Disabled (> 30%),0.15968,173,13153,0.1432,0.17519
111,111,1995,66 and older,Urban regions,Not Disabled (<= 30%),0.65866,684,13153,0.63144,0.68852
112,112,1995,66 and older,Urban regions,Disabled (> 30%),0.34134,316,13153,0.32446,0.35575
113,113,1995,66 and older,Rural regions,Not Disabled (<= 30%),0.78071,397,13153,0.73435,0.82346
114,114,1995,66 and older,Rural regions,Disabled (> 30%),0.21929,111,13153,0.19544,0.24831
115,115,1996,17-29 y.,Urban regions,Not Disabled (<= 30%),0.98495,2038,12987,0.95216,1.03103
116,116,1996,17-29 y.,Urban regions,Disabled (> 30%),0.01505,31,12987,0.01118,0.01878
117,117,1996,17-29 y.,Rural regions,Not Disabled (<= 30%),1.0,1077,12987,0.94121,1.0521
118,118,1996,30-45 y.,Urban regions,Not Disabled (<= 30%),0.95892,2785,12987,0.92693,0.98615
119,119,1996,30-45 y.,Urban regions,Disabled (> 30%),0.04108,110,12987,0.03662,0.04659
120,120,1996,30-45 y.,Rural regions,Not Disabled (<= 30%),0.9519,1470,12987,0.91806,0.9958
121,121,1996,30-45 y.,Rural regions,Disabled (> 30%),0.0481,60,12987,0.03802,0.05827
122,122,1996,46-65 y.,Urban regions,Not Disabled (<= 30%),0.822,2093,12987,0.79644,0.85112
123,123,1996,46-65 y.,Urban regions,Disabled (> 30%),0.178,410,12987,0.16501,0.18943
124,124,1996,46-65 y.,Rural regions,Not Disabled (<= 30%),0.84197,1192,12987,0.81235,0.87774
125,125,1996,46-65 y.,Rural regions,Disabled (> 30%),0.15803,181,12987,0.14035,0.17664
126,126,1996,66 and older,Urban regions,Not Disabled (<= 30%),0.68853,725,12987,0.65653,0.71128
127,127,1996,66 and older,Urban regions,Disabled (> 30%),0.31147,303,12987,0.29645,0.33113
128,128,1996,66 and older,Rural regions,Not Disabled (<= 30%),0.73789,387,12987,0.69486,0.77462
129,129,1996,66 and older,Rural regions,Disabled (> 30%),0.26211,125,12987,0.23965,0.29034
130,130,1997,17-29 y.,Urban regions,Not Disabled (<= 30%),1.0,1939,12723,0.96455,1.03316
131,131,1997,17-29 y.,Rural regions,Not Disabled (<= 30%),1.0,1038,12723,0.95416,1.05283
132,132,1997,30-45 y.,Urban regions,Not Disabled (<= 30%),0.95972,2758,12723,0.93556,0.98989
133,133,1997,30-45 y.,Urban regions,Disabled (> 30%),0.04028,108,12723,0.0361,0.04459
134,134,1997,30-45 y.,Rural regions,Not Disabled (<= 30%),0.95381,1424,12723,0.92033,0.98738
135,135,1997,30-45 y.,Rural regions,Disabled (> 30%),0.04619,60,12723,0.03648,0.05634
136,136,1997,46-65 y.,Urban regions,Not Disabled (<= 30%),0.81988,2047,12723,0.7971,0.8441
137,137,1997,46-65 y.,Urban regions,Disabled (> 30%),0.18012,409,12723,0.16607,0.19271
138,138,1997,46-65 y.,Rural regions,Not Disabled (<= 30%),0.84589,1187,12723,0.81221,0.88251
139,139,1997,46-65 y.,Rural regions,Disabled (> 30%),0.15411,179,12723,0.13759,0.17175
140,140,1997,66 and older,Urban regions,Not Disabled (<= 30%),0.70502,761,12723,0.67197,0.73209
141,141,1997,66 and older,Urban regions,Disabled (> 30%),0.29498,287,12723,0.27856,0.31292
142,142,1997,66 and older,Rural regions,Not Disabled (<= 30%),0.74446,401,12723,0.70505,0.79006
143,143,1997,66 and older,Rural regions,Disabled (> 30%),0.25554,125,12723,0.22771,0.28552
144,144,1998,17-29 y.,Urban regions,Not Disabled (<= 30%),1.0,2026,14143,0.96838,1.03226
145,145,1998,17-29 y.,Rural regions,Not Disabled (<= 30%),1.0,1087,14143,0.95343,1.0414
146,146,1998,30-45 y.,Urban regions,Not Disabled (<= 30%),0.96688,3065,14143,0.94611,0.98958
147,147,1998,30-45 y.,Urban regions,Disabled (> 30%),0.03312,106,14143,0.02937,0.03677
148,148,1998,30-45 y.,Rural regions,Not Disabled (<= 30%),0.95715,1587,14143,0.92698,0.99981
149,149,1998,30-45 y.,Rural regions,Disabled (> 30%),0.04285,64,14143,0.03488,0.05405
150,150,1998,46-65 y.,Urban regions,Not Disabled (<= 30%),0.82073,2311,14143,0.79256,0.84018
151,151,1998,46-65 y.,Urban regions,Disabled (> 30%),0.17927,484,14143,0.16693,0.19231
152,152,1998,46-65 y.,Rural regions,Not Disabled (<= 30%),0.85165,1352,14143,0.82781,0.88131
153,153,1998,46-65 y.,Rural regions,Disabled (> 30%),0.14835,211,14143,0.13583,0.16089
154,154,1998,66 and older,Urban regions,Not Disabled (<= 30%),0.69307,880,14143,0.67079,0.71807
155,155,1998,66 and older,Urban regions,Disabled (> 30%),0.30693,353,14143,0.29187,0.32087
156,156,1998,66 and older,Rural regions,Not Disabled (<= 30%),0.73775,471,14143,0.70022,0.77118
157,157,1998,66 and older,Rural regions,Disabled (> 30%),0.26225,146,14143,0.24261,0.29011
158,158,1999,17-29 y.,Urban regions,Not Disabled (<= 30%),1.0,1895,13604,0.96258,1.03635
159,159,1999,17-29 y.,Rural regions,Not Disabled (<= 30%),1.0,1027,13604,0.94799,1.05038
160,160,1999,30-45 y.,Urban regions,Not Disabled (<= 30%),0.96867,2989,13604,0.93844,0.99344
161,161,1999,30-45 y.,Urban regions,Disabled (> 30%),0.03133,103,13604,0.02737,0.03484
162,162,1999,30-45 y.,Rural regions,Not Disabled (<= 30%),0.95903,1557,13604,0.92342,0.99901
163,163,1999,30-45 y.,Rural regions,Disabled (> 30%),0.04097,63,13604,0.03432,0.04878
164,164,1999,46-65 y.,Urban regions,Not Disabled (<= 30%),0.81588,2198,13604,0.79123,0.83748
165,165,1999,46-65 y.,Urban regions,Disabled (> 30%),0.18412,476,13604,0.17343,0.19714
166,166,1999,46-65 y.,Rural regions,Not Disabled (<= 30%),0.85197,1293,13604,0.81856,0.88453
167,167,1999,46-65 y.,Rural regions,Disabled (> 30%),0.14803,210,13604,0.13393,0.16097
168,168,1999,66 and older,Urban regions,Not Disabled (<= 30%),0.68183,838,13604,0.65843,0.70751
169,169,1999,66 and older,Urban regions,Disabled (> 30%),0.31817,341,13604,0.30152,0.3307
170,170,1999,66 and older,Rural regions,Not Disabled (<= 30%),0.72798,468,13604,0.69299,0.76507
171,171,1999,66 and older,Rural regions,Disabled (> 30%),0.27202,146,13604,0.25209,0.29707
172,172,2000,17-29 y.,Urban regions,Not Disabled (<= 30%),0.9838,2860,24029,0.96073,1.00722
173,173,2000,17-29 y.,Urban regions,Disabled (> 30%),0.0162,42,24029,0.013,0.01936
174,174,2000,17-29 y.,Rural regions,Not Disabled (<= 30%),1.0,1643,24029,0.96754,1.03287
175,175,2000,30-45 y.,Urban regions,Not Disabled (<= 30%),0.96741,5203,24029,0.95011,0.98431
176,176,2000,30-45 y.,Urban regions,Disabled (> 30%),0.03259,172,24029,0.03056,0.03524
177,177,2000,30-45 y.,Rural regions,Not Disabled (<= 30%),0.95923,2680,24029,0.93861,0.98411
178,178,2000,30-45 y.,Rural regions,Disabled (> 30%),0.04077,104,24029,0.03648,0.04582
179,179,2000,46-65 y.,Urban regions,Not Disabled (<= 30%),0.82942,4216,24029,0.81625,0.84164
180,180,2000,46-65 y.,Urban regions,Disabled (> 30%),0.17058,854,24029,0.16461,0.17727
181,181,2000,46-65 y.,Rural regions,Not Disabled (<= 30%),0.85805,2285,24029,0.84034,0.87931
182,182,2000,46-65 y.,Rural regions,Disabled (> 30%),0.14195,384,24029,0.13495,0.14959
183,183,2000,66 and older,Urban regions,Not Disabled (<= 30%),0.74195,1749,24029,0.72287,0.75851
184,184,2000,66 and older,Urban regions,Disabled (> 30%),0.25805,583,24029,0.24842,0.2674
185,185,2000,66 and older,Rural regions,Not Disabled (<= 30%),0.77156,996,24029,0.74977,0.78885
186,186,2000,66 and older,Rural regions,Disabled (> 30%),0.22844,258,24029,0.21385,0.2395
187,187,2001,17-29 y.,Urban regions,Not Disabled (<= 30%),0.98746,2581,21842,0.96126,1.01706
188,188,2001,17-29 y.,Urban regions,Disabled (> 30%),0.01254,34,21842,0.00937,0.01573
189,189,2001,17-29 y.,Rural regions,Not Disabled (<= 30%),1.0,1460,21842,0.96563,1.0408
190,190,2001,30-45 y.,Urban regions,Not Disabled (<= 30%),0.96695,4686,21842,0.95006,0.98542
191,191,2001,30-45 y.,Urban regions,Disabled (> 30%),0.03305,156,21842,0.02994,0.03595
192,192,2001,30-45 y.,Rural regions,Not Disabled (<= 30%),0.95664,2381,21842,0.92742,0.97936
193,193,2001,30-45 y.,Rural regions,Disabled (> 30%),0.04336,95,21842,0.03763,0.04964
194,194,2001,46-65 y.,Urban regions,Not Disabled (<= 30%),0.82551,3839,21842,0.8101,0.83926
195,195,2001,46-65 y.,Urban regions,Disabled (> 30%),0.17449,780,21842,0.16774,0.18181
196,196,2001,46-65 y.,Rural regions,Not Disabled (<= 30%),0.85741,2109,21842,0.83537,0.87884
197,197,2001,46-65 y.,Rural regions,Disabled (> 30%),0.14259,342,21842,0.13461,0.15028
198,198,2001,66 and older,Urban regions,Not Disabled (<= 30%),0.74006,1640,21842,0.72215,0.76118
199,199,2001,66 and older,Urban regions,Disabled (> 30%),0.25994,558,21842,0.24957,0.27213
200,200,2001,66 and older,Rural regions,Not Disabled (<= 30%),0.80706,973,21842,0.78282,0.83052
201,201,2001,66 and older,Rural regions,Disabled (> 30%),0.19294,208,21842,0.18042,0.20563
202,202,2002,17-29 y.,Urban regions,Not Disabled (<= 30%),0.98133,2619,22953,0.95193,1.01426
203,203,2002,17-29 y.,Urban regions,Disabled (> 30%),0.01867,42,22953,0.01527,0.02305
204,204,2002,17-29 y.,Rural regions,Not Disabled (<= 30%),1.0,1454,22953,0.95817,1.04969
205,205,2002,30-45 y.,Urban regions,Not Disabled (<= 30%),0.96626,4846,22953,0.94617,0.98751
206,206,2002,30-45 y.,Urban regions,Disabled (> 30%),0.03374,156,22953,0.02988,0.037
207,207,2002,30-45 y.,Rural regions,Not Disabled (<= 30%),0.94835,2331,22953,0.92046,0.9841
208,208,2002,30-45 y.,Rural regions,Disabled (> 30%),0.05165,101,22953,0.04537,0.0582
209,209,2002,46-65 y.,Urban regions,Not Disabled (<= 30%),0.82142,4418,22953,0.79914,0.84152
210,210,2002,46-65 y.,Urban regions,Disabled (> 30%),0.17858,816,22953,0.16995,0.18947
211,211,2002,46-65 y.,Rural regions,Not Disabled (<= 30%),0.83812,2219,22953,0.81291,0.86618
212,212,2002,46-65 y.,Rural regions,Disabled (> 30%),0.16188,373,22953,0.15216,0.17288
213,213,2002,66 and older,Urban regions,Not Disabled (<= 30%),0.72593,1734,22953,0.70984,0.74968
214,214,2002,66 and older,Urban regions,Disabled (> 30%),0.27407,618,22953,0.26183,0.28412
215,215,2002,66 and older,Rural regions,Not Disabled (<= 30%),0.79531,995,22953,0.769,0.81689
216,216,2002,66 and older,Rural regions,Disabled (> 30%),0.20469,231,22953,0.18804,0.22038
217,217,2003,17-29 y.,Urban regions,Not Disabled (<= 30%),0.98253,2572,22107,0.94808,1.01784
218,218,2003,17-29 y.,Urban regions,Disabled (> 30%),0.01747,43,22107,0.01382,0.02169
219,219,2003,17-29 y.,Rural regions,Not Disabled (<= 30%),1.0,1371,22107,0.95476,1.0449
220,220,2003,30-45 y.,Urban regions,Not Disabled (<= 30%),0.96403,4515,22107,0.94362,0.98679
221,221,2003,30-45 y.,Urban regions,Disabled (> 30%),0.03597,153,22107,0.03239,0.04053
222,222,2003,30-45 y.,Rural regions,Not Disabled (<= 30%),0.95678,2174,22107,0.92415,0.99369
223,223,2003,30-45 y.,Rural regions,Disabled (> 30%),0.04322,91,22107,0.03707,0.05017
224,224,2003,46-65 y.,Urban regions,Not Disabled (<= 30%),0.82701,4264,22107,0.80738,0.84774
225,225,2003,46-65 y.,Urban regions,Disabled (> 30%),0.17299,775,22107,0.16439,0.18172
226,226,2003,46-65 y.,Rural regions,Not Disabled (<= 30%),0.84329,2150,22107,0.81367,0.86915
227,227,2003,46-65 y.,Rural regions,Disabled (> 30%),0.15671,363,22107,0.14596,0.16779
228,228,2003,66 and older,Urban regions,Not Disabled (<= 30%),0.72958,1774,22107,0.70968,0.75014
229,229,2003,66 and older,Urban regions,Disabled (> 30%),0.27042,616,22107,0.25882,0.28271
230,230,2003,66 and older,Rural regions,Not Disabled (<= 30%),0.78443,996,22107,0.76068,0.81176
231,231,2003,66 and older,Rural regions,Disabled (> 30%),0.21557,250,22107,0.1997,0.23185
232,232,2004,17-29 y.,Urban regions,Not Disabled (<= 30%),0.98164,2532,21553,0.95097,1.01432
233,233,2004,17-29 y.,Urban regions,Disabled (> 30%),0.01836,47,21553,0.01436,0.02339
234,234,2004,17-29 y.,Rural regions,Not Disabled (<= 30%),1.0,1354,21553,0.95585,1.05211
235,235,2004,30-45 y.,Urban regions,Not Disabled (<= 30%),0.95874,4268,21553,0.93936,0.9826
236,236,2004,30-45 y.,Urban regions,Disabled (> 30%),0.04126,161,21553,0.03677,0.04635
237,237,2004,30-45 y.,Rural regions,Not Disabled (<= 30%),0.94998,2004,21553,0.91258,0.97887
238,238,2004,30-45 y.,Rural regions,Disabled (> 30%),0.05002,90,21553,0.04119,0.05853
239,239,2004,46-65 y.,Urban regions,Not Disabled (<= 30%),0.82254,4108,21553,0.79958,0.84375
240,240,2004,46-65 y.,Urban regions,Disabled (> 30%),0.17746,759,21553,0.16787,0.18797
241,241,2004,46-65 y.,Rural regions,Not Disabled (<= 30%),0.84357,2136,21553,0.81072,0.87306
242,242,2004,46-65 y.,Rural regions,Disabled (> 30%),0.15643,351,21553,0.14648,0.16868
243,243,2004,66 and older,Urban regions,Not Disabled (<= 30%),0.73017,1823,21553,0.7103,0.74737
244,244,2004,66 and older,Urban regions,Disabled (> 30%),0.26983,633,21553,0.25756,0.28303
245,245,2004,66 and older,Rural regions,Not Disabled (<= 30%),0.77694,1018,21553,0.74981,0.8015
246,246,2004,66 and older,Rural regions,Disabled (> 30%),0.22306,269,21553,0.21006,0.2381
247,247,2005,17-29 y.,Urban regions,Not Disabled (<= 30%),0.9841,2482,20640,0.94278,1.01549
248,248,2005,17-29 y.,Urban regions,Disabled (> 30%),0.0159,35,20640,0.01196,0.02043
249,249,2005,17-29 y.,Rural regions,Not Disabled (<= 30%),1.0,1288,20640,0.95278,1.05427
250,250,2005,30-45 y.,Urban regions,Not Disabled (<= 30%),0.95569,3972,20640,0.93137,0.98307
251,251,2005,30-45 y.,Urban regions,Disabled (> 30%),0.04431,161,20640,0.03944,0.05009
252,252,2005,30-45 y.,Rural regions,Not Disabled (<= 30%),0.94607,1860,20640,0.90791,0.98142
253,253,2005,30-45 y.,Rural regions,Disabled (> 30%),0.05393,91,20640,0.04479,0.06337
254,254,2005,46-65 y.,Urban regions,Not Disabled (<= 30%),0.82632,3884,20640,0.80579,0.84854
255,255,2005,46-65 y.,Urban regions,Disabled (> 30%),0.17368,721,20640,0.16273,0.18459
256,256,2005,46-65 y.,Rural regions,Not Disabled (<= 30%),0.84381,2047,20640,0.81107,0.87548
257,257,2005,46-65 y.,Rural regions,Disabled (> 30%),0.15619,348,20640,0.14399,0.16746
258,258,2005,66 and older,Urban regions,Not Disabled (<= 30%),0.73209,1837,20640,0.70912,0.75234
259,259,2005,66 and older,Urban regions,Disabled (> 30%),0.26791,640,20640,0.25674,0.28125
260,260,2005,66 and older,Rural regions,Not Disabled (<= 30%),0.7636,1000,20640,0.73086,0.79519
261,261,2005,66 and older,Rural regions,Disabled (> 30%),0.2364,274,20640,0.2207,0.25267
262,262,2006,17-29 y.,Urban regions,Not Disabled (<= 30%),0.97863,2364,21899,0.94402,1.01164
263,263,2006,17-29 y.,Urban regions,Disabled (> 30%),0.02137,36,21899,0.01596,0.02731
264,264,2006,17-29 y.,Rural regions,Not Disabled (<= 30%),1.0,1256,21899,0.95046,1.04882
265,265,2006,30-45 y.,Urban regions,Not Disabled (<= 30%),0.95337,4054,21899,0.92524,0.97852
266,266,2006,30-45 y.,Urban regions,Disabled (> 30%),0.04663,164,21899,0.04137,0.05199
267,267,2006,30-45 y.,Rural regions,Not Disabled (<= 30%),0.95228,1973,21899,0.91768,0.98645
268,268,2006,30-45 y.,Rural regions,Disabled (> 30%),0.04772,84,21899,0.03925,0.05756
269,269,2006,46-65 y.,Urban regions,Not Disabled (<= 30%),0.82886,4174,21899,0.80391,0.84897
