"m11124","year","bildungsniveau","migback","n","percent","lower_confidence","upper_confidence"
"Beeinträchtigt","1984","Hauptschule","indirekter Migrationshintergrund","","","",""
"Beeinträchtigt","1984","Realschule","kein Migrationshintergrund","116","0.0795522823607045","0.0667491765739136","0.0923553881474954"
"Beeinträchtigt","1984","Realschule","direkter Migrationshintergrund","","","",""
"Beeinträchtigt","1984","Realschule","indirekter Migrationshintergrund","","","",""
"Beeinträchtigt","1984","(Fach-)Abitur","kein Migrationshintergrund","45","0.0851194564426145","0.0625829257818847","0.107655987103344"
"Beeinträchtigt","1984","(Fach-)Abitur","direkter Migrationshintergrund","","","",""
"Beeinträchtigt","1984","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"Beeinträchtigt","1984","AkademikerIn","kein Migrationshintergrund","57","0.0968859124684856","0.0744037079788595","0.119368116958112"
"Beeinträchtigt","1984","AkademikerIn","direkter Migrationshintergrund","","","",""
"Beeinträchtigt","1984","AkademikerIn","indirekter Migrationshintergrund","","","",""
"Nicht beeinträchtigt","1985","(noch) kein Abschluss","kein Migrationshintergrund","205","0.903097327231564","0.864529157663729","0.941665496799399"
"Nicht beeinträchtigt","1985","(noch) kein Abschluss","direkter Migrationshintergrund","804","0.943628226656886","0.928040549463729","0.959215903850043"
"Nicht beeinträchtigt","1985","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"Nicht beeinträchtigt","1985","Hauptschule","kein Migrationshintergrund","4254","0.868618791802038","0.859096727983806","0.878140855620269"
"Nicht beeinträchtigt","1985","Hauptschule","direkter Migrationshintergrund","1441","0.921551724207993","0.907940448409836","0.93516300000615"
"Nicht beeinträchtigt","1985","Hauptschule","indirekter Migrationshintergrund","78","0.93241163140813","0.877401469815885","0.987421793000374"
"Nicht beeinträchtigt","1985","Realschule","kein Migrationshintergrund","1533","0.921852493319904","0.908866293504781","0.934838693135028"
"Nicht beeinträchtigt","1985","Realschule","direkter Migrationshintergrund","129","0.890851314848193","0.838825317474865","0.942877312221521"
"Nicht beeinträchtigt","1985","Realschule","indirekter Migrationshintergrund","31","1","1","1"
"Nicht beeinträchtigt","1985","(Fach-)Abitur","kein Migrationshintergrund","511","0.914540978167839","0.891219337701259","0.937862618634418"
"Nicht beeinträchtigt","1985","(Fach-)Abitur","direkter Migrationshintergrund","220","0.976552849213743","0.956911397600698","0.996194300826789"
"Nicht beeinträchtigt","1985","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"Nicht beeinträchtigt","1985","AkademikerIn","kein Migrationshintergrund","586","0.908857162769992","0.886506651407764","0.93120767413222"
"Nicht beeinträchtigt","1985","AkademikerIn","direkter Migrationshintergrund","104","0.915239045352062","0.86295128602873","0.967526804675394"
"Nicht beeinträchtigt","1985","AkademikerIn","indirekter Migrationshintergrund","","","",""
"Beeinträchtigt","1985","(noch) kein Abschluss","kein Migrationshintergrund","","","",""
"Beeinträchtigt","1985","(noch) kein Abschluss","direkter Migrationshintergrund","37","0.0563717733431138","0.0407840961499566","0.0719594505362711"
"Beeinträchtigt","1985","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"Beeinträchtigt","1985","Hauptschule","kein Migrationshintergrund","581","0.131381208197962","0.121859144379731","0.140903272016194"
"Beeinträchtigt","1985","Hauptschule","direkter Migrationshintergrund","58","0.0784482757920071","0.0648369999938504","0.0920595515901637"
"Beeinträchtigt","1985","Hauptschule","indirekter Migrationshintergrund","","","",""
"Beeinträchtigt","1985","Realschule","kein Migrationshintergrund","108","0.0781475066800958","0.0651613068649724","0.0911337064952191"
"Beeinträchtigt","1985","Realschule","direkter Migrationshintergrund","","","",""
"Beeinträchtigt","1985","Realschule","indirekter Migrationshintergrund","","","",""
"Beeinträchtigt","1985","(Fach-)Abitur","kein Migrationshintergrund","41","0.0854590218321611","0.0621373813655815","0.108780662298741"
"Beeinträchtigt","1985","(Fach-)Abitur","direkter Migrationshintergrund","","","",""
"Beeinträchtigt","1985","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"Beeinträchtigt","1985","AkademikerIn","kein Migrationshintergrund","51","0.0911428372300083","0.0687923258677804","0.113493348592236"
"Beeinträchtigt","1985","AkademikerIn","direkter Migrationshintergrund","","","",""
"Beeinträchtigt","1985","AkademikerIn","indirekter Migrationshintergrund","","","",""
"Nicht beeinträchtigt","1986","(noch) kein Abschluss","kein Migrationshintergrund","217","0.994802040233133","0.985278228008806","1.00432585245746"
"Nicht beeinträchtigt","1986","(noch) kein Abschluss","direkter Migrationshintergrund","788","0.999435253477253","0.997777523830634","1.00109298312387"
"Nicht beeinträchtigt","1986","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"Nicht beeinträchtigt","1986","Hauptschule","kein Migrationshintergrund","4522","0.999819862571216","0.999428840151277","1.00021088499115"
"Nicht beeinträchtigt","1986","Hauptschule","direkter Migrationshintergrund","1480","1","1","1"
"Nicht beeinträchtigt","1986","Hauptschule","indirekter Migrationshintergrund","85","1","1","1"
"Nicht beeinträchtigt","1986","Realschule","kein Migrationshintergrund","1594","0.99956549623254","0.998543065137992","1.00058792732709"
"Nicht beeinträchtigt","1986","Realschule","direkter Migrationshintergrund","145","1","1","1"
"Nicht beeinträchtigt","1986","Realschule","indirekter Migrationshintergrund","31","1","1","1"
"Nicht beeinträchtigt","1986","(Fach-)Abitur","kein Migrationshintergrund","570","1","1","1"
"Nicht beeinträchtigt","1986","(Fach-)Abitur","direkter Migrationshintergrund","229","1","1","1"
"Nicht beeinträchtigt","1986","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"Nicht beeinträchtigt","1986","AkademikerIn","kein Migrationshintergrund","635","1","1","1"
"Nicht beeinträchtigt","1986","AkademikerIn","direkter Migrationshintergrund","110","1","1","1"
"Nicht beeinträchtigt","1986","AkademikerIn","indirekter Migrationshintergrund","","","",""
"Beeinträchtigt","1986","(noch) kein Abschluss","kein Migrationshintergrund","","","",""
"Beeinträchtigt","1986","(noch) kein Abschluss","direkter Migrationshintergrund","","","",""
"Beeinträchtigt","1986","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"Beeinträchtigt","1986","Hauptschule","kein Migrationshintergrund","","","",""
"Beeinträchtigt","1986","Hauptschule","direkter Migrationshintergrund","","","",""
"Beeinträchtigt","1986","Hauptschule","indirekter Migrationshintergrund","","","",""
"Beeinträchtigt","1986","Realschule","kein Migrationshintergrund","","","",""
"Beeinträchtigt","1986","Realschule","direkter Migrationshintergrund","","","",""
"Beeinträchtigt","1986","Realschule","indirekter Migrationshintergrund","","","",""
"Beeinträchtigt","1986","(Fach-)Abitur","kein Migrationshintergrund","","","",""
"Beeinträchtigt","1986","(Fach-)Abitur","direkter Migrationshintergrund","","","",""
"Beeinträchtigt","1986","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"Beeinträchtigt","1986","AkademikerIn","kein Migrationshintergrund","","","",""
"Beeinträchtigt","1986","AkademikerIn","direkter Migrationshintergrund","","","",""
"Beeinträchtigt","1986","AkademikerIn","indirekter Migrationshintergrund","","","",""
"Nicht beeinträchtigt","1987","(noch) kein Abschluss","kein Migrationshintergrund","190","0.887723982667904","0.845024666527617","0.93042329880819"
"Nicht beeinträchtigt","1987","(noch) kein Abschluss","direkter Migrationshintergrund","726","0.948152047807906","0.932460882176124","0.963843213439688"
"Nicht beeinträchtigt","1987","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"Nicht beeinträchtigt","1987","Hauptschule","kein Migrationshintergrund","3883","0.870410234866156","0.860493397509499","0.880327072222812"
"Nicht beeinträchtigt","1987","Hauptschule","direkter Migrationshintergrund","1414","0.899956374461671","0.884705384104583","0.91520736481876"
"Nicht beeinträchtigt","1987","Hauptschule","indirekter Migrationshintergrund","92","0.858769949958429","0.788739282681065","0.928800617235793"
"Nicht beeinträchtigt","1987","Realschule","kein Migrationshintergrund","1471","0.918106196865335","0.904547062078398","0.931665331652271"
"Nicht beeinträchtigt","1987","Realschule","direkter Migrationshintergrund","135","0.880800902758548","0.828241911452011","0.933359894065085"
"Nicht beeinträchtigt","1987","Realschule","indirekter Migrationshintergrund","33","0.997225712703004","0.979545760640836","1.01490566476517"
"Nicht beeinträchtigt","1987","(Fach-)Abitur","kein Migrationshintergrund","494","0.911112911760188","0.887043449446212","0.935182374074163"
"Nicht beeinträchtigt","1987","(Fach-)Abitur","direkter Migrationshintergrund","219","0.976522268061011","0.956825076533436","0.996219459588586"
"Nicht beeinträchtigt","1987","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"Nicht beeinträchtigt","1987","AkademikerIn","kein Migrationshintergrund","590","0.918575497541852","0.897337510086139","0.939813484997565"
"Nicht beeinträchtigt","1987","AkademikerIn","direkter Migrationshintergrund","91","0.853632324813503","0.783649242460885","0.923615407166121"
"Nicht beeinträchtigt","1987","AkademikerIn","indirekter Migrationshintergrund","","","",""
"Beeinträchtigt","1987","(noch) kein Abschluss","kein Migrationshintergrund","","","",""
"Beeinträchtigt","1987","(noch) kein Abschluss","direkter Migrationshintergrund","41","0.0518479521920943","0.0361567865603122","0.0675391178238764"
"Beeinträchtigt","1987","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"Beeinträchtigt","1987","Hauptschule","kein Migrationshintergrund","523","0.129589765133844","0.119672927777188","0.139506602490501"
"Beeinträchtigt","1987","Hauptschule","direkter Migrationshintergrund","73","0.100043625538329","0.0847926351812404","0.115294615895417"
"Beeinträchtigt","1987","Hauptschule","indirekter Migrationshintergrund","","","",""
"Beeinträchtigt","1987","Realschule","kein Migrationshintergrund","100","0.0818938031346653","0.0683346683477291","0.0954529379216015"
"Beeinträchtigt","1987","Realschule","direkter Migrationshintergrund","","","",""
"Beeinträchtigt","1987","Realschule","indirekter Migrationshintergrund","","","",""
"Beeinträchtigt","1987","(Fach-)Abitur","kein Migrationshintergrund","43","0.0888870882398123","0.0648176259258369","0.112956550553788"
"Beeinträchtigt","1987","(Fach-)Abitur","direkter Migrationshintergrund","","","",""
"Beeinträchtigt","1987","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"Beeinträchtigt","1987","AkademikerIn","kein Migrationshintergrund","47","0.0814245024581479","0.060186515002435","0.102662489913861"
"Beeinträchtigt","1987","AkademikerIn","direkter Migrationshintergrund","","","",""
"Beeinträchtigt","1987","AkademikerIn","indirekter Migrationshintergrund","","","",""
"Nicht beeinträchtigt","1988","(noch) kein Abschluss","kein Migrationshintergrund","166","0.906601744322812","0.864209494934389","0.948993993711235"
"Nicht beeinträchtigt","1988","(noch) kein Abschluss","direkter Migrationshintergrund","647","0.926792941291092","0.907427672626377","0.946158209955807"
"Nicht beeinträchtigt","1988","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"Nicht beeinträchtigt","1988","Hauptschule","kein Migrationshintergrund","3610","0.852502737557887","0.841729731001666","0.863275744114107"
"Nicht beeinträchtigt","1988","Hauptschule","direkter Migrationshintergrund","1346","0.880856905731072","0.864142072621828","0.897571738840316"
"Nicht beeinträchtigt","1988","Hauptschule","indirekter Migrationshintergrund","109","0.861125797884754","0.797365115296062","0.924886480473446"
"Nicht beeinträchtigt","1988","Realschule","kein Migrationshintergrund","1400","0.918118932763668","0.904234331788125","0.932003533739211"
"Nicht beeinträchtigt","1988","Realschule","direkter Migrationshintergrund","138","0.876762866444112","0.823983177685015","0.929542555203209"
"Nicht beeinträchtigt","1988","Realschule","indirekter Migrationshintergrund","44","0.982971345207866","0.945170419642634","1.0207722707731"
"Nicht beeinträchtigt","1988","(Fach-)Abitur","kein Migrationshintergrund","466","0.903851790100322","0.878216664621196","0.929486915579449"
"Nicht beeinträchtigt","1988","(Fach-)Abitur","direkter Migrationshintergrund","199","0.967043607502524","0.94289837975941","0.991188835245639"
"Nicht beeinträchtigt","1988","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"Nicht beeinträchtigt","1988","AkademikerIn","kein Migrationshintergrund","565","0.915151740289104","0.893056663745986","0.937246816832223"
"Nicht beeinträchtigt","1988","AkademikerIn","direkter Migrationshintergrund","78","0.836491094131307","0.757869834943944","0.915112353318669"
"Nicht beeinträchtigt","1988","AkademikerIn","indirekter Migrationshintergrund","","","",""
"Beeinträchtigt","1988","(noch) kein Abschluss","kein Migrationshintergrund","","","",""
"Beeinträchtigt","1988","(noch) kein Abschluss","direkter Migrationshintergrund","48","0.073207058708908","0.053841790044193","0.092572327373623"
"Beeinträchtigt","1988","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"Beeinträchtigt","1988","Hauptschule","kein Migrationshintergrund","552","0.147497262442113","0.136724255885893","0.158270268998334"
"Beeinträchtigt","1988","Hauptschule","direkter Migrationshintergrund","97","0.119143094268928","0.102428261159684","0.135857927378172"
"Beeinträchtigt","1988","Hauptschule","indirekter Migrationshintergrund","","","",""
"Beeinträchtigt","1988","Realschule","kein Migrationshintergrund","98","0.0818810672363318","0.0679964662607889","0.0957656682118747"
"Beeinträchtigt","1988","Realschule","direkter Migrationshintergrund","","","",""
"Beeinträchtigt","1988","Realschule","indirekter Migrationshintergrund","","","",""
"Beeinträchtigt","1988","(Fach-)Abitur","kein Migrationshintergrund","42","0.0961482098996778","0.0705130844205515","0.121783335378804"
"Beeinträchtigt","1988","(Fach-)Abitur","direkter Migrationshintergrund","","","",""
"Beeinträchtigt","1988","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"Beeinträchtigt","1988","AkademikerIn","kein Migrationshintergrund","46","0.0848482597108957","0.0627531831677773","0.106943336254014"
"Beeinträchtigt","1988","AkademikerIn","direkter Migrationshintergrund","","","",""
"Beeinträchtigt","1988","AkademikerIn","indirekter Migrationshintergrund","","","",""
"Nicht beeinträchtigt","1989","(noch) kein Abschluss","kein Migrationshintergrund","159","0.897168363480048","0.852294640120163","0.942042086839934"
"Nicht beeinträchtigt","1989","(noch) kein Abschluss","direkter Migrationshintergrund","616","0.923037655610437","0.902825682429054","0.94324962879182"
"Nicht beeinträchtigt","1989","(noch) kein Abschluss","indirekter Migrationshintergrund","39","0.970693349056328","0.919065945331707","1.02232075278095"
"Nicht beeinträchtigt","1989","Hauptschule","kein Migrationshintergrund","3393","0.842557132243773","0.83118738116916","0.853926883318387"
"Nicht beeinträchtigt","1989","Hauptschule","direkter Migrationshintergrund","1308","0.890143452543142","0.87375124367455","0.906535661411733"
"Nicht beeinträchtigt","1989","Hauptschule","indirekter Migrationshintergrund","125","0.868432336736872","0.810101821883303","0.926762851590442"
"Nicht beeinträchtigt","1989","Realschule","kein Migrationshintergrund","1354","0.915477920534156","0.901160225300715","0.929795615767597"
"Nicht beeinträchtigt","1989","Realschule","direkter Migrationshintergrund","134","0.882517161411404","0.829925651419642","0.935108671403165"
"Nicht beeinträchtigt","1989","Realschule","indirekter Migrationshintergrund","49","0.982260937828628","0.945672669659435","1.01884920599782"
"Nicht beeinträchtigt","1989","(Fach-)Abitur","kein Migrationshintergrund","482","0.913405549259755","0.889256163819307","0.937554934700203"
"Nicht beeinträchtigt","1989","(Fach-)Abitur","direkter Migrationshintergrund","202","0.980948352871743","0.962458741655287","0.999437964088199"
"Nicht beeinträchtigt","1989","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"Nicht beeinträchtigt","1989","AkademikerIn","kein Migrationshintergrund","554","0.912201704933503","0.889576144987726","0.934827264879281"
"Nicht beeinträchtigt","1989","AkademikerIn","direkter Migrationshintergrund","80","0.849750768305059","0.775095808175914","0.924405728434204"
"Nicht beeinträchtigt","1989","AkademikerIn","indirekter Migrationshintergrund","","","",""
"Beeinträchtigt","1989","(noch) kein Abschluss","kein Migrationshintergrund","","","",""
"Beeinträchtigt","1989","(noch) kein Abschluss","direkter Migrationshintergrund","52","0.0769623443895628","0.0567503712081796","0.097174317570946"
"Beeinträchtigt","1989","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"Beeinträchtigt","1989","Hauptschule","kein Migrationshintergrund","549","0.157442867756226","0.146073116681613","0.16881261883084"
"Beeinträchtigt","1989","Hauptschule","direkter Migrationshintergrund","90","0.109856547456858","0.0934643385882666","0.12624875632545"
"Beeinträchtigt","1989","Hauptschule","indirekter Migrationshintergrund","","","",""
"Beeinträchtigt","1989","Realschule","kein Migrationshintergrund","96","0.0845220794658437","0.070204384232403","0.0988397746992844"
"Beeinträchtigt","1989","Realschule","direkter Migrationshintergrund","","","",""
"Beeinträchtigt","1989","Realschule","indirekter Migrationshintergrund","","","",""
"Beeinträchtigt","1989","(Fach-)Abitur","kein Migrationshintergrund","39","0.0865944507402448","0.0624450652997965","0.110743836180693"
"Beeinträchtigt","1989","(Fach-)Abitur","direkter Migrationshintergrund","","","",""
"Beeinträchtigt","1989","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"Beeinträchtigt","1989","AkademikerIn","kein Migrationshintergrund","47","0.0877982950664967","0.0651727351207191","0.110423855012274"
"Beeinträchtigt","1989","AkademikerIn","direkter Migrationshintergrund","","","",""
"Beeinträchtigt","1989","AkademikerIn","indirekter Migrationshintergrund","","","",""
"Nicht beeinträchtigt","1990","(noch) kein Abschluss","kein Migrationshintergrund","","","",""
"Nicht beeinträchtigt","1990","(noch) kein Abschluss","direkter Migrationshintergrund","","","",""
"Nicht beeinträchtigt","1990","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"Nicht beeinträchtigt","1990","Hauptschule","kein Migrationshintergrund","","","",""
"Nicht beeinträchtigt","1990","Hauptschule","direkter Migrationshintergrund","","","",""
"Nicht beeinträchtigt","1990","Hauptschule","indirekter Migrationshintergrund","","","",""
"Nicht beeinträchtigt","1990","Realschule","kein Migrationshintergrund","","","",""
"Nicht beeinträchtigt","1990","Realschule","direkter Migrationshintergrund","","","",""
"Nicht beeinträchtigt","1990","Realschule","indirekter Migrationshintergrund","","","",""
"Nicht beeinträchtigt","1990","(Fach-)Abitur","kein Migrationshintergrund","","","",""
"Nicht beeinträchtigt","1990","(Fach-)Abitur","direkter Migrationshintergrund","","","",""
"Nicht beeinträchtigt","1990","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"Nicht beeinträchtigt","1990","AkademikerIn","kein Migrationshintergrund","","","",""
"Nicht beeinträchtigt","1990","AkademikerIn","direkter Migrationshintergrund","","","",""
"Nicht beeinträchtigt","1990","AkademikerIn","indirekter Migrationshintergrund","","","",""
"Beeinträchtigt","1990","(noch) kein Abschluss","kein Migrationshintergrund","","","",""
"Beeinträchtigt","1990","(noch) kein Abschluss","direkter Migrationshintergrund","","","",""
"Beeinträchtigt","1990","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"Beeinträchtigt","1990","Hauptschule","kein Migrationshintergrund","","","",""
"Beeinträchtigt","1990","Hauptschule","direkter Migrationshintergrund","","","",""
"Beeinträchtigt","1990","Hauptschule","indirekter Migrationshintergrund","","","",""
"Beeinträchtigt","1990","Realschule","kein Migrationshintergrund","","","",""
"Beeinträchtigt","1990","Realschule","direkter Migrationshintergrund","","","",""
"Beeinträchtigt","1990","Realschule","indirekter Migrationshintergrund","","","",""
"Beeinträchtigt","1990","(Fach-)Abitur","kein Migrationshintergrund","","","",""
"Beeinträchtigt","1990","(Fach-)Abitur","direkter Migrationshintergrund","","","",""
"Beeinträchtigt","1990","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"Beeinträchtigt","1990","AkademikerIn","kein Migrationshintergrund","","","",""
"Beeinträchtigt","1990","AkademikerIn","direkter Migrationshintergrund","","","",""
"Beeinträchtigt","1990","AkademikerIn","indirekter Migrationshintergrund","","","",""
"Nicht beeinträchtigt","1991","(noch) kein Abschluss","kein Migrationshintergrund","191","0.889641765470213","0.847262990613457","0.932020540326969"
"Nicht beeinträchtigt","1991","(noch) kein Abschluss","direkter Migrationshintergrund","557","0.906837958613012","0.883809931961177","0.929865985264847"
"Nicht beeinträchtigt","1991","(noch) kein Abschluss","indirekter Migrationshintergrund","48","0.956006032423665","0.89972139347898","1.01229067136835"
"Nicht beeinträchtigt","1991","Hauptschule","kein Migrationshintergrund","4596","0.861023933579561","0.851569893301167","0.870477973857955"
"Nicht beeinträchtigt","1991","Hauptschule","direkter Migrationshintergrund","1328","0.88740990214255","0.870992466220035","0.903827338065065"
"Nicht beeinträchtigt","1991","Hauptschule","indirekter Migrationshintergrund","164","0.929867967259333","0.891020482588657","0.96871545193001"
"Nicht beeinträchtigt","1991","Realschule","kein Migrationshintergrund","2815","0.943690488582337","0.93531361620691","0.952067360957763"
"Nicht beeinträchtigt","1991","Realschule","direkter Migrationshintergrund","153","0.896738032524604","0.850306917691475","0.943169147357732"
"Nicht beeinträchtigt","1991","Realschule","indirekter Migrationshintergrund","67","1","1","1"
"Nicht beeinträchtigt","1991","(Fach-)Abitur","kein Migrationshintergrund","603","0.91568956652522","0.89423004910594","0.937149083944499"
"Nicht beeinträchtigt","1991","(Fach-)Abitur","direkter Migrationshintergrund","192","0.966072291641984","0.941228659875196","0.990915923408773"
"Nicht beeinträchtigt","1991","(Fach-)Abitur","indirekter Migrationshintergrund","37","0.976973314556698","0.929284848018691","1.0246617810947"
"Nicht beeinträchtigt","1991","AkademikerIn","kein Migrationshintergrund","1503","0.949180235397093","0.938242861725788","0.960117609068398"
"Nicht beeinträchtigt","1991","AkademikerIn","direkter Migrationshintergrund","115","0.88088836032954","0.824329538292105","0.937447182366974"
"Nicht beeinträchtigt","1991","AkademikerIn","indirekter Migrationshintergrund","","","",""
"Beeinträchtigt","1991","(noch) kein Abschluss","kein Migrationshintergrund","","","",""
"Beeinträchtigt","1991","(noch) kein Abschluss","direkter Migrationshintergrund","55","0.0931620413869878","0.0701340147351526","0.116190068038823"
"Beeinträchtigt","1991","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"Beeinträchtigt","1991","Hauptschule","kein Migrationshintergrund","547","0.138976066420439","0.129522026142045","0.148430106698834"
"Beeinträchtigt","1991","Hauptschule","direkter Migrationshintergrund","96","0.11259009785745","0.0961726619349355","0.129007533779965"
"Beeinträchtigt","1991","Hauptschule","indirekter Migrationshintergrund","","","",""
"Beeinträchtigt","1991","Realschule","kein Migrationshintergrund","94","0.0563095114176634","0.047932639042237","0.0646863837930899"
"Beeinträchtigt","1991","Realschule","direkter Migrationshintergrund","","","",""
"Beeinträchtigt","1991","Realschule","indirekter Migrationshintergrund","","","",""
"Beeinträchtigt","1991","(Fach-)Abitur","kein Migrationshintergrund","41","0.0843104334747803","0.0628509160555006","0.10576995089406"
"Beeinträchtigt","1991","(Fach-)Abitur","direkter Migrationshintergrund","","","",""
"Beeinträchtigt","1991","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"Beeinträchtigt","1991","AkademikerIn","kein Migrationshintergrund","46","0.0508197646029072","0.0398823909316019","0.0617571382742124"
"Beeinträchtigt","1991","AkademikerIn","direkter Migrationshintergrund","","","",""
"Beeinträchtigt","1991","AkademikerIn","indirekter Migrationshintergrund","","","",""
"Nicht beeinträchtigt","1992","(noch) kein Abschluss","kein Migrationshintergrund","193","0.882169839294876","0.838872358619598","0.925467319970153"
"Nicht beeinträchtigt","1992","(noch) kein Abschluss","direkter Migrationshintergrund","526","0.897355807528873","0.872613870233869","0.922097744823877"
"Nicht beeinträchtigt","1992","(noch) kein Abschluss","indirekter Migrationshintergrund","67","0.952661390553131","0.903609147295827","1.00171363381044"
"Nicht beeinträchtigt","1992","Hauptschule","kein Migrationshintergrund","4265","0.842051861737612","0.831857293674828","0.852246429800397"
"Nicht beeinträchtigt","1992","Hauptschule","direkter Migrationshintergrund","1253","0.866954235760011","0.84902901262127","0.884879458898752"
"Nicht beeinträchtigt","1992","Hauptschule","indirekter Migrationshintergrund","182","0.932072768885941","0.895911931008173","0.968233606763709"
"Nicht beeinträchtigt","1992","Realschule","kein Migrationshintergrund","2704","0.9264409023896","0.916853407279972","0.936028397499227"
"Nicht beeinträchtigt","1992","Realschule","direkter Migrationshintergrund","143","0.878393345322354","0.827269742283048","0.92951694836166"
"Nicht beeinträchtigt","1992","Realschule","indirekter Migrationshintergrund","81","0.959446679197784","0.916752880460782","1.00214047793479"
"Nicht beeinträchtigt","1992","(Fach-)Abitur","kein Migrationshintergrund","609","0.91102807498636","0.889124343011735","0.932931806960985"
"Nicht beeinträchtigt","1992","(Fach-)Abitur","direkter Migrationshintergrund","196","0.962498811766528","0.936617544735078","0.988380078797977"
"Nicht beeinträchtigt","1992","(Fach-)Abitur","indirekter Migrationshintergrund","38","0.970816747866749","0.91799031799328","1.02364317774022"
"Nicht beeinträchtigt","1992","AkademikerIn","kein Migrationshintergrund","1415","0.924509243237928","0.911188809173217","0.937829677302639"
"Nicht beeinträchtigt","1992","AkademikerIn","direkter Migrationshintergrund","120","0.868278555346594","0.809919128773401","0.926637981919788"
"Nicht beeinträchtigt","1992","AkademikerIn","indirekter Migrationshintergrund","","","",""
"Beeinträchtigt","1992","(noch) kein Abschluss","kein Migrationshintergrund","","","",""
"Beeinträchtigt","1992","(noch) kein Abschluss","direkter Migrationshintergrund","52","0.102644192471127","0.0779022551761231","0.127386129766131"
"Beeinträchtigt","1992","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"Beeinträchtigt","1992","Hauptschule","kein Migrationshintergrund","651","0.157948138262388","0.147753570199603","0.168142706325172"
