year,migback,pgisced97,m11124,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1992,Indirect migration background,Lower Secondary Level,Not Disabled (<= 30%),0.96170,165,165,0.93233,0.99108
1992,Indirect migration background,Upper Secondary Level,Not Disabled (<= 30%),0.95392,117,117,0.91577,0.99207
1994,No migration background,Pre-primary Level,Not Disabled (<= 30%),0.99709,166,166,0.98887,1.00531
1994,No migration background,Primary Level,Not Disabled (<= 30%),0.73443,56,56,0.61771,0.85115
1994,No migration background,Lower Secondary Level,Not Disabled (<= 30%),0.84800,1395,1592,0.83035,0.86564
1994,No migration background,Lower Secondary Level,Disabled (> 30%),0.14554,197,1592,0.12821,0.16286
1994,No migration background,Upper Secondary Level,Not Disabled (<= 30%),0.87748,5055,5570,0.86887,0.88609
1994,No migration background,Upper Secondary Level,Disabled (> 30%),0.11765,515,5570,0.10919,0.12611
1994,No migration background,Post-secondary Non-tertiary Level,Not Disabled (<= 30%),0.93185,277,277,0.90212,0.96158
1994,No migration background,First Stage of Tertiary Education,Not Disabled (<= 30%),0.86009,613,680,0.83399,0.88618
1994,No migration background,First Stage of Tertiary Education,Disabled (> 30%),0.13482,67,680,0.10913,0.16051
1994,No migration background,Second Stage of Tertiary Education,Not Disabled (<= 30%),0.92350,1420,1513,0.91010,0.93690
1994,No migration background,Second Stage of Tertiary Education,Disabled (> 30%),0.07000,93,1513,0.05714,0.08286
1994,Direct migration background,Primary Level,Not Disabled (<= 30%),0.89945,423,465,0.87209,0.92682
1994,Direct migration background,Primary Level,Disabled (> 30%),0.09822,42,465,0.07114,0.12530
1994,Direct migration background,Lower Secondary Level,Not Disabled (<= 30%),0.86178,643,703,0.83625,0.88731
1994,Direct migration background,Lower Secondary Level,Disabled (> 30%),0.12598,60,703,0.10144,0.15053
1994,Direct migration background,Upper Secondary Level,Not Disabled (<= 30%),0.84857,718,815,0.82395,0.87320
1994,Direct migration background,Upper Secondary Level,Disabled (> 30%),0.14922,97,815,0.12474,0.17370
1994,Direct migration background,Post-secondary Non-tertiary Level,Not Disabled (<= 30%),0.91244,77,77,0.84889,0.97599
1994,Direct migration background,First Stage of Tertiary Education,Not Disabled (<= 30%),0.88230,51,51,0.79297,0.97162
1994,Direct migration background,Second Stage of Tertiary Education,Not Disabled (<= 30%),0.85719,110,110,0.79151,0.92288
1994,Indirect migration background,Pre-primary Level,Not Disabled (<= 30%),0.99071,60,60,0.96624,1.01519
1994,Indirect migration background,Lower Secondary Level,Not Disabled (<= 30%),0.95463,178,178,0.92397,0.98529
1994,Indirect migration background,Upper Secondary Level,Not Disabled (<= 30%),0.99800,153,153,0.99091,1.00510
1995,No migration background,Pre-primary Level,Not Disabled (<= 30%),0.97003,193,193,0.94591,0.99415
1995,No migration background,Primary Level,Not Disabled (<= 30%),0.66899,43,43,0.52667,0.81131
1995,No migration background,Lower Secondary Level,Not Disabled (<= 30%),0.83795,1340,1529,0.81947,0.85642
1995,No migration background,Lower Secondary Level,Disabled (> 30%),0.15157,189,1529,0.13359,0.16955
1995,No migration background,Upper Secondary Level,Not Disabled (<= 30%),0.85456,4937,5503,0.84524,0.86387
1995,No migration background,Upper Secondary Level,Disabled (> 30%),0.13269,566,5503,0.12373,0.14166
1995,No migration background,Post-secondary Non-tertiary Level,Not Disabled (<= 30%),0.92189,288,288,0.89084,0.95293
1995,No migration background,First Stage of Tertiary Education,Not Disabled (<= 30%),0.84289,611,684,0.81559,0.87018
1995,No migration background,First Stage of Tertiary Education,Disabled (> 30%),0.14292,73,684,0.11668,0.16917
1995,No migration background,Second Stage of Tertiary Education,Not Disabled (<= 30%),0.91542,1438,1541,0.90153,0.92932
1995,No migration background,Second Stage of Tertiary Education,Disabled (> 30%),0.07927,103,1541,0.06578,0.09276
1995,Direct migration background,Primary Level,Not Disabled (<= 30%),0.89320,406,454,0.86476,0.92164
1995,Direct migration background,Primary Level,Disabled (> 30%),0.10124,48,454,0.07346,0.12901
1995,Direct migration background,Lower Secondary Level,Not Disabled (<= 30%),0.87762,713,776,0.85454,0.90069
1995,Direct migration background,Lower Secondary Level,Disabled (> 30%),0.11702,63,776,0.09439,0.13965
1995,Direct migration background,Upper Secondary Level,Not Disabled (<= 30%),0.85589,875,975,0.83383,0.87794
1995,Direct migration background,Upper Secondary Level,Disabled (> 30%),0.13003,100,975,0.10891,0.15115
1995,Direct migration background,Post-secondary Non-tertiary Level,Not Disabled (<= 30%),0.96956,145,145,0.94150,0.99762
1995,Direct migration background,First Stage of Tertiary Education,Not Disabled (<= 30%),0.86898,47,47,0.77147,0.96649
1995,Direct migration background,Second Stage of Tertiary Education,Not Disabled (<= 30%),0.85901,174,174,0.80715,0.91087
1995,Indirect migration background,Pre-primary Level,Not Disabled (<= 30%),0.98775,53,53,0.95784,1.01765
1995,Indirect migration background,Lower Secondary Level,Not Disabled (<= 30%),0.95371,164,164,0.92145,0.98596
1995,Indirect migration background,Upper Secondary Level,Not Disabled (<= 30%),0.99490,178,178,0.98440,1.00539
1996,No migration background,Primary Level,Not Disabled (<= 30%),0.63718,40,40,0.48628,0.78809
1996,No migration background,Lower Secondary Level,Not Disabled (<= 30%),0.83260,1282,1480,0.81358,0.85163
1996,No migration background,Lower Secondary Level,Disabled (> 30%),0.16159,198,1480,0.14283,0.18035
1996,No migration background,Upper Secondary Level,Not Disabled (<= 30%),0.85948,4884,5460,0.85026,0.86870
1996,No migration background,Upper Secondary Level,Disabled (> 30%),0.13691,576,5460,0.12779,0.14603
1996,No migration background,Post-secondary Non-tertiary Level,Not Disabled (<= 30%),0.92984,303,303,0.90103,0.95864
1996,No migration background,First Stage of Tertiary Education,Not Disabled (<= 30%),0.84728,613,682,0.82026,0.87430
1996,No migration background,First Stage of Tertiary Education,Disabled (> 30%),0.14022,69,682,0.11414,0.16630
1996,No migration background,Second Stage of Tertiary Education,Not Disabled (<= 30%),0.92360,1461,1557,0.91040,0.93679
1996,No migration background,Second Stage of Tertiary Education,Disabled (> 30%),0.07211,96,1557,0.05926,0.08497
1996,Direct migration background,Primary Level,Not Disabled (<= 30%),0.89978,373,421,0.87106,0.92850
1996,Direct migration background,Primary Level,Disabled (> 30%),0.09969,48,421,0.07104,0.12834
1996,Direct migration background,Lower Secondary Level,Not Disabled (<= 30%),0.86172,654,723,0.83654,0.88690
1996,Direct migration background,Lower Secondary Level,Disabled (> 30%),0.13516,69,723,0.11022,0.16010
1996,Direct migration background,Upper Secondary Level,Not Disabled (<= 30%),0.86843,835,928,0.84667,0.89019
1996,Direct migration background,Upper Secondary Level,Disabled (> 30%),0.12827,93,928,0.10674,0.14979
1996,Direct migration background,Post-secondary Non-tertiary Level,Not Disabled (<= 30%),0.95692,136,136,0.92266,0.99117
1996,Direct migration background,First Stage of Tertiary Education,Not Disabled (<= 30%),0.79611,50,50,0.68331,0.90892
1996,Direct migration background,Second Stage of Tertiary Education,Not Disabled (<= 30%),0.86942,170,170,0.81861,0.92022
1996,Indirect migration background,Lower Secondary Level,Not Disabled (<= 30%),0.96353,169,169,0.93518,0.99187
1996,Indirect migration background,Upper Secondary Level,Not Disabled (<= 30%),0.99673,203,203,0.98886,1.00460
1997,No migration background,Pre-primary Level,Not Disabled (<= 30%),0.98100,221,221,0.96296,0.99904
1997,No migration background,Primary Level,Not Disabled (<= 30%),0.64233,38,38,0.48789,0.79678
1997,No migration background,Lower Secondary Level,Not Disabled (<= 30%),0.83518,1244,1433,0.81597,0.85440
1997,No migration background,Lower Secondary Level,Disabled (> 30%),0.16091,189,1433,0.14188,0.17995
1997,No migration background,Upper Secondary Level,Not Disabled (<= 30%),0.85393,4779,5357,0.84447,0.86339
1997,No migration background,Upper Secondary Level,Disabled (> 30%),0.13915,578,5357,0.12988,0.14842
1997,No migration background,Post-secondary Non-tertiary Level,Not Disabled (<= 30%),0.92571,290,290,0.89547,0.95594
1997,No migration background,First Stage of Tertiary Education,Not Disabled (<= 30%),0.86426,616,682,0.83854,0.88999
1997,No migration background,First Stage of Tertiary Education,Disabled (> 30%),0.12936,66,682,0.10416,0.15457
1997,No migration background,Second Stage of Tertiary Education,Not Disabled (<= 30%),0.92889,1468,1563,0.91614,0.94164
1997,No migration background,Second Stage of Tertiary Education,Disabled (> 30%),0.06832,95,1563,0.05580,0.08083
1997,Direct migration background,Primary Level,Not Disabled (<= 30%),0.90520,350,394,0.87624,0.93416
1997,Direct migration background,Primary Level,Disabled (> 30%),0.09204,44,394,0.06346,0.12062
1997,Direct migration background,Lower Secondary Level,Not Disabled (<= 30%),0.86393,621,687,0.83827,0.88959
1997,Direct migration background,Lower Secondary Level,Disabled (> 30%),0.12950,66,687,0.10438,0.15463
1997,Direct migration background,Upper Secondary Level,Not Disabled (<= 30%),0.87572,807,893,0.85407,0.89737
1997,Direct migration background,Upper Secondary Level,Disabled (> 30%),0.11481,86,893,0.09389,0.13573
1997,Direct migration background,Post-secondary Non-tertiary Level,Not Disabled (<= 30%),0.95536,122,122,0.91857,0.99216
1997,Direct migration background,First Stage of Tertiary Education,Not Disabled (<= 30%),0.87910,49,49,0.78687,0.97133
1997,Direct migration background,Second Stage of Tertiary Education,Not Disabled (<= 30%),0.87328,167,167,0.82268,0.92389
1997,Indirect migration background,Lower Secondary Level,Not Disabled (<= 30%),0.96006,192,192,0.93228,0.98783
1997,Indirect migration background,Upper Secondary Level,Not Disabled (<= 30%),0.99512,192,192,0.98524,1.00500
1998,No migration background,Pre-primary Level,Not Disabled (<= 30%),0.97654,232,232,0.95703,0.99606
1998,No migration background,Primary Level,Not Disabled (<= 30%),0.67655,48,48,0.54281,0.81029
1998,No migration background,Lower Secondary Level,Not Disabled (<= 30%),0.83933,1456,1683,0.82178,0.85688
1998,No migration background,Lower Secondary Level,Disabled (> 30%),0.15993,227,1683,0.14241,0.17744
1998,No migration background,Upper Secondary Level,Not Disabled (<= 30%),0.85694,5291,5947,0.84804,0.86584
1998,No migration background,Upper Secondary Level,Disabled (> 30%),0.13803,656,5947,0.12927,0.14680
1998,No migration background,Post-secondary Non-tertiary Level,Not Disabled (<= 30%),0.91856,330,330,0.88900,0.94811
1998,No migration background,First Stage of Tertiary Education,Not Disabled (<= 30%),0.86112,674,748,0.83632,0.88592
1998,No migration background,First Stage of Tertiary Education,Disabled (> 30%),0.13683,74,748,0.11218,0.16147
1998,No migration background,Second Stage of Tertiary Education,Not Disabled (<= 30%),0.92156,1632,1749,0.90896,0.93417
1998,No migration background,Second Stage of Tertiary Education,Disabled (> 30%),0.07500,117,1749,0.06266,0.08735
1998,Direct migration background,Primary Level,Not Disabled (<= 30%),0.88084,316,362,0.84742,0.91426
1998,Direct migration background,Primary Level,Disabled (> 30%),0.11700,46,362,0.08384,0.15015
1998,Direct migration background,Lower Secondary Level,Not Disabled (<= 30%),0.87232,588,657,0.84678,0.89786
1998,Direct migration background,Lower Secondary Level,Disabled (> 30%),0.12641,69,657,0.10098,0.15184
1998,Direct migration background,Upper Secondary Level,Not Disabled (<= 30%),0.88653,762,842,0.86510,0.90797
1998,Direct migration background,Upper Secondary Level,Disabled (> 30%),0.11171,80,842,0.09042,0.13300
1998,Direct migration background,Post-secondary Non-tertiary Level,Not Disabled (<= 30%),0.95202,127,127,0.91470,0.98934
1998,Direct migration background,First Stage of Tertiary Education,Not Disabled (<= 30%),0.81629,44,44,0.70055,0.93204
1998,Direct migration background,Second Stage of Tertiary Education,Not Disabled (<= 30%),0.88189,176,176,0.83407,0.92971
1998,Indirect migration background,Pre-primary Level,Not Disabled (<= 30%),0.97959,67,67,0.94548,1.01370
1998,Indirect migration background,Lower Secondary Level,Not Disabled (<= 30%),0.97253,191,191,0.94928,0.99577
1998,Indirect migration background,Upper Secondary Level,Not Disabled (<= 30%),0.99112,202,202,0.97814,1.00409
1999,No migration background,Pre-primary Level,Not Disabled (<= 30%),0.99262,229,229,0.98151,1.00373
1999,No migration background,Primary Level,Not Disabled (<= 30%),0.66863,50,50,0.53683,0.80043
1999,No migration background,Lower Secondary Level,Not Disabled (<= 30%),0.83439,1411,1630,0.81634,0.85244
1999,No migration background,Lower Secondary Level,Disabled (> 30%),0.16252,219,1630,0.14460,0.18043
1999,No migration background,Upper Secondary Level,Not Disabled (<= 30%),0.85137,5227,5917,0.84230,0.86043
1999,No migration background,Upper Secondary Level,Disabled (> 30%),0.14693,690,5917,0.13791,0.15595
