year,age_gr,quintil_oecd,m11124,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1985,46-65 y.,2nd Quintile,Not Disabled (<= 30%),0.75391,448,561,0.71824,0.78959
1985,46-65 y.,2nd Quintile,Disabled (> 30%),0.24126,113,561,0.20582,0.27669
1985,46-65 y.,3rd Quintile,Not Disabled (<= 30%),0.79782,585,693,0.76790,0.82774
1985,46-65 y.,3rd Quintile,Disabled (> 30%),0.19040,108,693,0.16115,0.21965
1985,46-65 y.,4th Quintile,Not Disabled (<= 30%),0.85163,608,702,0.82532,0.87795
1985,46-65 y.,4th Quintile,Disabled (> 30%),0.14292,94,702,0.11701,0.16883
1985,46-65 y.,5th Quintile,Not Disabled (<= 30%),0.80923,664,793,0.78186,0.83659
1985,46-65 y.,5th Quintile,Disabled (> 30%),0.18561,129,793,0.15853,0.21268
1985,66 and older,1st Quintile,Not Disabled (<= 30%),0.82198,210,257,0.77512,0.86884
1985,66 and older,1st Quintile,Disabled (> 30%),0.17271,47,257,0.12641,0.21902
1985,66 and older,2nd Quintile,Not Disabled (<= 30%),0.80184,207,262,0.75348,0.85020
1985,66 and older,2nd Quintile,Disabled (> 30%),0.19816,55,262,0.14980,0.24652
1985,66 and older,3rd Quintile,Not Disabled (<= 30%),0.79784,171,218,0.74441,0.85128
1985,66 and older,3rd Quintile,Disabled (> 30%),0.20216,47,218,0.14872,0.25559
1985,66 and older,4th Quintile,Not Disabled (<= 30%),0.82397,160,196,0.77052,0.87743
1985,66 and older,4th Quintile,Disabled (> 30%),0.17603,36,196,0.12257,0.22948
1985,66 and older,5th Quintile,Not Disabled (<= 30%),0.77992,132,172,0.71782,0.84201
1985,66 and older,5th Quintile,Disabled (> 30%),0.21506,40,172,0.15348,0.27664
1987,17-29 y.,1st Quintile,Not Disabled (<= 30%),0.97643,634,634,0.96461,0.98825
1987,17-29 y.,2nd Quintile,Not Disabled (<= 30%),0.98590,620,620,0.97662,0.99519
1987,17-29 y.,3rd Quintile,Not Disabled (<= 30%),0.97701,597,597,0.96498,0.98904
1987,17-29 y.,4th Quintile,Not Disabled (<= 30%),0.97671,617,617,0.96480,0.98862
1987,17-29 y.,5th Quintile,Not Disabled (<= 30%),0.98571,476,476,0.97503,0.99638
1987,30-45 y.,1st Quintile,Not Disabled (<= 30%),0.93970,528,528,0.91937,0.96002
1987,30-45 y.,2nd Quintile,Not Disabled (<= 30%),0.96483,647,647,0.95062,0.97903
1987,30-45 y.,3rd Quintile,Not Disabled (<= 30%),0.93906,615,646,0.92060,0.95752
1987,30-45 y.,3rd Quintile,Disabled (> 30%),0.05536,31,646,0.03771,0.07301
1987,30-45 y.,4th Quintile,Not Disabled (<= 30%),0.96440,598,598,0.94954,0.97926
1987,30-45 y.,5th Quintile,Not Disabled (<= 30%),0.96893,663,663,0.95572,0.98215
1987,46-65 y.,1st Quintile,Not Disabled (<= 30%),0.75163,416,512,0.71417,0.78910
1987,46-65 y.,1st Quintile,Disabled (> 30%),0.23684,96,512,0.19998,0.27370
1987,46-65 y.,2nd Quintile,Not Disabled (<= 30%),0.77814,447,541,0.74310,0.81319
1987,46-65 y.,2nd Quintile,Disabled (> 30%),0.21499,94,541,0.18034,0.24964
1987,46-65 y.,3rd Quintile,Not Disabled (<= 30%),0.82730,545,630,0.79776,0.85684
1987,46-65 y.,3rd Quintile,Disabled (> 30%),0.16902,85,630,0.13973,0.19831
1987,46-65 y.,4th Quintile,Not Disabled (<= 30%),0.84004,631,738,0.81357,0.86650
1987,46-65 y.,4th Quintile,Disabled (> 30%),0.15183,107,738,0.12592,0.17774
1987,46-65 y.,5th Quintile,Not Disabled (<= 30%),0.84230,655,765,0.81646,0.86815
1987,46-65 y.,5th Quintile,Disabled (> 30%),0.15561,110,765,0.12991,0.18132
1987,66 and older,1st Quintile,Not Disabled (<= 30%),0.80096,247,312,0.75659,0.84534
1987,66 and older,1st Quintile,Disabled (> 30%),0.19121,65,312,0.14750,0.23492
1987,66 and older,2nd Quintile,Not Disabled (<= 30%),0.79474,178,221,0.74137,0.84812
1987,66 and older,2nd Quintile,Disabled (> 30%),0.19828,43,221,0.14559,0.25096
1987,66 and older,3rd Quintile,Not Disabled (<= 30%),0.79666,165,212,0.74235,0.85097
1987,66 and older,3rd Quintile,Disabled (> 30%),0.19554,47,212,0.14202,0.24905
1987,66 and older,4th Quintile,Not Disabled (<= 30%),0.72901,122,165,0.66099,0.79704
1987,66 and older,4th Quintile,Disabled (> 30%),0.27099,43,165,0.20296,0.33901
1987,66 and older,5th Quintile,Not Disabled (<= 30%),0.75819,113,151,0.68967,0.82671
1987,66 and older,5th Quintile,Disabled (> 30%),0.23576,38,151,0.16783,0.30369
1988,17-29 y.,1st Quintile,Not Disabled (<= 30%),0.96801,630,630,0.95426,0.98176
1988,17-29 y.,2nd Quintile,Not Disabled (<= 30%),0.98729,554,554,0.97795,0.99663
1988,17-29 y.,3rd Quintile,Not Disabled (<= 30%),0.97682,590,590,0.96467,0.98897
1988,17-29 y.,4th Quintile,Not Disabled (<= 30%),0.98063,603,603,0.96962,0.99164
1988,17-29 y.,5th Quintile,Not Disabled (<= 30%),0.98755,431,431,0.97708,0.99803
1988,30-45 y.,1st Quintile,Not Disabled (<= 30%),0.94439,518,518,0.92463,0.96414
1988,30-45 y.,2nd Quintile,Not Disabled (<= 30%),0.95870,616,616,0.94298,0.97443
1988,30-45 y.,3rd Quintile,Not Disabled (<= 30%),0.94536,578,578,0.92681,0.96390
1988,30-45 y.,4th Quintile,Not Disabled (<= 30%),0.96601,532,532,0.95060,0.98142
1988,30-45 y.,5th Quintile,Not Disabled (<= 30%),0.96562,596,596,0.95098,0.98026
1988,46-65 y.,1st Quintile,Not Disabled (<= 30%),0.72844,398,503,0.68953,0.76734
1988,46-65 y.,1st Quintile,Disabled (> 30%),0.25651,105,503,0.21831,0.29471
1988,46-65 y.,2nd Quintile,Not Disabled (<= 30%),0.75205,419,512,0.71461,0.78949
1988,46-65 y.,2nd Quintile,Disabled (> 30%),0.23791,93,512,0.20099,0.27483
1988,46-65 y.,3rd Quintile,Not Disabled (<= 30%),0.81084,513,612,0.77979,0.84190
1988,46-65 y.,3rd Quintile,Disabled (> 30%),0.17632,99,612,0.14610,0.20654
1988,46-65 y.,4th Quintile,Not Disabled (<= 30%),0.83027,623,736,0.80313,0.85741
1988,46-65 y.,4th Quintile,Disabled (> 30%),0.16942,113,736,0.14230,0.19654
1988,46-65 y.,5th Quintile,Not Disabled (<= 30%),0.86186,626,725,0.83672,0.88699
1988,46-65 y.,5th Quintile,Disabled (> 30%),0.13548,99,725,0.11055,0.16040
1988,66 and older,1st Quintile,Not Disabled (<= 30%),0.72120,194,272,0.66781,0.77458
1988,66 and older,1st Quintile,Disabled (> 30%),0.26583,78,272,0.21323,0.31843
1988,66 and older,2nd Quintile,Not Disabled (<= 30%),0.75832,202,264,0.70658,0.81006
1988,66 and older,2nd Quintile,Disabled (> 30%),0.23969,62,264,0.18810,0.29128
1988,66 and older,3rd Quintile,Not Disabled (<= 30%),0.73101,127,174,0.66493,0.79709
1988,66 and older,3rd Quintile,Disabled (> 30%),0.25128,47,174,0.18664,0.31591
1988,66 and older,4th Quintile,Not Disabled (<= 30%),0.71408,111,157,0.64317,0.78498
1988,66 and older,4th Quintile,Disabled (> 30%),0.28592,46,157,0.21502,0.35683
1988,66 and older,5th Quintile,Not Disabled (<= 30%),0.75044,120,162,0.68360,0.81729
1988,66 and older,5th Quintile,Disabled (> 30%),0.24956,42,162,0.18271,0.31640
1989,17-29 y.,1st Quintile,Not Disabled (<= 30%),0.97403,632,632,0.96162,0.98644
1989,17-29 y.,2nd Quintile,Not Disabled (<= 30%),0.98322,605,605,0.97298,0.99346
1989,17-29 y.,3rd Quintile,Not Disabled (<= 30%),0.97937,517,517,0.96710,0.99163
1989,17-29 y.,4th Quintile,Not Disabled (<= 30%),0.97121,593,593,0.95774,0.98468
1989,17-29 y.,5th Quintile,Not Disabled (<= 30%),0.98894,423,423,0.97896,0.99892
1989,30-45 y.,1st Quintile,Not Disabled (<= 30%),0.93889,497,497,0.91781,0.95997
1989,30-45 y.,2nd Quintile,Not Disabled (<= 30%),0.95905,586,586,0.94299,0.97511
1989,30-45 y.,3rd Quintile,Not Disabled (<= 30%),0.95750,576,576,0.94102,0.97399
1989,30-45 y.,4th Quintile,Not Disabled (<= 30%),0.96054,512,512,0.94365,0.97742
1989,30-45 y.,5th Quintile,Not Disabled (<= 30%),0.94851,561,561,0.93021,0.96682
1989,46-65 y.,1st Quintile,Not Disabled (<= 30%),0.68808,369,480,0.64659,0.72957
1989,46-65 y.,1st Quintile,Disabled (> 30%),0.30386,111,480,0.26268,0.34505
1989,46-65 y.,2nd Quintile,Not Disabled (<= 30%),0.77589,435,526,0.74022,0.81157
1989,46-65 y.,2nd Quintile,Disabled (> 30%),0.21190,91,526,0.17694,0.24686
1989,46-65 y.,3rd Quintile,Not Disabled (<= 30%),0.82266,485,579,0.79152,0.85380
1989,46-65 y.,3rd Quintile,Disabled (> 30%),0.17734,94,579,0.14620,0.20848
1989,46-65 y.,4th Quintile,Not Disabled (<= 30%),0.82960,593,704,0.80181,0.85740
1989,46-65 y.,4th Quintile,Disabled (> 30%),0.16848,111,704,0.14081,0.19615
1989,46-65 y.,5th Quintile,Not Disabled (<= 30%),0.85910,588,675,0.83283,0.88536
1989,46-65 y.,5th Quintile,Disabled (> 30%),0.13306,87,675,0.10742,0.15870
1989,66 and older,1st Quintile,Not Disabled (<= 30%),0.74831,210,281,0.69748,0.79914
1989,66 and older,1st Quintile,Disabled (> 30%),0.24060,71,281,0.19054,0.29067
1989,66 and older,2nd Quintile,Not Disabled (<= 30%),0.69192,149,211,0.62948,0.75437
1989,66 and older,2nd Quintile,Disabled (> 30%),0.29042,62,211,0.22902,0.35182
1989,66 and older,3rd Quintile,Not Disabled (<= 30%),0.68797,124,187,0.62138,0.75455
1989,66 and older,3rd Quintile,Disabled (> 30%),0.31063,63,187,0.24413,0.37713
1989,66 and older,4th Quintile,Not Disabled (<= 30%),0.69106,111,160,0.61924,0.76288
1989,66 and older,4th Quintile,Disabled (> 30%),0.30565,49,160,0.23404,0.37726
1989,66 and older,5th Quintile,Not Disabled (<= 30%),0.72655,119,164,0.65812,0.79498
1989,66 and older,5th Quintile,Disabled (> 30%),0.27345,45,164,0.20502,0.34188
1991,17-29 y.,1st Quintile,Not Disabled (<= 30%),0.95489,599,599,0.93826,0.97153
1991,17-29 y.,2nd Quintile,Not Disabled (<= 30%),0.98704,539,539,0.97748,0.99660
1991,17-29 y.,3rd Quintile,Not Disabled (<= 30%),0.97845,520,520,0.96596,0.99095
1991,17-29 y.,4th Quintile,Not Disabled (<= 30%),0.98297,550,550,0.97214,0.99379
1991,17-29 y.,5th Quintile,Not Disabled (<= 30%),0.98452,418,418,0.97268,0.99637
1991,30-45 y.,1st Quintile,Not Disabled (<= 30%),0.90501,417,417,0.87684,0.93319
1991,30-45 y.,2nd Quintile,Not Disabled (<= 30%),0.97413,625,625,0.96168,0.98659
1991,30-45 y.,3rd Quintile,Not Disabled (<= 30%),0.95182,567,567,0.93418,0.96946
1991,30-45 y.,4th Quintile,Not Disabled (<= 30%),0.93222,491,491,0.90997,0.95448
1991,30-45 y.,5th Quintile,Not Disabled (<= 30%),0.96409,588,588,0.94904,0.97914
1991,46-65 y.,1st Quintile,Not Disabled (<= 30%),0.67016,359,475,0.62784,0.71249
1991,46-65 y.,1st Quintile,Disabled (> 30%),0.32526,116,475,0.28308,0.36743
1991,46-65 y.,2nd Quintile,Not Disabled (<= 30%),0.76200,366,451,0.72265,0.80135
1991,46-65 y.,2nd Quintile,Disabled (> 30%),0.22921,85,451,0.19037,0.26804
1991,46-65 y.,3rd Quintile,Not Disabled (<= 30%),0.83238,485,571,0.80172,0.86305
1991,46-65 y.,3rd Quintile,Disabled (> 30%),0.16532,86,571,0.13483,0.19582
1991,46-65 y.,4th Quintile,Not Disabled (<= 30%),0.85378,592,684,0.82728,0.88028
1991,46-65 y.,4th Quintile,Disabled (> 30%),0.13984,92,684,0.11383,0.16585
1991,46-65 y.,5th Quintile,Not Disabled (<= 30%),0.85255,569,658,0.82544,0.87966
1991,46-65 y.,5th Quintile,Disabled (> 30%),0.13977,89,658,0.11326,0.16629
1991,66 and older,1st Quintile,Not Disabled (<= 30%),0.72059,214,294,0.66921,0.77197
1991,66 and older,1st Quintile,Disabled (> 30%),0.26797,80,294,0.21726,0.31868
1991,66 and older,2nd Quintile,Not Disabled (<= 30%),0.68598,167,242,0.62738,0.74458
1991,66 and older,2nd Quintile,Disabled (> 30%),0.30427,75,242,0.24618,0.36236
1991,66 and older,3rd Quintile,Not Disabled (<= 30%),0.66208,125,187,0.59410,0.73005
1991,66 and older,3rd Quintile,Disabled (> 30%),0.32955,62,187,0.26200,0.39711
1991,66 and older,4th Quintile,Not Disabled (<= 30%),0.70096,127,172,0.63234,0.76958
1991,66 and older,4th Quintile,Disabled (> 30%),0.27297,45,172,0.20620,0.33974
1991,66 and older,5th Quintile,Not Disabled (<= 30%),0.69535,99,147,0.62069,0.77001
1991,66 and older,5th Quintile,Disabled (> 30%),0.30284,48,147,0.22831,0.37738
1992,17-29 y.,1st Quintile,Not Disabled (<= 30%),0.97420,682,682,0.96229,0.98611
1992,17-29 y.,2nd Quintile,Not Disabled (<= 30%),0.98035,802,802,0.97074,0.98996
1992,17-29 y.,3rd Quintile,Not Disabled (<= 30%),0.99071,754,754,0.98386,0.99756
1992,17-29 y.,4th Quintile,Not Disabled (<= 30%),0.98278,708,708,0.97319,0.99237
1992,17-29 y.,5th Quintile,Not Disabled (<= 30%),0.97932,566,566,0.96759,0.99106
1992,30-45 y.,1st Quintile,Not Disabled (<= 30%),0.94221,777,812,0.92615,0.95827
1992,30-45 y.,1st Quintile,Disabled (> 30%),0.05489,35,812,0.03922,0.07057
1992,30-45 y.,2nd Quintile,Not Disabled (<= 30%),0.95000,998,1036,0.93673,0.96328
1992,30-45 y.,2nd Quintile,Disabled (> 30%),0.04454,38,1036,0.03197,0.05710
1992,30-45 y.,3rd Quintile,Not Disabled (<= 30%),0.95991,862,862,0.94681,0.97302
1992,30-45 y.,4th Quintile,Not Disabled (<= 30%),0.95384,746,777,0.93908,0.96861
1992,30-45 y.,4th Quintile,Disabled (> 30%),0.04610,31,777,0.03135,0.06086
1992,30-45 y.,5th Quintile,Not Disabled (<= 30%),0.96369,701,701,0.94983,0.97755
1992,46-65 y.,1st Quintile,Not Disabled (<= 30%),0.73846,595,732,0.70660,0.77032
1992,46-65 y.,1st Quintile,Disabled (> 30%),0.23949,137,732,0.20855,0.27043
1992,46-65 y.,2nd Quintile,Not Disabled (<= 30%),0.83172,606,690,0.80378,0.85965
1992,46-65 y.,2nd Quintile,Disabled (> 30%),0.14854,84,690,0.12199,0.17510
1992,46-65 y.,3rd Quintile,Not Disabled (<= 30%),0.81289,669,786,0.78560,0.84017
1992,46-65 y.,3rd Quintile,Disabled (> 30%),0.17047,117,786,0.14416,0.19677
1992,46-65 y.,4th Quintile,Not Disabled (<= 30%),0.82360,741,878,0.79837,0.84883
1992,46-65 y.,4th Quintile,Disabled (> 30%),0.17179,137,878,0.14682,0.19675
1992,46-65 y.,5th Quintile,Not Disabled (<= 30%),0.87836,785,894,0.85692,0.89980
1992,46-65 y.,5th Quintile,Disabled (> 30%),0.12103,109,894,0.09963,0.14242
1992,66 and older,1st Quintile,Not Disabled (<= 30%),0.74456,386,494,0.70606,0.78305
1992,66 and older,1st Quintile,Disabled (> 30%),0.23368,108,494,0.19633,0.27104
1992,66 and older,2nd Quintile,Not Disabled (<= 30%),0.70822,218,300,0.65669,0.75974
1992,66 and older,2nd Quintile,Disabled (> 30%),0.28156,82,300,0.23058,0.33254
1992,66 and older,3rd Quintile,Not Disabled (<= 30%),0.67383,150,222,0.61202,0.73564
1992,66 and older,3rd Quintile,Disabled (> 30%),0.31666,72,222,0.25533,0.37799
1992,66 and older,4th Quintile,Not Disabled (<= 30%),0.67812,150,217,0.61581,0.74042
1992,66 and older,4th Quintile,Disabled (> 30%),0.31121,67,217,0.24946,0.37295
1992,66 and older,5th Quintile,Not Disabled (<= 30%),0.67700,134,194,0.61103,0.74298
1992,66 and older,5th Quintile,Disabled (> 30%),0.32030,60,194,0.25447,0.38613
1994,17-29 y.,1st Quintile,Not Disabled (<= 30%),0.97780,693,693,0.96682,0.98878
1994,17-29 y.,2nd Quintile,Not Disabled (<= 30%),0.98391,671,671,0.97438,0.99344
1994,17-29 y.,3rd Quintile,Not Disabled (<= 30%),0.98683,704,704,0.97840,0.99526
1994,17-29 y.,4th Quintile,Not Disabled (<= 30%),0.99287,704,704,0.98665,0.99909
1994,17-29 y.,5th Quintile,Not Disabled (<= 30%),0.97500,512,512,0.96146,0.98854
1994,30-45 y.,1st Quintile,Not Disabled (<= 30%),0.92418,695,733,0.90501,0.94336
1994,30-45 y.,1st Quintile,Disabled (> 30%),0.07338,38,733,0.05449,0.09227
1994,30-45 y.,2nd Quintile,Not Disabled (<= 30%),0.95109,895,928,0.93721,0.96498
1994,30-45 y.,2nd Quintile,Disabled (> 30%),0.04713,33,928,0.03348,0.06077
1994,30-45 y.,3rd Quintile,Not Disabled (<= 30%),0.96484,910,941,0.95306,0.97661
1994,30-45 y.,3rd Quintile,Disabled (> 30%),0.03516,31,941,0.02339,0.04694
1994,30-45 y.,4th Quintile,Not Disabled (<= 30%),0.96105,749,780,0.94746,0.97463
1994,30-45 y.,4th Quintile,Disabled (> 30%),0.03895,31,780,0.02537,0.05254
1994,30-45 y.,5th Quintile,Not Disabled (<= 30%),0.96365,731,731,0.95007,0.97723
1994,46-65 y.,1st Quintile,Not Disabled (<= 30%),0.76552,555,678,0.73361,0.79744
1994,46-65 y.,1st Quintile,Disabled (> 30%),0.21879,123,678,0.18765,0.24993
1994,46-65 y.,2nd Quintile,Not Disabled (<= 30%),0.86977,581,657,0.84401,0.89552
1994,46-65 y.,2nd Quintile,Disabled (> 30%),0.11953,76,657,0.09470,0.14435
1994,46-65 y.,3rd Quintile,Not Disabled (<= 30%),0.83158,657,766,0.80506,0.85810
1994,46-65 y.,3rd Quintile,Disabled (> 30%),0.16064,109,766,0.13462,0.18666
1994,46-65 y.,4th Quintile,Not Disabled (<= 30%),0.81483,686,818,0.78819,0.84146
1994,46-65 y.,4th Quintile,Disabled (> 30%),0.17711,132,818,0.15093,0.20329
1994,46-65 y.,5th Quintile,Not Disabled (<= 30%),0.87429,828,936,0.85304,0.89554
1994,46-65 y.,5th Quintile,Disabled (> 30%),0.12571,108,936,0.10446,0.14696
1994,66 and older,1st Quintile,Not Disabled (<= 30%),0.74683,294,386,0.70340,0.79027
1994,66 and older,1st Quintile,Disabled (> 30%),0.23882,92,386,0.19623,0.28141
1994,66 and older,2nd Quintile,Not Disabled (<= 30%),0.72735,285,384,0.68275,0.77195
1994,66 and older,2nd Quintile,Disabled (> 30%),0.26642,99,384,0.22214,0.31069
1994,66 and older,3rd Quintile,Not Disabled (<= 30%),0.70239,203,285,0.64922,0.75557
1994,66 and older,3rd Quintile,Disabled (> 30%),0.28144,82,285,0.22914,0.33374
1994,66 and older,4th Quintile,Not Disabled (<= 30%),0.69268,166,226,0.63239,0.75297
1994,66 and older,4th Quintile,Disabled (> 30%),0.30732,60,226,0.24703,0.36761
1994,66 and older,5th Quintile,Not Disabled (<= 30%),0.70185,140,199,0.63813,0.76557
1994,66 and older,5th Quintile,Disabled (> 30%),0.29412,59,199,0.23065,0.35759
1995,17-29 y.,1st Quintile,Not Disabled (<= 30%),0.97747,758,758,0.96690,0.98804
1995,17-29 y.,2nd Quintile,Not Disabled (<= 30%),0.97600,701,701,0.96466,0.98734
1995,17-29 y.,3rd Quintile,Not Disabled (<= 30%),0.98618,679,679,0.97740,0.99497
1995,17-29 y.,4th Quintile,Not Disabled (<= 30%),0.98354,677,677,0.97394,0.99313
1995,17-29 y.,5th Quintile,Not Disabled (<= 30%),0.97806,479,479,0.96493,0.99119
1995,30-45 y.,1st Quintile,Not Disabled (<= 30%),0.93132,807,849,0.91429,0.94834
1995,30-45 y.,1st Quintile,Disabled (> 30%),0.05781,42,849,0.04210,0.07352
1995,30-45 y.,2nd Quintile,Not Disabled (<= 30%),0.93685,966,1017,0.92189,0.95180
1995,30-45 y.,2nd Quintile,Disabled (> 30%),0.05765,51,1017,0.04332,0.07198
1995,30-45 y.,3rd Quintile,Not Disabled (<= 30%),0.96267,910,941,0.95055,0.97479
1995,30-45 y.,3rd Quintile,Disabled (> 30%),0.03413,31,941,0.02253,0.04574
1995,30-45 y.,4th Quintile,Not Disabled (<= 30%),0.96653,798,798,0.95405,0.97902
1995,30-45 y.,5th Quintile,Not Disabled (<= 30%),0.95697,758,758,0.94252,0.97143
1995,46-65 y.,1st Quintile,Not Disabled (<= 30%),0.77306,501,605,0.73966,0.80646
1995,46-65 y.,1st Quintile,Disabled (> 30%),0.20022,104,605,0.16831,0.23214
1995,46-65 y.,2nd Quintile,Not Disabled (<= 30%),0.80003,610,736,0.77111,0.82894
1995,46-65 y.,2nd Quintile,Disabled (> 30%),0.18884,126,736,0.16055,0.21714
1995,46-65 y.,3rd Quintile,Not Disabled (<= 30%),0.80754,628,734,0.77900,0.83608
1995,46-65 y.,3rd Quintile,Disabled (> 30%),0.15726,106,734,0.13090,0.18361
1995,46-65 y.,4th Quintile,Not Disabled (<= 30%),0.81694,747,872,0.79126,0.84262
1995,46-65 y.,4th Quintile,Disabled (> 30%),0.17202,125,872,0.14696,0.19709
1995,46-65 y.,5th Quintile,Not Disabled (<= 30%),0.85550,835,952,0.83315,0.87784
1995,46-65 y.,5th Quintile,Disabled (> 30%),0.13255,117,952,0.11100,0.15410
1995,66 and older,1st Quintile,Not Disabled (<= 30%),0.71867,216,290,0.66683,0.77051
1995,66 and older,1st Quintile,Disabled (> 30%),0.26713,74,290,0.21612,0.31815
1995,66 and older,2nd Quintile,Not Disabled (<= 30%),0.71771,299,405,0.67381,0.76160
1995,66 and older,2nd Quintile,Disabled (> 30%),0.27310,106,405,0.22965,0.31655
1995,66 and older,3rd Quintile,Not Disabled (<= 30%),0.68995,238,329,0.63989,0.74000
1995,66 and older,3rd Quintile,Disabled (> 30%),0.30004,91,329,0.25045,0.34964
1995,66 and older,4th Quintile,Not Disabled (<= 30%),0.65591,181,265,0.59861,0.71322
1995,66 and older,4th Quintile,Disabled (> 30%),0.33819,84,265,0.28112,0.39526
1995,66 and older,5th Quintile,Not Disabled (<= 30%),0.64374,147,218,0.58002,0.70746
1995,66 and older,5th Quintile,Disabled (> 30%),0.33909,71,218,0.27611,0.40208
1996,17-29 y.,1st Quintile,Not Disabled (<= 30%),0.98039,772,772,0.97060,0.99017
1996,17-29 y.,2nd Quintile,Not Disabled (<= 30%),0.98748,631,631,0.97880,0.99616
1996,17-29 y.,3rd Quintile,Not Disabled (<= 30%),0.98765,602,602,0.97881,0.99648
1996,17-29 y.,4th Quintile,Not Disabled (<= 30%),0.99165,658,658,0.98469,0.99861
1996,17-29 y.,5th Quintile,Not Disabled (<= 30%),0.98059,451,451,0.96785,0.99334
1996,30-45 y.,1st Quintile,Not Disabled (<= 30%),0.91405,790,842,0.89511,0.93300
1996,30-45 y.,1st Quintile,Disabled (> 30%),0.08451,52,842,0.06571,0.10331
1996,30-45 y.,2nd Quintile,Not Disabled (<= 30%),0.95121,937,978,0.93770,0.96472
1996,30-45 y.,2nd Quintile,Disabled (> 30%),0.04664,41,978,0.03342,0.05986
