year,age_gr,m11124,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1992,46-65 y.,Disabled (> 30%),0.16536,584,3981,0.15382,0.17690
1992,66 and older,Not Disabled (<= 30%),0.70484,1038,1427,0.68116,0.72851
1992,66 and older,Disabled (> 30%),0.28235,389,1427,0.25899,0.30572
1994,17-29 y.,Not Disabled (<= 30%),0.98380,3288,3335,0.97952,0.98809
1994,17-29 y.,Disabled (> 30%),0.01347,47,3335,0.00956,0.01739
1994,30-45 y.,Not Disabled (<= 30%),0.95460,3980,4139,0.94826,0.96094
1994,30-45 y.,Disabled (> 30%),0.04314,159,4139,0.03695,0.04933
1994,46-65 y.,Not Disabled (<= 30%),0.83553,3310,3858,0.82383,0.84723
1994,46-65 y.,Disabled (> 30%),0.15715,548,3858,0.14566,0.16863
1994,66 and older,Not Disabled (<= 30%),0.71901,1088,1480,0.69610,0.74191
1994,66 and older,Disabled (> 30%),0.27182,392,1480,0.24914,0.29449
1995,17-29 y.,Not Disabled (<= 30%),0.98035,3294,3340,0.97564,0.98506
1995,17-29 y.,Disabled (> 30%),0.01357,46,3340,0.00965,0.01750
1995,30-45 y.,Not Disabled (<= 30%),0.95167,4240,4416,0.94535,0.95800
1995,30-45 y.,Disabled (> 30%),0.04176,176,4416,0.03586,0.04766
1995,46-65 y.,Not Disabled (<= 30%),0.81745,3323,3901,0.80533,0.82958
1995,46-65 y.,Disabled (> 30%),0.16475,578,3901,0.15311,0.17639
1995,66 and older,Not Disabled (<= 30%),0.68926,1081,1508,0.66589,0.71263
1995,66 and older,Disabled (> 30%),0.29978,427,1508,0.27665,0.32291
1996,17-29 y.,Not Disabled (<= 30%),0.98553,3115,3158,0.98136,0.98969
1996,17-29 y.,Disabled (> 30%),0.01312,43,3158,0.00915,0.01709
1996,30-45 y.,Not Disabled (<= 30%),0.95513,4254,4424,0.94903,0.96123
1996,30-45 y.,Disabled (> 30%),0.04304,170,4424,0.03706,0.04902
1996,46-65 y.,Not Disabled (<= 30%),0.82266,3286,3877,0.81063,0.83468
1996,46-65 y.,Disabled (> 30%),0.17030,591,3877,0.15847,0.18213
1996,66 and older,Not Disabled (<= 30%),0.69974,1112,1540,0.67684,0.72265
1996,66 and older,Disabled (> 30%),0.29490,428,1540,0.27212,0.31768
1997,17-29 y.,Not Disabled (<= 30%),0.98276,2978,3021,0.97811,0.98740
1997,17-29 y.,Disabled (> 30%),0.01461,43,3021,0.01033,0.01889
1997,30-45 y.,Not Disabled (<= 30%),0.95431,4181,4349,0.94810,0.96051
1997,30-45 y.,Disabled (> 30%),0.04188,168,4349,0.03592,0.04783
1997,46-65 y.,Not Disabled (<= 30%),0.82014,3235,3823,0.80796,0.83232
1997,46-65 y.,Disabled (> 30%),0.17000,588,3823,0.15809,0.18191
1997,66 and older,Not Disabled (<= 30%),0.71458,1162,1574,0.69226,0.73690
1997,66 and older,Disabled (> 30%),0.28186,412,1574,0.25962,0.30409
1998,17-29 y.,Not Disabled (<= 30%),0.98350,3113,3161,0.97906,0.98794
1998,17-29 y.,Disabled (> 30%),0.01470,48,3161,0.01051,0.01890
1998,30-45 y.,Not Disabled (<= 30%),0.96328,4651,4821,0.95797,0.96859
1998,30-45 y.,Disabled (> 30%),0.03604,170,4821,0.03078,0.04130
1998,46-65 y.,Not Disabled (<= 30%),0.82388,3664,4359,0.81258,0.83519
1998,46-65 y.,Disabled (> 30%),0.16795,695,4359,0.15685,0.17905
1998,66 and older,Not Disabled (<= 30%),0.70563,1351,1850,0.68485,0.72640
1998,66 and older,Disabled (> 30%),0.29249,499,1850,0.27176,0.31323
1999,17-29 y.,Not Disabled (<= 30%),0.98343,2922,2968,0.97884,0.98802
1999,17-29 y.,Disabled (> 30%),0.01498,46,2968,0.01061,0.01935
1999,30-45 y.,Not Disabled (<= 30%),0.96542,4545,4711,0.96021,0.97064
1999,30-45 y.,Disabled (> 30%),0.03426,166,4711,0.02907,0.03946
1999,46-65 y.,Not Disabled (<= 30%),0.82543,3492,4178,0.81391,0.83694
1999,46-65 y.,Disabled (> 30%),0.17242,686,4178,0.16097,0.18388
1999,66 and older,Not Disabled (<= 30%),0.69395,1306,1793,0.67261,0.71529
1999,66 and older,Disabled (> 30%),0.30271,487,1793,0.28144,0.32398
2000,17-29 y.,Not Disabled (<= 30%),0.98134,4504,4571,0.97741,0.98526
2000,17-29 y.,Disabled (> 30%),0.01486,67,4571,0.01136,0.01837
2000,30-45 y.,Not Disabled (<= 30%),0.96400,7881,8157,0.95996,0.96804
2000,30-45 y.,Disabled (> 30%),0.03509,276,8157,0.03109,0.03908
2000,46-65 y.,Not Disabled (<= 30%),0.83543,6502,7740,0.82717,0.84369
2000,46-65 y.,Disabled (> 30%),0.16103,1238,7740,0.15284,0.16922
2000,66 and older,Not Disabled (<= 30%),0.74939,2745,3586,0.73521,0.76358
2000,66 and older,Disabled (> 30%),0.24765,841,3586,0.23352,0.26178
2001,17-29 y.,Not Disabled (<= 30%),0.98680,4041,4097,0.98331,0.99030
2001,17-29 y.,Disabled (> 30%),0.01280,56,4097,0.00936,0.01624
2001,30-45 y.,Not Disabled (<= 30%),0.96181,7066,7317,0.95741,0.96620
2001,30-45 y.,Disabled (> 30%),0.03617,251,7317,0.03190,0.04045
2001,46-65 y.,Not Disabled (<= 30%),0.83211,5949,7071,0.82340,0.84082
2001,46-65 y.,Disabled (> 30%),0.16385,1122,7071,0.15522,0.17247
2001,66 and older,Not Disabled (<= 30%),0.75765,2613,3379,0.74320,0.77210
2001,66 and older,Disabled (> 30%),0.23645,766,3379,0.22212,0.25077
2002,17-29 y.,Not Disabled (<= 30%),0.98114,4073,4139,0.97700,0.98529
2002,17-29 y.,Disabled (> 30%),0.01832,66,4139,0.01423,0.02240
2002,30-45 y.,Not Disabled (<= 30%),0.95998,7177,7434,0.95553,0.96444
2002,30-45 y.,Disabled (> 30%),0.03936,257,7434,0.03494,0.04379
2002,46-65 y.,Not Disabled (<= 30%),0.82227,6637,7826,0.81380,0.83074
2002,46-65 y.,Disabled (> 30%),0.17245,1189,7826,0.16408,0.18082
2002,66 and older,Not Disabled (<= 30%),0.74510,2729,3578,0.73082,0.75939
2002,66 and older,Disabled (> 30%),0.25079,849,3578,0.23658,0.26499
2003,17-29 y.,Not Disabled (<= 30%),0.98335,3943,4006,0.97938,0.98731
2003,17-29 y.,Disabled (> 30%),0.01652,63,4006,0.01258,0.02047
2003,30-45 y.,Not Disabled (<= 30%),0.96043,6688,6932,0.95584,0.96502
2003,30-45 y.,Disabled (> 30%),0.03817,244,6932,0.03366,0.04268
2003,46-65 y.,Not Disabled (<= 30%),0.82921,6415,7553,0.82073,0.83770
2003,46-65 y.,Disabled (> 30%),0.16722,1138,7553,0.15881,0.17564
2003,66 and older,Not Disabled (<= 30%),0.74403,2770,3636,0.72985,0.75822
2003,66 and older,Disabled (> 30%),0.25162,866,3636,0.23752,0.26573
2004,17-29 y.,Not Disabled (<= 30%),0.97939,3886,3955,0.97496,0.98382
2004,17-29 y.,Disabled (> 30%),0.01892,69,3955,0.01467,0.02317
2004,30-45 y.,Not Disabled (<= 30%),0.95531,6271,6522,0.95029,0.96032
2004,30-45 y.,Disabled (> 30%),0.04383,251,6522,0.03886,0.04879
2004,46-65 y.,Not Disabled (<= 30%),0.82769,6244,7354,0.81906,0.83633
2004,46-65 y.,Disabled (> 30%),0.17038,1110,7354,0.16178,0.17897
2004,66 and older,Not Disabled (<= 30%),0.74150,2842,3744,0.72748,0.75553
2004,66 and older,Disabled (> 30%),0.25345,902,3744,0.23952,0.26739
2005,17-29 y.,Not Disabled (<= 30%),0.98187,3770,3825,0.97765,0.98610
2005,17-29 y.,Disabled (> 30%),0.01639,55,3825,0.01236,0.02041
2005,30-45 y.,Not Disabled (<= 30%),0.95233,5831,6083,0.94698,0.95769
2005,30-45 y.,Disabled (> 30%),0.04717,252,6083,0.04184,0.05250
2005,46-65 y.,Not Disabled (<= 30%),0.82932,5931,7000,0.82051,0.83813
2005,46-65 y.,Disabled (> 30%),0.16751,1069,7000,0.15876,0.17626
2005,66 and older,Not Disabled (<= 30%),0.73937,2838,3752,0.72532,0.75342
2005,66 and older,Disabled (> 30%),0.25686,914,3752,0.24287,0.27084
2006,17-29 y.,Not Disabled (<= 30%),0.91911,3620,3679,0.91030,0.92792
2006,17-29 y.,Disabled (> 30%),0.01983,59,3679,0.01532,0.02433
2006,30-45 y.,Not Disabled (<= 30%),0.95175,6026,6274,0.94645,0.95705
2006,30-45 y.,Disabled (> 30%),0.04689,248,6274,0.04165,0.05212
2006,46-65 y.,Not Disabled (<= 30%),0.83003,6421,7557,0.82156,0.83850
2006,46-65 y.,Disabled (> 30%),0.16587,1136,7557,0.15748,0.17426
2006,66 and older,Not Disabled (<= 30%),0.73185,3325,4412,0.71877,0.74492
2006,66 and older,Disabled (> 30%),0.26244,1087,4412,0.24945,0.27542
2007,17-29 y.,Not Disabled (<= 30%),0.90294,3350,3397,0.89298,0.91289
2007,17-29 y.,Disabled (> 30%),0.01533,47,3397,0.01120,0.01946
2007,30-45 y.,Not Disabled (<= 30%),0.95206,5473,5707,0.94652,0.95761
2007,30-45 y.,Disabled (> 30%),0.04745,234,5707,0.04194,0.05297
2007,46-65 y.,Not Disabled (<= 30%),0.82680,5968,7040,0.81796,0.83564
2007,46-65 y.,Disabled (> 30%),0.16831,1072,7040,0.15957,0.17705
2007,66 and older,Not Disabled (<= 30%),0.74144,3289,4328,0.72839,0.75448
2007,66 and older,Disabled (> 30%),0.25468,1039,4328,0.24170,0.26766
2008,17-29 y.,Not Disabled (<= 30%),0.90826,3106,3155,0.89818,0.91833
2008,17-29 y.,Disabled (> 30%),0.01923,49,3155,0.01444,0.02403
2008,30-45 y.,Not Disabled (<= 30%),0.95117,4963,5164,0.94529,0.95705
2008,30-45 y.,Disabled (> 30%),0.04773,201,5164,0.04192,0.05355
2008,46-65 y.,Not Disabled (<= 30%),0.83477,5677,6678,0.82586,0.84368
2008,46-65 y.,Disabled (> 30%),0.16172,1001,6678,0.15289,0.17055
2008,66 and older,Not Disabled (<= 30%),0.74933,3287,4282,0.73635,0.76231
2008,66 and older,Disabled (> 30%),0.24731,995,4282,0.23438,0.26023
2009,17-29 y.,Not Disabled (<= 30%),0.91945,2808,2853,0.90947,0.92944
2009,17-29 y.,Disabled (> 30%),0.01450,45,2853,0.01011,0.01889
2009,30-45 y.,Not Disabled (<= 30%),0.94919,4481,4670,0.94289,0.95549
2009,30-45 y.,Disabled (> 30%),0.04915,189,4670,0.04295,0.05535
2009,46-65 y.,Not Disabled (<= 30%),0.83479,5360,6304,0.82562,0.84396
2009,46-65 y.,Disabled (> 30%),0.16234,944,6304,0.15324,0.17145
2009,66 and older,Not Disabled (<= 30%),0.75360,3198,4153,0.74049,0.76671
2009,66 and older,Disabled (> 30%),0.24391,955,4153,0.23085,0.25698
2010,17-29 y.,Not Disabled (<= 30%),0.91892,3850,3915,0.91036,0.92747
2010,17-29 y.,Disabled (> 30%),0.02286,65,3915,0.01818,0.02755
2010,30-45 y.,Not Disabled (<= 30%),0.95504,8784,9053,0.95077,0.95931
2010,30-45 y.,Disabled (> 30%),0.04391,269,9053,0.03969,0.04813
2010,46-65 y.,Not Disabled (<= 30%),0.83403,5944,6927,0.82527,0.84279
2010,46-65 y.,Disabled (> 30%),0.16130,983,6927,0.15264,0.16996
2010,66 and older,Not Disabled (<= 30%),0.75504,3096,4005,0.74172,0.76836
2010,66 and older,Disabled (> 30%),0.23840,909,4005,0.22520,0.25160
2011,17-29 y.,Not Disabled (<= 30%),0.90710,4103,4171,0.89828,0.91591
2011,17-29 y.,Disabled (> 30%),0.02087,68,4171,0.01653,0.02520
2011,30-45 y.,Not Disabled (<= 30%),0.95715,9585,9923,0.95316,0.96113
2011,30-45 y.,Disabled (> 30%),0.04243,338,9923,0.03847,0.04640
2011,46-65 y.,Not Disabled (<= 30%),0.83724,7780,9112,0.82966,0.84482
2011,46-65 y.,Disabled (> 30%),0.16033,1332,9112,0.15279,0.16786
2011,66 and older,Not Disabled (<= 30%),0.76356,4003,5135,0.75194,0.77518
2011,66 and older,Disabled (> 30%),0.23359,1132,5135,0.22202,0.24517
2012,17-29 y.,Not Disabled (<= 30%),0.90507,3900,3981,0.89596,0.91417
2012,17-29 y.,Disabled (> 30%),0.02572,81,3981,0.02080,0.03064
2012,30-45 y.,Not Disabled (<= 30%),0.95087,8732,9065,0.94642,0.95532
2012,30-45 y.,Disabled (> 30%),0.04863,333,9065,0.04420,0.05306
2012,46-65 y.,Not Disabled (<= 30%),0.83199,7942,9348,0.82441,0.83957
2012,46-65 y.,Disabled (> 30%),0.16437,1406,9348,0.15685,0.17188
2012,66 and older,Not Disabled (<= 30%),0.76327,4015,5195,0.75171,0.77483
2012,66 and older,Disabled (> 30%),0.23432,1180,5195,0.22280,0.24584
2013,17-29 y.,Not Disabled (<= 30%),0.91228,4944,5024,0.90446,0.92010
2013,17-29 y.,Disabled (> 30%),0.02016,80,5024,0.01628,0.02405
2013,30-45 y.,Not Disabled (<= 30%),0.95393,9987,10351,0.94989,0.95797
2013,30-45 y.,Disabled (> 30%),0.04534,364,10351,0.04134,0.04935
2013,46-65 y.,Not Disabled (<= 30%),0.82457,8668,10170,0.81717,0.83196
2013,46-65 y.,Disabled (> 30%),0.17325,1502,10170,0.16590,0.18061
2013,66 and older,Not Disabled (<= 30%),0.77187,3939,5033,0.76028,0.78347
2013,66 and older,Disabled (> 30%),0.22420,1094,5033,0.21267,0.23572
2014,17-29 y.,Not Disabled (<= 30%),0.90489,4216,4297,0.89612,0.91367
2014,17-29 y.,Disabled (> 30%),0.02678,81,4297,0.02195,0.03160
2014,30-45 y.,Not Disabled (<= 30%),0.95683,8205,8514,0.95252,0.96115
2014,30-45 y.,Disabled (> 30%),0.04233,309,8514,0.03805,0.04660
2014,46-65 y.,Not Disabled (<= 30%),0.81644,7874,9281,0.80856,0.82431
2014,46-65 y.,Disabled (> 30%),0.17969,1407,9281,0.17188,0.18750
2014,66 and older,Not Disabled (<= 30%),0.75905,3782,4942,0.74712,0.77097
2014,66 and older,Disabled (> 30%),0.23874,1160,4942,0.22685,0.25062
2015,17-29 y.,Not Disabled (<= 30%),0.91155,4385,4460,0.90321,0.91988
2015,17-29 y.,Disabled (> 30%),0.02128,75,4460,0.01705,0.02552
2015,30-45 y.,Not Disabled (<= 30%),0.95993,8030,8280,0.95570,0.96415
2015,30-45 y.,Disabled (> 30%),0.03954,250,8280,0.03534,0.04374
2015,46-65 y.,Not Disabled (<= 30%),0.82222,7800,9112,0.81437,0.83007
2015,46-65 y.,Disabled (> 30%),0.17499,1312,9112,0.16718,0.18279
2015,66 and older,Not Disabled (<= 30%),0.76512,3791,4883,0.75322,0.77701
2015,66 and older,Disabled (> 30%),0.22907,1092,4883,0.21728,0.24086
2016,17-29 y.,Not Disabled (<= 30%),0.89543,3798,3863,0.88578,0.90508
2016,17-29 y.,Disabled (> 30%),0.02066,65,3863,0.01617,0.02514
2016,30-45 y.,Not Disabled (<= 30%),0.94790,6860,7092,0.94273,0.95307
2016,30-45 y.,Disabled (> 30%),0.04390,232,7092,0.03913,0.04867
2016,46-65 y.,Not Disabled (<= 30%),0.82730,7385,8581,0.81930,0.83530
2016,46-65 y.,Disabled (> 30%),0.16802,1196,8581,0.16011,0.17593
2016,66 and older,Not Disabled (<= 30%),0.75766,3619,4694,0.74540,0.76992
2016,66 and older,Disabled (> 30%),0.23589,1075,4694,0.22374,0.24804
2017,17-29 y.,Not Disabled (<= 30%),0.88847,4273,4356,0.87913,0.89782
2017,17-29 y.,Disabled (> 30%),0.02278,83,4356,0.01835,0.02721
2017,30-45 y.,Not Disabled (<= 30%),0.94211,6992,7248,0.93674,0.94749
2017,30-45 y.,Disabled (> 30%),0.04426,256,7248,0.03953,0.04900
2017,46-65 y.,Not Disabled (<= 30%),0.82714,8537,9943,0.81971,0.83457
2017,46-65 y.,Disabled (> 30%),0.16765,1406,9943,0.16030,0.17499
2017,66 and older,Not Disabled (<= 30%),0.77618,3864,4944,0.76456,0.78780
2017,66 and older,Disabled (> 30%),0.22033,1080,4944,0.20878,0.23188
2018,17-29 y.,Not Disabled (<= 30%),0.89140,4184,4276,0.88208,0.90073
2018,17-29 y.,Disabled (> 30%),0.02533,92,4276,0.02062,0.03003
2018,30-45 y.,Not Disabled (<= 30%),0.94347,6466,6732,0.93795,0.94899
2018,30-45 y.,Disabled (> 30%),0.04342,266,6732,0.03855,0.04829
2018,46-65 y.,Not Disabled (<= 30%),0.83477,8225,9607,0.82734,0.84220
2018,46-65 y.,Disabled (> 30%),0.15982,1382,9607,0.15249,0.16715
2018,66 and older,Not Disabled (<= 30%),0.76324,3810,4974,0.75143,0.77506
2018,66 and older,Disabled (> 30%),0.23232,1164,4974,0.22058,0.24406
2019,17-29 y.,Not Disabled (<= 30%),0.87814,3746,3841,0.86779,0.88848
2019,17-29 y.,Disabled (> 30%),0.02683,95,3841,0.02172,0.03194
2019,30-45 y.,Not Disabled (<= 30%),0.93292,6023,6282,0.92674,0.93911
2019,30-45 y.,Disabled (> 30%),0.05053,259,6282,0.04511,0.05595
2019,46-65 y.,Not Disabled (<= 30%),0.84073,9067,10393,0.83370,0.84777
2019,46-65 y.,Disabled (> 30%),0.15320,1326,10393,0.14628,0.16013
2019,66 and older,Not Disabled (<= 30%),0.76701,4036,5156,0.75547,0.77855
2019,66 and older,Disabled (> 30%),0.22632,1120,5156,0.21490,0.23775
2020,17-29 y.,Not Disabled (<= 30%),0.89571,4980,5077,0.88730,0.90412
2020,17-29 y.,Disabled (> 30%),0.02356,97,5077,0.01939,0.02774
2020,30-45 y.,Not Disabled (<= 30%),0.93686,7758,8035,0.93154,0.94218
2020,30-45 y.,Disabled (> 30%),0.05479,277,8035,0.04982,0.05977
2020,46-65 y.,Not Disabled (<= 30%),0.84562,9115,10359,0.83866,0.85257
2020,46-65 y.,Disabled (> 30%),0.14977,1244,10359,0.14290,0.15664
2020,66 and older,Not Disabled (<= 30%),0.76017,3798,4887,0.74819,0.77214
2020,66 and older,Disabled (> 30%),0.23606,1089,4887,0.22415,0.24797
2021,17-29 y.,Not Disabled (<= 30%),0.90549,3151,3206,0.89536,0.91562
2021,17-29 y.,Disabled (> 30%),0.02688,55,3206,0.02128,0.03248
2021,30-45 y.,Not Disabled (<= 30%),0.93854,5039,5225,0.93203,0.94506
2021,30-45 y.,Disabled (> 30%),0.05473,186,5225,0.04856,0.06090
2021,46-65 y.,Not Disabled (<= 30%),0.84030,6320,7228,0.83186,0.84875
2021,46-65 y.,Disabled (> 30%),0.15385,908,7228,0.14553,0.16217
2021,66 and older,Not Disabled (<= 30%),0.75550,2761,3570,0.74140,0.76960
2021,66 and older,Disabled (> 30%),0.23786,809,3570,0.22389,0.25183
2022,17-29 y.,Not Disabled (<= 30%),0.93630,5577,5673,0.92995,0.94266
2022,17-29 y.,Disabled (> 30%),0.02257,96,5673,0.01870,0.02643
2022,30-45 y.,Not Disabled (<= 30%),0.95070,8652,8947,0.94622,0.95519
2022,30-45 y.,Disabled (> 30%),0.04594,295,8947,0.04161,0.05028
2022,46-65 y.,Not Disabled (<= 30%),0.84666,7955,9152,0.83928,0.85404
2022,46-65 y.,Disabled (> 30%),0.14706,1197,9152,0.13980,0.15432
2022,66 and older,Not Disabled (<= 30%),0.76449,3209,4120,0.75153,0.77745
2022,66 and older,Disabled (> 30%),0.22946,911,4120,0.21662,0.24230
