year,quintil_oecd,m11124,proportion,n,proportion_lower_confidence,proportion_upper_confidence
1987,5th Quintile,Disabled,0.078125,13496,0.07359722777974345,0.08265277222025655
1988,1st Quintile,Not Disabled,0.8961915125136017,12817,0.8909109556444041,0.9014720693827993
1988,1st Quintile,Disabled,0.10380848748639826,12817,0.09852793061720069,0.10908904435559583
1988,2nd Quintile,Not Disabled,0.9053030303030303,12817,0.900233964754744,0.9103720958513165
1988,2nd Quintile,Disabled,0.0946969696969697,12817,0.08962790414868352,0.09976603524525587
1988,3rd Quintile,Not Disabled,0.9153846153846154,12817,0.9105663651617135,0.9202028656075172
1988,3rd Quintile,Disabled,0.08461538461538462,12817,0.07979713439248276,0.08943363483828648
1988,4th Quintile,Not Disabled,0.910958904109589,12817,0.9060282161370897,0.9158895920820883
1988,4th Quintile,Disabled,0.08904109589041095,12817,0.08411040791791165,0.09397178386291026
1988,5th Quintile,Not Disabled,0.9211822660098522,12817,0.916517309106949,0.9258472229127555
1988,5th Quintile,Disabled,0.07881773399014778,12817,0.07415277708724453,0.08348269089305103
1989,1st Quintile,Not Disabled,0.8958333333333334,12393,0.8904550232315948,0.901211643435072
1989,1st Quintile,Disabled,0.10416666666666667,12393,0.09878835656492811,0.10954497676840523
1989,2nd Quintile,Not Disabled,0.9040368271954674,12393,0.8988510577208888,0.909222596670046
1989,2nd Quintile,Disabled,0.09596317280453258,12393,0.09077740332995396,0.1011489422791112
1989,3rd Quintile,Not Disabled,0.9051312649164678,12393,0.8999720314062176,0.9102904984267179
1989,3rd Quintile,Disabled,0.09486873508353222,12393,0.08970950157328206,0.10002796859378238
1989,4th Quintile,Not Disabled,0.9106060606060606,12393,0.9055827833106025,0.9156293379015188
1989,4th Quintile,Disabled,0.0893939393939394,12393,0.08437066209848121,0.09441721668939759
1989,5th Quintile,Not Disabled,0.902834008097166,12393,0.8976193126963395,0.9080487034979924
1989,5th Quintile,Disabled,0.09716599190283401,12393,0.09195129650200756,0.10238068730366046
1991,1st Quintile,Not Disabled,0.8764861294583883,17756,0.8716464801515257,0.881325778765251
1991,1st Quintile,Disabled,0.12351387054161163,17756,0.11867422123474898,0.12835351984847426
1991,2nd Quintile,Not Disabled,0.907635009310987,17756,0.903376154662816,0.911893863959158
1991,2nd Quintile,Disabled,0.09236499068901304,17756,0.08810613604084208,0.09662384533718399
1991,3rd Quintile,Not Disabled,0.9023136246786633,17756,0.8979466642316178,0.9066805851257087
1991,3rd Quintile,Disabled,0.09768637532133675,17756,0.0933194148742913,0.10205333576838221
1991,4th Quintile,Not Disabled,0.9139130434782609,17756,0.9097872772353387,0.918038809721183
1991,4th Quintile,Disabled,0.08608695652173913,17756,0.08196119027881699,0.09021272276466127
1991,5th Quintile,Not Disabled,0.9137931034482759,17756,0.9096647350346069,0.917921471861945
1991,5th Quintile,Disabled,0.08620689655172414,17756,0.08207852813805508,0.09033526496539321
1992,1st Quintile,Not Disabled,0.9073170731707317,17350,0.9030020240558144,0.911632122285649
1992,1st Quintile,Disabled,0.09268292682926829,17350,0.08836787771435098,0.0969979759441856
1992,2nd Quintile,Not Disabled,0.9123340707964602,17350,0.9081258482498958,0.9165422933430246
1992,2nd Quintile,Disabled,0.08766592920353983,17350,0.08345770665697547,0.09187415175010419
1992,3rd Quintile,Not Disabled,0.903863432165319,17350,0.8994770946460073,0.9082497696846306
1992,3rd Quintile,Disabled,0.09613656783468104,17350,0.09175023031536948,0.1005229053539926
1992,4th Quintile,Not Disabled,0.9131299734748011,17350,0.9089390704827925,0.9173208764668096
1992,4th Quintile,Disabled,0.08687002652519894,17350,0.0826791235331904,0.09106092951720748
1992,5th Quintile,Not Disabled,0.9145631067961165,17350,0.9104036569256972,0.9187225566665358
1992,5th Quintile,Disabled,0.0854368932038835,17350,0.08127744333346422,0.08959634307430277
1994,1st Quintile,Not Disabled,0.8979041916167665,16642,0.8933040387054187,0.9025043445281142
1994,1st Quintile,Disabled,0.10209580838323354,16642,0.09749565547188581,0.10669596129458127
1994,2nd Quintile,Not Disabled,0.9120609855703784,16642,0.9077581371329704,0.9163638340077864
1994,2nd Quintile,Disabled,0.08793901442962156,16642,0.0836361659922135,0.09224186286702961
1994,3rd Quintile,Not Disabled,0.9134923460306159,16642,0.9092213119573438,0.917763380103888
1994,3rd Quintile,Disabled,0.08650765396938412,16642,0.08223661989611195,0.09077868804265629
1994,4th Quintile,Not Disabled,0.9141543178334185,16642,0.9098981151812183,0.9184105204856187
1994,4th Quintile,Disabled,0.0858456821665815,16642,0.08158947951438135,0.09010188481878166
1994,5th Quintile,Not Disabled,0.9162735849056604,16642,0.9120653774252252,0.9204817923860955
1994,5th Quintile,Disabled,0.08372641509433962,16642,0.07951820761390449,0.08793462257477475
1995,1st Quintile,Not Disabled,0.9007451564828614,17246,0.8962825488622918,0.905207764103431
1995,1st Quintile,Disabled,0.0992548435171386,17246,0.09479223589656899,0.10371745113770822
1995,2nd Quintile,Not Disabled,0.9083908656399363,17246,0.9040854245684735,0.9126963067113991
1995,2nd Quintile,Disabled,0.09160913436006372,17246,0.08730369328860095,0.0959145754315265
1995,3rd Quintile,Not Disabled,0.9050203527815468,17246,0.90064456421101,0.9093961413520836
1995,3rd Quintile,Disabled,0.09497964721845319,17246,0.09060385864791637,0.09935543578899
1995,4th Quintile,Not Disabled,0.9026369168356998,17246,0.8982124027160467,0.9070614309553529
1995,4th Quintile,Disabled,0.0973630831643002,17246,0.0929385690446472,0.1017875972839532
1995,5th Quintile,Not Disabled,0.9170353982300885,17246,0.9129186780628488,0.9211521183973282
1995,5th Quintile,Disabled,0.08296460176991151,17246,0.07884788160267177,0.08708132193715125
1996,1st Quintile,Not Disabled,0.8946840521564694,16862,0.8900508265565132,0.8993172777564256
1996,1st Quintile,Disabled,0.10531594784353059,16862,0.10068272224357445,0.10994917344348672
1996,2nd Quintile,Not Disabled,0.9017998941238751,16862,0.8973081749406534,0.9062916133070967
1996,2nd Quintile,Disabled,0.09820010587612493,16862,0.09370838669290328,0.10269182505934658
1996,3rd Quintile,Not Disabled,0.9058663028649386,16862,0.9014586626255621,0.9102739431043152
1996,3rd Quintile,Disabled,0.0941336971350614,16862,0.08972605689568486,0.09854133737443793
1996,4th Quintile,Not Disabled,0.9112903225806451,16862,0.9069987604137085,0.9155818847475817
1996,4th Quintile,Disabled,0.08870967741935484,16862,0.08441811525241824,0.09300123958629145
1996,5th Quintile,Not Disabled,0.9144329896907216,16862,0.9102108689308744,0.9186551104505688
1996,5th Quintile,Disabled,0.08556701030927835,16862,0.0813448895494312,0.0897891310691255
1997,1st Quintile,Not Disabled,0.8940345368916798,16487,0.8893361954966728,0.8987328782866868
1997,1st Quintile,Disabled,0.10596546310832025,16487,0.10126712171331326,0.11066380450332725
1997,2nd Quintile,Not Disabled,0.9019171992220061,16487,0.8973771034301027,0.9064572950139095
1997,2nd Quintile,Disabled,0.09808280077799389,16487,0.09354270498609048,0.1026228965698973
1997,3rd Quintile,Not Disabled,0.8981864460706331,16487,0.8935703876180201,0.9028025045232462
1997,3rd Quintile,Disabled,0.10181355392936685,16487,0.09719749547675383,0.10642961238197987
1997,4th Quintile,Not Disabled,0.9197983501374886,16487,0.9156524081898,0.9239442920851771
1997,4th Quintile,Disabled,0.08020164986251145,16487,0.07605570791482283,0.08434759181020007
1997,5th Quintile,Not Disabled,0.9137440758293839,16487,0.9094586695083584,0.9180294821504094
1997,5th Quintile,Disabled,0.08625592417061612,16487,0.08197051784959067,0.09054133049164156
1998,1st Quintile,Not Disabled,0.8853357697578803,18147,0.880700002355798,0.8899715371599626
1998,1st Quintile,Disabled,0.11466423024211969,18147,0.11002846284003745,0.11929999764420193
1998,2nd Quintile,Not Disabled,0.8975468975468975,18147,0.8931348032696295,0.9019589918241656
1998,2nd Quintile,Disabled,0.10245310245310245,18147,0.09804100817583442,0.10686519673037048
1998,3rd Quintile,Not Disabled,0.896873992910087,18147,0.8924490928272792,0.9012988929928947
1998,3rd Quintile,Disabled,0.10312600708991299,18147,0.0987011070071053,0.10755090717272067
1998,4th Quintile,Not Disabled,0.9127239320165366,18147,0.9086174402469377,0.9168304237861354
1998,4th Quintile,Disabled,0.08727606798346348,18147,0.08316957621386455,0.0913825597530624
1998,5th Quintile,Not Disabled,0.9238178633975481,18147,0.9199579869448037,0.9276777398502926
1998,5th Quintile,Disabled,0.07618213660245184,18147,0.07232226014970741,0.08004201305519626
1999,1st Quintile,Not Disabled,0.8859381802350893,17396,0.8812142526763157,0.8906621077938629
1999,1st Quintile,Disabled,0.11406181976491075,17396,0.10933789220613721,0.1187857473236843
1999,2nd Quintile,Not Disabled,0.896049896049896,17396,0.8915145551889407,0.9005852369108513
1999,2nd Quintile,Disabled,0.10395010395010396,17396,0.09941476308914861,0.1084854448110593
1999,3rd Quintile,Not Disabled,0.8937080024434942,17396,0.8891278547819785,0.89828815010501
1999,3rd Quintile,Disabled,0.1062919975565058,17396,0.1017118498949901,0.1108721452180215
1999,4th Quintile,Not Disabled,0.9069057611598627,17396,0.9025878484850178,0.9112236738347075
1999,4th Quintile,Disabled,0.09309423884013736,17396,0.08877632616529252,0.0974121515149822
1999,5th Quintile,Not Disabled,0.9078473722102232,17396,0.9035491223845777,0.9121456220358686
1999,5th Quintile,Disabled,0.09215262778977681,17396,0.08785437796413144,0.09645087761542219
2000,1st Quintile,Not Disabled,0.8772020725388601,30607,0.8735250945284824,0.8808790505492378
2000,1st Quintile,Disabled,0.12279792746113989,30607,0.11912094945076224,0.12647490547151755
2000,2nd Quintile,Not Disabled,0.8848575712143928,30607,0.8812815501504239,0.8884335922783617
2000,2nd Quintile,Disabled,0.1151424287856072,30607,0.11156640772163826,0.11871844984957614
2000,3rd Quintile,Not Disabled,0.902489019033675,30607,0.8991655363867006,0.9058125016806493
2000,3rd Quintile,Disabled,0.09751098096632503,30607,0.0941874983193507,0.10083446361329937
2000,4th Quintile,Not Disabled,0.9013206162876009,30607,0.8979794464178875,0.9046617861573142
2000,4th Quintile,Disabled,0.09867938371239912,30607,0.09533821384268579,0.10202055358211246
2000,5th Quintile,Not Disabled,0.9125382262996942,30607,0.9093731778468629,0.9157032747525254
2000,5th Quintile,Disabled,0.0874617737003058,30607,0.08429672524747452,0.0906268221531371
2001,1st Quintile,Not Disabled,0.8876847290640394,27798,0.8839728136168543,0.8913966445112245
2001,1st Quintile,Disabled,0.1123152709359606,27798,0.10860335548877555,0.11602718638314564
2001,2nd Quintile,Not Disabled,0.8969879518072289,27798,0.8934145108392922,0.9005613927751656
2001,2nd Quintile,Disabled,0.10301204819277109,27798,0.09943860722483445,0.10658548916070772
2001,3rd Quintile,Not Disabled,0.894774011299435,27798,0.891166834040389,0.898381188558481
2001,3rd Quintile,Disabled,0.10522598870056497,27798,0.10161881144151896,0.10883316595961098
2001,4th Quintile,Not Disabled,0.9009797790285595,27798,0.8974684723406752,0.9044910857164439
2001,4th Quintile,Disabled,0.09902022097144049,27798,0.09550891428355612,0.10253152765932486
2001,5th Quintile,Not Disabled,0.9132137030995106,27798,0.9099042130111052,0.9165231931879159
2001,5th Quintile,Disabled,0.08678629690048939,27798,0.08347680681208407,0.09009578698889471
2002,1st Quintile,Not Disabled,0.8708240534521158,28961,0.8669612258233691,0.8746868810808625
2002,1st Quintile,Disabled,0.1291759465478842,28961,0.12531311891913752,0.13303877417663088
2002,2nd Quintile,Not Disabled,0.8787946930514954,28961,0.875035853177641,0.8825535329253498
2002,2nd Quintile,Disabled,0.12120530694850461,28961,0.11744646707465023,0.12496414682235898
2002,3rd Quintile,Not Disabled,0.8817353407290016,28961,0.8780161717482335,0.8854545097097697
2002,3rd Quintile,Disabled,0.11826465927099841,28961,0.1145454902902304,0.12198382825176643
2002,4th Quintile,Not Disabled,0.9035323280313985,28961,0.9001320686968092,0.9069325873659878
2002,4th Quintile,Disabled,0.09646767196860152,28961,0.09306741263401216,0.09986793130319088
2002,5th Quintile,Not Disabled,0.9152892561983471,28961,0.9120822653221641,0.9184962470745301
2002,5th Quintile,Disabled,0.08471074380165289,28961,0.08150375292546987,0.08791773467783591
2003,1st Quintile,Not Disabled,0.8763136620856912,27727,0.8724384516853657,0.8801888724860166
2003,1st Quintile,Disabled,0.12368633791430882,27727,0.11981112751398335,0.1275615483146343
2003,2nd Quintile,Not Disabled,0.8801488833746898,27727,0.87632588825496,0.8839718784944195
2003,2nd Quintile,Disabled,0.11985111662531017,27727,0.11602812150558049,0.12367411174503985
2003,3rd Quintile,Not Disabled,0.8848891600569453,27727,0.8811324543111536,0.888645865802737
2003,3rd Quintile,Disabled,0.11511083994305471,27727,0.11135413419726306,0.11886754568884636
2003,4th Quintile,Not Disabled,0.8930082611323796,27727,0.8893698858604667,0.8966466364042925
2003,4th Quintile,Disabled,0.1069917388676204,27727,0.10335336359570746,0.11063011413953333
2003,5th Quintile,Not Disabled,0.9218634001484781,27727,0.9187042870734277,0.9250225132235286
2003,5th Quintile,Disabled,0.0781365998515219,27727,0.07497748677647141,0.08129571292657238
2004,1st Quintile,Not Disabled,0.8761560112585445,26790,0.8722114572873255,0.8801005652297634
2004,1st Quintile,Disabled,0.12384398874145557,26790,0.11989943477023661,0.1277885427126745
2004,2nd Quintile,Not Disabled,0.8704051515964583,26790,0.8663833160342983,0.8744269871586182
2004,2nd Quintile,Disabled,0.1295948484035417,26790,0.12557301284138178,0.13361668396570164
2004,3rd Quintile,Not Disabled,0.8830409356725146,26790,0.8791925634111737,0.8868893079338556
2004,3rd Quintile,Disabled,0.11695906432748537,26790,0.11311069206614438,0.12080743658882637
2004,4th Quintile,Not Disabled,0.8971348985276562,26790,0.8934971504532687,0.9007726466020436
2004,4th Quintile,Disabled,0.10286510147234382,26790,0.09922735339795642,0.10650284954673121
2004,5th Quintile,Not Disabled,0.9108796296296297,26790,0.9074677892813677,0.9142914699778916
2004,5th Quintile,Disabled,0.08912037037037036,26790,0.08570853002210842,0.09253221071863231
2005,1st Quintile,Not Disabled,0.8796258641724278,25520,0.8756334892143298,0.8836182391305258
2005,1st Quintile,Disabled,0.12037413582757218,25520,0.11638176086947422,0.12436651078567015
2005,2nd Quintile,Not Disabled,0.8635307781649245,25520,0.859318936808863,0.8677426195209861
2005,2nd Quintile,Disabled,0.13646922183507548,25520,0.13225738047901392,0.14068106319113705
2005,3rd Quintile,Not Disabled,0.8816594876445251,25520,0.8776964070751189,0.8856225682139313
2005,3rd Quintile,Disabled,0.11834051235547495,25520,0.11437743178606878,0.12230359292488112
2005,4th Quintile,Not Disabled,0.8909991742361685,25520,0.8871756021611292,0.8948227463112077
2005,4th Quintile,Disabled,0.10900082576383155,25520,0.1051772536887923,0.1128243978388708
2005,5th Quintile,Not Disabled,0.9085791925465838,25520,0.9050431322976027,0.9121152527955649
2005,5th Quintile,Disabled,0.09142080745341614,25520,0.08788474720443498,0.09495686770239731
2006,1st Quintile,Not Disabled,0.8815559440559441,27321,0.8777242630148417,0.8853876250970464
2006,1st Quintile,Disabled,0.11844405594405595,27321,0.11461237490295359,0.12227573698515831
2006,2nd Quintile,Not Disabled,0.8552881570614312,27321,0.8511164285058834,0.8594598856169791
2006,2nd Quintile,Disabled,0.1447118429385687,27321,0.1405401143830209,0.14888357149411652
2006,3rd Quintile,Not Disabled,0.8751759737212577,27321,0.8712567093239789,0.8790952381185364
2006,3rd Quintile,Disabled,0.12482402627874238,27321,0.1209047618814636,0.12874329067602117
2006,4th Quintile,Not Disabled,0.8917435221783048,27321,0.8880592245729328,0.8954278197836767
2006,4th Quintile,Disabled,0.10825647782169522,27321,0.1045721802163233,0.11194077542706714
2006,5th Quintile,Not Disabled,0.9040364068064899,27321,0.9005437654961737,0.9075290481168061
2006,5th Quintile,Disabled,0.0959635931935101,27321,0.09247095188319385,0.09945623450382635
2007,1st Quintile,Not Disabled,0.8763944667559126,25385,0.8723455741532669,0.8804433593585583
2007,1st Quintile,Disabled,0.12360553324408746,25385,0.1195566406414417,0.12765442584673323
2007,2nd Quintile,Not Disabled,0.8546617915904936,25385,0.8503261384255365,0.8589974447554507
2007,2nd Quintile,Disabled,0.1453382084095064,25385,0.14100255524454924,0.14967386157446355
2007,3rd Quintile,Not Disabled,0.8774857142857143,25385,0.8734522252472076,0.8815192033242211
2007,3rd Quintile,Disabled,0.12251428571428571,25385,0.11848079667577896,0.12654777475279247
2007,4th Quintile,Not Disabled,0.8848804215646534,25385,0.8809541134655812,0.8888067296637256
2007,4th Quintile,Disabled,0.11511957843534658,25385,0.1111932703362743,0.11904588653441886
2007,5th Quintile,Not Disabled,0.9053191489361702,25385,0.9017175162650001,0.9089207816073402
2007,5th Quintile,Disabled,0.09468085106382979,25385,0.0910792183926597,0.09828248373499987
2008,1st Quintile,Not Disabled,0.8590438639724002,23673,0.8546110542938004,0.863476673651
2008,1st Quintile,Disabled,0.1409561360275998,23673,0.1365233263489999,0.14538894570619967
2008,2nd Quintile,Not Disabled,0.8661390227116311,23673,0.8618014155150506,0.8704766299082116
2008,2nd Quintile,Disabled,0.1338609772883689,23673,0.1295233700917884,0.1381985844849494
2008,3rd Quintile,Not Disabled,0.8737574552683897,23673,0.8695266041829887,0.8779883063537907
2008,3rd Quintile,Disabled,0.12624254473161034,23673,0.12201169364620935,0.13047339581701134
2008,4th Quintile,Not Disabled,0.8858275934042997,23673,0.8817763848388501,0.8898788019697493
2008,4th Quintile,Disabled,0.11417240659570027,23673,0.11012119803025068,0.11822361516114986
2008,5th Quintile,Not Disabled,0.9066739012479653,23673,0.9029683183318236,0.9103794841641071
2008,5th Quintile,Disabled,0.09332609875203472,23673,0.08962051583589298,0.09703168166817647
2009,1st Quintile,Not Disabled,0.848052660449808,21983,0.8433072852954145,0.8527980356042014
2009,1st Quintile,Disabled,0.151947339550192,21983,0.1472019643957985,0.15669271470458548
2009,2nd Quintile,Not Disabled,0.852975047984645,21983,0.8482936423011715,0.8576564536681184
2009,2nd Quintile,Disabled,0.1470249520153551,21983,0.14234354633188168,0.1517063576988285
2009,3rd Quintile,Not Disabled,0.8777506112469438,21983,0.87342027610087,0.8820809463930175
2009,3rd Quintile,Disabled,0.12224938875305623,21983,0.1179190536069825,0.12657972389912997
2009,4th Quintile,Not Disabled,0.8916951080773606,21983,0.8875869720055173,0.895803244149204
2009,4th Quintile,Disabled,0.10830489192263937,21983,0.10419675585079602,0.11241302799448272
2009,5th Quintile,Not Disabled,0.9001095690284879,21983,0.896145673277415,0.9040734647795609
2009,5th Quintile,Disabled,0.09989043097151205,21983,0.09592653522043916,0.10385432672258495
2010,1st Quintile,Not Disabled,0.8476190476190476,35837,0.8438980795466743,0.8513400156914209
2010,1st Quintile,Disabled,0.1523809523809524,35837,0.14865998430857907,0.15610192045332572
2010,2nd Quintile,Not Disabled,0.8583988894030541,35837,0.8547892139897127,0.8620085648163954
2010,2nd Quintile,Disabled,0.14160111059694586,35837,0.1379914351836045,0.14521078601028722
2010,3rd Quintile,Not Disabled,0.8658909981628904,35837,0.8623628174183552,0.8694191789074256
2010,3rd Quintile,Disabled,0.1341090018371096,35837,0.13058082109257435,0.13763718258164487
2010,4th Quintile,Not Disabled,0.8828451882845189,35837,0.8795154309027694,0.8861749456662683
2010,4th Quintile,Disabled,0.11715481171548117,35837,0.11382505433373168,0.12048456909723067
2010,5th Quintile,Not Disabled,0.8984877126654064,35837,0.8953608729033405,0.9016145524274722
2010,5th Quintile,Disabled,0.10151228733459357,35837,0.09838544757252769,0.10463912709665944
2011,1st Quintile,Not Disabled,0.8877424680148576,41903,0.8847198396329946,0.8907650963967205
2011,1st Quintile,Disabled,0.11225753198514239,41903,0.10923490360327943,0.11528016036700535
2011,2nd Quintile,Not Disabled,0.897601724602533,41903,0.8946988941316729,0.900504555073393
2011,2nd Quintile,Disabled,0.10239827539746699,41903,0.09949544492660695,0.10530110586832703
2011,3rd Quintile,Not Disabled,0.8909774436090225,41903,0.8879932633835099,0.8939616238345351
2011,3rd Quintile,Disabled,0.10902255639097744,41903,0.10603837616546481,0.11200673661649006
2011,4th Quintile,Not Disabled,0.9049808429118774,41903,0.9021730906058385,0.9077885952179163
2011,4th Quintile,Disabled,0.0950191570881226,41903,0.09221140478208367,0.09782690939416153
2011,5th Quintile,Not Disabled,0.9093182197032839,41903,0.9065687339209912,0.9120677054855765
2011,5th Quintile,Disabled,0.09068178029671611,41903,0.08793229451442344,0.09343126607900878
2012,1st Quintile,Not Disabled,0.876,40229,0.8727793068584829,0.8792206931415171
2012,1st Quintile,Disabled,0.124,40229,0.12077930685848297,0.12722069314151704
2012,2nd Quintile,Not Disabled,0.8874027237354085,40229,0.8843137744791286,0.8904916729916884
2012,2nd Quintile,Disabled,0.11259727626459144,40229,0.10950832700831152,0.11568622552087136
2012,3rd Quintile,Not Disabled,0.877972709551657,40229,0.8747741426036967,0.8811712764996172
2012,3rd Quintile,Disabled,0.12202729044834308,40229,0.11882872350038276,0.1252258573963034
2012,4th Quintile,Not Disabled,0.8986609356918499,40229,0.895711948885332,0.9016099224983678
2012,4th Quintile,Disabled,0.10133906430815011,40229,0.09839007750163221,0.104288051114668
2012,5th Quintile,Not Disabled,0.9112267867191897,40229,0.9084474532212085,0.9140061202171709
2012,5th Quintile,Disabled,0.08877321328081035,40229,0.08599387978282913,0.09155254677879157
2013,1st Quintile,Not Disabled,0.8638163103721298,44486,0.8606290492830163,0.8670035714612433
2013,1st Quintile,Disabled,0.13618368962787014,44486,0.13299642853875662,0.13937095071698366
2013,2nd Quintile,Not Disabled,0.8868640850417616,44486,0.8839205231401738,0.8898076469433495
2013,2nd Quintile,Disabled,0.11313591495823842,44486,0.11019235305665064,0.11607947685982621
2013,3rd Quintile,Not Disabled,0.8813656303642953,44486,0.8783607463625306,0.88437051436606
2013,3rd Quintile,Disabled,0.11863436963570474,44486,0.11562948563394002,0.12163925363746947
2013,4th Quintile,Not Disabled,0.8905292916601225,44486,0.8876278258240877,0.8934307574961573
2013,4th Quintile,Disabled,0.10947070833987749,44486,0.10656924250384267,0.1123721741759123
2013,5th Quintile,Not Disabled,0.9043397724265678,44486,0.9016065440992842,0.9070730007538514
2013,5th Quintile,Disabled,0.09566022757343212,44486,0.0929269992461485,0.09839345590071574
2014,1st Quintile,Not Disabled,0.8750417641162713,38694,0.8717469486862623,0.8783365795462803
2014,1st Quintile,Disabled,0.1249582358837287,38694,0.12166342045371976,0.12825305131373765
2014,2nd Quintile,Not Disabled,0.8818915801614764,38694,0.8786758301091177,0.8851073302138351
2014,2nd Quintile,Disabled,0.11810841983852365,38694,0.11489266978616487,0.12132416989088242
2014,3rd Quintile,Not Disabled,0.8856772280896794,38694,0.8825066506143181,0.8888478055650407
2014,3rd Quintile,Disabled,0.11432277191032054,38694,0.11115219443495923,0.11749334938568186
2014,4th Quintile,Not Disabled,0.8933416497738967,38694,0.8902659745105952,0.8964173250371983
2014,4th Quintile,Disabled,0.10665835022610323,38694,0.1035826749628017,0.10973402548940477
2014,5th Quintile,Not Disabled,0.902469917669411,38694,0.8995138122319709,0.905426023106851
2014,5th Quintile,Disabled,0.09753008233058898,38694,0.09457397689314895,0.100486187768029
2015,1st Quintile,Not Disabled,0.8794801102796377,38036,0.876208202714472,0.8827520178448034
2015,1st Quintile,Disabled,0.12051988972036234,38036,0.1172479821551966,0.12379179728552808
2015,2nd Quintile,Not Disabled,0.8822726031139033,38036,0.879033693569017,0.8855115126587897
2015,2nd Quintile,Disabled,0.1177273968860967,38036,0.11448848734121031,0.12096630643098308
2015,3rd Quintile,Not Disabled,0.8865494685200327,38036,0.8833622385077163,0.889736698532349
2015,3rd Quintile,Disabled,0.1134505314799673,38036,0.11026330146765093,0.11663776149228366
2015,4th Quintile,Not Disabled,0.8921442369607212,38036,0.8890267986586834,0.895261675262759
2015,4th Quintile,Disabled,0.10785576303927881,38036,0.10473832473724098,0.11097320134131664
2015,5th Quintile,Not Disabled,0.9047802621434079,38036,0.9018304544656149,0.9077300698212009
2015,5th Quintile,Disabled,0.09521973785659213,38036,0.09226993017879921,0.09816954553438505
2016,1st Quintile,Not Disabled,0.8807045636509208,41132,0.8775720483846375,0.883837078917204
2016,1st Quintile,Disabled,0.11929543634907927,41132,0.11616292108279605,0.12242795161536249
2016,2nd Quintile,Not Disabled,0.8926089703095389,41132,0.8896168380634352,0.8956011025556426
2016,2nd Quintile,Disabled,0.10739102969046115,41132,0.10439889744435747,0.11038316193656482
2016,3rd Quintile,Not Disabled,0.8867049469964664,41132,0.8836418468436357,0.8897680471492971
