year,hhtyp,rentown,hlc0061_h,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2012,Couple with children,Owner,No,0.94296,3209,3209,0.93493,0.95098
2012,Couple with children,Tenant,No,0.93038,2328,2328,0.92004,0.94072
2012,Multi-generational household,Owner,No,0.98350,71,71,0.95367,1.01334
2012,Multi-generational household,Tenant,No,0.93808,39,39,0.86145,1.01471
2012,Other Combinations,Owner,No,0.89779,45,45,0.80828,0.98730
2012,Other Combinations,Tenant,No,0.88471,45,45,0.79035,0.97908
2013,Single-person household,Owner,No,0.98132,1040,1040,0.97309,0.98956
2013,Single-person household,Tenant,Yes,0.03646,92,2742,0.02944,0.04347
2013,Single-person household,Tenant,No,0.94145,2650,2742,0.93266,0.95024
2013,Couple without children,Owner,No,0.97893,2479,2479,0.97327,0.98458
2013,Couple without children,Tenant,Yes,0.01922,41,2085,0.01333,0.02512
2013,Couple without children,Tenant,No,0.95859,2044,2085,0.95003,0.96714
2013,Single parent,Owner,No,0.98081,488,488,0.96863,0.99300
2013,Single parent,Tenant,No,0.95863,1694,1694,0.94914,0.96812
2013,Couple with children,Owner,No,0.94124,3321,3321,0.93324,0.94924
2013,Couple with children,Tenant,No,0.93854,3084,3084,0.93006,0.94701
2013,Multi-generational household,Owner,No,0.92465,76,76,0.86491,0.98439
2013,Multi-generational household,Tenant,No,0.91838,59,59,0.84792,0.98884
2013,Other Combinations,Owner,No,0.93663,100,100,0.88863,0.98462
2013,Other Combinations,Tenant,No,0.94683,244,244,0.91862,0.97504
2014,Single-person household,Owner,No,0.98019,992,992,0.97151,0.98887
2014,Single-person household,Tenant,Yes,0.03623,80,2532,0.02895,0.04351
2014,Single-person household,Tenant,No,0.95140,2452,2532,0.94302,0.95977
2014,Couple without children,Owner,No,0.98005,2359,2359,0.97440,0.98569
2014,Couple without children,Tenant,Yes,0.01886,43,1946,0.01282,0.02491
2014,Couple without children,Tenant,No,0.96710,1903,1946,0.95917,0.97502
2014,Single parent,Owner,No,0.99284,426,426,0.98482,1.00085
2014,Single parent,Tenant,No,0.96092,1345,1345,0.95055,0.97128
2014,Couple with children,Owner,No,0.97660,3017,3017,0.97120,0.98199
2014,Couple with children,Tenant,No,0.97630,2589,2589,0.97044,0.98216
2014,Multi-generational household,Owner,No,0.93847,67,67,0.88049,0.99644
2014,Multi-generational household,Tenant,No,0.71635,43,43,0.58003,0.85268
2014,Other Combinations,Owner,No,0.94053,72,72,0.88551,0.99554
2014,Other Combinations,Tenant,No,0.91658,175,175,0.87549,0.95766
2015,Single-person household,Owner,No,0.96908,956,956,0.95810,0.98006
2015,Single-person household,Tenant,Yes,0.03590,78,2585,0.02873,0.04308
2015,Single-person household,Tenant,No,0.93051,2507,2585,0.92071,0.94032
2015,Couple without children,Owner,No,0.97206,2246,2246,0.96524,0.97888
2015,Couple without children,Tenant,Yes,0.02302,45,2037,0.01651,0.02954
2015,Couple without children,Tenant,No,0.95418,1992,2037,0.94510,0.96326
2015,Single parent,Owner,No,0.96838,394,394,0.95108,0.98568
2015,Single parent,Tenant,No,0.94216,1245,1245,0.92918,0.95513
2015,Couple with children,Owner,No,0.94885,2798,2798,0.94069,0.95702
2015,Couple with children,Tenant,No,0.94548,2655,2655,0.93685,0.95412
2015,Multi-generational household,Owner,No,0.93621,57,57,0.87220,1.00021
2015,Multi-generational household,Tenant,No,0.76681,69,69,0.66630,0.86732
2015,Other Combinations,Owner,No,0.97095,66,66,0.93011,1.01178
2015,Other Combinations,Tenant,No,0.88968,164,164,0.84158,0.93777
2016,Single-person household,Owner,No,0.98588,917,917,0.97824,0.99352
2016,Single-person household,Tenant,Yes,0.04386,90,2421,0.03570,0.05201
2016,Single-person household,Tenant,No,0.93927,2331,2421,0.92975,0.94878
2016,Couple without children,Owner,No,0.97437,2177,2177,0.96773,0.98101
2016,Couple without children,Tenant,Yes,0.01868,42,1850,0.01250,0.02485
2016,Couple without children,Tenant,No,0.96441,1808,1850,0.95596,0.97285
2016,Single parent,Owner,No,0.99532,378,378,0.98843,1.00221
2016,Single parent,Tenant,No,0.97769,1108,1108,0.96899,0.98639
2016,Couple with children,Owner,No,0.97425,2591,2591,0.96815,0.98035
2016,Couple with children,Tenant,No,0.96351,2286,2286,0.95583,0.97120
2016,Multi-generational household,Owner,No,0.95633,51,51,0.89969,1.01298
2016,Multi-generational household,Tenant,No,0.88696,51,51,0.79920,0.97473
2016,Other Combinations,Owner,No,0.95927,51,51,0.90447,1.01406
2016,Other Combinations,Tenant,No,0.89168,130,130,0.83805,0.94531
2017,Single-person household,Owner,No,0.98400,1002,1002,0.97623,0.99178
2017,Single-person household,Tenant,Yes,0.04552,103,3085,0.03817,0.05288
2017,Single-person household,Tenant,No,0.93435,2982,3085,0.92561,0.94309
2017,Couple without children,Owner,No,0.98721,2499,2499,0.98280,0.99162
2017,Couple without children,Tenant,Yes,0.01858,49,2127,0.01284,0.02432
2017,Couple without children,Tenant,No,0.96272,2078,2127,0.95467,0.97077
2017,Single parent,Owner,No,0.99639,406,406,0.99056,1.00223
2017,Single parent,Tenant,No,0.98571,1267,1267,0.97918,0.99225
2017,Couple with children,Owner,No,0.97155,2893,2893,0.96550,0.97761
2017,Couple with children,Tenant,No,0.97352,3430,3430,0.96814,0.97889
2017,Multi-generational household,Owner,No,0.93306,53,53,0.86514,1.00099
2017,Multi-generational household,Tenant,No,0.81602,79,79,0.73003,0.90201
2017,Other Combinations,Owner,No,0.94947,90,90,0.90396,0.99498
2017,Other Combinations,Tenant,No,0.90453,278,278,0.86993,0.93914
2018,Single-person household,Owner,No,0.99031,1000,1000,0.98423,0.99638
2018,Single-person household,Tenant,Yes,0.04424,117,3421,0.03735,0.05113
2018,Single-person household,Tenant,No,0.94012,3304,3421,0.93217,0.94808
2018,Couple without children,Owner,No,0.98769,2434,2434,0.98331,0.99207
2018,Couple without children,Tenant,Yes,0.02394,61,2155,0.01749,0.03040
2018,Couple without children,Tenant,No,0.96476,2094,2155,0.95697,0.97255
2018,Single parent,Owner,No,0.99785,382,382,0.99319,1.00250
2018,Single parent,Tenant,No,0.97982,1330,1330,0.97227,0.98738
2018,Couple with children,Owner,No,0.97541,2712,2712,0.96959,0.98124
2018,Couple with children,Tenant,No,0.97268,3644,3644,0.96739,0.97798
2018,Multi-generational household,Owner,No,0.99352,54,54,0.97191,1.01512
2018,Multi-generational household,Tenant,No,0.83465,95,95,0.75955,0.90975
2018,Other Combinations,Owner,No,0.96932,84,84,0.93222,1.00642
2018,Other Combinations,Tenant,No,0.92527,309,309,0.89590,0.95464
2019,Single-person household,Owner,No,0.98620,1172,1172,0.97951,0.99288
2019,Single-person household,Tenant,Yes,0.05420,136,3383,0.04657,0.06183
2019,Single-person household,Tenant,No,0.93350,3247,3383,0.92510,0.94190
2019,Couple without children,Owner,No,0.98508,2950,2950,0.98070,0.98945
2019,Couple without children,Tenant,Yes,0.02307,54,2172,0.01676,0.02939
2019,Couple without children,Tenant,No,0.96919,2118,2172,0.96192,0.97646
2019,Single parent,Owner,No,0.98907,389,389,0.97873,0.99942
2019,Single parent,Tenant,No,0.97064,1198,1198,0.96108,0.98021
2019,Couple with children,Owner,No,0.97665,3122,3122,0.97135,0.98195
2019,Couple with children,Tenant,No,0.98324,3329,3329,0.97888,0.98760
2019,Multi-generational household,Tenant,No,0.80222,72,72,0.70957,0.89487
2019,Other Combinations,Owner,No,0.97633,97,97,0.94592,1.00674
2019,Other Combinations,Tenant,No,0.96595,263,263,0.94399,0.98791
2020,Single-person household,Owner,No,0.98269,1091,1091,0.97495,0.99044
2020,Single-person household,Tenant,Yes,0.04851,124,4200,0.04202,0.05501
2020,Single-person household,Tenant,No,0.93198,4076,4200,0.92436,0.93959
2020,Couple without children,Owner,No,0.97767,2607,2607,0.97200,0.98335
2020,Couple without children,Tenant,Yes,0.02756,59,2496,0.02113,0.03398
2020,Couple without children,Tenant,No,0.95361,2437,2496,0.94535,0.96186
2020,Single parent,Owner,No,0.98320,361,361,0.96992,0.99647
2020,Single parent,Tenant,No,0.95288,1191,1191,0.94084,0.96492
2020,Couple with children,Owner,No,0.96495,2631,2631,0.95792,0.97198
2020,Couple with children,Tenant,No,0.95664,3797,3797,0.95016,0.96311
2020,Multi-generational household,Owner,No,0.88398,52,52,0.79609,0.97187
2020,Multi-generational household,Tenant,No,0.72882,83,83,0.63259,0.82504
2020,Other Combinations,Owner,No,0.96122,92,92,0.92155,1.00089
2020,Other Combinations,Tenant,No,0.96728,375,375,0.94925,0.98531
2021,Single-person household,Owner,No,0.98537,852,852,0.97730,0.99343
2021,Single-person household,Tenant,Yes,0.03457,65,2655,0.02762,0.04152
2021,Single-person household,Tenant,No,0.95859,2590,2655,0.95101,0.96617
2021,Couple without children,Owner,No,0.99025,1901,1901,0.98583,0.99467
2021,Couple without children,Tenant,Yes,0.02648,37,1552,0.01849,0.03448
2021,Couple without children,Tenant,No,0.96836,1515,1552,0.95964,0.97707
2021,Single parent,Owner,No,0.99024,246,246,0.97793,1.00255
2021,Single parent,Tenant,No,0.98597,755,755,0.97758,0.99437
2021,Couple with children,Owner,No,0.97580,1862,1862,0.96881,0.98278
2021,Couple with children,Tenant,No,0.95804,2054,2054,0.94936,0.96671
2021,Multi-generational household,Owner,No,0.90369,39,39,0.80989,0.99749
2021,Multi-generational household,Tenant,No,0.88209,45,45,0.78680,0.97739
2021,Other Combinations,Owner,No,0.89743,102,102,0.83826,0.95660
2021,Other Combinations,Tenant,No,0.94416,236,236,0.91480,0.97352
2022,Single-person household,Owner,No,0.98252,1201,1201,0.97510,0.98993
2022,Single-person household,Tenant,Yes,0.04168,110,4574,0.03589,0.04747
2022,Single-person household,Tenant,No,0.94340,4464,4574,0.93671,0.95010
2022,Couple without children,Owner,No,0.98605,2740,2740,0.98166,0.99044
2022,Couple without children,Tenant,Yes,0.02121,47,2982,0.01603,0.02638
2022,Couple without children,Tenant,No,0.96422,2935,2982,0.95756,0.97089
2022,Single parent,Owner,No,0.98399,307,307,0.96993,0.99805
2022,Single parent,Tenant,No,0.97326,889,889,0.96264,0.98387
2022,Couple with children,Owner,No,0.97057,2876,2876,0.96439,0.97675
2022,Couple with children,Tenant,Yes,0.01494,31,2850,0.01049,0.01939
2022,Couple with children,Tenant,No,0.95348,2819,2850,0.94574,0.96121
2022,Multi-generational household,Owner,No,0.96398,41,41,0.90624,1.02173
2022,Multi-generational household,Tenant,No,0.78954,46,46,0.67043,0.90864
2022,Other Combinations,Owner,No,0.93537,398,398,0.91119,0.95956
2022,Other Combinations,Tenant,No,0.90879,733,733,0.88794,0.92965
