year,hhtyp,sampreg,hlc0061_h,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2012,Couple with children,West,No,0.94331,4497,4497,0.93655,0.95007
2012,Couple with children,East,No,0.90724,1040,1040,0.88960,0.92488
2012,Multi-generational household,West,No,0.97567,85,85,0.94271,1.00862
2012,Other Combinations,West,No,0.87545,69,69,0.79696,0.95394
2013,Single-person household,West,Yes,0.02404,68,2906,0.01847,0.02961
2013,Single-person household,West,No,0.95884,2838,2906,0.95162,0.96607
2013,Single-person household,East,Yes,0.04004,32,884,0.02711,0.05297
2013,Single-person household,East,No,0.93348,852,884,0.91704,0.94991
2013,Couple without children,West,Yes,0.01031,34,3486,0.00695,0.01366
2013,Couple without children,West,No,0.97186,3452,3486,0.96636,0.97735
2013,Couple without children,East,No,0.96386,1071,1071,0.95268,0.97504
2013,Single parent,West,No,0.97221,1727,1727,0.96446,0.97997
2013,Single parent,East,No,0.93101,455,455,0.90769,0.95432
2013,Couple with children,West,Yes,0.00898,31,5393,0.00646,0.01150
2013,Couple with children,West,No,0.94292,5362,5393,0.93673,0.94911
2013,Couple with children,East,No,0.92397,1043,1043,0.90788,0.94006
2013,Multi-generational household,West,No,0.89967,105,105,0.84193,0.95741
2013,Other Combinations,West,No,0.94815,312,312,0.92351,0.97279
2013,Other Combinations,East,No,0.90885,32,32,0.80753,1.01017
2014,Single-person household,West,Yes,0.02567,61,2656,0.01965,0.03168
2014,Single-person household,West,No,0.96064,2595,2656,0.95324,0.96804
2014,Single-person household,East,No,0.95963,849,849,0.94639,0.97288
2014,Couple without children,West,Yes,0.00939,41,3247,0.00607,0.01271
2014,Couple without children,West,No,0.97612,3206,3247,0.97086,0.98137
2014,Couple without children,East,No,0.96771,1056,1056,0.95705,0.97838
2014,Single parent,West,No,0.96699,1390,1390,0.95760,0.97639
2014,Single parent,East,No,0.98083,381,381,0.96705,0.99462
2014,Couple with children,West,No,0.97631,4649,4649,0.97193,0.98068
2014,Couple with children,East,No,0.97746,957,957,0.96805,0.98687
2014,Multi-generational household,West,No,0.87228,90,90,0.80293,0.94162
2014,Other Combinations,West,No,0.93048,219,219,0.89672,0.96424
2015,Single-person household,West,Yes,0.02297,58,2696,0.01732,0.02863
2015,Single-person household,West,No,0.94830,2638,2696,0.93994,0.95666
2015,Single-person household,East,No,0.92110,825,825,0.90269,0.93951
2015,Couple without children,West,Yes,0.01000,40,3252,0.00658,0.01343
2015,Couple without children,West,No,0.96791,3212,3252,0.96186,0.97397
2015,Couple without children,East,No,0.94949,1026,1026,0.93608,0.96290
2015,Single parent,West,No,0.95011,1298,1298,0.93826,0.96196
2015,Single parent,East,No,0.94504,341,341,0.92082,0.96927
2015,Couple with children,West,No,0.95176,4577,4577,0.94556,0.95797
2015,Couple with children,East,No,0.92361,876,876,0.90601,0.94121
2015,Multi-generational household,West,No,0.87463,102,102,0.81005,0.93921
2015,Other Combinations,West,No,0.93238,200,200,0.89749,0.96726
2016,Single-person household,West,Yes,0.02901,72,2507,0.02244,0.03558
2016,Single-person household,West,No,0.95086,2435,2507,0.94240,0.95932
2016,Single-person household,East,No,0.93959,814,814,0.92321,0.95597
2016,Couple without children,West,Yes,0.00689,35,3037,0.00395,0.00983
2016,Couple without children,West,No,0.97239,3002,3037,0.96656,0.97822
2016,Couple without children,East,No,0.95621,983,983,0.94341,0.96901
2016,Single parent,West,No,0.97945,1162,1162,0.97129,0.98761
2016,Single parent,East,No,0.96300,324,324,0.94241,0.98358
2016,Couple with children,West,No,0.96815,4083,4083,0.96277,0.97354
2016,Couple with children,East,No,0.93053,794,794,0.91283,0.94823
2016,Multi-generational household,West,No,0.90596,78,78,0.84077,0.97116
2016,Other Combinations,West,No,0.89860,159,159,0.85153,0.94567
2017,Single-person household,West,Yes,0.03088,80,3074,0.02477,0.03700
2017,Single-person household,West,No,0.95099,2994,3074,0.94336,0.95862
2017,Single-person household,East,No,0.94164,990,990,0.92704,0.95625
2017,Couple without children,West,Yes,0.00696,39,3502,0.00421,0.00971
2017,Couple without children,West,No,0.97806,3463,3502,0.97321,0.98291
2017,Couple without children,East,No,0.97281,1114,1114,0.96325,0.98236
2017,Single parent,West,No,0.98712,1313,1313,0.98102,0.99322
2017,Single parent,East,No,0.98303,360,360,0.96967,0.99639
2017,Couple with children,West,No,0.97189,5244,5244,0.96742,0.97637
2017,Couple with children,East,No,0.95417,1079,1079,0.94168,0.96665
2017,Multi-generational household,West,No,0.86944,107,107,0.80530,0.93358
2017,Other Combinations,West,No,0.91456,320,320,0.88388,0.94523
2017,Other Combinations,East,No,0.85832,48,48,0.75862,0.95802
2018,Single-person household,West,Yes,0.03179,95,3344,0.02585,0.03774
2018,Single-person household,West,No,0.95622,3249,3344,0.94928,0.96315
2018,Single-person household,East,No,0.95828,1055,1055,0.94620,0.97035
2018,Couple without children,West,Yes,0.01032,53,3470,0.00695,0.01368
2018,Couple without children,West,No,0.98196,3417,3470,0.97753,0.98639
2018,Couple without children,East,No,0.96182,1111,1111,0.95055,0.97310
2018,Single parent,West,No,0.98409,1344,1344,0.97740,0.99078
2018,Single parent,East,No,0.99060,368,368,0.98072,1.00047
2018,Couple with children,West,Yes,0.00828,35,5314,0.00584,0.01071
2018,Couple with children,West,No,0.97615,5279,5314,0.97204,0.98025
2018,Couple with children,East,No,0.96393,1077,1077,0.95279,0.97507
2018,Multi-generational household,West,No,0.91042,123,123,0.85975,0.96110
2018,Other Combinations,West,No,0.94874,347,347,0.92550,0.97198
2018,Other Combinations,East,No,0.88908,46,46,0.79732,0.98083
2019,Single-person household,West,Yes,0.03784,108,3464,0.03149,0.04420
2019,Single-person household,West,No,0.95359,3356,3464,0.94659,0.96060
2019,Single-person household,East,No,0.94094,1025,1025,0.92650,0.95538
2019,Couple without children,West,Yes,0.01065,47,3866,0.00741,0.01389
2019,Couple without children,West,No,0.98314,3819,3866,0.97908,0.98720
2019,Couple without children,East,No,0.95850,1238,1238,0.94738,0.96961
2019,Single parent,West,No,0.97840,1232,1232,0.97027,0.98652
2019,Single parent,East,No,0.96521,351,351,0.94601,0.98441
2019,Couple with children,West,No,0.98044,5326,5326,0.97672,0.98416
2019,Couple with children,East,No,0.97204,1122,1122,0.96239,0.98169
2019,Multi-generational household,West,No,0.89387,102,102,0.83381,0.95394
2019,Other Combinations,West,No,0.98355,314,314,0.96945,0.99764
2019,Other Combinations,East,No,0.82971,45,45,0.71864,0.94078
2020,Single-person household,West,Yes,0.03450,104,4171,0.02896,0.04004
2020,Single-person household,West,No,0.94931,4067,4171,0.94265,0.95597
2020,Single-person household,East,No,0.94528,1100,1100,0.93183,0.95872
2020,Couple without children,West,Yes,0.01266,51,3931,0.00917,0.01616
2020,Couple without children,West,No,0.96731,3880,3931,0.96176,0.97287
2020,Couple without children,East,No,0.97003,1164,1164,0.96023,0.97983
2020,Single parent,West,No,0.96428,1217,1217,0.95384,0.97471
2020,Single parent,East,No,0.94995,335,335,0.92657,0.97334
2020,Couple with children,West,No,0.96092,5372,5372,0.95574,0.96610
2020,Couple with children,East,No,0.96593,1056,1056,0.95499,0.97688
2020,Multi-generational household,West,No,0.75386,107,107,0.67186,0.83587
2020,Other Combinations,West,No,0.96710,415,415,0.94992,0.98428
2020,Other Combinations,East,No,0.94533,52,52,0.88294,1.00772
2021,Single-person household,West,Yes,0.02586,59,2756,0.01993,0.03178
2021,Single-person household,West,No,0.96570,2697,2756,0.95890,0.97250
2021,Single-person household,East,No,0.97634,746,746,0.96543,0.98726
2021,Couple without children,West,Yes,0.01340,38,2647,0.00902,0.01778
2021,Couple without children,West,No,0.98361,2609,2647,0.97878,0.98845
2021,Couple without children,East,No,0.97227,808,808,0.96094,0.98360
2021,Single parent,West,No,0.98662,750,750,0.97839,0.99485
2021,Single parent,East,No,0.98963,251,251,0.97707,1.00219
2021,Couple with children,West,No,0.96570,3275,3275,0.95947,0.97194
2021,Couple with children,East,No,0.98345,643,643,0.97358,0.99332
2021,Multi-generational household,West,No,0.87476,64,64,0.79303,0.95650
2021,Other Combinations,West,No,0.92632,288,288,0.89610,0.95655
2021,Other Combinations,East,No,0.91414,50,50,0.83570,0.99259
2022,Single-person household,West,Yes,0.03079,94,4484,0.02573,0.03585
2022,Single-person household,West,No,0.95819,4390,4484,0.95233,0.96404
2022,Single-person household,East,No,0.94745,1278,1278,0.93521,0.95969
2022,Couple without children,West,Yes,0.01379,59,4492,0.01038,0.01720
2022,Couple without children,West,No,0.97628,4433,4492,0.97183,0.98073
2022,Couple without children,East,No,0.98433,1245,1245,0.97743,0.99123
2022,Single parent,West,No,0.97886,883,883,0.96937,0.98836
2022,Single parent,East,No,0.96617,314,314,0.94614,0.98620
2022,Couple with children,West,Yes,0.00999,41,4644,0.00713,0.01285
2022,Couple with children,West,No,0.96510,4603,4644,0.95982,0.97038
2022,Couple with children,East,No,0.95488,1094,1094,0.94258,0.96719
2022,Multi-generational household,West,No,0.86062,67,67,0.77707,0.94418
2022,Other Combinations,West,No,0.92095,916,916,0.90346,0.93843
2022,Other Combinations,East,No,0.91753,215,215,0.88067,0.95439
