year,migback,quintil_oecd,ple0098_v5,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2000,Indirect migration background,1st Quintile,No,0.96614,166,166,0.93855,0.99374
2000,Indirect migration background,2nd Quintile,No,0.91376,143,143,0.86759,0.95993
2000,Indirect migration background,3rd Quintile,No,0.99733,108,108,0.98756,1.00711
2000,Indirect migration background,4th Quintile,No,0.95204,85,85,0.90635,0.99774
2000,Indirect migration background,5th Quintile,No,0.83866,48,48,0.73350,0.94383
2001,No migration background,1st Quintile,Yes,0.03515,82,2636,0.02812,0.04218
2001,No migration background,1st Quintile,No,0.96485,2554,2636,0.95782,0.97188
2001,No migration background,2nd Quintile,Yes,0.05745,171,3262,0.04946,0.06544
2001,No migration background,2nd Quintile,No,0.94255,3091,3262,0.93456,0.95054
2001,No migration background,3rd Quintile,Yes,0.09596,321,3564,0.08629,0.10563
2001,No migration background,3rd Quintile,No,0.90404,3243,3564,0.89437,0.91371
2001,No migration background,4th Quintile,Yes,0.12822,430,3530,0.11719,0.13925
2001,No migration background,4th Quintile,No,0.87178,3100,3530,0.86075,0.88281
2001,No migration background,5th Quintile,Yes,0.21500,588,2923,0.20010,0.22989
2001,No migration background,5th Quintile,No,0.78500,2335,2923,0.77011,0.79990
2001,Direct migration background,1st Quintile,No,0.98855,930,930,0.98171,0.99539
2001,Direct migration background,2nd Quintile,No,0.97177,693,693,0.95943,0.98411
2001,Direct migration background,3rd Quintile,No,0.98316,522,522,0.97211,0.99421
2001,Direct migration background,4th Quintile,No,0.93049,338,338,0.90334,0.95765
2001,Direct migration background,5th Quintile,No,0.81843,194,194,0.76404,0.87281
2001,Indirect migration background,1st Quintile,No,0.95819,177,177,0.92862,0.98776
2001,Indirect migration background,2nd Quintile,No,0.92098,180,180,0.88146,0.96050
2001,Indirect migration background,3rd Quintile,No,0.87381,124,124,0.81513,0.93250
2001,Indirect migration background,4th Quintile,No,0.87298,116,116,0.81212,0.93385
2001,Indirect migration background,5th Quintile,No,0.80165,67,67,0.70545,0.89786
2002,No migration background,1st Quintile,Yes,0.04822,96,2363,0.03958,0.05686
2002,No migration background,1st Quintile,No,0.95178,2267,2363,0.94314,0.96042
2002,No migration background,2nd Quintile,Yes,0.06145,172,2917,0.05273,0.07017
2002,No migration background,2nd Quintile,No,0.93855,2745,2917,0.92983,0.94727
2002,No migration background,3rd Quintile,Yes,0.09094,283,3200,0.08098,0.10090
2002,No migration background,3rd Quintile,No,0.90906,2917,3200,0.89910,0.91902
2002,No migration background,4th Quintile,Yes,0.12497,393,3369,0.11380,0.13614
2002,No migration background,4th Quintile,No,0.87503,2976,3369,0.86386,0.88620
2002,No migration background,5th Quintile,Yes,0.21941,698,3310,0.20531,0.23351
2002,No migration background,5th Quintile,No,0.78059,2612,3310,0.76649,0.79469
2002,Direct migration background,1st Quintile,No,0.99758,831,831,0.99423,1.00092
2002,Direct migration background,2nd Quintile,No,0.96336,681,681,0.94924,0.97748
2002,Direct migration background,3rd Quintile,No,0.96529,401,401,0.94735,0.98322
2002,Direct migration background,4th Quintile,No,0.89867,329,329,0.86601,0.93132
2002,Direct migration background,5th Quintile,No,0.84286,230,230,0.79573,0.89000
2002,Indirect migration background,1st Quintile,No,0.97934,176,176,0.95827,1.00042
2002,Indirect migration background,2nd Quintile,No,0.94099,148,148,0.90289,0.97908
2002,Indirect migration background,3rd Quintile,No,0.93254,117,117,0.88689,0.97818
2002,Indirect migration background,4th Quintile,No,0.93568,117,117,0.89103,0.98032
2002,Indirect migration background,5th Quintile,No,0.78787,71,71,0.69210,0.88365
2003,No migration background,1st Quintile,Yes,0.03880,90,2351,0.03100,0.04661
2003,No migration background,1st Quintile,No,0.96120,2261,2351,0.95339,0.96900
2003,No migration background,2nd Quintile,Yes,0.06997,199,2977,0.06080,0.07913
2003,No migration background,2nd Quintile,No,0.93003,2778,2977,0.92087,0.93920
2003,No migration background,3rd Quintile,Yes,0.09154,271,3165,0.08149,0.10159
2003,No migration background,3rd Quintile,No,0.90846,2894,3165,0.89841,0.91851
2003,No migration background,4th Quintile,Yes,0.14118,452,3363,0.12941,0.15295
2003,No migration background,4th Quintile,No,0.85882,2911,3363,0.84705,0.87059
2003,No migration background,5th Quintile,Yes,0.23916,976,3817,0.22563,0.25270
2003,No migration background,5th Quintile,No,0.76084,2841,3817,0.74730,0.77437
2003,Direct migration background,1st Quintile,No,0.98944,773,773,0.98223,0.99665
2003,Direct migration background,2nd Quintile,No,0.96228,583,583,0.94680,0.97776
2003,Direct migration background,3rd Quintile,No,0.97166,429,429,0.95594,0.98738
2003,Direct migration background,4th Quintile,No,0.91918,366,366,0.89121,0.94714
2003,Direct migration background,5th Quintile,Yes,0.13180,34,242,0.08909,0.17451
2003,Direct migration background,5th Quintile,No,0.86820,208,242,0.82549,0.91091
2003,Indirect migration background,1st Quintile,No,0.97558,170,170,0.95231,0.99885
2003,Indirect migration background,2nd Quintile,No,0.95657,142,142,0.92293,0.99022
2003,Indirect migration background,3rd Quintile,No,0.93442,136,136,0.89266,0.97618
2003,Indirect migration background,4th Quintile,No,0.78594,105,105,0.70711,0.86477
2003,Indirect migration background,5th Quintile,No,0.82144,99,99,0.74562,0.89727
2004,No migration background,1st Quintile,Yes,0.05011,109,2217,0.04103,0.05919
2004,No migration background,1st Quintile,No,0.94989,2108,2217,0.94081,0.95897
2004,No migration background,2nd Quintile,Yes,0.08357,208,2869,0.07345,0.09370
2004,No migration background,2nd Quintile,No,0.91643,2661,2869,0.90630,0.92655
2004,No migration background,3rd Quintile,Yes,0.08994,299,3114,0.07989,0.09999
2004,No migration background,3rd Quintile,No,0.91006,2815,3114,0.90001,0.92011
2004,No migration background,4th Quintile,Yes,0.14046,451,3336,0.12867,0.15225
2004,No migration background,4th Quintile,No,0.85954,2885,3336,0.84775,0.87133
2004,No migration background,5th Quintile,Yes,0.26268,1010,3691,0.24848,0.27688
2004,No migration background,5th Quintile,No,0.73732,2681,3691,0.72312,0.75152
2004,Direct migration background,1st Quintile,No,0.98598,742,742,0.97752,0.99445
2004,Direct migration background,2nd Quintile,No,0.96361,600,600,0.94861,0.97860
2004,Direct migration background,3rd Quintile,No,0.95969,420,420,0.94086,0.97852
2004,Direct migration background,4th Quintile,No,0.92609,305,305,0.89668,0.95550
2004,Direct migration background,5th Quintile,Yes,0.14596,40,244,0.10157,0.19035
2004,Direct migration background,5th Quintile,No,0.85404,204,244,0.80965,0.89843
2004,Indirect migration background,1st Quintile,No,0.97598,177,177,0.95336,0.99860
2004,Indirect migration background,2nd Quintile,No,0.92292,150,150,0.88009,0.96575
2004,Indirect migration background,3rd Quintile,No,0.87621,143,143,0.82204,0.93038
2004,Indirect migration background,4th Quintile,No,0.87249,110,110,0.80988,0.93511
2004,Indirect migration background,5th Quintile,No,0.78583,88,88,0.69962,0.87204
2005,No migration background,1st Quintile,Yes,0.05875,112,2135,0.04877,0.06873
2005,No migration background,1st Quintile,No,0.94125,2023,2135,0.93127,0.95123
2005,No migration background,2nd Quintile,Yes,0.08947,235,2807,0.07891,0.10004
2005,No migration background,2nd Quintile,No,0.91053,2572,2807,0.89996,0.92109
2005,No migration background,3rd Quintile,Yes,0.11298,322,2901,0.10146,0.12451
2005,No migration background,3rd Quintile,No,0.88702,2579,2901,0.87549,0.89854
2005,No migration background,4th Quintile,Yes,0.16239,522,3273,0.14976,0.17503
2005,No migration background,4th Quintile,No,0.83761,2751,3273,0.82497,0.85024
2005,No migration background,5th Quintile,Yes,0.27300,946,3432,0.25809,0.28791
2005,No migration background,5th Quintile,No,0.72700,2486,3432,0.71209,0.74191
2005,Direct migration background,1st Quintile,No,0.97947,676,676,0.96878,0.99017
2005,Direct migration background,2nd Quintile,No,0.95656,518,518,0.93899,0.97413
2005,Direct migration background,3rd Quintile,No,0.93903,386,386,0.91513,0.96293
2005,Direct migration background,4th Quintile,No,0.94450,320,320,0.91937,0.96962
2005,Direct migration background,5th Quintile,Yes,0.20493,42,224,0.15195,0.25790
2005,Direct migration background,5th Quintile,No,0.79507,182,224,0.74210,0.84805
2005,Indirect migration background,1st Quintile,No,0.93524,200,200,0.90105,0.96944
2005,Indirect migration background,2nd Quintile,No,0.92643,138,138,0.88271,0.97015
2005,Indirect migration background,3rd Quintile,No,0.92593,142,142,0.88271,0.96916
2005,Indirect migration background,4th Quintile,No,0.89151,120,120,0.83563,0.94739
2005,Indirect migration background,5th Quintile,No,0.79246,83,83,0.70468,0.88024
2006,No migration background,1st Quintile,Yes,0.06264,124,2022,0.05208,0.07321
2006,No migration background,1st Quintile,No,0.93736,1898,2022,0.92679,0.94792
2006,No migration background,2nd Quintile,Yes,0.10419,268,2558,0.09235,0.11604
2006,No migration background,2nd Quintile,No,0.89581,2290,2558,0.88396,0.90765
2006,No migration background,3rd Quintile,Yes,0.13807,367,2799,0.12529,0.15086
2006,No migration background,3rd Quintile,No,0.86193,2432,2799,0.84914,0.87471
2006,No migration background,4th Quintile,Yes,0.18818,576,3008,0.17421,0.20215
2006,No migration background,4th Quintile,No,0.81182,2432,3008,0.79785,0.82579
2006,No migration background,5th Quintile,Yes,0.28339,974,3261,0.26792,0.29886
2006,No migration background,5th Quintile,No,0.71661,2287,3261,0.70114,0.73208
2006,Direct migration background,1st Quintile,No,0.97993,598,598,0.96869,0.99118
2006,Direct migration background,2nd Quintile,No,0.96554,472,472,0.94907,0.98202
2006,Direct migration background,3rd Quintile,No,0.91381,355,355,0.88457,0.94304
2006,Direct migration background,4th Quintile,No,0.90625,266,266,0.87116,0.94135
2006,Direct migration background,5th Quintile,Yes,0.20198,49,229,0.14987,0.25410
2006,Direct migration background,5th Quintile,No,0.79802,180,229,0.74590,0.85013
2006,Indirect migration background,1st Quintile,No,0.95929,187,187,0.93089,0.98769
2006,Indirect migration background,2nd Quintile,No,0.93773,120,120,0.89432,0.98115
2006,Indirect migration background,3rd Quintile,No,0.83423,130,130,0.77006,0.89840
2006,Indirect migration background,4th Quintile,No,0.79384,103,103,0.71533,0.87235
2006,Indirect migration background,5th Quintile,No,0.74676,75,75,0.64768,0.84584
2007,No migration background,1st Quintile,Yes,0.06498,155,2273,0.05485,0.07512
2007,No migration background,1st Quintile,No,0.93502,2118,2273,0.92488,0.94515
2007,No migration background,2nd Quintile,Yes,0.11625,295,2719,0.10420,0.12830
2007,No migration background,2nd Quintile,No,0.88375,2424,2719,0.87170,0.89580
2007,No migration background,3rd Quintile,Yes,0.15885,466,3059,0.14589,0.17180
2007,No migration background,3rd Quintile,No,0.84115,2593,3059,0.82820,0.85411
2007,No migration background,4th Quintile,Yes,0.21086,668,3248,0.19683,0.22489
2007,No migration background,4th Quintile,No,0.78914,2580,3248,0.77511,0.80317
2007,No migration background,5th Quintile,Yes,0.32461,1107,3334,0.30871,0.34051
2007,No migration background,5th Quintile,No,0.67539,2227,3334,0.65949,0.69129
2007,Direct migration background,1st Quintile,No,0.96637,596,596,0.95188,0.98085
2007,Direct migration background,2nd Quintile,No,0.93456,461,461,0.91196,0.95716
2007,Direct migration background,3rd Quintile,No,0.92562,337,337,0.89757,0.95368
2007,Direct migration background,4th Quintile,Yes,0.08374,31,298,0.05224,0.11525
2007,Direct migration background,4th Quintile,No,0.91626,267,298,0.88475,0.94776
2007,Direct migration background,5th Quintile,Yes,0.19890,43,218,0.14579,0.25201
2007,Direct migration background,5th Quintile,No,0.80110,175,218,0.74799,0.85421
2007,Indirect migration background,1st Quintile,No,0.90904,167,167,0.86529,0.95278
2007,Indirect migration background,2nd Quintile,No,0.94358,142,142,0.90549,0.98166
2007,Indirect migration background,3rd Quintile,No,0.90581,142,142,0.85759,0.95402
2007,Indirect migration background,4th Quintile,No,0.81450,100,100,0.73793,0.89107
2007,Indirect migration background,5th Quintile,No,0.68423,70,70,0.57456,0.79391
2008,No migration background,1st Quintile,Yes,0.07638,145,2099,0.06501,0.08774
2008,No migration background,1st Quintile,No,0.92362,1954,2099,0.91226,0.93499
2008,No migration background,2nd Quintile,Yes,0.13123,354,2687,0.11846,0.14400
2008,No migration background,2nd Quintile,No,0.86877,2333,2687,0.85600,0.88154
2008,No migration background,3rd Quintile,Yes,0.19645,587,3031,0.18230,0.21059
2008,No migration background,3rd Quintile,No,0.80355,2444,3031,0.78941,0.81770
2008,No migration background,4th Quintile,Yes,0.23876,674,2941,0.22334,0.25417
2008,No migration background,4th Quintile,No,0.76124,2267,2941,0.74583,0.77666
2008,No migration background,5th Quintile,Yes,0.36809,1171,3207,0.35139,0.38478
2008,No migration background,5th Quintile,No,0.63191,2036,3207,0.61522,0.64861
2008,Direct migration background,1st Quintile,No,0.94721,564,564,0.92874,0.96569
2008,Direct migration background,2nd Quintile,No,0.91370,383,383,0.88554,0.94186
2008,Direct migration background,3rd Quintile,Yes,0.09200,36,353,0.06181,0.12219
2008,Direct migration background,3rd Quintile,No,0.90800,317,353,0.87781,0.93819
2008,Direct migration background,4th Quintile,Yes,0.15919,37,269,0.11539,0.20299
2008,Direct migration background,4th Quintile,No,0.84081,232,269,0.79701,0.88461
2008,Direct migration background,5th Quintile,Yes,0.24367,37,179,0.18060,0.30674
2008,Direct migration background,5th Quintile,No,0.75633,142,179,0.69326,0.81940
2008,Indirect migration background,1st Quintile,No,0.93762,176,176,0.90178,0.97345
2008,Indirect migration background,2nd Quintile,No,0.84238,126,126,0.77850,0.90626
2008,Indirect migration background,3rd Quintile,No,0.84135,130,130,0.77830,0.90439
2008,Indirect migration background,4th Quintile,No,0.78935,90,90,0.70463,0.87407
2008,Indirect migration background,5th Quintile,No,0.76980,79,79,0.67638,0.86322
2010,No migration background,1st Quintile,Yes,0.08122,148,1874,0.06885,0.09360
2010,No migration background,1st Quintile,No,0.91878,1726,1874,0.90640,0.93115
2010,No migration background,2nd Quintile,Yes,0.13786,327,2434,0.12416,0.15156
2010,No migration background,2nd Quintile,No,0.86214,2107,2434,0.84844,0.87584
2010,No migration background,3rd Quintile,Yes,0.19262,553,2604,0.17747,0.20777
2010,No migration background,3rd Quintile,No,0.80738,2051,2604,0.79223,0.82253
2010,No migration background,4th Quintile,Yes,0.28040,729,2631,0.26323,0.29757
2010,No migration background,4th Quintile,No,0.71960,1902,2631,0.70243,0.73677
2010,No migration background,5th Quintile,Yes,0.39924,1019,2598,0.38041,0.41808
2010,No migration background,5th Quintile,No,0.60076,1579,2598,0.58192,0.61959
2010,Direct migration background,1st Quintile,No,0.97678,440,440,0.96269,0.99087
2010,Direct migration background,2nd Quintile,No,0.93198,305,305,0.90367,0.96028
2010,Direct migration background,3rd Quintile,No,0.82696,224,224,0.77731,0.87661
2010,Direct migration background,4th Quintile,Yes,0.20304,46,204,0.14771,0.25838
2010,Direct migration background,4th Quintile,No,0.79696,158,204,0.74162,0.85229
2010,Direct migration background,5th Quintile,Yes,0.31741,41,136,0.23889,0.39593
2010,Direct migration background,5th Quintile,No,0.68259,95,136,0.60407,0.76111
2010,Indirect migration background,1st Quintile,No,0.94345,150,150,0.90636,0.98054
2010,Indirect migration background,2nd Quintile,No,0.90095,114,114,0.84587,0.95603
2010,Indirect migration background,3rd Quintile,No,0.86434,113,113,0.80092,0.92776
2010,Indirect migration background,4th Quintile,No,0.82284,72,72,0.73402,0.91165
2010,Indirect migration background,5th Quintile,Yes,0.39420,32,94,0.29488,0.49352
2010,Indirect migration background,5th Quintile,No,0.60580,62,94,0.50648,0.70512
2011,No migration background,1st Quintile,Yes,0.08349,168,1848,0.07088,0.09611
2011,No migration background,1st Quintile,No,0.91651,1680,1848,0.90389,0.92912
2011,No migration background,2nd Quintile,Yes,0.14084,321,2192,0.12627,0.15540
2011,No migration background,2nd Quintile,No,0.85916,1871,2192,0.84460,0.87373
2011,No migration background,3rd Quintile,Yes,0.21688,556,2516,0.20078,0.23299
2011,No migration background,3rd Quintile,No,0.78312,1960,2516,0.76701,0.79922
2011,No migration background,4th Quintile,Yes,0.29938,740,2448,0.28124,0.31753
2011,No migration background,4th Quintile,No,0.70062,1708,2448,0.68247,0.71876
2011,No migration background,5th Quintile,Yes,0.41756,974,2393,0.39779,0.43732
2011,No migration background,5th Quintile,No,0.58244,1419,2393,0.56268,0.60221
2011,Direct migration background,1st Quintile,No,0.96319,373,373,0.94405,0.98232
2011,Direct migration background,2nd Quintile,No,0.93336,283,283,0.90425,0.96247
2011,Direct migration background,3rd Quintile,No,0.85021,189,189,0.79919,0.90122
2011,Direct migration background,4th Quintile,No,0.85989,139,139,0.80198,0.91780
2011,Direct migration background,5th Quintile,Yes,0.26154,37,139,0.18821,0.33486
2011,Direct migration background,5th Quintile,No,0.73846,102,139,0.66514,0.81179
2011,Indirect migration background,1st Quintile,No,0.95077,142,142,0.91506,0.98648
2011,Indirect migration background,2nd Quintile,No,0.86787,96,96,0.79977,0.93596
2011,Indirect migration background,3rd Quintile,No,0.87189,97,97,0.80504,0.93875
2011,Indirect migration background,4th Quintile,No,0.70695,70,70,0.59955,0.81435
2011,Indirect migration background,5th Quintile,Yes,0.35679,33,104,0.26427,0.44931
2011,Indirect migration background,5th Quintile,No,0.64321,71,104,0.55069,0.73573
2012,No migration background,1st Quintile,Yes,0.09499,395,3826,0.08570,0.10428
2012,No migration background,1st Quintile,No,0.90501,3431,3826,0.89572,0.91430
2012,No migration background,2nd Quintile,Yes,0.15619,712,3825,0.14468,0.16770
2012,No migration background,2nd Quintile,No,0.84381,3113,3825,0.83230,0.85532
2012,No migration background,3rd Quintile,Yes,0.22726,942,3818,0.21397,0.24056
2012,No migration background,3rd Quintile,No,0.77274,2876,3818,0.75944,0.78603
2012,No migration background,4th Quintile,Yes,0.31293,1123,3553,0.29768,0.32818
2012,No migration background,4th Quintile,No,0.68707,2430,3553,0.67182,0.70232
2012,No migration background,5th Quintile,Yes,0.41866,1262,3020,0.40106,0.43626
2012,No migration background,5th Quintile,No,0.58134,1758,3020,0.56374,0.59894
2012,Direct migration background,1st Quintile,Yes,0.03293,38,1051,0.02213,0.04372
2012,Direct migration background,1st Quintile,No,0.96707,1013,1051,0.95628,0.97787
2012,Direct migration background,2nd Quintile,Yes,0.07046,59,681,0.05123,0.08970
2012,Direct migration background,2nd Quintile,No,0.92954,622,681,0.91030,0.94877
2012,Direct migration background,3rd Quintile,Yes,0.13423,61,435,0.10215,0.16630
2012,Direct migration background,3rd Quintile,No,0.86577,374,435,0.83370,0.89785
2012,Direct migration background,4th Quintile,Yes,0.16521,56,314,0.12407,0.20635
2012,Direct migration background,4th Quintile,No,0.83479,258,314,0.79365,0.87593
2012,Direct migration background,5th Quintile,Yes,0.20690,65,223,0.15361,0.26018
2012,Direct migration background,5th Quintile,No,0.79310,158,223,0.73982,0.84639
2012,Indirect migration background,1st Quintile,No,0.94064,305,305,0.91407,0.96720
2012,Indirect migration background,2nd Quintile,No,0.92115,214,214,0.88496,0.95735
2012,Indirect migration background,3rd Quintile,Yes,0.24413,46,181,0.18137,0.30689
2012,Indirect migration background,3rd Quintile,No,0.75587,135,181,0.69311,0.81863
2012,Indirect migration background,4th Quintile,Yes,0.23553,35,148,0.16694,0.30413
2012,Indirect migration background,4th Quintile,No,0.76447,113,148,0.69587,0.83306
2012,Indirect migration background,5th Quintile,Yes,0.38898,41,126,0.30352,0.47445
2012,Indirect migration background,5th Quintile,No,0.61102,85,126,0.52555,0.69648
2013,No migration background,1st Quintile,Yes,0.09940,237,2351,0.08730,0.11149
2013,No migration background,1st Quintile,No,0.90060,2114,2351,0.88851,0.91270
2013,No migration background,2nd Quintile,Yes,0.15688,449,2741,0.14326,0.17050
2013,No migration background,2nd Quintile,No,0.84312,2292,2741,0.82950,0.85674
2013,No migration background,3rd Quintile,Yes,0.23817,768,2903,0.22267,0.25367
2013,No migration background,3rd Quintile,No,0.76183,2135,2903,0.74633,0.77733
2013,No migration background,4th Quintile,Yes,0.34272,981,2964,0.32563,0.35981
2013,No migration background,4th Quintile,No,0.65728,1983,2964,0.64019,0.67437
2013,No migration background,5th Quintile,Yes,0.42442,1218,2827,0.40619,0.44264
2013,No migration background,5th Quintile,No,0.57558,1609,2827,0.55736,0.59381
2013,Direct migration background,1st Quintile,No,0.94338,477,477,0.92261,0.96414
2013,Direct migration background,2nd Quintile,Yes,0.09114,38,408,0.06318,0.11910
2013,Direct migration background,2nd Quintile,No,0.90886,370,408,0.88090,0.93682
2013,Direct migration background,3rd Quintile,Yes,0.15245,42,307,0.11217,0.19272
2013,Direct migration background,3rd Quintile,No,0.84755,265,307,0.80728,0.88783
2013,Direct migration background,4th Quintile,Yes,0.14548,37,223,0.09910,0.19187
2013,Direct migration background,4th Quintile,No,0.85452,186,223,0.80813,0.90090
2013,Direct migration background,5th Quintile,Yes,0.24980,62,204,0.19025,0.30936
2013,Direct migration background,5th Quintile,No,0.75020,142,204,0.69064,0.80975
2013,Indirect migration background,1st Quintile,No,0.88803,132,132,0.83404,0.94203
2013,Indirect migration background,2nd Quintile,No,0.92677,126,126,0.88110,0.97244
2013,Indirect migration background,3rd Quintile,Yes,0.26672,31,123,0.18824,0.34520
2013,Indirect migration background,3rd Quintile,No,0.73328,92,123,0.65480,0.81176
2013,Indirect migration background,4th Quintile,No,0.72220,75,75,0.62015,0.82426
2013,Indirect migration background,5th Quintile,Yes,0.50565,43,121,0.41619,0.59510
2013,Indirect migration background,5th Quintile,No,0.49435,78,121,0.40490,0.58381
2014,No migration background,1st Quintile,Yes,0.10333,385,3223,0.09282,0.11384
2014,No migration background,1st Quintile,No,0.89667,2838,3223,0.88616,0.90718
2014,No migration background,2nd Quintile,Yes,0.17725,692,3613,0.16479,0.18970
2014,No migration background,2nd Quintile,No,0.82275,2921,3613,0.81030,0.83521
2014,No migration background,3rd Quintile,Yes,0.27088,1031,3646,0.25645,0.28531
2014,No migration background,3rd Quintile,No,0.72912,2615,3646,0.71469,0.74355
2014,No migration background,4th Quintile,Yes,0.34547,1233,3568,0.32987,0.36108
2014,No migration background,4th Quintile,No,0.65453,2335,3568,0.63892,0.67013
2014,No migration background,5th Quintile,Yes,0.43860,1343,2993,0.42082,0.45638
2014,No migration background,5th Quintile,No,0.56140,1650,2993,0.54362,0.57918
2014,Direct migration background,1st Quintile,Yes,0.03785,57,1940,0.02935,0.04634
2014,Direct migration background,1st Quintile,No,0.96215,1883,1940,0.95366,0.97065
2014,Direct migration background,2nd Quintile,Yes,0.06582,84,1312,0.05240,0.07925
2014,Direct migration background,2nd Quintile,No,0.93418,1228,1312,0.92075,0.94760
2014,Direct migration background,3rd Quintile,Yes,0.12327,103,860,0.10129,0.14526
2014,Direct migration background,3rd Quintile,No,0.87673,757,860,0.85474,0.89871
2014,Direct migration background,4th Quintile,Yes,0.14866,96,558,0.11911,0.17820
2014,Direct migration background,4th Quintile,No,0.85134,462,558,0.82180,0.88089
2014,Direct migration background,5th Quintile,Yes,0.30350,121,407,0.25878,0.34823
2014,Direct migration background,5th Quintile,No,0.69650,286,407,0.65177,0.74122
2014,Indirect migration background,1st Quintile,No,0.95988,496,496,0.94259,0.97717
2014,Indirect migration background,2nd Quintile,Yes,0.14672,44,373,0.11077,0.18268
2014,Indirect migration background,2nd Quintile,No,0.85328,329,373,0.81732,0.88923
2014,Indirect migration background,3rd Quintile,Yes,0.18865,43,264,0.14137,0.23594
2014,Indirect migration background,3rd Quintile,No,0.81135,221,264,0.76406,0.85863
2014,Indirect migration background,4th Quintile,Yes,0.31643,61,253,0.25901,0.37385
2014,Indirect migration background,4th Quintile,No,0.68357,192,253,0.62615,0.74099
2014,Indirect migration background,5th Quintile,Yes,0.30416,50,179,0.23658,0.37175
2014,Indirect migration background,5th Quintile,No,0.69584,129,179,0.62825,0.76342
2016,No migration background,1st Quintile,Yes,0.09240,244,2676,0.08143,0.10337
2016,No migration background,1st Quintile,No,0.90760,2432,2676,0.89663,0.91857
2016,No migration background,2nd Quintile,Yes,0.15231,570,3322,0.14009,0.16453
2016,No migration background,2nd Quintile,No,0.84769,2752,3322,0.83547,0.85991
2016,No migration background,3rd Quintile,Yes,0.21990,788,3249,0.20565,0.23414
2016,No migration background,3rd Quintile,No,0.78010,2461,3249,0.76586,0.79435
2016,No migration background,4th Quintile,Yes,0.33028,1040,3123,0.31379,0.34678
2016,No migration background,4th Quintile,No,0.66972,2083,3123,0.65322,0.68621
2016,No migration background,5th Quintile,Yes,0.40305,1113,2694,0.38452,0.42157
2016,No migration background,5th Quintile,No,0.59695,1581,2694,0.57843,0.61548
2016,Direct migration background,1st Quintile,Yes,0.03909,44,1791,0.03011,0.04807
2016,Direct migration background,1st Quintile,No,0.96091,1747,1791,0.95193,0.96989
2016,Direct migration background,2nd Quintile,Yes,0.04098,75,1230,0.02990,0.05206
2016,Direct migration background,2nd Quintile,No,0.95902,1155,1230,0.94794,0.97010
2016,Direct migration background,3rd Quintile,Yes,0.12293,88,774,0.09979,0.14608
2016,Direct migration background,3rd Quintile,No,0.87707,686,774,0.85392,0.90021
2016,Direct migration background,4th Quintile,Yes,0.20533,95,572,0.17220,0.23847
