"ple0098_v5","year","bildungsniveau","quintil_oecd","n","percent","lower_confidence_percent","upper_confidence_percent"
"Nein","1999","Hauptschule","5 Einkommensstärkstes Quintil","189","0.770791153500168","0.717051085895564","0.824531221104773"
"Nein","1999","Realschule","1 Einkommensschwächstes Quintil","838","0.93713255258485","0.921150054699084","0.953115050470616"
"Nein","1999","Realschule","2","902","0.920941103929946","0.903951724960433","0.937930482899458"
"Nein","1999","Realschule","3","514","0.881144497532195","0.854647052921321","0.907641942143068"
"Nein","1999","Realschule","4","371","0.806254113913613","0.769655781225615","0.842852446601611"
"Nein","1999","Realschule","5 Einkommensstärkstes Quintil","131","0.675152803542471","0.607668491326835","0.742637115758108"
"Nein","1999","(Fach-)Abitur","1 Einkommensschwächstes Quintil","277","0.936565347907911","0.908463719068083","0.964666976747738"
"Nein","1999","(Fach-)Abitur","2","233","0.856051510913837","0.813217204161474","0.898885817666201"
"Nein","1999","(Fach-)Abitur","3","161","0.866151377451933","0.816819641368303","0.915483113535563"
"Nein","1999","(Fach-)Abitur","4","134","0.827688315299912","0.768988017403604","0.886388613196221"
"Nein","1999","(Fach-)Abitur","5 Einkommensstärkstes Quintil","51","0.736160149741959","0.629835864644854","0.842484434839065"
"Nein","1999","AkademikerIn","1 Einkommensschwächstes Quintil","206","0.942952996616845","0.911878604259044","0.974027388974647"
"Nein","1999","AkademikerIn","2","351","0.876211697634948","0.843356902340003","0.909066492929893"
"Nein","1999","AkademikerIn","3","336","0.905664849118596","0.875637435280494","0.935692262956697"
"Nein","1999","AkademikerIn","4","273","0.812548800336493","0.769654126502953","0.855443474170033"
"Nein","1999","AkademikerIn","5 Einkommensstärkstes Quintil","176","0.711359707660009","0.653051833514865","0.769667581805153"
"Ja","2000","(noch) kein Abschluss","1 Einkommensschwächstes Quintil","3","","",""
"Ja","2000","(noch) kein Abschluss","2","11","","",""
"Ja","2000","(noch) kein Abschluss","3","11","","",""
"Ja","2000","(noch) kein Abschluss","4","7","","",""
"Ja","2000","(noch) kein Abschluss","5 Einkommensstärkstes Quintil","4","","",""
"Ja","2000","Hauptschule","1 Einkommensschwächstes Quintil","80","0.0289574181950832","0.0231673406592841","0.0347474957308823"
"Ja","2000","Hauptschule","2","135","0.0394221833277623","0.0328127749385016","0.046031591717023"
"Ja","2000","Hauptschule","3","139","0.0815693029509857","0.0691204679683167","0.0940181379336546"
"Ja","2000","Hauptschule","4","134","0.117846588930835","0.099791043441517","0.135902134420152"
"Ja","2000","Hauptschule","5 Einkommensstärkstes Quintil","84","0.191096016802947","0.154689143002067","0.227502890603827"
"Ja","2000","Realschule","1 Einkommensschwächstes Quintil","89","0.0789513578172626","0.0648660011474916","0.0930367144870337"
"Ja","2000","Realschule","2","132","0.0838932838706725","0.0708523149057854","0.0969342528355596"
"Ja","2000","Realschule","3","124","0.120052252888371","0.101201502701477","0.138903003075264"
"Ja","2000","Realschule","4","132","0.152188902973319","0.128721346159816","0.175656459786822"
"Ja","2000","Realschule","5 Einkommensstärkstes Quintil","129","0.301218574980727","0.258687546951597","0.343749603009857"
"Ja","2000","(Fach-)Abitur","1 Einkommensschwächstes Quintil","30","0.0605630466409198","0.0407542464961357","0.0803718467857039"
"Ja","2000","(Fach-)Abitur","2","39","0.0841214562561817","0.0597185118642997","0.108524400648064"
"Ja","2000","(Fach-)Abitur","3","57","0.134437711835668","0.102233017971931","0.166642405699405"
"Ja","2000","(Fach-)Abitur","4","59","0.152534113301371","0.115598781666937","0.189469444935806"
"Ja","2000","(Fach-)Abitur","5 Einkommensstärkstes Quintil","46","0.28669200976786","0.216839584075143","0.356544435460577"
"Ja","2000","AkademikerIn","1 Einkommensschwächstes Quintil","27","","",""
"Ja","2000","AkademikerIn","2","58","0.108378849507199","0.08354681548397","0.133210883530428"
"Ja","2000","AkademikerIn","3","90","0.159312838628306","0.130506050277253","0.188119626979358"
"Ja","2000","AkademikerIn","4","103","0.190363970763816","0.159411797760977","0.221316143766654"
"Ja","2000","AkademikerIn","5 Einkommensstärkstes Quintil","144","0.32005232653122","0.279684287899558","0.360420365162881"
"Nein","2000","(noch) kein Abschluss","1 Einkommensschwächstes Quintil","387","0.994393979113885","0.98698390782293","1.00180405040484"
"Nein","2000","(noch) kein Abschluss","2","234","0.948392299291285","0.920689968333587","0.976094630248983"
"Nein","2000","(noch) kein Abschluss","3","102","0.912265958431542","0.860104026031624","0.96442789083146"
"Nein","2000","(noch) kein Abschluss","4","41","0.830783477157732","0.724713425352811","0.936853528962653"
"Nein","2000","(noch) kein Abschluss","5 Einkommensstärkstes Quintil","22","","",""
"Nein","2000","Hauptschule","1 Einkommensschwächstes Quintil","3142","0.971042581804917","0.965252504269118","0.976832659340716"
"Nein","2000","Hauptschule","2","3195","0.960577816672238","0.953968408282977","0.967187225061498"
"Nein","2000","Hauptschule","3","1718","0.918430697049014","0.905981862066346","0.930879532031683"
"Nein","2000","Hauptschule","4","1091","0.882153411069165","0.864097865579848","0.900208956558483"
"Nein","2000","Hauptschule","5 Einkommensstärkstes Quintil","364","0.808903983197053","0.772497109396173","0.845310856997933"
"Nein","2000","Realschule","1 Einkommensschwächstes Quintil","1319","0.921048642182737","0.906963285512966","0.935133998852508"
"Nein","2000","Realschule","2","1604","0.916106716129328","0.903065747164441","0.929147685094215"
"Nein","2000","Realschule","3","1018","0.87994774711163","0.861096996924736","0.898798497298523"
"Nein","2000","Realschule","4","768","0.847811097026681","0.824343540213178","0.871278653840184"
"Nein","2000","Realschule","5 Einkommensstärkstes Quintil","318","0.698781425019273","0.656250396990143","0.741312453048403"
"Nein","2000","(Fach-)Abitur","1 Einkommensschwächstes Quintil","527","0.93943695335908","0.919628153214296","0.959245753503864"
"Nein","2000","(Fach-)Abitur","2","458","0.915878543743818","0.891475599351936","0.9402814881357"
"Nein","2000","(Fach-)Abitur","3","374","0.865562288164332","0.833357594300595","0.897766982028068"
"Nein","2000","(Fach-)Abitur","4","305","0.847465886698628","0.810530555064194","0.884401218333063"
"Nein","2000","(Fach-)Abitur","5 Einkommensstärkstes Quintil","115","0.71330799023214","0.643455564539423","0.783160415924857"
"Nein","2000","AkademikerIn","1 Einkommensschwächstes Quintil","367","0.930660675432606","0.905577329640267","0.955744021224945"
"Nein","2000","AkademikerIn","2","544","0.891621150492801","0.866789116469572","0.91645318451603"
"Nein","2000","AkademikerIn","3","530","0.840687161371694","0.811880373020642","0.869493949722747"
"Nein","2000","AkademikerIn","4","515","0.809636029236184","0.778683856233346","0.840588202239023"
"Nein","2000","AkademikerIn","5 Einkommensstärkstes Quintil","369","0.67994767346878","0.639579634837119","0.720315712100442"
"Ja","2001","(noch) kein Abschluss","1 Einkommensschwächstes Quintil","6","","",""
"Ja","2001","(noch) kein Abschluss","2","10","","",""
"Ja","2001","(noch) kein Abschluss","3","8","","",""
"Ja","2001","(noch) kein Abschluss","4","7","","",""
"Ja","2001","(noch) kein Abschluss","5 Einkommensstärkstes Quintil","5","","",""
"Ja","2001","Hauptschule","1 Einkommensschwächstes Quintil","79","0.0321712720296715","0.0255642435229064","0.0387783005364367"
"Ja","2001","Hauptschule","2","104","0.0369584171455207","0.0299428760704654","0.043973958220576"
"Ja","2001","Hauptschule","3","141","0.0791253464500153","0.0666690798031482","0.0915816130968824"
"Ja","2001","Hauptschule","4","120","0.118447219672168","0.0995395390529464","0.13735490029139"
"Ja","2001","Hauptschule","5 Einkommensstärkstes Quintil","84","0.203861989342288","0.166046723751119","0.241677254933457"
"Ja","2001","Realschule","1 Einkommensschwächstes Quintil","47","0.0416799268895377","0.0302960286066834","0.053063825172392"
"Ja","2001","Realschule","2","128","0.0951500490074895","0.080457014447073","0.109843083567906"
"Ja","2001","Realschule","3","121","0.108216849363418","0.090215206024863","0.126218492701972"
"Ja","2001","Realschule","4","136","0.181305780182123","0.155748910629061","0.206862649735184"
"Ja","2001","Realschule","5 Einkommensstärkstes Quintil","113","0.274263846361704","0.232812203658187","0.315715489065221"
"Ja","2001","(Fach-)Abitur","1 Einkommensschwächstes Quintil","20","","",""
"Ja","2001","(Fach-)Abitur","2","53","0.107450556482251","0.0809601321143489","0.133940980850153"
"Ja","2001","(Fach-)Abitur","3","50","0.120366535052654","0.0885978441571354","0.152135225948173"
"Ja","2001","(Fach-)Abitur","4","60","0.172157858921413","0.132436824935812","0.211878892907015"
"Ja","2001","(Fach-)Abitur","5 Einkommensstärkstes Quintil","45","0.258681515632141","0.196084406160466","0.321278625103815"
"Ja","2001","AkademikerIn","1 Einkommensschwächstes Quintil","24","","",""
"Ja","2001","AkademikerIn","2","53","0.111159159890609","0.0843733437482234","0.137944976032994"
"Ja","2001","AkademikerIn","3","79","0.170162153405382","0.140044189779693","0.200280117031071"
"Ja","2001","AkademikerIn","4","112","0.175771005388039","0.146732538365651","0.204809472410428"
"Ja","2001","AkademikerIn","5 Einkommensstärkstes Quintil","112","0.286251321460547","0.245856847065602","0.326645795855493"
"Nein","2001","(noch) kein Abschluss","1 Einkommensschwächstes Quintil","309","0.979233569492508","0.963485878390755","0.994981260594261"
"Nein","2001","(noch) kein Abschluss","2","219","0.947148604897168","0.918170656168998","0.976126553625337"
"Nein","2001","(noch) kein Abschluss","3","126","0.937194810259116","0.896116894934579","0.978272725583654"
"Nein","2001","(noch) kein Abschluss","4","54","0.907666944351848","0.835018714392883","0.980315174310813"
"Nein","2001","(noch) kein Abschluss","5 Einkommensstärkstes Quintil","21","","",""
"Nein","2001","Hauptschule","1 Einkommensschwächstes Quintil","2661","0.967828727970329","0.961221699463563","0.974435756477094"
"Nein","2001","Hauptschule","2","2674","0.963041582854479","0.956026041779424","0.970057123929535"
"Nein","2001","Hauptschule","3","1663","0.920874653549985","0.908418386903118","0.933330920196852"
"Nein","2001","Hauptschule","4","1002","0.881552780327832","0.86264509970861","0.900460460947054"
"Nein","2001","Hauptschule","5 Einkommensstärkstes Quintil","352","0.796138010657712","0.758322745066543","0.833953276248881"
"Nein","2001","Realschule","1 Einkommensschwächstes Quintil","1137","0.958320073110462","0.946936174827608","0.969703971393317"
"Nein","2001","Realschule","2","1404","0.904849950992511","0.890156916432094","0.919542985552927"
"Nein","2001","Realschule","3","1023","0.891783150636582","0.873781507298028","0.909784793975137"
"Nein","2001","Realschule","4","737","0.818694219817877","0.793137350264816","0.844251089370939"
"Nein","2001","Realschule","5 Einkommensstärkstes Quintil","332","0.725736153638296","0.684284510934779","0.767187796341813"
"Nein","2001","(Fach-)Abitur","1 Einkommensschwächstes Quintil","421","0.943808086380922","0.922314565957105","0.965301606804739"
"Nein","2001","(Fach-)Abitur","2","472","0.892549443517749","0.866059019149847","0.919039867885651"
"Nein","2001","(Fach-)Abitur","3","353","0.879633464947346","0.847864774051827","0.911402155842865"
"Nein","2001","(Fach-)Abitur","4","287","0.827842141078587","0.788121107092985","0.867563175064189"
"Nein","2001","(Fach-)Abitur","5 Einkommensstärkstes Quintil","143","0.741318484367859","0.678721374896185","0.803915593839533"
"Nein","2001","AkademikerIn","1 Einkommensschwächstes Quintil","266","0.921151452660783","0.890133619118115","0.952169286203452"
"Nein","2001","AkademikerIn","2","476","0.888840840109391","0.862055023967006","0.915626656251777"
"Nein","2001","AkademikerIn","3","519","0.829837846594618","0.799719882968929","0.859955810220307"
"Nein","2001","AkademikerIn","4","548","0.824228994611961","0.795190527589572","0.853267461634349"
"Nein","2001","AkademikerIn","5 Einkommensstärkstes Quintil","369","0.713748678539453","0.673354204144507","0.754143152934398"
"Ja","2002","(noch) kein Abschluss","1 Einkommensschwächstes Quintil","5","","",""
"Ja","2002","(noch) kein Abschluss","2","4","","",""
"Ja","2002","(noch) kein Abschluss","3","7","","",""
"Ja","2002","(noch) kein Abschluss","4","17","","",""
"Ja","2002","(noch) kein Abschluss","5 Einkommensstärkstes Quintil","13","","",""
"Ja","2002","Hauptschule","1 Einkommensschwächstes Quintil","68","0.0317887153119385","0.024700144437334","0.0388772861865429"
"Ja","2002","Hauptschule","2","123","0.049860659101091","0.0413793969293574","0.0583419212728245"
"Ja","2002","Hauptschule","3","124","0.0842629468736365","0.0710388215895185","0.0974870721577545"
"Ja","2002","Hauptschule","4","166","0.139233603852497","0.120049826720305","0.158417380984689"
"Ja","2002","Hauptschule","5 Einkommensstärkstes Quintil","119","0.178899476079217","0.147654019821206","0.210144932337229"
"Ja","2002","Realschule","1 Einkommensschwächstes Quintil","49","0.0562414315299434","0.0423062677127514","0.0701765953471354"
"Ja","2002","Realschule","2","132","0.106561267041263","0.0901685438855993","0.122953990196927"
"Ja","2002","Realschule","3","150","0.130425145258868","0.111152859081613","0.149697431436122"
"Ja","2002","Realschule","4","173","0.183024172510715","0.158789481154864","0.207258863866565"
"Ja","2002","Realschule","5 Einkommensstärkstes Quintil","202","0.293275641266529","0.260317771714743","0.326233510818316"
"Ja","2002","(Fach-)Abitur","1 Einkommensschwächstes Quintil","27","","",""
"Ja","2002","(Fach-)Abitur","2","42","0.103160149878728","0.0752730455182212","0.131047254239235"
"Ja","2002","(Fach-)Abitur","3","33","0.0873238438595689","0.0590875785843942","0.115560109134744"
"Ja","2002","(Fach-)Abitur","4","73","0.182285558958339","0.144211733981767","0.22035938393491"
"Ja","2002","(Fach-)Abitur","5 Einkommensstärkstes Quintil","116","0.28803045892841","0.242012586429733","0.334048331427088"
"Ja","2002","AkademikerIn","1 Einkommensschwächstes Quintil","16","","",""
"Ja","2002","AkademikerIn","2","51","0.115005147816772","0.0849559311357286","0.145054364497815"
"Ja","2002","AkademikerIn","3","66","0.135713951484208","0.107889436816237","0.163538466152179"
"Ja","2002","AkademikerIn","4","130","0.188115152538605","0.159389334957997","0.216840970119213"
"Ja","2002","AkademikerIn","5 Einkommensstärkstes Quintil","281","0.342613173088137","0.310894764262053","0.37433158191422"
"Nein","2002","(noch) kein Abschluss","1 Einkommensschwächstes Quintil","279","0.977399860863461","0.960114413902195","0.994685307824728"
"Nein","2002","(noch) kein Abschluss","2","212","0.978724835567397","0.959481161944326","0.997968509190467"
"Nein","2002","(noch) kein Abschluss","3","119","0.949609318401","0.911413975025709","0.987804661776291"
"Nein","2002","(noch) kein Abschluss","4","70","0.842281833104169","0.76569430690254","0.918869359305799"
"Nein","2002","(noch) kein Abschluss","5 Einkommensstärkstes Quintil","51","0.749712077350412","0.643585219892706","0.855838934808118"
"Nein","2002","Hauptschule","1 Einkommensschwächstes Quintil","2285","0.968211284688062","0.961122713813457","0.975299855562666"
"Nein","2002","Hauptschule","2","2407","0.950139340898909","0.941658078727176","0.958620603070643"
"Nein","2002","Hauptschule","3","1571","0.915737053126363","0.902512927842245","0.928961178410481"
"Nein","2002","Hauptschule","4","1085","0.860766396147503","0.841582619015311","0.879950173279695"
"Nein","2002","Hauptschule","5 Einkommensstärkstes Quintil","459","0.821100523920783","0.789855067662771","0.852345980178794"
"Nein","2002","Realschule","1 Einkommensschwächstes Quintil","1001","0.943758568470057","0.929823404652865","0.957693732287249"
"Nein","2002","Realschule","2","1229","0.893438732958737","0.877046009803073","0.909831456114401"
"Nein","2002","Realschule","3","1023","0.869574854741132","0.850302568563878","0.888847140918387"
"Nein","2002","Realschule","4","805","0.816975827489285","0.792741136133435","0.841210518845136"
"Nein","2002","Realschule","5 Einkommensstärkstes Quintil","531","0.706724358733471","0.673766489181684","0.739682228285257"
"Nein","2002","(Fach-)Abitur","1 Einkommensschwächstes Quintil","391","0.923209557422947","0.897684679048711","0.948734435797183"
"Nein","2002","(Fach-)Abitur","2","415","0.896839850121272","0.868952745760765","0.924726954481779"
"Nein","2002","(Fach-)Abitur","3","351","0.912676156140431","0.884439890865257","0.940912421415606"
"Nein","2002","(Fach-)Abitur","4","322","0.817714441041661","0.779640616065089","0.855788266018233"
"Nein","2002","(Fach-)Abitur","5 Einkommensstärkstes Quintil","256","0.71196954107159","0.665951668572912","0.757987413570267"
"Nein","2002","AkademikerIn","1 Einkommensschwächstes Quintil","272","0.934989267647152","0.90651531953647","0.963463215757834"
"Nein","2002","AkademikerIn","2","382","0.884994852183228","0.854945635502185","0.915044068864271"
"Nein","2002","AkademikerIn","3","516","0.864286048515791","0.836461533847821","0.892110563183762"
"Nein","2002","AkademikerIn","4","581","0.811884847461395","0.783159029880787","0.840610665042003"
"Nein","2002","AkademikerIn","5 Einkommensstärkstes Quintil","579","0.657386826911863","0.62566841808578","0.689105235737947"
"Ja","2003","(noch) kein Abschluss","1 Einkommensschwächstes Quintil","4","","",""
"Ja","2003","(noch) kein Abschluss","2","11","","",""
"Ja","2003","(noch) kein Abschluss","3","8","","",""
"Ja","2003","(noch) kein Abschluss","4","12","","",""
"Ja","2003","(noch) kein Abschluss","5 Einkommensstärkstes Quintil","14","","",""
"Ja","2003","Hauptschule","1 Einkommensschwächstes Quintil","65","0.0276243930332802","0.0205979044011308","0.0346508816654296"
"Ja","2003","Hauptschule","2","116","0.0473568452611633","0.0388821139593652","0.0558315765629615"
"Ja","2003","Hauptschule","3","118","0.0787196972879222","0.0658383780471703","0.0916010165286742"
"Ja","2003","Hauptschule","4","155","0.116011428362551","0.0984335396400538","0.133589317085049"
"Ja","2003","Hauptschule","5 Einkommensstärkstes Quintil","126","0.232254689165011","0.195678037837657","0.268831340492365"
"Ja","2003","Realschule","1 Einkommensschwächstes Quintil","63","0.0708252365869451","0.0552641269875965","0.0863863461862936"
"Ja","2003","Realschule","2","103","0.0897117904093829","0.0741475680167472","0.105276012802019"
"Ja","2003","Realschule","3","135","0.134631128931118","0.114614318205405","0.154647939656832"
"Ja","2003","Realschule","4","181","0.183288234975947","0.159474319163641","0.207102150788254"
"Ja","2003","Realschule","5 Einkommensstärkstes Quintil","185","0.268138358461049","0.234213237338186","0.302063479583912"
"Ja","2003","(Fach-)Abitur","1 Einkommensschwächstes Quintil","23","","",""
"Ja","2003","(Fach-)Abitur","2","42","0.115085074310238","0.0846014005926895","0.145568748027786"
"Ja","2003","(Fach-)Abitur","3","47","0.0966414934350417","0.0687468161434459","0.124536170726638"
"Ja","2003","(Fach-)Abitur","4","91","0.206806477959606","0.167979677957337","0.245633277961875"
"Ja","2003","(Fach-)Abitur","5 Einkommensstärkstes Quintil","94","0.24903206250748","0.201426599847526","0.296637525167433"
"Ja","2003","AkademikerIn","1 Einkommensschwächstes Quintil","25","","",""
"Ja","2003","AkademikerIn","2","40","0.114550480938045","0.0838723934168331","0.145228568459256"
"Ja","2003","AkademikerIn","3","76","0.16201815852417","0.130648535045092","0.193387782003248"
"Ja","2003","AkademikerIn","4","141","0.179960910648497","0.152914875495055","0.207006945801939"
"Ja","2003","AkademikerIn","5 Einkommensstärkstes Quintil","252","0.356308091237899","0.322591077170835","0.390025105304964"
"Nein","2003","(noch) kein Abschluss","1 Einkommensschwächstes Quintil","267","0.983439517743006","0.968245460325153","0.998633575160858"
"Nein","2003","(noch) kein Abschluss","2","193","0.953488976891333","0.92459090999839","0.982387043784277"
"Nein","2003","(noch) kein Abschluss","3","118","0.957719147758954","0.922583030323088","0.99285526519482"
"Nein","2003","(noch) kein Abschluss","4","77","0.86400180401387","0.792785900902466","0.935217707125274"
"Nein","2003","(noch) kein Abschluss","5 Einkommensstärkstes Quintil","58","0.667151903021503","0.558304706818528","0.775999099224479"
"Nein","2003","Hauptschule","1 Einkommensschwächstes Quintil","2025","0.97237560696672","0.96534911833457","0.979402095598869"
"Nein","2003","Hauptschule","2","2297","0.952643154738837","0.944168423437039","0.961117886040635"
"Nein","2003","Hauptschule","3","1561","0.921280302712078","0.908398983471326","0.93416162195283"
"Nein","2003","Hauptschule","4","1120","0.883988571637449","0.866410682914951","0.901566460359946"
"Nein","2003","Hauptschule","5 Einkommensstärkstes Quintil","386","0.767745310834989","0.731168659507635","0.804321962162343"
"Nein","2003","Realschule","1 Einkommensschwächstes Quintil","981","0.929174763413055","0.913613653813706","0.944735873012403"
"Nein","2003","Realschule","2","1192","0.910288209590617","0.894723987197981","0.925852431983253"
"Nein","2003","Realschule","3","982","0.865368871068882","0.845352060343168","0.885385681794595"
"Nein","2003","Realschule","4","833","0.816711765024053","0.792897849211746","0.840525680836359"
"Nein","2003","Realschule","5 Einkommensstärkstes Quintil","470","0.731861641538951","0.697936520416088","0.765786762661814"
"Nein","2003","(Fach-)Abitur","1 Einkommensschwächstes Quintil","370","0.944200219227876","0.921506790883314","0.966893647572438"
"Nein","2003","(Fach-)Abitur","2","379","0.884914925689762","0.854431251972214","0.91539859940731"
"Nein","2003","(Fach-)Abitur","3","384","0.903358506564958","0.875463829273362","0.931253183856554"
"Nein","2003","(Fach-)Abitur","4","327","0.793193522040394","0.754366722038125","0.832020322042663"
"Nein","2003","(Fach-)Abitur","5 Einkommensstärkstes Quintil","223","0.75096793749252","0.703362474832567","0.798573400152474"
"Nein","2003","AkademikerIn","1 Einkommensschwächstes Quintil","248","0.89730230685399","0.861292855552656","0.933311758155325"
"Nein","2003","AkademikerIn","2","374","0.885449519061955","0.854771431540744","0.916127606583167"
"Nein","2003","AkademikerIn","3","454","0.83798184147583","0.806612217996752","0.869351464954909"
"Nein","2003","AkademikerIn","4","634","0.820039089351503","0.792993054198061","0.847085124504945"
"Nein","2003","AkademikerIn","5 Einkommensstärkstes Quintil","523","0.6436919087621","0.609974894695036","0.677408922829165"
"Ja","2004","(noch) kein Abschluss","1 Einkommensschwächstes Quintil","11","","",""
"Ja","2004","(noch) kein Abschluss","2","12","","",""
"Ja","2004","(noch) kein Abschluss","3","8","","",""
"Ja","2004","(noch) kein Abschluss","4","14","","",""
"Ja","2004","(noch) kein Abschluss","5 Einkommensstärkstes Quintil","7","","",""
"Ja","2004","Hauptschule","1 Einkommensschwächstes Quintil","65","0.0359804730998895","0.0277500481088302","0.0442108980909488"
"Ja","2004","Hauptschule","2","118","0.051512012832565","0.0425503435602207","0.0604736821049093"
"Ja","2004","Hauptschule","3","131","0.0835298331195141","0.069835053909465","0.0972246123295633"
"Ja","2004","Hauptschule","4","161","0.13219359096716","0.11324985926248","0.151137322671839"
"Ja","2004","Hauptschule","5 Einkommensstärkstes Quintil","121","0.218936244300617","0.182940912106858","0.254931576494375"
"Ja","2004","Realschule","1 Einkommensschwächstes Quintil","58","0.0755284256453609","0.0591179783419871","0.0919388729487348"
"Ja","2004","Realschule","2","125","0.10953902750211","0.0922255235726206","0.126852531431599"
"Ja","2004","Realschule","3","137","0.12526532207857","0.105568923521943","0.144961720635196"
"Ja","2004","Realschule","4","178","0.19031238079831","0.166079218250773","0.214545543345848"
"Ja","2004","Realschule","5 Einkommensstärkstes Quintil","183","0.293085120429981","0.257984703207995","0.328185537651968"
"Ja","2004","(Fach-)Abitur","1 Einkommensschwächstes Quintil","27","","",""
"Ja","2004","(Fach-)Abitur","2","48","0.100694567186255","0.0720175130873614","0.129371621285148"
"Ja","2004","(Fach-)Abitur","3","59","0.14582268235351","0.11075073754415","0.18089462716287"
"Ja","2004","(Fach-)Abitur","4","86","0.185643718980849","0.148764517526494","0.222522920435203"
"Ja","2004","(Fach-)Abitur","5 Einkommensstärkstes Quintil","111","0.307267390360868","0.258584136740315","0.355950643981422"
"Ja","2004","AkademikerIn","1 Einkommensschwächstes Quintil","26","","",""
"Ja","2004","AkademikerIn","2","50","0.145865768006896","0.111275187477726","0.180456348536066"
"Ja","2004","AkademikerIn","3","90","0.173837746046946","0.141903683316174","0.205771808777719"
"Ja","2004","AkademikerIn","4","135","0.215834335931748","0.186332301272694","0.245336370590801"
"Ja","2004","AkademikerIn","5 Einkommensstärkstes Quintil","262","0.326241655285577","0.293083583645002","0.359399726926153"
"Nein","2004","(noch) kein Abschluss","1 Einkommensschwächstes Quintil","264","0.960585534722883","0.93758819584576","0.983582873600006"
"Nein","2004","(noch) kein Abschluss","2","199","0.949553807393502","0.920022624046234","0.979084990740771"
"Nein","2004","(noch) kein Abschluss","3","114","0.95350701517373","0.916145555419302","0.990868474928158"
"Nein","2004","(noch) kein Abschluss","4","79","0.819597737074155","0.741447916989989","0.897747557158322"
"Nein","2004","(noch) kein Abschluss","5 Einkommensstärkstes Quintil","47","0.888128510358345","0.804057004280803","0.972200016435888"
"Nein","2004","Hauptschule","1 Einkommensschwächstes Quintil","1902","0.964019526900111","0.955789101909051","0.97224995189117"
"Nein","2004","Hauptschule","2","2219","0.948487987167435","0.939526317895091","0.957449656439779"
"Nein","2004","Hauptschule","3","1437","0.916470166880486","0.902775387670437","0.930164946090535"
"Nein","2004","Hauptschule","4","1067","0.86780640903284","0.848862677328161","0.88675014073752"
"Nein","2004","Hauptschule","5 Einkommensstärkstes Quintil","386","0.781063755699383","0.745068423505625","0.817059087893142"
"Nein","2004","Realschule","1 Einkommensschwächstes Quintil","938","0.924471574354639","0.908061127051265","0.940882021658013"
