year,pgisced97,regtyp,ple0098_v5,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2001,Post-secondary Non-tertiary Level,Urban regions,No,0.74924,640,740,0.71799,0.78049
2001,Post-secondary Non-tertiary Level,Rural regions,No,0.78724,192,192,0.72919,0.84528
2001,First Stage of Tertiary Education,Urban regions,Yes,0.11588,118,922,0.09521,0.13656
2001,First Stage of Tertiary Education,Urban regions,No,0.73677,804,922,0.70832,0.76521
2001,First Stage of Tertiary Education,Rural regions,Yes,0.06963,42,543,0.04820,0.09105
2001,First Stage of Tertiary Education,Rural regions,No,0.82302,501,543,0.79089,0.85516
2001,Second Stage of Tertiary Education,Urban regions,Yes,0.13375,301,1692,0.11752,0.14997
2001,Second Stage of Tertiary Education,Urban regions,No,0.54468,1391,1692,0.52095,0.56842
2001,Second Stage of Tertiary Education,Rural regions,Yes,0.08514,79,866,0.06654,0.10374
2001,Second Stage of Tertiary Education,Rural regions,No,0.67633,787,866,0.64515,0.70751
2002,Pre-primary Level,Urban regions,Yes,0.05238,34,334,0.02845,0.07630
2002,Pre-primary Level,Urban regions,No,0.77670,300,334,0.73197,0.82143
2002,Pre-primary Level,Rural regions,No,0.87985,151,151,0.82782,0.93188
2002,Primary Level,Urban regions,No,0.95503,214,214,0.92720,0.98286
2002,Lower Secondary Level,Urban regions,Yes,0.03746,71,1873,0.02886,0.04607
2002,Lower Secondary Level,Urban regions,No,0.92379,1802,1873,0.91177,0.93581
2002,Lower Secondary Level,Rural regions,Yes,0.03289,33,906,0.02127,0.04451
2002,Lower Secondary Level,Rural regions,No,0.93982,873,906,0.92432,0.95531
2002,Upper Secondary Level,Urban regions,Yes,0.10663,812,6540,0.09915,0.11411
2002,Upper Secondary Level,Urban regions,No,0.80068,5728,6540,0.79100,0.81036
2002,Upper Secondary Level,Rural regions,Yes,0.07582,333,3913,0.06752,0.08411
2002,Upper Secondary Level,Rural regions,No,0.85060,3580,3913,0.83943,0.86177
2002,Post-secondary Non-tertiary Level,Urban regions,Yes,0.11810,124,781,0.09545,0.14075
2002,Post-secondary Non-tertiary Level,Urban regions,No,0.77247,657,781,0.74305,0.80189
2002,Post-secondary Non-tertiary Level,Rural regions,Yes,0.11328,31,247,0.07367,0.15288
2002,Post-secondary Non-tertiary Level,Rural regions,No,0.81462,216,247,0.76605,0.86318
2002,First Stage of Tertiary Education,Urban regions,Yes,0.13025,135,935,0.10867,0.15184
2002,First Stage of Tertiary Education,Urban regions,No,0.73256,800,935,0.70417,0.76094
2002,First Stage of Tertiary Education,Rural regions,Yes,0.07738,61,546,0.05495,0.09981
2002,First Stage of Tertiary Education,Rural regions,No,0.81996,485,546,0.78770,0.85222
2002,Second Stage of Tertiary Education,Urban regions,Yes,0.13558,432,1945,0.12036,0.15080
2002,Second Stage of Tertiary Education,Urban regions,No,0.53980,1513,1945,0.51764,0.56195
2002,Second Stage of Tertiary Education,Rural regions,Yes,0.08586,112,929,0.06783,0.10388
2002,Second Stage of Tertiary Education,Rural regions,No,0.66608,817,929,0.63573,0.69642
2003,Pre-primary Level,Urban regions,Yes,0.06765,32,330,0.04051,0.09479
2003,Pre-primary Level,Urban regions,No,0.72259,298,330,0.67421,0.77097
2003,Pre-primary Level,Rural regions,No,0.82721,154,154,0.76731,0.88712
2003,Primary Level,Urban regions,No,0.92547,199,199,0.88889,0.96205
2003,Primary Level,Rural regions,No,0.97464,60,60,0.93452,1.01476
2003,Lower Secondary Level,Urban regions,Yes,0.03668,68,1782,0.02795,0.04540
2003,Lower Secondary Level,Urban regions,No,0.92982,1714,1782,0.91795,0.94168
2003,Lower Secondary Level,Rural regions,Yes,0.03293,34,856,0.02097,0.04489
2003,Lower Secondary Level,Rural regions,No,0.93990,822,856,0.92397,0.95584
2003,Upper Secondary Level,Urban regions,Yes,0.10165,775,6295,0.09419,0.10912
2003,Upper Secondary Level,Urban regions,No,0.80408,5520,6295,0.79427,0.81388
2003,Upper Secondary Level,Rural regions,Yes,0.07721,324,3716,0.06862,0.08579
2003,Upper Secondary Level,Rural regions,No,0.84769,3392,3716,0.83614,0.85925
2003,Post-secondary Non-tertiary Level,Urban regions,Yes,0.11995,125,774,0.09705,0.14286
2003,Post-secondary Non-tertiary Level,Urban regions,No,0.77392,649,774,0.74443,0.80341
2003,Post-secondary Non-tertiary Level,Rural regions,Yes,0.17509,43,241,0.12701,0.22317
2003,Post-secondary Non-tertiary Level,Rural regions,No,0.72531,198,241,0.66884,0.78178
2003,First Stage of Tertiary Education,Urban regions,Yes,0.12709,128,893,0.10523,0.14895
2003,First Stage of Tertiary Education,Urban regions,No,0.72460,765,893,0.69529,0.75392
2003,First Stage of Tertiary Education,Rural regions,Yes,0.07051,53,539,0.04888,0.09215
2003,First Stage of Tertiary Education,Rural regions,No,0.82004,486,539,0.78757,0.85250
2003,Second Stage of Tertiary Education,Urban regions,Yes,0.14677,428,1869,0.13072,0.16282
2003,Second Stage of Tertiary Education,Urban regions,No,0.52516,1441,1869,0.50252,0.54781
2003,Second Stage of Tertiary Education,Rural regions,Yes,0.08945,106,898,0.07077,0.10812
2003,Second Stage of Tertiary Education,Rural regions,No,0.67054,792,898,0.63978,0.70130
2004,Pre-primary Level,Urban regions,No,0.76751,300,300,0.71963,0.81539
2004,Pre-primary Level,Rural regions,No,0.82102,150,150,0.75946,0.88257
2004,Primary Level,Urban regions,No,0.95382,191,191,0.92397,0.98366
2004,Primary Level,Rural regions,No,0.95783,59,59,0.90611,1.00955
2004,Lower Secondary Level,Urban regions,Yes,0.04548,79,1672,0.03549,0.05547
2004,Lower Secondary Level,Urban regions,No,0.92238,1593,1672,0.90955,0.93521
2004,Lower Secondary Level,Rural regions,Yes,0.04127,37,811,0.02757,0.05497
2004,Lower Secondary Level,Rural regions,No,0.92999,774,811,0.91242,0.94757
2004,Upper Secondary Level,Urban regions,Yes,0.11041,798,6110,0.10255,0.11827
2004,Upper Secondary Level,Urban regions,No,0.79587,5312,6110,0.78576,0.80598
2004,Upper Secondary Level,Rural regions,Yes,0.07595,315,3621,0.06732,0.08458
2004,Upper Secondary Level,Rural regions,No,0.84098,3306,3621,0.82907,0.85289
2004,Post-secondary Non-tertiary Level,Urban regions,Yes,0.13216,143,771,0.10824,0.15609
2004,Post-secondary Non-tertiary Level,Urban regions,No,0.73870,628,771,0.70767,0.76973
2004,Post-secondary Non-tertiary Level,Rural regions,Yes,0.13089,37,244,0.08848,0.17330
2004,Post-secondary Non-tertiary Level,Rural regions,No,0.78587,207,244,0.73429,0.83745
2004,First Stage of Tertiary Education,Urban regions,Yes,0.14741,145,873,0.12388,0.17094
2004,First Stage of Tertiary Education,Urban regions,No,0.71328,728,873,0.68326,0.74330
2004,First Stage of Tertiary Education,Rural regions,Yes,0.09203,64,522,0.06721,0.11685
2004,First Stage of Tertiary Education,Rural regions,No,0.79272,458,522,0.75791,0.82752
2004,Second Stage of Tertiary Education,Urban regions,Yes,0.14828,435,1825,0.13197,0.16459
2004,Second Stage of Tertiary Education,Urban regions,No,0.52824,1390,1825,0.50533,0.55115
2004,Second Stage of Tertiary Education,Rural regions,Yes,0.11493,128,892,0.09399,0.13587
2004,Second Stage of Tertiary Education,Rural regions,No,0.63086,764,892,0.59917,0.66255
2005,Pre-primary Level,Urban regions,No,0.76495,304,304,0.71720,0.81269
2005,Pre-primary Level,Rural regions,No,0.83512,165,165,0.77833,0.89191
2005,Primary Level,Urban regions,No,0.95182,180,180,0.92045,0.98319
2005,Primary Level,Rural regions,No,0.90274,55,55,0.82370,0.98177
2005,Lower Secondary Level,Urban regions,Yes,0.04766,71,1569,0.03711,0.05820
2005,Lower Secondary Level,Urban regions,No,0.91874,1498,1569,0.90522,0.93227
2005,Lower Secondary Level,Rural regions,No,0.93202,704,704,0.91342,0.95063
2005,Upper Secondary Level,Urban regions,Yes,0.12474,827,5785,0.11623,0.13326
2005,Upper Secondary Level,Urban regions,No,0.77653,4958,5785,0.76579,0.78726
2005,Upper Secondary Level,Rural regions,Yes,0.09244,366,3430,0.08274,0.10213
2005,Upper Secondary Level,Rural regions,No,0.81828,3064,3430,0.80537,0.83119
2005,Post-secondary Non-tertiary Level,Urban regions,Yes,0.16509,157,757,0.13863,0.19156
2005,Post-secondary Non-tertiary Level,Urban regions,No,0.73775,600,757,0.70639,0.76910
2005,Post-secondary Non-tertiary Level,Rural regions,Yes,0.16525,48,243,0.11846,0.21205
2005,Post-secondary Non-tertiary Level,Rural regions,No,0.75912,195,243,0.70524,0.81299
2005,First Stage of Tertiary Education,Urban regions,Yes,0.16649,150,817,0.14093,0.19205
2005,First Stage of Tertiary Education,Urban regions,No,0.68935,667,817,0.65760,0.72111
2005,First Stage of Tertiary Education,Rural regions,Yes,0.07643,54,488,0.05284,0.10003
2005,First Stage of Tertiary Education,Rural regions,No,0.77618,434,488,0.73916,0.81320
2005,Second Stage of Tertiary Education,Urban regions,Yes,0.14287,409,1777,0.12659,0.15914
2005,Second Stage of Tertiary Education,Urban regions,No,0.53599,1368,1777,0.51279,0.55918
2005,Second Stage of Tertiary Education,Rural regions,Yes,0.12903,148,875,0.10680,0.15125
2005,Second Stage of Tertiary Education,Rural regions,No,0.61149,727,875,0.57917,0.64380
2006,Pre-primary Level,Urban regions,No,0.47586,171,171,0.40079,0.55094
2006,Pre-primary Level,Rural regions,No,0.45270,92,92,0.35043,0.55497
2006,Primary Level,Urban regions,No,0.94128,169,169,0.90573,0.97683
2006,Primary Level,Rural regions,No,0.90952,62,62,0.83753,0.98151
2006,Lower Secondary Level,Urban regions,Yes,0.04714,83,1573,0.03667,0.05762
2006,Lower Secondary Level,Urban regions,No,0.90322,1490,1573,0.88861,0.91784
2006,Lower Secondary Level,Rural regions,Yes,0.04882,42,803,0.03391,0.06374
2006,Lower Secondary Level,Rural regions,No,0.88567,761,803,0.86364,0.90769
2006,Upper Secondary Level,Urban regions,Yes,0.13519,1031,6228,0.12670,0.14368
2006,Upper Secondary Level,Urban regions,No,0.77314,5197,6228,0.76274,0.78354
2006,Upper Secondary Level,Rural regions,Yes,0.11032,455,3757,0.10030,0.12034
2006,Upper Secondary Level,Rural regions,No,0.80479,3302,3757,0.79211,0.81746
2006,Post-secondary Non-tertiary Level,Urban regions,Yes,0.21044,207,809,0.18233,0.23855
2006,Post-secondary Non-tertiary Level,Urban regions,No,0.68889,602,809,0.65697,0.72082
2006,Post-secondary Non-tertiary Level,Rural regions,Yes,0.18850,59,275,0.14219,0.23481
2006,Post-secondary Non-tertiary Level,Rural regions,No,0.75180,216,275,0.70065,0.80295
2006,First Stage of Tertiary Education,Urban regions,Yes,0.14743,155,850,0.12358,0.17128
2006,First Stage of Tertiary Education,Urban regions,No,0.69566,695,850,0.66471,0.72661
2006,First Stage of Tertiary Education,Rural regions,Yes,0.12966,80,537,0.10122,0.15810
2006,First Stage of Tertiary Education,Rural regions,No,0.75351,457,537,0.71703,0.79000
2006,Second Stage of Tertiary Education,Urban regions,Yes,0.17053,537,1983,0.15397,0.18709
2006,Second Stage of Tertiary Education,Urban regions,No,0.50099,1446,1983,0.47898,0.52301
2006,Second Stage of Tertiary Education,Rural regions,Yes,0.12953,167,943,0.10808,0.15097
2006,Second Stage of Tertiary Education,Rural regions,No,0.58482,776,943,0.55335,0.61629
2007,Pre-primary Level,Urban regions,No,0.40502,156,156,0.32774,0.48230
2007,Pre-primary Level,Rural regions,No,0.41213,84,84,0.30623,0.51802
2007,Primary Level,Urban regions,No,0.93406,142,142,0.89309,0.97502
2007,Primary Level,Rural regions,No,0.94068,64,64,0.88234,0.99901
2007,Lower Secondary Level,Urban regions,Yes,0.05392,79,1382,0.04201,0.06584
2007,Lower Secondary Level,Urban regions,No,0.88283,1303,1382,0.86587,0.89979
2007,Lower Secondary Level,Rural regions,Yes,0.05019,44,712,0.03414,0.06624
2007,Lower Secondary Level,Rural regions,No,0.88493,668,712,0.86147,0.90838
2007,Upper Secondary Level,Urban regions,Yes,0.14990,1039,5794,0.14071,0.15910
2007,Upper Secondary Level,Urban regions,No,0.75943,4755,5794,0.74843,0.77044
2007,Upper Secondary Level,Rural regions,Yes,0.11619,454,3521,0.10561,0.12678
2007,Upper Secondary Level,Rural regions,No,0.79088,3067,3521,0.77745,0.80432
2007,Post-secondary Non-tertiary Level,Urban regions,Yes,0.23734,214,767,0.20721,0.26747
2007,Post-secondary Non-tertiary Level,Urban regions,No,0.66144,553,767,0.62792,0.69495
2007,Post-secondary Non-tertiary Level,Rural regions,Yes,0.21708,54,266,0.16744,0.26671
2007,Post-secondary Non-tertiary Level,Rural regions,No,0.70084,212,266,0.64571,0.75597
2007,First Stage of Tertiary Education,Urban regions,Yes,0.19160,176,782,0.16399,0.21920
2007,First Stage of Tertiary Education,Urban regions,No,0.65532,606,782,0.62199,0.68865
2007,First Stage of Tertiary Education,Rural regions,Yes,0.13634,81,504,0.10635,0.16633
2007,First Stage of Tertiary Education,Rural regions,No,0.72496,423,504,0.68593,0.76398
2007,Second Stage of Tertiary Education,Urban regions,Yes,0.18633,560,1930,0.16895,0.20370
2007,Second Stage of Tertiary Education,Urban regions,No,0.49315,1370,1930,0.47084,0.51546
2007,Second Stage of Tertiary Education,Rural regions,Yes,0.14061,175,885,0.11769,0.16352
2007,Second Stage of Tertiary Education,Rural regions,No,0.57146,710,885,0.53884,0.60408
2008,Pre-primary Level,Urban regions,No,0.45584,161,161,0.37866,0.53301
2008,Pre-primary Level,Rural regions,No,0.45746,89,89,0.35337,0.56155
2008,Primary Level,Urban regions,No,0.92219,126,126,0.87523,0.96915
2008,Primary Level,Rural regions,No,0.92256,49,49,0.84695,0.99818
2008,Lower Secondary Level,Urban regions,Yes,0.07366,106,1277,0.05932,0.08799
2008,Lower Secondary Level,Urban regions,No,0.87521,1171,1277,0.85707,0.89334
2008,Lower Secondary Level,Rural regions,Yes,0.07877,47,661,0.05822,0.09933
2008,Lower Secondary Level,Rural regions,No,0.86849,614,661,0.84270,0.89427
2008,Upper Secondary Level,Urban regions,Yes,0.17497,1130,5498,0.16493,0.18502
2008,Upper Secondary Level,Urban regions,No,0.74092,4368,5498,0.72934,0.75250
2008,Upper Secondary Level,Rural regions,Yes,0.14217,503,3362,0.13037,0.15398
2008,Upper Secondary Level,Rural regions,No,0.78015,2859,3362,0.76614,0.79415
2008,Post-secondary Non-tertiary Level,Urban regions,Yes,0.26128,225,723,0.22924,0.29333
2008,Post-secondary Non-tertiary Level,Urban regions,No,0.65209,498,723,0.61735,0.68683
2008,Post-secondary Non-tertiary Level,Rural regions,Yes,0.24353,63,257,0.19095,0.29611
2008,Post-secondary Non-tertiary Level,Rural regions,No,0.68291,194,257,0.62590,0.73991
2008,First Stage of Tertiary Education,Urban regions,Yes,0.21373,180,725,0.18387,0.24359
2008,First Stage of Tertiary Education,Urban regions,No,0.63267,545,725,0.59756,0.66779
2008,First Stage of Tertiary Education,Rural regions,Yes,0.13335,74,464,0.10238,0.16432
2008,First Stage of Tertiary Education,Rural regions,No,0.74568,390,464,0.70601,0.78535
2008,Second Stage of Tertiary Education,Urban regions,Yes,0.22615,615,1884,0.20726,0.24505
2008,Second Stage of Tertiary Education,Urban regions,No,0.46587,1269,1884,0.44334,0.48840
2008,Second Stage of Tertiary Education,Rural regions,Yes,0.16580,190,852,0.14082,0.19079
2008,Second Stage of Tertiary Education,Rural regions,No,0.55195,662,852,0.51854,0.58536
2010,Pre-primary Level,Urban regions,Yes,0.06383,36,226,0.03188,0.09577
2010,Pre-primary Level,Urban regions,No,0.48655,190,226,0.42124,0.55186
2010,Pre-primary Level,Rural regions,No,0.52507,97,97,0.42518,0.62497
2010,Primary Level,Urban regions,No,0.92238,240,240,0.88846,0.95631
2010,Primary Level,Rural regions,No,0.94821,85,85,0.90081,0.99560
2010,Lower Secondary Level,Urban regions,Yes,0.08039,126,1604,0.06708,0.09370
2010,Lower Secondary Level,Urban regions,No,0.88045,1478,1604,0.86457,0.89633
2010,Lower Secondary Level,Rural regions,Yes,0.09032,58,775,0.07013,0.11051
2010,Lower Secondary Level,Rural regions,No,0.86355,717,775,0.83937,0.88773
2010,Upper Secondary Level,Urban regions,Yes,0.19027,1375,6481,0.18072,0.19983
2010,Upper Secondary Level,Urban regions,No,0.72572,5106,6481,0.71486,0.73658
2010,Upper Secondary Level,Rural regions,Yes,0.13951,683,4324,0.12918,0.14983
2010,Upper Secondary Level,Rural regions,No,0.77750,3641,4324,0.76510,0.78990
2010,Post-secondary Non-tertiary Level,Urban regions,Yes,0.29755,345,1135,0.27094,0.32416
2010,Post-secondary Non-tertiary Level,Urban regions,No,0.58944,790,1135,0.56081,0.61808
2010,Post-secondary Non-tertiary Level,Rural regions,Yes,0.25199,118,434,0.21109,0.29288
2010,Post-secondary Non-tertiary Level,Rural regions,No,0.69635,316,434,0.65303,0.73966
2010,First Stage of Tertiary Education,Urban regions,Yes,0.22290,228,819,0.19438,0.25142
2010,First Stage of Tertiary Education,Urban regions,No,0.63173,591,819,0.59868,0.66479
2010,First Stage of Tertiary Education,Rural regions,Yes,0.16784,114,550,0.13658,0.19910
2010,First Stage of Tertiary Education,Rural regions,No,0.71359,436,550,0.67577,0.75140
2010,Second Stage of Tertiary Education,Urban regions,Yes,0.24251,824,2553,0.22588,0.25914
2010,Second Stage of Tertiary Education,Urban regions,No,0.45317,1729,2553,0.43385,0.47248
2010,Second Stage of Tertiary Education,Rural regions,Yes,0.17353,269,1038,0.15048,0.19658
2010,Second Stage of Tertiary Education,Rural regions,No,0.52066,769,1038,0.49025,0.55107
2011,Pre-primary Level,Urban regions,Yes,0.06195,34,178,0.02643,0.09746
2011,Pre-primary Level,Urban regions,No,0.31533,144,178,0.24688,0.38378
2011,Pre-primary Level,Rural regions,No,0.33436,66,66,0.21967,0.44906
2011,Primary Level,Urban regions,No,0.78932,154,154,0.72470,0.85394
2011,Primary Level,Rural regions,No,0.77726,62,62,0.67284,0.88167
2011,Lower Secondary Level,Urban regions,Yes,0.08516,130,1353,0.07028,0.10004
2011,Lower Secondary Level,Urban regions,No,0.77474,1223,1353,0.75247,0.79700
2011,Lower Secondary Level,Rural regions,Yes,0.06418,60,724,0.04631,0.08204
2011,Lower Secondary Level,Rural regions,No,0.78710,664,724,0.75726,0.81694
2011,Upper Secondary Level,Urban regions,Yes,0.18705,1310,5754,0.17697,0.19712
2011,Upper Secondary Level,Urban regions,No,0.66130,4444,5754,0.64907,0.67353
2011,Upper Secondary Level,Rural regions,Yes,0.13933,646,3758,0.12825,0.15040
2011,Upper Secondary Level,Rural regions,No,0.69234,3112,3758,0.67758,0.70710
2011,Post-secondary Non-tertiary Level,Urban regions,Yes,0.26390,273,781,0.23297,0.29483
2011,Post-secondary Non-tertiary Level,Urban regions,No,0.50068,508,781,0.46559,0.53577
2011,Post-secondary Non-tertiary Level,Rural regions,Yes,0.20907,76,303,0.16321,0.25493
2011,Post-secondary Non-tertiary Level,Rural regions,No,0.58322,227,303,0.52762,0.63883
2011,First Stage of Tertiary Education,Urban regions,Yes,0.21645,209,710,0.18614,0.24677
2011,First Stage of Tertiary Education,Urban regions,No,0.57331,501,710,0.53690,0.60972
2011,First Stage of Tertiary Education,Rural regions,Yes,0.12068,101,502,0.09215,0.14920
2011,First Stage of Tertiary Education,Rural regions,No,0.68774,401,502,0.64716,0.72832
2011,Second Stage of Tertiary Education,Urban regions,Yes,0.21071,716,2051,0.19305,0.22836
2011,Second Stage of Tertiary Education,Urban regions,No,0.40454,1335,2051,0.38329,0.42578
2011,Second Stage of Tertiary Education,Rural regions,Yes,0.20328,271,950,0.17767,0.22888
2011,Second Stage of Tertiary Education,Rural regions,No,0.44645,679,950,0.41482,0.47808
2012,Pre-primary Level,Urban regions,Yes,0.05438,34,265,0.02702,0.08173
2012,Pre-primary Level,Urban regions,No,0.41613,231,265,0.35667,0.47559
2012,Pre-primary Level,Rural regions,No,0.39235,112,112,0.30151,0.48319
2012,Primary Level,Urban regions,No,0.94168,251,251,0.91263,0.97073
2012,Primary Level,Rural regions,No,0.92134,118,118,0.87256,0.97012
2012,Lower Secondary Level,Urban regions,Yes,0.10512,186,1780,0.09087,0.11938
2012,Lower Secondary Level,Urban regions,No,0.84673,1594,1780,0.82999,0.86347
2012,Lower Secondary Level,Rural regions,Yes,0.06801,86,1015,0.05251,0.08350
2012,Lower Secondary Level,Rural regions,No,0.87937,929,1015,0.85932,0.89942
2012,Upper Secondary Level,Urban regions,Yes,0.21561,1721,7275,0.20616,0.22506
2012,Upper Secondary Level,Urban regions,No,0.70308,5554,7275,0.69258,0.71358
2012,Upper Secondary Level,Rural regions,Yes,0.16270,972,5202,0.15267,0.17273
2012,Upper Secondary Level,Rural regions,No,0.76415,4230,5202,0.75262,0.77569
2012,Post-secondary Non-tertiary Level,Urban regions,Yes,0.26792,418,1281,0.24366,0.29218
2012,Post-secondary Non-tertiary Level,Urban regions,No,0.61957,863,1281,0.59298,0.64617
2012,Post-secondary Non-tertiary Level,Rural regions,Yes,0.24781,141,524,0.21081,0.28481
2012,Post-secondary Non-tertiary Level,Rural regions,No,0.69582,383,524,0.65639,0.73525
2012,First Stage of Tertiary Education,Urban regions,Yes,0.24744,269,876,0.21885,0.27603
2012,First Stage of Tertiary Education,Urban regions,No,0.57560,607,876,0.54285,0.60835
2012,First Stage of Tertiary Education,Rural regions,Yes,0.17787,143,645,0.14834,0.20741
2012,First Stage of Tertiary Education,Rural regions,No,0.68239,502,645,0.64644,0.71835
2012,Second Stage of Tertiary Education,Urban regions,Yes,0.22722,972,2888,0.21193,0.24250
2012,Second Stage of Tertiary Education,Urban regions,No,0.45172,1916,2888,0.43357,0.46988
2012,Second Stage of Tertiary Education,Rural regions,Yes,0.19733,350,1237,0.17514,0.21952
2012,Second Stage of Tertiary Education,Rural regions,No,0.50987,887,1237,0.48200,0.53774
2013,Pre-primary Level,Urban regions,No,0.26111,117,117,0.18117,0.34104
2013,Pre-primary Level,Rural regions,No,0.17095,54,54,0.06960,0.27231
2013,Primary Level,Urban regions,No,0.51726,116,116,0.42592,0.60859
2013,Primary Level,Rural regions,No,0.63730,62,62,0.51665,0.75795
2013,Lower Secondary Level,Urban regions,Yes,0.08528,130,1160,0.06920,0.10136
2013,Lower Secondary Level,Urban regions,No,0.62666,1030,1160,0.59881,0.65451
2013,Lower Secondary Level,Rural regions,Yes,0.06887,52,617,0.04887,0.08887
2013,Lower Secondary Level,Rural regions,No,0.71030,565,617,0.67447,0.74612
2013,Upper Secondary Level,Urban regions,Yes,0.20458,1359,5101,0.19351,0.21565
2013,Upper Secondary Level,Urban regions,No,0.58370,3742,5101,0.57017,0.59722
2013,Upper Secondary Level,Rural regions,Yes,0.15828,677,3499,0.14618,0.17038
2013,Upper Secondary Level,Rural regions,No,0.66399,2822,3499,0.64834,0.67965
2013,Post-secondary Non-tertiary Level,Urban regions,Yes,0.24824,278,713,0.21651,0.27997
2013,Post-secondary Non-tertiary Level,Urban regions,No,0.41154,435,713,0.37539,0.44769
