year,age_gr,quintil_oecd,ple0098_v5,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1999,46-65 y.,5th Quintile,No,0.77096,656,812,0.74204,0.79989
1999,66 and older,1st Quintile,No,0.97737,332,332,0.96135,0.99340
1999,66 and older,2nd Quintile,No,0.96358,441,441,0.94608,0.98109
1999,66 and older,3rd Quintile,No,0.93428,373,373,0.90910,0.95946
1999,66 and older,4th Quintile,No,0.96004,266,266,0.93646,0.98362
1999,66 and older,5th Quintile,Yes,0.30447,52,191,0.23904,0.36991
1999,66 and older,5th Quintile,No,0.69553,139,191,0.63009,0.76096
2000,17-29 y.,1st Quintile,No,0.98417,678,678,0.97477,0.99357
2000,17-29 y.,2nd Quintile,No,0.94223,553,553,0.92277,0.96169
2000,17-29 y.,3rd Quintile,Yes,0.06824,32,540,0.04695,0.08953
2000,17-29 y.,3rd Quintile,No,0.93176,508,540,0.91047,0.95305
2000,17-29 y.,4th Quintile,Yes,0.07600,32,451,0.05152,0.10049
2000,17-29 y.,4th Quintile,No,0.92400,419,451,0.89951,0.94848
2000,17-29 y.,5th Quintile,Yes,0.15247,46,310,0.11239,0.19255
2000,17-29 y.,5th Quintile,No,0.84753,264,310,0.80745,0.88761
2000,30-45 y.,1st Quintile,Yes,0.04946,31,794,0.03436,0.06455
2000,30-45 y.,1st Quintile,No,0.95054,763,794,0.93545,0.96564
2000,30-45 y.,2nd Quintile,Yes,0.07079,59,961,0.05456,0.08701
2000,30-45 y.,2nd Quintile,No,0.92921,902,961,0.91299,0.94544
2000,30-45 y.,3rd Quintile,Yes,0.09149,79,880,0.07243,0.11055
2000,30-45 y.,3rd Quintile,No,0.90851,801,880,0.88945,0.92757
2000,30-45 y.,4th Quintile,Yes,0.12335,97,800,0.10054,0.14615
2000,30-45 y.,4th Quintile,No,0.87665,703,800,0.85385,0.89946
2000,30-45 y.,5th Quintile,Yes,0.19811,103,597,0.16611,0.23011
2000,30-45 y.,5th Quintile,No,0.80189,494,597,0.76989,0.83389
2000,46-65 y.,1st Quintile,No,0.95741,589,589,0.94109,0.97373
2000,46-65 y.,2nd Quintile,No,0.97075,648,648,0.95777,0.98373
2000,46-65 y.,3rd Quintile,Yes,0.06873,38,759,0.05072,0.08674
2000,46-65 y.,3rd Quintile,No,0.93127,721,759,0.91326,0.94928
2000,46-65 y.,4th Quintile,Yes,0.11532,79,851,0.09385,0.13680
2000,46-65 y.,4th Quintile,No,0.88468,772,851,0.86320,0.90615
2000,46-65 y.,5th Quintile,Yes,0.25141,159,771,0.22077,0.28206
2000,46-65 y.,5th Quintile,No,0.74859,612,771,0.71794,0.77923
2000,66 and older,1st Quintile,No,0.96345,425,425,0.94559,0.98131
2000,66 and older,2nd Quintile,No,0.94954,405,405,0.92819,0.97088
2000,66 and older,3rd Quintile,No,0.94683,347,347,0.92318,0.97047
2000,66 and older,4th Quintile,No,0.94030,251,251,0.91093,0.96967
2000,66 and older,5th Quintile,Yes,0.24856,45,179,0.18507,0.31205
2000,66 and older,5th Quintile,No,0.75144,134,179,0.68795,0.81493
2001,17-29 y.,1st Quintile,No,0.95925,925,925,0.94650,0.97200
2001,17-29 y.,2nd Quintile,Yes,0.05374,39,829,0.03838,0.06910
2001,17-29 y.,2nd Quintile,No,0.94626,790,829,0.93090,0.96162
2001,17-29 y.,3rd Quintile,Yes,0.08820,61,778,0.06826,0.10814
2001,17-29 y.,3rd Quintile,No,0.91180,717,778,0.89186,0.93174
2001,17-29 y.,4th Quintile,Yes,0.12267,85,713,0.09857,0.14677
2001,17-29 y.,4th Quintile,No,0.87733,628,713,0.85323,0.90143
2001,17-29 y.,5th Quintile,Yes,0.13952,57,440,0.10710,0.17193
2001,17-29 y.,5th Quintile,No,0.86048,383,440,0.82807,0.89290
2001,30-45 y.,1st Quintile,Yes,0.03788,38,1227,0.02719,0.04856
2001,30-45 y.,1st Quintile,No,0.96212,1189,1227,0.95144,0.97281
2001,30-45 y.,2nd Quintile,Yes,0.08289,101,1432,0.06861,0.09718
2001,30-45 y.,2nd Quintile,No,0.91711,1331,1432,0.90282,0.93139
2001,30-45 y.,3rd Quintile,Yes,0.11894,161,1428,0.10214,0.13573
2001,30-45 y.,3rd Quintile,No,0.88106,1267,1428,0.86427,0.89786
2001,30-45 y.,4th Quintile,Yes,0.13495,173,1336,0.11662,0.15328
2001,30-45 y.,4th Quintile,No,0.86505,1163,1336,0.84672,0.88338
2001,30-45 y.,5th Quintile,Yes,0.24652,220,1016,0.22000,0.27303
2001,30-45 y.,5th Quintile,No,0.75348,796,1016,0.72697,0.78000
2001,46-65 y.,1st Quintile,No,0.97657,881,881,0.96658,0.98656
2001,46-65 y.,2nd Quintile,Yes,0.03414,31,1075,0.02328,0.04500
2001,46-65 y.,2nd Quintile,No,0.96586,1044,1075,0.95500,0.97672
2001,46-65 y.,3rd Quintile,Yes,0.07797,86,1326,0.06353,0.09240
2001,46-65 y.,3rd Quintile,No,0.92203,1240,1326,0.90760,0.93647
2001,46-65 y.,4th Quintile,Yes,0.11477,151,1453,0.09837,0.13116
2001,46-65 y.,4th Quintile,No,0.88523,1302,1453,0.86884,0.90163
2001,46-65 y.,5th Quintile,Yes,0.20713,263,1379,0.18573,0.22852
2001,46-65 y.,5th Quintile,No,0.79287,1116,1379,0.77148,0.81427
2001,66 and older,1st Quintile,No,0.98304,666,666,0.97323,0.99285
2001,66 and older,2nd Quintile,No,0.96161,799,799,0.94828,0.97494
2001,66 and older,3rd Quintile,Yes,0.05260,36,701,0.03606,0.06913
2001,66 and older,3rd Quintile,No,0.94740,665,701,0.93087,0.96394
2001,66 and older,4th Quintile,Yes,0.11925,52,513,0.09118,0.14732
2001,66 and older,4th Quintile,No,0.88075,461,513,0.85268,0.90882
2001,66 and older,5th Quintile,Yes,0.21990,84,385,0.17847,0.26132
2001,66 and older,5th Quintile,No,0.78010,301,385,0.73868,0.82153
2002,17-29 y.,1st Quintile,Yes,0.04805,35,823,0.03343,0.06267
2002,17-29 y.,1st Quintile,No,0.95195,788,823,0.93733,0.96657
2002,17-29 y.,2nd Quintile,No,0.96854,710,710,0.95569,0.98139
2002,17-29 y.,3rd Quintile,Yes,0.08744,55,697,0.06645,0.10842
2002,17-29 y.,3rd Quintile,No,0.91256,642,697,0.89158,0.93355
2002,17-29 y.,4th Quintile,Yes,0.11343,66,648,0.08899,0.13786
2002,17-29 y.,4th Quintile,No,0.88657,582,648,0.86214,0.91101
2002,17-29 y.,5th Quintile,Yes,0.15640,82,567,0.12648,0.18633
2002,17-29 y.,5th Quintile,No,0.84360,485,567,0.81367,0.87352
2002,30-45 y.,1st Quintile,No,0.96499,1000,1000,0.95359,0.97639
2002,30-45 y.,2nd Quintile,Yes,0.08398,90,1185,0.06818,0.09978
2002,30-45 y.,2nd Quintile,No,0.91602,1095,1185,0.90022,0.93182
2002,30-45 y.,3rd Quintile,Yes,0.10523,145,1289,0.08847,0.12199
2002,30-45 y.,3rd Quintile,No,0.89477,1144,1289,0.87801,0.91153
2002,30-45 y.,4th Quintile,Yes,0.12756,169,1317,0.10954,0.14558
2002,30-45 y.,4th Quintile,No,0.87244,1148,1317,0.85442,0.89046
2002,30-45 y.,5th Quintile,Yes,0.19620,233,1156,0.17329,0.21910
2002,30-45 y.,5th Quintile,No,0.80380,923,1156,0.78090,0.82671
2002,46-65 y.,1st Quintile,No,0.97126,871,871,0.96016,0.98236
2002,46-65 y.,2nd Quintile,Yes,0.06255,50,988,0.04744,0.07765
2002,46-65 y.,2nd Quintile,No,0.93745,938,988,0.92235,0.95256
2002,46-65 y.,3rd Quintile,Yes,0.07799,75,1086,0.06204,0.09395
2002,46-65 y.,3rd Quintile,No,0.92201,1011,1086,0.90605,0.93796
2002,46-65 y.,4th Quintile,Yes,0.13753,149,1317,0.11893,0.15614
2002,46-65 y.,4th Quintile,No,0.86247,1168,1317,0.84386,0.88107
2002,46-65 y.,5th Quintile,Yes,0.21265,319,1515,0.19204,0.23326
2002,46-65 y.,5th Quintile,No,0.78735,1196,1515,0.76674,0.80796
2002,66 and older,1st Quintile,No,0.96550,615,615,0.95107,0.97994
2002,66 and older,2nd Quintile,No,0.95916,831,831,0.94569,0.97262
2002,66 and older,3rd Quintile,No,0.94249,638,638,0.92441,0.96057
2002,66 and older,4th Quintile,Yes,0.08740,43,567,0.06413,0.11066
2002,66 and older,4th Quintile,No,0.91260,524,567,0.88934,0.93587
2002,66 and older,5th Quintile,Yes,0.29632,114,423,0.25275,0.33989
2002,66 and older,5th Quintile,No,0.70368,309,423,0.66011,0.74725
2003,17-29 y.,1st Quintile,No,0.97254,808,808,0.96126,0.98381
2003,17-29 y.,2nd Quintile,Yes,0.05868,41,706,0.04133,0.07603
2003,17-29 y.,2nd Quintile,No,0.94132,665,706,0.92397,0.95867
2003,17-29 y.,3rd Quintile,Yes,0.08144,58,689,0.06100,0.10187
2003,17-29 y.,3rd Quintile,No,0.91856,631,689,0.89813,0.93900
2003,17-29 y.,4th Quintile,Yes,0.14263,92,699,0.11668,0.16857
2003,17-29 y.,4th Quintile,No,0.85737,607,699,0.83143,0.88332
2003,17-29 y.,5th Quintile,Yes,0.19768,114,633,0.16663,0.22873
2003,17-29 y.,5th Quintile,No,0.80232,519,633,0.77127,0.83337
2003,30-45 y.,1st Quintile,Yes,0.04554,39,962,0.03236,0.05873
2003,30-45 y.,1st Quintile,No,0.95446,923,962,0.94127,0.96764
2003,30-45 y.,2nd Quintile,Yes,0.09171,101,1193,0.07532,0.10809
2003,30-45 y.,2nd Quintile,No,0.90829,1092,1193,0.89191,0.92468
2003,30-45 y.,3rd Quintile,Yes,0.11329,130,1240,0.09565,0.13094
2003,30-45 y.,3rd Quintile,No,0.88671,1110,1240,0.86906,0.90435
2003,30-45 y.,4th Quintile,Yes,0.14697,183,1290,0.12764,0.16630
2003,30-45 y.,4th Quintile,No,0.85303,1107,1290,0.83370,0.87236
2003,30-45 y.,5th Quintile,Yes,0.22138,290,1212,0.19800,0.24476
2003,30-45 y.,5th Quintile,No,0.77862,922,1212,0.75524,0.80200
2003,46-65 y.,1st Quintile,No,0.97105,841,841,0.95971,0.98239
2003,46-65 y.,2nd Quintile,Yes,0.05640,46,965,0.04184,0.07096
2003,46-65 y.,2nd Quintile,No,0.94360,919,965,0.92904,0.95816
2003,46-65 y.,3rd Quintile,Yes,0.07427,71,1100,0.05877,0.08977
2003,46-65 y.,3rd Quintile,No,0.92573,1029,1100,0.91023,0.94123
2003,46-65 y.,4th Quintile,Yes,0.11833,155,1368,0.10120,0.13545
2003,46-65 y.,4th Quintile,No,0.88167,1213,1368,0.86455,0.89880
2003,46-65 y.,5th Quintile,Yes,0.23735,475,1810,0.21774,0.25696
2003,46-65 y.,5th Quintile,No,0.76265,1335,1810,0.74304,0.78226
2003,66 and older,1st Quintile,No,0.97611,632,632,0.96419,0.98802
2003,66 and older,2nd Quintile,Yes,0.04345,33,860,0.02982,0.05709
2003,66 and older,2nd Quintile,No,0.95655,827,860,0.94291,0.97018
2003,66 and older,3rd Quintile,Yes,0.05873,36,725,0.04160,0.07585
2003,66 and older,3rd Quintile,No,0.94127,689,725,0.92415,0.95840
2003,66 and older,4th Quintile,Yes,0.14866,64,519,0.11802,0.17929
2003,66 and older,4th Quintile,No,0.85134,455,519,0.82071,0.88198
2003,66 and older,5th Quintile,Yes,0.25224,150,522,0.21495,0.28954
2003,66 and older,5th Quintile,No,0.74776,372,522,0.71046,0.78505
2004,17-29 y.,1st Quintile,Yes,0.03982,36,849,0.02666,0.05298
2004,17-29 y.,1st Quintile,No,0.96018,813,849,0.94702,0.97334
2004,17-29 y.,2nd Quintile,Yes,0.07722,49,696,0.05737,0.09706
2004,17-29 y.,2nd Quintile,No,0.92278,647,696,0.90294,0.94263
2004,17-29 y.,3rd Quintile,Yes,0.09268,69,697,0.07113,0.11422
2004,17-29 y.,3rd Quintile,No,0.90732,628,697,0.88578,0.92887
2004,17-29 y.,4th Quintile,Yes,0.12164,76,656,0.09661,0.14667
2004,17-29 y.,4th Quintile,No,0.87836,580,656,0.85333,0.90339
2004,17-29 y.,5th Quintile,Yes,0.21483,125,609,0.18219,0.24748
2004,17-29 y.,5th Quintile,No,0.78517,484,609,0.75252,0.81781
2004,30-45 y.,1st Quintile,Yes,0.05332,46,905,0.03868,0.06797
2004,30-45 y.,1st Quintile,No,0.94668,859,905,0.93203,0.96132
2004,30-45 y.,2nd Quintile,Yes,0.11237,97,1136,0.09399,0.13074
2004,30-45 y.,2nd Quintile,No,0.88763,1039,1136,0.86926,0.90601
2004,30-45 y.,3rd Quintile,Yes,0.10856,133,1147,0.09055,0.12657
2004,30-45 y.,3rd Quintile,No,0.89144,1014,1147,0.87343,0.90945
2004,30-45 y.,4th Quintile,Yes,0.15386,173,1205,0.13348,0.17424
2004,30-45 y.,4th Quintile,No,0.84614,1032,1205,0.82576,0.86652
2004,30-45 y.,5th Quintile,Yes,0.22159,277,1140,0.19747,0.24571
2004,30-45 y.,5th Quintile,No,0.77841,863,1140,0.75429,0.80253
2004,46-65 y.,1st Quintile,No,0.96137,786,786,0.94789,0.97485
2004,46-65 y.,2nd Quintile,Yes,0.06598,51,945,0.05014,0.08181
2004,46-65 y.,2nd Quintile,No,0.93402,894,945,0.91819,0.94986
2004,46-65 y.,3rd Quintile,Yes,0.08389,94,1095,0.06746,0.10032
2004,46-65 y.,3rd Quintile,No,0.91611,1001,1095,0.89968,0.93254
2004,46-65 y.,4th Quintile,Yes,0.12101,156,1287,0.10318,0.13883
2004,46-65 y.,4th Quintile,No,0.87899,1131,1287,0.86117,0.89682
2004,46-65 y.,5th Quintile,Yes,0.27111,502,1777,0.25043,0.29178
2004,46-65 y.,5th Quintile,No,0.72889,1275,1777,0.70822,0.74957
2004,66 and older,1st Quintile,No,0.97384,569,569,0.96072,0.98697
2004,66 and older,2nd Quintile,Yes,0.04592,35,866,0.03197,0.05986
2004,66 and older,2nd Quintile,No,0.95408,831,866,0.94014,0.96803
2004,66 and older,3rd Quintile,Yes,0.05436,37,772,0.03836,0.07037
2004,66 and older,3rd Quintile,No,0.94564,735,772,0.92963,0.96164
2004,66 and older,4th Quintile,Yes,0.13404,80,637,0.10756,0.16052
2004,66 and older,4th Quintile,No,0.86596,557,637,0.83948,0.89244
2004,66 and older,5th Quintile,Yes,0.29154,167,518,0.25237,0.33072
2004,66 and older,5th Quintile,No,0.70846,351,518,0.66928,0.74763
2005,17-29 y.,1st Quintile,Yes,0.07319,48,852,0.05569,0.09069
2005,17-29 y.,1st Quintile,No,0.92681,804,852,0.90931,0.94431
2005,17-29 y.,2nd Quintile,Yes,0.07843,52,690,0.05835,0.09850
2005,17-29 y.,2nd Quintile,No,0.92157,638,690,0.90150,0.94165
2005,17-29 y.,3rd Quintile,Yes,0.10251,57,633,0.07887,0.12616
2005,17-29 y.,3rd Quintile,No,0.89749,576,633,0.87384,0.92113
2005,17-29 y.,4th Quintile,Yes,0.11274,84,658,0.08855,0.13692
2005,17-29 y.,4th Quintile,No,0.88726,574,658,0.86308,0.91145
2005,17-29 y.,5th Quintile,Yes,0.24640,116,548,0.21029,0.28251
2005,17-29 y.,5th Quintile,No,0.75360,432,548,0.71749,0.78971
2005,30-45 y.,1st Quintile,Yes,0.05201,40,862,0.03718,0.06684
2005,30-45 y.,1st Quintile,No,0.94799,822,862,0.93316,0.96282
2005,30-45 y.,2nd Quintile,Yes,0.11793,105,987,0.09779,0.13806
2005,30-45 y.,2nd Quintile,No,0.88207,882,987,0.86194,0.90221
2005,30-45 y.,3rd Quintile,Yes,0.13378,156,1087,0.11353,0.15403
2005,30-45 y.,3rd Quintile,No,0.86622,931,1087,0.84597,0.88647
2005,30-45 y.,4th Quintile,Yes,0.17893,204,1134,0.15661,0.20124
2005,30-45 y.,4th Quintile,No,0.82107,930,1134,0.79876,0.84339
2005,30-45 y.,5th Quintile,Yes,0.24053,263,1067,0.21487,0.26618
2005,30-45 y.,5th Quintile,No,0.75947,804,1067,0.73382,0.78513
2005,46-65 y.,1st Quintile,No,0.96802,721,721,0.95517,0.98087
2005,46-65 y.,2nd Quintile,Yes,0.09718,73,929,0.07812,0.11624
2005,46-65 y.,2nd Quintile,No,0.90282,856,929,0.88376,0.92188
2005,46-65 y.,3rd Quintile,Yes,0.09608,93,1020,0.07799,0.11418
2005,46-65 y.,3rd Quintile,No,0.90392,927,1020,0.88582,0.92201
2005,46-65 y.,4th Quintile,Yes,0.13106,169,1283,0.11259,0.14953
2005,46-65 y.,4th Quintile,No,0.86894,1114,1283,0.85047,0.88741
2005,46-65 y.,5th Quintile,Yes,0.27755,465,1629,0.25580,0.29931
2005,46-65 y.,5th Quintile,No,0.72245,1164,1629,0.70069,0.74420
2005,66 and older,1st Quintile,No,0.96286,552,552,0.94707,0.97865
2005,66 and older,2nd Quintile,Yes,0.03667,33,885,0.02428,0.04907
2005,66 and older,2nd Quintile,No,0.96333,852,885,0.95093,0.97572
2005,66 and older,3rd Quintile,Yes,0.07958,51,724,0.05985,0.09930
2005,66 and older,3rd Quintile,No,0.92042,673,724,0.90070,0.94015
2005,66 and older,4th Quintile,Yes,0.16971,99,672,0.14131,0.19812
2005,66 and older,4th Quintile,No,0.83029,573,672,0.80188,0.85869
2005,66 and older,5th Quintile,Yes,0.30022,168,519,0.26074,0.33969
2005,66 and older,5th Quintile,No,0.69978,351,519,0.66031,0.73926
2006,17-29 y.,1st Quintile,Yes,0.06527,50,740,0.04746,0.08308
2006,17-29 y.,1st Quintile,No,0.93473,690,740,0.91692,0.95254
2006,17-29 y.,2nd Quintile,Yes,0.10024,50,554,0.07521,0.12527
2006,17-29 y.,2nd Quintile,No,0.89976,504,554,0.87473,0.92479
2006,17-29 y.,3rd Quintile,Yes,0.12845,62,570,0.10096,0.15595
2006,17-29 y.,3rd Quintile,No,0.87155,508,570,0.84405,0.89904
2006,17-29 y.,4th Quintile,Yes,0.17698,98,586,0.14605,0.20791
2006,17-29 y.,4th Quintile,No,0.82302,488,586,0.79209,0.85395
2006,17-29 y.,5th Quintile,Yes,0.17859,87,469,0.14389,0.21329
2006,17-29 y.,5th Quintile,No,0.82141,382,469,0.78671,0.85611
2006,30-45 y.,1st Quintile,Yes,0.05951,47,784,0.04294,0.07608
2006,30-45 y.,1st Quintile,No,0.94049,737,784,0.92392,0.95706
2006,30-45 y.,2nd Quintile,Yes,0.11291,115,926,0.09251,0.13330
2006,30-45 y.,2nd Quintile,No,0.88709,811,926,0.86670,0.90749
2006,30-45 y.,3rd Quintile,Yes,0.17923,168,998,0.15543,0.20304
2006,30-45 y.,3rd Quintile,No,0.82077,830,998,0.79696,0.84457
2006,30-45 y.,4th Quintile,Yes,0.21943,227,1037,0.19423,0.24463
2006,30-45 y.,4th Quintile,No,0.78057,810,1037,0.75537,0.80577
2006,30-45 y.,5th Quintile,Yes,0.24400,261,967,0.21691,0.27108
2006,30-45 y.,5th Quintile,No,0.75600,706,967,0.72892,0.78309
2006,46-65 y.,1st Quintile,No,0.96430,724,724,0.95078,0.97783
2006,46-65 y.,2nd Quintile,Yes,0.11116,80,795,0.08930,0.13303
2006,46-65 y.,2nd Quintile,No,0.88884,715,795,0.86697,0.91070
2006,46-65 y.,3rd Quintile,Yes,0.13058,122,956,0.10921,0.15195
2006,46-65 y.,3rd Quintile,No,0.86942,834,956,0.84805,0.89079
2006,46-65 y.,4th Quintile,Yes,0.16450,205,1184,0.14337,0.18563
2006,46-65 y.,4th Quintile,No,0.83550,979,1184,0.81437,0.85663
2006,46-65 y.,5th Quintile,Yes,0.30567,515,1614,0.28319,0.32816
2006,46-65 y.,5th Quintile,No,0.69433,1099,1614,0.67184,0.71681
2006,66 and older,1st Quintile,No,0.95953,532,532,0.94277,0.97629
2006,66 and older,2nd Quintile,Yes,0.05379,42,894,0.03899,0.06858
2006,66 and older,2nd Quintile,No,0.94621,852,894,0.93142,0.96101
2006,66 and older,3rd Quintile,Yes,0.08002,65,810,0.06132,0.09872
2006,66 and older,3rd Quintile,No,0.91998,745,810,0.90128,0.93868
2006,66 and older,4th Quintile,Yes,0.14628,89,613,0.11828,0.17428
2006,66 and older,4th Quintile,No,0.85372,524,613,0.82572,0.88172
2006,66 and older,5th Quintile,Yes,0.32263,189,544,0.28331,0.36195
2006,66 and older,5th Quintile,No,0.67737,355,544,0.63805,0.71669
2007,17-29 y.,1st Quintile,Yes,0.07348,60,780,0.05516,0.09180
2007,17-29 y.,1st Quintile,No,0.92652,720,780,0.90820,0.94484
2007,17-29 y.,2nd Quintile,Yes,0.10173,52,616,0.07784,0.12562
2007,17-29 y.,2nd Quintile,No,0.89827,564,616,0.87438,0.92216
2007,17-29 y.,3rd Quintile,Yes,0.13914,72,594,0.11128,0.16700
2007,17-29 y.,3rd Quintile,No,0.86086,522,594,0.83300,0.88872
2007,17-29 y.,4th Quintile,Yes,0.19216,103,569,0.15975,0.22456
2007,17-29 y.,4th Quintile,No,0.80784,466,569,0.77544,0.84025
2007,17-29 y.,5th Quintile,Yes,0.25812,95,435,0.21695,0.29929
2007,17-29 y.,5th Quintile,No,0.74188,340,435,0.70071,0.78305
2007,30-45 y.,1st Quintile,Yes,0.06916,53,778,0.05132,0.08700
2007,30-45 y.,1st Quintile,No,0.93084,725,778,0.91300,0.94868
2007,30-45 y.,2nd Quintile,Yes,0.14158,134,963,0.11955,0.16361
2007,30-45 y.,2nd Quintile,No,0.85842,829,963,0.83639,0.88045
2007,30-45 y.,3rd Quintile,Yes,0.18013,176,1023,0.15657,0.20369
2007,30-45 y.,3rd Quintile,No,0.81987,847,1023,0.79631,0.84343
2007,30-45 y.,4th Quintile,Yes,0.22287,243,1074,0.19797,0.24778
2007,30-45 y.,4th Quintile,No,0.77713,831,1074,0.75222,0.80203
2007,30-45 y.,5th Quintile,Yes,0.30836,315,983,0.27948,0.33725
2007,30-45 y.,5th Quintile,No,0.69164,668,983,0.66275,0.72052
2007,46-65 y.,1st Quintile,Yes,0.05215,43,824,0.03696,0.06734
2007,46-65 y.,1st Quintile,No,0.94785,781,824,0.93266,0.96304
2007,46-65 y.,2nd Quintile,Yes,0.11055,87,840,0.08933,0.13177
2007,46-65 y.,2nd Quintile,No,0.88945,753,840,0.86823,0.91067
2007,46-65 y.,3rd Quintile,Yes,0.14575,153,1021,0.12409,0.16740
2007,46-65 y.,3rd Quintile,No,0.85425,868,1021,0.83260,0.87591
2007,46-65 y.,4th Quintile,Yes,0.18626,248,1321,0.16526,0.20726
2007,46-65 y.,4th Quintile,No,0.81374,1073,1321,0.79274,0.83474
2007,46-65 y.,5th Quintile,Yes,0.32761,551,1659,0.30502,0.35020
2007,46-65 y.,5th Quintile,No,0.67239,1108,1659,0.64980,0.69498
2007,66 and older,1st Quintile,No,0.95825,655,655,0.94293,0.97358
2007,66 and older,2nd Quintile,Yes,0.06693,58,939,0.05093,0.08292
2007,66 and older,2nd Quintile,No,0.93307,881,939,0.91708,0.94907
2007,66 and older,3rd Quintile,Yes,0.11415,104,939,0.09380,0.13450
2007,66 and older,3rd Quintile,No,0.88585,835,939,0.86550,0.90620
2007,66 and older,4th Quintile,Yes,0.18828,127,704,0.15938,0.21718
2007,66 and older,4th Quintile,No,0.81172,577,704,0.78282,0.84062
2007,66 and older,5th Quintile,Yes,0.33433,217,573,0.29567,0.37299
2007,66 and older,5th Quintile,No,0.66567,356,573,0.62701,0.70433
2008,17-29 y.,1st Quintile,Yes,0.06123,51,722,0.04373,0.07873
2008,17-29 y.,1st Quintile,No,0.93877,671,722,0.92127,0.95627
2008,17-29 y.,2nd Quintile,Yes,0.15048,77,565,0.12097,0.17999
2008,17-29 y.,2nd Quintile,No,0.84952,488,565,0.82001,0.87903
2008,17-29 y.,3rd Quintile,Yes,0.16829,98,592,0.13813,0.19845
2008,17-29 y.,3rd Quintile,No,0.83171,494,592,0.80155,0.86187
2008,17-29 y.,4th Quintile,Yes,0.20417,101,528,0.16975,0.23859
2008,17-29 y.,4th Quintile,No,0.79583,427,528,0.76141,0.83025
2008,17-29 y.,5th Quintile,Yes,0.26554,95,422,0.22335,0.30772
2008,17-29 y.,5th Quintile,No,0.73446,327,422,0.69228,0.77665
2008,30-45 y.,1st Quintile,Yes,0.09778,53,709,0.07590,0.11966
2008,30-45 y.,1st Quintile,No,0.90222,656,709,0.88034,0.92410
2008,30-45 y.,2nd Quintile,Yes,0.16409,134,875,0.13954,0.18864
2008,30-45 y.,2nd Quintile,No,0.83591,741,875,0.81136,0.86046
2008,30-45 y.,3rd Quintile,Yes,0.21892,228,986,0.19310,0.24474
2008,30-45 y.,3rd Quintile,No,0.78108,758,986,0.75526,0.80690
2008,30-45 y.,4th Quintile,Yes,0.27302,249,946,0.24461,0.30142
2008,30-45 y.,4th Quintile,No,0.72698,697,946,0.69858,0.75539
2008,30-45 y.,5th Quintile,Yes,0.36799,320,915,0.33673,0.39926
2008,30-45 y.,5th Quintile,No,0.63201,595,915,0.60074,0.66327
2008,46-65 y.,1st Quintile,Yes,0.05010,39,779,0.03477,0.06543
2008,46-65 y.,1st Quintile,No,0.94990,740,779,0.93457,0.96523
2008,46-65 y.,2nd Quintile,Yes,0.13876,112,784,0.11455,0.16298
2008,46-65 y.,2nd Quintile,No,0.86124,672,784,0.83702,0.88545
2008,46-65 y.,3rd Quintile,Yes,0.17471,189,1061,0.15185,0.19757
2008,46-65 y.,3rd Quintile,No,0.82529,872,1061,0.80243,0.84815
2008,46-65 y.,4th Quintile,Yes,0.20630,247,1222,0.18361,0.22900
2008,46-65 y.,4th Quintile,No,0.79370,975,1222,0.77100,0.81639
2008,46-65 y.,5th Quintile,Yes,0.35289,574,1574,0.32927,0.37650
2008,46-65 y.,5th Quintile,No,0.64711,1000,1574,0.62350,0.67073
