year,age_gr,pgisced97,ple0098_v5,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2000,30-45 y.,Upper Secondary Level,No,0.90735,3727,4088,0.89846,0.91624
2000,30-45 y.,Post-secondary Non-tertiary Level,Yes,0.11903,54,463,0.08950,0.14855
2000,30-45 y.,Post-secondary Non-tertiary Level,No,0.88097,409,463,0.85145,0.91050
2000,30-45 y.,First Stage of Tertiary Education,Yes,0.10718,71,668,0.08371,0.13066
2000,30-45 y.,First Stage of Tertiary Education,No,0.89282,597,668,0.86934,0.91629
2000,30-45 y.,Second Stage of Tertiary Education,Yes,0.16011,184,1266,0.13990,0.18032
2000,30-45 y.,Second Stage of Tertiary Education,No,0.83989,1082,1266,0.81968,0.86010
2000,46-65 y.,Primary Level,No,0.98370,164,164,0.96426,1.00314
2000,46-65 y.,Lower Secondary Level,Yes,0.04448,33,955,0.03139,0.05756
2000,46-65 y.,Lower Secondary Level,No,0.95552,922,955,0.94244,0.96861
2000,46-65 y.,Upper Secondary Level,Yes,0.11210,385,3875,0.10216,0.12203
2000,46-65 y.,Upper Secondary Level,No,0.88790,3490,3875,0.87797,0.89784
2000,46-65 y.,Post-secondary Non-tertiary Level,No,0.78656,133,133,0.71666,0.85646
2000,46-65 y.,First Stage of Tertiary Education,Yes,0.11240,66,570,0.08645,0.13835
2000,46-65 y.,First Stage of Tertiary Education,No,0.88760,504,570,0.86165,0.91355
2000,46-65 y.,Second Stage of Tertiary Education,Yes,0.18571,152,980,0.16135,0.21007
2000,46-65 y.,Second Stage of Tertiary Education,No,0.81429,828,980,0.78993,0.83865
2000,66 and older,Lower Secondary Level,No,0.96374,848,848,0.95115,0.97633
2000,66 and older,Upper Secondary Level,Yes,0.06698,104,1747,0.05525,0.07870
2000,66 and older,Upper Secondary Level,No,0.93302,1643,1747,0.92130,0.94475
2000,66 and older,Post-secondary Non-tertiary Level,No,0.79305,64,64,0.69301,0.89309
2000,66 and older,First Stage of Tertiary Education,No,0.91687,203,203,0.87880,0.95494
2000,66 and older,Second Stage of Tertiary Education,Yes,0.19216,55,299,0.14742,0.23689
2000,66 and older,Second Stage of Tertiary Education,No,0.80784,244,299,0.76311,0.85258
2001,17-29 y.,No answer / don't know,No,0.98167,80,80,0.95209,1.01125
2001,17-29 y.,Pre-primary Level,No,0.93005,410,410,0.90534,0.95477
2001,17-29 y.,Primary Level,No,0.98136,49,49,0.94310,1.01962
2001,17-29 y.,Lower Secondary Level,Yes,0.03844,35,911,0.02595,0.05093
2001,17-29 y.,Lower Secondary Level,No,0.96156,876,911,0.94907,0.97405
2001,17-29 y.,Upper Secondary Level,Yes,0.09102,141,1669,0.07721,0.10482
2001,17-29 y.,Upper Secondary Level,No,0.90898,1528,1669,0.89518,0.92279
2001,17-29 y.,Post-secondary Non-tertiary Level,No,0.90945,231,231,0.87236,0.94654
2001,17-29 y.,First Stage of Tertiary Education,No,0.87823,114,114,0.81794,0.93853
2001,17-29 y.,Second Stage of Tertiary Education,No,0.81446,155,155,0.75306,0.87585
2001,30-45 y.,Primary Level,No,0.98080,79,79,0.95035,1.01125
2001,30-45 y.,Lower Secondary Level,No,0.94774,470,470,0.92759,0.96788
2001,30-45 y.,Upper Secondary Level,Yes,0.10497,344,3661,0.09504,0.11490
2001,30-45 y.,Upper Secondary Level,No,0.89503,3317,3661,0.88510,0.90496
2001,30-45 y.,Post-secondary Non-tertiary Level,Yes,0.13973,68,463,0.10812,0.17135
2001,30-45 y.,Post-secondary Non-tertiary Level,No,0.86027,395,463,0.82865,0.89188
2001,30-45 y.,First Stage of Tertiary Education,Yes,0.15493,79,608,0.12614,0.18371
2001,30-45 y.,First Stage of Tertiary Education,No,0.84507,529,608,0.81629,0.87386
2001,30-45 y.,Second Stage of Tertiary Education,Yes,0.17927,175,1119,0.15679,0.20176
2001,30-45 y.,Second Stage of Tertiary Education,No,0.82073,944,1119,0.79824,0.84321
2001,46-65 y.,Primary Level,No,0.98609,122,122,0.96521,1.00696
2001,46-65 y.,Lower Secondary Level,No,0.97618,774,774,0.96544,0.98693
2001,46-65 y.,Upper Secondary Level,Yes,0.10118,323,3582,0.09130,0.11106
2001,46-65 y.,Upper Secondary Level,No,0.89882,3259,3582,0.88894,0.90870
2001,46-65 y.,Post-secondary Non-tertiary Level,No,0.80103,139,139,0.73442,0.86764
2001,46-65 y.,First Stage of Tertiary Education,Yes,0.09629,52,514,0.07076,0.12181
2001,46-65 y.,First Stage of Tertiary Education,No,0.90371,462,514,0.87819,0.92924
2001,46-65 y.,Second Stage of Tertiary Education,Yes,0.16453,134,954,0.14099,0.18807
2001,46-65 y.,Second Stage of Tertiary Education,No,0.83547,820,954,0.81193,0.85901
2001,66 and older,Lower Secondary Level,No,0.97533,756,756,0.96426,0.98639
2001,66 and older,Upper Secondary Level,Yes,0.07423,111,1657,0.06160,0.08685
2001,66 and older,Upper Secondary Level,No,0.92577,1546,1657,0.91315,0.93840
2001,66 and older,Post-secondary Non-tertiary Level,No,0.78331,67,67,0.68392,0.88271
2001,66 and older,First Stage of Tertiary Education,No,0.92246,200,200,0.88530,0.95962
2001,66 and older,Second Stage of Tertiary Education,Yes,0.16425,45,304,0.12253,0.20597
2001,66 and older,Second Stage of Tertiary Education,No,0.83575,259,304,0.79403,0.87747
2002,17-29 y.,No answer / don't know,No,0.97036,140,140,0.94216,0.99855
2002,17-29 y.,Pre-primary Level,Yes,0.05540,40,490,0.03513,0.07568
2002,17-29 y.,Pre-primary Level,No,0.94460,450,490,0.92432,0.96487
2002,17-29 y.,Lower Secondary Level,Yes,0.04196,38,830,0.02831,0.05561
2002,17-29 y.,Lower Secondary Level,No,0.95804,792,830,0.94439,0.97169
2002,17-29 y.,Upper Secondary Level,Yes,0.10343,168,1636,0.08867,0.11819
2002,17-29 y.,Upper Secondary Level,No,0.89657,1468,1636,0.88181,0.91133
2002,17-29 y.,Post-secondary Non-tertiary Level,No,0.93522,241,241,0.90408,0.96636
2002,17-29 y.,First Stage of Tertiary Education,No,0.82905,90,90,0.75083,0.90726
2002,17-29 y.,Second Stage of Tertiary Education,No,0.85661,159,159,0.80196,0.91125
2002,30-45 y.,Lower Secondary Level,No,0.96850,432,432,0.95202,0.98499
2002,30-45 y.,Upper Secondary Level,Yes,0.10823,389,3463,0.09789,0.11858
2002,30-45 y.,Upper Secondary Level,No,0.89177,3074,3463,0.88142,0.90211
2002,30-45 y.,Post-secondary Non-tertiary Level,Yes,0.12285,78,498,0.09399,0.15171
2002,30-45 y.,Post-secondary Non-tertiary Level,No,0.87715,420,498,0.84829,0.90601
2002,30-45 y.,First Stage of Tertiary Education,Yes,0.13716,78,599,0.10959,0.16473
2002,30-45 y.,First Stage of Tertiary Education,No,0.86284,521,599,0.83527,0.89041
2002,30-45 y.,Second Stage of Tertiary Education,Yes,0.14917,202,1185,0.12888,0.16946
2002,30-45 y.,Second Stage of Tertiary Education,No,0.85083,983,1185,0.83054,0.87112
2002,46-65 y.,Primary Level,No,0.98002,102,102,0.95274,1.00731
2002,46-65 y.,Lower Secondary Level,No,0.96913,718,718,0.95647,0.98179
2002,46-65 y.,Upper Secondary Level,Yes,0.11587,450,3615,0.10543,0.12630
2002,46-65 y.,Upper Secondary Level,No,0.88413,3165,3615,0.87370,0.89457
2002,46-65 y.,Post-secondary Non-tertiary Level,Yes,0.18455,36,187,0.12880,0.24030
2002,46-65 y.,Post-secondary Non-tertiary Level,No,0.81545,151,187,0.75970,0.87120
2002,46-65 y.,First Stage of Tertiary Education,Yes,0.12785,81,550,0.09992,0.15578
2002,46-65 y.,First Stage of Tertiary Education,No,0.87215,469,550,0.84422,0.90008
2002,46-65 y.,Second Stage of Tertiary Education,Yes,0.20842,233,1130,0.18473,0.23211
2002,46-65 y.,Second Stage of Tertiary Education,No,0.79158,897,1130,0.76789,0.81527
2002,66 and older,Lower Secondary Level,No,0.95905,733,733,0.94469,0.97341
2002,66 and older,Upper Secondary Level,Yes,0.08444,138,1739,0.07136,0.09751
2002,66 and older,Upper Secondary Level,No,0.91556,1601,1739,0.90249,0.92864
2002,66 and older,Post-secondary Non-tertiary Level,No,0.77434,61,61,0.66857,0.88011
2002,66 and older,First Stage of Tertiary Education,No,0.89882,205,205,0.85743,0.94020
2002,66 and older,Second Stage of Tertiary Education,Yes,0.18499,86,377,0.14574,0.22424
2002,66 and older,Second Stage of Tertiary Education,No,0.81501,291,377,0.77576,0.85426
2003,17-29 y.,No answer / don't know,No,0.93836,178,178,0.90293,0.97379
2003,17-29 y.,Pre-primary Level,Yes,0.07381,42,494,0.05073,0.09689
2003,17-29 y.,Pre-primary Level,No,0.92619,452,494,0.90311,0.94927
2003,17-29 y.,Primary Level,No,0.99486,38,38,0.97180,1.01791
2003,17-29 y.,Lower Secondary Level,Yes,0.04309,42,789,0.02891,0.05726
2003,17-29 y.,Lower Secondary Level,No,0.95691,747,789,0.94274,0.97109
2003,17-29 y.,Upper Secondary Level,Yes,0.09026,158,1544,0.07596,0.10456
2003,17-29 y.,Upper Secondary Level,No,0.90974,1386,1544,0.89544,0.92404
2003,17-29 y.,Post-secondary Non-tertiary Level,Yes,0.17568,39,261,0.12942,0.22194
2003,17-29 y.,Post-secondary Non-tertiary Level,No,0.82432,222,261,0.77806,0.87058
2003,17-29 y.,First Stage of Tertiary Education,No,0.88049,73,73,0.80556,0.95542
2003,17-29 y.,Second Stage of Tertiary Education,No,0.82787,135,135,0.76395,0.89179
2003,30-45 y.,Primary Level,No,0.98285,74,74,0.95306,1.01263
2003,30-45 y.,Lower Secondary Level,No,0.95415,410,410,0.93388,0.97442
2003,30-45 y.,Upper Secondary Level,Yes,0.11768,382,3246,0.10659,0.12876
2003,30-45 y.,Upper Secondary Level,No,0.88232,2864,3246,0.87124,0.89341
2003,30-45 y.,Post-secondary Non-tertiary Level,Yes,0.10639,73,479,0.07875,0.13404
2003,30-45 y.,Post-secondary Non-tertiary Level,No,0.89361,406,479,0.86596,0.92125
2003,30-45 y.,First Stage of Tertiary Education,Yes,0.15521,80,579,0.12569,0.18473
2003,30-45 y.,First Stage of Tertiary Education,No,0.84479,499,579,0.81527,0.87431
2003,30-45 y.,Second Stage of Tertiary Education,Yes,0.16866,189,1077,0.14629,0.19104
2003,30-45 y.,Second Stage of Tertiary Education,No,0.83134,888,1077,0.80896,0.85371
2003,46-65 y.,Primary Level,No,0.98390,96,96,0.95859,1.00921
2003,46-65 y.,Lower Secondary Level,No,0.97584,652,652,0.96405,0.98764
2003,46-65 y.,Upper Secondary Level,Yes,0.10810,418,3459,0.09776,0.11845
2003,46-65 y.,Upper Secondary Level,No,0.89190,3041,3459,0.88155,0.90224
2003,46-65 y.,Post-secondary Non-tertiary Level,Yes,0.18905,37,194,0.13381,0.24429
2003,46-65 y.,Post-secondary Non-tertiary Level,No,0.81095,157,194,0.75571,0.86619
2003,46-65 y.,First Stage of Tertiary Education,Yes,0.11666,72,541,0.08958,0.14373
2003,46-65 y.,First Stage of Tertiary Education,No,0.88334,469,541,0.85627,0.91042
2003,46-65 y.,Second Stage of Tertiary Education,Yes,0.19159,220,1130,0.16863,0.21455
2003,46-65 y.,Second Stage of Tertiary Education,No,0.80841,910,1130,0.78545,0.83137
2003,66 and older,Lower Secondary Level,No,0.96287,727,727,0.94911,0.97662
2003,66 and older,Upper Secondary Level,Yes,0.07966,141,1762,0.06701,0.09230
2003,66 and older,Upper Secondary Level,No,0.92034,1621,1762,0.90770,0.93299
2003,66 and older,Post-secondary Non-tertiary Level,No,0.80614,62,62,0.70694,0.90535
2003,66 and older,First Stage of Tertiary Education,No,0.91379,210,210,0.87574,0.95184
2003,66 and older,Second Stage of Tertiary Education,Yes,0.23600,95,395,0.19407,0.27793
2003,66 and older,Second Stage of Tertiary Education,No,0.76400,300,395,0.72207,0.80593
2004,17-29 y.,No answer / don't know,No,0.94793,208,208,0.91766,0.97820
2004,17-29 y.,Pre-primary Level,Yes,0.08482,46,496,0.06028,0.10936
2004,17-29 y.,Pre-primary Level,No,0.91518,450,496,0.89064,0.93972
2004,17-29 y.,Lower Secondary Level,Yes,0.05663,46,735,0.03991,0.07335
2004,17-29 y.,Lower Secondary Level,No,0.94337,689,735,0.92665,0.96009
2004,17-29 y.,Upper Secondary Level,Yes,0.10227,164,1523,0.08704,0.11749
2004,17-29 y.,Upper Secondary Level,No,0.89773,1359,1523,0.88251,0.91296
2004,17-29 y.,Post-secondary Non-tertiary Level,Yes,0.15539,46,261,0.11135,0.19942
2004,17-29 y.,Post-secondary Non-tertiary Level,No,0.84461,215,261,0.80058,0.88865
2004,17-29 y.,First Stage of Tertiary Education,No,0.83186,73,73,0.74547,0.91825
2004,17-29 y.,Second Stage of Tertiary Education,Yes,0.16661,32,151,0.10698,0.22625
2004,17-29 y.,Second Stage of Tertiary Education,No,0.83339,119,151,0.77375,0.89302
2004,30-45 y.,Lower Secondary Level,No,0.93727,392,392,0.91324,0.96131
2004,30-45 y.,Upper Secondary Level,Yes,0.11278,348,3029,0.10151,0.12405
2004,30-45 y.,Upper Secondary Level,No,0.88722,2681,3029,0.87595,0.89849
2004,30-45 y.,Post-secondary Non-tertiary Level,Yes,0.12075,71,465,0.09110,0.15039
2004,30-45 y.,Post-secondary Non-tertiary Level,No,0.87925,394,465,0.84961,0.90890
2004,30-45 y.,First Stage of Tertiary Education,Yes,0.20149,96,547,0.16784,0.23513
2004,30-45 y.,First Stage of Tertiary Education,No,0.79851,451,547,0.76487,0.83216
2004,30-45 y.,Second Stage of Tertiary Education,Yes,0.18012,189,995,0.15623,0.20400
2004,30-45 y.,Second Stage of Tertiary Education,No,0.81988,806,995,0.79600,0.84377
2004,46-65 y.,Lower Secondary Level,No,0.97043,577,577,0.95659,0.98426
2004,46-65 y.,Upper Secondary Level,Yes,0.12292,442,3350,0.11180,0.13405
2004,46-65 y.,Upper Secondary Level,No,0.87708,2908,3350,0.86595,0.88820
2004,46-65 y.,Post-secondary Non-tertiary Level,Yes,0.18692,45,208,0.13381,0.24003
2004,46-65 y.,Post-secondary Non-tertiary Level,No,0.81308,163,208,0.75997,0.86619
2004,46-65 y.,First Stage of Tertiary Education,Yes,0.11279,77,526,0.08573,0.13985
2004,46-65 y.,First Stage of Tertiary Education,No,0.88721,449,526,0.86015,0.91427
2004,46-65 y.,Second Stage of Tertiary Education,Yes,0.22006,243,1140,0.19600,0.24412
2004,46-65 y.,Second Stage of Tertiary Education,No,0.77994,897,1140,0.75588,0.80400
2004,66 and older,Lower Secondary Level,Yes,0.04153,31,740,0.02715,0.05592
2004,66 and older,Lower Secondary Level,No,0.95847,709,740,0.94408,0.97285
2004,66 and older,Upper Secondary Level,Yes,0.08480,159,1829,0.07202,0.09757
2004,66 and older,Upper Secondary Level,No,0.91520,1670,1829,0.90243,0.92798
2004,66 and older,Post-secondary Non-tertiary Level,No,0.80062,63,63,0.70116,0.90007
2004,66 and older,First Stage of Tertiary Education,No,0.88663,213,213,0.84395,0.92931
2004,66 and older,Second Stage of Tertiary Education,Yes,0.21620,99,431,0.17729,0.25511
2004,66 and older,Second Stage of Tertiary Education,No,0.78380,332,431,0.74489,0.82271
2005,17-29 y.,No answer / don't know,No,0.92741,231,231,0.89388,0.96094
2005,17-29 y.,Pre-primary Level,Yes,0.07997,38,507,0.05634,0.10361
2005,17-29 y.,Pre-primary Level,No,0.92003,469,507,0.89639,0.94366
2005,17-29 y.,Primary Level,No,0.95254,38,38,0.88403,1.02105
2005,17-29 y.,Lower Secondary Level,No,0.95472,642,642,0.93863,0.97082
2005,17-29 y.,Upper Secondary Level,Yes,0.13291,181,1426,0.11529,0.15054
2005,17-29 y.,Upper Secondary Level,No,0.86709,1245,1426,0.84946,0.88471
2005,17-29 y.,Post-secondary Non-tertiary Level,Yes,0.18862,52,265,0.14143,0.23581
2005,17-29 y.,Post-secondary Non-tertiary Level,No,0.81138,213,265,0.76419,0.85857
2005,17-29 y.,First Stage of Tertiary Education,No,0.95289,57,57,0.89740,1.00838
2005,17-29 y.,Second Stage of Tertiary Education,Yes,0.19032,33,163,0.12987,0.25077
2005,17-29 y.,Second Stage of Tertiary Education,No,0.80968,130,163,0.74923,0.87013
2005,30-45 y.,Lower Secondary Level,No,0.94238,371,371,0.91864,0.96613
2005,30-45 y.,Upper Secondary Level,Yes,0.13608,393,2788,0.12335,0.14881
2005,30-45 y.,Upper Secondary Level,No,0.86392,2395,2788,0.85119,0.87665
2005,30-45 y.,Post-secondary Non-tertiary Level,Yes,0.15919,81,445,0.12516,0.19322
2005,30-45 y.,Post-secondary Non-tertiary Level,No,0.84081,364,445,0.80678,0.87484
2005,30-45 y.,First Stage of Tertiary Education,Yes,0.18095,87,506,0.14737,0.21452
2005,30-45 y.,First Stage of Tertiary Education,No,0.81905,419,506,0.78548,0.85263
2005,30-45 y.,Second Stage of Tertiary Education,Yes,0.19600,185,928,0.17044,0.22155
2005,30-45 y.,Second Stage of Tertiary Education,No,0.80400,743,928,0.77845,0.82956
2005,46-65 y.,Lower Secondary Level,No,0.95043,502,502,0.93142,0.96943
2005,46-65 y.,Upper Secondary Level,Yes,0.12859,436,3177,0.11695,0.14024
2005,46-65 y.,Upper Secondary Level,No,0.87141,2741,3177,0.85976,0.88305
2005,46-65 y.,Post-secondary Non-tertiary Level,Yes,0.17841,47,203,0.12562,0.23121
2005,46-65 y.,Post-secondary Non-tertiary Level,No,0.82159,156,203,0.76879,0.87438
2005,46-65 y.,First Stage of Tertiary Education,Yes,0.15697,83,509,0.12534,0.18860
2005,46-65 y.,First Stage of Tertiary Education,No,0.84303,426,509,0.81140,0.87466
2005,46-65 y.,Second Stage of Tertiary Education,Yes,0.21102,237,1102,0.18692,0.23512
2005,46-65 y.,Second Stage of Tertiary Education,No,0.78898,865,1102,0.76488,0.81308
2005,66 and older,Lower Secondary Level,No,0.95731,687,687,0.94219,0.97244
2005,66 and older,Upper Secondary Level,Yes,0.10323,183,1824,0.08926,0.11719
2005,66 and older,Upper Secondary Level,No,0.89677,1641,1824,0.88281,0.91074
2005,66 and older,Post-secondary Non-tertiary Level,No,0.73036,62,62,0.61899,0.84173
2005,66 and older,First Stage of Tertiary Education,No,0.85293,199,199,0.80360,0.90226
2005,66 and older,Second Stage of Tertiary Education,Yes,0.19357,102,459,0.15738,0.22975
2005,66 and older,Second Stage of Tertiary Education,No,0.80643,357,459,0.77025,0.84262
2006,17-29 y.,No answer / don't know,No,0.91597,248,248,0.88137,0.95057
2006,17-29 y.,Pre-primary Level,No,0.89461,256,256,0.85692,0.93230
2006,17-29 y.,Primary Level,No,0.90720,45,45,0.82147,0.99294
2006,17-29 y.,Lower Secondary Level,Yes,0.05474,40,647,0.03720,0.07228
2006,17-29 y.,Lower Secondary Level,No,0.94526,607,647,0.92772,0.96280
2006,17-29 y.,Upper Secondary Level,Yes,0.12661,193,1496,0.10976,0.14347
2006,17-29 y.,Upper Secondary Level,No,0.87339,1303,1496,0.85653,0.89024
2006,17-29 y.,Post-secondary Non-tertiary Level,Yes,0.24567,65,272,0.19441,0.29692
2006,17-29 y.,Post-secondary Non-tertiary Level,No,0.75433,207,272,0.70308,0.80559
2006,17-29 y.,First Stage of Tertiary Education,No,0.85851,51,51,0.76191,0.95512
2006,17-29 y.,Second Stage of Tertiary Education,Yes,0.25278,44,194,0.19146,0.31410
2006,17-29 y.,Second Stage of Tertiary Education,No,0.74722,150,194,0.68590,0.80854
2006,30-45 y.,Primary Level,No,0.97109,54,54,0.92598,1.01620
2006,30-45 y.,Lower Secondary Level,No,0.94323,358,358,0.91923,0.96723
2006,30-45 y.,Upper Secondary Level,Yes,0.15187,462,2875,0.13874,0.16499
2006,30-45 y.,Upper Secondary Level,No,0.84813,2413,2875,0.83501,0.86126
2006,30-45 y.,Post-secondary Non-tertiary Level,Yes,0.20648,114,497,0.17086,0.24211
2006,30-45 y.,Post-secondary Non-tertiary Level,No,0.79352,383,497,0.75789,0.82914
2006,30-45 y.,First Stage of Tertiary Education,Yes,0.17979,92,519,0.14672,0.21286
2006,30-45 y.,First Stage of Tertiary Education,No,0.82021,427,519,0.78714,0.85328
2006,30-45 y.,Second Stage of Tertiary Education,Yes,0.21839,219,970,0.19238,0.24441
2006,30-45 y.,Second Stage of Tertiary Education,No,0.78161,751,970,0.75559,0.80762
2006,46-65 y.,Primary Level,No,0.98872,76,76,0.96483,1.01262
2006,46-65 y.,Lower Secondary Level,No,0.94915,518,518,0.93021,0.96809
2006,46-65 y.,Upper Secondary Level,Yes,0.15804,600,3466,0.14590,0.17019
2006,46-65 y.,Upper Secondary Level,No,0.84196,2866,3466,0.82981,0.85410
2006,46-65 y.,Post-secondary Non-tertiary Level,Yes,0.23935,59,217,0.18245,0.29626
2006,46-65 y.,Post-secondary Non-tertiary Level,No,0.76065,158,217,0.70374,0.81755
2006,46-65 y.,First Stage of Tertiary Education,Yes,0.17833,97,529,0.14568,0.21098
2006,46-65 y.,First Stage of Tertiary Education,No,0.82167,432,529,0.78902,0.85432
2006,46-65 y.,Second Stage of Tertiary Education,Yes,0.24731,304,1215,0.22304,0.27158
2006,46-65 y.,Second Stage of Tertiary Education,No,0.75269,911,1215,0.72842,0.77696
2006,66 and older,Lower Secondary Level,Yes,0.04447,33,801,0.03019,0.05876
2006,66 and older,Lower Secondary Level,No,0.95553,768,801,0.94124,0.96981
2006,66 and older,Upper Secondary Level,Yes,0.10402,231,2148,0.09110,0.11693
2006,66 and older,Upper Secondary Level,No,0.89598,1917,2148,0.88307,0.90890
2006,66 and older,Post-secondary Non-tertiary Level,No,0.75405,70,70,0.65244,0.85566
2006,66 and older,First Stage of Tertiary Education,Yes,0.12359,36,278,0.08483,0.16234
2006,66 and older,First Stage of Tertiary Education,No,0.87641,242,278,0.83766,0.91517
2006,66 and older,Second Stage of Tertiary Education,Yes,0.23233,137,547,0.19691,0.26776
2006,66 and older,Second Stage of Tertiary Education,No,0.76767,410,547,0.73224,0.80309
2007,17-29 y.,No answer / don't know,No,0.93343,262,262,0.90318,0.96367
2007,17-29 y.,Pre-primary Level,No,0.92770,240,240,0.89487,0.96054
2007,17-29 y.,Primary Level,No,0.93221,38,38,0.85121,1.01321
2007,17-29 y.,Lower Secondary Level,Yes,0.06596,40,562,0.04542,0.08650
2007,17-29 y.,Lower Secondary Level,No,0.93404,522,562,0.91350,0.95458
2007,17-29 y.,Upper Secondary Level,Yes,0.13024,184,1391,0.11255,0.14794
2007,17-29 y.,Upper Secondary Level,No,0.86976,1207,1391,0.85206,0.88745
2007,17-29 y.,Post-secondary Non-tertiary Level,Yes,0.32900,65,242,0.26968,0.38832
2007,17-29 y.,Post-secondary Non-tertiary Level,No,0.67100,177,242,0.61168,0.73032
2007,17-29 y.,First Stage of Tertiary Education,No,0.63564,33,33,0.46889,0.80238
2007,17-29 y.,Second Stage of Tertiary Education,Yes,0.27027,41,176,0.20447,0.33606
2007,17-29 y.,Second Stage of Tertiary Education,No,0.72973,135,176,0.66394,0.79553
2007,30-45 y.,Primary Level,No,0.98777,47,47,0.95602,1.01953
2007,30-45 y.,Lower Secondary Level,No,0.94703,305,305,0.92185,0.97221
2007,30-45 y.,Upper Secondary Level,Yes,0.17406,461,2586,0.15944,0.18868
2007,30-45 y.,Upper Secondary Level,No,0.82594,2125,2586,0.81132,0.84056
2007,30-45 y.,Post-secondary Non-tertiary Level,Yes,0.22482,114,474,0.18720,0.26245
2007,30-45 y.,Post-secondary Non-tertiary Level,No,0.77518,360,474,0.73755,0.81280
2007,30-45 y.,First Stage of Tertiary Education,Yes,0.22689,103,459,0.18853,0.26524
2007,30-45 y.,First Stage of Tertiary Education,No,0.77311,356,459,0.73476,0.81147
2007,30-45 y.,Second Stage of Tertiary Education,Yes,0.23317,224,922,0.20586,0.26048
2007,30-45 y.,Second Stage of Tertiary Education,No,0.76683,698,922,0.73952,0.79414
2007,46-65 y.,Primary Level,No,0.98574,68,68,0.95734,1.01413
