"ple0098_v5","year","bildungsniveau","migback","n","percent","lower_confidence_percent","upper_confidence_percent"
"Ja","2001","AkademikerIn","direkter Migrationshintergrund","22","","",""
"Ja","2001","AkademikerIn","indirekter Migrationshintergrund","10","","",""
"Ja","2001","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein","2001","(noch) kein Abschluss","kein Migrationshintergrund","394","0.918860590704597","0.892931694753128","0.944789486656067"
"Nein","2001","(noch) kein Abschluss","direkter Migrationshintergrund","270","","",""
"Nein","2001","(noch) kein Abschluss","indirekter Migrationshintergrund","65","0.910020267443655","0.84200733252924","0.97803320235807"
"Nein","2001","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein","2001","Hauptschule","kein Migrationshintergrund","6591","0.929428784568683","0.923461088085718","0.935396481051648"
"Nein","2001","Hauptschule","direkter Migrationshintergrund","1478","","",""
"Nein","2001","Hauptschule","indirekter Migrationshintergrund","283","","",""
"Nein","2001","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein","2001","Realschule","kein Migrationshintergrund","4253","0.877461271913082","0.868153823658607","0.886768720167557"
"Nein","2001","Realschule","direkter Migrationshintergrund","209","","",""
"Nein","2001","Realschule","indirekter Migrationshintergrund","171","","",""
"Nein","2001","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein","2001","(Fach-)Abitur","kein Migrationshintergrund","1152","","",""
"Nein","2001","(Fach-)Abitur","direkter Migrationshintergrund","421","0.963046105458417","0.945297800862378","0.980794410054457"
"Nein","2001","(Fach-)Abitur","indirekter Migrationshintergrund","103","","",""
"Nein","2001","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein","2001","AkademikerIn","kein Migrationshintergrund","1870","","",""
"Nein","2001","AkademikerIn","direkter Migrationshintergrund","273","","",""
"Nein","2001","AkademikerIn","indirekter Migrationshintergrund","35","0.714938083057046","0.583037823386155","0.846838342727937"
"Nein","2001","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja","2002","(noch) kein Abschluss","kein Migrationshintergrund","43","0.0711212743799192","0.0471324994739723","0.095110049285866"
"Ja","2002","(noch) kein Abschluss","direkter Migrationshintergrund","1","","",""
"Ja","2002","(noch) kein Abschluss","indirekter Migrationshintergrund","2","","",""
"Ja","2002","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja","2002","Hauptschule","kein Migrationshintergrund","555","0.0775368111051968","0.0711628870089257","0.0839107352014678"
"Ja","2002","Hauptschule","direkter Migrationshintergrund","33","0.0309637277856452","0.0218640689403425","0.040063386630948"
"Ja","2002","Hauptschule","indirekter Migrationshintergrund","12","","",""
"Ja","2002","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja","2002","Realschule","kein Migrationshintergrund","670","0.13638912708559","0.126769846627854","0.146008407543326"
"Ja","2002","Realschule","direkter Migrationshintergrund","18","","",""
"Ja","2002","Realschule","indirekter Migrationshintergrund","18","","",""
"Ja","2002","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja","2002","(Fach-)Abitur","kein Migrationshintergrund","260","","",""
"Ja","2002","(Fach-)Abitur","direkter Migrationshintergrund","22","","",""
"Ja","2002","(Fach-)Abitur","indirekter Migrationshintergrund","9","0.0630355715288175","0.0172012705410673","0.108869872516568"
"Ja","2002","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja","2002","AkademikerIn","kein Migrationshintergrund","503","0.189517528527214","0.174206548545565","0.204828508508864"
"Ja","2002","AkademikerIn","direkter Migrationshintergrund","31","0.0952111084531096","0.0622175817706577","0.128204635135561"
"Ja","2002","AkademikerIn","indirekter Migrationshintergrund","10","","",""
"Ja","2002","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein","2002","(noch) kein Abschluss","kein Migrationshintergrund","398","0.928878725620081","0.904889950714134","0.952867500526028"
"Nein","2002","(noch) kein Abschluss","direkter Migrationshintergrund","255","","",""
"Nein","2002","(noch) kein Abschluss","indirekter Migrationshintergrund","78","0.9798464543597","0.949053040290597","1.0106398684288"
"Nein","2002","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein","2002","Hauptschule","kein Migrationshintergrund","6208","0.922463188894803","0.916089264798532","0.928837112991074"
"Nein","2002","Hauptschule","direkter Migrationshintergrund","1359","","",""
"Nein","2002","Hauptschule","indirekter Migrationshintergrund","240","","",""
"Nein","2002","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein","2002","Realschule","kein Migrationshintergrund","4220","0.86361087291441","0.853991592456674","0.873230153372146"
"Nein","2002","Realschule","direkter Migrationshintergrund","192","","",""
"Nein","2002","Realschule","indirekter Migrationshintergrund","177","","",""
"Nein","2002","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein","2002","(Fach-)Abitur","kein Migrationshintergrund","1246","","",""
"Nein","2002","(Fach-)Abitur","direkter Migrationshintergrund","390","0.946202364500539","0.924416585610724","0.967988143390353"
"Nein","2002","(Fach-)Abitur","indirekter Migrationshintergrund","99","0.936964428471182","0.891130127483432","0.982798729458933"
"Nein","2002","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein","2002","AkademikerIn","kein Migrationshintergrund","2014","","",""
"Nein","2002","AkademikerIn","direkter Migrationshintergrund","273","","",""
"Nein","2002","AkademikerIn","indirekter Migrationshintergrund","43","0.794585779343232","0.685819116596231","0.903352442090232"
"Nein","2002","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja","2003","(noch) kein Abschluss","kein Migrationshintergrund","46","0.0856914407481577","0.0603590146271841","0.111023866869131"
"Ja","2003","(noch) kein Abschluss","direkter Migrationshintergrund","3","","",""
"Ja","2003","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"Ja","2003","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja","2003","Hauptschule","kein Migrationshintergrund","536","0.0765362559521088","0.0700229476540469","0.0830495642501708"
"Ja","2003","Hauptschule","direkter Migrationshintergrund","26","","",""
"Ja","2003","Hauptschule","indirekter Migrationshintergrund","18","","",""
"Ja","2003","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja","2003","Realschule","kein Migrationshintergrund","631","0.133821031317143","0.124120584776375","0.143521477857912"
"Ja","2003","Realschule","direkter Migrationshintergrund","15","","",""
"Ja","2003","Realschule","indirekter Migrationshintergrund","21","","",""
"Ja","2003","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja","2003","(Fach-)Abitur","kein Migrationshintergrund","268","","",""
"Ja","2003","(Fach-)Abitur","direkter Migrationshintergrund","19","","",""
"Ja","2003","(Fach-)Abitur","indirekter Migrationshintergrund","10","","",""
"Ja","2003","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja","2003","AkademikerIn","kein Migrationshintergrund","494","0.204603749679487","0.18855424008308","0.220653259275895"
"Ja","2003","AkademikerIn","direkter Migrationshintergrund","30","0.0997463484153075","0.0652573930111422","0.134235303819473"
"Ja","2003","AkademikerIn","indirekter Migrationshintergrund","10","","",""
"Ja","2003","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein","2003","(noch) kein Abschluss","kein Migrationshintergrund","423","0.914308559251842","0.888976133130869","0.939640985372816"
"Nein","2003","(noch) kein Abschluss","direkter Migrationshintergrund","225","","",""
"Nein","2003","(noch) kein Abschluss","indirekter Migrationshintergrund","65","1","1","1"
"Nein","2003","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein","2003","Hauptschule","kein Migrationshintergrund","5864","0.923463744047891","0.916950435749829","0.929977052345953"
"Nein","2003","Hauptschule","direkter Migrationshintergrund","1294","","",""
"Nein","2003","Hauptschule","indirekter Migrationshintergrund","231","","",""
"Nein","2003","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein","2003","Realschule","kein Migrationshintergrund","4101","0.866178968682857","0.856478522142088","0.875879415223625"
"Nein","2003","Realschule","direkter Migrationshintergrund","183","","",""
"Nein","2003","Realschule","indirekter Migrationshintergrund","174","","",""
"Nein","2003","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein","2003","(Fach-)Abitur","kein Migrationshintergrund","1216","","",""
"Nein","2003","(Fach-)Abitur","direkter Migrationshintergrund","360","0.954273169611233","0.933242631164984","0.975303708057482"
"Nein","2003","(Fach-)Abitur","indirekter Migrationshintergrund","107","","",""
"Nein","2003","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein","2003","AkademikerIn","kein Migrationshintergrund","1933","","",""
"Nein","2003","AkademikerIn","direkter Migrationshintergrund","260","","",""
"Nein","2003","AkademikerIn","indirekter Migrationshintergrund","40","0.786884088986811","0.673376105528482","0.90039207244514"
"Nein","2003","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja","2004","(noch) kein Abschluss","kein Migrationshintergrund","43","0.0867036830600092","0.0605290120237828","0.112878354096236"
"Ja","2004","(noch) kein Abschluss","direkter Migrationshintergrund","4","0.0125001952237051","-0.00182725829388865","0.0268276487412989"
"Ja","2004","(noch) kein Abschluss","indirekter Migrationshintergrund","5","0.0713532268047528","0.0149459435206533","0.127760510088852"
"Ja","2004","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja","2004","Hauptschule","kein Migrationshintergrund","548","0.0827218834496618","0.0758035710628097","0.0896401958365139"
"Ja","2004","Hauptschule","direkter Migrationshintergrund","30","0.0253193595935101","0.0166522169952514","0.0339865021917688"
"Ja","2004","Hauptschule","indirekter Migrationshintergrund","18","","",""
"Ja","2004","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja","2004","Realschule","kein Migrationshintergrund","649","0.143216426946015","0.133105696951504","0.153327156940525"
"Ja","2004","Realschule","direkter Migrationshintergrund","18","","",""
"Ja","2004","Realschule","indirekter Migrationshintergrund","14","","",""
"Ja","2004","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja","2004","(Fach-)Abitur","kein Migrationshintergrund","300","0.173493176357946","0.154272277644422","0.192714075071471"
"Ja","2004","(Fach-)Abitur","direkter Migrationshintergrund","20","","",""
"Ja","2004","(Fach-)Abitur","indirekter Migrationshintergrund","11","","",""
"Ja","2004","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja","2004","AkademikerIn","kein Migrationshintergrund","523","0.221147042957632","0.204522323594097","0.237771762321168"
"Ja","2004","AkademikerIn","direkter Migrationshintergrund","31","0.0849683512113396","0.0523083851874167","0.117628317235262"
"Ja","2004","AkademikerIn","indirekter Migrationshintergrund","9","0.231883235178992","0.105740524088459","0.358025946269525"
"Ja","2004","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein","2004","(noch) kein Abschluss","kein Migrationshintergrund","401","0.913296316939991","0.887121645903764","0.939470987976217"
"Nein","2004","(noch) kein Abschluss","direkter Migrationshintergrund","227","","",""
"Nein","2004","(noch) kein Abschluss","indirekter Migrationshintergrund","75","0.928646773195247","0.872239489911148","0.985054056479347"
"Nein","2004","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein","2004","Hauptschule","kein Migrationshintergrund","5542","0.917278116550338","0.910359804163486","0.92419642893719"
"Nein","2004","Hauptschule","direkter Migrationshintergrund","1232","","",""
"Nein","2004","Hauptschule","indirekter Migrationshintergrund","237","","",""
"Nein","2004","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein","2004","Realschule","kein Migrationshintergrund","3962","0.856783573053985","0.846672843059475","0.866894303048496"
"Nein","2004","Realschule","direkter Migrationshintergrund","172","","",""
"Nein","2004","Realschule","indirekter Migrationshintergrund","170","","",""
"Nein","2004","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein","2004","(Fach-)Abitur","kein Migrationshintergrund","1191","","",""
"Nein","2004","(Fach-)Abitur","direkter Migrationshintergrund","351","0.940835058448645","0.916827383506414","0.964842733390876"
"Nein","2004","(Fach-)Abitur","indirekter Migrationshintergrund","111","","",""
"Nein","2004","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein","2004","AkademikerIn","kein Migrationshintergrund","1871","","",""
"Nein","2004","AkademikerIn","direkter Migrationshintergrund","249","","",""
"Nein","2004","AkademikerIn","indirekter Migrationshintergrund","34","0.768116764821008","0.641974053730475","0.894259475911541"
"Nein","2004","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja","2005","(noch) kein Abschluss","kein Migrationshintergrund","39","0.0867326152791869","0.0607001609246241","0.11276506963375"
"Ja","2005","(noch) kein Abschluss","direkter Migrationshintergrund","3","","",""
"Ja","2005","(noch) kein Abschluss","indirekter Migrationshintergrund","3","","",""
"Ja","2005","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja","2005","Hauptschule","kein Migrationshintergrund","557","0.0962793276499868","0.0886257262546029","0.103932929045371"
"Ja","2005","Hauptschule","direkter Migrationshintergrund","36","0.0336060546380129","0.0231904368268642","0.0440216724491617"
"Ja","2005","Hauptschule","indirekter Migrationshintergrund","23","","",""
"Ja","2005","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja","2005","Realschule","kein Migrationshintergrund","697","0.160647879518113","0.149760660311719","0.171535098724507"
"Ja","2005","Realschule","direkter Migrationshintergrund","17","","",""
"Ja","2005","Realschule","indirekter Migrationshintergrund","14","","",""
"Ja","2005","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja","2005","(Fach-)Abitur","kein Migrationshintergrund","308","0.190118209159057","0.169935128422735","0.21030128989538"
"Ja","2005","(Fach-)Abitur","direkter Migrationshintergrund","23","","",""
"Ja","2005","(Fach-)Abitur","indirekter Migrationshintergrund","14","","",""
"Ja","2005","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja","2005","AkademikerIn","kein Migrationshintergrund","514","0.219053506681124","0.202298942761642","0.235808070600605"
"Ja","2005","AkademikerIn","direkter Migrationshintergrund","33","0.101082224125948","0.0646515174521024","0.137512930799794"
"Ja","2005","AkademikerIn","indirekter Migrationshintergrund","10","","",""
"Ja","2005","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein","2005","(noch) kein Abschluss","kein Migrationshintergrund","410","0.913267384720813","0.88723493036625","0.939299839075376"
"Nein","2005","(noch) kein Abschluss","direkter Migrationshintergrund","207","","",""
"Nein","2005","(noch) kein Abschluss","indirekter Migrationshintergrund","86","0.960016942763998","0.919313557006895","1.0007203285211"
"Nein","2005","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein","2005","Hauptschule","kein Migrationshintergrund","5149","0.903720672350013","0.896067070954629","0.911374273745397"
"Nein","2005","Hauptschule","direkter Migrationshintergrund","1114","","",""
"Nein","2005","Hauptschule","indirekter Migrationshintergrund","229","","",""
"Nein","2005","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein","2005","Realschule","kein Migrationshintergrund","3673","0.839352120481887","0.828464901275493","0.850239339688281"
"Nein","2005","Realschule","direkter Migrationshintergrund","166","","",""
"Nein","2005","Realschule","indirekter Migrationshintergrund","172","","",""
"Nein","2005","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein","2005","(Fach-)Abitur","kein Migrationshintergrund","1144","","",""
"Nein","2005","(Fach-)Abitur","direkter Migrationshintergrund","319","0.926945526551279","0.899366079675566","0.954524973426991"
"Nein","2005","(Fach-)Abitur","indirekter Migrationshintergrund","109","","",""
"Nein","2005","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein","2005","AkademikerIn","kein Migrationshintergrund","1827","","",""
"Nein","2005","AkademikerIn","direkter Migrationshintergrund","230","","",""
"Nein","2005","AkademikerIn","indirekter Migrationshintergrund","38","0.859538525625701","0.761241866539547","0.957835184711854"
"Nein","2005","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja","2006","(noch) kein Abschluss","kein Migrationshintergrund","28","","",""
"Ja","2006","(noch) kein Abschluss","direkter Migrationshintergrund","1","","",""
"Ja","2006","(noch) kein Abschluss","indirekter Migrationshintergrund","3","","",""
"Ja","2006","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja","2006","Hauptschule","kein Migrationshintergrund","701","0.103188687549482","0.0956287278224364","0.110748647276527"
"Ja","2006","Hauptschule","direkter Migrationshintergrund","44","0.0354400997294305","0.0246885518199179","0.046191647638943"
"Ja","2006","Hauptschule","indirekter Migrationshintergrund","22","","",""
"Ja","2006","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja","2006","Realschule","kein Migrationshintergrund","858","0.179070856265737","0.168105995962327","0.190035716569147"
"Ja","2006","Realschule","direkter Migrationshintergrund","22","","",""
"Ja","2006","Realschule","indirekter Migrationshintergrund","26","","",""
"Ja","2006","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja","2006","(Fach-)Abitur","kein Migrationshintergrund","379","0.226309555320778","0.205558382921786","0.247060727719769"
"Ja","2006","(Fach-)Abitur","direkter Migrationshintergrund","25","","",""
"Ja","2006","(Fach-)Abitur","indirekter Migrationshintergrund","20","","",""
"Ja","2006","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja","2006","AkademikerIn","kein Migrationshintergrund","649","0.254171130108352","0.237403143670233","0.27093911654647"
"Ja","2006","AkademikerIn","direkter Migrationshintergrund","46","0.131914614195281","0.0924886292671303","0.171340599123432"
"Ja","2006","AkademikerIn","indirekter Migrationshintergrund","9","0.153795388950254","0.0566729662274401","0.250917811673068"
"Ja","2006","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein","2006","(noch) kein Abschluss","kein Migrationshintergrund","268","","",""
"Nein","2006","(noch) kein Abschluss","direkter Migrationshintergrund","175","","",""
"Nein","2006","(noch) kein Abschluss","indirekter Migrationshintergrund","54","0.913000271663235","0.83983498730752","0.986165556018951"
"Nein","2006","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein","2006","Hauptschule","kein Migrationshintergrund","5519","0.896811312450518","0.889251352723473","0.904371272177564"
"Nein","2006","Hauptschule","direkter Migrationshintergrund","1092","","",""
"Nein","2006","Hauptschule","indirekter Migrationshintergrund","226","","",""
"Nein","2006","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein","2006","Realschule","kein Migrationshintergrund","3839","0.820929143734263","0.809964283430853","0.831894004037673"
"Nein","2006","Realschule","direkter Migrationshintergrund","165","","",""
"Nein","2006","Realschule","indirekter Migrationshintergrund","161","","",""
"Nein","2006","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein","2006","(Fach-)Abitur","kein Migrationshintergrund","1183","","",""
