year,migback,pgisced97,ple0098_v5,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2004,No migration background,Lower Secondary Level,Yes,0.05317,98,1694,0.04248,0.06386
2004,No migration background,Lower Secondary Level,No,0.94683,1596,1694,0.93614,0.95752
2004,No migration background,Upper Secondary Level,Yes,0.11473,1046,8536,0.10797,0.12150
2004,No migration background,Upper Secondary Level,No,0.88527,7490,8536,0.87850,0.89203
2004,No migration background,Post-secondary Non-tertiary Level,Yes,0.18659,167,760,0.15887,0.21431
2004,No migration background,Post-secondary Non-tertiary Level,No,0.81341,593,760,0.78569,0.84113
2004,No migration background,First Stage of Tertiary Education,Yes,0.15683,196,1228,0.13648,0.17717
2004,No migration background,First Stage of Tertiary Education,No,0.84317,1032,1228,0.82283,0.86352
2004,No migration background,Second Stage of Tertiary Education,Yes,0.22109,523,2394,0.20446,0.23771
2004,No migration background,Second Stage of Tertiary Education,No,0.77891,1871,2394,0.76229,0.79554
2004,Direct migration background,Pre-primary Level,No,0.95139,53,53,0.89293,1.00984
2004,Direct migration background,Lower Secondary Level,No,0.97859,598,598,0.96698,0.99020
2004,Direct migration background,Upper Secondary Level,Yes,0.04515,38,898,0.03156,0.05873
2004,Direct migration background,Upper Secondary Level,No,0.95485,860,898,0.94127,0.96844
2004,Direct migration background,Post-secondary Non-tertiary Level,No,0.95536,201,201,0.92674,0.98398
2004,Direct migration background,First Stage of Tertiary Education,No,0.92572,123,123,0.87918,0.97225
2004,Direct migration background,Second Stage of Tertiary Education,Yes,0.08499,31,280,0.05227,0.11772
2004,Direct migration background,Second Stage of Tertiary Education,No,0.91501,249,280,0.88228,0.94773
2004,Indirect migration background,No answer / don't know,No,0.97672,42,42,0.93056,1.02288
2004,Indirect migration background,Pre-primary Level,No,0.91698,67,67,0.85042,0.98355
2004,Indirect migration background,Lower Secondary Level,No,0.95566,173,173,0.92490,0.98643
2004,Indirect migration background,Upper Secondary Level,No,0.87482,268,268,0.83512,0.91451
2004,Indirect migration background,Post-secondary Non-tertiary Level,No,0.91100,41,41,0.82276,0.99924
2004,Indirect migration background,First Stage of Tertiary Education,No,0.83003,31,31,0.69562,0.96444
2004,Indirect migration background,Second Stage of Tertiary Education,No,0.76808,34,34,0.62407,0.91208
2005,No migration background,No answer / don't know,No,0.91787,176,176,0.87719,0.95855
2005,No migration background,Pre-primary Level,Yes,0.09531,33,374,0.06551,0.12511
2005,No migration background,Pre-primary Level,No,0.90469,341,374,0.87489,0.93449
2005,No migration background,Lower Secondary Level,Yes,0.06320,92,1576,0.05119,0.07522
2005,No migration background,Lower Secondary Level,No,0.93680,1484,1576,0.92478,0.94881
2005,No migration background,Upper Secondary Level,Yes,0.13113,1107,8084,0.12378,0.13849
2005,No migration background,Upper Secondary Level,No,0.86887,6977,8084,0.86151,0.87622
2005,No migration background,Post-secondary Non-tertiary Level,Yes,0.22332,192,758,0.19366,0.25299
2005,No migration background,Post-secondary Non-tertiary Level,No,0.77668,566,758,0.74701,0.80634
2005,No migration background,First Stage of Tertiary Education,Yes,0.16556,185,1145,0.14402,0.18710
2005,No migration background,First Stage of Tertiary Education,No,0.83444,960,1145,0.81290,0.85598
2005,No migration background,Second Stage of Tertiary Education,Yes,0.21925,514,2341,0.20249,0.23601
2005,No migration background,Second Stage of Tertiary Education,No,0.78075,1827,2341,0.76399,0.79751
2005,Direct migration background,No answer / don't know,No,0.96843,36,36,0.91050,1.02636
2005,Direct migration background,Pre-primary Level,No,0.95575,48,48,0.89695,1.01454
2005,Direct migration background,Primary Level,No,0.98442,144,144,0.96411,1.00472
2005,Direct migration background,Lower Secondary Level,No,0.99336,553,553,0.98659,1.00014
2005,Direct migration background,Upper Secondary Level,Yes,0.06650,48,820,0.04943,0.08356
2005,Direct migration background,Upper Secondary Level,No,0.93350,772,820,0.91644,0.95057
2005,Direct migration background,Post-secondary Non-tertiary Level,No,0.93922,189,189,0.90506,0.97337
2005,Direct migration background,First Stage of Tertiary Education,No,0.89625,111,111,0.83926,0.95324
2005,Direct migration background,Second Stage of Tertiary Education,Yes,0.10113,33,263,0.06462,0.13764
2005,Direct migration background,Second Stage of Tertiary Education,No,0.89887,230,263,0.86236,0.93538
2005,Indirect migration background,No answer / don't know,No,0.96353,47,47,0.90935,1.01770
2005,Indirect migration background,Pre-primary Level,No,0.95528,80,80,0.90971,1.00086
2005,Indirect migration background,Lower Secondary Level,No,0.97990,165,165,0.95842,1.00138
2005,Indirect migration background,Upper Secondary Level,Yes,0.14825,38,311,0.10869,0.18781
2005,Indirect migration background,Upper Secondary Level,No,0.85175,273,311,0.81219,0.89131
2005,Indirect migration background,Post-secondary Non-tertiary Level,No,0.92869,40,40,0.84792,1.00946
2005,Indirect migration background,Second Stage of Tertiary Education,No,0.85957,38,38,0.74762,0.97152
2006,No migration background,No answer / don't know,No,0.90645,188,188,0.86471,0.94819
2006,No migration background,Pre-primary Level,No,0.86021,186,186,0.81024,0.91018
2006,No migration background,Primary Level,No,0.97538,91,91,0.94337,1.00740
2006,No migration background,Lower Secondary Level,Yes,0.06434,108,1670,0.05256,0.07611
2006,No migration background,Lower Secondary Level,No,0.93566,1562,1670,0.92389,0.94744
2006,No migration background,Upper Secondary Level,Yes,0.14580,1381,8822,0.13843,0.15316
2006,No migration background,Upper Secondary Level,No,0.85420,7441,8822,0.84684,0.86157
2006,No migration background,Post-secondary Non-tertiary Level,Yes,0.27148,244,832,0.24124,0.30172
2006,No migration background,Post-secondary Non-tertiary Level,No,0.72852,588,832,0.69828,0.75876
2006,No migration background,First Stage of Tertiary Education,Yes,0.17517,219,1218,0.15381,0.19652
2006,No migration background,First Stage of Tertiary Education,No,0.82483,999,1218,0.80348,0.84619
2006,No migration background,Second Stage of Tertiary Education,Yes,0.25417,649,2590,0.23740,0.27094
2006,No migration background,Second Stage of Tertiary Education,No,0.74583,1941,2590,0.72906,0.76260
2006,Direct migration background,No answer / don't know,No,0.96710,41,41,0.91182,1.02238
2006,Direct migration background,Primary Level,No,0.97926,130,130,0.95467,1.00385
2006,Direct migration background,Lower Secondary Level,No,0.98960,528,528,0.98094,0.99826
2006,Direct migration background,Upper Secondary Level,Yes,0.07175,58,847,0.05436,0.08914
2006,Direct migration background,Upper Secondary Level,No,0.92825,789,847,0.91086,0.94564
2006,Direct migration background,Post-secondary Non-tertiary Level,No,0.91038,188,188,0.86943,0.95132
2006,Direct migration background,First Stage of Tertiary Education,No,0.92804,124,124,0.88237,0.97371
2006,Direct migration background,Second Stage of Tertiary Education,Yes,0.13164,46,283,0.09218,0.17110
2006,Direct migration background,Second Stage of Tertiary Education,No,0.86836,237,283,0.82890,0.90782
2006,Indirect migration background,No answer / don't know,No,0.89272,50,50,0.80606,0.97937
2006,Indirect migration background,Pre-primary Level,No,0.94179,47,47,0.87413,1.00945
2006,Indirect migration background,Lower Secondary Level,No,0.95824,161,161,0.92725,0.98924
2006,Indirect migration background,Upper Secondary Level,Yes,0.15920,47,316,0.11880,0.19961
2006,Indirect migration background,Upper Secondary Level,No,0.84080,269,316,0.80039,0.88120
2006,Indirect migration background,Post-secondary Non-tertiary Level,No,0.88911,42,42,0.79299,0.98522
2006,Indirect migration background,Second Stage of Tertiary Education,No,0.84764,44,44,0.74022,0.95505
2007,No migration background,No answer / don't know,No,0.92703,196,196,0.89052,0.96353
2007,No migration background,Pre-primary Level,No,0.89857,179,179,0.85422,0.94292
2007,No migration background,Primary Level,No,0.98077,84,84,0.95122,1.01031
2007,No migration background,Lower Secondary Level,Yes,0.07160,110,1480,0.05846,0.08474
2007,No migration background,Lower Secondary Level,No,0.92840,1370,1480,0.91526,0.94154
2007,No migration background,Upper Secondary Level,Yes,0.15951,1389,8257,0.15161,0.16740
2007,No migration background,Upper Secondary Level,No,0.84049,6868,8257,0.83260,0.84839
2007,No migration background,Post-secondary Non-tertiary Level,Yes,0.30668,243,792,0.27454,0.33881
2007,No migration background,Post-secondary Non-tertiary Level,No,0.69332,549,792,0.66119,0.72546
2007,No migration background,First Stage of Tertiary Education,Yes,0.21062,236,1134,0.18687,0.23436
2007,No migration background,First Stage of Tertiary Education,No,0.78938,898,1134,0.76564,0.81313
2007,No migration background,Second Stage of Tertiary Education,Yes,0.27755,678,2478,0.25991,0.29518
2007,No migration background,Second Stage of Tertiary Education,No,0.72245,1800,2478,0.70482,0.74009
2007,Direct migration background,No answer / don't know,No,0.93639,35,35,0.85435,1.01843
2007,Direct migration background,Primary Level,No,0.97392,113,113,0.94440,1.00344
2007,Direct migration background,Lower Secondary Level,No,0.98441,458,458,0.97305,0.99577
2007,Direct migration background,Upper Secondary Level,Yes,0.07382,55,755,0.05516,0.09249
2007,Direct migration background,Upper Secondary Level,No,0.92618,700,755,0.90751,0.94484
2007,Direct migration background,Post-secondary Non-tertiary Level,No,0.89693,176,176,0.85188,0.94198
2007,Direct migration background,First Stage of Tertiary Education,No,0.87710,105,105,0.81400,0.94020
2007,Direct migration background,Second Stage of Tertiary Education,Yes,0.13169,47,278,0.09187,0.17152
2007,Direct migration background,Second Stage of Tertiary Education,No,0.86831,231,278,0.82848,0.90813
2007,Indirect migration background,No answer / don't know,No,0.99058,57,57,0.96527,1.01588
2007,Indirect migration background,Pre-primary Level,No,0.98589,43,43,0.95022,1.02156
2007,Indirect migration background,Lower Secondary Level,No,0.95741,143,143,0.92420,0.99063
2007,Indirect migration background,Upper Secondary Level,Yes,0.17729,49,303,0.13422,0.22037
2007,Indirect migration background,Upper Secondary Level,No,0.82271,254,303,0.77963,0.86578
2007,Indirect migration background,Post-secondary Non-tertiary Level,No,0.83387,40,40,0.71706,0.95069
2007,Indirect migration background,Second Stage of Tertiary Education,No,0.83672,49,49,0.73216,0.94129
2008,No migration background,No answer / don't know,No,0.89402,183,183,0.84930,0.93874
2008,No migration background,Pre-primary Level,No,0.88532,196,196,0.84059,0.93004
2008,No migration background,Primary Level,No,0.98147,71,71,0.94988,1.01306
2008,No migration background,Lower Secondary Level,Yes,0.09360,128,1359,0.07810,0.10909
2008,No migration background,Lower Secondary Level,No,0.90640,1231,1359,0.89091,0.92190
2008,No migration background,Upper Secondary Level,Yes,0.18492,1514,7876,0.17634,0.19349
2008,No migration background,Upper Secondary Level,No,0.81508,6362,7876,0.80651,0.82366
2008,No migration background,Post-secondary Non-tertiary Level,Yes,0.33954,260,759,0.30583,0.37325
2008,No migration background,Post-secondary Non-tertiary Level,No,0.66046,499,759,0.62675,0.69417
2008,No migration background,First Stage of Tertiary Education,Yes,0.22450,234,1051,0.19926,0.24974
2008,No migration background,First Stage of Tertiary Education,No,0.77550,817,1051,0.75026,0.80074
2008,No migration background,Second Stage of Tertiary Education,Yes,0.32607,742,2419,0.30739,0.34476
2008,No migration background,Second Stage of Tertiary Education,No,0.67393,1677,2419,0.65524,0.69261
2008,Direct migration background,Primary Level,No,0.97088,96,96,0.93707,1.00469
2008,Direct migration background,Lower Secondary Level,No,0.95353,410,410,0.93312,0.97393
2008,Direct migration background,Upper Secondary Level,Yes,0.10324,60,687,0.08047,0.12601
2008,Direct migration background,Upper Secondary Level,No,0.89676,627,687,0.87399,0.91953
2008,Direct migration background,Post-secondary Non-tertiary Level,No,0.88968,160,160,0.84098,0.93838
2008,Direct migration background,First Stage of Tertiary Education,No,0.84476,93,93,0.77076,0.91876
2008,Direct migration background,Second Stage of Tertiary Education,Yes,0.17591,48,255,0.12909,0.22274
2008,Direct migration background,Second Stage of Tertiary Education,No,0.82409,207,255,0.77726,0.87091
2008,Indirect migration background,No answer / don't know,No,0.99318,62,62,0.97253,1.01383
2008,Indirect migration background,Pre-primary Level,No,0.92241,44,44,0.84244,1.00237
2008,Indirect migration background,Lower Secondary Level,No,0.94185,144,144,0.90349,0.98021
2008,Indirect migration background,Upper Secondary Level,Yes,0.21213,59,297,0.16555,0.25870
2008,Indirect migration background,Upper Secondary Level,No,0.78787,238,297,0.74130,0.83445
2008,Indirect migration background,Post-secondary Non-tertiary Level,No,0.91123,33,33,0.81269,1.00977
2008,Indirect migration background,Second Stage of Tertiary Education,No,0.81269,47,47,0.69994,0.92544
2010,No migration background,No answer / don't know,No,0.90814,174,174,0.86510,0.95118
2010,No migration background,Pre-primary Level,Yes,0.11566,36,234,0.07459,0.15672
2010,No migration background,Pre-primary Level,No,0.88434,198,234,0.84328,0.92541
2010,No migration background,Primary Level,No,0.93463,134,134,0.89262,0.97664
2010,No migration background,Lower Secondary Level,Yes,0.10505,148,1569,0.08988,0.12023
2010,No migration background,Lower Secondary Level,No,0.89495,1421,1569,0.87977,0.91012
2010,No migration background,Upper Secondary Level,Yes,0.19695,1893,9321,0.18887,0.20502
2010,No migration background,Upper Secondary Level,No,0.80305,7428,9321,0.79498,0.81113
2010,No migration background,Post-secondary Non-tertiary Level,Yes,0.36869,399,1181,0.34116,0.39621
2010,No migration background,Post-secondary Non-tertiary Level,No,0.63131,782,1181,0.60379,0.65884
2010,No migration background,First Stage of Tertiary Education,Yes,0.23544,304,1213,0.21156,0.25933
2010,No migration background,First Stage of Tertiary Education,No,0.76456,909,1213,0.74067,0.78844
2010,No migration background,Second Stage of Tertiary Education,Yes,0.35441,989,3015,0.33733,0.37149
2010,No migration background,Second Stage of Tertiary Education,No,0.64559,2026,3015,0.62851,0.66267
2010,Direct migration background,Primary Level,No,0.99106,170,170,0.97686,1.00525
2010,Direct migration background,Lower Secondary Level,No,0.96253,602,602,0.94735,0.97772
2010,Direct migration background,Upper Secondary Level,Yes,0.11436,98,1050,0.09510,0.13362
2010,Direct migration background,Upper Secondary Level,No,0.88564,952,1050,0.86638,0.90490
2010,Direct migration background,Post-secondary Non-tertiary Level,Yes,0.13626,45,317,0.09844,0.17409
2010,Direct migration background,Post-secondary Non-tertiary Level,No,0.86374,272,317,0.82591,0.90156
2010,Direct migration background,First Stage of Tertiary Education,No,0.75480,88,88,0.66440,0.84520
2010,Direct migration background,Second Stage of Tertiary Education,Yes,0.18325,81,469,0.14820,0.21830
2010,Direct migration background,Second Stage of Tertiary Education,No,0.81675,388,469,0.78170,0.85180
2010,Indirect migration background,Pre-primary Level,No,0.91656,67,67,0.84983,0.98328
2010,Indirect migration background,Lower Secondary Level,No,0.89475,172,172,0.84876,0.94075
2010,Indirect migration background,Upper Secondary Level,Yes,0.18932,67,434,0.15242,0.22622
2010,Indirect migration background,Upper Secondary Level,No,0.81068,367,434,0.77378,0.84758
2010,Indirect migration background,Post-secondary Non-tertiary Level,No,0.73557,52,52,0.61452,0.85661
2010,Indirect migration background,Second Stage of Tertiary Education,No,0.79606,84,84,0.70938,0.88275
2011,No migration background,No answer / don't know,No,0.88216,164,164,0.83266,0.93165
2011,No migration background,Pre-primary Level,Yes,0.15829,33,183,0.10526,0.21132
2011,No migration background,Pre-primary Level,No,0.84171,150,183,0.78868,0.89474
2011,No migration background,Primary Level,No,0.98296,109,109,0.95855,1.00737
2011,No migration background,Lower Secondary Level,Yes,0.10771,161,1539,0.09222,0.12321
2011,No migration background,Lower Secondary Level,No,0.89229,1378,1539,0.87679,0.90778
2011,No migration background,Upper Secondary Level,Yes,0.21350,1824,8464,0.20477,0.22223
2011,No migration background,Upper Secondary Level,No,0.78650,6640,8464,0.77777,0.79523
2011,No migration background,Post-secondary Non-tertiary Level,Yes,0.37948,311,842,0.34668,0.41228
2011,No migration background,Post-secondary Non-tertiary Level,No,0.62052,531,842,0.58772,0.65332
2011,No migration background,First Stage of Tertiary Education,Yes,0.23682,291,1093,0.21161,0.26204
2011,No migration background,First Stage of Tertiary Education,No,0.76318,802,1093,0.73796,0.78839
2011,No migration background,Second Stage of Tertiary Education,Yes,0.36158,898,2609,0.34314,0.38002
2011,No migration background,Second Stage of Tertiary Education,No,0.63842,1711,2609,0.61998,0.65686
2011,Direct migration background,Primary Level,No,0.99960,93,93,0.99551,1.00369
2011,Direct migration background,Lower Secondary Level,No,0.96131,394,394,0.94225,0.98038
2011,Direct migration background,Upper Secondary Level,Yes,0.09890,74,733,0.07727,0.12053
2011,Direct migration background,Upper Secondary Level,No,0.90110,659,733,0.87947,0.92273
2011,Direct migration background,Post-secondary Non-tertiary Level,No,0.87923,169,169,0.82995,0.92851
2011,Direct migration background,First Stage of Tertiary Education,No,0.85598,78,78,0.77755,0.93440
2011,Direct migration background,Second Stage of Tertiary Education,Yes,0.19252,65,311,0.14862,0.23641
2011,Direct migration background,Second Stage of Tertiary Education,No,0.80748,246,311,0.76359,0.85138
2011,Indirect migration background,No answer / don't know,No,0.96364,54,54,0.91325,1.01404
2011,Indirect migration background,Pre-primary Level,No,0.89488,49,49,0.80812,0.98165
2011,Indirect migration background,Lower Secondary Level,No,0.91504,115,115,0.86385,0.96622
2011,Indirect migration background,Upper Secondary Level,Yes,0.19186,58,315,0.14831,0.23542
