year,pgisced97,sampreg,ple0098_v5,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2003,Upper Secondary Level,West,No,0.88221,6353,7327,0.87483,0.88960
2003,Upper Secondary Level,East,Yes,0.04391,125,2684,0.03616,0.05167
2003,Upper Secondary Level,East,No,0.95609,2559,2684,0.94833,0.96384
2003,Post-secondary Non-tertiary Level,West,Yes,0.14873,153,882,0.12524,0.17223
2003,Post-secondary Non-tertiary Level,West,No,0.85127,729,882,0.82777,0.87476
2003,Post-secondary Non-tertiary Level,East,No,0.86961,118,118,0.80859,0.93062
2003,First Stage of Tertiary Education,West,Yes,0.14724,155,1014,0.12542,0.16906
2003,First Stage of Tertiary Education,West,No,0.85276,859,1014,0.83094,0.87458
2003,First Stage of Tertiary Education,East,No,0.94974,392,392,0.92809,0.97140
2003,Second Stage of Tertiary Education,West,Yes,0.23950,441,1692,0.21916,0.25984
2003,Second Stage of Tertiary Education,West,No,0.76050,1251,1692,0.74016,0.78084
2003,Second Stage of Tertiary Education,East,Yes,0.08254,93,1075,0.06608,0.09900
2003,Second Stage of Tertiary Education,East,No,0.91746,982,1075,0.90100,0.93392
2004,No answer / don't know,West,No,0.95279,175,175,0.92128,0.98431
2004,No answer / don't know,East,No,0.94737,57,57,0.88888,1.00585
2004,Pre-primary Level,West,Yes,0.08136,35,352,0.05276,0.10997
2004,Pre-primary Level,West,No,0.91864,317,352,0.89003,0.94724
2004,Pre-primary Level,East,No,0.90227,133,133,0.85161,0.95293
2004,Lower Secondary Level,West,Yes,0.04767,107,2119,0.03860,0.05674
2004,Lower Secondary Level,West,No,0.95233,2012,2119,0.94326,0.96140
2004,Lower Secondary Level,East,No,0.97059,355,355,0.95299,0.98819
2004,Upper Secondary Level,West,Yes,0.12453,976,7116,0.11686,0.13220
2004,Upper Secondary Level,West,No,0.87547,6140,7116,0.86780,0.88314
2004,Upper Secondary Level,East,Yes,0.04651,137,2615,0.03844,0.05459
2004,Upper Secondary Level,East,No,0.95349,2478,2615,0.94541,0.96156
2004,Post-secondary Non-tertiary Level,West,Yes,0.15254,160,871,0.12864,0.17643
2004,Post-secondary Non-tertiary Level,West,No,0.84746,711,871,0.82357,0.87136
2004,Post-secondary Non-tertiary Level,East,No,0.87568,124,124,0.81736,0.93399
2004,First Stage of Tertiary Education,West,Yes,0.17142,177,999,0.14803,0.19480
2004,First Stage of Tertiary Education,West,No,0.82858,822,999,0.80520,0.85197
2004,First Stage of Tertiary Education,East,Yes,0.06672,32,396,0.04211,0.09133
2004,First Stage of Tertiary Education,East,No,0.93328,364,396,0.90867,0.95789
2004,Second Stage of Tertiary Education,West,Yes,0.25086,452,1652,0.22995,0.27177
2004,Second Stage of Tertiary Education,West,No,0.74914,1200,1652,0.72823,0.77005
2004,Second Stage of Tertiary Education,East,Yes,0.09258,111,1065,0.07516,0.10999
2004,Second Stage of Tertiary Education,East,No,0.90742,954,1065,0.89001,0.92484
2005,No answer / don't know,West,No,0.92784,191,191,0.89104,0.96463
2005,No answer / don't know,East,No,0.96975,68,68,0.92874,1.01076
2005,Pre-primary Level,West,No,0.91781,347,347,0.88886,0.94675
2005,Pre-primary Level,East,No,0.92869,122,122,0.88284,0.97455
2005,Primary Level,West,No,0.99067,218,218,0.97787,1.00346
2005,Lower Secondary Level,West,Yes,0.04956,92,1969,0.03997,0.05915
2005,Lower Secondary Level,West,No,0.95044,1877,1969,0.94085,0.96003
2005,Lower Secondary Level,East,No,0.97160,325,325,0.95352,0.98969
2005,Upper Secondary Level,West,Yes,0.14416,1033,6741,0.13577,0.15255
2005,Upper Secondary Level,West,No,0.85584,5708,6741,0.84745,0.86423
2005,Upper Secondary Level,East,Yes,0.05395,160,2474,0.04505,0.06285
2005,Upper Secondary Level,East,No,0.94605,2314,2474,0.93715,0.95495
2005,Post-secondary Non-tertiary Level,West,Yes,0.19239,181,845,0.16579,0.21898
2005,Post-secondary Non-tertiary Level,West,No,0.80761,664,845,0.78102,0.83421
2005,Post-secondary Non-tertiary Level,East,No,0.90403,131,131,0.85340,0.95467
2005,First Stage of Tertiary Education,West,Yes,0.18884,178,926,0.16362,0.21407
2005,First Stage of Tertiary Education,West,No,0.81116,748,926,0.78593,0.83638
2005,First Stage of Tertiary Education,East,No,0.94176,353,353,0.91730,0.96623
2005,Second Stage of Tertiary Education,West,Yes,0.23706,430,1606,0.21625,0.25787
2005,Second Stage of Tertiary Education,West,No,0.76294,1176,1606,0.74213,0.78375
2005,Second Stage of Tertiary Education,East,Yes,0.11885,127,1046,0.09923,0.13847
2005,Second Stage of Tertiary Education,East,No,0.88115,919,1046,0.86153,0.90077
2006,No answer / don't know,West,No,0.92498,217,217,0.88985,0.96011
2006,No answer / don't know,East,No,0.86951,62,62,0.78497,0.95404
2006,Pre-primary Level,West,No,0.88649,208,208,0.84328,0.92971
2006,Pre-primary Level,East,No,0.96476,55,55,0.91559,1.01394
2006,Primary Level,West,No,0.96510,209,209,0.94016,0.99004
2006,Lower Secondary Level,West,Yes,0.05369,112,2020,0.04386,0.06352
2006,Lower Secondary Level,West,No,0.94631,1908,2020,0.93648,0.95614
2006,Lower Secondary Level,East,No,0.97352,343,343,0.95651,0.99054
2006,Upper Secondary Level,West,Yes,0.15790,1292,7319,0.14954,0.16625
2006,Upper Secondary Level,West,No,0.84210,6027,7319,0.83375,0.85046
2006,Upper Secondary Level,East,Yes,0.06759,194,2666,0.05806,0.07713
2006,Upper Secondary Level,East,No,0.93241,2472,2666,0.92287,0.94194
2006,Post-secondary Non-tertiary Level,West,Yes,0.23585,237,917,0.20836,0.26334
2006,Post-secondary Non-tertiary Level,West,No,0.76415,680,917,0.73666,0.79164
2006,Post-secondary Non-tertiary Level,East,No,0.85556,138,138,0.79670,0.91443
2006,First Stage of Tertiary Education,West,Yes,0.18545,199,1001,0.16136,0.20954
2006,First Stage of Tertiary Education,West,No,0.81455,802,1001,0.79046,0.83864
2006,First Stage of Tertiary Education,East,Yes,0.09317,36,386,0.06414,0.12221
2006,First Stage of Tertiary Education,East,No,0.90683,350,386,0.87779,0.93586
2006,Second Stage of Tertiary Education,West,Yes,0.27758,553,1807,0.25693,0.29824
2006,Second Stage of Tertiary Education,West,No,0.72242,1254,1807,0.70176,0.74307
2006,Second Stage of Tertiary Education,East,Yes,0.13447,151,1119,0.11447,0.15447
2006,Second Stage of Tertiary Education,East,No,0.86553,968,1119,0.84553,0.88553
2007,No answer / don't know,West,No,0.94429,217,217,0.91370,0.97488
2007,No answer / don't know,East,No,0.92682,71,71,0.86581,0.98783
2007,Pre-primary Level,West,No,0.93215,177,177,0.89499,0.96930
2007,Pre-primary Level,East,No,0.90920,63,63,0.83768,0.98072
2007,Primary Level,West,No,0.97608,183,183,0.95388,0.99828
2007,Lower Secondary Level,West,Yes,0.06067,112,1775,0.04956,0.07178
2007,Lower Secondary Level,West,No,0.93933,1663,1775,0.92822,0.95044
2007,Lower Secondary Level,East,No,0.97586,308,308,0.95868,0.99303
2007,Upper Secondary Level,West,Yes,0.17380,1292,6821,0.16480,0.18279
2007,Upper Secondary Level,West,No,0.82620,5529,6821,0.81721,0.83520
2007,Upper Secondary Level,East,Yes,0.06941,201,2494,0.05943,0.07938
2007,Upper Secondary Level,East,No,0.93059,2293,2494,0.92062,0.94057
2007,Post-secondary Non-tertiary Level,West,Yes,0.27024,242,874,0.24078,0.29970
2007,Post-secondary Non-tertiary Level,West,No,0.72976,632,874,0.70030,0.75922
2007,Post-secondary Non-tertiary Level,East,No,0.84868,133,133,0.78754,0.90981
2007,First Stage of Tertiary Education,West,Yes,0.22978,217,927,0.20268,0.25688
2007,First Stage of Tertiary Education,West,No,0.77022,710,927,0.74312,0.79732
2007,First Stage of Tertiary Education,East,Yes,0.10493,40,359,0.07319,0.13668
2007,First Stage of Tertiary Education,East,No,0.89507,319,359,0.86332,0.92681
2007,Second Stage of Tertiary Education,West,Yes,0.28999,545,1731,0.26861,0.31137
2007,Second Stage of Tertiary Education,West,No,0.71001,1186,1731,0.68863,0.73139
2007,Second Stage of Tertiary Education,East,Yes,0.16891,190,1084,0.14659,0.19122
2007,Second Stage of Tertiary Education,East,No,0.83109,894,1084,0.80878,0.85341
2008,No answer / don't know,West,No,0.94326,209,209,0.91182,0.97470
2008,No answer / don't know,East,No,0.89243,71,71,0.81985,0.96502
2008,Pre-primary Level,West,No,0.90178,189,189,0.85924,0.94432
2008,Pre-primary Level,East,No,0.89046,61,61,0.81143,0.96948
2008,Primary Level,West,No,0.95911,156,156,0.92793,0.99028
2008,Lower Secondary Level,West,Yes,0.08124,134,1640,0.06802,0.09447
2008,Lower Secondary Level,West,No,0.91876,1506,1640,0.90553,0.93198
2008,Lower Secondary Level,East,No,0.93484,279,279,0.90582,0.96385
2008,Upper Secondary Level,West,Yes,0.20089,1395,6473,0.19113,0.21065
2008,Upper Secondary Level,West,No,0.79911,5078,6473,0.78935,0.80887
2008,Upper Secondary Level,East,Yes,0.09021,238,2387,0.07872,0.10171
2008,Upper Secondary Level,East,No,0.90979,2149,2387,0.89829,0.92128
2008,Post-secondary Non-tertiary Level,West,Yes,0.28536,247,822,0.25447,0.31625
2008,Post-secondary Non-tertiary Level,West,No,0.71464,575,822,0.68375,0.74553
2008,Post-secondary Non-tertiary Level,East,Yes,0.24050,41,158,0.17365,0.30736
2008,Post-secondary Non-tertiary Level,East,No,0.75950,117,158,0.69264,0.82635
2008,First Stage of Tertiary Education,West,Yes,0.25419,217,851,0.22492,0.28347
2008,First Stage of Tertiary Education,West,No,0.74581,634,851,0.71653,0.77508
2008,First Stage of Tertiary Education,East,Yes,0.09086,37,338,0.06017,0.12154
2008,First Stage of Tertiary Education,East,No,0.90914,301,338,0.87846,0.93983
2008,Second Stage of Tertiary Education,West,Yes,0.34712,597,1678,0.32434,0.36991
2008,Second Stage of Tertiary Education,West,No,0.65288,1081,1678,0.63009,0.67566
2008,Second Stage of Tertiary Education,East,Yes,0.19163,208,1058,0.16790,0.21536
2008,Second Stage of Tertiary Education,East,No,0.80837,850,1058,0.78464,0.83210
2010,No answer / don't know,West,No,0.95019,215,215,0.92104,0.97934
2010,No answer / don't know,East,No,0.91933,59,59,0.84924,0.98941
2010,Pre-primary Level,West,Yes,0.10808,43,295,0.07259,0.14357
2010,Pre-primary Level,West,No,0.89192,252,295,0.85643,0.92741
2010,Pre-primary Level,East,No,0.91780,35,35,0.82547,1.01013
2010,Primary Level,West,No,0.96958,298,298,0.95004,0.98911
2010,Lower Secondary Level,West,Yes,0.09024,166,2052,0.07784,0.10264
2010,Lower Secondary Level,West,No,0.90976,1886,2052,0.89736,0.92216
2010,Lower Secondary Level,East,No,0.93944,309,309,0.91280,0.96608
2010,Upper Secondary Level,West,Yes,0.21095,1762,8021,0.20202,0.21988
2010,Upper Secondary Level,West,No,0.78905,6259,8021,0.78012,0.79798
2010,Upper Secondary Level,East,Yes,0.09958,296,2784,0.08845,0.11070
2010,Upper Secondary Level,East,No,0.90042,2488,2784,0.88930,0.91155
2010,Post-secondary Non-tertiary Level,West,Yes,0.33528,413,1328,0.30988,0.36068
2010,Post-secondary Non-tertiary Level,West,No,0.66472,915,1328,0.63932,0.69012
2010,Post-secondary Non-tertiary Level,East,Yes,0.18886,50,241,0.13934,0.23837
2010,Post-secondary Non-tertiary Level,East,No,0.81114,191,241,0.76163,0.86066
2010,First Stage of Tertiary Education,West,Yes,0.26935,299,999,0.24182,0.29687
2010,First Stage of Tertiary Education,West,No,0.73065,700,999,0.70313,0.75818
2010,First Stage of Tertiary Education,East,Yes,0.12592,43,370,0.09207,0.15977
2010,First Stage of Tertiary Education,East,No,0.87408,327,370,0.84023,0.90793
2010,Second Stage of Tertiary Education,West,Yes,0.36404,840,2405,0.34480,0.38327
2010,Second Stage of Tertiary Education,West,No,0.63596,1565,2405,0.61673,0.65520
2010,Second Stage of Tertiary Education,East,Yes,0.21869,253,1186,0.19515,0.24223
2010,Second Stage of Tertiary Education,East,No,0.78131,933,1186,0.75777,0.80485
2011,No answer / don't know,West,No,0.93316,213,213,0.89954,0.96678
2011,No answer / don't know,East,No,0.82912,45,45,0.71790,0.94034
2011,Pre-primary Level,West,Yes,0.13410,31,217,0.08866,0.17955
2011,Pre-primary Level,West,No,0.86590,186,217,0.82045,0.91134
2011,Primary Level,West,No,0.99096,188,188,0.97740,1.00453
2011,Lower Secondary Level,West,Yes,0.09782,177,1787,0.08404,0.11159
2011,Lower Secondary Level,West,No,0.90218,1610,1787,0.88841,0.91596
2011,Lower Secondary Level,East,No,0.96151,277,277,0.93881,0.98421
2011,Upper Secondary Level,West,Yes,0.22438,1668,7024,0.21463,0.23414
2011,Upper Secondary Level,West,No,0.77562,5356,7024,0.76586,0.78537
2011,Upper Secondary Level,East,Yes,0.11319,288,2488,0.10073,0.12564
2011,Upper Secondary Level,East,No,0.88681,2200,2488,0.87436,0.89927
2011,Post-secondary Non-tertiary Level,West,Yes,0.33751,309,915,0.30685,0.36816
2011,Post-secondary Non-tertiary Level,West,No,0.66249,606,915,0.63184,0.69315
2011,Post-secondary Non-tertiary Level,East,Yes,0.22294,40,169,0.16000,0.28588
2011,Post-secondary Non-tertiary Level,East,No,0.77706,129,169,0.71412,0.84000
2011,First Stage of Tertiary Education,West,Yes,0.26251,257,852,0.23294,0.29207
2011,First Stage of Tertiary Education,West,No,0.73749,595,852,0.70793,0.76706
2011,First Stage of Tertiary Education,East,Yes,0.12215,53,360,0.08828,0.15602
2011,First Stage of Tertiary Education,East,No,0.87785,307,360,0.84398,0.91172
2011,Second Stage of Tertiary Education,West,Yes,0.36485,718,1914,0.34328,0.38643
2011,Second Stage of Tertiary Education,West,No,0.63515,1196,1914,0.61357,0.65672
2011,Second Stage of Tertiary Education,East,Yes,0.25559,269,1087,0.22965,0.28154
2011,Second Stage of Tertiary Education,East,No,0.74441,818,1087,0.71846,0.77035
2012,No answer / don't know,West,Yes,0.09895,41,318,0.06608,0.13183
2012,No answer / don't know,West,No,0.90105,277,318,0.86817,0.93392
2012,Pre-primary Level,West,Yes,0.10811,40,343,0.07520,0.14102
2012,Pre-primary Level,West,No,0.89189,303,343,0.85898,0.92480
2012,Pre-primary Level,East,No,0.93999,40,40,0.86545,1.01453
2012,Primary Level,West,No,0.97551,320,320,0.95855,0.99247
2012,Lower Secondary Level,West,Yes,0.10189,248,2428,0.08985,0.11392
2012,Lower Secondary Level,West,No,0.89811,2180,2428,0.88608,0.91015
2012,Lower Secondary Level,East,No,0.94228,343,343,0.91757,0.96700
2012,Upper Secondary Level,West,Yes,0.23846,2301,9306,0.22981,0.24712
2012,Upper Secondary Level,West,No,0.76154,7005,9306,0.75288,0.77019
2012,Upper Secondary Level,East,Yes,0.11212,392,3171,0.10114,0.12311
2012,Upper Secondary Level,East,No,0.88788,2779,3171,0.87689,0.89886
2012,Post-secondary Non-tertiary Level,West,Yes,0.29656,488,1527,0.27364,0.31948
2012,Post-secondary Non-tertiary Level,West,No,0.70344,1039,1527,0.68052,0.72636
2012,Post-secondary Non-tertiary Level,East,Yes,0.25402,71,278,0.20275,0.30528
2012,Post-secondary Non-tertiary Level,East,No,0.74598,207,278,0.69472,0.79725
2012,First Stage of Tertiary Education,West,Yes,0.29584,350,1100,0.26886,0.32283
2012,First Stage of Tertiary Education,West,No,0.70416,750,1100,0.67717,0.73114
2012,First Stage of Tertiary Education,East,Yes,0.17199,62,421,0.13590,0.20808
2012,First Stage of Tertiary Education,East,No,0.82801,359,421,0.79192,0.86410
2012,Second Stage of Tertiary Education,West,Yes,0.34297,1010,2840,0.32551,0.36043
2012,Second Stage of Tertiary Education,West,No,0.65703,1830,2840,0.63957,0.67449
2012,Second Stage of Tertiary Education,East,Yes,0.25406,312,1285,0.23024,0.27787
2012,Second Stage of Tertiary Education,East,No,0.74594,973,1285,0.72213,0.76976
2013,No answer / don't know,West,No,0.91510,183,183,0.87460,0.95559
2013,No answer / don't know,East,No,0.91846,36,36,0.82779,1.00912
2013,Pre-primary Level,West,Yes,0.22236,38,184,0.16212,0.28261
2013,Pre-primary Level,West,No,0.77764,146,184,0.71739,0.83788
2013,Primary Level,West,No,0.97196,147,147,0.94518,0.99874
2013,Lower Secondary Level,West,Yes,0.11699,170,1535,0.10091,0.13308
2013,Lower Secondary Level,West,No,0.88301,1365,1535,0.86692,0.89909
2013,Lower Secondary Level,East,No,0.95253,230,230,0.92499,0.98007
2013,Upper Secondary Level,West,Yes,0.26575,1737,6340,0.25487,0.27662
2013,Upper Secondary Level,West,No,0.73425,4603,6340,0.72338,0.74513
2013,Upper Secondary Level,East,Yes,0.11939,299,2260,0.10602,0.13276
2013,Upper Secondary Level,East,No,0.88061,1961,2260,0.86724,0.89398
2013,Post-secondary Non-tertiary Level,West,Yes,0.36299,316,838,0.33042,0.39557
2013,Post-secondary Non-tertiary Level,West,No,0.63701,522,838,0.60443,0.66958
2013,Post-secondary Non-tertiary Level,East,Yes,0.29453,45,163,0.22433,0.36472
2013,Post-secondary Non-tertiary Level,East,No,0.70547,118,163,0.63528,0.77567
2013,First Stage of Tertiary Education,West,Yes,0.30389,254,762,0.27121,0.33657
2013,First Stage of Tertiary Education,West,No,0.69611,508,762,0.66343,0.72879
2013,First Stage of Tertiary Education,East,Yes,0.17876,54,331,0.13742,0.22010
2013,First Stage of Tertiary Education,East,No,0.82124,277,331,0.77990,0.86258
2013,Second Stage of Tertiary Education,West,Yes,0.38076,734,1931,0.35909,0.40242
2013,Second Stage of Tertiary Education,West,No,0.61924,1197,1931,0.59758,0.64091
2013,Second Stage of Tertiary Education,East,Yes,0.27778,287,1018,0.25025,0.30531
2013,Second Stage of Tertiary Education,East,No,0.72222,731,1018,0.69469,0.74975
2014,No answer / don't know,West,Yes,0.10954,50,479,0.08154,0.13754
2014,No answer / don't know,West,No,0.89046,429,479,0.86246,0.91846
2014,No answer / don't know,East,No,0.82531,84,84,0.74362,0.90700
2014,Pre-primary Level,West,Yes,0.12688,43,351,0.09201,0.16176
2014,Pre-primary Level,West,No,0.87312,308,351,0.83824,0.90799
2014,Pre-primary Level,East,No,0.96960,42,42,0.91704,1.02215
2014,Primary Level,West,No,0.97231,423,423,0.95665,0.98796
2014,Primary Level,East,No,0.97206,52,52,0.92683,1.01729
2014,Lower Secondary Level,West,Yes,0.11507,255,2637,0.10289,0.12725
2014,Lower Secondary Level,West,No,0.88493,2382,2637,0.87275,0.89711
2014,Lower Secondary Level,East,No,0.96168,355,355,0.94169,0.98168
2014,Upper Secondary Level,West,Yes,0.26003,2253,8871,0.25090,0.26916
2014,Upper Secondary Level,West,No,0.73997,6618,8871,0.73084,0.74910
2014,Upper Secondary Level,East,Yes,0.13167,385,2740,0.11901,0.14433
2014,Upper Secondary Level,East,No,0.86833,2355,2740,0.85567,0.88099
2014,Post-secondary Non-tertiary Level,West,Yes,0.30814,498,1633,0.28574,0.33054
2014,Post-secondary Non-tertiary Level,West,No,0.69186,1135,1633,0.66946,0.71426
2014,Post-secondary Non-tertiary Level,East,Yes,0.26008,64,283,0.20888,0.31129
2014,Post-secondary Non-tertiary Level,East,No,0.73992,219,283,0.68871,0.79112
2014,First Stage of Tertiary Education,West,Yes,0.30943,334,971,0.28034,0.33852
2014,First Stage of Tertiary Education,West,No,0.69057,637,971,0.66148,0.71966
2014,First Stage of Tertiary Education,East,Yes,0.22088,57,365,0.17826,0.26350
2014,First Stage of Tertiary Education,East,No,0.77912,308,365,0.73650,0.82174
2014,Second Stage of Tertiary Education,West,Yes,0.36670,1069,3168,0.34992,0.38348
2014,Second Stage of Tertiary Education,West,No,0.63330,2099,3168,0.61652,0.65008
2014,Second Stage of Tertiary Education,East,Yes,0.27638,313,1216,0.25123,0.30152
2014,Second Stage of Tertiary Education,East,No,0.72362,903,1216,0.69848,0.74877
2016,No answer / don't know,West,Yes,0.10597,46,462,0.07787,0.13406
2016,No answer / don't know,West,No,0.89403,416,462,0.86594,0.92213
2016,No answer / don't know,East,No,0.99979,87,87,0.99676,1.00283
2016,Pre-primary Level,West,No,0.91066,224,224,0.87323,0.94810
2016,Pre-primary Level,East,No,0.84220,32,32,0.71386,0.97053
2016,Primary Level,West,No,0.98403,338,338,0.97065,0.99741
2016,Primary Level,East,No,0.99849,43,43,0.98677,1.01022
2016,Lower Secondary Level,West,Yes,0.09743,190,2168,0.08494,0.10992
