year,quintil_oecd,sex,ple0098_v5,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2003,1st Quintile,male,Yes,0.02315,35,1399,0.01526,0.03103
2003,1st Quintile,male,No,0.97685,1364,1399,0.96897,0.98474
2003,1st Quintile,female,Yes,0.03774,66,1906,0.02918,0.04629
2003,1st Quintile,female,No,0.96226,1840,1906,0.95371,0.97082
2003,2nd Quintile,male,Yes,0.04928,91,1676,0.03891,0.05964
2003,2nd Quintile,male,No,0.95072,1585,1676,0.94036,0.96109
2003,2nd Quintile,female,Yes,0.07546,130,2048,0.06402,0.08690
2003,2nd Quintile,female,No,0.92454,1918,2048,0.91310,0.93598
2003,3rd Quintile,male,Yes,0.07519,133,1819,0.06307,0.08731
2003,3rd Quintile,male,No,0.92481,1686,1819,0.91269,0.93693
2003,3rd Quintile,female,Yes,0.09269,162,1935,0.07976,0.10561
2003,3rd Quintile,female,No,0.90731,1773,1935,0.89439,0.92024
2003,4th Quintile,male,Yes,0.12992,221,1864,0.11465,0.14518
2003,4th Quintile,male,No,0.87008,1643,1864,0.85482,0.88535
2003,4th Quintile,female,Yes,0.14325,273,2012,0.12794,0.15856
2003,4th Quintile,female,No,0.85675,1739,2012,0.84144,0.87206
2003,5th Quintile,male,Yes,0.21401,448,1928,0.19570,0.23233
2003,5th Quintile,male,No,0.78599,1480,1928,0.76767,0.80430
2003,5th Quintile,female,Yes,0.24608,581,2249,0.22827,0.26388
2003,5th Quintile,female,No,0.75392,1668,2249,0.73612,0.77173
2004,1st Quintile,male,Yes,0.03315,39,1316,0.02347,0.04282
2004,1st Quintile,male,No,0.96685,1277,1316,0.95718,0.97653
2004,1st Quintile,female,Yes,0.04502,79,1829,0.03551,0.05453
2004,1st Quintile,female,No,0.95498,1750,1829,0.94547,0.96449
2004,2nd Quintile,male,Yes,0.07730,105,1655,0.06443,0.09017
2004,2nd Quintile,male,No,0.92270,1550,1655,0.90983,0.93557
2004,2nd Quintile,female,Yes,0.07363,127,1988,0.06214,0.08511
2004,2nd Quintile,female,No,0.92637,1861,1988,0.91489,0.93786
2004,3rd Quintile,male,Yes,0.07754,151,1770,0.06508,0.09000
2004,3rd Quintile,male,No,0.92246,1619,1770,0.91000,0.93492
2004,3rd Quintile,female,Yes,0.09321,182,1941,0.08028,0.10615
2004,3rd Quintile,female,No,0.90679,1759,1941,0.89385,0.91972
2004,4th Quintile,male,Yes,0.12712,217,1819,0.11181,0.14244
2004,4th Quintile,male,No,0.87288,1602,1819,0.85756,0.88819
2004,4th Quintile,female,Yes,0.14024,268,1966,0.12488,0.15559
2004,4th Quintile,female,No,0.85976,1698,1966,0.84441,0.87512
2004,5th Quintile,male,Yes,0.23959,470,1860,0.22019,0.25900
2004,5th Quintile,male,No,0.76041,1390,1860,0.74100,0.77981
2004,5th Quintile,female,Yes,0.26679,601,2184,0.24824,0.28535
2004,5th Quintile,female,No,0.73321,1583,2184,0.71465,0.75176
2005,1st Quintile,male,Yes,0.04718,51,1268,0.03550,0.05885
2005,1st Quintile,male,No,0.95282,1217,1268,0.94115,0.96450
2005,1st Quintile,female,Yes,0.05163,79,1761,0.04129,0.06197
2005,1st Quintile,female,No,0.94837,1682,1761,0.93803,0.95871
2005,2nd Quintile,male,Yes,0.07810,117,1586,0.06489,0.09131
2005,2nd Quintile,male,No,0.92190,1469,1586,0.90869,0.93511
2005,2nd Quintile,female,Yes,0.08452,146,1905,0.07203,0.09702
2005,2nd Quintile,female,No,0.91548,1759,1905,0.90298,0.92797
2005,3rd Quintile,male,Yes,0.08472,144,1612,0.07113,0.09832
2005,3rd Quintile,male,No,0.91528,1468,1612,0.90168,0.92887
2005,3rd Quintile,female,Yes,0.12366,213,1852,0.10866,0.13866
2005,3rd Quintile,female,No,0.87634,1639,1852,0.86134,0.89134
2005,4th Quintile,male,Yes,0.13880,240,1799,0.12282,0.15478
2005,4th Quintile,male,No,0.86120,1559,1799,0.84522,0.87718
2005,4th Quintile,female,Yes,0.16267,316,1948,0.14628,0.17906
2005,4th Quintile,female,No,0.83733,1632,1948,0.82094,0.85372
2005,5th Quintile,male,Yes,0.25448,440,1740,0.23400,0.27495
2005,5th Quintile,male,No,0.74552,1300,1740,0.72505,0.76600
2005,5th Quintile,female,Yes,0.27710,572,2023,0.25759,0.29661
2005,5th Quintile,female,No,0.72290,1451,2023,0.70339,0.74241
2006,1st Quintile,male,Yes,0.04199,49,1180,0.03054,0.05344
2006,1st Quintile,male,No,0.95801,1131,1180,0.94656,0.96946
2006,1st Quintile,female,Yes,0.05702,95,1647,0.04582,0.06822
2006,1st Quintile,female,No,0.94298,1552,1647,0.93178,0.95418
2006,2nd Quintile,male,Yes,0.07773,115,1410,0.06375,0.09171
2006,2nd Quintile,male,No,0.92227,1295,1410,0.90829,0.93625
2006,2nd Quintile,female,Yes,0.10309,172,1759,0.08887,0.11730
2006,2nd Quintile,female,No,0.89691,1587,1759,0.88270,0.91113
2006,3rd Quintile,male,Yes,0.12934,187,1564,0.11271,0.14598
2006,3rd Quintile,male,No,0.87066,1377,1564,0.85402,0.88729
2006,3rd Quintile,female,Yes,0.13492,230,1770,0.11900,0.15084
2006,3rd Quintile,female,No,0.86508,1540,1770,0.84916,0.88100
2006,4th Quintile,male,Yes,0.16874,283,1633,0.15057,0.18691
2006,4th Quintile,male,No,0.83126,1350,1633,0.81309,0.84943
2006,4th Quintile,female,Yes,0.19082,336,1787,0.17259,0.20904
2006,4th Quintile,female,No,0.80918,1451,1787,0.79096,0.82741
2006,5th Quintile,male,Yes,0.25386,444,1645,0.23282,0.27489
2006,5th Quintile,male,No,0.74614,1201,1645,0.72511,0.76718
2006,5th Quintile,female,Yes,0.29623,608,1949,0.27596,0.31651
2006,5th Quintile,female,No,0.70377,1341,1949,0.68349,0.72404
2007,1st Quintile,male,Yes,0.04434,58,1270,0.03301,0.05567
2007,1st Quintile,male,No,0.95566,1212,1270,0.94433,0.96699
2007,1st Quintile,female,Yes,0.07051,122,1791,0.05865,0.08237
2007,1st Quintile,female,No,0.92949,1669,1791,0.91763,0.94135
2007,2nd Quintile,male,Yes,0.09966,139,1515,0.08457,0.11475
2007,2nd Quintile,male,No,0.90034,1376,1515,0.88525,0.91543
2007,2nd Quintile,female,Yes,0.10811,192,1843,0.09393,0.12229
2007,2nd Quintile,female,No,0.89189,1651,1843,0.87771,0.90607
2007,3rd Quintile,male,Yes,0.13100,227,1679,0.11485,0.14714
2007,3rd Quintile,male,No,0.86900,1452,1679,0.85286,0.88515
2007,3rd Quintile,female,Yes,0.16021,278,1898,0.14370,0.17671
2007,3rd Quintile,female,No,0.83979,1620,1898,0.82329,0.85630
2007,4th Quintile,male,Yes,0.16804,308,1768,0.15061,0.18548
2007,4th Quintile,male,No,0.83196,1460,1768,0.81452,0.84939
2007,4th Quintile,female,Yes,0.22915,413,1900,0.21025,0.24805
2007,4th Quintile,female,No,0.77085,1487,1900,0.75195,0.78975
2007,5th Quintile,male,Yes,0.29168,496,1656,0.26978,0.31358
2007,5th Quintile,male,No,0.70832,1160,1656,0.68642,0.73022
2007,5th Quintile,female,Yes,0.33656,682,1994,0.31581,0.35730
2007,5th Quintile,female,No,0.66344,1312,1994,0.64270,0.68419
2008,1st Quintile,male,Yes,0.05304,58,1188,0.04029,0.06579
2008,1st Quintile,male,No,0.94696,1130,1188,0.93421,0.95971
2008,1st Quintile,female,Yes,0.08195,121,1685,0.06885,0.09505
2008,1st Quintile,female,No,0.91805,1564,1685,0.90495,0.93115
2008,2nd Quintile,male,Yes,0.11276,151,1450,0.09647,0.12904
2008,2nd Quintile,male,No,0.88724,1299,1450,0.87096,0.90353
2008,2nd Quintile,female,Yes,0.13667,243,1786,0.12073,0.15260
2008,2nd Quintile,female,No,0.86333,1543,1786,0.84740,0.87927
2008,3rd Quintile,male,Yes,0.15489,268,1673,0.13755,0.17223
2008,3rd Quintile,male,No,0.84511,1405,1673,0.82777,0.86245
2008,3rd Quintile,female,Yes,0.20666,382,1868,0.18829,0.22502
2008,3rd Quintile,female,No,0.79334,1486,1868,0.77498,0.81171
2008,4th Quintile,male,Yes,0.22024,342,1609,0.19999,0.24050
2008,4th Quintile,male,No,0.77976,1267,1609,0.75950,0.80001
2008,4th Quintile,female,Yes,0.24050,390,1712,0.22025,0.26075
2008,4th Quintile,female,No,0.75950,1322,1712,0.73925,0.77975
2008,5th Quintile,male,Yes,0.32559,514,1599,0.30261,0.34856
2008,5th Quintile,male,No,0.67441,1085,1599,0.65144,0.69739
2008,5th Quintile,female,Yes,0.38423,723,1895,0.36232,0.40613
2008,5th Quintile,female,No,0.61577,1172,1895,0.59387,0.63768
2010,1st Quintile,male,Yes,0.05467,58,1014,0.04067,0.06867
2010,1st Quintile,male,No,0.94533,956,1014,0.93133,0.95933
2010,1st Quintile,female,Yes,0.07548,111,1471,0.06198,0.08899
2010,1st Quintile,female,No,0.92452,1360,1471,0.91101,0.93802
2010,2nd Quintile,male,Yes,0.09693,138,1289,0.08078,0.11309
2010,2nd Quintile,male,No,0.90307,1151,1289,0.88691,0.91922
2010,2nd Quintile,female,Yes,0.15005,226,1601,0.13255,0.16755
2010,2nd Quintile,female,No,0.84995,1375,1601,0.83245,0.86745
2010,3rd Quintile,male,Yes,0.17668,274,1415,0.15680,0.19656
2010,3rd Quintile,male,No,0.82332,1141,1415,0.80344,0.84320
2010,3rd Quintile,female,Yes,0.19718,330,1577,0.17754,0.21682
2010,3rd Quintile,female,No,0.80282,1247,1577,0.78318,0.82246
2010,4th Quintile,male,Yes,0.25485,343,1403,0.23204,0.27766
2010,4th Quintile,male,No,0.74515,1060,1403,0.72234,0.76796
2010,4th Quintile,female,Yes,0.28561,448,1520,0.26289,0.30833
2010,4th Quintile,female,No,0.71439,1072,1520,0.69167,0.73711
2010,5th Quintile,male,Yes,0.37530,462,1301,0.34898,0.40162
2010,5th Quintile,male,No,0.62470,839,1301,0.59838,0.65102
2010,5th Quintile,female,Yes,0.41252,630,1527,0.38782,0.43722
2010,5th Quintile,female,No,0.58748,897,1527,0.56278,0.61218
2011,1st Quintile,male,Yes,0.04951,61,989,0.03598,0.06304
2011,1st Quintile,male,No,0.95049,928,989,0.93696,0.96402
2011,1st Quintile,female,Yes,0.08974,132,1399,0.07476,0.10472
2011,1st Quintile,female,No,0.91026,1267,1399,0.89528,0.92524
2011,2nd Quintile,male,Yes,0.10148,137,1156,0.08406,0.11889
2011,2nd Quintile,male,No,0.89852,1019,1156,0.88111,0.91594
2011,2nd Quintile,female,Yes,0.15071,221,1452,0.13230,0.16911
2011,2nd Quintile,female,No,0.84929,1231,1452,0.83089,0.86770
2011,3rd Quintile,male,Yes,0.18574,261,1336,0.16488,0.20661
2011,3rd Quintile,male,No,0.81426,1075,1336,0.79339,0.83512
2011,3rd Quintile,female,Yes,0.22571,342,1513,0.20464,0.24678
2011,3rd Quintile,female,No,0.77429,1171,1513,0.75322,0.79536
2011,4th Quintile,male,Yes,0.26453,342,1311,0.24065,0.28842
2011,4th Quintile,male,No,0.73547,969,1311,0.71158,0.75935
2011,4th Quintile,female,Yes,0.30689,454,1402,0.28274,0.33104
2011,4th Quintile,female,No,0.69311,948,1402,0.66896,0.71726
2011,5th Quintile,male,Yes,0.39481,443,1201,0.36716,0.42247
2011,5th Quintile,male,No,0.60519,758,1201,0.57753,0.63284
2011,5th Quintile,female,Yes,0.41267,601,1435,0.38719,0.43815
2011,5th Quintile,female,No,0.58733,834,1435,0.56185,0.61281
2012,1st Quintile,male,Yes,0.06872,158,2021,0.05768,0.07975
2012,1st Quintile,male,No,0.93128,1863,2021,0.92025,0.94232
2012,1st Quintile,female,Yes,0.08729,292,3178,0.07747,0.09710
2012,1st Quintile,female,No,0.91271,2886,3178,0.90290,0.92253
2012,2nd Quintile,male,Yes,0.11180,298,2021,0.09806,0.12554
2012,2nd Quintile,male,No,0.88820,1723,2021,0.87446,0.90194
2012,2nd Quintile,female,Yes,0.15718,500,2726,0.14351,0.17084
2012,2nd Quintile,female,No,0.84282,2226,2726,0.82916,0.85649
2012,3rd Quintile,male,Yes,0.19940,435,2009,0.18193,0.21688
2012,3rd Quintile,male,No,0.80060,1574,2009,0.78312,0.81807
2012,3rd Quintile,female,Yes,0.23138,614,2425,0.21459,0.24817
2012,3rd Quintile,female,No,0.76862,1811,2425,0.75183,0.78541
2012,4th Quintile,male,Yes,0.27446,514,1839,0.25406,0.29486
2012,4th Quintile,male,No,0.72554,1325,1839,0.70514,0.74594
2012,4th Quintile,female,Yes,0.31618,700,2176,0.29664,0.33572
2012,4th Quintile,female,No,0.68382,1476,2176,0.66428,0.70336
2012,5th Quintile,male,Yes,0.39093,567,1500,0.36623,0.41563
2012,5th Quintile,male,No,0.60907,933,1500,0.58437,0.63377
2012,5th Quintile,female,Yes,0.40663,801,1869,0.38435,0.42890
2012,5th Quintile,female,No,0.59337,1068,1869,0.57110,0.61565
2013,1st Quintile,male,Yes,0.07819,95,1233,0.06319,0.09318
2013,1st Quintile,male,No,0.92181,1138,1233,0.90682,0.93681
2013,1st Quintile,female,Yes,0.10472,180,1765,0.09043,0.11900
2013,1st Quintile,female,No,0.89528,1585,1765,0.88100,0.90957
2013,2nd Quintile,male,Yes,0.13241,200,1443,0.11492,0.14991
2013,2nd Quintile,male,No,0.86759,1243,1443,0.85009,0.88508
2013,2nd Quintile,female,Yes,0.15925,300,1845,0.14255,0.17595
2013,2nd Quintile,female,No,0.84075,1545,1845,0.82405,0.85745
2013,3rd Quintile,male,Yes,0.20302,348,1546,0.18296,0.22308
2013,3rd Quintile,male,No,0.79698,1198,1546,0.77692,0.81704
2013,3rd Quintile,female,Yes,0.25882,493,1787,0.23850,0.27913
2013,3rd Quintile,female,No,0.74118,1294,1787,0.72087,0.76150
2013,4th Quintile,male,Yes,0.30386,444,1533,0.28082,0.32689
2013,4th Quintile,male,No,0.69614,1089,1533,0.67311,0.71918
2013,4th Quintile,female,Yes,0.35204,603,1758,0.32971,0.37437
2013,4th Quintile,female,No,0.64796,1155,1758,0.62563,0.67029
2013,5th Quintile,male,Yes,0.39094,552,1446,0.36578,0.41610
2013,5th Quintile,male,No,0.60906,894,1446,0.58390,0.63422
2013,5th Quintile,female,Yes,0.43877,771,1706,0.41522,0.46233
2013,5th Quintile,female,No,0.56123,935,1706,0.53767,0.58478
2014,1st Quintile,male,Yes,0.06174,150,2320,0.05194,0.07153
2014,1st Quintile,male,No,0.93826,2170,2320,0.92847,0.94806
2014,1st Quintile,female,Yes,0.09750,315,3362,0.08748,0.10753
2014,1st Quintile,female,No,0.90250,3047,3362,0.89247,0.91252
2014,2nd Quintile,male,Yes,0.13390,310,2335,0.12008,0.14771
2014,2nd Quintile,male,No,0.86610,2025,2335,0.85229,0.87992
2014,2nd Quintile,female,Yes,0.17188,510,2963,0.15829,0.18546
2014,2nd Quintile,female,No,0.82812,2453,2963,0.81454,0.84171
2014,3rd Quintile,male,Yes,0.22833,489,2159,0.21062,0.24604
2014,3rd Quintile,male,No,0.77167,1670,2159,0.75396,0.78938
2014,3rd Quintile,female,Yes,0.26442,688,2611,0.24750,0.28134
2014,3rd Quintile,female,No,0.73558,1923,2611,0.71866,0.75250
2014,4th Quintile,male,Yes,0.29863,589,2022,0.27868,0.31859
2014,4th Quintile,male,No,0.70137,1433,2022,0.68141,0.72132
2014,4th Quintile,female,Yes,0.35473,801,2357,0.33541,0.37404
2014,4th Quintile,female,No,0.64527,1556,2357,0.62596,0.66459
2014,5th Quintile,male,Yes,0.37973,643,1648,0.35629,0.40317
2014,5th Quintile,male,No,0.62027,1005,1648,0.59683,0.64371
2014,5th Quintile,female,Yes,0.46000,871,1931,0.43776,0.48224
2014,5th Quintile,female,No,0.54000,1060,1931,0.51776,0.56224
2016,1st Quintile,male,Yes,0.05389,90,2028,0.04406,0.06372
2016,1st Quintile,male,No,0.94611,1938,2028,0.93628,0.95594
2016,1st Quintile,female,Yes,0.09499,217,2851,0.08422,0.10575
2016,1st Quintile,female,No,0.90501,2634,2851,0.89425,0.91578
2016,2nd Quintile,male,Yes,0.11657,261,2134,0.10295,0.13019
2016,2nd Quintile,male,No,0.88343,1873,2134,0.86981,0.89705
2016,2nd Quintile,female,Yes,0.13766,419,2762,0.12481,0.15052
2016,2nd Quintile,female,No,0.86234,2343,2762,0.84948,0.87519
2016,3rd Quintile,male,Yes,0.17866,364,1927,0.16155,0.19577
2016,3rd Quintile,male,No,0.82134,1563,1927,0.80423,0.83845
2016,3rd Quintile,female,Yes,0.22489,557,2348,0.20800,0.24178
2016,3rd Quintile,female,No,0.77511,1791,2348,0.75822,0.79200
2016,4th Quintile,male,Yes,0.28422,497,1802,0.26339,0.30505
2016,4th Quintile,male,No,0.71578,1305,1802,0.69495,0.73661
2016,4th Quintile,female,Yes,0.33403,673,2102,0.31386,0.35419
2016,4th Quintile,female,No,0.66597,1429,2102,0.64581,0.68614
2016,5th Quintile,male,Yes,0.36532,524,1469,0.34069,0.38995
2016,5th Quintile,male,No,0.63468,945,1469,0.61005,0.65931
2016,5th Quintile,female,Yes,0.41434,742,1776,0.39142,0.43726
2016,5th Quintile,female,No,0.58566,1034,1776,0.56274,0.60858
2018,1st Quintile,male,Yes,0.06664,100,1901,0.05542,0.07785
2018,1st Quintile,male,No,0.93336,1801,1901,0.92215,0.94458
2018,1st Quintile,female,Yes,0.09573,213,2690,0.08461,0.10685
2018,1st Quintile,female,No,0.90427,2477,2690,0.89315,0.91539
2018,2nd Quintile,male,Yes,0.13515,289,2150,0.12070,0.14961
2018,2nd Quintile,male,No,0.86485,1861,2150,0.85039,0.87930
2018,2nd Quintile,female,Yes,0.15452,446,2773,0.14106,0.16797
2018,2nd Quintile,female,No,0.84548,2327,2773,0.83203,0.85894
2018,3rd Quintile,male,Yes,0.22074,434,1970,0.20242,0.23906
2018,3rd Quintile,male,No,0.77926,1536,1970,0.76094,0.79758
2018,3rd Quintile,female,Yes,0.23825,600,2423,0.22128,0.25521
2018,3rd Quintile,female,No,0.76175,1823,2423,0.74479,0.77872
2018,4th Quintile,male,Yes,0.26556,498,1846,0.24541,0.28571
2018,4th Quintile,male,No,0.73444,1348,1846,0.71429,0.75459
2018,4th Quintile,female,Yes,0.31903,697,2138,0.29927,0.33879
2018,4th Quintile,female,No,0.68097,1441,2138,0.66121,0.70073
2018,5th Quintile,male,Yes,0.38597,590,1614,0.36221,0.40972
2018,5th Quintile,male,No,0.61403,1024,1614,0.59028,0.63779
2018,5th Quintile,female,Yes,0.41429,776,1842,0.39179,0.43680
2018,5th Quintile,female,No,0.58571,1066,1842,0.56320,0.60821
2020,1st Quintile,male,Yes,0.06455,110,1673,0.05277,0.07633
2020,1st Quintile,male,No,0.93545,1563,1673,0.92367,0.94723
2020,1st Quintile,female,Yes,0.09785,204,2420,0.08601,0.10969
2020,1st Quintile,female,No,0.90215,2216,2420,0.89031,0.91399
2020,2nd Quintile,male,Yes,0.14224,273,1962,0.12678,0.15770
2020,2nd Quintile,male,No,0.85776,1689,1962,0.84230,0.87322
2020,2nd Quintile,female,Yes,0.18727,450,2505,0.17199,0.20255
2020,2nd Quintile,female,No,0.81273,2055,2505,0.79745,0.82801
2020,3rd Quintile,male,Yes,0.22079,410,1757,0.20139,0.24019
2020,3rd Quintile,male,No,0.77921,1347,1757,0.75981,0.79861
2020,3rd Quintile,female,Yes,0.26169,574,2111,0.24294,0.28045
2020,3rd Quintile,female,No,0.73831,1537,2111,0.71955,0.75706
2020,4th Quintile,male,Yes,0.26418,500,1741,0.24346,0.28490
2020,4th Quintile,male,No,0.73582,1241,1741,0.71510,0.75654
2020,4th Quintile,female,Yes,0.32837,677,2034,0.30795,0.34878
2020,4th Quintile,female,No,0.67163,1357,2034,0.65122,0.69205
2020,5th Quintile,male,Yes,0.37165,696,1784,0.34922,0.39408
2020,5th Quintile,male,No,0.62835,1088,1784,0.60592,0.65078
2020,5th Quintile,female,Yes,0.37992,877,2026,0.35878,0.40106
2020,5th Quintile,female,No,0.62008,1149,2026,0.59894,0.64122
2022,1st Quintile,male,Yes,0.09297,97,1140,0.07610,0.10983
2022,1st Quintile,male,No,0.90703,1043,1140,0.89017,0.92390
2022,1st Quintile,female,Yes,0.11908,180,1604,0.10322,0.13494
2022,1st Quintile,female,No,0.88092,1424,1604,0.86506,0.89678
2022,2nd Quintile,male,Yes,0.16910,206,1222,0.14808,0.19013
2022,2nd Quintile,male,No,0.83090,1016,1222,0.80987,0.85192
2022,2nd Quintile,female,Yes,0.23401,360,1602,0.21327,0.25475
2022,2nd Quintile,female,No,0.76599,1242,1602,0.74525,0.78673
2022,3rd Quintile,male,Yes,0.23960,298,1181,0.21525,0.26396
2022,3rd Quintile,male,No,0.76040,883,1181,0.73604,0.78475
2022,3rd Quintile,female,Yes,0.29387,443,1430,0.27025,0.31749
2022,3rd Quintile,female,No,0.70613,987,1430,0.68251,0.72975
2022,4th Quintile,male,Yes,0.34504,378,1140,0.31743,0.37265
2022,4th Quintile,male,No,0.65496,762,1140,0.62735,0.68257
2022,4th Quintile,female,Yes,0.33805,474,1351,0.31281,0.36328
2022,4th Quintile,female,No,0.66195,877,1351,0.63672,0.68719
2022,5th Quintile,male,Yes,0.40461,480,1200,0.37682,0.43239
2022,5th Quintile,male,No,0.59539,720,1200,0.56761,0.62318
2022,5th Quintile,female,Yes,0.43676,625,1357,0.41036,0.46316
2022,5th Quintile,female,No,0.56324,732,1357,0.53684,0.58964
