year,pgisced97,sex,ple0098_v5,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2000,Lower Secondary Level,female,No,0.91831,2226,2311,0.90715,0.92948
2000,Upper Secondary Level,male,Yes,0.06643,397,5591,0.05990,0.07296
2000,Upper Secondary Level,male,No,0.81852,5194,5591,0.80841,0.82862
2000,Upper Secondary Level,female,Yes,0.10063,599,6092,0.09307,0.10819
2000,Upper Secondary Level,female,No,0.83271,5493,6092,0.82334,0.84208
2000,Post-secondary Non-tertiary Level,male,Yes,0.12494,50,441,0.09405,0.15584
2000,Post-secondary Non-tertiary Level,male,No,0.73979,391,441,0.69879,0.78078
2000,Post-secondary Non-tertiary Level,female,Yes,0.11044,71,564,0.08454,0.13633
2000,Post-secondary Non-tertiary Level,female,No,0.79637,493,564,0.76310,0.82963
2000,First Stage of Tertiary Education,male,Yes,0.08631,93,909,0.06804,0.10457
2000,First Stage of Tertiary Education,male,No,0.75816,816,909,0.73031,0.78601
2000,First Stage of Tertiary Education,female,Yes,0.10126,83,734,0.07942,0.12310
2000,First Stage of Tertiary Education,female,No,0.80974,651,734,0.78133,0.83816
2000,Second Stage of Tertiary Education,male,Yes,0.12009,239,1473,0.10348,0.13669
2000,Second Stage of Tertiary Education,male,No,0.54720,1234,1473,0.52177,0.57262
2000,Second Stage of Tertiary Education,female,Yes,0.12703,183,1274,0.10874,0.14533
2000,Second Stage of Tertiary Education,female,No,0.62330,1091,1274,0.59668,0.64992
2001,Pre-primary Level,male,No,0.72589,195,195,0.66312,0.78866
2001,Pre-primary Level,female,No,0.76126,216,216,0.70427,0.81824
2001,Primary Level,male,No,0.96573,128,128,0.93408,0.99737
2001,Primary Level,female,No,0.97667,176,176,0.95430,0.99903
2001,Lower Secondary Level,male,No,0.92727,928,928,0.91055,0.94399
2001,Lower Secondary Level,female,Yes,0.03082,68,2016,0.02328,0.03837
2001,Lower Secondary Level,female,No,0.93095,1948,2016,0.91988,0.94202
2001,Upper Secondary Level,male,Yes,0.06802,356,5017,0.06105,0.07499
2001,Upper Secondary Level,male,No,0.81195,4661,5017,0.80114,0.82276
2001,Upper Secondary Level,female,Yes,0.10491,563,5552,0.09685,0.11297
2001,Upper Secondary Level,female,No,0.83210,4989,5552,0.82226,0.84193
2001,Post-secondary Non-tertiary Level,male,Yes,0.12232,43,417,0.09084,0.15381
2001,Post-secondary Non-tertiary Level,male,No,0.74543,374,417,0.70356,0.78729
2001,Post-secondary Non-tertiary Level,female,Yes,0.13611,86,544,0.10727,0.16495
2001,Post-secondary Non-tertiary Level,female,No,0.76743,458,544,0.73190,0.80297
2001,First Stage of Tertiary Education,male,Yes,0.09622,92,816,0.07597,0.11647
2001,First Stage of Tertiary Education,male,No,0.74079,724,816,0.71071,0.77088
2001,First Stage of Tertiary Education,female,Yes,0.10713,68,649,0.08332,0.13094
2001,First Stage of Tertiary Education,female,No,0.79877,581,649,0.76790,0.82964
2001,Second Stage of Tertiary Education,male,Yes,0.12245,218,1370,0.10509,0.13982
2001,Second Stage of Tertiary Education,male,No,0.55016,1152,1370,0.52381,0.57652
2001,Second Stage of Tertiary Education,female,Yes,0.11838,162,1188,0.10000,0.13675
2001,Second Stage of Tertiary Education,female,No,0.62099,1026,1188,0.59340,0.64859
2002,Pre-primary Level,male,No,0.79261,216,216,0.73842,0.84681
2002,Pre-primary Level,female,No,0.82344,235,235,0.77458,0.87229
2002,Primary Level,male,No,0.96961,115,115,0.93810,1.00112
2002,Primary Level,female,No,0.96067,163,163,0.93074,0.99060
2002,Lower Secondary Level,male,No,0.94051,878,878,0.92486,0.95617
2002,Lower Secondary Level,female,Yes,0.04139,76,1873,0.03237,0.05042
2002,Lower Secondary Level,female,No,0.92397,1797,1873,0.91196,0.93597
2002,Upper Secondary Level,male,Yes,0.07651,441,4882,0.06905,0.08397
2002,Upper Secondary Level,male,No,0.81095,4441,4882,0.79996,0.82193
2002,Upper Secondary Level,female,Yes,0.11513,704,5571,0.10675,0.12351
2002,Upper Secondary Level,female,No,0.82438,4867,5571,0.81439,0.83437
2002,Post-secondary Non-tertiary Level,male,Yes,0.10327,48,425,0.07430,0.13224
2002,Post-secondary Non-tertiary Level,male,No,0.78468,377,425,0.74555,0.82380
2002,Post-secondary Non-tertiary Level,female,Yes,0.12807,107,603,0.10138,0.15476
2002,Post-secondary Non-tertiary Level,female,No,0.77918,496,603,0.74605,0.81232
2002,First Stage of Tertiary Education,male,Yes,0.10085,106,827,0.08031,0.12138
2002,First Stage of Tertiary Education,male,No,0.74529,721,827,0.71558,0.77501
2002,First Stage of Tertiary Education,female,Yes,0.12986,90,654,0.10408,0.15564
2002,First Stage of Tertiary Education,female,No,0.78539,564,654,0.75390,0.81688
2002,Second Stage of Tertiary Education,male,Yes,0.12861,318,1557,0.11198,0.14525
2002,Second Stage of Tertiary Education,male,No,0.53529,1239,1557,0.51051,0.56007
2002,Second Stage of Tertiary Education,female,Yes,0.11329,226,1317,0.09617,0.13042
2002,Second Stage of Tertiary Education,female,No,0.62740,1091,1317,0.60128,0.65352
2003,Pre-primary Level,male,No,0.75180,218,218,0.69432,0.80927
2003,Pre-primary Level,female,No,0.75401,234,234,0.69871,0.80931
2003,Primary Level,male,No,0.92834,103,103,0.87828,0.97839
2003,Primary Level,female,No,0.94228,156,156,0.90556,0.97899
2003,Lower Secondary Level,male,No,0.94479,852,852,0.92944,0.96013
2003,Lower Secondary Level,female,Yes,0.03819,72,1756,0.02922,0.04716
2003,Lower Secondary Level,female,No,0.92760,1684,1756,0.91547,0.93972
2003,Upper Secondary Level,male,Yes,0.07066,421,4676,0.06331,0.07800
2003,Upper Secondary Level,male,No,0.81755,4255,4676,0.80648,0.82862
2003,Upper Secondary Level,female,Yes,0.11542,678,5335,0.10684,0.12399
2003,Upper Secondary Level,female,No,0.82026,4657,5335,0.80995,0.83056
2003,Post-secondary Non-tertiary Level,male,Yes,0.10018,51,407,0.07097,0.12939
2003,Post-secondary Non-tertiary Level,male,No,0.76605,356,407,0.72487,0.80723
2003,Post-secondary Non-tertiary Level,female,Yes,0.15627,117,608,0.12739,0.18516
2003,Post-secondary Non-tertiary Level,female,No,0.76149,491,608,0.72758,0.79539
2003,First Stage of Tertiary Education,male,Yes,0.09715,96,790,0.07648,0.11781
2003,First Stage of Tertiary Education,male,No,0.73173,694,790,0.70081,0.76264
2003,First Stage of Tertiary Education,female,Yes,0.12385,85,642,0.09835,0.14935
2003,First Stage of Tertiary Education,female,No,0.79270,557,642,0.76132,0.82408
2003,Second Stage of Tertiary Education,male,Yes,0.13163,301,1481,0.11441,0.14886
2003,Second Stage of Tertiary Education,male,No,0.53230,1180,1481,0.50688,0.55772
2003,Second Stage of Tertiary Education,female,Yes,0.13105,233,1286,0.11259,0.14950
2003,Second Stage of Tertiary Education,female,No,0.60722,1053,1286,0.58052,0.63392
2004,Pre-primary Level,male,No,0.77210,219,219,0.71641,0.82778
2004,Pre-primary Level,female,No,0.79396,231,231,0.74169,0.84623
2004,Primary Level,male,No,0.92510,97,97,0.87244,0.97775
2004,Primary Level,female,No,0.97927,153,153,0.95661,1.00192
2004,Lower Secondary Level,male,Yes,0.04681,41,808,0.03223,0.06138
2004,Lower Secondary Level,male,No,0.93116,767,808,0.91370,0.94863
2004,Lower Secondary Level,female,Yes,0.04293,75,1675,0.03322,0.05264
2004,Lower Secondary Level,female,No,0.92197,1600,1675,0.90912,0.93482
2004,Upper Secondary Level,male,Yes,0.07867,430,4543,0.07084,0.08650
2004,Upper Secondary Level,male,No,0.80632,4113,4543,0.79483,0.81781
2004,Upper Secondary Level,female,Yes,0.11796,683,5188,0.10918,0.12674
2004,Upper Secondary Level,female,No,0.81624,4505,5188,0.80570,0.82678
2004,Post-secondary Non-tertiary Level,male,Yes,0.11599,60,409,0.08492,0.14706
2004,Post-secondary Non-tertiary Level,male,No,0.73626,349,409,0.69350,0.77902
2004,Post-secondary Non-tertiary Level,female,Yes,0.14448,120,606,0.11647,0.17250
2004,Post-secondary Non-tertiary Level,female,No,0.75806,486,606,0.72394,0.79219
2004,First Stage of Tertiary Education,male,Yes,0.10789,104,760,0.08582,0.12997
2004,First Stage of Tertiary Education,male,No,0.72413,656,760,0.69233,0.75592
2004,First Stage of Tertiary Education,female,Yes,0.15959,105,635,0.13108,0.18810
2004,First Stage of Tertiary Education,female,No,0.76206,530,635,0.72892,0.79521
2004,Second Stage of Tertiary Education,male,Yes,0.14283,322,1440,0.12475,0.16091
2004,Second Stage of Tertiary Education,male,No,0.51604,1118,1440,0.49021,0.54186
2004,Second Stage of Tertiary Education,female,Yes,0.13486,241,1277,0.11612,0.15360
2004,Second Stage of Tertiary Education,female,No,0.60926,1036,1277,0.58249,0.63603
2005,Pre-primary Level,male,No,0.78525,221,221,0.73098,0.83951
2005,Pre-primary Level,female,No,0.78498,248,248,0.73375,0.83622
2005,Primary Level,male,No,0.92743,96,96,0.87526,0.97960
2005,Primary Level,female,No,0.95319,139,139,0.91794,0.98843
2005,Lower Secondary Level,male,Yes,0.04706,36,747,0.03186,0.06225
2005,Lower Secondary Level,male,No,0.91700,711,747,0.89721,0.93680
2005,Lower Secondary Level,female,Yes,0.04513,65,1556,0.03481,0.05545
2005,Lower Secondary Level,female,No,0.92567,1491,1556,0.91263,0.93870
2005,Upper Secondary Level,male,Yes,0.09031,451,4285,0.08172,0.09889
2005,Upper Secondary Level,male,No,0.79021,3834,4285,0.77801,0.80240
2005,Upper Secondary Level,female,Yes,0.13624,742,4930,0.12666,0.14581
2005,Upper Secondary Level,female,No,0.79161,4188,4930,0.78027,0.80295
2005,Post-secondary Non-tertiary Level,male,Yes,0.13638,64,393,0.10241,0.17036
2005,Post-secondary Non-tertiary Level,male,No,0.73423,329,393,0.69049,0.77796
2005,Post-secondary Non-tertiary Level,female,Yes,0.18716,141,607,0.15611,0.21822
2005,Post-secondary Non-tertiary Level,female,No,0.74853,466,607,0.71399,0.78308
2005,First Stage of Tertiary Education,male,Yes,0.11205,106,713,0.08888,0.13522
2005,First Stage of Tertiary Education,male,No,0.70739,607,713,0.67397,0.74081
2005,First Stage of Tertiary Education,female,Yes,0.17177,98,592,0.14136,0.20218
2005,First Stage of Tertiary Education,female,No,0.73462,494,592,0.69902,0.77022
2005,Second Stage of Tertiary Education,male,Yes,0.14440,309,1391,0.12592,0.16288
2005,Second Stage of Tertiary Education,male,No,0.51974,1082,1391,0.49347,0.54600
2005,Second Stage of Tertiary Education,female,Yes,0.13251,248,1261,0.11379,0.15123
2005,Second Stage of Tertiary Education,female,No,0.60272,1013,1261,0.57570,0.62974
2006,Pre-primary Level,male,No,0.44459,125,125,0.35712,0.53205
2006,Pre-primary Level,female,No,0.49627,138,138,0.41254,0.57999
2006,Primary Level,male,No,0.90719,91,91,0.84724,0.96714
2006,Primary Level,female,No,0.95731,140,140,0.92371,0.99092
2006,Lower Secondary Level,male,Yes,0.04706,40,737,0.03176,0.06236
2006,Lower Secondary Level,male,No,0.88841,697,737,0.86566,0.91116
2006,Lower Secondary Level,female,Yes,0.04799,85,1639,0.03764,0.05834
2006,Lower Secondary Level,female,No,0.90174,1554,1639,0.88732,0.91615
2006,Upper Secondary Level,male,Yes,0.09953,565,4645,0.09092,0.10814
2006,Upper Secondary Level,male,No,0.79117,4080,4645,0.77948,0.80286
2006,Upper Secondary Level,female,Yes,0.15286,921,5340,0.14321,0.16251
2006,Upper Secondary Level,female,No,0.77726,4419,5340,0.76610,0.78842
2006,Post-secondary Non-tertiary Level,male,Yes,0.19009,88,409,0.15202,0.22817
2006,Post-secondary Non-tertiary Level,male,No,0.68026,321,409,0.63500,0.72551
2006,Post-secondary Non-tertiary Level,female,Yes,0.21678,178,675,0.18567,0.24789
2006,Post-secondary Non-tertiary Level,female,No,0.72107,497,675,0.68722,0.75493
2006,First Stage of Tertiary Education,male,Yes,0.11702,117,754,0.09406,0.13998
2006,First Stage of Tertiary Education,male,No,0.70677,637,754,0.67426,0.73929
2006,First Stage of Tertiary Education,female,Yes,0.17535,118,633,0.14570,0.20499
2006,First Stage of Tertiary Education,female,No,0.72780,515,633,0.69310,0.76250
2006,Second Stage of Tertiary Education,male,Yes,0.16452,392,1533,0.14595,0.18308
2006,Second Stage of Tertiary Education,male,No,0.47598,1141,1533,0.45097,0.50099
2006,Second Stage of Tertiary Education,female,Yes,0.15375,312,1393,0.13480,0.17270
2006,Second Stage of Tertiary Education,female,No,0.58433,1081,1393,0.55844,0.61022
2007,Pre-primary Level,male,No,0.38248,117,117,0.29404,0.47093
2007,Pre-primary Level,female,No,0.43435,123,123,0.34639,0.52231
2007,Primary Level,male,No,0.90530,73,73,0.83767,0.97293
2007,Primary Level,female,No,0.96084,133,133,0.92775,0.99393
2007,Lower Secondary Level,male,Yes,0.05863,38,652,0.04058,0.07667
2007,Lower Secondary Level,male,No,0.85768,614,652,0.83084,0.88452
2007,Lower Secondary Level,female,Yes,0.04999,85,1442,0.03874,0.06125
2007,Lower Secondary Level,female,No,0.89545,1357,1442,0.87965,0.91125
2007,Upper Secondary Level,male,Yes,0.10415,565,4320,0.09504,0.11326
2007,Upper Secondary Level,male,No,0.78345,3755,4320,0.77117,0.79573
2007,Upper Secondary Level,female,Yes,0.17105,928,4995,0.16061,0.18150
2007,Upper Secondary Level,female,No,0.75784,4067,4995,0.74596,0.76972
2007,Post-secondary Non-tertiary Level,male,Yes,0.21599,91,394,0.17530,0.25667
2007,Post-secondary Non-tertiary Level,male,No,0.64995,303,394,0.60279,0.69711
2007,Post-secondary Non-tertiary Level,female,Yes,0.24464,177,639,0.21129,0.27800
2007,Post-secondary Non-tertiary Level,female,No,0.68562,462,639,0.64960,0.72165
2007,First Stage of Tertiary Education,male,Yes,0.13028,124,717,0.10563,0.15494
2007,First Stage of Tertiary Education,male,No,0.67918,593,717,0.64499,0.71337
2007,First Stage of Tertiary Education,female,Yes,0.23406,133,569,0.19924,0.26888
2007,First Stage of Tertiary Education,female,No,0.68102,436,569,0.64269,0.71935
2007,Second Stage of Tertiary Education,male,Yes,0.17346,397,1452,0.15398,0.19295
2007,Second Stage of Tertiary Education,male,No,0.47014,1055,1452,0.44446,0.49582
2007,Second Stage of Tertiary Education,female,Yes,0.17588,338,1363,0.15566,0.19610
2007,Second Stage of Tertiary Education,female,No,0.56896,1025,1363,0.54266,0.59526
2008,Pre-primary Level,male,No,0.42438,124,124,0.33703,0.51173
2008,Pre-primary Level,female,No,0.49034,126,126,0.40270,0.57798
2008,Primary Level,male,No,0.88465,67,67,0.80758,0.96172
2008,Primary Level,female,No,0.95271,108,108,0.91249,0.99293
2008,Lower Secondary Level,male,Yes,0.09121,54,608,0.06830,0.11411
2008,Lower Secondary Level,male,No,0.85279,554,608,0.82460,0.88098
2008,Lower Secondary Level,female,Yes,0.06787,99,1330,0.05435,0.08140
2008,Lower Secondary Level,female,No,0.88250,1231,1330,0.86519,0.89982
2008,Upper Secondary Level,male,Yes,0.12504,604,4097,0.11491,0.13517
2008,Upper Secondary Level,male,No,0.77219,3493,4097,0.75935,0.78504
2008,Upper Secondary Level,female,Yes,0.20082,1029,4763,0.18944,0.21220
2008,Upper Secondary Level,female,No,0.73742,3734,4763,0.72492,0.74992
2008,Post-secondary Non-tertiary Level,male,Yes,0.23458,98,375,0.19163,0.27752
2008,Post-secondary Non-tertiary Level,male,No,0.64793,277,375,0.59952,0.69634
2008,Post-secondary Non-tertiary Level,female,Yes,0.27403,190,605,0.23846,0.30960
2008,Post-secondary Non-tertiary Level,female,No,0.66829,415,605,0.63074,0.70584
2008,First Stage of Tertiary Education,male,Yes,0.14947,121,667,0.12239,0.17655
2008,First Stage of Tertiary Education,male,No,0.67496,546,667,0.63938,0.71053
2008,First Stage of Tertiary Education,female,Yes,0.24091,133,522,0.20419,0.27763
2008,First Stage of Tertiary Education,female,No,0.66448,389,522,0.62393,0.70502
2008,Second Stage of Tertiary Education,male,Yes,0.20650,427,1419,0.18543,0.22757
2008,Second Stage of Tertiary Education,male,No,0.44950,992,1419,0.42360,0.47539
2008,Second Stage of Tertiary Education,female,Yes,0.21634,378,1317,0.19410,0.23859
2008,Second Stage of Tertiary Education,female,No,0.53676,939,1317,0.50981,0.56370
2010,Pre-primary Level,male,No,0.53640,155,155,0.45763,0.61516
2010,Pre-primary Level,female,No,0.45391,132,132,0.36865,0.53917
2010,Primary Level,male,No,0.86628,121,121,0.80538,0.92717
2010,Primary Level,female,No,0.97620,204,204,0.95524,0.99717
2010,Lower Secondary Level,male,Yes,0.08353,68,778,0.06407,0.10298
2010,Lower Secondary Level,male,No,0.85843,710,778,0.83392,0.88294
2010,Lower Secondary Level,female,Yes,0.08347,116,1601,0.06991,0.09702
2010,Lower Secondary Level,female,No,0.88389,1485,1601,0.86819,0.89959
2010,Upper Secondary Level,male,Yes,0.14185,746,4700,0.13188,0.15183
2010,Upper Secondary Level,male,No,0.75043,3954,4700,0.73805,0.76280
2010,Upper Secondary Level,female,Yes,0.20148,1312,6105,0.19142,0.21154
2010,Upper Secondary Level,female,No,0.73769,4793,6105,0.72666,0.74873
2010,Post-secondary Non-tertiary Level,male,Yes,0.24845,133,516,0.21113,0.28577
2010,Post-secondary Non-tertiary Level,male,No,0.60761,383,516,0.56544,0.64978
2010,Post-secondary Non-tertiary Level,female,Yes,0.31563,330,1053,0.28754,0.34371
2010,Post-secondary Non-tertiary Level,female,No,0.62161,723,1053,0.59230,0.65091
2010,First Stage of Tertiary Education,male,Yes,0.17360,185,778,0.14697,0.20023
2010,First Stage of Tertiary Education,male,No,0.65457,593,778,0.62114,0.68801
2010,First Stage of Tertiary Education,female,Yes,0.24976,157,591,0.21483,0.28469
2010,First Stage of Tertiary Education,female,No,0.66661,434,591,0.62857,0.70465
2010,Second Stage of Tertiary Education,male,Yes,0.22359,530,1723,0.20391,0.24327
2010,Second Stage of Tertiary Education,male,No,0.43433,1193,1723,0.41092,0.45774
2010,Second Stage of Tertiary Education,female,Yes,0.22633,563,1868,0.20735,0.24531
2010,Second Stage of Tertiary Education,female,No,0.51487,1305,1868,0.49220,0.53754
2011,Pre-primary Level,male,No,0.30398,104,104,0.21515,0.39282
2011,Pre-primary Level,female,No,0.33751,106,106,0.24707,0.42796
2011,Primary Level,male,No,0.76435,83,83,0.67249,0.85621
2011,Primary Level,female,No,0.80230,133,133,0.73436,0.87024
2011,Lower Secondary Level,male,Yes,0.07772,59,640,0.05696,0.09848
2011,Lower Secondary Level,male,No,0.75474,581,640,0.72138,0.78810
2011,Lower Secondary Level,female,Yes,0.07845,131,1437,0.06454,0.09235
2011,Lower Secondary Level,female,No,0.79161,1306,1437,0.77060,0.81262
2011,Upper Secondary Level,male,Yes,0.14222,746,4322,0.13180,0.15263
2011,Upper Secondary Level,male,No,0.68813,3576,4322,0.67432,0.70194
2011,Upper Secondary Level,female,Yes,0.19556,1210,5190,0.18477,0.20636
2011,Upper Secondary Level,female,No,0.65792,3980,5190,0.64501,0.67083
2011,Post-secondary Non-tertiary Level,male,Yes,0.20254,107,381,0.16213,0.24295
2011,Post-secondary Non-tertiary Level,male,No,0.52911,274,381,0.47893,0.57930
2011,Post-secondary Non-tertiary Level,female,Yes,0.28462,242,703,0.25124,0.31800
2011,Post-secondary Non-tertiary Level,female,No,0.51561,461,703,0.47864,0.55258
2011,First Stage of Tertiary Education,male,Yes,0.14782,163,724,0.12195,0.17369
2011,First Stage of Tertiary Education,male,No,0.61106,561,724,0.57553,0.64660
2011,First Stage of Tertiary Education,female,Yes,0.24074,147,488,0.20277,0.27871
2011,First Stage of Tertiary Education,female,No,0.61915,341,488,0.57602,0.66228
2011,Second Stage of Tertiary Education,male,Yes,0.20859,510,1536,0.18826,0.22891
2011,Second Stage of Tertiary Education,male,No,0.38706,1026,1536,0.36270,0.41143
2011,Second Stage of Tertiary Education,female,Yes,0.20902,477,1465,0.18820,0.22985
2011,Second Stage of Tertiary Education,female,No,0.44923,988,1465,0.42375,0.47471
2012,Pre-primary Level,male,No,0.38115,148,148,0.30264,0.45966
2012,Pre-primary Level,female,No,0.43706,195,195,0.36726,0.50686
2012,Primary Level,male,No,0.92579,153,153,0.88412,0.96746
2012,Primary Level,female,No,0.94396,216,216,0.91322,0.97471
2012,Lower Secondary Level,male,Yes,0.07652,88,934,0.05946,0.09357
2012,Lower Secondary Level,male,No,0.85838,846,934,0.83601,0.88075
2012,Lower Secondary Level,female,Yes,0.10123,184,1861,0.08752,0.11494
2012,Lower Secondary Level,female,No,0.85765,1677,1861,0.84177,0.87353
2012,Upper Secondary Level,male,Yes,0.16766,1005,5395,0.15769,0.17763
2012,Upper Secondary Level,male,No,0.73360,4390,5395,0.72181,0.74540
2012,Upper Secondary Level,female,Yes,0.22321,1688,7082,0.21351,0.23291
2012,Upper Secondary Level,female,No,0.71756,5394,7082,0.70707,0.72804
2012,Post-secondary Non-tertiary Level,male,Yes,0.20955,159,577,0.17631,0.24278
2012,Post-secondary Non-tertiary Level,male,No,0.64232,418,577,0.60318,0.68147
2012,Post-secondary Non-tertiary Level,female,Yes,0.30103,400,1228,0.27537,0.32670
2012,Post-secondary Non-tertiary Level,female,No,0.63695,828,1228,0.61004,0.66385
2012,First Stage of Tertiary Education,male,Yes,0.21142,243,909,0.18486,0.23798
2012,First Stage of Tertiary Education,male,No,0.58212,666,909,0.55004,0.61420
2012,First Stage of Tertiary Education,female,Yes,0.24134,169,612,0.20742,0.27527
2012,First Stage of Tertiary Education,female,No,0.67016,443,612,0.63288,0.70744
2012,Second Stage of Tertiary Education,male,Yes,0.20940,624,1988,0.19151,0.22729
2012,Second Stage of Tertiary Education,male,No,0.43946,1364,1988,0.41763,0.46128
2012,Second Stage of Tertiary Education,female,Yes,0.23188,698,2137,0.21398,0.24978
2012,Second Stage of Tertiary Education,female,No,0.49672,1439,2137,0.47552,0.51793
2013,Pre-primary Level,male,No,0.20382,76,76,0.11265,0.29499
2013,Pre-primary Level,female,No,0.26453,95,95,0.17536,0.35370
2013,Primary Level,male,No,0.53246,77,77,0.42028,0.64463
2013,Primary Level,female,No,0.56239,101,101,0.46515,0.65962
2013,Lower Secondary Level,male,Yes,0.05059,40,557,0.03237,0.06881
2013,Lower Secondary Level,male,No,0.60314,517,557,0.56248,0.64381
2013,Lower Secondary Level,female,Yes,0.09728,142,1220,0.08064,0.11391
2013,Lower Secondary Level,female,No,0.68366,1078,1220,0.65755,0.70977
2013,Upper Secondary Level,male,Yes,0.16007,787,3854,0.14849,0.17165
2013,Upper Secondary Level,male,No,0.62570,3067,3854,0.61042,0.64098
2013,Upper Secondary Level,female,Yes,0.21256,1249,4746,0.20092,0.22420
2013,Upper Secondary Level,female,No,0.60210,3497,4746,0.58818,0.61603
2013,Post-secondary Non-tertiary Level,male,Yes,0.18581,110,357,0.14540,0.22621
2013,Post-secondary Non-tertiary Level,male,No,0.46613,247,357,0.41431,0.51795
2013,Post-secondary Non-tertiary Level,female,Yes,0.28327,251,644,0.24844,0.31810
2013,Post-secondary Non-tertiary Level,female,No,0.41968,393,644,0.38153,0.45782
2013,First Stage of Tertiary Education,male,Yes,0.19766,172,653,0.16709,0.22822
2013,First Stage of Tertiary Education,male,No,0.53945,481,653,0.50119,0.57771
2013,First Stage of Tertiary Education,female,Yes,0.23613,136,440,0.19640,0.27586
2013,First Stage of Tertiary Education,female,No,0.61367,304,440,0.56812,0.65922
2013,Second Stage of Tertiary Education,male,Yes,0.19246,491,1477,0.17235,0.21258
2013,Second Stage of Tertiary Education,male,No,0.35808,986,1477,0.33362,0.38254
2013,Second Stage of Tertiary Education,female,Yes,0.21062,530,1472,0.18978,0.23146
2013,Second Stage of Tertiary Education,female,No,0.38410,942,1472,0.35925,0.40896
2014,Pre-primary Level,male,No,0.42330,171,171,0.34903,0.49757
2014,Pre-primary Level,female,No,0.41516,179,179,0.34277,0.48754
2014,Primary Level,male,No,0.90254,197,197,0.86102,0.94406
2014,Primary Level,female,No,0.92707,278,278,0.89645,0.95769
2014,Lower Secondary Level,male,Yes,0.07203,83,1143,0.05704,0.08703
2014,Lower Secondary Level,male,No,0.86459,1060,1143,0.84475,0.88444
2014,Lower Secondary Level,female,Yes,0.11953,190,1867,0.10481,0.13425
2014,Lower Secondary Level,female,No,0.83656,1677,1867,0.81978,0.85334
2014,Upper Secondary Level,male,Yes,0.18386,1017,5115,0.17324,0.19448
2014,Upper Secondary Level,male,No,0.71851,4098,5115,0.70619,0.73084
2014,Upper Secondary Level,female,Yes,0.24416,1621,6496,0.23371,0.25461
2014,Upper Secondary Level,female,No,0.69310,4875,6496,0.68188,0.70431
2014,Post-secondary Non-tertiary Level,male,Yes,0.20833,166,676,0.17769,0.23897
2014,Post-secondary Non-tertiary Level,male,No,0.68506,510,676,0.65002,0.72010
2014,Post-secondary Non-tertiary Level,female,Yes,0.33733,396,1240,0.31101,0.36366
2014,Post-secondary Non-tertiary Level,female,No,0.61612,844,1240,0.58904,0.64320
2014,First Stage of Tertiary Education,male,Yes,0.21981,216,798,0.19106,0.24856
2014,First Stage of Tertiary Education,male,No,0.58651,582,798,0.55232,0.62070
2014,First Stage of Tertiary Education,female,Yes,0.28143,175,538,0.24339,0.31947
2014,First Stage of Tertiary Education,female,No,0.62449,363,538,0.58353,0.66545
2014,Second Stage of Tertiary Education,male,Yes,0.23013,637,2053,0.21192,0.24834
2014,Second Stage of Tertiary Education,male,No,0.42534,1416,2053,0.40395,0.44673
2014,Second Stage of Tertiary Education,female,Yes,0.24670,745,2331,0.22920,0.26421
