year,age_gr,migback,ple0098_v5,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2001,17-29 y.,Direct migration background,No,0.92634,463,463,0.90252,0.95016
2001,17-29 y.,Indirect migration background,No,0.87365,496,496,0.84438,0.90292
2001,30-45 y.,No migration background,Yes,0.11248,636,5305,0.10398,0.12098
2001,30-45 y.,No migration background,No,0.74453,4669,5305,0.73279,0.75627
2001,30-45 y.,Direct migration background,Yes,0.04250,31,979,0.02986,0.05514
2001,30-45 y.,Direct migration background,No,0.88958,948,979,0.86993,0.90922
2001,30-45 y.,Indirect migration background,No,0.71705,129,129,0.63901,0.79508
2001,46-65 y.,No migration background,Yes,0.09498,523,5123,0.08695,0.10301
2001,46-65 y.,No migration background,No,0.75178,4600,5123,0.73995,0.76361
2001,46-65 y.,Direct migration background,No,0.88131,957,957,0.86080,0.90181
2001,66 and older,No migration background,Yes,0.06739,192,2763,0.05804,0.07673
2001,66 and older,No migration background,No,0.83480,2571,2763,0.82095,0.84865
2001,66 and older,Direct migration background,No,0.90881,309,309,0.87666,0.94096
2002,17-29 y.,No migration background,Yes,0.08824,284,2785,0.07770,0.09877
2002,17-29 y.,No migration background,No,0.80521,2501,2785,0.79050,0.81993
2002,17-29 y.,Direct migration background,No,0.96431,419,419,0.94653,0.98210
2002,17-29 y.,Indirect migration background,No,0.88908,463,463,0.86044,0.91771
2002,30-45 y.,No migration background,Yes,0.10534,704,5223,0.09702,0.11367
2002,30-45 y.,No migration background,No,0.75809,4519,5223,0.74647,0.76970
2002,30-45 y.,Direct migration background,Yes,0.05258,44,896,0.03796,0.06720
2002,30-45 y.,Direct migration background,No,0.88821,852,896,0.86757,0.90886
2002,30-45 y.,Indirect migration background,No,0.83025,150,150,0.76997,0.89053
2002,46-65 y.,No migration background,Yes,0.11005,771,5332,0.10164,0.11845
2002,46-65 y.,No migration background,No,0.73321,4561,5332,0.72134,0.74509
2002,46-65 y.,Direct migration background,Yes,0.05551,46,964,0.04104,0.06997
2002,46-65 y.,Direct migration background,No,0.88119,918,964,0.86076,0.90163
2002,46-65 y.,Indirect migration background,No,0.87406,32,32,0.75726,0.99085
2002,66 and older,No migration background,Yes,0.08300,277,2906,0.07297,0.09303
2002,66 and older,No migration background,No,0.83241,2629,2906,0.81882,0.84599
2002,66 and older,Direct migration background,No,0.90275,317,317,0.87008,0.93542
2003,17-29 y.,No migration background,Yes,0.09181,299,2731,0.08098,0.10264
2003,17-29 y.,No migration background,No,0.79997,2432,2731,0.78496,0.81497
2003,17-29 y.,Direct migration background,No,0.95528,355,355,0.93375,0.97681
2003,17-29 y.,Indirect migration background,No,0.87061,444,444,0.83936,0.90186
2003,30-45 y.,No migration background,Yes,0.11582,681,4871,0.10683,0.12481
2003,30-45 y.,No migration background,No,0.74583,4190,4871,0.73360,0.75806
2003,30-45 y.,Direct migration background,Yes,0.04597,35,833,0.03174,0.06020
2003,30-45 y.,Direct migration background,No,0.88593,798,833,0.86433,0.90753
2003,30-45 y.,Indirect migration background,No,0.78250,166,166,0.71955,0.84545
2003,46-65 y.,No migration background,Yes,0.10375,721,5140,0.09541,0.11208
2003,46-65 y.,No migration background,No,0.73436,4419,5140,0.72228,0.74643
2003,46-65 y.,Direct migration background,Yes,0.04229,40,923,0.02930,0.05528
2003,46-65 y.,Direct migration background,No,0.89803,883,923,0.87849,0.91756
2003,46-65 y.,Indirect migration background,No,0.87700,35,35,0.76660,0.98740
2003,66 and older,No migration background,Yes,0.08303,287,2932,0.07304,0.09302
2003,66 and older,No migration background,No,0.82650,2645,2932,0.81279,0.84021
2003,66 and older,Direct migration background,No,0.88988,323,323,0.85568,0.92407
2004,17-29 y.,No migration background,Yes,0.09646,310,2677,0.08528,0.10765
2004,17-29 y.,No migration background,No,0.80529,2367,2677,0.79029,0.82030
2004,17-29 y.,Direct migration background,No,0.90138,337,337,0.86950,0.93326
2004,17-29 y.,Indirect migration background,No,0.87031,449,449,0.83920,0.90142
2004,30-45 y.,No migration background,Yes,0.12243,675,4537,0.11289,0.13197
2004,30-45 y.,No migration background,No,0.73019,3862,4537,0.71727,0.74311
2004,30-45 y.,Direct migration background,No,0.91545,769,769,0.89578,0.93513
2004,30-45 y.,Indirect migration background,No,0.76985,176,176,0.70748,0.83221
2004,46-65 y.,No migration background,Yes,0.11743,777,4985,0.10849,0.12637
2004,46-65 y.,No migration background,No,0.71466,4208,4985,0.70212,0.72720
2004,46-65 y.,Direct migration background,Yes,0.04023,44,887,0.02729,0.05317
2004,46-65 y.,Direct migration background,No,0.89593,843,887,0.87582,0.91604
2004,46-65 y.,Indirect migration background,No,0.79686,37,37,0.66543,0.92829
2004,66 and older,No migration background,Yes,0.08725,315,3030,0.07720,0.09730
2004,66 and older,No migration background,No,0.82424,2715,3030,0.81068,0.83779
2004,66 and older,Direct migration background,No,0.89484,323,323,0.86134,0.92835
2005,17-29 y.,No migration background,Yes,0.11200,317,2602,0.09988,0.12412
2005,17-29 y.,No migration background,No,0.78202,2285,2602,0.76615,0.79788
2005,17-29 y.,Direct migration background,No,0.91599,287,287,0.88385,0.94814
2005,17-29 y.,Indirect migration background,No,0.88220,453,453,0.85248,0.91192
2005,30-45 y.,No migration background,Yes,0.13285,690,4188,0.12257,0.14313
2005,30-45 y.,No migration background,No,0.71919,3498,4188,0.70558,0.73280
2005,30-45 y.,Direct migration background,Yes,0.07150,46,733,0.05284,0.09017
2005,30-45 y.,Direct migration background,No,0.84861,687,733,0.82265,0.87458
2005,30-45 y.,Indirect migration background,Yes,0.14772,32,217,0.10040,0.19504
2005,30-45 y.,Indirect migration background,No,0.77761,185,217,0.72215,0.83307
2005,46-65 y.,No migration background,Yes,0.12543,776,4743,0.11600,0.13486
2005,46-65 y.,No migration background,No,0.70090,3967,4743,0.68787,0.71394
2005,46-65 y.,Direct migration background,Yes,0.04258,47,825,0.02879,0.05636
2005,46-65 y.,Direct migration background,No,0.88622,778,825,0.86453,0.90790
2005,46-65 y.,Indirect migration background,No,0.84771,37,37,0.73034,0.96508
2005,66 and older,No migration background,Yes,0.10231,354,3016,0.09149,0.11313
2005,66 and older,No migration background,No,0.80628,2662,3016,0.79217,0.82039
2005,66 and older,Direct migration background,No,0.91340,331,331,0.88305,0.94374
2006,17-29 y.,No migration background,Yes,0.11977,347,2527,0.10711,0.13244
2006,17-29 y.,No migration background,No,0.71629,2180,2527,0.69871,0.73387
2006,17-29 y.,Direct migration background,No,0.88719,291,291,0.85078,0.92360
2006,17-29 y.,Indirect migration background,Yes,0.08009,39,435,0.05456,0.10563
2006,17-29 y.,Indirect migration background,No,0.80546,396,435,0.76822,0.84270
2006,30-45 y.,No migration background,Yes,0.15216,831,4333,0.14146,0.16285
2006,30-45 y.,No migration background,No,0.69798,3502,4333,0.68431,0.71165
2006,30-45 y.,Direct migration background,Yes,0.07411,49,729,0.05508,0.09314
2006,30-45 y.,Direct migration background,No,0.86599,680,729,0.84125,0.89074
2006,30-45 y.,Indirect migration background,Yes,0.14830,35,246,0.10380,0.19280
2006,30-45 y.,Indirect migration background,No,0.76545,211,246,0.71240,0.81851
2006,46-65 y.,No migration background,Yes,0.14974,1017,5212,0.14005,0.15942
2006,46-65 y.,No migration background,No,0.67752,4195,5212,0.66483,0.69021
2006,46-65 y.,Direct migration background,Yes,0.05944,63,810,0.04314,0.07573
2006,46-65 y.,Direct migration background,No,0.86809,747,810,0.84477,0.89141
2006,46-65 y.,Indirect migration background,No,0.74557,35,35,0.59917,0.89197
2006,66 and older,No migration background,Yes,0.10365,448,3567,0.09365,0.11366
2006,66 and older,No migration background,No,0.79631,3119,3567,0.78309,0.80953
2006,66 and older,Direct migration background,No,0.90309,349,349,0.87201,0.93417
2007,17-29 y.,No migration background,Yes,0.12371,337,2338,0.11036,0.13706
2007,17-29 y.,No migration background,No,0.68973,2001,2338,0.67098,0.70849
2007,17-29 y.,Direct migration background,No,0.83231,238,238,0.78475,0.87987
2007,17-29 y.,Indirect migration background,Yes,0.08142,35,410,0.05492,0.10793
2007,17-29 y.,Indirect migration background,No,0.78403,375,410,0.74415,0.82391
2007,30-45 y.,No migration background,Yes,0.17143,833,3945,0.15967,0.18320
2007,30-45 y.,No migration background,No,0.67329,3112,3945,0.65865,0.68793
2007,30-45 y.,Direct migration background,Yes,0.08988,54,636,0.06763,0.11212
2007,30-45 y.,Direct migration background,No,0.83799,582,636,0.80933,0.86665
2007,30-45 y.,Indirect migration background,Yes,0.13460,34,240,0.09133,0.17787
2007,30-45 y.,Indirect migration background,No,0.77574,206,240,0.72286,0.82862
2007,46-65 y.,No migration background,Yes,0.16283,1013,4882,0.15247,0.17318
2007,46-65 y.,No migration background,No,0.66548,3869,4882,0.65224,0.67871
2007,46-65 y.,Direct migration background,Yes,0.06037,60,741,0.04321,0.07753
2007,46-65 y.,Direct migration background,No,0.88611,681,741,0.86322,0.90900
2007,46-65 y.,Indirect migration background,No,0.70503,33,33,0.54702,0.86303
2007,66 and older,No migration background,Yes,0.11990,508,3470,0.10909,0.13071
2007,66 and older,No migration background,No,0.77291,2962,3470,0.75896,0.78685
2007,66 and older,Direct migration background,No,0.90283,335,335,0.87107,0.93460
2008,17-29 y.,No migration background,Yes,0.14086,362,2209,0.12635,0.15537
2008,17-29 y.,No migration background,No,0.70417,1847,2209,0.68513,0.72321
2008,17-29 y.,Direct migration background,No,0.87880,203,203,0.83380,0.92381
2008,17-29 y.,Indirect migration background,Yes,0.10834,47,405,0.07803,0.13865
2008,17-29 y.,Indirect migration background,No,0.73538,358,405,0.69237,0.77840
2008,30-45 y.,No migration background,Yes,0.21053,882,3617,0.19724,0.22382
2008,30-45 y.,No migration background,No,0.64542,2735,3617,0.62983,0.66101
2008,30-45 y.,Direct migration background,Yes,0.13921,62,572,0.11082,0.16760
2008,30-45 y.,Direct migration background,No,0.81077,510,572,0.77864,0.84290
2008,30-45 y.,Indirect migration background,Yes,0.14588,40,242,0.10132,0.19045
2008,30-45 y.,Indirect migration background,No,0.75194,202,242,0.69742,0.80647
2008,46-65 y.,No migration background,Yes,0.18131,1090,4718,0.17032,0.19231
2008,46-65 y.,No migration background,No,0.65705,3628,4718,0.64350,0.67059
2008,46-65 y.,Direct migration background,Yes,0.07575,59,656,0.05549,0.09601
2008,46-65 y.,Direct migration background,No,0.86510,597,656,0.83894,0.89126
2008,46-65 y.,Indirect migration background,No,0.79892,35,35,0.66419,0.93364
2008,66 and older,No migration background,Yes,0.14904,597,3423,0.13711,0.16097
2008,66 and older,No migration background,No,0.74369,2826,3423,0.72906,0.75831
2008,66 and older,Direct migration background,No,0.90631,328,328,0.87472,0.93789
2010,17-29 y.,No migration background,Yes,0.15886,428,2682,0.14502,0.17270
2010,17-29 y.,No migration background,No,0.69436,2254,2682,0.67692,0.71180
2010,17-29 y.,Direct migration background,No,0.87981,459,459,0.85003,0.90960
2010,17-29 y.,Indirect migration background,Yes,0.11527,49,456,0.08593,0.14461
2010,17-29 y.,Indirect migration background,No,0.77689,407,456,0.73863,0.81514
2010,30-45 y.,No migration background,Yes,0.22158,1524,6027,0.21110,0.23207
2010,30-45 y.,No migration background,No,0.62039,4503,6027,0.60814,0.63264
2010,30-45 y.,Direct migration background,Yes,0.13107,147,1381,0.11326,0.14887
2010,30-45 y.,Direct migration background,No,0.79326,1234,1381,0.77189,0.81463
2010,30-45 y.,Indirect migration background,Yes,0.16012,81,468,0.12686,0.19338
2010,30-45 y.,Indirect migration background,No,0.72805,387,468,0.68769,0.76840
2010,46-65 y.,No migration background,Yes,0.19929,1242,4981,0.18820,0.21039
2010,46-65 y.,No migration background,No,0.63490,3739,4981,0.62153,0.64828
2010,46-65 y.,Direct migration background,Yes,0.09184,81,650,0.06962,0.11406
2010,46-65 y.,Direct migration background,No,0.84956,569,650,0.82205,0.87706
2010,46-65 y.,Indirect migration background,No,0.70737,51,51,0.58126,0.83348
2010,66 and older,No migration background,Yes,0.16109,606,3182,0.14831,0.17386
2010,66 and older,No migration background,No,0.73313,2576,3182,0.71775,0.74850
2010,66 and older,Direct migration background,No,0.88277,275,275,0.84468,0.92086
2011,17-29 y.,No migration background,Yes,0.13444,348,2117,0.11991,0.14898
2011,17-29 y.,No migration background,No,0.62954,1769,2117,0.60896,0.65011
2011,17-29 y.,Direct migration background,No,0.68676,192,192,0.62098,0.75253
2011,17-29 y.,Indirect migration background,Yes,0.09167,38,361,0.06186,0.12148
2011,17-29 y.,Indirect migration background,No,0.66717,323,361,0.61849,0.71584
2011,30-45 y.,No migration background,Yes,0.18375,907,3358,0.17065,0.19686
2011,30-45 y.,No migration background,No,0.48858,2451,3358,0.47167,0.50549
2011,30-45 y.,Direct migration background,Yes,0.08389,61,552,0.06075,0.10704
2011,30-45 y.,Direct migration background,No,0.53866,491,552,0.49704,0.58029
2011,30-45 y.,Indirect migration background,Yes,0.15851,56,275,0.11527,0.20176
2011,30-45 y.,Indirect migration background,No,0.57424,219,275,0.51569,0.63279
2011,46-65 y.,No migration background,Yes,0.20503,1471,5572,0.19443,0.21563
2011,46-65 y.,No migration background,No,0.59240,4101,5572,0.57949,0.60530
2011,46-65 y.,Direct migration background,Yes,0.07789,84,741,0.05858,0.09720
2011,46-65 y.,Direct migration background,No,0.80250,657,741,0.77381,0.83118
2011,46-65 y.,Indirect migration background,No,0.67861,59,59,0.55842,0.79880
2011,66 and older,No migration background,Yes,0.17657,818,3982,0.16473,0.18842
2011,66 and older,No migration background,No,0.69226,3164,3982,0.67792,0.70660
2011,66 and older,Direct migration background,Yes,0.08998,41,391,0.06158,0.11838
2011,66 and older,Direct migration background,No,0.85464,350,391,0.81966,0.88962
2012,17-29 y.,No migration background,Yes,0.14011,438,2795,0.12724,0.15298
2012,17-29 y.,No migration background,No,0.70825,2357,2795,0.69140,0.72511
2012,17-29 y.,Direct migration background,No,0.87632,359,359,0.84221,0.91042
2012,17-29 y.,Indirect migration background,Yes,0.11063,46,483,0.08262,0.13863
2012,17-29 y.,Indirect migration background,No,0.73398,437,483,0.69453,0.77343
2012,30-45 y.,No migration background,Yes,0.24559,1671,6120,0.23481,0.25638
2012,30-45 y.,No migration background,No,0.59937,4449,6120,0.58709,0.61165
2012,30-45 y.,Direct migration background,Yes,0.09768,130,1360,0.08189,0.11346
2012,30-45 y.,Direct migration background,No,0.83086,1230,1360,0.81093,0.85079
2012,30-45 y.,Indirect migration background,Yes,0.22995,96,485,0.19246,0.26744
2012,30-45 y.,Indirect migration background,No,0.64274,389,485,0.60004,0.68543
2012,46-65 y.,No migration background,Yes,0.22656,1898,6815,0.21662,0.23650
2012,46-65 y.,No migration background,No,0.61220,4917,6815,0.60063,0.62377
2012,46-65 y.,Direct migration background,Yes,0.09168,114,897,0.07278,0.11058
2012,46-65 y.,Direct migration background,No,0.85689,783,897,0.83396,0.87982
2012,46-65 y.,Indirect migration background,Yes,0.22028,35,121,0.14613,0.29444
2012,46-65 y.,Indirect migration background,No,0.71286,86,121,0.63191,0.79381
2012,66 and older,No migration background,Yes,0.17845,858,4027,0.16662,0.19027
2012,66 and older,No migration background,No,0.68794,3169,4027,0.67363,0.70226
2012,66 and older,Direct migration background,Yes,0.09201,45,390,0.06328,0.12073
2012,66 and older,Direct migration background,No,0.86044,345,390,0.82601,0.89488
2013,17-29 y.,No migration background,Yes,0.12665,333,1817,0.11136,0.14195
2013,17-29 y.,No migration background,No,0.61130,1484,1817,0.58888,0.63372
2013,17-29 y.,Direct migration background,No,0.26121,150,150,0.19067,0.33175
2013,17-29 y.,Indirect migration background,Yes,0.06873,35,301,0.04010,0.09736
2013,17-29 y.,Indirect migration background,No,0.30554,266,301,0.25341,0.35767
2013,30-45 y.,No migration background,Yes,0.19739,826,2827,0.18271,0.21206
2013,30-45 y.,No migration background,No,0.47685,2001,2827,0.45843,0.49526
2013,30-45 y.,Direct migration background,Yes,0.04198,62,470,0.02383,0.06013
2013,30-45 y.,Direct migration background,No,0.26272,408,470,0.22289,0.30255
2013,30-45 y.,Indirect migration background,Yes,0.13936,60,238,0.09527,0.18345
2013,30-45 y.,Indirect migration background,No,0.29875,178,238,0.24048,0.35702
2013,46-65 y.,No migration background,Yes,0.23155,1597,5341,0.22024,0.24287
2013,46-65 y.,No migration background,No,0.56330,3744,5341,0.55000,0.57661
2013,46-65 y.,Direct migration background,Yes,0.07708,90,655,0.05664,0.09753
2013,46-65 y.,Direct migration background,No,0.51776,565,655,0.47946,0.55606
2013,46-65 y.,Indirect migration background,Yes,0.22748,31,89,0.13990,0.31507
2013,46-65 y.,Indirect migration background,No,0.56171,58,89,0.45804,0.66538
2013,66 and older,No migration background,Yes,0.19605,897,3804,0.18343,0.20867
2013,66 and older,No migration background,No,0.66057,2907,3804,0.64552,0.67562
2013,66 and older,Direct migration background,Yes,0.08764,43,360,0.05839,0.11689
2013,66 and older,Direct migration background,No,0.80850,317,360,0.76780,0.84920
2014,17-29 y.,No migration background,Yes,0.14924,406,2375,0.13490,0.16357
2014,17-29 y.,No migration background,No,0.69206,1969,2375,0.67349,0.71063
2014,17-29 y.,Direct migration background,Yes,0.05014,31,777,0.03479,0.06550
2014,17-29 y.,Direct migration background,No,0.88618,746,777,0.86384,0.90853
2014,17-29 y.,Indirect migration background,Yes,0.07971,61,814,0.06109,0.09833
2014,17-29 y.,Indirect migration background,No,0.80284,753,814,0.77549,0.83019
2014,30-45 y.,No migration background,Yes,0.27690,1460,4727,0.26414,0.28965
2014,30-45 y.,No migration background,No,0.58152,3267,4727,0.56746,0.59559
2014,30-45 y.,Direct migration background,Yes,0.09892,218,2311,0.08674,0.11109
2014,30-45 y.,Direct migration background,No,0.84111,2093,2311,0.82620,0.85602
2014,30-45 y.,Indirect migration background,Yes,0.26506,120,621,0.23031,0.29980
2014,30-45 y.,Indirect migration background,No,0.61709,501,621,0.57882,0.65535
2014,46-65 y.,No migration background,Yes,0.24722,1881,6195,0.23647,0.25796
2014,46-65 y.,No migration background,No,0.58995,4314,6195,0.57770,0.60220
2014,46-65 y.,Direct migration background,Yes,0.11319,170,1562,0.09748,0.12891
2014,46-65 y.,Direct migration background,No,0.84322,1392,1562,0.82518,0.86126
2014,46-65 y.,Indirect migration background,Yes,0.19531,39,152,0.13208,0.25855
2014,46-65 y.,Indirect migration background,No,0.72800,113,152,0.65702,0.79898
2014,66 and older,No migration background,Yes,0.20514,937,3750,0.19222,0.21807
2014,66 and older,No migration background,No,0.64524,2813,3750,0.62993,0.66056
2014,66 and older,Direct migration background,Yes,0.08527,42,429,0.05881,0.11173
2014,66 and older,Direct migration background,No,0.87591,387,429,0.84467,0.90714
2016,17-29 y.,No migration background,Yes,0.10443,298,2112,0.09138,0.11747
2016,17-29 y.,No migration background,No,0.72310,1814,2112,0.70401,0.74219
2016,17-29 y.,Direct migration background,No,0.77203,681,681,0.74049,0.80356
2016,17-29 y.,Indirect migration background,Yes,0.06187,41,691,0.04390,0.07985
2016,17-29 y.,Indirect migration background,No,0.78265,650,691,0.75187,0.81342
2016,30-45 y.,No migration background,Yes,0.25962,1090,3737,0.24556,0.27368
2016,30-45 y.,No migration background,No,0.61207,2647,3737,0.59645,0.62770
2016,30-45 y.,Direct migration background,Yes,0.08375,188,2179,0.07212,0.09539
2016,30-45 y.,Direct migration background,No,0.81854,1991,2179,0.80236,0.83473
2016,30-45 y.,Indirect migration background,Yes,0.22896,98,507,0.19235,0.26557
2016,30-45 y.,Indirect migration background,No,0.62780,409,507,0.58569,0.66992
2016,46-65 y.,No migration background,Yes,0.23374,1602,5694,0.22275,0.24474
2016,46-65 y.,No migration background,No,0.60827,4092,5694,0.59559,0.62095
2016,46-65 y.,Direct migration background,Yes,0.13260,154,1493,0.11539,0.14980
2016,46-65 y.,Direct migration background,No,0.80461,1339,1493,0.78449,0.82472
2016,46-65 y.,Indirect migration background,Yes,0.23842,45,160,0.17219,0.30466
2016,46-65 y.,Indirect migration background,No,0.67813,115,160,0.60551,0.75075
2016,66 and older,No migration background,Yes,0.17760,765,3523,0.16498,0.19022
2016,66 and older,No migration background,No,0.66237,2758,3523,0.64675,0.67799
2016,66 and older,Direct migration background,Yes,0.06540,34,395,0.04099,0.08982
2016,66 and older,Direct migration background,No,0.89944,361,395,0.86975,0.92914
2018,17-29 y.,No migration background,Yes,0.13502,368,2600,0.12188,0.14816
2018,17-29 y.,No migration background,No,0.69984,2232,2600,0.68222,0.71746
2018,17-29 y.,Direct migration background,No,0.66863,496,496,0.62716,0.71009
2018,17-29 y.,Indirect migration background,Yes,0.10537,61,781,0.08383,0.12692
2018,17-29 y.,Indirect migration background,No,0.78846,720,781,0.75980,0.81712
2018,30-45 y.,No migration background,Yes,0.24628,1056,3764,0.23252,0.26005
2018,30-45 y.,No migration background,No,0.63769,2708,3764,0.62233,0.65305
2018,30-45 y.,Direct migration background,Yes,0.09519,177,1898,0.08198,0.10840
2018,30-45 y.,Direct migration background,No,0.80631,1721,1898,0.78853,0.82409
2018,30-45 y.,Indirect migration background,Yes,0.16701,88,495,0.13412,0.19990
2018,30-45 y.,Indirect migration background,No,0.71428,407,495,0.67444,0.75412
2018,46-65 y.,No migration background,Yes,0.24668,1903,6556,0.23625,0.25712
2018,46-65 y.,No migration background,No,0.60060,4653,6556,0.58874,0.61246
2018,46-65 y.,Direct migration background,Yes,0.12915,178,1557,0.11248,0.14581
2018,46-65 y.,Direct migration background,No,0.81147,1379,1557,0.79204,0.83091
2018,46-65 y.,Indirect migration background,Yes,0.27272,47,206,0.21175,0.33369
2018,46-65 y.,Indirect migration background,No,0.65598,159,206,0.59095,0.72101
2018,66 and older,No migration background,Yes,0.18642,849,3673,0.17382,0.19901
2018,66 and older,No migration background,No,0.64245,2824,3673,0.62695,0.65795
2018,66 and older,Direct migration background,Yes,0.08970,34,438,0.06291,0.11649
2018,66 and older,Direct migration background,No,0.86551,404,438,0.83352,0.89750
2020,17-29 y.,No migration background,Yes,0.11359,343,2248,0.10047,0.12671
2020,17-29 y.,No migration background,No,0.71324,1905,2248,0.69454,0.73194
2020,17-29 y.,Direct migration background,Yes,0.02900,31,1048,0.01884,0.03916
2020,17-29 y.,Direct migration background,No,0.68447,1017,1048,0.65632,0.71262
2020,17-29 y.,Indirect migration background,Yes,0.06078,54,692,0.04297,0.07860
2020,17-29 y.,Indirect migration background,No,0.83269,638,692,0.80486,0.86052
2020,30-45 y.,No migration background,Yes,0.24610,934,3241,0.23127,0.26093
2020,30-45 y.,No migration background,No,0.64019,2307,3241,0.62367,0.65672
2020,30-45 y.,Direct migration background,Yes,0.11063,198,2330,0.09789,0.12337
2020,30-45 y.,Direct migration background,No,0.78395,2132,2330,0.76723,0.80066
2020,30-45 y.,Indirect migration background,Yes,0.16595,92,465,0.13210,0.19981
2020,30-45 y.,Indirect migration background,No,0.72215,373,465,0.68139,0.76291
2020,46-65 y.,No migration background,Yes,0.26570,2040,6323,0.25481,0.27659
2020,46-65 y.,No migration background,No,0.58126,4283,6323,0.56910,0.59342
2020,46-65 y.,Direct migration background,Yes,0.13054,182,1562,0.11383,0.14726
2020,46-65 y.,Direct migration background,No,0.80106,1380,1562,0.78125,0.82086
2020,46-65 y.,Indirect migration background,Yes,0.28023,67,212,0.21963,0.34083
2020,46-65 y.,Indirect migration background,No,0.64459,145,212,0.58001,0.70918
2020,66 and older,No migration background,Yes,0.18162,842,3439,0.16874,0.19451
2020,66 and older,No migration background,No,0.63861,2597,3439,0.62255,0.65466
2020,66 and older,Direct migration background,Yes,0.09607,48,414,0.06765,0.12450
2020,66 and older,Direct migration background,No,0.84547,366,414,0.81061,0.88033
2022,17-29 y.,No migration background,Yes,0.16265,482,2621,0.14852,0.17678
2022,17-29 y.,No migration background,No,0.68430,2139,2621,0.66650,0.70210
2022,17-29 y.,Direct migration background,Yes,0.05315,136,1702,0.04249,0.06381
2022,17-29 y.,Direct migration background,No,0.68983,1566,1702,0.66785,0.71181
2022,17-29 y.,Indirect migration background,Yes,0.09766,53,480,0.07108,0.12425
2022,17-29 y.,Indirect migration background,No,0.78122,427,480,0.74419,0.81824
2022,30-45 y.,No migration background,Yes,0.26543,1256,4035,0.25180,0.27905
2022,30-45 y.,No migration background,No,0.59678,2779,4035,0.58164,0.61192
2022,30-45 y.,Direct migration background,Yes,0.12542,282,2756,0.11305,0.13779
2022,30-45 y.,Direct migration background,No,0.74697,2474,2756,0.73074,0.76321
2022,30-45 y.,Indirect migration background,Yes,0.21443,107,439,0.17599,0.25287
2022,30-45 y.,Indirect migration background,No,0.70747,332,439,0.66487,0.75008
2022,46-65 y.,No migration background,Yes,0.27537,1984,5683,0.26376,0.28699
2022,46-65 y.,No migration background,No,0.55338,3699,5683,0.54045,0.56631
2022,46-65 y.,Direct migration background,Yes,0.16042,210,1189,0.13955,0.18129
2022,46-65 y.,Direct migration background,No,0.75641,979,1189,0.73200,0.78082
2022,46-65 y.,Indirect migration background,Yes,0.26551,100,309,0.21619,0.31483
2022,46-65 y.,Indirect migration background,No,0.53222,209,309,0.47649,0.58794
2022,66 and older,No migration background,Yes,0.21965,822,2798,0.20431,0.23500
2022,66 and older,No migration background,No,0.57409,1976,2798,0.55577,0.59242
2022,66 and older,Direct migration background,Yes,0.14842,54,313,0.10897,0.18787
2022,66 and older,Direct migration background,No,0.74544,259,313,0.69710,0.79377
