year,pgisced97,quintil_oecd,ple0098_v5,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1999,Post-secondary Non-tertiary Level,3rd Quintile,No,0.78533,77,77,0.69302,0.87765
1999,Post-secondary Non-tertiary Level,4th Quintile,No,0.80314,105,105,0.72672,0.87957
1999,Post-secondary Non-tertiary Level,5th Quintile,No,0.80711,74,74,0.71659,0.89762
1999,First Stage of Tertiary Education,1st Quintile,No,0.90125,69,69,0.83034,0.97216
1999,First Stage of Tertiary Education,2nd Quintile,No,0.97233,123,123,0.94323,1.00144
1999,First Stage of Tertiary Education,3rd Quintile,No,0.94384,157,157,0.90771,0.97997
1999,First Stage of Tertiary Education,4th Quintile,No,0.90590,155,155,0.85979,0.95201
1999,First Stage of Tertiary Education,5th Quintile,No,0.79058,115,115,0.71588,0.86527
1999,Second Stage of Tertiary Education,1st Quintile,No,0.98581,126,126,0.96508,1.00655
1999,Second Stage of Tertiary Education,2nd Quintile,No,0.90396,204,204,0.86343,0.94450
1999,Second Stage of Tertiary Education,3rd Quintile,No,0.90782,284,284,0.87411,0.94152
1999,Second Stage of Tertiary Education,4th Quintile,Yes,0.12930,41,386,0.09578,0.16282
1999,Second Stage of Tertiary Education,4th Quintile,No,0.87070,345,386,0.83718,0.90422
1999,Second Stage of Tertiary Education,5th Quintile,Yes,0.25438,92,475,0.21518,0.29359
1999,Second Stage of Tertiary Education,5th Quintile,No,0.74562,383,475,0.70641,0.78482
2000,Pre-primary Level,2nd Quintile,No,0.96749,62,62,0.92299,1.01200
2000,Pre-primary Level,3rd Quintile,No,0.95177,59,59,0.89663,1.00691
2000,Pre-primary Level,4th Quintile,No,0.83104,31,31,0.69696,0.96513
2000,Primary Level,1st Quintile,No,0.99445,110,110,0.98051,1.00840
2000,Primary Level,2nd Quintile,No,0.98615,63,63,0.95706,1.01524
2000,Lower Secondary Level,1st Quintile,No,0.98121,699,699,0.97114,0.99129
2000,Lower Secondary Level,2nd Quintile,No,0.95842,472,472,0.94039,0.97645
2000,Lower Secondary Level,3rd Quintile,No,0.96506,342,342,0.94556,0.98455
2000,Lower Secondary Level,4th Quintile,No,0.96689,251,251,0.94471,0.98907
2000,Lower Secondary Level,5th Quintile,No,0.82244,115,115,0.75229,0.89259
2000,Upper Secondary Level,1st Quintile,Yes,0.04173,45,1281,0.03077,0.05268
2000,Upper Secondary Level,1st Quintile,No,0.95827,1236,1281,0.94732,0.96923
2000,Upper Secondary Level,2nd Quintile,Yes,0.05076,68,1490,0.03961,0.06191
2000,Upper Secondary Level,2nd Quintile,No,0.94924,1422,1490,0.93809,0.96039
2000,Upper Secondary Level,3rd Quintile,Yes,0.07331,88,1395,0.05962,0.08699
2000,Upper Secondary Level,3rd Quintile,No,0.92669,1307,1395,0.91301,0.94038
2000,Upper Secondary Level,4th Quintile,Yes,0.10273,120,1288,0.08615,0.11932
2000,Upper Secondary Level,4th Quintile,No,0.89727,1168,1288,0.88068,0.91385
2000,Upper Secondary Level,5th Quintile,Yes,0.20536,169,883,0.17870,0.23202
2000,Upper Secondary Level,5th Quintile,No,0.79464,714,883,0.76798,0.82130
2000,Post-secondary Non-tertiary Level,1st Quintile,No,0.91824,107,107,0.86607,0.97040
2000,Post-secondary Non-tertiary Level,2nd Quintile,No,0.90194,79,79,0.83594,0.96794
2000,Post-secondary Non-tertiary Level,3rd Quintile,No,0.93176,102,102,0.88259,0.98094
2000,Post-secondary Non-tertiary Level,4th Quintile,No,0.82359,117,117,0.75422,0.89295
2000,Post-secondary Non-tertiary Level,5th Quintile,No,0.77828,89,89,0.69148,0.86507
2000,First Stage of Tertiary Education,1st Quintile,No,0.94885,116,116,0.90858,0.98911
2000,First Stage of Tertiary Education,2nd Quintile,No,0.93522,198,198,0.90085,0.96959
2000,First Stage of Tertiary Education,3rd Quintile,No,0.92726,241,241,0.89440,0.96011
2000,First Stage of Tertiary Education,4th Quintile,No,0.91960,215,215,0.88317,0.95603
2000,First Stage of Tertiary Education,5th Quintile,No,0.82627,157,157,0.76682,0.88573
2000,Second Stage of Tertiary Education,1st Quintile,No,0.94430,120,120,0.90310,0.98551
2000,Second Stage of Tertiary Education,2nd Quintile,No,0.91867,210,210,0.88161,0.95573
2000,Second Stage of Tertiary Education,3rd Quintile,Yes,0.12221,33,328,0.08671,0.15771
2000,Second Stage of Tertiary Education,3rd Quintile,No,0.87779,295,328,0.84229,0.91329
2000,Second Stage of Tertiary Education,4th Quintile,Yes,0.13598,48,396,0.10217,0.16978
2000,Second Stage of Tertiary Education,4th Quintile,No,0.86402,348,396,0.83022,0.89783
2000,Second Stage of Tertiary Education,5th Quintile,Yes,0.28510,108,502,0.24556,0.32463
2000,Second Stage of Tertiary Education,5th Quintile,No,0.71490,394,502,0.67537,0.75444
2001,Pre-primary Level,1st Quintile,No,0.98958,110,110,0.97052,1.00864
2001,Pre-primary Level,2nd Quintile,No,0.93769,104,104,0.89100,0.98437
2001,Pre-primary Level,3rd Quintile,No,0.96027,83,83,0.91799,1.00255
2001,Pre-primary Level,4th Quintile,No,0.89984,67,67,0.82741,0.97227
2001,Pre-primary Level,5th Quintile,No,0.77897,47,47,0.65906,0.89888
2001,Primary Level,1st Quintile,No,0.99766,146,146,0.98981,1.00552
2001,Primary Level,2nd Quintile,No,0.98123,83,83,0.95185,1.01060
2001,Primary Level,3rd Quintile,No,0.96534,37,37,0.90558,1.02509
2001,Lower Secondary Level,1st Quintile,No,0.98968,969,969,0.98331,0.99605
2001,Lower Secondary Level,2nd Quintile,No,0.98249,749,749,0.97310,0.99189
2001,Lower Secondary Level,3rd Quintile,No,0.95863,552,552,0.94201,0.97526
2001,Lower Secondary Level,4th Quintile,No,0.94325,421,421,0.92113,0.96538
2001,Lower Secondary Level,5th Quintile,No,0.88885,185,185,0.84343,0.93427
2001,Upper Secondary Level,1st Quintile,Yes,0.03246,50,1956,0.02460,0.04032
2001,Upper Secondary Level,1st Quintile,No,0.96754,1906,1956,0.95968,0.97540
2001,Upper Secondary Level,2nd Quintile,Yes,0.06198,121,2388,0.05230,0.07165
2001,Upper Secondary Level,2nd Quintile,No,0.93802,2267,2388,0.92835,0.94770
2001,Upper Secondary Level,3rd Quintile,Yes,0.08683,205,2463,0.07571,0.09795
2001,Upper Secondary Level,3rd Quintile,No,0.91317,2258,2463,0.90205,0.92429
2001,Upper Secondary Level,4th Quintile,Yes,0.11571,243,2211,0.10237,0.12904
2001,Upper Secondary Level,4th Quintile,No,0.88429,1968,2211,0.87096,0.89763
2001,Upper Secondary Level,5th Quintile,Yes,0.20533,300,1550,0.18522,0.22545
2001,Upper Secondary Level,5th Quintile,No,0.79467,1250,1550,0.77455,0.81478
2001,Post-secondary Non-tertiary Level,1st Quintile,No,0.98131,147,147,0.95935,1.00328
2001,Post-secondary Non-tertiary Level,2nd Quintile,No,0.92854,168,168,0.88947,0.96761
2001,Post-secondary Non-tertiary Level,3rd Quintile,No,0.84060,167,167,0.78492,0.89629
2001,Post-secondary Non-tertiary Level,4th Quintile,Yes,0.16885,31,214,0.11854,0.21917
2001,Post-secondary Non-tertiary Level,4th Quintile,No,0.83115,183,214,0.78083,0.88146
2001,Post-secondary Non-tertiary Level,5th Quintile,Yes,0.25918,56,223,0.20154,0.31683
2001,Post-secondary Non-tertiary Level,5th Quintile,No,0.74082,167,223,0.68317,0.79846
2001,First Stage of Tertiary Education,1st Quintile,No,0.94121,143,143,0.90252,0.97990
2001,First Stage of Tertiary Education,2nd Quintile,No,0.95249,271,271,0.92711,0.97786
2001,First Stage of Tertiary Education,3rd Quintile,Yes,0.11889,43,373,0.08600,0.15179
2001,First Stage of Tertiary Education,3rd Quintile,No,0.88111,330,373,0.84821,0.91400
2001,First Stage of Tertiary Education,4th Quintile,Yes,0.10289,42,367,0.07176,0.13401
2001,First Stage of Tertiary Education,4th Quintile,No,0.89711,325,367,0.86599,0.92824
2001,First Stage of Tertiary Education,5th Quintile,Yes,0.21982,54,290,0.17207,0.26756
2001,First Stage of Tertiary Education,5th Quintile,No,0.78018,236,290,0.73244,0.82793
2001,Second Stage of Tertiary Education,1st Quintile,No,0.89562,197,197,0.85282,0.93843
2001,Second Stage of Tertiary Education,2nd Quintile,No,0.91177,300,300,0.87962,0.94392
2001,Second Stage of Tertiary Education,3rd Quintile,Yes,0.10462,45,484,0.07732,0.13191
2001,Second Stage of Tertiary Education,3rd Quintile,No,0.89538,439,484,0.86809,0.92268
2001,Second Stage of Tertiary Education,4th Quintile,Yes,0.20042,110,661,0.16988,0.23097
2001,Second Stage of Tertiary Education,4th Quintile,No,0.79958,551,661,0.76903,0.83012
2001,Second Stage of Tertiary Education,5th Quintile,Yes,0.23698,181,872,0.20874,0.26522
2001,Second Stage of Tertiary Education,5th Quintile,No,0.76302,691,872,0.73478,0.79126
2002,Pre-primary Level,2nd Quintile,No,0.98281,92,92,0.95610,1.00952
2002,Pre-primary Level,3rd Quintile,No,0.90477,102,102,0.84753,0.96202
2002,Pre-primary Level,4th Quintile,No,0.96092,66,66,0.91380,1.00803
2002,Pre-primary Level,5th Quintile,No,0.86055,63,63,0.77432,0.94678
2002,Primary Level,3rd Quintile,No,0.97160,42,42,0.92075,1.02245
2002,Lower Secondary Level,1st Quintile,No,0.98243,853,853,0.97361,0.99125
2002,Lower Secondary Level,2nd Quintile,No,0.97767,690,690,0.96663,0.98870
2002,Lower Secondary Level,3rd Quintile,No,0.96454,473,473,0.94786,0.98123
2002,Lower Secondary Level,4th Quintile,No,0.94922,402,402,0.92773,0.97071
2002,Lower Secondary Level,5th Quintile,No,0.84857,206,206,0.79950,0.89764
2002,Upper Secondary Level,1st Quintile,Yes,0.04659,65,1722,0.03664,0.05655
2002,Upper Secondary Level,1st Quintile,No,0.95341,1657,1722,0.94345,0.96336
2002,Upper Secondary Level,2nd Quintile,Yes,0.06864,132,2164,0.05798,0.07929
2002,Upper Secondary Level,2nd Quintile,No,0.93136,2032,2164,0.92071,0.94202
2002,Upper Secondary Level,3rd Quintile,Yes,0.08691,186,2191,0.07511,0.09870
2002,Upper Secondary Level,3rd Quintile,No,0.91309,2005,2191,0.90130,0.92489
2002,Upper Secondary Level,4th Quintile,Yes,0.12475,239,2102,0.11062,0.13888
2002,Upper Secondary Level,4th Quintile,No,0.87525,1863,2102,0.86112,0.88938
2002,Upper Secondary Level,5th Quintile,Yes,0.20154,366,1827,0.18314,0.21994
2002,Upper Secondary Level,5th Quintile,No,0.79846,1461,1827,0.78006,0.81686
2002,Post-secondary Non-tertiary Level,1st Quintile,No,0.97535,159,159,0.95117,0.99953
2002,Post-secondary Non-tertiary Level,2nd Quintile,No,0.96380,153,153,0.93411,0.99350
2002,Post-secondary Non-tertiary Level,3rd Quintile,No,0.83902,136,136,0.77702,0.90101
2002,Post-secondary Non-tertiary Level,4th Quintile,No,0.87880,186,186,0.83177,0.92583
2002,Post-secondary Non-tertiary Level,5th Quintile,Yes,0.25079,62,241,0.19595,0.30563
2002,Post-secondary Non-tertiary Level,5th Quintile,No,0.74921,179,241,0.69437,0.80405
2002,First Stage of Tertiary Education,1st Quintile,No,0.94095,132,132,0.90058,0.98132
2002,First Stage of Tertiary Education,2nd Quintile,No,0.91567,255,255,0.88150,0.94985
2002,First Stage of Tertiary Education,3rd Quintile,No,0.90263,270,270,0.86720,0.93806
2002,First Stage of Tertiary Education,4th Quintile,Yes,0.13087,45,355,0.09574,0.16601
2002,First Stage of Tertiary Education,4th Quintile,No,0.86913,310,355,0.83399,0.90426
2002,First Stage of Tertiary Education,5th Quintile,Yes,0.22211,69,333,0.17740,0.26682
2002,First Stage of Tertiary Education,5th Quintile,No,0.77789,264,333,0.73318,0.82260
2002,Second Stage of Tertiary Education,1st Quintile,No,0.93453,183,183,0.89859,0.97046
2002,Second Stage of Tertiary Education,2nd Quintile,No,0.91260,240,240,0.87679,0.94841
2002,Second Stage of Tertiary Education,3rd Quintile,Yes,0.10101,42,415,0.07198,0.13004
2002,Second Stage of Tertiary Education,3rd Quintile,No,0.89899,373,415,0.86996,0.92802
2002,Second Stage of Tertiary Education,4th Quintile,Yes,0.16427,89,639,0.13552,0.19302
2002,Second Stage of Tertiary Education,4th Quintile,No,0.83573,550,639,0.80698,0.86448
2002,Second Stage of Tertiary Education,5th Quintile,Yes,0.25572,212,928,0.22764,0.28381
2002,Second Stage of Tertiary Education,5th Quintile,No,0.74428,716,928,0.71619,0.77236
2003,No answer / don't know,1st Quintile,No,0.98674,73,73,0.96032,1.01316
2003,No answer / don't know,2nd Quintile,No,0.98286,42,42,0.94313,1.02259
2003,No answer / don't know,4th Quintile,No,0.76157,32,32,0.61157,0.91158
2003,Pre-primary Level,2nd Quintile,No,0.96467,93,93,0.92694,1.00239
2003,Pre-primary Level,3rd Quintile,No,0.92744,88,88,0.87293,0.98195
2003,Pre-primary Level,4th Quintile,No,0.89330,81,81,0.82565,0.96096
2003,Pre-primary Level,5th Quintile,No,0.75322,94,94,0.66560,0.84085
2003,Primary Level,1st Quintile,No,0.99073,125,125,0.97386,1.00760
2003,Primary Level,2nd Quintile,No,0.97731,64,64,0.94054,1.01408
2003,Lower Secondary Level,1st Quintile,No,0.98657,818,818,0.97868,0.99446
2003,Lower Secondary Level,2nd Quintile,No,0.98013,673,673,0.96958,0.99068
2003,Lower Secondary Level,3rd Quintile,No,0.95446,452,452,0.93522,0.97370
2003,Lower Secondary Level,4th Quintile,No,0.92004,368,368,0.89229,0.94779
2003,Lower Secondary Level,5th Quintile,No,0.89594,225,225,0.85596,0.93593
2003,Upper Secondary Level,1st Quintile,Yes,0.03964,61,1699,0.03036,0.04892
2003,Upper Secondary Level,1st Quintile,No,0.96036,1638,1699,0.95108,0.96964
2003,Upper Secondary Level,2nd Quintile,Yes,0.06961,142,2190,0.05895,0.08027
2003,Upper Secondary Level,2nd Quintile,No,0.93039,2048,2190,0.91973,0.94105
2003,Upper Secondary Level,3rd Quintile,Yes,0.08187,167,2154,0.07029,0.09345
2003,Upper Secondary Level,3rd Quintile,No,0.91813,1987,2154,0.90655,0.92971
2003,Upper Secondary Level,4th Quintile,Yes,0.13342,269,2046,0.11868,0.14816
2003,Upper Secondary Level,4th Quintile,No,0.86658,1777,2046,0.85184,0.88132
2003,Upper Secondary Level,5th Quintile,Yes,0.21505,460,1922,0.19668,0.23342
2003,Upper Secondary Level,5th Quintile,No,0.78495,1462,1922,0.76658,0.80332
2003,Post-secondary Non-tertiary Level,1st Quintile,No,0.94811,137,137,0.91083,0.98539
2003,Post-secondary Non-tertiary Level,2nd Quintile,No,0.87868,131,131,0.82256,0.93481
2003,Post-secondary Non-tertiary Level,3rd Quintile,No,0.88286,171,171,0.83452,0.93121
2003,Post-secondary Non-tertiary Level,4th Quintile,Yes,0.16263,36,233,0.11514,0.21011
2003,Post-secondary Non-tertiary Level,4th Quintile,No,0.83737,197,233,0.78989,0.88486
2003,Post-secondary Non-tertiary Level,5th Quintile,Yes,0.26030,89,300,0.21057,0.31004
2003,Post-secondary Non-tertiary Level,5th Quintile,No,0.73970,211,300,0.68996,0.78943
2003,First Stage of Tertiary Education,1st Quintile,No,0.94691,127,127,0.90776,0.98606
2003,First Stage of Tertiary Education,2nd Quintile,No,0.93069,233,233,0.89801,0.96337
2003,First Stage of Tertiary Education,3rd Quintile,Yes,0.13199,36,317,0.09467,0.16931
2003,First Stage of Tertiary Education,3rd Quintile,No,0.86801,281,317,0.83069,0.90533
2003,First Stage of Tertiary Education,4th Quintile,Yes,0.12796,46,375,0.09410,0.16181
2003,First Stage of Tertiary Education,4th Quintile,No,0.87204,329,375,0.83819,0.90590
2003,First Stage of Tertiary Education,5th Quintile,Yes,0.20550,76,357,0.16352,0.24747
2003,First Stage of Tertiary Education,5th Quintile,No,0.79450,281,357,0.75253,0.83648
2003,Second Stage of Tertiary Education,1st Quintile,No,0.95690,190,190,0.92795,0.98585
2003,Second Stage of Tertiary Education,2nd Quintile,No,0.86916,219,219,0.82439,0.91392
2003,Second Stage of Tertiary Education,3rd Quintile,Yes,0.10787,41,445,0.07901,0.13673
2003,Second Stage of Tertiary Education,3rd Quintile,No,0.89213,404,445,0.86327,0.92099
2003,Second Stage of Tertiary Education,4th Quintile,Yes,0.18091,101,673,0.15181,0.21002
2003,Second Stage of Tertiary Education,4th Quintile,No,0.81909,572,673,0.78998,0.84819
2003,Second Stage of Tertiary Education,5th Quintile,Yes,0.29878,354,1202,0.27289,0.32466
2003,Second Stage of Tertiary Education,5th Quintile,No,0.70122,848,1202,0.67534,0.72711
2004,No answer / don't know,1st Quintile,No,0.97328,79,79,0.93749,1.00907
2004,No answer / don't know,2nd Quintile,No,0.95803,51,51,0.90245,1.01361
2004,No answer / don't know,3rd Quintile,No,0.93048,43,43,0.85356,1.00740
2004,No answer / don't know,4th Quintile,No,0.98352,34,34,0.94009,1.02696
2004,Pre-primary Level,1st Quintile,No,0.92972,97,97,0.87858,0.98085
2004,Pre-primary Level,2nd Quintile,No,0.93561,98,98,0.88676,0.98445
2004,Pre-primary Level,3rd Quintile,No,0.94157,96,96,0.89440,0.98874
2004,Pre-primary Level,4th Quintile,No,0.88996,81,81,0.82138,0.95853
2004,Pre-primary Level,5th Quintile,No,0.80813,78,78,0.72018,0.89608
2004,Lower Secondary Level,1st Quintile,No,0.97214,752,752,0.96037,0.98391
2004,Lower Secondary Level,2nd Quintile,No,0.96583,648,648,0.95183,0.97983
2004,Lower Secondary Level,3rd Quintile,No,0.96797,457,457,0.95181,0.98413
2004,Lower Secondary Level,4th Quintile,No,0.91912,328,328,0.88956,0.94867
2004,Lower Secondary Level,5th Quintile,Yes,0.14513,36,216,0.09805,0.19221
2004,Lower Secondary Level,5th Quintile,No,0.85487,180,216,0.80779,0.90195
2004,Upper Secondary Level,1st Quintile,Yes,0.04275,65,1625,0.03291,0.05258
2004,Upper Secondary Level,1st Quintile,No,0.95725,1560,1625,0.94742,0.96709
2004,Upper Secondary Level,2nd Quintile,Yes,0.07959,137,2089,0.06798,0.09120
2004,Upper Secondary Level,2nd Quintile,No,0.92041,1952,2089,0.90880,0.93202
2004,Upper Secondary Level,3rd Quintile,Yes,0.08727,198,2123,0.07527,0.09928
2004,Upper Secondary Level,3rd Quintile,No,0.91273,1925,2123,0.90072,0.92473
2004,Upper Secondary Level,4th Quintile,Yes,0.12652,254,2066,0.11218,0.14086
2004,Upper Secondary Level,4th Quintile,No,0.87348,1812,2066,0.85914,0.88782
2004,Upper Secondary Level,5th Quintile,Yes,0.23963,459,1827,0.22005,0.25921
2004,Upper Secondary Level,5th Quintile,No,0.76037,1368,1827,0.74079,0.77995
2004,Post-secondary Non-tertiary Level,1st Quintile,No,0.91732,126,126,0.86904,0.96560
2004,Post-secondary Non-tertiary Level,2nd Quintile,No,0.93407,142,142,0.89311,0.97503
2004,Post-secondary Non-tertiary Level,3rd Quintile,No,0.86874,159,159,0.81608,0.92139
2004,Post-secondary Non-tertiary Level,4th Quintile,Yes,0.15681,35,229,0.10961,0.20401
2004,Post-secondary Non-tertiary Level,4th Quintile,No,0.84319,194,229,0.79599,0.89039
2004,Post-secondary Non-tertiary Level,5th Quintile,Yes,0.27521,96,310,0.22541,0.32501
2004,Post-secondary Non-tertiary Level,5th Quintile,No,0.72479,214,310,0.67499,0.77459
2004,First Stage of Tertiary Education,1st Quintile,No,0.96137,120,120,0.92675,0.99600
2004,First Stage of Tertiary Education,2nd Quintile,No,0.85039,203,203,0.80120,0.89958
2004,First Stage of Tertiary Education,3rd Quintile,Yes,0.12039,43,346,0.08605,0.15473
2004,First Stage of Tertiary Education,3rd Quintile,No,0.87961,303,346,0.84527,0.91395
2004,First Stage of Tertiary Education,4th Quintile,Yes,0.17052,57,330,0.12988,0.21116
2004,First Stage of Tertiary Education,4th Quintile,No,0.82948,273,330,0.78884,0.87012
2004,First Stage of Tertiary Education,5th Quintile,Yes,0.21493,81,368,0.17290,0.25696
2004,First Stage of Tertiary Education,5th Quintile,No,0.78507,287,368,0.74304,0.82710
2004,Second Stage of Tertiary Education,1st Quintile,No,0.94779,167,167,0.91395,0.98163
2004,Second Stage of Tertiary Education,2nd Quintile,No,0.87964,257,257,0.83978,0.91950
2004,Second Stage of Tertiary Education,3rd Quintile,Yes,0.11272,41,404,0.08184,0.14359
2004,Second Stage of Tertiary Education,3rd Quintile,No,0.88728,363,404,0.85641,0.91816
2004,Second Stage of Tertiary Education,4th Quintile,Yes,0.18192,100,656,0.15238,0.21147
2004,Second Stage of Tertiary Education,4th Quintile,No,0.81808,556,656,0.78853,0.84762
2004,Second Stage of Tertiary Education,5th Quintile,Yes,0.32204,380,1191,0.29549,0.34858
2004,Second Stage of Tertiary Education,5th Quintile,No,0.67796,811,1191,0.65142,0.70451
2005,No answer / don't know,1st Quintile,No,0.95499,82,82,0.90985,1.00014
2005,No answer / don't know,2nd Quintile,No,0.94694,59,59,0.88925,1.00463
2005,No answer / don't know,3rd Quintile,No,0.95008,42,42,0.88341,1.01674
2005,No answer / don't know,4th Quintile,No,0.94146,40,40,0.86779,1.01514
2005,No answer / don't know,5th Quintile,No,0.81641,35,35,0.68628,0.94655
2005,Pre-primary Level,1st Quintile,No,0.98682,123,123,0.96659,1.00706
2005,Pre-primary Level,2nd Quintile,No,0.93998,113,113,0.89599,0.98397
2005,Pre-primary Level,3rd Quintile,No,0.93402,80,80,0.87928,0.98877
2005,Pre-primary Level,4th Quintile,No,0.82217,76,76,0.73563,0.90871
2005,Pre-primary Level,5th Quintile,No,0.79824,77,77,0.70802,0.88847
2005,Primary Level,1st Quintile,No,0.98426,130,130,0.96278,1.00574
2005,Lower Secondary Level,1st Quintile,No,0.97964,717,717,0.96930,0.98999
2005,Lower Secondary Level,2nd Quintile,No,0.96302,564,564,0.94743,0.97861
2005,Lower Secondary Level,3rd Quintile,No,0.95771,401,401,0.93799,0.97743
2005,Lower Secondary Level,4th Quintile,Yes,0.09550,31,371,0.06555,0.12545
2005,Lower Secondary Level,4th Quintile,No,0.90450,340,371,0.87455,0.93445
2005,Lower Secondary Level,5th Quintile,No,0.86393,180,180,0.81370,0.91416
2005,Upper Secondary Level,1st Quintile,Yes,0.05907,78,1531,0.04725,0.07088
2005,Upper Secondary Level,1st Quintile,No,0.94093,1453,1531,0.92912,0.95275
2005,Upper Secondary Level,2nd Quintile,Yes,0.09144,165,2014,0.07885,0.10403
2005,Upper Secondary Level,2nd Quintile,No,0.90856,1849,2014,0.89597,0.92115
2005,Upper Secondary Level,3rd Quintile,Yes,0.10561,208,1994,0.09212,0.11911
2005,Upper Secondary Level,3rd Quintile,No,0.89439,1786,1994,0.88089,0.90788
2005,Upper Secondary Level,4th Quintile,Yes,0.15148,310,2028,0.13587,0.16709
2005,Upper Secondary Level,4th Quintile,No,0.84852,1718,2028,0.83291,0.86413
2005,Upper Secondary Level,5th Quintile,Yes,0.25846,432,1647,0.23731,0.27961
2005,Upper Secondary Level,5th Quintile,No,0.74154,1215,1647,0.72039,0.76269
2005,Post-secondary Non-tertiary Level,1st Quintile,No,0.88415,117,117,0.82591,0.94239
2005,Post-secondary Non-tertiary Level,2nd Quintile,No,0.88701,139,139,0.83419,0.93983
2005,Post-secondary Non-tertiary Level,3rd Quintile,No,0.84960,165,165,0.79489,0.90431
2005,Post-secondary Non-tertiary Level,4th Quintile,Yes,0.17379,40,223,0.12394,0.22363
2005,Post-secondary Non-tertiary Level,4th Quintile,No,0.82621,183,223,0.77637,0.87606
2005,Post-secondary Non-tertiary Level,5th Quintile,Yes,0.32123,100,291,0.26749,0.37497
2005,Post-secondary Non-tertiary Level,5th Quintile,No,0.67877,191,291,0.62503,0.73251
2005,First Stage of Tertiary Education,1st Quintile,No,0.93075,103,103,0.88148,0.98002
2005,First Stage of Tertiary Education,2nd Quintile,No,0.90956,204,204,0.87011,0.94902
2005,First Stage of Tertiary Education,3rd Quintile,Yes,0.14474,32,279,0.10338,0.18610
2005,First Stage of Tertiary Education,3rd Quintile,No,0.85526,247,279,0.81390,0.89662
2005,First Stage of Tertiary Education,4th Quintile,Yes,0.16935,60,359,0.13050,0.20820
2005,First Stage of Tertiary Education,4th Quintile,No,0.83065,299,359,0.79180,0.86950
2005,First Stage of Tertiary Education,5th Quintile,Yes,0.25538,86,334,0.20854,0.30222
2005,First Stage of Tertiary Education,5th Quintile,No,0.74462,248,334,0.69778,0.79146
2005,Second Stage of Tertiary Education,1st Quintile,No,0.92119,174,174,0.88104,0.96134
2005,Second Stage of Tertiary Education,2nd Quintile,No,0.87567,249,249,0.83460,0.91673
2005,Second Stage of Tertiary Education,3rd Quintile,Yes,0.14411,64,427,0.11076,0.17746
2005,Second Stage of Tertiary Education,3rd Quintile,No,0.85589,363,427,0.82254,0.88924
2005,Second Stage of Tertiary Education,4th Quintile,Yes,0.18227,99,610,0.15160,0.21293
2005,Second Stage of Tertiary Education,4th Quintile,No,0.81773,511,610,0.78707,0.84840
2005,Second Stage of Tertiary Education,5th Quintile,Yes,0.30394,353,1151,0.27736,0.33053
2005,Second Stage of Tertiary Education,5th Quintile,No,0.69606,798,1151,0.66947,0.72264
2006,No answer / don't know,1st Quintile,No,0.97708,92,92,0.94633,1.00783
2006,No answer / don't know,2nd Quintile,No,0.98712,57,57,0.95758,1.01665
