"plb0571","year","bildungsniveau","migback","n","percent","lower_confidence","upper_confidence"
"Nein, weiss nicht","2015","Realschulabschluss","indirekter Migrationshintergrund","171","0.371181350836585","0.324755784926317","0.417606916746853"
"Nein, niemand","2015","(Fach-)Abitur","kein Migrationshintergrund","692","0.298222702456273","0.279702774393831","0.316742630518715"
"Nein, niemand","2015","(Fach-)Abitur","direkter Migrationshintergrund","656","0.443646626675828","0.417914804783885","0.469378448567771"
"Nein, niemand","2015","(Fach-)Abitur","indirekter Migrationshintergrund","132","0.425191603593603","0.371194054653458","0.479189152533747"
"Nein, niemand","2015","(noch) kein Abschluss","kein Migrationshintergrund","146","0.414028904951693","0.365144625822792","0.462913184080594"
"Nein, niemand","2015","(noch) kein Abschluss","direkter Migrationshintergrund","207","0.453288557171863","0.405848591378453","0.500728522965272"
"Nein, niemand","2015","(noch) kein Abschluss","indirekter Migrationshintergrund","55","0.412823324945174","0.328513351098152","0.497133298792196"
"Nein, niemand","2015","AkademikerInnen","kein Migrationshintergrund","1527","0.328023788641174","0.314546839916073","0.341500737366275"
"Nein, niemand","2015","AkademikerInnen","direkter Migrationshintergrund","651","0.444122319155414","0.41843252496995","0.469812113340877"
"Nein, niemand","2015","AkademikerInnen","indirekter Migrationshintergrund","88","0.368904237652904","0.310254527379497","0.427553947926311"
"Nein, niemand","2015","Hauptschulabschluss","kein Migrationshintergrund","2326","0.432203697487438","0.418997105494105","0.445410289480771"
"Nein, niemand","2015","Hauptschulabschluss","direkter Migrationshintergrund","947","0.482038719190332","0.459576811270905","0.504500627109759"
"Nein, niemand","2015","Hauptschulabschluss","indirekter Migrationshintergrund","177","0.437342329641562","0.389325990942824","0.4853586683403"
"Nein, niemand","2015","Realschulabschluss","kein Migrationshintergrund","2027","0.36673740382323","0.354238799123927","0.379236008522532"
"Nein, niemand","2015","Realschulabschluss","direkter Migrationshintergrund","149","0.422197392220841","0.37207391437258","0.472320870069103"
"Nein, niemand","2015","Realschulabschluss","indirekter Migrationshintergrund","163","0.384859847069603","0.338103587032145","0.431616107107061"
"Ja, viele Personen","2016","(Fach-)Abitur","kein Migrationshintergrund","64","0.0279847161367813","0.0210991556804601","0.0348702765931026"
"Ja, viele Personen","2016","(Fach-)Abitur","direkter Migrationshintergrund","","","",""
"Ja, viele Personen","2016","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"Ja, viele Personen","2016","(noch) kein Abschluss","kein Migrationshintergrund","","","",""
"Ja, viele Personen","2016","(noch) kein Abschluss","direkter Migrationshintergrund","","","",""
"Ja, viele Personen","2016","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"Ja, viele Personen","2016","AkademikerInnen","kein Migrationshintergrund","61","0.0139784116288974","0.0105196987530998","0.017437124504695"
"Ja, viele Personen","2016","AkademikerInnen","direkter Migrationshintergrund","31","0.0196060943262772","0.0118007399341357","0.0274114487184188"
"Ja, viele Personen","2016","AkademikerInnen","indirekter Migrationshintergrund","","","",""
"Ja, viele Personen","2016","Hauptschulabschluss","kein Migrationshintergrund","105","0.0166358077732986","0.0130849096210192","0.020186705925578"
"Ja, viele Personen","2016","Hauptschulabschluss","direkter Migrationshintergrund","39","0.0260328395783656","0.0182354404864772","0.0338302386702541"
"Ja, viele Personen","2016","Hauptschulabschluss","indirekter Migrationshintergrund","","","",""
"Ja, viele Personen","2016","Realschulabschluss","kein Migrationshintergrund","117","0.0236420477286447","0.019557119835572","0.0277269756217175"
"Ja, viele Personen","2016","Realschulabschluss","direkter Migrationshintergrund","","","",""
"Ja, viele Personen","2016","Realschulabschluss","indirekter Migrationshintergrund","","","",""
"Ja, wenige Personen","2016","(Fach-)Abitur","kein Migrationshintergrund","433","0.190846767676847","0.174440866658029","0.207252668695665"
"Ja, wenige Personen","2016","(Fach-)Abitur","direkter Migrationshintergrund","93","0.0941676449007503","0.0772211440470858","0.111114145754415"
"Ja, wenige Personen","2016","(Fach-)Abitur","indirekter Migrationshintergrund","49","0.123570601161468","0.0879560711580647","0.159185131164871"
"Ja, wenige Personen","2016","(noch) kein Abschluss","kein Migrationshintergrund","41","0.102060895643354","0.0709187946604395","0.133202996626269"
"Ja, wenige Personen","2016","(noch) kein Abschluss","direkter Migrationshintergrund","","","",""
"Ja, wenige Personen","2016","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"Ja, wenige Personen","2016","AkademikerInnen","kein Migrationshintergrund","749","0.165064560292537","0.154127622204642","0.176001498380431"
"Ja, wenige Personen","2016","AkademikerInnen","direkter Migrationshintergrund","155","0.124863103948946","0.106252869617339","0.143473338280553"
"Ja, wenige Personen","2016","AkademikerInnen","indirekter Migrationshintergrund","43","0.135970428383982","0.0918651431790544","0.18007571358891"
"Ja, wenige Personen","2016","Hauptschulabschluss","kein Migrationshintergrund","508","0.0930272012513563","0.0849630032421438","0.101091399260569"
"Ja, wenige Personen","2016","Hauptschulabschluss","direkter Migrationshintergrund","130","0.0688877100126231","0.0564857953488418","0.0812896246764043"
"Ja, wenige Personen","2016","Hauptschulabschluss","indirekter Migrationshintergrund","55","0.110307934545916","0.0786851105424297","0.141930758549402"
"Ja, wenige Personen","2016","Realschulabschluss","kein Migrationshintergrund","688","0.129944399703824","0.12090395897986","0.138984840427789"
"Ja, wenige Personen","2016","Realschulabschluss","direkter Migrationshintergrund","","","",""
"Ja, wenige Personen","2016","Realschulabschluss","indirekter Migrationshintergrund","52","0.117179268098835","0.0849256780371803","0.14943285816049"
"Nein, weiss nicht","2016","(Fach-)Abitur","kein Migrationshintergrund","832","0.358393299929483","0.338373640632802","0.378412959226165"
"Nein, weiss nicht","2016","(Fach-)Abitur","direkter Migrationshintergrund","405","0.372425500099946","0.344373901360587","0.400477098839305"
"Nein, weiss nicht","2016","(Fach-)Abitur","indirekter Migrationshintergrund","93","0.253934185489726","0.206829910359279","0.301038460620173"
"Nein, weiss nicht","2016","(noch) kein Abschluss","kein Migrationshintergrund","126","0.316789638337994","0.268931314430026","0.364647962245963"
"Nein, weiss nicht","2016","(noch) kein Abschluss","direkter Migrationshintergrund","120","0.434397271888469","0.382243869531853","0.486550674245084"
"Nein, weiss nicht","2016","(noch) kein Abschluss","indirekter Migrationshintergrund","33","0.380585545986644","0.286819351256063","0.474351740717224"
"Nein, weiss nicht","2016","AkademikerInnen","kein Migrationshintergrund","1551","0.347749265266032","0.333718453920686","0.361780076611379"
"Nein, weiss nicht","2016","AkademikerInnen","direkter Migrationshintergrund","351","0.293679597566511","0.268038621995021","0.319320573138001"
"Nein, weiss nicht","2016","AkademikerInnen","indirekter Migrationshintergrund","86","0.332256938207311","0.271646723845724","0.392867152568898"
"Nein, weiss nicht","2016","Hauptschulabschluss","kein Migrationshintergrund","1661","0.326869452650863","0.313846906897418","0.339891998404309"
"Nein, weiss nicht","2016","Hauptschulabschluss","direkter Migrationshintergrund","543","0.328327367330605","0.305331531264376","0.351323203396835"
"Nein, weiss nicht","2016","Hauptschulabschluss","indirekter Migrationshintergrund","116","0.3527101330657","0.304478075579362","0.400942190552037"
"Nein, weiss nicht","2016","Realschulabschluss","kein Migrationshintergrund","1822","0.336155226485839","0.323454150327221","0.348856302644457"
"Nein, weiss nicht","2016","Realschulabschluss","direkter Migrationshintergrund","115","0.328717738493359","0.277006776670571","0.380428700316147"
"Nein, weiss nicht","2016","Realschulabschluss","indirekter Migrationshintergrund","144","0.382547831974468","0.333810590778913","0.431285073170023"
"Nein, niemand","2016","(Fach-)Abitur","kein Migrationshintergrund","875","0.422775216256888","0.402151375772388","0.443399056741388"
"Nein, niemand","2016","(Fach-)Abitur","direkter Migrationshintergrund","623","0.515871471155929","0.486874251248082","0.544868691063777"
"Nein, niemand","2016","(Fach-)Abitur","indirekter Migrationshintergrund","177","0.60803716004692","0.555204962199321","0.660869357894519"
"Nein, niemand","2016","(noch) kein Abschluss","kein Migrationshintergrund","188","0.56941299039695","0.518475337978367","0.620350642815533"
"Nein, niemand","2016","(noch) kein Abschluss","direkter Migrationshintergrund","195","0.494225999186435","0.441621317371535","0.546830681001335"
"Nein, niemand","2016","(noch) kein Abschluss","indirekter Migrationshintergrund","51","0.416213694485874","0.321018590422703","0.511408798549045"
"Nein, niemand","2016","AkademikerInnen","kein Migrationshintergrund","2065","0.473207762812534","0.458498598488073","0.487916927136995"
"Nein, niemand","2016","AkademikerInnen","direkter Migrationshintergrund","675","0.561851204158266","0.533918161132012","0.58978424718452"
"Nein, niemand","2016","AkademikerInnen","indirekter Migrationshintergrund","99","0.518038584592007","0.453741498972816","0.582335670211198"
"Nein, niemand","2016","Hauptschulabschluss","kein Migrationshintergrund","2710","0.563467538324482","0.549698557439364","0.5772365192096"
"Nein, niemand","2016","Hauptschulabschluss","direkter Migrationshintergrund","890","0.576752083078406","0.552558018490634","0.600946147666178"
"Nein, niemand","2016","Hauptschulabschluss","indirekter Migrationshintergrund","184","0.442952260128211","0.392810210181587","0.493094310074836"
"Nein, niemand","2016","Realschulabschluss","kein Migrationshintergrund","2687","0.510258326081692","0.496817811492012","0.523698840671372"
"Nein, niemand","2016","Realschulabschluss","direkter Migrationshintergrund","163","0.523526191076782","0.468545881204626","0.578506500948938"
"Nein, niemand","2016","Realschulabschluss","indirekter Migrationshintergrund","175","0.480061793388923","0.429961433323772","0.530162153454075"
