"plb0571","year","bula_h","sex","n","percent","lower_confidence","upper_confidence"
"Ja, wenige Personen","2015","Schleswig-Holstein","maennlich","102","0.280591440396184","0.236562006155249","0.32462087463712"
"Ja, wenige Personen","2015","Schleswig-Holstein","weiblich","99","0.234670559405791","0.197147039968794","0.272194078842788"
"Ja, wenige Personen","2015","Hamburg","maennlich","44","0.217656795905804","0.161306103877933","0.274007487933676"
"Ja, wenige Personen","2015","Hamburg","weiblich","41","0.134894839604772","0.0924641063648699","0.177325572844675"
"Ja, wenige Personen","2015","Niedersachsen","maennlich","267","0.24440394324598","0.21995716251581","0.26885072397615"
"Ja, wenige Personen","2015","Niedersachsen","weiblich","236","0.17008256904814","0.150209718380275","0.189955419716004"
"Ja, wenige Personen","2015","Bremen","maennlich","","","",""
"Ja, wenige Personen","2015","Bremen","weiblich","","","",""
"Ja, wenige Personen","2015","Nordrhein-Westfalen","maennlich","489","0.179160391781111","0.164140006154418","0.194180777407805"
"Ja, wenige Personen","2015","Nordrhein-Westfalen","weiblich","516","0.148614586679887","0.135832598029831","0.161396575329943"
"Ja, wenige Personen","2015","Hessen","maennlich","184","0.223994596187685","0.195983219465195","0.252005972910175"
"Ja, wenige Personen","2015","Hessen","weiblich","179","0.183287646036055","0.159137998709506","0.207437293362603"
"Ja, wenige Personen","2015","Rheinland-Pfalz,Saarland","maennlich","110","0.201783009658142","0.169960804784983","0.233605214531301"
"Ja, wenige Personen","2015","Rheinland-Pfalz,Saarland","weiblich","95","0.115490928970368","0.092063741492667","0.138918116448069"
"Ja, wenige Personen","2015","Baden-Wuerttemberg","maennlich","293","0.214417914065082","0.193494276287653","0.235341551842511"
"Ja, wenige Personen","2015","Baden-Wuerttemberg","weiblich","247","0.136761862819834","0.120528613116182","0.152995112523485"
"Ja, wenige Personen","2015","Bayern","maennlich","355","0.201180089156565","0.183553588713659","0.218806589599472"
"Ja, wenige Personen","2015","Bayern","weiblich","360","0.129120464434511","0.1155365803607","0.142704348508322"
"Ja, wenige Personen","2015","Saarland","maennlich","","","",""
"Ja, wenige Personen","2015","Saarland","weiblich","","","",""
"Ja, wenige Personen","2015","Berlin","maennlich","91","0.191153266983252","0.154863531688007","0.227443002278498"
"Ja, wenige Personen","2015","Berlin","weiblich","93","0.141364047696781","0.111979079055902","0.17074901633766"
"Ja, wenige Personen","2015","Brandenburg","maennlich","65","0.151134467804894","0.118187050628441","0.184081884981347"
"Ja, wenige Personen","2015","Brandenburg","weiblich","64","0.0999574585110497","0.0750258776811848","0.124889039340915"
"Ja, wenige Personen","2015","Mecklenburg-Vorpommern","maennlich","37","0.113435668168398","0.0740463592122671","0.152824977124529"
"Ja, wenige Personen","2015","Mecklenburg-Vorpommern","weiblich","42","0.0971660931890273","0.0640884899280549","0.13024369645"
"Ja, wenige Personen","2015","Sachsen","maennlich","91","0.123789524854788","0.099914954160179","0.147664095549397"
"Ja, wenige Personen","2015","Sachsen","weiblich","70","0.0684094954790488","0.0509488200782984","0.0858701708797992"
"Ja, wenige Personen","2015","Sachsen-Anhalt","maennlich","36","0.0794999066473443","0.0530227629473614","0.105977050347327"
"Ja, wenige Personen","2015","Sachsen-Anhalt","weiblich","37","0.082732232474079","0.0584644032677238","0.107000061680434"
"Ja, wenige Personen","2015","Thueringen","maennlich","59","0.127740316553644","0.0967613050847045","0.158719328022583"
"Ja, wenige Personen","2015","Thueringen","weiblich","54","0.0851469592331444","0.0612499975612852","0.109043920905004"
"Nein, weiss nicht","2015","Schleswig-Holstein","maennlich","151","0.403025984268075","0.354957289124298","0.451094679411851"
"Nein, weiss nicht","2015","Schleswig-Holstein","weiblich","201","0.388544982168485","0.345387812008633","0.431702152328338"
"Nein, weiss nicht","2015","Hamburg","maennlich","79","0.319093242291545","0.255440501792885","0.382745982790205"
"Nein, weiss nicht","2015","Hamburg","weiblich","98","0.358603269199812","0.299034461067536","0.418172077332087"
"Nein, weiss nicht","2015","Niedersachsen","maennlich","421","0.370900515290842","0.34342087050002","0.398380160081665"
"Nein, weiss nicht","2015","Niedersachsen","weiblich","529","0.409632326677958","0.383620478054486","0.435644175301429"
"Nein, weiss nicht","2015","Bremen","maennlich","","","",""
"Nein, weiss nicht","2015","Bremen","weiblich","38","0.323045172913481","0.23184432484545","0.414246020981511"
"Nein, weiss nicht","2015","Nordrhein-Westfalen","maennlich","959","0.41333258504233","0.394045049722194","0.432620120362467"
"Nein, weiss nicht","2015","Nordrhein-Westfalen","weiblich","1135","0.397905181102397","0.380316760278904","0.41549360192589"
"Nein, weiss nicht","2015","Hessen","maennlich","330","0.396911880438504","0.364040287758342","0.429783473118667"
"Nein, weiss nicht","2015","Hessen","weiblich","459","0.443718451160729","0.412707812874967","0.474729089446491"
"Nein, weiss nicht","2015","Rheinland-Pfalz,Saarland","maennlich","212","0.383384781093833","0.344832325981201","0.421937236206465"
"Nein, weiss nicht","2015","Rheinland-Pfalz,Saarland","weiblich","266","0.39506556418501","0.359232511189173","0.430898617180848"
"Nein, weiss nicht","2015","Baden-Wuerttemberg","maennlich","673","0.446439547363691","0.421095572367395","0.471783522359987"
"Nein, weiss nicht","2015","Baden-Wuerttemberg","weiblich","846","0.486051007906986","0.46243760435617","0.509664411457803"
"Nein, weiss nicht","2015","Bayern","maennlich","793","0.392463850590062","0.370993702011093","0.413933999169031"
"Nein, weiss nicht","2015","Bayern","weiblich","952","0.40216196523903","0.382299202625973","0.422024727852087"
"Nein, weiss nicht","2015","Saarland","maennlich","50","0.415582109276451","0.324716604815356","0.506447613737546"
"Nein, weiss nicht","2015","Saarland","weiblich","59","0.516112473172516","0.432734191794496","0.599490754550536"
"Nein, weiss nicht","2015","Berlin","maennlich","175","0.410153831155979","0.364759399000091","0.455548263311866"
"Nein, weiss nicht","2015","Berlin","weiblich","230","0.444243181052031","0.402334499679245","0.486151862424817"
"Nein, weiss nicht","2015","Brandenburg","maennlich","200","0.447645546080015","0.401905538880818","0.493385553279211"
"Nein, weiss nicht","2015","Brandenburg","weiblich","244","0.449721188956481","0.408371355429429","0.491071022483532"
"Nein, weiss nicht","2015","Mecklenburg-Vorpommern","maennlich","123","0.50091502555162","0.438811294189401","0.563018756913839"
"Nein, weiss nicht","2015","Mecklenburg-Vorpommern","weiblich","139","0.450710782437582","0.39514310515864","0.506278459716524"
"Nein, weiss nicht","2015","Sachsen","maennlich","360","0.477559039127542","0.441349620896051","0.513768457359032"
"Nein, weiss nicht","2015","Sachsen","weiblich","391","0.490331664387236","0.455755316857415","0.524908011917056"
"Nein, weiss nicht","2015","Sachsen-Anhalt","maennlich","186","0.458338760639944","0.409570970405189","0.507106550874699"
"Nein, weiss nicht","2015","Sachsen-Anhalt","weiblich","208","0.393614063777766","0.350575739316063","0.436652388239469"
"Nein, weiss nicht","2015","Thueringen","maennlich","186","0.416016507502836","0.370272287253504","0.461760727752168"
"Nein, weiss nicht","2015","Thueringen","weiblich","227","0.458758195940614","0.416093364701984","0.501423027179244"
"Nein, niemand","2015","Schleswig-Holstein","maennlich","128","0.260367875235513","0.217362803370053","0.303372947100973"
"Nein, niemand","2015","Schleswig-Holstein","weiblich","169","0.331108747361097","0.289439741766157","0.372777752956037"
"Nein, niemand","2015","Hamburg","maennlich","79","0.460830794043457","0.392762045368853","0.528899542718062"
"Nein, niemand","2015","Hamburg","weiblich","107","0.504052179539055","0.441950383724368","0.566153975353741"
"Nein, niemand","2015","Niedersachsen","maennlich","443","0.347239574824328","0.320155484857709","0.374323664790947"
"Nein, niemand","2015","Niedersachsen","weiblich","577","0.395820613291788","0.369953677914956","0.421687548668621"
"Nein, niemand","2015","Bremen","maennlich","30","0.474830991794375","0.362561858986965","0.587100124601786"
"Nein, niemand","2015","Bremen","weiblich","37","0.445658359225576","0.348724124921339","0.542592593529812"
"Nein, niemand","2015","Nordrhein-Westfalen","maennlich","938","0.363551032716115","0.344710403048365","0.382391662383865"
"Nein, niemand","2015","Nordrhein-Westfalen","weiblich","1236","0.426769887406896","0.408996672658925","0.444543102154866"
"Nein, niemand","2015","Hessen","maennlich","287","0.334818832036309","0.303111607931342","0.366526056141275"
"Nein, niemand","2015","Hessen","weiblich","317","0.341938265757577","0.312329738580119","0.371546792935036"
"Nein, niemand","2015","Rheinland-Pfalz,Saarland","maennlich","271","0.380088772902442","0.341599938632569","0.418577607172314"
"Nein, niemand","2015","Rheinland-Pfalz,Saarland","weiblich","343","0.463392199884555","0.426841312912065","0.499943086857045"
"Nein, niemand","2015","Baden-Wuerttemberg","maennlich","458","0.311290811814382","0.28768537923156","0.334896244397204"
"Nein, niemand","2015","Baden-Wuerttemberg","weiblich","576","0.355865098005113","0.333245297532379","0.378484898477848"
"Nein, niemand","2015","Bayern","maennlich","755","0.364225027626611","0.343066484365808","0.385383570887414"
"Nein, niemand","2015","Bayern","weiblich","980","0.449306910805927","0.42915697129924","0.469456850312614"
"Nein, niemand","2015","Saarland","maennlich","47","0.370511706704098","0.281467910812724","0.459555502595472"
"Nein, niemand","2015","Saarland","weiblich","59","0.326328289130103","0.24810067854877","0.404555899711435"
"Nein, niemand","2015","Berlin","maennlich","162","0.359063863011138","0.314789425862896","0.40333830015938"
"Nein, niemand","2015","Berlin","weiblich","199","0.389473992355922","0.34834552491237","0.430602459799474"
"Nein, niemand","2015","Brandenburg","maennlich","183","0.382280673726348","0.337580734722326","0.42698061273037"
"Nein, niemand","2015","Brandenburg","weiblich","246","0.445784925758159","0.404469469645238","0.48710038187108"
"Nein, niemand","2015","Mecklenburg-Vorpommern","maennlich","84","0.359072542273729","0.299486580389469","0.418658504157989"
"Nein, niemand","2015","Mecklenburg-Vorpommern","weiblich","118","0.42538155897547","0.370167224494701","0.480595893456238"
"Nein, niemand","2015","Sachsen","maennlich","265","0.374882205272138","0.339789427479367","0.409974983064908"
"Nein, niemand","2015","Sachsen","weiblich","339","0.437955669419677","0.403640141827429","0.472271197011926"
"Nein, niemand","2015","Sachsen-Anhalt","maennlich","170","0.440645077586479","0.392053153245632","0.489237001927326"
"Nein, niemand","2015","Sachsen-Anhalt","weiblich","243","0.507243012850195","0.46320071964347","0.55128530605692"
"Nein, niemand","2015","Thueringen","maennlich","188","0.434071175249683","0.38807284758203","0.480069502917336"
"Nein, niemand","2015","Thueringen","weiblich","238","0.445478699784118","0.402923264640825","0.488034134927411"
"Ja, viele Personen","2016","Schleswig-Holstein","maennlich","","","",""
"Ja, viele Personen","2016","Schleswig-Holstein","weiblich","","","",""
"Ja, viele Personen","2016","Hamburg","maennlich","","","",""
"Ja, viele Personen","2016","Hamburg","weiblich","","","",""
"Ja, viele Personen","2016","Niedersachsen","maennlich","43","0.0234108765573485","0.0144794833325425","0.0323422697821545"
"Ja, viele Personen","2016","Niedersachsen","weiblich","","","",""
"Ja, viele Personen","2016","Bremen","maennlich","","","",""
"Ja, viele Personen","2016","Bremen","weiblich","","","",""
"Ja, viele Personen","2016","Nordrhein-Westfalen","maennlich","82","0.0373401208932949","0.0296484275531761","0.0450318142334137"
"Ja, viele Personen","2016","Nordrhein-Westfalen","weiblich","61","0.0179262241154299","0.0129472212519282","0.0229052269789316"
"Ja, viele Personen","2016","Hessen","maennlich","","","",""
"Ja, viele Personen","2016","Hessen","weiblich","","","",""
"Ja, viele Personen","2016","Rheinland-Pfalz,Saarland","maennlich","","","",""
"Ja, viele Personen","2016","Rheinland-Pfalz,Saarland","weiblich","","","",""
"Ja, viele Personen","2016","Baden-Wuerttemberg","maennlich","45","0.0310782013031523","0.0215866351226705","0.0405697674836341"
"Ja, viele Personen","2016","Baden-Wuerttemberg","weiblich","","","",""
"Ja, viele Personen","2016","Bayern","maennlich","73","0.0467598607356996","0.0368739017274991","0.0566458197439001"
"Ja, viele Personen","2016","Bayern","weiblich","49","0.0143561583713633","0.00924901134796243","0.0194633053947643"
"Ja, viele Personen","2016","Saarland","maennlich","","","",""
"Ja, viele Personen","2016","Saarland","weiblich","","","",""
"Ja, viele Personen","2016","Berlin","maennlich","","","",""
"Ja, viele Personen","2016","Berlin","weiblich","","","",""
"Ja, viele Personen","2016","Brandenburg","maennlich","","","",""
"Ja, viele Personen","2016","Brandenburg","weiblich","","","",""
"Ja, viele Personen","2016","Mecklenburg-Vorpommern","maennlich","","","",""
"Ja, viele Personen","2016","Mecklenburg-Vorpommern","weiblich","","","",""
"Ja, viele Personen","2016","Sachsen","maennlich","","","",""
"Ja, viele Personen","2016","Sachsen","weiblich","","","",""
"Ja, viele Personen","2016","Sachsen-Anhalt","maennlich","","","",""
"Ja, viele Personen","2016","Sachsen-Anhalt","weiblich","","","",""
"Ja, viele Personen","2016","Thueringen","maennlich","","","",""
"Ja, viele Personen","2016","Thueringen","weiblich","","","",""
"Ja, wenige Personen","2016","Schleswig-Holstein","maennlich","67","0.196000917094177","0.155552264667201","0.236449569521153"
"Ja, wenige Personen","2016","Schleswig-Holstein","weiblich","90","0.211812323512379","0.173763900599108","0.249860746425651"
"Ja, wenige Personen","2016","Hamburg","maennlich","35","0.143642173141769","0.0922626351582192","0.195021711125319"
"Ja, wenige Personen","2016","Hamburg","weiblich","32","0.114098902459622","0.071797810596634","0.156399994322609"
"Ja, wenige Personen","2016","Niedersachsen","maennlich","219","0.181866242671838","0.159081578329061","0.204650907014614"
"Ja, wenige Personen","2016","Niedersachsen","weiblich","194","0.138567829481863","0.119581269492386","0.157554389471339"
"Ja, wenige Personen","2016","Bremen","maennlich","","","",""
"Ja, wenige Personen","2016","Bremen","weiblich","","","",""
"Ja, wenige Personen","2016","Nordrhein-Westfalen","maennlich","349","0.142117246921661","0.127951645218971","0.156282848624352"
"Ja, wenige Personen","2016","Nordrhein-Westfalen","weiblich","368","0.12310310276502","0.110773909102653","0.135432296427387"
"Ja, wenige Personen","2016","Hessen","maennlich","127","0.171552805940204","0.144409026633314","0.198696585247094"
"Ja, wenige Personen","2016","Hessen","weiblich","146","0.167652002477816","0.142729047368551","0.19257495758708"
"Ja, wenige Personen","2016","Rheinland-Pfalz,Saarland","maennlich","87","0.186783497040507","0.154900107327737","0.218666886753277"
"Ja, wenige Personen","2016","Rheinland-Pfalz,Saarland","weiblich","58","0.0609265390775556","0.0428684753749691","0.078984602780142"
"Ja, wenige Personen","2016","Baden-Wuerttemberg","maennlich","189","0.138561343243947","0.11966408491862","0.157458601569273"
"Ja, wenige Personen","2016","Baden-Wuerttemberg","weiblich","167","0.107140330502001","0.0917725415129388","0.122508119491063"
"Ja, wenige Personen","2016","Bayern","maennlich","270","0.144501020100347","0.12803736556106","0.160964674639635"
"Ja, wenige Personen","2016","Bayern","weiblich","232","0.0841108711628443","0.0721944251063996","0.0960273172192889"
"Ja, wenige Personen","2016","Saarland","maennlich","","","",""
"Ja, wenige Personen","2016","Saarland","weiblich","","","",""
"Ja, wenige Personen","2016","Berlin","maennlich","69","0.144528327724678","0.110492566515863","0.178564088933493"
"Ja, wenige Personen","2016","Berlin","weiblich","77","0.142930516512773","0.11197216389708","0.173888869128466"
"Ja, wenige Personen","2016","Brandenburg","maennlich","36","0.111669693160715","0.0817959904744638","0.141543395846966"
"Ja, wenige Personen","2016","Brandenburg","weiblich","38","0.0521658934319982","0.0330354999402045","0.0712962869237918"
"Ja, wenige Personen","2016","Mecklenburg-Vorpommern","maennlich","","","",""
"Ja, wenige Personen","2016","Mecklenburg-Vorpommern","weiblich","","","",""
"Ja, wenige Personen","2016","Sachsen","maennlich","77","0.12454420072526","0.0998526373082812","0.149235764142238"
"Ja, wenige Personen","2016","Sachsen","weiblich","46","0.0450883408441951","0.0304036727733571","0.0597730089150332"
"Ja, wenige Personen","2016","Sachsen-Anhalt","maennlich","","","",""
"Ja, wenige Personen","2016","Sachsen-Anhalt","weiblich","","","",""
"Ja, wenige Personen","2016","Thueringen","maennlich","42","0.108257977902772","0.0779604649219874","0.138555490883556"
"Ja, wenige Personen","2016","Thueringen","weiblich","44","0.0733757743829802","0.0504513694803557","0.0963001792856048"
"Nein, weiss nicht","2016","Schleswig-Holstein","maennlich","154","0.470012097296167","0.419156972386372","0.520867222205963"
"Nein, weiss nicht","2016","Schleswig-Holstein","weiblich","165","0.390264407865255","0.344839246991386","0.435689568739124"
"Nein, weiss nicht","2016","Hamburg","maennlich","73","0.43718873513314","0.364521698867417","0.509855771398864"
"Nein, weiss nicht","2016","Hamburg","weiblich","101","0.43102426539339","0.365134804089511","0.496913726697269"
"Nein, weiss nicht","2016","Niedersachsen","maennlich","379","0.341051349354882","0.313049281471205","0.369053417238559"
"Nein, weiss nicht","2016","Niedersachsen","weiblich","472","0.375662918511804","0.349048727812178","0.40227710921143"
"Nein, weiss nicht","2016","Bremen","maennlich","","","",""
"Nein, weiss nicht","2016","Bremen","weiblich","34","0.244994129246039","0.158509427612981","0.331478830879097"
"Nein, weiss nicht","2016","Nordrhein-Westfalen","maennlich","767","0.334537998825947","0.315396231923109","0.353679765728786"
"Nein, weiss nicht","2016","Nordrhein-Westfalen","weiblich","870","0.305220550353386","0.287940051492243","0.322501049214528"
"Nein, weiss nicht","2016","Hessen","maennlich","291","0.348643430856341","0.314331976321772","0.38295488539091"
"Nein, weiss nicht","2016","Hessen","weiblich","343","0.400228185321163","0.367540094608335","0.43291627603399"
"Nein, weiss nicht","2016","Rheinland-Pfalz,Saarland","maennlich","170","0.273849886796791","0.237369315374195","0.310330458219387"
"Nein, weiss nicht","2016","Rheinland-Pfalz,Saarland","weiblich","210","0.322324456704854","0.287040630135802","0.357608283273906"
"Nein, weiss nicht","2016","Baden-Wuerttemberg","maennlich","425","0.325128429797239","0.29950698481703","0.350749874777448"
"Nein, weiss nicht","2016","Baden-Wuerttemberg","weiblich","551","0.3343064230015","0.310866680393357","0.357746165609643"
"Nein, weiss nicht","2016","Bayern","maennlich","546","0.304792631802658","0.283238007610854","0.326347255994463"
"Nein, weiss nicht","2016","Bayern","weiblich","676","0.316479016703657","0.296510416602823","0.336447616804491"
"Nein, weiss nicht","2016","Saarland","maennlich","41","0.452417900003852","0.356758878838144","0.548076921169561"
"Nein, weiss nicht","2016","Saarland","weiblich","48","0.405021720463682","0.318965395151703","0.49107804577566"
"Nein, weiss nicht","2016","Berlin","maennlich","142","0.351434130446308","0.305222086646606","0.39764617424601"
"Nein, weiss nicht","2016","Berlin","weiblich","152","0.317935706966482","0.276745909647841","0.359125504285123"
"Nein, weiss nicht","2016","Brandenburg","maennlich","167","0.4238835381974","0.377011636809158","0.470755439585642"
"Nein, weiss nicht","2016","Brandenburg","weiblich","178","0.362733866137289","0.321370213324732","0.404097518949846"
"Nein, weiss nicht","2016","Mecklenburg-Vorpommern","maennlich","88","0.379341590665444","0.317303887225325","0.441379294105563"
"Nein, weiss nicht","2016","Mecklenburg-Vorpommern","weiblich","113","0.377651006428982","0.321366614308419","0.433935398549546"
"Nein, weiss nicht","2016","Sachsen","maennlich","208","0.293036017618618","0.259000773613259","0.327071261623977"
"Nein, weiss nicht","2016","Sachsen","weiblich","205","0.266755549187193","0.235456472022312","0.298054626352073"
"Nein, weiss nicht","2016","Sachsen-Anhalt","maennlich","168","0.420965968576388","0.370454429957859","0.471477507194916"
"Nein, weiss nicht","2016","Sachsen-Anhalt","weiblich","189","0.363660022894267","0.319983554224053","0.407336491564481"
"Nein, weiss nicht","2016","Thueringen","maennlich","129","0.366803129361049","0.319809032847815","0.413797225874284"
"Nein, weiss nicht","2016","Thueringen","weiblich","149","0.28631049891732","0.246569096604634","0.326051901230006"
"Nein, niemand","2016","Schleswig-Holstein","maennlich","138","0.293903848368281","0.247486343929505","0.340321352807058"
"Nein, niemand","2016","Schleswig-Holstein","weiblich","178","0.382057290417395","0.336810833176395","0.427303747658394"
"Nein, niemand","2016","Hamburg","maennlich","68","0.404156725731449","0.332267715958834","0.476045735504064"
"Nein, niemand","2016","Hamburg","weiblich","80","0.451217708464783","0.385009576241013","0.517425840688552"
"Nein, niemand","2016","Niedersachsen","maennlich","460","0.453671531415932","0.424264437324398","0.483078625507467"
"Nein, niemand","2016","Niedersachsen","weiblich","587","0.471133414966765","0.443701915155099","0.49856491477843"
"Nein, niemand","2016","Bremen","maennlich","48","0.670004795871709","0.568231477617289","0.771778114126129"
"Nein, niemand","2016","Bremen","weiblich","49","0.639770233728119","0.543234500064052","0.736305967392186"
"Nein, niemand","2016","Nordrhein-Westfalen","maennlich","1136","0.486004633359096","0.465727924191322","0.50628134252687"
"Nein, niemand","2016","Nordrhein-Westfalen","weiblich","1429","0.553750122766165","0.535096126710071","0.572404118822259"
"Nein, niemand","2016","Hessen","maennlich","301","0.452257472714598","0.416421426051015","0.488093519378182"
"Nein, niemand","2016","Hessen","weiblich","354","0.409807618426083","0.376995859909117","0.442619376943048"
"Nein, niemand","2016","Rheinland-Pfalz,Saarland","maennlich","310","0.528022151686896","0.487182782609213","0.56886152076458"
"Nein, niemand","2016","Rheinland-Pfalz,Saarland","weiblich","401","0.607022088217621","0.570149428946707","0.643894747488535"
"Nein, niemand","2016","Baden-Wuerttemberg","maennlich","625","0.505232025655662","0.477884892494156","0.532579158817167"
"Nein, niemand","2016","Baden-Wuerttemberg","weiblich","819","0.546141110920541","0.521403591265755","0.570878630575327"
"Nein, niemand","2016","Bayern","maennlich","863","0.503946487361295","0.480534541241875","0.527358433480715"
"Nein, niemand","2016","Bayern","weiblich","1127","0.585053953762135","0.563899928997783","0.606207978526488"
"Nein, niemand","2016","Saarland","maennlich","52","0.476394268241308","0.380406281869711","0.572382254612905"
"Nein, niemand","2016","Saarland","weiblich","65","0.485415001776251","0.397800046810561","0.573029956741941"
"Nein, niemand","2016","Berlin","maennlich","194","0.488898558718791","0.440512628590109","0.537284488847472"
"Nein, niemand","2016","Berlin","weiblich","254","0.530511085044358","0.486367535878415","0.574654634210301"
"Nein, niemand","2016","Brandenburg","maennlich","220","0.461177306236212","0.413895826815539","0.508458785656884"
"Nein, niemand","2016","Brandenburg","weiblich","302","0.584981494313579","0.542590929121517","0.627372059505641"
"Nein, niemand","2016","Mecklenburg-Vorpommern","maennlich","120","0.509379428839628","0.44546370114828","0.573295156530976"
"Nein, niemand","2016","Mecklenburg-Vorpommern","weiblich","144","0.535218039740958","0.477313093306727","0.593122986175189"
"Nein, niemand","2016","Sachsen","maennlich","389","0.555251398757721","0.518091728755945","0.592411068759498"
"Nein, niemand","2016","Sachsen","weiblich","512","0.686506744986833","0.653675533104824","0.719337956868842"
"Nein, niemand","2016","Sachsen-Anhalt","maennlich","169","0.490169682569859","0.439024926598424","0.541314438541295"
"Nein, niemand","2016","Sachsen-Anhalt","weiblich","245","0.538491818763691","0.49322975109804","0.583753886429341"
"Nein, niemand","2016","Thueringen","maennlich","227","0.509893111792656","0.461146730166711","0.558639493418601"
"Nein, niemand","2016","Thueringen","weiblich","303","0.635466742321522","0.593152663747904","0.677780820895141"
