year,age_gr,pgisced97,pgemplst,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1984,46-65 y.,Lower Secondary Level,Full-Time Employment,0.26916,361,1084,0.24275,0.29558
1984,46-65 y.,Lower Secondary Level,Regular Part-Time Employment,0.08669,86,1084,0.06993,0.10345
1984,46-65 y.,Lower Secondary Level,"Marginal, Irregular Part-Time Employment",0.03440,34,1084,0.02355,0.04526
1984,46-65 y.,Lower Secondary Level,Not Employed,0.60974,603,1084,0.58069,0.63879
1984,46-65 y.,Upper Secondary Level,Full-Time Employment,0.51140,867,1583,0.48677,0.53603
1984,46-65 y.,Upper Secondary Level,Regular Part-Time Employment,0.05490,83,1583,0.04367,0.06612
1984,46-65 y.,Upper Secondary Level,"Marginal, Irregular Part-Time Employment",0.02463,37,1583,0.01699,0.03227
1984,46-65 y.,Upper Secondary Level,Not Employed,0.40907,596,1583,0.38484,0.43330
1984,46-65 y.,Post-secondary Non-tertiary Level,Full-Time Employment,0.67082,46,46,0.53352,0.80812
1984,46-65 y.,First Stage of Tertiary Education,Full-Time Employment,0.60582,128,189,0.53597,0.67568
1984,46-65 y.,First Stage of Tertiary Education,Not Employed,0.32478,61,189,0.25784,0.39172
1984,46-65 y.,Second Stage of Tertiary Education,Full-Time Employment,0.70268,160,202,0.63949,0.76587
1984,46-65 y.,Second Stage of Tertiary Education,Not Employed,0.20384,42,202,0.14815,0.25953
1984,66 and older,Lower Secondary Level,Not Employed,0.97644,501,501,0.96314,0.98973
1984,66 and older,Upper Secondary Level,Not Employed,0.96502,550,550,0.94965,0.98039
1984,66 and older,First Stage of Tertiary Education,Not Employed,0.92190,76,76,0.86117,0.98263
1984,66 and older,Second Stage of Tertiary Education,Not Employed,0.91857,55,55,0.84563,0.99152
1985,17-29 y.,Pre-primary Level,Not Employed,0.96625,181,181,0.93987,0.99263
1985,17-29 y.,Primary Level,Full-Time Employment,0.28413,50,147,0.21097,0.35728
1985,17-29 y.,Primary Level,Not Employed,0.59652,97,147,0.51694,0.67610
1985,17-29 y.,Lower Secondary Level,Full-Time Employment,0.32788,343,912,0.29740,0.35837
1985,17-29 y.,Lower Secondary Level,Vocational Training,0.23153,182,912,0.20414,0.25893
1985,17-29 y.,Lower Secondary Level,Not Employed,0.39342,387,912,0.36170,0.42515
1985,17-29 y.,Upper Secondary Level,Full-Time Employment,0.60432,842,1431,0.57898,0.62967
1985,17-29 y.,Upper Secondary Level,Regular Part-Time Employment,0.04041,57,1431,0.03020,0.05062
1985,17-29 y.,Upper Secondary Level,Vocational Training,0.04617,72,1431,0.03530,0.05705
1985,17-29 y.,Upper Secondary Level,"Marginal, Irregular Part-Time Employment",0.02635,37,1431,0.01805,0.03465
1985,17-29 y.,Upper Secondary Level,Not Employed,0.28275,423,1431,0.25941,0.30609
1985,17-29 y.,Post-secondary Non-tertiary Level,Full-Time Employment,0.49876,56,97,0.39874,0.59878
1985,17-29 y.,Post-secondary Non-tertiary Level,Not Employed,0.39777,41,97,0.29986,0.49568
1985,17-29 y.,First Stage of Tertiary Education,Full-Time Employment,0.61368,65,65,0.49439,0.73297
1985,17-29 y.,Second Stage of Tertiary Education,Full-Time Employment,0.63248,72,105,0.53982,0.72514
1985,17-29 y.,Second Stage of Tertiary Education,Not Employed,0.22026,33,105,0.14061,0.29991
1985,30-45 y.,Primary Level,Full-Time Employment,0.43381,169,303,0.37791,0.48971
1985,30-45 y.,Primary Level,Not Employed,0.47501,134,303,0.41869,0.53133
1985,30-45 y.,Lower Secondary Level,Full-Time Employment,0.40094,347,654,0.36335,0.43853
1985,30-45 y.,Lower Secondary Level,Regular Part-Time Employment,0.14061,71,654,0.11395,0.16727
1985,30-45 y.,Lower Secondary Level,Not Employed,0.40526,236,654,0.36760,0.44291
1985,30-45 y.,Upper Secondary Level,Full-Time Employment,0.60945,1077,1759,0.58665,0.63226
1985,30-45 y.,Upper Secondary Level,Regular Part-Time Employment,0.12593,215,1759,0.11043,0.14144
1985,30-45 y.,Upper Secondary Level,"Marginal, Irregular Part-Time Employment",0.02705,44,1759,0.01946,0.03463
1985,30-45 y.,Upper Secondary Level,Not Employed,0.23612,423,1759,0.21627,0.25597
1985,30-45 y.,Post-secondary Non-tertiary Level,Full-Time Employment,0.63453,61,61,0.51268,0.75638
1985,30-45 y.,First Stage of Tertiary Education,Full-Time Employment,0.68829,159,200,0.62393,0.75264
1985,30-45 y.,First Stage of Tertiary Education,Not Employed,0.17081,41,200,0.11852,0.22310
1985,30-45 y.,Second Stage of Tertiary Education,Full-Time Employment,0.77295,279,353,0.72918,0.81671
1985,30-45 y.,Second Stage of Tertiary Education,Regular Part-Time Employment,0.09172,34,353,0.06156,0.12187
1985,30-45 y.,Second Stage of Tertiary Education,Not Employed,0.10968,40,353,0.07704,0.14233
1985,46-65 y.,Primary Level,Full-Time Employment,0.52235,197,325,0.46796,0.57674
1985,46-65 y.,Primary Level,Not Employed,0.43599,128,325,0.38200,0.48999
1985,46-65 y.,Lower Secondary Level,Full-Time Employment,0.26293,325,974,0.23527,0.29059
1985,46-65 y.,Lower Secondary Level,Regular Part-Time Employment,0.10933,104,974,0.08973,0.12894
1985,46-65 y.,Lower Secondary Level,Not Employed,0.60040,545,974,0.56962,0.63117
1985,46-65 y.,Upper Secondary Level,Full-Time Employment,0.49482,778,1459,0.46915,0.52048
1985,46-65 y.,Upper Secondary Level,Regular Part-Time Employment,0.07737,111,1459,0.06366,0.09109
1985,46-65 y.,Upper Secondary Level,Not Employed,0.41668,570,1459,0.39138,0.44199
1985,46-65 y.,Post-secondary Non-tertiary Level,Full-Time Employment,0.64609,41,41,0.49790,0.79428
1985,46-65 y.,First Stage of Tertiary Education,Full-Time Employment,0.62470,126,180,0.55377,0.69563
1985,46-65 y.,First Stage of Tertiary Education,Not Employed,0.29643,54,180,0.22953,0.36334
1985,46-65 y.,Second Stage of Tertiary Education,Full-Time Employment,0.73731,163,203,0.67662,0.79800
1985,46-65 y.,Second Stage of Tertiary Education,Not Employed,0.19989,40,203,0.14474,0.25504
1985,66 and older,Lower Secondary Level,Not Employed,0.97710,412,412,0.96263,0.99156
1985,66 and older,Upper Secondary Level,Not Employed,0.96456,493,493,0.94822,0.98089
1985,66 and older,First Stage of Tertiary Education,Not Employed,0.90242,72,72,0.83340,0.97145
1985,66 and older,Second Stage of Tertiary Education,Not Employed,0.94544,51,51,0.88248,1.00839
1986,17-29 y.,Pre-primary Level,Not Employed,0.96679,183,183,0.94076,0.99283
1986,17-29 y.,Primary Level,Full-Time Employment,0.35325,56,143,0.27463,0.43187
1986,17-29 y.,Primary Level,Not Employed,0.48086,87,143,0.39868,0.56304
1986,17-29 y.,Lower Secondary Level,Full-Time Employment,0.29840,307,935,0.26906,0.32775
1986,17-29 y.,Lower Secondary Level,Regular Part-Time Employment,0.03962,34,935,0.02711,0.05213
1986,17-29 y.,Lower Secondary Level,Vocational Training,0.27961,229,935,0.25082,0.30839
1986,17-29 y.,Lower Secondary Level,Not Employed,0.36873,365,935,0.33778,0.39967
1986,17-29 y.,Upper Secondary Level,Full-Time Employment,0.59717,824,1395,0.57142,0.62292
1986,17-29 y.,Upper Secondary Level,Regular Part-Time Employment,0.03623,50,1395,0.02642,0.04604
1986,17-29 y.,Upper Secondary Level,Vocational Training,0.06650,91,1395,0.05342,0.07958
1986,17-29 y.,Upper Secondary Level,"Marginal, Irregular Part-Time Employment",0.01985,31,1395,0.01253,0.02718
1986,17-29 y.,Upper Secondary Level,Not Employed,0.28025,399,1395,0.25667,0.30382
1986,17-29 y.,Post-secondary Non-tertiary Level,Full-Time Employment,0.54227,55,91,0.43934,0.64520
1986,17-29 y.,Post-secondary Non-tertiary Level,Not Employed,0.32104,36,91,0.22458,0.41750
1986,17-29 y.,First Stage of Tertiary Education,Full-Time Employment,0.64084,63,63,0.52142,0.76026
1986,17-29 y.,Second Stage of Tertiary Education,Full-Time Employment,0.72457,61,61,0.61153,0.83761
1986,30-45 y.,Primary Level,Full-Time Employment,0.48878,149,265,0.42848,0.54908
1986,30-45 y.,Primary Level,Not Employed,0.44954,116,265,0.38953,0.50954
1986,30-45 y.,Lower Secondary Level,Full-Time Employment,0.41841,316,593,0.37868,0.45815
1986,30-45 y.,Lower Secondary Level,Regular Part-Time Employment,0.11709,60,593,0.09119,0.14299
1986,30-45 y.,Lower Secondary Level,Not Employed,0.41409,217,593,0.37442,0.45377
1986,30-45 y.,Upper Secondary Level,Full-Time Employment,0.62179,1023,1653,0.59841,0.64518
1986,30-45 y.,Upper Secondary Level,Regular Part-Time Employment,0.09913,157,1653,0.08472,0.11354
1986,30-45 y.,Upper Secondary Level,"Marginal, Irregular Part-Time Employment",0.03417,54,1653,0.02541,0.04293
1986,30-45 y.,Upper Secondary Level,Not Employed,0.24229,419,1653,0.22163,0.26296
1986,30-45 y.,Post-secondary Non-tertiary Level,Full-Time Employment,0.71413,71,71,0.60829,0.81998
1986,30-45 y.,First Stage of Tertiary Education,Full-Time Employment,0.65524,138,182,0.58600,0.72448
1986,30-45 y.,First Stage of Tertiary Education,Not Employed,0.19977,44,182,0.14152,0.25802
1986,30-45 y.,Second Stage of Tertiary Education,Full-Time Employment,0.69967,257,361,0.65232,0.74703
1986,30-45 y.,Second Stage of Tertiary Education,Regular Part-Time Employment,0.13037,53,361,0.09559,0.16515
1986,30-45 y.,Second Stage of Tertiary Education,Not Employed,0.13224,51,361,0.09724,0.16723
1986,46-65 y.,Primary Level,Full-Time Employment,0.54636,179,306,0.49049,0.60224
1986,46-65 y.,Primary Level,Not Employed,0.43410,127,306,0.37847,0.48972
1986,46-65 y.,Lower Secondary Level,Full-Time Employment,0.27780,334,949,0.24929,0.30632
1986,46-65 y.,Lower Secondary Level,Regular Part-Time Employment,0.09324,81,949,0.07473,0.11175
1986,46-65 y.,Lower Secondary Level,"Marginal, Irregular Part-Time Employment",0.03511,31,949,0.02340,0.04683
1986,46-65 y.,Lower Secondary Level,Not Employed,0.59384,503,949,0.56258,0.62511
1986,46-65 y.,Upper Secondary Level,Full-Time Employment,0.49420,779,1465,0.46859,0.51981
1986,46-65 y.,Upper Secondary Level,Regular Part-Time Employment,0.06399,95,1465,0.05145,0.07653
1986,46-65 y.,Upper Secondary Level,"Marginal, Irregular Part-Time Employment",0.02492,35,1465,0.01693,0.03290
1986,46-65 y.,Upper Secondary Level,Not Employed,0.41656,556,1465,0.39130,0.44181
1986,46-65 y.,Post-secondary Non-tertiary Level,Full-Time Employment,0.59304,35,35,0.42791,0.75817
1986,46-65 y.,First Stage of Tertiary Education,Full-Time Employment,0.64830,131,183,0.57892,0.71767
1986,46-65 y.,First Stage of Tertiary Education,Not Employed,0.29259,52,183,0.22650,0.35869
1986,46-65 y.,Second Stage of Tertiary Education,Full-Time Employment,0.69964,162,204,0.63657,0.76270
1986,46-65 y.,Second Stage of Tertiary Education,Not Employed,0.20241,42,204,0.14714,0.25768
1986,66 and older,Lower Secondary Level,Not Employed,0.97931,385,385,0.96507,0.99355
1986,66 and older,Upper Secondary Level,Not Employed,0.97368,461,461,0.95905,0.98831
1986,66 and older,First Stage of Tertiary Education,Not Employed,0.96818,70,70,0.92677,1.00960
1986,66 and older,Second Stage of Tertiary Education,Not Employed,0.93889,48,48,0.87041,1.00737
1987,17-29 y.,Pre-primary Level,Not Employed,0.93469,182,182,0.89869,0.97068
1987,17-29 y.,Primary Level,Full-Time Employment,0.35000,46,118,0.26357,0.43643
1987,17-29 y.,Primary Level,Not Employed,0.48538,72,118,0.39481,0.57594
1987,17-29 y.,Lower Secondary Level,Full-Time Employment,0.28654,263,882,0.25668,0.31640
1987,17-29 y.,Lower Secondary Level,Vocational Training,0.33187,270,882,0.30077,0.36296
1987,17-29 y.,Lower Secondary Level,Not Employed,0.32989,349,882,0.29885,0.36094
1987,17-29 y.,Upper Secondary Level,Full-Time Employment,0.59296,824,1398,0.56720,0.61872
1987,17-29 y.,Upper Secondary Level,Regular Part-Time Employment,0.04277,56,1398,0.03216,0.05338
1987,17-29 y.,Upper Secondary Level,Vocational Training,0.07859,115,1398,0.06448,0.09270
1987,17-29 y.,Upper Secondary Level,"Marginal, Irregular Part-Time Employment",0.02536,36,1398,0.01712,0.03360
1987,17-29 y.,Upper Secondary Level,Not Employed,0.26032,367,1398,0.23731,0.28334
1987,17-29 y.,Post-secondary Non-tertiary Level,Full-Time Employment,0.49248,57,91,0.38919,0.59577
1987,17-29 y.,Post-secondary Non-tertiary Level,Not Employed,0.31999,34,91,0.22361,0.41636
1987,17-29 y.,First Stage of Tertiary Education,Full-Time Employment,0.62826,53,53,0.49690,0.75961
1987,17-29 y.,Second Stage of Tertiary Education,Full-Time Employment,0.63837,58,58,0.51363,0.76310
1987,30-45 y.,Primary Level,Full-Time Employment,0.48129,143,253,0.41960,0.54298
1987,30-45 y.,Primary Level,Not Employed,0.43831,110,253,0.37705,0.49958
1987,30-45 y.,Lower Secondary Level,Full-Time Employment,0.45504,316,572,0.41420,0.49589
1987,30-45 y.,Lower Secondary Level,Regular Part-Time Employment,0.12986,61,572,0.10229,0.15743
1987,30-45 y.,Lower Secondary Level,Not Employed,0.37424,195,572,0.33455,0.41393
1987,30-45 y.,Upper Secondary Level,Full-Time Employment,0.63156,1009,1597,0.60790,0.65523
1987,30-45 y.,Upper Secondary Level,Regular Part-Time Employment,0.11194,172,1597,0.09647,0.12740
1987,30-45 y.,Upper Secondary Level,"Marginal, Irregular Part-Time Employment",0.02540,41,1597,0.01768,0.03312
1987,30-45 y.,Upper Secondary Level,Not Employed,0.22911,375,1597,0.20849,0.24973
1987,30-45 y.,Post-secondary Non-tertiary Level,Full-Time Employment,0.66770,66,66,0.55319,0.78221
1987,30-45 y.,First Stage of Tertiary Education,Full-Time Employment,0.67163,141,186,0.60396,0.73931
1987,30-45 y.,First Stage of Tertiary Education,Not Employed,0.19249,45,186,0.13568,0.24930
1987,30-45 y.,Second Stage of Tertiary Education,Full-Time Employment,0.76304,277,349,0.71836,0.80771
1987,30-45 y.,Second Stage of Tertiary Education,Regular Part-Time Employment,0.08822,33,349,0.05842,0.11802
1987,30-45 y.,Second Stage of Tertiary Education,Not Employed,0.10679,39,349,0.07434,0.13924
1987,46-65 y.,Primary Level,Full-Time Employment,0.50295,166,307,0.44693,0.55897
1987,46-65 y.,Primary Level,Not Employed,0.46819,141,307,0.41228,0.52410
1987,46-65 y.,Lower Secondary Level,Full-Time Employment,0.28658,328,897,0.25697,0.31619
1987,46-65 y.,Lower Secondary Level,Regular Part-Time Employment,0.12432,100,897,0.10272,0.14593
1987,46-65 y.,Lower Secondary Level,Not Employed,0.56074,469,897,0.52825,0.59324
1987,46-65 y.,Upper Secondary Level,Full-Time Employment,0.50920,795,1453,0.48348,0.53491
1987,46-65 y.,Upper Secondary Level,Regular Part-Time Employment,0.07519,109,1453,0.06163,0.08876
1987,46-65 y.,Upper Secondary Level,Not Employed,0.40205,549,1453,0.37683,0.42727
1987,46-65 y.,Post-secondary Non-tertiary Level,Full-Time Employment,0.54480,34,34,0.37489,0.71471
1987,46-65 y.,First Stage of Tertiary Education,Full-Time Employment,0.61976,123,175,0.54762,0.69189
1987,46-65 y.,First Stage of Tertiary Education,Not Employed,0.29099,52,175,0.22350,0.35848
1987,46-65 y.,Second Stage of Tertiary Education,Full-Time Employment,0.72577,170,217,0.66628,0.78527
1987,46-65 y.,Second Stage of Tertiary Education,Not Employed,0.21435,47,217,0.15962,0.26908
1987,66 and older,Lower Secondary Level,Not Employed,0.97519,393,393,0.95979,0.99059
1987,66 and older,Upper Secondary Level,Not Employed,0.97852,489,489,0.96566,0.99138
1987,66 and older,First Stage of Tertiary Education,Not Employed,0.96719,66,66,0.92388,1.01050
1987,66 and older,Second Stage of Tertiary Education,Not Employed,0.90599,50,50,0.82428,0.98771
1988,17-29 y.,Pre-primary Level,Not Employed,0.96163,156,156,0.93139,0.99187
1988,17-29 y.,Primary Level,Full-Time Employment,0.27560,39,112,0.19248,0.35873
1988,17-29 y.,Primary Level,Not Employed,0.59108,73,112,0.49961,0.68254
1988,17-29 y.,Lower Secondary Level,Full-Time Employment,0.27910,269,875,0.24936,0.30884
1988,17-29 y.,Lower Secondary Level,Vocational Training,0.33725,270,875,0.30591,0.36859
1988,17-29 y.,Lower Secondary Level,Not Employed,0.34218,336,875,0.31072,0.37363
1988,17-29 y.,Upper Secondary Level,Full-Time Employment,0.56638,744,1284,0.53926,0.59350
1988,17-29 y.,Upper Secondary Level,Regular Part-Time Employment,0.04662,55,1284,0.03508,0.05815
1988,17-29 y.,Upper Secondary Level,Vocational Training,0.07607,112,1284,0.06156,0.09058
1988,17-29 y.,Upper Secondary Level,Not Employed,0.28500,373,1284,0.26030,0.30970
1988,17-29 y.,Post-secondary Non-tertiary Level,Full-Time Employment,0.59505,63,63,0.47286,0.71724
1988,17-29 y.,First Stage of Tertiary Education,Full-Time Employment,0.70150,51,51,0.57465,0.82834
1988,17-29 y.,Second Stage of Tertiary Education,Full-Time Employment,0.74947,53,53,0.63169,0.86725
1988,30-45 y.,Primary Level,Full-Time Employment,0.48347,125,214,0.41636,0.55058
1988,30-45 y.,Primary Level,Not Employed,0.43362,89,214,0.36707,0.50018
1988,30-45 y.,Lower Secondary Level,Full-Time Employment,0.43089,272,518,0.38820,0.47358
1988,30-45 y.,Lower Secondary Level,Regular Part-Time Employment,0.16334,70,518,0.13147,0.19520
1988,30-45 y.,Lower Secondary Level,Not Employed,0.35834,176,518,0.31701,0.39968
1988,30-45 y.,Upper Secondary Level,Full-Time Employment,0.63775,948,1505,0.61346,0.66204
1988,30-45 y.,Upper Secondary Level,Regular Part-Time Employment,0.11220,169,1505,0.09625,0.12815
1988,30-45 y.,Upper Secondary Level,"Marginal, Irregular Part-Time Employment",0.02329,37,1505,0.01567,0.03091
1988,30-45 y.,Upper Secondary Level,Not Employed,0.22676,351,1505,0.20560,0.24792
1988,30-45 y.,Post-secondary Non-tertiary Level,Full-Time Employment,0.59658,57,57,0.46809,0.72507
1988,30-45 y.,First Stage of Tertiary Education,Full-Time Employment,0.68230,140,181,0.61429,0.75032
1988,30-45 y.,First Stage of Tertiary Education,Not Employed,0.18239,41,181,0.12598,0.23881
1988,30-45 y.,Second Stage of Tertiary Education,Full-Time Employment,0.76430,258,334,0.71872,0.80989
1988,30-45 y.,Second Stage of Tertiary Education,Regular Part-Time Employment,0.09197,32,334,0.06093,0.12301
1988,30-45 y.,Second Stage of Tertiary Education,Not Employed,0.12118,44,334,0.08613,0.15624
1988,46-65 y.,Primary Level,Full-Time Employment,0.45188,148,296,0.39508,0.50867
1988,46-65 y.,Primary Level,Not Employed,0.51883,148,296,0.46181,0.57585
1988,46-65 y.,Lower Secondary Level,Full-Time Employment,0.29587,327,871,0.26554,0.32620
1988,46-65 y.,Lower Secondary Level,Regular Part-Time Employment,0.12702,103,871,0.10489,0.14915
1988,46-65 y.,Lower Secondary Level,Not Employed,0.55237,441,871,0.51933,0.58541
1988,46-65 y.,Upper Secondary Level,Full-Time Employment,0.50775,764,1412,0.48167,0.53384
1988,46-65 y.,Upper Secondary Level,Regular Part-Time Employment,0.08184,112,1412,0.06753,0.09614
1988,46-65 y.,Upper Secondary Level,Not Employed,0.39748,536,1412,0.37194,0.42301
1988,46-65 y.,First Stage of Tertiary Education,Full-Time Employment,0.66709,124,167,0.59540,0.73878
1988,46-65 y.,First Stage of Tertiary Education,Not Employed,0.26009,43,167,0.19336,0.32683
1988,46-65 y.,Second Stage of Tertiary Education,Full-Time Employment,0.72425,168,211,0.66381,0.78469
1988,46-65 y.,Second Stage of Tertiary Education,Not Employed,0.20389,43,211,0.14940,0.25838
1988,66 and older,Lower Secondary Level,Not Employed,0.97685,369,369,0.96148,0.99221
1988,66 and older,Upper Secondary Level,Not Employed,0.97681,485,485,0.96340,0.99022
1988,66 and older,First Stage of Tertiary Education,Not Employed,0.96640,66,66,0.92259,1.01021
1988,66 and older,Second Stage of Tertiary Education,Not Employed,0.84704,45,45,0.74068,0.95340
1989,17-29 y.,Pre-primary Level,Not Employed,0.94952,163,163,0.91581,0.98324
1989,17-29 y.,Primary Level,Full-Time Employment,0.34530,40,106,0.25436,0.43625
1989,17-29 y.,Primary Level,Not Employed,0.49761,66,106,0.40198,0.59325
1989,17-29 y.,Lower Secondary Level,Full-Time Employment,0.29785,287,825,0.26662,0.32907
1989,17-29 y.,Lower Secondary Level,Vocational Training,0.34678,249,825,0.31428,0.37927
1989,17-29 y.,Lower Secondary Level,Not Employed,0.31185,289,825,0.28022,0.34348
1989,17-29 y.,Upper Secondary Level,Full-Time Employment,0.59841,782,1309,0.57185,0.62498
1989,17-29 y.,Upper Secondary Level,Regular Part-Time Employment,0.05826,65,1309,0.04557,0.07095
1989,17-29 y.,Upper Secondary Level,Vocational Training,0.05871,83,1309,0.04597,0.07145
1989,17-29 y.,Upper Secondary Level,"Marginal, Irregular Part-Time Employment",0.02976,32,1309,0.02055,0.03897
1989,17-29 y.,Upper Secondary Level,Not Employed,0.25486,347,1309,0.23124,0.27848
1989,17-29 y.,Post-secondary Non-tertiary Level,Full-Time Employment,0.60819,73,114,0.51818,0.69820
1989,17-29 y.,Post-secondary Non-tertiary Level,Not Employed,0.32149,41,114,0.23538,0.40761
1989,17-29 y.,First Stage of Tertiary Education,Full-Time Employment,0.73458,54,54,0.61570,0.85346
1989,17-29 y.,Second Stage of Tertiary Education,Full-Time Employment,0.63044,49,49,0.49388,0.76699
1989,30-45 y.,Primary Level,Full-Time Employment,0.44958,109,196,0.37976,0.51940
1989,30-45 y.,Primary Level,Not Employed,0.44501,87,196,0.37526,0.51477
1989,30-45 y.,Lower Secondary Level,Full-Time Employment,0.46908,264,484,0.42457,0.51359
1989,30-45 y.,Lower Secondary Level,Regular Part-Time Employment,0.16616,70,484,0.13296,0.19935
1989,30-45 y.,Lower Secondary Level,Not Employed,0.32307,150,484,0.28136,0.36478
1989,30-45 y.,Upper Secondary Level,Full-Time Employment,0.64615,933,1463,0.62164,0.67066
1989,30-45 y.,Upper Secondary Level,Regular Part-Time Employment,0.11053,166,1463,0.09446,0.12660
1989,30-45 y.,Upper Secondary Level,"Marginal, Irregular Part-Time Employment",0.02659,40,1463,0.01834,0.03484
1989,30-45 y.,Upper Secondary Level,Not Employed,0.21603,324,1463,0.19494,0.23713
1989,30-45 y.,Post-secondary Non-tertiary Level,Full-Time Employment,0.62697,58,58,0.50142,0.75252
1989,30-45 y.,First Stage of Tertiary Education,Full-Time Employment,0.70187,138,173,0.63350,0.77023
1989,30-45 y.,First Stage of Tertiary Education,Not Employed,0.16153,35,173,0.10653,0.21652
1989,30-45 y.,Second Stage of Tertiary Education,Full-Time Employment,0.79131,264,331,0.74747,0.83516
1989,30-45 y.,Second Stage of Tertiary Education,Regular Part-Time Employment,0.08385,32,331,0.05394,0.11375
1989,30-45 y.,Second Stage of Tertiary Education,Not Employed,0.10751,35,331,0.07409,0.14093
1989,46-65 y.,Primary Level,Full-Time Employment,0.45244,142,288,0.39485,0.51002
1989,46-65 y.,Primary Level,Not Employed,0.51172,146,288,0.45389,0.56955
1989,46-65 y.,Lower Secondary Level,Full-Time Employment,0.28560,311,810,0.25448,0.31673
1989,46-65 y.,Lower Secondary Level,Regular Part-Time Employment,0.11858,84,810,0.09630,0.14086
1989,46-65 y.,Lower Secondary Level,Not Employed,0.56605,415,810,0.53189,0.60020
1989,46-65 y.,Upper Secondary Level,Full-Time Employment,0.51024,739,1360,0.48366,0.53681
1989,46-65 y.,Upper Secondary Level,Regular Part-Time Employment,0.07958,105,1360,0.06519,0.09397
1989,46-65 y.,Upper Secondary Level,Not Employed,0.39819,516,1360,0.37216,0.42422
1989,46-65 y.,First Stage of Tertiary Education,Full-Time Employment,0.63076,111,158,0.55527,0.70625
1989,46-65 y.,First Stage of Tertiary Education,Not Employed,0.30927,47,158,0.23697,0.38157
1989,46-65 y.,Second Stage of Tertiary Education,Full-Time Employment,0.68240,162,206,0.61867,0.74613
1989,46-65 y.,Second Stage of Tertiary Education,Not Employed,0.21422,44,206,0.15805,0.27038
1989,66 and older,Lower Secondary Level,Not Employed,0.97715,368,368,0.96186,0.99244
1989,66 and older,Upper Secondary Level,Not Employed,0.98265,463,463,0.97075,0.99456
1989,66 and older,First Stage of Tertiary Education,Not Employed,0.95315,64,64,0.90097,1.00533
