year,regtyp,pgemplst,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1993,Rural regions,"Marginal, Irregular Part-Time Employment",0.01227,54,4516,0.00906,0.01548
1993,Rural regions,Not Employed,0.38066,1848,4516,0.36650,0.39482
1994,Urban regions,Full-Time Employment,0.35641,3943,8459,0.34620,0.36661
1994,Urban regions,Regular Part-Time Employment,0.05950,605,8459,0.05446,0.06455
1994,Urban regions,Vocational Training,0.01869,249,8459,0.01581,0.02158
1994,Urban regions,"Marginal, Irregular Part-Time Employment",0.01751,176,8459,0.01472,0.02031
1994,Urban regions,Not Employed,0.37419,3486,8459,0.36388,0.38451
1994,Rural regions,Full-Time Employment,0.32794,2040,4414,0.31408,0.34179
1994,Rural regions,Regular Part-Time Employment,0.05450,278,4414,0.04780,0.06120
1994,Rural regions,Vocational Training,0.03015,205,4414,0.02510,0.03519
1994,Rural regions,"Marginal, Irregular Part-Time Employment",0.01436,60,4414,0.01085,0.01787
1994,Rural regions,Not Employed,0.38679,1831,4414,0.37242,0.40116
1995,Urban regions,Full-Time Employment,0.34666,3996,8715,0.33666,0.35665
1995,Urban regions,Regular Part-Time Employment,0.06182,664,8715,0.05676,0.06687
1995,Urban regions,Vocational Training,0.01845,250,8715,0.01562,0.02127
1995,Urban regions,"Marginal, Irregular Part-Time Employment",0.02067,212,8715,0.01769,0.02366
1995,Urban regions,Not Employed,0.37871,3593,8715,0.36852,0.38889
1995,Rural regions,Full-Time Employment,0.33202,2136,4568,0.31836,0.34567
1995,Rural regions,Regular Part-Time Employment,0.05662,312,4568,0.04992,0.06332
1995,Rural regions,Vocational Training,0.02847,204,4568,0.02365,0.03330
1995,Rural regions,"Marginal, Irregular Part-Time Employment",0.01575,79,4568,0.01214,0.01936
1995,Rural regions,Not Employed,0.37798,1837,4568,0.36391,0.39204
1996,Urban regions,Full-Time Employment,0.34081,3828,8522,0.33074,0.35087
1996,Urban regions,Regular Part-Time Employment,0.06764,722,8522,0.06231,0.07297
1996,Urban regions,Vocational Training,0.01986,252,8522,0.01690,0.02282
1996,Urban regions,"Marginal, Irregular Part-Time Employment",0.01944,198,8522,0.01651,0.02237
1996,Urban regions,Not Employed,0.37789,3522,8522,0.36760,0.38819
1996,Rural regions,Full-Time Employment,0.32578,2067,4525,0.31212,0.33943
1996,Rural regions,Regular Part-Time Employment,0.06492,332,4525,0.05774,0.07209
1996,Rural regions,Vocational Training,0.02191,182,4525,0.01764,0.02618
1996,Rural regions,"Marginal, Irregular Part-Time Employment",0.01612,73,4525,0.01245,0.01979
1996,Rural regions,Not Employed,0.38721,1871,4525,0.37302,0.40141
1997,Urban regions,Full-Time Employment,0.33558,3687,8369,0.32546,0.34570
1997,Urban regions,Regular Part-Time Employment,0.06939,691,8369,0.06394,0.07483
1997,Urban regions,Vocational Training,0.01943,258,8369,0.01647,0.02238
1997,Urban regions,"Marginal, Irregular Part-Time Employment",0.01720,183,8369,0.01442,0.01999
1997,Urban regions,Not Employed,0.38647,3550,8369,0.37604,0.39690
1997,Rural regions,Full-Time Employment,0.32433,2036,4458,0.31059,0.33807
1997,Rural regions,Regular Part-Time Employment,0.05714,301,4458,0.05032,0.06395
1997,Rural regions,Vocational Training,0.02003,165,4458,0.01592,0.02414
1997,Rural regions,"Marginal, Irregular Part-Time Employment",0.01519,76,4458,0.01160,0.01878
1997,Rural regions,Not Employed,0.39862,1880,4458,0.38425,0.41300
1998,Urban regions,Full-Time Employment,0.33889,4058,9261,0.32925,0.34853
1998,Urban regions,Regular Part-Time Employment,0.07025,769,9261,0.06504,0.07545
1998,Urban regions,Vocational Training,0.01980,276,9261,0.01696,0.02264
1998,Urban regions,"Marginal, Irregular Part-Time Employment",0.01613,197,9261,0.01356,0.01870
1998,Urban regions,Not Employed,0.38531,3961,9261,0.37540,0.39522
1998,Rural regions,Full-Time Employment,0.31331,2165,4964,0.30041,0.32622
1998,Rural regions,Regular Part-Time Employment,0.05790,341,4964,0.05140,0.06440
1998,Rural regions,Vocational Training,0.02483,202,4964,0.02050,0.02916
1998,Rural regions,"Marginal, Irregular Part-Time Employment",0.01781,108,4964,0.01413,0.02149
1998,Rural regions,Not Employed,0.40056,2148,4964,0.38693,0.41420
1999,Urban regions,Full-Time Employment,0.34238,3932,8866,0.33251,0.35226
1999,Urban regions,Regular Part-Time Employment,0.06748,741,8866,0.06226,0.07270
1999,Urban regions,Vocational Training,0.02031,258,8866,0.01738,0.02325
1999,Urban regions,"Marginal, Irregular Part-Time Employment",0.02879,298,8866,0.02531,0.03227
1999,Urban regions,Not Employed,0.37226,3637,8866,0.36220,0.38233
1999,Rural regions,Full-Time Employment,0.32160,2111,4792,0.30837,0.33482
1999,Rural regions,Regular Part-Time Employment,0.06273,375,4792,0.05587,0.06960
1999,Rural regions,Vocational Training,0.02444,189,4792,0.02007,0.02881
1999,Rural regions,"Marginal, Irregular Part-Time Employment",0.02406,138,4792,0.01972,0.02840
1999,Rural regions,Not Employed,0.38480,1979,4792,0.37103,0.39858
2000,Urban regions,Full-Time Employment,0.33708,6561,15693,0.32968,0.34447
2000,Urban regions,Regular Part-Time Employment,0.07778,1536,15693,0.07359,0.08197
2000,Urban regions,Vocational Training,0.01744,388,15693,0.01539,0.01949
2000,Urban regions,"Marginal, Irregular Part-Time Employment",0.02872,520,15693,0.02610,0.03133
2000,Urban regions,Not Employed,0.36747,6688,15693,0.35993,0.37501
2000,Rural regions,Full-Time Employment,0.32709,3499,8385,0.31704,0.33713
2000,Rural regions,Regular Part-Time Employment,0.06589,696,8385,0.06058,0.07120
2000,Rural regions,Vocational Training,0.02485,308,8385,0.02152,0.02818
2000,Rural regions,"Marginal, Irregular Part-Time Employment",0.02423,246,8385,0.02094,0.02752
2000,Rural regions,Not Employed,0.38068,3636,8385,0.37029,0.39108
2001,Urban regions,Full-Time Employment,0.33470,5951,14285,0.32696,0.34244
2001,Urban regions,Regular Part-Time Employment,0.07772,1417,14285,0.07333,0.08211
2001,Urban regions,Vocational Training,0.02006,386,14285,0.01776,0.02236
2001,Urban regions,"Marginal, Irregular Part-Time Employment",0.03046,522,14285,0.02764,0.03328
2001,Urban regions,Not Employed,0.36489,6009,14285,0.35700,0.37279
2001,Rural regions,Full-Time Employment,0.32267,3108,7607,0.31217,0.33318
2001,Rural regions,Regular Part-Time Employment,0.06746,640,7607,0.06182,0.07310
2001,Rural regions,Vocational Training,0.02701,293,7607,0.02336,0.03065
2001,Rural regions,"Marginal, Irregular Part-Time Employment",0.02262,228,7607,0.01928,0.02597
2001,Rural regions,Not Employed,0.38869,3338,7607,0.37774,0.39965
2002,Urban regions,Full-Time Employment,0.32208,6407,15255,0.31466,0.32949
2002,Urban regions,Regular Part-Time Employment,0.07766,1593,15255,0.07341,0.08191
2002,Urban regions,Vocational Training,0.02034,391,15255,0.01810,0.02259
2002,Urban regions,"Marginal, Irregular Part-Time Employment",0.03106,585,15255,0.02830,0.03381
2002,Urban regions,Not Employed,0.37905,6279,15255,0.37135,0.38675
2002,Rural regions,Full-Time Employment,0.31053,3145,7741,0.30022,0.32084
2002,Rural regions,Regular Part-Time Employment,0.07011,690,7741,0.06442,0.07580
2002,Rural regions,Vocational Training,0.02875,287,7741,0.02503,0.03248
2002,Rural regions,"Marginal, Irregular Part-Time Employment",0.02492,243,7741,0.02144,0.02839
2002,Rural regions,Not Employed,0.39516,3376,7741,0.38426,0.40605
2003,Urban regions,Full-Time Employment,0.31543,5940,14715,0.30792,0.32294
2003,Urban regions,Regular Part-Time Employment,0.07777,1571,14715,0.07345,0.08210
2003,Urban regions,Vocational Training,0.01798,354,14715,0.01583,0.02013
2003,Urban regions,"Marginal, Irregular Part-Time Employment",0.03242,588,14715,0.02956,0.03528
2003,Urban regions,Not Employed,0.38678,6262,14715,0.37891,0.39465
2003,Rural regions,Full-Time Employment,0.30353,2917,7419,0.29307,0.31400
2003,Rural regions,Regular Part-Time Employment,0.07510,698,7419,0.06910,0.08110
2003,Rural regions,Vocational Training,0.02491,254,7419,0.02136,0.02846
2003,Rural regions,"Marginal, Irregular Part-Time Employment",0.02928,267,7419,0.02544,0.03311
2003,Rural regions,Not Employed,0.40117,3283,7419,0.39002,0.41232
2004,Urban regions,Full-Time Employment,0.31346,5723,14336,0.30586,0.32105
2004,Urban regions,Regular Part-Time Employment,0.07754,1506,14336,0.07316,0.08191
2004,Urban regions,Vocational Training,0.01975,346,14336,0.01748,0.02203
2004,Urban regions,"Marginal, Irregular Part-Time Employment",0.03560,627,14336,0.03257,0.03864
2004,Urban regions,Not Employed,0.38712,6134,14336,0.37914,0.39509
2004,Rural regions,Full-Time Employment,0.29822,2795,7248,0.28769,0.30875
2004,Rural regions,Regular Part-Time Employment,0.07205,680,7248,0.06609,0.07800
2004,Rural regions,Vocational Training,0.02363,234,7248,0.02013,0.02712
2004,Rural regions,"Marginal, Irregular Part-Time Employment",0.03138,291,7248,0.02736,0.03539
2004,Rural regions,Not Employed,0.41534,3248,7248,0.40399,0.42668
2005,Urban regions,Full-Time Employment,0.31264,5353,13735,0.30489,0.32039
2005,Urban regions,Regular Part-Time Employment,0.08110,1439,13735,0.07654,0.08567
2005,Urban regions,Vocational Training,0.01979,320,13735,0.01746,0.02212
2005,Urban regions,"Marginal, Irregular Part-Time Employment",0.03944,659,13735,0.03618,0.04269
2005,Urban regions,Not Employed,0.38602,5964,13735,0.37788,0.39417
2005,Rural regions,Full-Time Employment,0.30273,2631,6932,0.29192,0.31355
2005,Rural regions,Regular Part-Time Employment,0.07317,653,6932,0.06703,0.07930
2005,Rural regions,Vocational Training,0.02347,194,6932,0.01990,0.02703
2005,Rural regions,"Marginal, Irregular Part-Time Employment",0.03453,293,6932,0.03023,0.03883
2005,Rural regions,Not Employed,0.40864,3161,6932,0.39707,0.42021
2006,Urban regions,Full-Time Employment,0.31008,5534,14605,0.30258,0.31759
2006,Urban regions,Regular Part-Time Employment,0.08165,1569,14605,0.07721,0.08609
2006,Urban regions,Vocational Training,0.01883,298,14605,0.01662,0.02103
2006,Urban regions,"Marginal, Irregular Part-Time Employment",0.04221,757,14605,0.03895,0.04547
2006,Urban regions,Not Employed,0.38834,6447,14605,0.38044,0.39625
2006,Rural regions,Full-Time Employment,0.30390,2782,7630,0.29358,0.31422
2006,Rural regions,Regular Part-Time Employment,0.07032,740,7630,0.06458,0.07606
2006,Rural regions,Vocational Training,0.02287,220,7630,0.01951,0.02622
2006,Rural regions,"Marginal, Irregular Part-Time Employment",0.04164,385,7630,0.03716,0.04613
2006,Rural regions,Not Employed,0.40396,3503,7630,0.39295,0.41497
2007,Urban regions,Full-Time Employment,0.31308,5169,13637,0.30530,0.32086
2007,Urban regions,Regular Part-Time Employment,0.08708,1558,13637,0.08235,0.09181
2007,Urban regions,Vocational Training,0.01685,255,13637,0.01469,0.01901
2007,Urban regions,"Marginal, Irregular Part-Time Employment",0.04354,724,13637,0.04011,0.04696
2007,Urban regions,Not Employed,0.38234,5931,13637,0.37418,0.39049
2007,Rural regions,Full-Time Employment,0.31758,2704,7184,0.30681,0.32835
2007,Rural regions,Regular Part-Time Employment,0.07834,732,7184,0.07213,0.08456
2007,Rural regions,Vocational Training,0.02542,213,7184,0.02178,0.02906
2007,Rural regions,"Marginal, Irregular Part-Time Employment",0.04141,329,7184,0.03681,0.04602
2007,Rural regions,Not Employed,0.39091,3206,7184,0.37962,0.40219
2008,Urban regions,Full-Time Employment,0.32618,4948,12818,0.31807,0.33430
2008,Urban regions,Regular Part-Time Employment,0.08456,1438,12818,0.07974,0.08938
2008,Urban regions,Vocational Training,0.01958,265,12818,0.01718,0.02198
2008,Urban regions,"Marginal, Irregular Part-Time Employment",0.04881,713,12818,0.04508,0.05254
2008,Urban regions,Not Employed,0.36763,5454,12818,0.35929,0.37598
2008,Rural regions,Full-Time Employment,0.32359,2564,6728,0.31241,0.33477
2008,Rural regions,Regular Part-Time Employment,0.08187,690,6728,0.07531,0.08842
2008,Rural regions,Vocational Training,0.02252,181,6728,0.01897,0.02606
2008,Rural regions,"Marginal, Irregular Part-Time Employment",0.04546,332,6728,0.04048,0.05043
2008,Rural regions,Not Employed,0.38358,2961,6728,0.37196,0.39520
2009,Urban regions,Full-Time Employment,0.32635,4518,11833,0.31791,0.33480
2009,Urban regions,Regular Part-Time Employment,0.08530,1325,11833,0.08026,0.09033
2009,Urban regions,Vocational Training,0.02122,264,11833,0.01863,0.02382
2009,Urban regions,"Marginal, Irregular Part-Time Employment",0.04953,670,11833,0.04562,0.05344
2009,Urban regions,Not Employed,0.36885,5056,11833,0.36016,0.37754
2009,Rural regions,Full-Time Employment,0.32846,2459,6395,0.31695,0.33997
2009,Rural regions,Regular Part-Time Employment,0.08073,664,6395,0.07405,0.08741
2009,Rural regions,Vocational Training,0.02101,161,6395,0.01750,0.02453
2009,Rural regions,"Marginal, Irregular Part-Time Employment",0.04675,302,6395,0.04157,0.05192
2009,Rural regions,Not Employed,0.37821,2809,6395,0.36633,0.39010
2010,Urban regions,Full-Time Employment,0.32130,5829,15838,0.31403,0.32858
2010,Urban regions,Regular Part-Time Employment,0.08825,2036,15838,0.08383,0.09267
2010,Urban regions,Vocational Training,0.02077,308,15838,0.01855,0.02299
2010,Urban regions,"Marginal, Irregular Part-Time Employment",0.04862,997,15838,0.04527,0.05197
2010,Urban regions,Not Employed,0.37156,6668,15838,0.36404,0.37909
2010,Rural regions,Full-Time Employment,0.32823,3184,8465,0.31822,0.33823
2010,Rural regions,Regular Part-Time Employment,0.08398,1016,8465,0.07808,0.08989
2010,Rural regions,Vocational Training,0.02433,202,8465,0.02104,0.02761
2010,Rural regions,"Marginal, Irregular Part-Time Employment",0.05005,536,8465,0.04540,0.05469
2010,Rural regions,Not Employed,0.36938,3527,8465,0.35909,0.37966
2011,Urban regions,Full-Time Employment,0.33067,6868,18472,0.32388,0.33745
2011,Urban regions,Regular Part-Time Employment,0.08687,2603,18472,0.08281,0.09093
2011,Urban regions,Vocational Training,0.01672,318,18472,0.01487,0.01856
2011,Urban regions,"Marginal, Irregular Part-Time Employment",0.04376,1081,18472,0.04081,0.04671
2011,Urban regions,Not Employed,0.36840,7602,18472,0.36145,0.37536
2011,Rural regions,Full-Time Employment,0.33395,3945,10391,0.32488,0.34302
2011,Rural regions,Regular Part-Time Employment,0.08506,1335,10391,0.07970,0.09043
2011,Rural regions,Vocational Training,0.02531,274,10391,0.02229,0.02833
2011,Rural regions,"Marginal, Irregular Part-Time Employment",0.04483,597,10391,0.04085,0.04881
2011,Rural regions,Not Employed,0.36096,4240,10391,0.35172,0.37019
2012,Urban regions,Full-Time Employment,0.33358,6648,17833,0.32666,0.34050
2012,Urban regions,Regular Part-Time Employment,0.08826,2561,17833,0.08409,0.09242
2012,Urban regions,Vocational Training,0.01684,336,17833,0.01495,0.01872
2012,Urban regions,"Marginal, Irregular Part-Time Employment",0.04874,1144,17833,0.04558,0.05190
2012,Urban regions,Not Employed,0.35882,7144,17833,0.35178,0.36586
2012,Rural regions,Full-Time Employment,0.32653,3839,10305,0.31748,0.33559
2012,Rural regions,Regular Part-Time Employment,0.09160,1386,10305,0.08603,0.09717
2012,Rural regions,Vocational Training,0.02191,276,10305,0.01909,0.02474
2012,Rural regions,"Marginal, Irregular Part-Time Employment",0.04228,607,10305,0.03839,0.04616
2012,Rural regions,Not Employed,0.37106,4197,10305,0.36173,0.38038
2013,Urban regions,Full-Time Employment,0.32667,7683,20453,0.32024,0.33310
2013,Urban regions,Regular Part-Time Employment,0.09222,2945,20453,0.08826,0.09619
2013,Urban regions,Vocational Training,0.02094,571,20453,0.01898,0.02291
2013,Urban regions,"Marginal, Irregular Part-Time Employment",0.05092,1447,20453,0.04791,0.05393
2013,Urban regions,Not Employed,0.35511,7807,20453,0.34856,0.36167
2013,Rural regions,Full-Time Employment,0.32081,3980,10701,0.31197,0.32965
2013,Rural regions,Regular Part-Time Employment,0.09589,1511,10701,0.09031,0.10147
2013,Rural regions,Vocational Training,0.02025,321,10701,0.01758,0.02292
2013,Rural regions,"Marginal, Irregular Part-Time Employment",0.04642,667,10701,0.04243,0.05041
2013,Rural regions,Not Employed,0.37463,4222,10701,0.36546,0.38380
2014,Urban regions,Full-Time Employment,0.32444,6664,17990,0.31760,0.33128
2014,Urban regions,Regular Part-Time Employment,0.09537,2572,17990,0.09108,0.09966
2014,Urban regions,Vocational Training,0.02034,483,17990,0.01828,0.02240
2014,Urban regions,"Marginal, Irregular Part-Time Employment",0.05383,1324,17990,0.05053,0.05713
2014,Urban regions,Not Employed,0.35296,6947,17990,0.34598,0.35995
2014,Rural regions,Full-Time Employment,0.32001,3562,9628,0.31069,0.32932
2014,Rural regions,Regular Part-Time Employment,0.09837,1331,9628,0.09242,0.10432
2014,Rural regions,Vocational Training,0.02303,282,9628,0.02003,0.02602
2014,Rural regions,"Marginal, Irregular Part-Time Employment",0.05160,661,9628,0.04718,0.05602
2014,Rural regions,Not Employed,0.36580,3792,9628,0.35618,0.37543
2015,Urban regions,Full-Time Employment,0.32529,6590,17822,0.31841,0.33217
2015,Urban regions,Regular Part-Time Employment,0.09958,2612,17822,0.09519,0.10398
2015,Urban regions,Vocational Training,0.01992,467,17822,0.01787,0.02197
2015,Urban regions,"Marginal, Irregular Part-Time Employment",0.05277,1236,17822,0.04949,0.05606
2015,Urban regions,Not Employed,0.35255,6917,17822,0.34554,0.35957
2015,Rural regions,Full-Time Employment,0.32236,3506,9486,0.31295,0.33176
2015,Rural regions,Regular Part-Time Employment,0.10400,1339,9486,0.09786,0.11015
2015,Rural regions,Vocational Training,0.02435,313,9486,0.02124,0.02745
2015,Rural regions,"Marginal, Irregular Part-Time Employment",0.04915,599,9486,0.04480,0.05350
2015,Rural regions,Not Employed,0.35507,3729,9486,0.34544,0.36470
2016,Urban regions,Full-Time Employment,0.33040,6018,18275,0.32358,0.33722
2016,Urban regions,Regular Part-Time Employment,0.10013,2497,18275,0.09578,0.10448
2016,Urban regions,Vocational Training,0.01905,475,18275,0.01707,0.02104
2016,Urban regions,"Marginal, Irregular Part-Time Employment",0.05007,1135,18275,0.04691,0.05323
2016,Urban regions,Not Employed,0.34838,8150,18275,0.34147,0.35529
2016,Rural regions,Full-Time Employment,0.32177,3233,9637,0.31245,0.33110
2016,Rural regions,Regular Part-Time Employment,0.11175,1320,9637,0.10546,0.11804
2016,Rural regions,Vocational Training,0.02447,323,9637,0.02138,0.02755
2016,Rural regions,"Marginal, Irregular Part-Time Employment",0.04397,532,9637,0.03988,0.04807
2016,Rural regions,Not Employed,0.35086,4229,9637,0.34133,0.36039
2017,Urban regions,Full-Time Employment,0.32736,6826,20379,0.32092,0.33381
2017,Urban regions,Regular Part-Time Employment,0.10381,2892,20379,0.09962,0.10800
2017,Urban regions,Vocational Training,0.02093,550,20379,0.01897,0.02290
2017,Urban regions,"Marginal, Irregular Part-Time Employment",0.05058,1194,20379,0.04757,0.05359
2017,Urban regions,Not Employed,0.34404,8917,20379,0.33752,0.35057
2017,Rural regions,Full-Time Employment,0.33349,3802,10839,0.32461,0.34236
2017,Rural regions,Regular Part-Time Employment,0.10600,1441,10839,0.10020,0.11179
2017,Rural regions,Vocational Training,0.02109,357,10839,0.01838,0.02379
2017,Rural regions,"Marginal, Irregular Part-Time Employment",0.04994,617,10839,0.04584,0.05404
2017,Rural regions,Not Employed,0.33839,4622,10839,0.32949,0.34730
2018,Urban regions,Full-Time Employment,0.33371,6649,19615,0.32711,0.34031
2018,Urban regions,Regular Part-Time Employment,0.10856,2886,19615,0.10421,0.11291
2018,Urban regions,Vocational Training,0.02048,556,19615,0.01850,0.02246
2018,Urban regions,"Marginal, Irregular Part-Time Employment",0.05093,1229,19615,0.04785,0.05401
2018,Urban regions,Not Employed,0.33485,8295,19615,0.32825,0.34146
2018,Rural regions,Full-Time Employment,0.33359,3604,10198,0.32444,0.34274
2018,Rural regions,Regular Part-Time Employment,0.11498,1476,10198,0.10878,0.12117
2018,Rural regions,Vocational Training,0.01856,343,10198,0.01594,0.02118
2018,Rural regions,"Marginal, Irregular Part-Time Employment",0.04440,534,10198,0.04040,0.04840
2018,Rural regions,Not Employed,0.33969,4241,10198,0.33050,0.34888
2019,Urban regions,Full-Time Employment,0.33530,7175,19087,0.32861,0.34200
2019,Urban regions,Regular Part-Time Employment,0.11492,2909,19087,0.11039,0.11944
2019,Urban regions,Vocational Training,0.01970,548,19087,0.01773,0.02167
2019,Urban regions,"Marginal, Irregular Part-Time Employment",0.04337,1078,19087,0.04048,0.04626
2019,Urban regions,Not Employed,0.32947,7377,19087,0.32280,0.33614
2019,Rural regions,Full-Time Employment,0.33094,3794,9881,0.32166,0.34021
