year,bula_h,pgemplst,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1985,Bavaria,Vocational Training,0.01998,45,1897,0.01368,0.02628
1985,Bavaria,"Marginal, Irregular Part-Time Employment",0.02070,44,1897,0.01429,0.02711
1985,Bavaria,Not Employed,0.36842,721,1897,0.34670,0.39013
1985,Berlin,Full-Time Employment,0.38227,180,349,0.33121,0.43333
1985,Berlin,Regular Part-Time Employment,0.06798,31,349,0.04153,0.09443
1985,Berlin,Not Employed,0.37177,138,349,0.32099,0.42255
1986,Schleswig-Holstein,Full-Time Employment,0.37732,151,279,0.32034,0.43430
1986,Schleswig-Holstein,Not Employed,0.34785,128,279,0.29186,0.40384
1986,Hamburg,Full-Time Employment,0.37897,117,230,0.31613,0.44180
1986,Hamburg,Not Employed,0.45556,113,230,0.39105,0.52006
1986,Lower Saxony,Full-Time Employment,0.32080,463,1079,0.29293,0.34866
1986,Lower Saxony,Regular Part-Time Employment,0.05386,75,1079,0.04038,0.06733
1986,Lower Saxony,Vocational Training,0.03350,45,1079,0.02276,0.04424
1986,Lower Saxony,Not Employed,0.41798,496,1079,0.38854,0.44743
1986,Bremen,Full-Time Employment,0.19652,32,92,0.11487,0.27816
1986,Bremen,Not Employed,0.59841,60,92,0.49768,0.69913
1986,North Rhine-Westphalia,Full-Time Employment,0.33238,1287,2857,0.31511,0.34966
1986,North Rhine-Westphalia,Regular Part-Time Employment,0.04235,149,2857,0.03497,0.04974
1986,North Rhine-Westphalia,Vocational Training,0.02447,90,2857,0.01881,0.03014
1986,North Rhine-Westphalia,"Marginal, Irregular Part-Time Employment",0.02263,73,2857,0.01718,0.02809
1986,North Rhine-Westphalia,Not Employed,0.40355,1258,2857,0.38555,0.42154
1986,Hesse,Full-Time Employment,0.34882,497,1049,0.31996,0.37767
1986,Hesse,Regular Part-Time Employment,0.05654,61,1049,0.04256,0.07052
1986,Hesse,Vocational Training,0.03048,37,1049,0.02007,0.04088
1986,Hesse,"Marginal, Irregular Part-Time Employment",0.02597,37,1049,0.01634,0.03560
1986,Hesse,Not Employed,0.38936,417,1049,0.35984,0.41888
1986,"Rhineland-Palatinate, Saarland",Full-Time Employment,0.35362,355,734,0.31901,0.38823
1986,"Rhineland-Palatinate, Saarland",Regular Part-Time Employment,0.03856,33,734,0.02462,0.05250
1986,"Rhineland-Palatinate, Saarland",Not Employed,0.42969,346,734,0.39385,0.46552
1986,Baden-Wuerttemberg,Full-Time Employment,0.38100,1047,1987,0.35964,0.40236
1986,Baden-Wuerttemberg,Regular Part-Time Employment,0.05701,126,1987,0.04682,0.06721
1986,Baden-Wuerttemberg,Vocational Training,0.02807,76,1987,0.02080,0.03533
1986,Baden-Wuerttemberg,"Marginal, Irregular Part-Time Employment",0.01887,44,1987,0.01289,0.02485
1986,Baden-Wuerttemberg,Not Employed,0.33661,694,1987,0.31583,0.35739
1986,Bavaria,Full-Time Employment,0.36147,865,1773,0.33910,0.38384
1986,Bavaria,Regular Part-Time Employment,0.05368,119,1773,0.04319,0.06418
1986,Bavaria,Vocational Training,0.02300,58,1773,0.01602,0.02998
1986,Bavaria,"Marginal, Irregular Part-Time Employment",0.02671,55,1773,0.01920,0.03422
1986,Bavaria,Not Employed,0.36814,676,1773,0.34569,0.39060
1986,Berlin,Full-Time Employment,0.40878,183,310,0.35396,0.46359
1986,Berlin,Not Employed,0.36184,127,310,0.30826,0.41542
1987,Schleswig-Holstein,Full-Time Employment,0.34071,144,276,0.28469,0.39672
1987,Schleswig-Holstein,Not Employed,0.35891,132,276,0.30221,0.41560
1987,Hamburg,Full-Time Employment,0.36991,101,197,0.30232,0.43750
1987,Hamburg,Not Employed,0.42619,96,197,0.35695,0.49542
1987,Lower Saxony,Full-Time Employment,0.31843,459,1081,0.29064,0.34621
1987,Lower Saxony,Regular Part-Time Employment,0.06759,89,1081,0.05262,0.08256
1987,Lower Saxony,Vocational Training,0.03955,57,1081,0.02792,0.05117
1987,Lower Saxony,Not Employed,0.40408,476,1081,0.37482,0.43335
1987,Bremen,Full-Time Employment,0.20879,32,92,0.12528,0.29230
1987,Bremen,Not Employed,0.63791,60,92,0.53916,0.73666
1987,North Rhine-Westphalia,Full-Time Employment,0.34306,1274,2826,0.32555,0.36057
1987,North Rhine-Westphalia,Regular Part-Time Employment,0.04789,160,2826,0.04002,0.05577
1987,North Rhine-Westphalia,Vocational Training,0.02536,103,2826,0.01956,0.03116
1987,North Rhine-Westphalia,"Marginal, Irregular Part-Time Employment",0.01660,57,2826,0.01189,0.02131
1987,North Rhine-Westphalia,Not Employed,0.39335,1232,2826,0.37533,0.41136
1987,Hesse,Full-Time Employment,0.35005,511,1031,0.32092,0.37918
1987,Hesse,Regular Part-Time Employment,0.05996,70,1031,0.04546,0.07446
1987,Hesse,Vocational Training,0.03112,43,1031,0.02052,0.04172
1987,Hesse,Not Employed,0.38647,407,1031,0.35673,0.41620
1987,"Rhineland-Palatinate, Saarland",Full-Time Employment,0.33319,333,752,0.29947,0.36690
1987,"Rhineland-Palatinate, Saarland",Regular Part-Time Employment,0.04191,34,752,0.02758,0.05624
1987,"Rhineland-Palatinate, Saarland",Vocational Training,0.02929,33,752,0.01723,0.04135
1987,"Rhineland-Palatinate, Saarland",Not Employed,0.43817,352,752,0.40268,0.47365
1987,Baden-Wuerttemberg,Full-Time Employment,0.38154,1021,1961,0.36003,0.40305
1987,Baden-Wuerttemberg,Regular Part-Time Employment,0.06231,137,1961,0.05161,0.07302
1987,Baden-Wuerttemberg,Vocational Training,0.03090,83,1961,0.02324,0.03856
1987,Baden-Wuerttemberg,"Marginal, Irregular Part-Time Employment",0.01637,36,1961,0.01075,0.02198
1987,Baden-Wuerttemberg,Not Employed,0.32367,684,1961,0.30295,0.34438
1987,Bavaria,Full-Time Employment,0.38040,867,1723,0.35747,0.40333
1987,Bavaria,Regular Part-Time Employment,0.05943,129,1723,0.04827,0.07060
1987,Bavaria,Vocational Training,0.02540,74,1723,0.01796,0.03283
1987,Bavaria,"Marginal, Irregular Part-Time Employment",0.02099,42,1723,0.01422,0.02776
1987,Bavaria,Not Employed,0.34285,611,1723,0.32043,0.36527
1987,Berlin,Full-Time Employment,0.41412,187,322,0.36024,0.46801
1987,Berlin,Not Employed,0.36753,135,322,0.31479,0.42027
1988,Schleswig-Holstein,Full-Time Employment,0.32629,143,279,0.27118,0.38141
1988,Schleswig-Holstein,Not Employed,0.37256,136,279,0.31573,0.42940
1988,Hamburg,Full-Time Employment,0.40314,91,174,0.33004,0.47624
1988,Hamburg,Not Employed,0.40251,83,174,0.32943,0.47558
1988,Lower Saxony,Full-Time Employment,0.33612,451,1021,0.30713,0.36511
1988,Lower Saxony,Regular Part-Time Employment,0.06115,76,1021,0.04645,0.07586
1988,Lower Saxony,Vocational Training,0.02966,46,1021,0.01925,0.04007
1988,Lower Saxony,Not Employed,0.40054,448,1021,0.37047,0.43061
1988,Bremen,Full-Time Employment,0.25445,34,87,0.16240,0.34651
1988,Bremen,Not Employed,0.55317,53,87,0.44809,0.65824
1988,North Rhine-Westphalia,Full-Time Employment,0.34024,1190,2692,0.32234,0.35814
1988,North Rhine-Westphalia,Regular Part-Time Employment,0.05077,169,2692,0.04248,0.05907
1988,North Rhine-Westphalia,Vocational Training,0.02731,106,2692,0.02115,0.03347
1988,North Rhine-Westphalia,"Marginal, Irregular Part-Time Employment",0.01889,60,2692,0.01374,0.02403
1988,North Rhine-Westphalia,Not Employed,0.39122,1167,2692,0.37279,0.40966
1988,Hesse,Full-Time Employment,0.33755,466,979,0.30791,0.36719
1988,Hesse,Regular Part-Time Employment,0.05881,70,979,0.04406,0.07355
1988,Hesse,Vocational Training,0.01813,37,979,0.00977,0.02649
1988,Hesse,Not Employed,0.40316,406,979,0.37241,0.43390
1988,"Rhineland-Palatinate, Saarland",Full-Time Employment,0.33362,316,730,0.29939,0.36785
1988,"Rhineland-Palatinate, Saarland",Regular Part-Time Employment,0.04663,35,730,0.03133,0.06194
1988,"Rhineland-Palatinate, Saarland",Vocational Training,0.03276,32,730,0.01984,0.04568
1988,"Rhineland-Palatinate, Saarland",Not Employed,0.44058,347,730,0.40454,0.47662
1988,Baden-Wuerttemberg,Full-Time Employment,0.37655,959,1885,0.35468,0.39843
1988,Baden-Wuerttemberg,Regular Part-Time Employment,0.06758,141,1885,0.05624,0.07891
1988,Baden-Wuerttemberg,Vocational Training,0.03441,91,1885,0.02618,0.04264
1988,Baden-Wuerttemberg,"Marginal, Irregular Part-Time Employment",0.01391,32,1885,0.00862,0.01919
1988,Baden-Wuerttemberg,Not Employed,0.32814,662,1885,0.30694,0.34934
1988,Bavaria,Full-Time Employment,0.37777,817,1647,0.35434,0.40119
1988,Bavaria,Regular Part-Time Employment,0.05777,118,1647,0.04650,0.06904
1988,Bavaria,Vocational Training,0.02791,79,1647,0.01995,0.03587
1988,Bavaria,"Marginal, Irregular Part-Time Employment",0.02289,41,1647,0.01566,0.03011
1988,Bavaria,Not Employed,0.34382,592,1647,0.32087,0.36676
1988,Berlin,Full-Time Employment,0.44194,180,292,0.38488,0.49900
1988,Berlin,Not Employed,0.34011,112,292,0.28568,0.39455
1989,Schleswig-Holstein,Full-Time Employment,0.33552,136,264,0.27845,0.39258
1989,Schleswig-Holstein,Not Employed,0.35773,128,264,0.29979,0.41566
1989,Hamburg,Full-Time Employment,0.43439,93,170,0.35966,0.50913
1989,Hamburg,Not Employed,0.37742,77,170,0.30434,0.45051
1989,Lower Saxony,Full-Time Employment,0.34796,441,979,0.31811,0.37782
1989,Lower Saxony,Regular Part-Time Employment,0.05694,67,979,0.04242,0.07146
1989,Lower Saxony,Vocational Training,0.02481,40,979,0.01506,0.03456
1989,Lower Saxony,Not Employed,0.40828,431,979,0.37748,0.43909
1989,Bremen,Full-Time Employment,0.26295,38,97,0.17488,0.35102
1989,Bremen,Not Employed,0.54545,59,97,0.44584,0.64506
1989,North Rhine-Westphalia,Full-Time Employment,0.35372,1195,2614,0.33539,0.37206
1989,North Rhine-Westphalia,Regular Part-Time Employment,0.04643,153,2614,0.03836,0.05450
1989,North Rhine-Westphalia,Vocational Training,0.02857,96,2614,0.02218,0.03496
1989,North Rhine-Westphalia,"Marginal, Irregular Part-Time Employment",0.01697,53,2614,0.01201,0.02192
1989,North Rhine-Westphalia,Not Employed,0.38542,1117,2614,0.36676,0.40408
1989,Hesse,Full-Time Employment,0.33900,468,972,0.30923,0.36878
1989,Hesse,Regular Part-Time Employment,0.06536,74,972,0.04982,0.08091
1989,Hesse,Vocational Training,0.02165,36,972,0.01249,0.03080
1989,Hesse,Not Employed,0.39500,394,972,0.36425,0.42575
1989,"Rhineland-Palatinate, Saarland",Full-Time Employment,0.35521,313,653,0.31848,0.39195
1989,"Rhineland-Palatinate, Saarland",Regular Part-Time Employment,0.05856,42,653,0.04053,0.07658
1989,"Rhineland-Palatinate, Saarland",Not Employed,0.40054,298,653,0.36292,0.43815
1989,Baden-Wuerttemberg,Full-Time Employment,0.37521,945,1813,0.35292,0.39751
1989,Baden-Wuerttemberg,Regular Part-Time Employment,0.06751,138,1813,0.05596,0.07907
1989,Baden-Wuerttemberg,Vocational Training,0.03119,79,1813,0.02319,0.03919
1989,Baden-Wuerttemberg,"Marginal, Irregular Part-Time Employment",0.01755,34,1813,0.01151,0.02360
1989,Baden-Wuerttemberg,Not Employed,0.33044,617,1813,0.30879,0.35210
1989,Bavaria,Full-Time Employment,0.37567,809,1614,0.35204,0.39931
1989,Bavaria,Regular Part-Time Employment,0.06745,129,1614,0.05521,0.07969
1989,Bavaria,Vocational Training,0.02430,63,1614,0.01679,0.03182
1989,Bavaria,"Marginal, Irregular Part-Time Employment",0.01828,39,1614,0.01174,0.02482
1989,Bavaria,Not Employed,0.34747,574,1614,0.32423,0.37070
1989,Berlin,Full-Time Employment,0.42840,176,286,0.37094,0.48585
1989,Berlin,Not Employed,0.33996,110,286,0.28497,0.39496
1990,Schleswig-Holstein,Full-Time Employment,0.33527,123,238,0.27517,0.39538
1990,Schleswig-Holstein,Not Employed,0.34808,115,238,0.28743,0.40873
1990,Hamburg,Full-Time Employment,0.43913,80,151,0.35971,0.51855
1990,Hamburg,Not Employed,0.38814,71,151,0.31016,0.46613
1990,Lower Saxony,Full-Time Employment,0.35413,438,964,0.32392,0.38434
1990,Lower Saxony,Regular Part-Time Employment,0.06571,72,964,0.05006,0.08136
1990,Lower Saxony,Vocational Training,0.02162,34,964,0.01243,0.03080
1990,Lower Saxony,Not Employed,0.40194,420,964,0.37097,0.43291
1990,Bremen,Full-Time Employment,0.24708,35,93,0.15894,0.33522
1990,Bremen,Not Employed,0.53848,58,93,0.43661,0.64035
1990,North Rhine-Westphalia,Full-Time Employment,0.36264,1179,2556,0.34400,0.38129
1990,North Rhine-Westphalia,Regular Part-Time Employment,0.05637,168,2556,0.04743,0.06532
1990,North Rhine-Westphalia,Vocational Training,0.02719,99,2556,0.02089,0.03350
1990,North Rhine-Westphalia,"Marginal, Irregular Part-Time Employment",0.01309,48,2556,0.00869,0.01750
1990,North Rhine-Westphalia,Not Employed,0.36206,1062,2556,0.34342,0.38069
1990,Hesse,Full-Time Employment,0.34502,467,964,0.31500,0.37505
1990,Hesse,Regular Part-Time Employment,0.06354,78,964,0.04813,0.07894
1990,Hesse,Vocational Training,0.03238,36,964,0.02120,0.04356
1990,Hesse,Not Employed,0.38986,383,964,0.35905,0.42066
1990,"Rhineland-Palatinate, Saarland",Full-Time Employment,0.33323,289,635,0.29654,0.36992
1990,"Rhineland-Palatinate, Saarland",Regular Part-Time Employment,0.05839,41,635,0.04014,0.07664
1990,"Rhineland-Palatinate, Saarland",Not Employed,0.41610,305,635,0.37773,0.45446
1990,Baden-Wuerttemberg,Full-Time Employment,0.38485,935,1791,0.36231,0.40739
1990,Baden-Wuerttemberg,Regular Part-Time Employment,0.07552,151,1791,0.06328,0.08776
1990,Baden-Wuerttemberg,Vocational Training,0.02987,70,1791,0.02198,0.03775
1990,Baden-Wuerttemberg,"Marginal, Irregular Part-Time Employment",0.01866,33,1791,0.01239,0.02493
1990,Baden-Wuerttemberg,Not Employed,0.30461,602,1791,0.28329,0.32593
1990,Bavaria,Full-Time Employment,0.37736,804,1599,0.35359,0.40113
1990,Bavaria,Regular Part-Time Employment,0.07012,139,1599,0.05760,0.08264
1990,Bavaria,Vocational Training,0.02033,50,1599,0.01341,0.02725
1990,Bavaria,"Marginal, Irregular Part-Time Employment",0.01974,32,1599,0.01292,0.02656
1990,Bavaria,Not Employed,0.34789,574,1599,0.32454,0.37124
1990,Berlin,Full-Time Employment,0.43175,358,599,0.39205,0.47145
1990,Berlin,Regular Part-Time Employment,0.07260,53,599,0.05180,0.09339
1990,Berlin,Not Employed,0.28956,188,599,0.25321,0.32592
1990,Brandenburg,Full-Time Employment,0.49056,494,709,0.45373,0.52738
1990,Brandenburg,Regular Part-Time Employment,0.04915,49,709,0.03323,0.06508
1990,Brandenburg,Not Employed,0.21452,166,709,0.18428,0.24476
1990,Mecklenburg-Western Pomerania,Full-Time Employment,0.49119,332,483,0.44656,0.53582
1990,Mecklenburg-Western Pomerania,Regular Part-Time Employment,0.06113,45,483,0.03975,0.08252
1990,Mecklenburg-Western Pomerania,Not Employed,0.19968,106,483,0.16399,0.23537
1990,Saxony,Full-Time Employment,0.46484,856,1334,0.43806,0.49161
1990,Saxony,Regular Part-Time Employment,0.07616,143,1334,0.06192,0.09040
1990,Saxony,Vocational Training,0.01692,35,1334,0.00999,0.02384
1990,Saxony,Not Employed,0.22692,300,1334,0.20443,0.24940
1990,Saxony-Anhalt,Full-Time Employment,0.47207,523,780,0.43701,0.50712
1990,Saxony-Anhalt,Regular Part-Time Employment,0.06422,74,780,0.04700,0.08143
1990,Saxony-Anhalt,Not Employed,0.23709,183,780,0.20722,0.26695
1990,Thuringa,Full-Time Employment,0.45091,471,724,0.41464,0.48718
1990,Thuringa,Regular Part-Time Employment,0.06878,75,724,0.05033,0.08722
1990,Thuringa,Not Employed,0.23013,178,724,0.19945,0.26081
1991,Schleswig-Holstein,Full-Time Employment,0.31943,126,272,0.26392,0.37495
1991,Schleswig-Holstein,Regular Part-Time Employment,0.07817,31,272,0.04621,0.11014
1991,Schleswig-Holstein,Not Employed,0.32105,115,272,0.26546,0.37664
1991,Hamburg,Full-Time Employment,0.41225,74,139,0.33012,0.49438
1991,Hamburg,Not Employed,0.40104,65,139,0.31927,0.48281
1991,Lower Saxony,Full-Time Employment,0.34944,433,951,0.31912,0.37975
1991,Lower Saxony,Regular Part-Time Employment,0.06372,76,951,0.04818,0.07925
1991,Lower Saxony,Vocational Training,0.02911,41,951,0.01842,0.03980
1991,Lower Saxony,Not Employed,0.38448,401,951,0.35355,0.41542
1991,Bremen,Full-Time Employment,0.25504,34,87,0.16291,0.34716
1991,Bremen,Not Employed,0.54939,53,87,0.44423,0.65455
1991,North Rhine-Westphalia,Full-Time Employment,0.35212,1163,2546,0.33356,0.37068
1991,North Rhine-Westphalia,Regular Part-Time Employment,0.06258,188,2546,0.05317,0.07200
1991,North Rhine-Westphalia,Vocational Training,0.02933,107,2546,0.02277,0.03588
1991,North Rhine-Westphalia,"Marginal, Irregular Part-Time Employment",0.01864,63,2546,0.01339,0.02389
1991,North Rhine-Westphalia,Not Employed,0.35815,1025,2546,0.33953,0.37678
1991,Hesse,Full-Time Employment,0.34027,475,943,0.31002,0.37053
1991,Hesse,Regular Part-Time Employment,0.06827,84,943,0.05216,0.08437
1991,Hesse,Vocational Training,0.02996,31,943,0.01907,0.04084
1991,Hesse,Not Employed,0.38503,353,943,0.35396,0.41611
1991,"Rhineland-Palatinate, Saarland",Full-Time Employment,0.35954,305,631,0.32207,0.39701
1991,"Rhineland-Palatinate, Saarland",Regular Part-Time Employment,0.06033,45,631,0.04174,0.07892
1991,"Rhineland-Palatinate, Saarland",Not Employed,0.38707,281,631,0.34904,0.42511
1991,Baden-Wuerttemberg,Full-Time Employment,0.37883,925,1797,0.35640,0.40127
1991,Baden-Wuerttemberg,Regular Part-Time Employment,0.07837,158,1797,0.06594,0.09080
1991,Baden-Wuerttemberg,Vocational Training,0.03145,82,1797,0.02338,0.03952
1991,Baden-Wuerttemberg,"Marginal, Irregular Part-Time Employment",0.02479,43,1797,0.01760,0.03199
1991,Baden-Wuerttemberg,Not Employed,0.29817,589,1797,0.27701,0.31933
1991,Bavaria,Full-Time Employment,0.37293,810,1603,0.34925,0.39661
1991,Bavaria,Regular Part-Time Employment,0.06641,130,1603,0.05422,0.07860
1991,Bavaria,Vocational Training,0.02408,59,1603,0.01658,0.03159
1991,Bavaria,"Marginal, Irregular Part-Time Employment",0.02018,35,1603,0.01329,0.02706
1991,Bavaria,Not Employed,0.34186,569,1603,0.31864,0.36509
1991,Berlin,Full-Time Employment,0.44311,334,571,0.40233,0.48389
1991,Berlin,Regular Part-Time Employment,0.04791,33,571,0.03038,0.06544
1991,Berlin,Not Employed,0.31495,204,571,0.27682,0.35308
1991,Brandenburg,Full-Time Employment,0.42541,395,653,0.38746,0.46336
1991,Brandenburg,Regular Part-Time Employment,0.03432,31,653,0.02034,0.04829
1991,Brandenburg,Not Employed,0.32277,227,653,0.28688,0.35866
1991,Mecklenburg-Western Pomerania,Full-Time Employment,0.44170,280,431,0.39476,0.48863
1991,Mecklenburg-Western Pomerania,Not Employed,0.29158,151,431,0.24863,0.33454
1991,Saxony,Full-Time Employment,0.43490,721,1224,0.40711,0.46268
1991,Saxony,Regular Part-Time Employment,0.04191,71,1224,0.03068,0.05314
1991,Saxony,Vocational Training,0.01968,37,1224,0.01189,0.02746
1991,Saxony,Not Employed,0.31351,395,1224,0.28751,0.33951
1991,Saxony-Anhalt,Full-Time Employment,0.44795,477,761,0.41260,0.48331
1991,Saxony-Anhalt,Regular Part-Time Employment,0.04107,47,761,0.02696,0.05517
1991,Saxony-Anhalt,Not Employed,0.30853,237,761,0.27569,0.34137
1991,Thuringa,Full-Time Employment,0.42129,407,680,0.38415,0.45843
1991,Thuringa,Regular Part-Time Employment,0.04722,48,680,0.03127,0.06318
1991,Thuringa,Not Employed,0.30901,225,680,0.27426,0.34377
1992,Schleswig-Holstein,Full-Time Employment,0.32360,117,258,0.26640,0.38080
1992,Schleswig-Holstein,Regular Part-Time Employment,0.09175,35,258,0.05645,0.12704
1992,Schleswig-Holstein,Not Employed,0.32673,106,258,0.26939,0.38407
1992,Hamburg,Full-Time Employment,0.39110,70,135,0.30848,0.47373
1992,Hamburg,Not Employed,0.41275,65,135,0.32939,0.49611
1992,Lower Saxony,Full-Time Employment,0.34736,434,955,0.31715,0.37758
1992,Lower Saxony,Regular Part-Time Employment,0.06061,70,955,0.04547,0.07575
1992,Lower Saxony,Vocational Training,0.02492,33,955,0.01503,0.03481
1992,Lower Saxony,Not Employed,0.38732,418,955,0.35641,0.41824
1992,Bremen,Full-Time Employment,0.28085,35,85,0.18474,0.37696
1992,Bremen,Not Employed,0.55044,50,85,0.44406,0.65682
1992,North Rhine-Westphalia,Full-Time Employment,0.35306,1149,2522,0.33440,0.37171
1992,North Rhine-Westphalia,Regular Part-Time Employment,0.06766,212,2522,0.05786,0.07747
1992,North Rhine-Westphalia,Vocational Training,0.02299,93,2522,0.01714,0.02885
1992,North Rhine-Westphalia,"Marginal, Irregular Part-Time Employment",0.01482,47,2522,0.01010,0.01954
1992,North Rhine-Westphalia,Not Employed,0.36077,1021,2522,0.34202,0.37951
1992,Hesse,Full-Time Employment,0.34101,446,934,0.31059,0.37142
1992,Hesse,Regular Part-Time Employment,0.06950,84,934,0.05318,0.08582
1992,Hesse,Vocational Training,0.02789,32,934,0.01733,0.03846
1992,Hesse,Not Employed,0.39335,372,934,0.36201,0.42470
1992,"Rhineland-Palatinate, Saarland",Full-Time Employment,0.34919,290,631,0.31196,0.38641
1992,"Rhineland-Palatinate, Saarland",Regular Part-Time Employment,0.05743,44,631,0.03926,0.07560
1992,"Rhineland-Palatinate, Saarland",Not Employed,0.40210,297,631,0.36381,0.44039
1992,Baden-Wuerttemberg,Full-Time Employment,0.37250,894,1730,0.34971,0.39528
1992,Baden-Wuerttemberg,Regular Part-Time Employment,0.07587,157,1730,0.06338,0.08835
