year,age_gr,regtyp,pgemplst,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1986,30-45 y.,Urban regions,Not Employed,0.24917,692,2591,0.23251,0.26582
1986,30-45 y.,Rural regions,Full-Time Employment,0.58758,401,642,0.54947,0.62569
1986,30-45 y.,Rural regions,Regular Part-Time Employment,0.10052,62,642,0.07724,0.12380
1986,30-45 y.,Rural regions,Not Employed,0.26472,179,642,0.23056,0.29887
1986,46-65 y.,Urban regions,Full-Time Employment,0.46065,1306,2553,0.44131,0.47999
1986,46-65 y.,Urban regions,Regular Part-Time Employment,0.07178,168,2553,0.06177,0.08180
1986,46-65 y.,Urban regions,"Marginal, Irregular Part-Time Employment",0.02779,66,2553,0.02141,0.03417
1986,46-65 y.,Urban regions,Not Employed,0.43978,1013,2553,0.42053,0.45904
1986,46-65 y.,Rural regions,Full-Time Employment,0.44661,325,657,0.40857,0.48466
1986,46-65 y.,Rural regions,Regular Part-Time Employment,0.06273,40,657,0.04417,0.08128
1986,46-65 y.,Rural regions,Not Employed,0.46212,292,657,0.42397,0.50028
1986,66 and older,Urban regions,Not Employed,0.97001,739,739,0.95770,0.98231
1986,66 and older,Rural regions,Not Employed,0.98452,262,262,0.96954,0.99950
1987,17-29 y.,Urban regions,Full-Time Employment,0.46297,1029,2365,0.44287,0.48307
1987,17-29 y.,Urban regions,Regular Part-Time Employment,0.04023,85,2365,0.03231,0.04815
1987,17-29 y.,Urban regions,Vocational Training,0.12967,315,2365,0.11613,0.14322
1987,17-29 y.,Urban regions,"Marginal, Irregular Part-Time Employment",0.02796,58,2365,0.02132,0.03461
1987,17-29 y.,Urban regions,Not Employed,0.33818,878,2365,0.31911,0.35725
1987,17-29 y.,Rural regions,Full-Time Employment,0.47039,289,636,0.43157,0.50922
1987,17-29 y.,Rural regions,Regular Part-Time Employment,0.06475,34,636,0.04561,0.08389
1987,17-29 y.,Rural regions,Vocational Training,0.16808,112,636,0.13899,0.19716
1987,17-29 y.,Rural regions,Not Employed,0.28860,201,636,0.25335,0.32384
1987,30-45 y.,Urban regions,Full-Time Employment,0.63354,1575,2513,0.61470,0.65238
1987,30-45 y.,Urban regions,Regular Part-Time Employment,0.09938,232,2513,0.08768,0.11108
1987,30-45 y.,Urban regions,"Marginal, Irregular Part-Time Employment",0.02796,64,2513,0.02151,0.03441
1987,30-45 y.,Urban regions,Not Employed,0.23655,642,2513,0.21993,0.25316
1987,30-45 y.,Rural regions,Full-Time Employment,0.59341,394,625,0.55487,0.63195
1987,30-45 y.,Rural regions,Regular Part-Time Employment,0.13609,81,625,0.10919,0.16299
1987,30-45 y.,Rural regions,Not Employed,0.23430,150,625,0.20107,0.26754
1987,46-65 y.,Urban regions,Full-Time Employment,0.46854,1301,2546,0.44916,0.48793
1987,46-65 y.,Urban regions,Regular Part-Time Employment,0.08151,190,2546,0.07088,0.09214
1987,46-65 y.,Urban regions,"Marginal, Irregular Part-Time Employment",0.01806,36,2546,0.01288,0.02323
1987,46-65 y.,Urban regions,Not Employed,0.43063,1019,2546,0.41139,0.44987
1987,46-65 y.,Rural regions,Full-Time Employment,0.47135,327,645,0.43279,0.50990
1987,46-65 y.,Rural regions,Regular Part-Time Employment,0.09009,55,645,0.06798,0.11220
1987,46-65 y.,Rural regions,Not Employed,0.41562,263,645,0.37755,0.45368
1987,66 and older,Urban regions,Not Employed,0.96856,767,767,0.95620,0.98091
1987,66 and older,Rural regions,Not Employed,0.98334,265,265,0.96790,0.99878
1988,17-29 y.,Urban regions,Full-Time Employment,0.46266,992,2293,0.44224,0.48307
1988,17-29 y.,Urban regions,Regular Part-Time Employment,0.03748,76,2293,0.02970,0.04525
1988,17-29 y.,Urban regions,Vocational Training,0.12556,322,2293,0.11200,0.13913
1988,17-29 y.,Urban regions,"Marginal, Irregular Part-Time Employment",0.02913,61,2293,0.02224,0.03601
1988,17-29 y.,Urban regions,Not Employed,0.34399,842,2293,0.32454,0.36344
1988,17-29 y.,Rural regions,Full-Time Employment,0.43628,251,550,0.39479,0.47776
1988,17-29 y.,Rural regions,Vocational Training,0.17099,103,550,0.13950,0.20248
1988,17-29 y.,Rural regions,Not Employed,0.33925,196,550,0.29964,0.37885
1988,30-45 y.,Urban regions,Full-Time Employment,0.63745,1442,2329,0.61792,0.65698
1988,30-45 y.,Urban regions,Regular Part-Time Employment,0.10542,245,2329,0.09295,0.11789
1988,30-45 y.,Urban regions,"Marginal, Irregular Part-Time Employment",0.02578,57,2329,0.01934,0.03221
1988,30-45 y.,Urban regions,Not Employed,0.22931,585,2329,0.21224,0.24639
1988,30-45 y.,Rural regions,Full-Time Employment,0.59042,377,600,0.55103,0.62980
1988,30-45 y.,Rural regions,Regular Part-Time Employment,0.14236,79,600,0.11437,0.17034
1988,30-45 y.,Rural regions,Not Employed,0.23642,144,600,0.20239,0.27044
1988,46-65 y.,Urban regions,Full-Time Employment,0.47663,1262,2481,0.45698,0.49629
1988,46-65 y.,Urban regions,Regular Part-Time Employment,0.09209,205,2481,0.08071,0.10347
1988,46-65 y.,Urban regions,"Marginal, Irregular Part-Time Employment",0.01759,36,2481,0.01241,0.02276
1988,46-65 y.,Urban regions,Not Employed,0.41369,978,2481,0.39430,0.43307
1988,46-65 y.,Rural regions,Full-Time Employment,0.46562,308,616,0.42620,0.50504
1988,46-65 y.,Rural regions,Regular Part-Time Employment,0.07407,47,616,0.05338,0.09477
1988,46-65 y.,Rural regions,Not Employed,0.43503,261,616,0.39585,0.47422
1988,66 and older,Urban regions,Not Employed,0.96945,753,753,0.95715,0.98175
1988,66 and older,Rural regions,Not Employed,0.96913,247,247,0.94752,0.99075
1989,17-29 y.,Urban regions,Full-Time Employment,0.46864,1035,2263,0.44808,0.48921
1989,17-29 y.,Urban regions,Regular Part-Time Employment,0.05059,92,2263,0.04156,0.05963
1989,17-29 y.,Urban regions,Vocational Training,0.12554,286,2263,0.11189,0.13920
1989,17-29 y.,Urban regions,"Marginal, Irregular Part-Time Employment",0.02739,53,2263,0.02067,0.03412
1989,17-29 y.,Urban regions,Not Employed,0.32719,797,2263,0.30785,0.34653
1989,17-29 y.,Rural regions,Full-Time Employment,0.48583,275,538,0.44355,0.52810
1989,17-29 y.,Rural regions,Vocational Training,0.13929,84,538,0.11000,0.16858
1989,17-29 y.,Rural regions,Not Employed,0.32914,179,538,0.28939,0.36888
1989,30-45 y.,Urban regions,Full-Time Employment,0.65556,1437,2267,0.63600,0.67513
1989,30-45 y.,Urban regions,Regular Part-Time Employment,0.10407,244,2267,0.09149,0.11664
1989,30-45 y.,Urban regions,"Marginal, Irregular Part-Time Employment",0.02602,55,2267,0.01947,0.03258
1989,30-45 y.,Urban regions,Not Employed,0.21269,531,2267,0.19584,0.22954
1989,30-45 y.,Rural regions,Full-Time Employment,0.59692,350,555,0.55607,0.63777
1989,30-45 y.,Rural regions,Regular Part-Time Employment,0.14815,78,555,0.11857,0.17773
1989,30-45 y.,Rural regions,Not Employed,0.22708,127,555,0.19219,0.26196
1989,46-65 y.,Urban regions,Full-Time Employment,0.47272,1217,2393,0.45272,0.49273
1989,46-65 y.,Urban regions,Regular Part-Time Employment,0.08401,177,2393,0.07289,0.09512
1989,46-65 y.,Urban regions,"Marginal, Irregular Part-Time Employment",0.02102,47,2393,0.01527,0.02677
1989,46-65 y.,Urban regions,Not Employed,0.42225,952,2393,0.40246,0.44205
1989,46-65 y.,Rural regions,Full-Time Employment,0.45004,286,578,0.40944,0.49063
1989,46-65 y.,Rural regions,Regular Part-Time Employment,0.08878,48,578,0.06557,0.11199
1989,46-65 y.,Rural regions,Not Employed,0.44320,244,578,0.40266,0.48373
1989,66 and older,Urban regions,Not Employed,0.97407,736,736,0.96258,0.98556
1989,66 and older,Rural regions,Not Employed,0.95848,239,239,0.93313,0.98382
1990,17-29 y.,Urban regions,Full-Time Employment,0.48577,1218,2516,0.46624,0.50530
1990,17-29 y.,Urban regions,Regular Part-Time Employment,0.05135,119,2516,0.04272,0.05997
1990,17-29 y.,Urban regions,Vocational Training,0.12299,299,2516,0.11016,0.13583
1990,17-29 y.,Urban regions,"Marginal, Irregular Part-Time Employment",0.01478,36,2516,0.01006,0.01949
1990,17-29 y.,Urban regions,Not Employed,0.32407,844,2516,0.30578,0.34236
1990,17-29 y.,Rural regions,Full-Time Employment,0.54673,737,1307,0.51974,0.57373
1990,17-29 y.,Rural regions,Regular Part-Time Employment,0.04439,63,1307,0.03322,0.05556
1990,17-29 y.,Rural regions,Vocational Training,0.11469,161,1307,0.09741,0.13197
1990,17-29 y.,Rural regions,Not Employed,0.27797,346,1307,0.25367,0.30226
1990,30-45 y.,Urban regions,Full-Time Employment,0.67270,1862,2728,0.65509,0.69031
1990,30-45 y.,Urban regions,Regular Part-Time Employment,0.11922,305,2728,0.10706,0.13138
1990,30-45 y.,Urban regions,"Marginal, Irregular Part-Time Employment",0.01899,51,2728,0.01387,0.02412
1990,30-45 y.,Urban regions,Not Employed,0.18379,510,2728,0.16925,0.19832
1990,30-45 y.,Rural regions,Full-Time Employment,0.69885,1155,1510,0.67571,0.72200
1990,30-45 y.,Rural regions,Regular Part-Time Employment,0.14580,201,1510,0.12799,0.16360
1990,30-45 y.,Rural regions,Not Employed,0.13110,154,1510,0.11407,0.14813
1990,46-65 y.,Urban regions,Full-Time Employment,0.49632,1467,2787,0.47775,0.51489
1990,46-65 y.,Urban regions,Regular Part-Time Employment,0.09298,256,2787,0.08220,0.10377
1990,46-65 y.,Urban regions,"Marginal, Irregular Part-Time Employment",0.01907,42,2787,0.01400,0.02415
1990,46-65 y.,Urban regions,Not Employed,0.39101,1022,2787,0.37289,0.40913
1990,46-65 y.,Rural regions,Full-Time Employment,0.53687,861,1430,0.51101,0.56272
1990,46-65 y.,Rural regions,Regular Part-Time Employment,0.10961,161,1430,0.09341,0.12581
1990,46-65 y.,Rural regions,Not Employed,0.33618,408,1430,0.31168,0.36067
1990,66 and older,Urban regions,Not Employed,0.97779,884,884,0.96807,0.98751
1990,66 and older,Rural regions,Not Employed,0.96703,525,525,0.95175,0.98232
1991,17-29 y.,Urban regions,Full-Time Employment,0.48929,1152,2418,0.46936,0.50922
1991,17-29 y.,Urban regions,Regular Part-Time Employment,0.04363,105,2418,0.03548,0.05177
1991,17-29 y.,Urban regions,Vocational Training,0.12814,313,2418,0.11482,0.14147
1991,17-29 y.,Urban regions,"Marginal, Irregular Part-Time Employment",0.02899,60,2418,0.02230,0.03568
1991,17-29 y.,Urban regions,Not Employed,0.30954,788,2418,0.29111,0.32797
1991,17-29 y.,Rural regions,Full-Time Employment,0.48882,623,1236,0.46094,0.51669
1991,17-29 y.,Rural regions,Regular Part-Time Employment,0.04779,57,1236,0.03589,0.05969
1991,17-29 y.,Rural regions,Vocational Training,0.12496,169,1236,0.10652,0.14341
1991,17-29 y.,Rural regions,Not Employed,0.32246,387,1236,0.29639,0.34853
1991,30-45 y.,Urban regions,Full-Time Employment,0.65527,1829,2724,0.63741,0.67312
1991,30-45 y.,Urban regions,Regular Part-Time Employment,0.12437,315,2724,0.11197,0.13676
1991,30-45 y.,Urban regions,"Marginal, Irregular Part-Time Employment",0.02665,62,2724,0.02060,0.03270
1991,30-45 y.,Urban regions,Not Employed,0.18630,518,2724,0.17168,0.20092
1991,30-45 y.,Rural regions,Full-Time Employment,0.68321,1117,1499,0.65965,0.70677
1991,30-45 y.,Rural regions,Regular Part-Time Employment,0.11686,149,1499,0.10059,0.13313
1991,30-45 y.,Rural regions,Not Employed,0.16574,233,1499,0.14691,0.18457
1991,46-65 y.,Urban regions,Full-Time Employment,0.50219,1417,2690,0.48329,0.52109
1991,46-65 y.,Urban regions,Regular Part-Time Employment,0.09101,227,2690,0.08014,0.10188
1991,46-65 y.,Urban regions,"Marginal, Irregular Part-Time Employment",0.02238,50,2690,0.01679,0.02797
1991,46-65 y.,Urban regions,Not Employed,0.38418,996,2690,0.36580,0.40257
1991,46-65 y.,Rural regions,Full-Time Employment,0.49882,751,1406,0.47268,0.52497
1991,46-65 y.,Rural regions,Regular Part-Time Employment,0.08905,114,1406,0.07416,0.10394
1991,46-65 y.,Rural regions,Not Employed,0.39940,541,1406,0.37378,0.42501
1991,66 and older,Urban regions,Not Employed,0.98051,889,889,0.97141,0.98960
1991,66 and older,Rural regions,Not Employed,0.96684,510,510,0.95128,0.98239
1992,17-29 y.,Urban regions,Full-Time Employment,0.48283,1102,2356,0.46264,0.50301
1992,17-29 y.,Urban regions,Regular Part-Time Employment,0.03817,104,2356,0.03043,0.04591
1992,17-29 y.,Urban regions,Vocational Training,0.11409,281,2356,0.10125,0.12693
1992,17-29 y.,Urban regions,"Marginal, Irregular Part-Time Employment",0.02666,49,2356,0.02015,0.03317
1992,17-29 y.,Urban regions,Not Employed,0.33801,820,2356,0.31891,0.35712
1992,17-29 y.,Rural regions,Full-Time Employment,0.45639,536,1166,0.42779,0.48500
1992,17-29 y.,Rural regions,Regular Part-Time Employment,0.03513,44,1166,0.02456,0.04570
1992,17-29 y.,Rural regions,Vocational Training,0.14996,176,1166,0.12946,0.17046
1992,17-29 y.,Rural regions,Not Employed,0.34038,410,1166,0.31317,0.36759
1992,30-45 y.,Urban regions,Full-Time Employment,0.64269,1763,2706,0.62463,0.66075
1992,30-45 y.,Urban regions,Regular Part-Time Employment,0.13390,333,2706,0.12107,0.14674
1992,30-45 y.,Urban regions,"Marginal, Irregular Part-Time Employment",0.01775,49,2706,0.01277,0.02273
1992,30-45 y.,Urban regions,Not Employed,0.20179,561,2706,0.18666,0.21691
1992,30-45 y.,Rural regions,Full-Time Employment,0.65662,1037,1473,0.63236,0.68088
1992,30-45 y.,Rural regions,Regular Part-Time Employment,0.13154,147,1473,0.11428,0.14881
1992,30-45 y.,Rural regions,Not Employed,0.19453,289,1473,0.17431,0.21475
1992,46-65 y.,Urban regions,Full-Time Employment,0.48557,1335,2651,0.46654,0.50460
1992,46-65 y.,Urban regions,Regular Part-Time Employment,0.08909,214,2651,0.07824,0.09994
1992,46-65 y.,Urban regions,"Marginal, Irregular Part-Time Employment",0.01627,36,2651,0.01145,0.02108
1992,46-65 y.,Urban regions,Not Employed,0.40866,1066,2651,0.38995,0.42738
1992,46-65 y.,Rural regions,Full-Time Employment,0.45616,652,1341,0.42949,0.48283
1992,46-65 y.,Rural regions,Regular Part-Time Employment,0.07360,90,1341,0.05962,0.08758
1992,46-65 y.,Rural regions,Not Employed,0.45667,599,1341,0.42999,0.48334
1992,66 and older,Urban regions,Not Employed,0.98359,908,908,0.97532,0.99186
1992,66 and older,Rural regions,Not Employed,0.98649,508,508,0.97644,0.99654
1993,17-29 y.,Urban regions,Full-Time Employment,0.45432,1049,2316,0.43404,0.47460
1993,17-29 y.,Urban regions,Regular Part-Time Employment,0.04026,94,2316,0.03225,0.04826
1993,17-29 y.,Urban regions,Vocational Training,0.12980,294,2316,0.11611,0.14349
1993,17-29 y.,Urban regions,"Marginal, Irregular Part-Time Employment",0.02160,42,2316,0.01567,0.02752
1993,17-29 y.,Urban regions,Not Employed,0.35354,837,2316,0.33407,0.37302
1993,17-29 y.,Rural regions,Full-Time Employment,0.45530,521,1150,0.42651,0.48410
1993,17-29 y.,Rural regions,Regular Part-Time Employment,0.04223,48,1150,0.03060,0.05386
1993,17-29 y.,Rural regions,Vocational Training,0.15701,186,1150,0.13598,0.17805
1993,17-29 y.,Rural regions,Not Employed,0.33010,395,1150,0.30291,0.35729
1993,30-45 y.,Urban regions,Full-Time Employment,0.64576,1764,2701,0.62772,0.66381
1993,30-45 y.,Urban regions,Regular Part-Time Employment,0.13384,339,2701,0.12100,0.14668
1993,30-45 y.,Urban regions,"Marginal, Irregular Part-Time Employment",0.01803,44,2701,0.01301,0.02305
1993,30-45 y.,Urban regions,Not Employed,0.19921,554,2701,0.18414,0.21427
1993,30-45 y.,Rural regions,Full-Time Employment,0.66085,1020,1445,0.63643,0.68527
1993,30-45 y.,Rural regions,Regular Part-Time Employment,0.12021,142,1445,0.10344,0.13699
1993,30-45 y.,Rural regions,Not Employed,0.18446,283,1445,0.16445,0.20446
1993,46-65 y.,Urban regions,Full-Time Employment,0.49093,1315,2614,0.47176,0.51010
1993,46-65 y.,Urban regions,Regular Part-Time Employment,0.08274,200,2614,0.07218,0.09330
1993,46-65 y.,Urban regions,"Marginal, Irregular Part-Time Employment",0.02276,46,2614,0.01704,0.02848
1993,46-65 y.,Urban regions,Not Employed,0.40282,1053,2614,0.38402,0.42163
1993,46-65 y.,Rural regions,Full-Time Employment,0.41442,584,1321,0.38784,0.44099
1993,46-65 y.,Rural regions,Regular Part-Time Employment,0.07823,88,1321,0.06375,0.09272
1993,46-65 y.,Rural regions,Not Employed,0.49591,649,1321,0.46894,0.52289
1993,66 and older,Urban regions,Not Employed,0.98334,923,923,0.97507,0.99160
1993,66 and older,Rural regions,Not Employed,0.98166,521,521,0.97012,0.99319
1994,17-29 y.,Urban regions,Full-Time Employment,0.44821,995,2236,0.42759,0.46882
1994,17-29 y.,Urban regions,Regular Part-Time Employment,0.03795,84,2236,0.03003,0.04587
1994,17-29 y.,Urban regions,Vocational Training,0.10259,233,2236,0.09001,0.11517
1994,17-29 y.,Urban regions,"Marginal, Irregular Part-Time Employment",0.01914,48,2236,0.01346,0.02482
1994,17-29 y.,Urban regions,Not Employed,0.39212,876,2236,0.37188,0.41236
1994,17-29 y.,Rural regions,Full-Time Employment,0.41479,464,1090,0.38553,0.44405
1994,17-29 y.,Rural regions,Regular Part-Time Employment,0.04908,47,1090,0.03625,0.06192
1994,17-29 y.,Rural regions,Vocational Training,0.16905,190,1090,0.14679,0.19131
1994,17-29 y.,Rural regions,Not Employed,0.34573,389,1090,0.31748,0.37397
1994,30-45 y.,Urban regions,Full-Time Employment,0.63270,1705,2676,0.61443,0.65097
1994,30-45 y.,Urban regions,Regular Part-Time Employment,0.12322,310,2676,0.11076,0.13567
1994,30-45 y.,Urban regions,"Marginal, Irregular Part-Time Employment",0.03076,73,2676,0.02422,0.03730
1994,30-45 y.,Urban regions,Not Employed,0.20735,588,2676,0.19199,0.22271
1994,30-45 y.,Rural regions,Full-Time Employment,0.63526,972,1443,0.61041,0.66010
1994,30-45 y.,Rural regions,Regular Part-Time Employment,0.11960,144,1443,0.10286,0.13635
1994,30-45 y.,Rural regions,"Marginal, Irregular Part-Time Employment",0.03495,31,1443,0.02547,0.04443
1994,30-45 y.,Rural regions,Not Employed,0.20369,296,1443,0.18290,0.22448
1994,46-65 y.,Urban regions,Full-Time Employment,0.47452,1235,2561,0.45518,0.49387
1994,46-65 y.,Urban regions,Regular Part-Time Employment,0.08481,207,2561,0.07402,0.09560
1994,46-65 y.,Urban regions,"Marginal, Irregular Part-Time Employment",0.02282,50,2561,0.01703,0.02860
1994,46-65 y.,Urban regions,Not Employed,0.41785,1069,2561,0.39874,0.43696
1994,46-65 y.,Rural regions,Full-Time Employment,0.42376,600,1316,0.39705,0.45047
1994,46-65 y.,Rural regions,Regular Part-Time Employment,0.06821,84,1316,0.05459,0.08184
1994,46-65 y.,Rural regions,Not Employed,0.49835,632,1316,0.47133,0.52538
1994,66 and older,Urban regions,Not Employed,0.98469,953,953,0.97690,0.99249
1994,66 and older,Rural regions,Not Employed,0.98442,514,514,0.97370,0.99514
1995,17-29 y.,Urban regions,Full-Time Employment,0.42079,951,2229,0.40029,0.44129
1995,17-29 y.,Urban regions,Regular Part-Time Employment,0.03383,84,2229,0.02633,0.04134
1995,17-29 y.,Urban regions,Vocational Training,0.10949,239,2229,0.09652,0.12246
1995,17-29 y.,Urban regions,"Marginal, Irregular Part-Time Employment",0.02962,63,2229,0.02258,0.03666
1995,17-29 y.,Urban regions,Not Employed,0.40520,892,2229,0.38481,0.42558
1995,17-29 y.,Rural regions,Full-Time Employment,0.43820,474,1106,0.40894,0.46746
1995,17-29 y.,Rural regions,Regular Part-Time Employment,0.05099,51,1106,0.03802,0.06396
1995,17-29 y.,Rural regions,Vocational Training,0.16874,195,1106,0.14665,0.19082
1995,17-29 y.,Rural regions,Not Employed,0.32461,386,1106,0.29700,0.35222
1995,30-45 y.,Urban regions,Full-Time Employment,0.62661,1798,2874,0.60893,0.64430
1995,30-45 y.,Urban regions,Regular Part-Time Employment,0.13074,358,2874,0.11842,0.14307
1995,30-45 y.,Urban regions,"Marginal, Irregular Part-Time Employment",0.02664,74,2874,0.02076,0.03253
1995,30-45 y.,Urban regions,Not Employed,0.21318,644,2874,0.19821,0.22816
1995,30-45 y.,Rural regions,Full-Time Employment,0.62896,1028,1551,0.60491,0.65301
1995,30-45 y.,Rural regions,Regular Part-Time Employment,0.12876,176,1551,0.11208,0.14543
1995,30-45 y.,Rural regions,"Marginal, Irregular Part-Time Employment",0.02648,32,1551,0.01848,0.03447
1995,30-45 y.,Rural regions,Not Employed,0.21297,315,1551,0.19259,0.23335
1995,46-65 y.,Urban regions,Full-Time Employment,0.46383,1239,2594,0.44464,0.48303
1995,46-65 y.,Urban regions,Regular Part-Time Employment,0.08509,214,2594,0.07435,0.09583
1995,46-65 y.,Urban regions,"Marginal, Irregular Part-Time Employment",0.03078,68,2594,0.02413,0.03742
1995,46-65 y.,Urban regions,Not Employed,0.41944,1073,2594,0.40045,0.43843
1995,46-65 y.,Rural regions,Full-Time Employment,0.42226,630,1344,0.39585,0.44868
1995,46-65 y.,Rural regions,Regular Part-Time Employment,0.06443,84,1344,0.05130,0.07756
1995,46-65 y.,Rural regions,Not Employed,0.48973,630,1344,0.46300,0.51647
1995,66 and older,Urban regions,Not Employed,0.97769,984,984,0.96846,0.98692
1995,66 and older,Rural regions,Not Employed,0.97933,506,506,0.96692,0.99174
1996,17-29 y.,Urban regions,Full-Time Employment,0.39864,848,2072,0.37755,0.41973
1996,17-29 y.,Urban regions,Regular Part-Time Employment,0.04728,100,2072,0.03814,0.05642
1996,17-29 y.,Urban regions,Vocational Training,0.11995,236,2072,0.10596,0.13395
1996,17-29 y.,Urban regions,"Marginal, Irregular Part-Time Employment",0.03140,56,2072,0.02388,0.03891
1996,17-29 y.,Urban regions,Not Employed,0.40273,832,2072,0.38161,0.42386
1996,17-29 y.,Rural regions,Full-Time Employment,0.42233,450,1071,0.39273,0.45193
1996,17-29 y.,Rural regions,Regular Part-Time Employment,0.06141,52,1071,0.04702,0.07579
1996,17-29 y.,Rural regions,Vocational Training,0.12627,169,1071,0.10637,0.14617
1996,17-29 y.,Rural regions,Not Employed,0.36399,400,1071,0.33516,0.39282
1996,30-45 y.,Urban regions,Full-Time Employment,0.63205,1814,2888,0.61446,0.64964
1996,30-45 y.,Urban regions,Regular Part-Time Employment,0.13457,381,2888,0.12212,0.14702
1996,30-45 y.,Urban regions,"Marginal, Irregular Part-Time Employment",0.02699,76,2888,0.02107,0.03290
1996,30-45 y.,Urban regions,Not Employed,0.20079,617,2888,0.18618,0.21541
1996,30-45 y.,Rural regions,Full-Time Employment,0.61502,988,1492,0.59032,0.63972
1996,30-45 y.,Rural regions,Regular Part-Time Employment,0.14242,176,1492,0.12468,0.16016
1996,30-45 y.,Rural regions,Not Employed,0.20983,328,1492,0.18917,0.23050
1996,46-65 y.,Urban regions,Full-Time Employment,0.45043,1155,2518,0.43100,0.46987
1996,46-65 y.,Urban regions,Regular Part-Time Employment,0.09530,234,2518,0.08383,0.10678
1996,46-65 y.,Urban regions,"Marginal, Irregular Part-Time Employment",0.02423,55,2518,0.01822,0.03023
1996,46-65 y.,Urban regions,Not Employed,0.42982,1074,2518,0.41048,0.44916
1996,46-65 y.,Rural regions,Full-Time Employment,0.42129,627,1360,0.39504,0.44755
1996,46-65 y.,Rural regions,Regular Part-Time Employment,0.07499,100,1360,0.06099,0.08900
1996,46-65 y.,Rural regions,Not Employed,0.48516,633,1360,0.45859,0.51173
1996,66 and older,Urban regions,Not Employed,0.97389,999,999,0.96400,0.98379
1996,66 and older,Rural regions,Not Employed,0.97867,510,510,0.96612,0.99122
1997,17-29 y.,Urban regions,Full-Time Employment,0.38990,784,1972,0.36836,0.41143
1997,17-29 y.,Urban regions,Regular Part-Time Employment,0.05117,86,1972,0.04144,0.06090
1997,17-29 y.,Urban regions,Vocational Training,0.12127,240,1972,0.10686,0.13569
1997,17-29 y.,Urban regions,"Marginal, Irregular Part-Time Employment",0.03277,55,1972,0.02491,0.04063
1997,17-29 y.,Urban regions,Not Employed,0.40384,807,1972,0.38218,0.42550
