year,age_gr,bula_h,pgemplst,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1984,30-45 y.,North Rhine-Westphalia,"Marginal, Irregular Part-Time Employment",0.04678,44,1092,0.03425,0.05932
1984,30-45 y.,North Rhine-Westphalia,Not Employed,0.29296,334,1092,0.26595,0.31997
1984,30-45 y.,Hesse,Full-Time Employment,0.64314,240,328,0.59122,0.69507
1984,30-45 y.,Hesse,Not Employed,0.20429,88,328,0.16059,0.24799
1984,30-45 y.,"Rhineland-Palatinate, Saarland",Full-Time Employment,0.59958,129,190,0.52972,0.66943
1984,30-45 y.,"Rhineland-Palatinate, Saarland",Not Employed,0.29317,61,190,0.22827,0.35807
1984,30-45 y.,Baden-Wuerttemberg,Full-Time Employment,0.61014,478,715,0.57437,0.64592
1984,30-45 y.,Baden-Wuerttemberg,Regular Part-Time Employment,0.09822,63,715,0.07639,0.12005
1984,30-45 y.,Baden-Wuerttemberg,Not Employed,0.24343,174,715,0.21195,0.27491
1984,30-45 y.,Bavaria,Full-Time Employment,0.60078,412,644,0.56293,0.63864
1984,30-45 y.,Bavaria,Regular Part-Time Employment,0.10605,69,644,0.08225,0.12985
1984,30-45 y.,Bavaria,Not Employed,0.24220,163,644,0.20909,0.27532
1984,30-45 y.,Berlin,Full-Time Employment,0.65197,91,91,0.55356,0.75039
1984,46-65 y.,Schleswig-Holstein,Full-Time Employment,0.45392,46,91,0.35105,0.55678
1984,46-65 y.,Schleswig-Holstein,Not Employed,0.42613,45,91,0.32396,0.52830
1984,46-65 y.,Hamburg,Full-Time Employment,0.44315,35,67,0.32330,0.56299
1984,46-65 y.,Hamburg,Not Employed,0.48271,32,67,0.36216,0.60327
1984,46-65 y.,Lower Saxony,Full-Time Employment,0.44859,170,327,0.39460,0.50258
1984,46-65 y.,Lower Saxony,Not Employed,0.46408,157,327,0.40995,0.51822
1984,46-65 y.,North Rhine-Westphalia,Full-Time Employment,0.44614,458,894,0.41354,0.47874
1984,46-65 y.,North Rhine-Westphalia,Regular Part-Time Employment,0.04612,37,894,0.03237,0.05988
1984,46-65 y.,North Rhine-Westphalia,Not Employed,0.48630,399,894,0.45352,0.51908
1984,46-65 y.,Hesse,Full-Time Employment,0.44187,196,387,0.39233,0.49142
1984,46-65 y.,Hesse,Regular Part-Time Employment,0.08953,33,387,0.06105,0.11802
1984,46-65 y.,Hesse,Not Employed,0.43856,158,387,0.38905,0.48806
1984,46-65 y.,"Rhineland-Palatinate, Saarland",Full-Time Employment,0.40448,125,264,0.34516,0.46380
1984,46-65 y.,"Rhineland-Palatinate, Saarland",Not Employed,0.52036,139,264,0.45998,0.58074
1984,46-65 y.,Baden-Wuerttemberg,Full-Time Employment,0.51094,362,633,0.47197,0.54991
1984,46-65 y.,Baden-Wuerttemberg,Regular Part-Time Employment,0.09673,51,633,0.07368,0.11977
1984,46-65 y.,Baden-Wuerttemberg,Not Employed,0.36719,220,633,0.32961,0.40478
1984,46-65 y.,Bavaria,Full-Time Employment,0.46545,313,594,0.42530,0.50560
1984,46-65 y.,Bavaria,Regular Part-Time Employment,0.06318,36,594,0.04360,0.08276
1984,46-65 y.,Bavaria,Not Employed,0.43333,245,594,0.39345,0.47322
1984,46-65 y.,Berlin,Full-Time Employment,0.55136,72,118,0.46124,0.64148
1984,46-65 y.,Berlin,Not Employed,0.39667,46,118,0.30802,0.48531
1984,66 and older,Schleswig-Holstein,Not Employed,0.93361,40,40,0.85547,1.01175
1984,66 and older,Hamburg,Not Employed,0.97877,45,45,0.93618,1.02136
1984,66 and older,Lower Saxony,Not Employed,0.98412,150,150,0.96404,1.00419
1984,66 and older,Bremen,Not Employed,0.95740,32,32,0.88631,1.02849
1984,66 and older,North Rhine-Westphalia,Not Employed,0.95454,268,268,0.92955,0.97952
1984,66 and older,Hesse,Not Employed,0.98441,100,100,0.96000,1.00881
1984,66 and older,"Rhineland-Palatinate, Saarland",Not Employed,0.97400,109,109,0.94399,1.00401
1984,66 and older,Baden-Wuerttemberg,Not Employed,0.96688,204,204,0.94227,0.99150
1984,66 and older,Bavaria,Not Employed,0.95985,224,224,0.93408,0.98562
1984,66 and older,Berlin,Not Employed,0.95880,45,45,0.90007,1.01753
1985,17-29 y.,Schleswig-Holstein,Full-Time Employment,0.37822,35,71,0.26462,0.49183
1985,17-29 y.,Schleswig-Holstein,Not Employed,0.42382,36,71,0.30806,0.53959
1985,17-29 y.,Lower Saxony,Full-Time Employment,0.36545,106,263,0.30714,0.42377
1985,17-29 y.,Lower Saxony,Not Employed,0.49688,157,263,0.43634,0.55742
1985,17-29 y.,North Rhine-Westphalia,Full-Time Employment,0.42994,361,833,0.39630,0.46358
1985,17-29 y.,North Rhine-Westphalia,Regular Part-Time Employment,0.03483,32,833,0.02237,0.04728
1985,17-29 y.,North Rhine-Westphalia,Vocational Training,0.08627,71,833,0.06719,0.10535
1985,17-29 y.,North Rhine-Westphalia,Not Employed,0.41480,369,833,0.38132,0.44828
1985,17-29 y.,Hesse,Full-Time Employment,0.46699,155,288,0.40927,0.52471
1985,17-29 y.,Hesse,Not Employed,0.37177,133,288,0.31586,0.42768
1985,17-29 y.,"Rhineland-Palatinate, Saarland",Full-Time Employment,0.52666,123,206,0.45831,0.59501
1985,17-29 y.,"Rhineland-Palatinate, Saarland",Not Employed,0.32285,83,206,0.25885,0.38686
1985,17-29 y.,Baden-Wuerttemberg,Full-Time Employment,0.51087,310,578,0.47008,0.55166
1985,17-29 y.,Baden-Wuerttemberg,Vocational Training,0.09999,60,578,0.07551,0.12447
1985,17-29 y.,Baden-Wuerttemberg,Not Employed,0.33066,208,578,0.29228,0.36905
1985,17-29 y.,Bavaria,Full-Time Employment,0.54181,277,488,0.49755,0.58606
1985,17-29 y.,Bavaria,Vocational Training,0.09127,44,488,0.06569,0.11685
1985,17-29 y.,Bavaria,Not Employed,0.29464,167,488,0.25415,0.33513
1985,17-29 y.,Berlin,Full-Time Employment,0.56667,45,83,0.45942,0.67393
1985,17-29 y.,Berlin,Not Employed,0.33458,38,83,0.23246,0.43671
1985,30-45 y.,Schleswig-Holstein,Full-Time Employment,0.58682,75,110,0.49438,0.67926
1985,30-45 y.,Schleswig-Holstein,Not Employed,0.26841,35,110,0.18522,0.35160
1985,30-45 y.,Hamburg,Full-Time Employment,0.71052,68,68,0.60193,0.81912
1985,30-45 y.,Lower Saxony,Full-Time Employment,0.57425,201,337,0.52138,0.62712
1985,30-45 y.,Lower Saxony,Regular Part-Time Employment,0.14564,45,337,0.10792,0.18336
1985,30-45 y.,Lower Saxony,Not Employed,0.24313,91,337,0.19727,0.28900
1985,30-45 y.,North Rhine-Westphalia,Full-Time Employment,0.58781,575,967,0.55677,0.61885
1985,30-45 y.,North Rhine-Westphalia,Regular Part-Time Employment,0.10643,98,967,0.08698,0.12588
1985,30-45 y.,North Rhine-Westphalia,Not Employed,0.27477,294,967,0.24662,0.30292
1985,30-45 y.,Hesse,Full-Time Employment,0.65426,219,300,0.60035,0.70817
1985,30-45 y.,Hesse,Not Employed,0.22120,81,300,0.17415,0.26825
1985,30-45 y.,"Rhineland-Palatinate, Saarland",Full-Time Employment,0.61006,104,152,0.53227,0.68786
1985,30-45 y.,"Rhineland-Palatinate, Saarland",Not Employed,0.27805,48,152,0.20659,0.34952
1985,30-45 y.,Baden-Wuerttemberg,Full-Time Employment,0.60399,406,627,0.56567,0.64230
1985,30-45 y.,Baden-Wuerttemberg,Regular Part-Time Employment,0.11655,59,627,0.09141,0.14168
1985,30-45 y.,Baden-Wuerttemberg,Not Employed,0.24183,162,627,0.20829,0.27537
1985,30-45 y.,Bavaria,Full-Time Employment,0.59734,378,589,0.55770,0.63698
1985,30-45 y.,Bavaria,Regular Part-Time Employment,0.13546,73,589,0.10779,0.16312
1985,30-45 y.,Bavaria,Not Employed,0.23501,138,589,0.20074,0.26929
1985,30-45 y.,Berlin,Full-Time Employment,0.61894,75,75,0.50829,0.72960
1985,46-65 y.,Schleswig-Holstein,Full-Time Employment,0.49427,49,89,0.38981,0.59874
1985,46-65 y.,Schleswig-Holstein,Not Employed,0.41498,40,89,0.31204,0.51793
1985,46-65 y.,Hamburg,Full-Time Employment,0.49023,38,38,0.32915,0.65131
1985,46-65 y.,Lower Saxony,Full-Time Employment,0.41412,144,292,0.35752,0.47071
1985,46-65 y.,Lower Saxony,Not Employed,0.47592,148,292,0.41853,0.53330
1985,46-65 y.,North Rhine-Westphalia,Full-Time Employment,0.43392,418,847,0.40052,0.46732
1985,46-65 y.,North Rhine-Westphalia,Regular Part-Time Employment,0.05968,49,847,0.04372,0.07564
1985,46-65 y.,North Rhine-Westphalia,Not Employed,0.49081,380,847,0.45712,0.52450
1985,46-65 y.,Hesse,Full-Time Employment,0.41099,176,364,0.36037,0.46160
1985,46-65 y.,Hesse,Regular Part-Time Employment,0.10694,33,364,0.07515,0.13873
1985,46-65 y.,Hesse,Not Employed,0.46141,155,364,0.41013,0.51270
1985,46-65 y.,"Rhineland-Palatinate, Saarland",Full-Time Employment,0.41212,117,245,0.35036,0.47389
1985,46-65 y.,"Rhineland-Palatinate, Saarland",Not Employed,0.50654,128,245,0.44381,0.56928
1985,46-65 y.,Baden-Wuerttemberg,Full-Time Employment,0.54861,353,595,0.50859,0.58863
1985,46-65 y.,Baden-Wuerttemberg,Regular Part-Time Employment,0.10779,52,595,0.08285,0.13273
1985,46-65 y.,Baden-Wuerttemberg,Not Employed,0.32862,190,595,0.29085,0.36640
1985,46-65 y.,Bavaria,Full-Time Employment,0.44945,278,548,0.40776,0.49113
1985,46-65 y.,Bavaria,Regular Part-Time Employment,0.08910,48,548,0.06523,0.11298
1985,46-65 y.,Bavaria,Not Employed,0.43624,222,548,0.39468,0.47780
1985,46-65 y.,Berlin,Full-Time Employment,0.53373,60,105,0.43785,0.62961
1985,46-65 y.,Berlin,Not Employed,0.41406,45,105,0.31939,0.50872
1985,66 and older,Schleswig-Holstein,Not Employed,0.98306,38,38,0.94148,1.02464
1985,66 and older,Hamburg,Not Employed,0.97512,43,43,0.92802,1.02223
1985,66 and older,Lower Saxony,Not Employed,0.98891,126,126,0.97055,1.00727
1985,66 and older,Bremen,Not Employed,0.95934,32,32,0.88981,1.02886
1985,66 and older,North Rhine-Westphalia,Not Employed,0.95910,235,235,0.93373,0.98448
1985,66 and older,Hesse,Not Employed,0.98301,92,92,0.95646,1.00956
1985,66 and older,"Rhineland-Palatinate, Saarland",Not Employed,0.97800,95,95,0.94834,1.00765
1985,66 and older,Baden-Wuerttemberg,Not Employed,0.95265,168,168,0.92044,0.98487
1985,66 and older,Bavaria,Not Employed,0.95035,194,194,0.91971,0.98100
1985,66 and older,Berlin,Not Employed,0.95076,36,36,0.87908,1.02244
1986,17-29 y.,Schleswig-Holstein,Full-Time Employment,0.50729,41,41,0.35235,0.66222
1986,17-29 y.,Lower Saxony,Full-Time Employment,0.37253,120,304,0.31809,0.42697
1986,17-29 y.,Lower Saxony,Vocational Training,0.14580,43,304,0.10606,0.18554
1986,17-29 y.,Lower Saxony,Not Employed,0.41044,141,304,0.35505,0.46582
1986,17-29 y.,North Rhine-Westphalia,Full-Time Employment,0.41121,329,779,0.37663,0.44579
1986,17-29 y.,North Rhine-Westphalia,Vocational Training,0.11260,86,779,0.09039,0.13481
1986,17-29 y.,North Rhine-Westphalia,Not Employed,0.42073,364,779,0.38604,0.45542
1986,17-29 y.,Hesse,Full-Time Employment,0.44092,130,282,0.38286,0.49897
1986,17-29 y.,Hesse,Vocational Training,0.14319,37,282,0.10224,0.18415
1986,17-29 y.,Hesse,Not Employed,0.31441,115,282,0.26012,0.36869
1986,17-29 y.,"Rhineland-Palatinate, Saarland",Full-Time Employment,0.54100,125,199,0.47159,0.61041
1986,17-29 y.,"Rhineland-Palatinate, Saarland",Not Employed,0.30796,74,199,0.24365,0.37226
1986,17-29 y.,Baden-Wuerttemberg,Full-Time Employment,0.52438,316,591,0.48408,0.56468
1986,17-29 y.,Baden-Wuerttemberg,Vocational Training,0.11988,74,591,0.09367,0.14609
1986,17-29 y.,Baden-Wuerttemberg,Not Employed,0.31292,201,591,0.27551,0.35034
1986,17-29 y.,Bavaria,Full-Time Employment,0.52028,244,460,0.47458,0.56599
1986,17-29 y.,Bavaria,Vocational Training,0.11114,57,460,0.08239,0.13990
1986,17-29 y.,Bavaria,Not Employed,0.31040,159,460,0.26808,0.35273
1986,17-29 y.,Berlin,Full-Time Employment,0.62740,51,51,0.49338,0.76142
1986,30-45 y.,Schleswig-Holstein,Full-Time Employment,0.58262,64,102,0.48644,0.67879
1986,30-45 y.,Schleswig-Holstein,Not Employed,0.30794,38,102,0.21791,0.39797
1986,30-45 y.,Hamburg,Full-Time Employment,0.70964,59,59,0.59282,0.82646
1986,30-45 y.,Lower Saxony,Full-Time Employment,0.59835,189,309,0.54360,0.65310
1986,30-45 y.,Lower Saxony,Regular Part-Time Employment,0.12744,39,309,0.09020,0.16468
1986,30-45 y.,Lower Saxony,Not Employed,0.23385,81,309,0.18658,0.28113
1986,30-45 y.,North Rhine-Westphalia,Full-Time Employment,0.57667,535,908,0.54451,0.60882
1986,30-45 y.,North Rhine-Westphalia,Regular Part-Time Employment,0.09533,81,908,0.07622,0.11445
1986,30-45 y.,North Rhine-Westphalia,Not Employed,0.29069,292,908,0.26114,0.32024
1986,30-45 y.,Hesse,Full-Time Employment,0.64619,204,285,0.59058,0.70180
1986,30-45 y.,Hesse,Not Employed,0.22659,81,285,0.17791,0.27528
1986,30-45 y.,"Rhineland-Palatinate, Saarland",Full-Time Employment,0.61386,111,165,0.53935,0.68838
1986,30-45 y.,"Rhineland-Palatinate, Saarland",Not Employed,0.30105,54,165,0.23084,0.37126
1986,30-45 y.,Baden-Wuerttemberg,Full-Time Employment,0.58460,371,585,0.54464,0.62457
1986,30-45 y.,Baden-Wuerttemberg,Regular Part-Time Employment,0.12199,64,585,0.09545,0.14854
1986,30-45 y.,Baden-Wuerttemberg,Not Employed,0.25577,150,585,0.22039,0.29116
1986,30-45 y.,Bavaria,Full-Time Employment,0.62632,356,539,0.58544,0.66720
1986,30-45 y.,Bavaria,Regular Part-Time Employment,0.10498,54,539,0.07907,0.13088
1986,30-45 y.,Bavaria,Not Employed,0.21418,129,539,0.17951,0.24884
1986,30-45 y.,Berlin,Full-Time Employment,0.67031,69,69,0.55857,0.78205
1986,46-65 y.,Schleswig-Holstein,Full-Time Employment,0.50247,45,81,0.39290,0.61204
1986,46-65 y.,Schleswig-Holstein,Not Employed,0.40136,36,81,0.29395,0.50878
1986,46-65 y.,Hamburg,Full-Time Employment,0.53054,36,36,0.36520,0.69588
1986,46-65 y.,Lower Saxony,Full-Time Employment,0.42439,154,308,0.36911,0.47968
1986,46-65 y.,Lower Saxony,Not Employed,0.48594,154,308,0.43003,0.54185
1986,46-65 y.,North Rhine-Westphalia,Full-Time Employment,0.42850,420,836,0.39494,0.46207
1986,46-65 y.,North Rhine-Westphalia,Regular Part-Time Employment,0.04775,38,836,0.03329,0.06222
1986,46-65 y.,North Rhine-Westphalia,Not Employed,0.49775,378,836,0.46384,0.53167
1986,46-65 y.,Hesse,Full-Time Employment,0.43404,163,293,0.37719,0.49089
1986,46-65 y.,Hesse,Not Employed,0.44271,130,293,0.38573,0.49968
1986,46-65 y.,"Rhineland-Palatinate, Saarland",Full-Time Employment,0.42346,117,241,0.36095,0.48598
1986,46-65 y.,"Rhineland-Palatinate, Saarland",Not Employed,0.49473,124,241,0.43147,0.55798
1986,46-65 y.,Baden-Wuerttemberg,Full-Time Employment,0.54363,357,590,0.50341,0.58386
1986,46-65 y.,Baden-Wuerttemberg,Regular Part-Time Employment,0.09007,43,590,0.06695,0.11319
1986,46-65 y.,Baden-Wuerttemberg,Not Employed,0.32778,190,590,0.28987,0.36569
1986,46-65 y.,Bavaria,Full-Time Employment,0.44511,264,513,0.40206,0.48816
1986,46-65 y.,Bavaria,Regular Part-Time Employment,0.08055,43,513,0.05697,0.10412
1986,46-65 y.,Bavaria,Not Employed,0.44106,206,513,0.39806,0.48407
1986,46-65 y.,Berlin,Full-Time Employment,0.56209,63,108,0.46809,0.65610
1986,46-65 y.,Berlin,Not Employed,0.36567,45,108,0.27442,0.45693
1986,66 and older,Hamburg,Not Employed,0.98212,40,40,0.94054,1.02371
1986,66 and older,Lower Saxony,Not Employed,0.99024,120,120,0.97257,1.00790
1986,66 and older,Bremen,Not Employed,0.95882,32,32,0.88887,1.02877
1986,66 and older,North Rhine-Westphalia,Not Employed,0.95693,224,224,0.93028,0.98358
1986,66 and older,"Rhineland-Palatinate, Saarland",Not Employed,0.97928,94,94,0.95032,1.00823
1986,66 and older,Baden-Wuerttemberg,Not Employed,0.97189,153,153,0.94561,0.99817
1986,66 and older,Bavaria,Not Employed,0.97224,182,182,0.94830,0.99617
1986,66 and older,Berlin,Not Employed,0.98159,35,35,0.93641,1.02678
1987,17-29 y.,Schleswig-Holstein,Full-Time Employment,0.45749,37,37,0.29475,0.62024
1987,17-29 y.,Lower Saxony,Full-Time Employment,0.36621,115,307,0.31223,0.42019
1987,17-29 y.,Lower Saxony,Vocational Training,0.18022,56,307,0.13715,0.22328
1987,17-29 y.,Lower Saxony,Not Employed,0.39601,136,307,0.34121,0.45081
1987,17-29 y.,North Rhine-Westphalia,Full-Time Employment,0.41607,314,766,0.38114,0.45100
1987,17-29 y.,North Rhine-Westphalia,Vocational Training,0.11966,99,766,0.09666,0.14266
1987,17-29 y.,North Rhine-Westphalia,Not Employed,0.39770,353,766,0.36302,0.43238
1987,17-29 y.,Hesse,Full-Time Employment,0.40431,128,286,0.34733,0.46129
1987,17-29 y.,Hesse,Vocational Training,0.15114,42,286,0.10956,0.19273
1987,17-29 y.,Hesse,Not Employed,0.32792,116,286,0.27342,0.38243
1987,17-29 y.,"Rhineland-Palatinate, Saarland",Full-Time Employment,0.50578,114,213,0.43848,0.57308
1987,17-29 y.,"Rhineland-Palatinate, Saarland",Vocational Training,0.13222,33,213,0.08662,0.17781
1987,17-29 y.,"Rhineland-Palatinate, Saarland",Not Employed,0.29897,66,213,0.23735,0.36060
1987,17-29 y.,Baden-Wuerttemberg,Full-Time Employment,0.49550,285,558,0.45398,0.53702
1987,17-29 y.,Baden-Wuerttemberg,Vocational Training,0.14512,83,558,0.11587,0.17437
1987,17-29 y.,Baden-Wuerttemberg,Not Employed,0.29805,190,558,0.26006,0.33604
1987,17-29 y.,Bavaria,Full-Time Employment,0.57353,257,465,0.52853,0.61853
1987,17-29 y.,Bavaria,Vocational Training,0.12057,73,465,0.09095,0.15020
1987,17-29 y.,Bavaria,Not Employed,0.24136,135,465,0.20242,0.28029
1987,17-29 y.,Berlin,Full-Time Employment,0.51696,41,73,0.40154,0.63239
1987,17-29 y.,Berlin,Not Employed,0.25864,32,73,0.15749,0.35979
1987,30-45 y.,Schleswig-Holstein,Full-Time Employment,0.53713,60,96,0.43686,0.63739
1987,30-45 y.,Schleswig-Holstein,Not Employed,0.31206,36,96,0.21889,0.40523
1987,30-45 y.,Hamburg,Full-Time Employment,0.64375,49,49,0.50827,0.77923
1987,30-45 y.,Lower Saxony,Full-Time Employment,0.61391,182,292,0.55797,0.66985
1987,30-45 y.,Lower Saxony,Regular Part-Time Employment,0.17565,48,292,0.13193,0.21937
1987,30-45 y.,Lower Saxony,Not Employed,0.18821,62,292,0.14329,0.23312
1987,30-45 y.,North Rhine-Westphalia,Full-Time Employment,0.61059,554,901,0.57873,0.64245
1987,30-45 y.,North Rhine-Westphalia,Regular Part-Time Employment,0.09775,81,901,0.07835,0.11715
1987,30-45 y.,North Rhine-Westphalia,Not Employed,0.26407,266,901,0.23527,0.29287
1987,30-45 y.,Hesse,Full-Time Employment,0.67262,211,280,0.61756,0.72769
1987,30-45 y.,Hesse,Not Employed,0.21017,69,280,0.16237,0.25798
1987,30-45 y.,"Rhineland-Palatinate, Saarland",Full-Time Employment,0.58365,102,159,0.50679,0.66052
1987,30-45 y.,"Rhineland-Palatinate, Saarland",Not Employed,0.31369,57,159,0.24134,0.38604
1987,30-45 y.,Baden-Wuerttemberg,Full-Time Employment,0.63441,380,578,0.59511,0.67370
1987,30-45 y.,Baden-Wuerttemberg,Regular Part-Time Employment,0.10437,54,578,0.07942,0.12932
1987,30-45 y.,Baden-Wuerttemberg,Not Employed,0.23071,144,578,0.19634,0.26509
1987,30-45 y.,Bavaria,Full-Time Employment,0.63800,344,511,0.59629,0.67971
1987,30-45 y.,Bavaria,Regular Part-Time Employment,0.10938,56,511,0.08230,0.13647
1987,30-45 y.,Bavaria,Not Employed,0.20874,111,511,0.17347,0.24401
1987,30-45 y.,Berlin,Full-Time Employment,0.71073,76,76,0.60811,0.81335
1987,46-65 y.,Schleswig-Holstein,Full-Time Employment,0.46576,46,82,0.35713,0.57440
1987,46-65 y.,Schleswig-Holstein,Not Employed,0.41206,36,82,0.30487,0.51925
1987,46-65 y.,Hamburg,Full-Time Employment,0.53461,36,36,0.36936,0.69986
1987,46-65 y.,Lower Saxony,Full-Time Employment,0.42566,161,315,0.37097,0.48035
1987,46-65 y.,Lower Saxony,Not Employed,0.46474,154,315,0.40958,0.51991
1987,46-65 y.,North Rhine-Westphalia,Full-Time Employment,0.43796,403,832,0.40422,0.47169
1987,46-65 y.,North Rhine-Westphalia,Regular Part-Time Employment,0.05844,49,832,0.04249,0.07439
1987,46-65 y.,North Rhine-Westphalia,Not Employed,0.48909,380,832,0.45510,0.52307
1987,46-65 y.,Hesse,Full-Time Employment,0.48510,172,286,0.42708,0.54313
1987,46-65 y.,Hesse,Not Employed,0.38530,114,286,0.32880,0.44180
1987,46-65 y.,"Rhineland-Palatinate, Saarland",Full-Time Employment,0.41367,116,245,0.35187,0.47547
1987,46-65 y.,"Rhineland-Palatinate, Saarland",Not Employed,0.49728,129,245,0.43455,0.56002
1987,46-65 y.,Baden-Wuerttemberg,Full-Time Employment,0.53358,350,607,0.49386,0.57330
1987,46-65 y.,Baden-Wuerttemberg,Regular Part-Time Employment,0.10766,54,607,0.08298,0.13233
1987,46-65 y.,Baden-Wuerttemberg,Not Employed,0.33948,203,607,0.30177,0.37718
1987,46-65 y.,Bavaria,Full-Time Employment,0.47953,264,495,0.43547,0.52358
1987,46-65 y.,Bavaria,Regular Part-Time Employment,0.09841,50,495,0.07214,0.12468
1987,46-65 y.,Bavaria,Not Employed,0.39181,181,495,0.34877,0.43486
1987,46-65 y.,Berlin,Full-Time Employment,0.61511,70,113,0.52500,0.70522
1987,46-65 y.,Berlin,Not Employed,0.34497,43,113,0.25693,0.43301
1987,66 and older,Schleswig-Holstein,Not Employed,0.98275,31,31,0.93617,1.02934
1987,66 and older,Hamburg,Not Employed,0.96972,36,36,0.91296,1.02649
1987,66 and older,Lower Saxony,Not Employed,0.97875,124,124,0.95327,1.00424
1987,66 and older,Bremen,Not Employed,0.94619,31,31,0.86544,1.02693
1987,66 and older,North Rhine-Westphalia,Not Employed,0.96603,233,233,0.94271,0.98934
1987,66 and older,"Rhineland-Palatinate, Saarland",Not Employed,0.98522,100,100,0.96145,1.00899
1987,66 and older,Baden-Wuerttemberg,Not Employed,0.93600,147,147,0.89630,0.97570
1987,66 and older,Bavaria,Not Employed,0.97892,184,184,0.95811,0.99974
1988,17-29 y.,Lower Saxony,Full-Time Employment,0.43255,131,293,0.37573,0.48938
1988,17-29 y.,Lower Saxony,Vocational Training,0.13665,45,293,0.09725,0.17605
1988,17-29 y.,Lower Saxony,Not Employed,0.35729,117,293,0.30233,0.41226
1988,17-29 y.,North Rhine-Westphalia,Full-Time Employment,0.39907,301,746,0.36390,0.43423
1988,17-29 y.,North Rhine-Westphalia,Vocational Training,0.13026,105,746,0.10609,0.15443
1988,17-29 y.,North Rhine-Westphalia,Not Employed,0.40945,340,746,0.37414,0.44476
1988,17-29 y.,Hesse,Full-Time Employment,0.44487,113,254,0.38363,0.50610
1988,17-29 y.,Hesse,Vocational Training,0.10374,37,254,0.06617,0.14132
1988,17-29 y.,Hesse,Not Employed,0.37136,104,254,0.31182,0.43090
1988,17-29 y.,"Rhineland-Palatinate, Saarland",Full-Time Employment,0.45581,101,205,0.38746,0.52416
1988,17-29 y.,"Rhineland-Palatinate, Saarland",Vocational Training,0.14739,32,205,0.09874,0.19603
1988,17-29 y.,"Rhineland-Palatinate, Saarland",Not Employed,0.31759,72,205,0.25370,0.38147
1988,17-29 y.,Baden-Wuerttemberg,Full-Time Employment,0.47460,271,553,0.43294,0.51625
1988,17-29 y.,Baden-Wuerttemberg,Vocational Training,0.15879,91,553,0.12830,0.18928
1988,17-29 y.,Baden-Wuerttemberg,Not Employed,0.31869,191,553,0.27981,0.35756
1988,17-29 y.,Bavaria,Full-Time Employment,0.53134,222,441,0.48471,0.57797
1988,17-29 y.,Bavaria,Vocational Training,0.13944,78,441,0.10707,0.17180
1988,17-29 y.,Bavaria,Not Employed,0.28243,141,441,0.24037,0.32450
1988,17-29 y.,Berlin,Full-Time Employment,0.56324,44,44,0.41500,0.71149
