year,quintil_oecd,pgemplst,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1985,2nd Quintile,"Marginal, Irregular Part-Time Employment",0.01862,45,2158,0.01292,0.02432
1985,2nd Quintile,Not Employed,0.44724,1055,2158,0.42626,0.46823
1985,3rd Quintile,Full-Time Employment,0.34700,1065,2206,0.32713,0.36687
1985,3rd Quintile,Regular Part-Time Employment,0.05580,154,2206,0.04622,0.06538
1985,3rd Quintile,Vocational Training,0.02691,68,2206,0.02015,0.03366
1985,3rd Quintile,"Marginal, Irregular Part-Time Employment",0.01836,53,2206,0.01276,0.02396
1985,3rd Quintile,Not Employed,0.39637,866,2206,0.37595,0.41679
1985,4th Quintile,Full-Time Employment,0.44450,1261,2230,0.42387,0.46513
1985,4th Quintile,Regular Part-Time Employment,0.06293,160,2230,0.05285,0.07302
1985,4th Quintile,Vocational Training,0.02089,58,2230,0.01495,0.02682
1985,4th Quintile,"Marginal, Irregular Part-Time Employment",0.01830,46,2230,0.01273,0.02386
1985,4th Quintile,Not Employed,0.32568,705,2230,0.30623,0.34514
1985,5th Quintile,Full-Time Employment,0.52552,1348,2147,0.50439,0.54664
1985,5th Quintile,Regular Part-Time Employment,0.08109,193,2147,0.06954,0.09264
1985,5th Quintile,"Marginal, Irregular Part-Time Employment",0.01320,33,2147,0.00837,0.01803
1985,5th Quintile,Not Employed,0.27318,573,2147,0.25433,0.29203
1986,1st Quintile,Full-Time Employment,0.15458,575,2071,0.13900,0.17015
1986,1st Quintile,Regular Part-Time Employment,0.02477,65,2071,0.01807,0.03146
1986,1st Quintile,Vocational Training,0.02697,76,2071,0.01999,0.03395
1986,1st Quintile,"Marginal, Irregular Part-Time Employment",0.02516,73,2071,0.01841,0.03190
1986,1st Quintile,Not Employed,0.55094,1282,2071,0.52951,0.57237
1986,2nd Quintile,Full-Time Employment,0.26068,831,2081,0.24181,0.27955
1986,2nd Quintile,Regular Part-Time Employment,0.04029,115,2081,0.03184,0.04874
1986,2nd Quintile,Vocational Training,0.02857,83,2081,0.02141,0.03573
1986,2nd Quintile,"Marginal, Irregular Part-Time Employment",0.01825,45,2081,0.01250,0.02400
1986,2nd Quintile,Not Employed,0.44427,1007,2081,0.42292,0.46563
1986,3rd Quintile,Full-Time Employment,0.35245,1024,2109,0.33205,0.37284
1986,3rd Quintile,Regular Part-Time Employment,0.05525,152,2109,0.04550,0.06500
1986,3rd Quintile,Vocational Training,0.03390,91,2109,0.02617,0.04162
1986,3rd Quintile,"Marginal, Irregular Part-Time Employment",0.02433,56,2109,0.01775,0.03091
1986,3rd Quintile,Not Employed,0.36489,786,2109,0.34434,0.38544
1986,4th Quintile,Full-Time Employment,0.45922,1274,2214,0.43846,0.47998
1986,4th Quintile,Regular Part-Time Employment,0.06406,155,2214,0.05386,0.07427
1986,4th Quintile,Vocational Training,0.02269,63,2214,0.01649,0.02890
1986,4th Quintile,"Marginal, Irregular Part-Time Employment",0.01692,42,2214,0.01155,0.02229
1986,4th Quintile,Not Employed,0.31487,680,2214,0.29552,0.33422
1986,5th Quintile,Full-Time Employment,0.52914,1292,2102,0.50780,0.55048
1986,5th Quintile,Regular Part-Time Employment,0.06744,154,2102,0.05672,0.07817
1986,5th Quintile,Vocational Training,0.01975,51,2102,0.01380,0.02570
1986,5th Quintile,"Marginal, Irregular Part-Time Employment",0.02111,50,2102,0.01496,0.02725
1986,5th Quintile,Not Employed,0.26659,555,2102,0.24768,0.28550
1987,1st Quintile,Full-Time Employment,0.14777,530,2028,0.13232,0.16322
1987,1st Quintile,Regular Part-Time Employment,0.03171,87,2028,0.02408,0.03934
1987,1st Quintile,Vocational Training,0.02692,83,2028,0.01988,0.03397
1987,1st Quintile,"Marginal, Irregular Part-Time Employment",0.02103,47,2028,0.01479,0.02728
1987,1st Quintile,Not Employed,0.55800,1281,2028,0.53638,0.57962
1987,2nd Quintile,Full-Time Employment,0.27393,849,2049,0.25461,0.29324
1987,2nd Quintile,Regular Part-Time Employment,0.04817,121,2049,0.03889,0.05744
1987,2nd Quintile,Vocational Training,0.03131,95,2049,0.02376,0.03885
1987,2nd Quintile,"Marginal, Irregular Part-Time Employment",0.01503,40,2049,0.00976,0.02029
1987,2nd Quintile,Not Employed,0.41881,944,2049,0.39744,0.44017
1987,3rd Quintile,Full-Time Employment,0.34770,999,2099,0.32732,0.36807
1987,3rd Quintile,Regular Part-Time Employment,0.05295,139,2099,0.04337,0.06253
1987,3rd Quintile,Vocational Training,0.03302,109,2099,0.02537,0.04067
1987,3rd Quintile,"Marginal, Irregular Part-Time Employment",0.02088,57,2099,0.01476,0.02700
1987,3rd Quintile,Not Employed,0.36784,795,2099,0.34720,0.38847
1987,4th Quintile,Full-Time Employment,0.45817,1232,2190,0.43730,0.47905
1987,4th Quintile,Regular Part-Time Employment,0.08014,188,2190,0.06877,0.09151
1987,4th Quintile,Vocational Training,0.02982,87,2190,0.02270,0.03695
1987,4th Quintile,"Marginal, Irregular Part-Time Employment",0.01712,38,2190,0.01168,0.02255
1987,4th Quintile,Not Employed,0.29512,645,2190,0.27601,0.31422
1987,5th Quintile,Full-Time Employment,0.54545,1318,2050,0.52389,0.56701
1987,5th Quintile,Regular Part-Time Employment,0.06724,152,2050,0.05640,0.07809
1987,5th Quintile,Vocational Training,0.02438,61,2050,0.01771,0.03106
1987,5th Quintile,Not Employed,0.24953,519,2050,0.23079,0.26827
1988,1st Quintile,Full-Time Employment,0.15291,528,1965,0.13699,0.16883
1988,1st Quintile,Regular Part-Time Employment,0.03230,87,1965,0.02448,0.04012
1988,1st Quintile,Vocational Training,0.02747,88,1965,0.02024,0.03470
1988,1st Quintile,"Marginal, Irregular Part-Time Employment",0.01951,50,1965,0.01339,0.02563
1988,1st Quintile,Not Employed,0.54465,1212,1965,0.52263,0.56668
1988,2nd Quintile,Full-Time Employment,0.24666,777,1984,0.22768,0.26563
1988,2nd Quintile,Regular Part-Time Employment,0.05142,135,1984,0.04170,0.06114
1988,2nd Quintile,Vocational Training,0.02899,105,1984,0.02160,0.03637
1988,2nd Quintile,"Marginal, Irregular Part-Time Employment",0.01878,47,1984,0.01280,0.02475
1988,2nd Quintile,Not Employed,0.44014,920,1984,0.41829,0.46199
1988,3rd Quintile,Full-Time Employment,0.35994,958,2008,0.33894,0.38094
1988,3rd Quintile,Regular Part-Time Employment,0.06064,151,2008,0.05020,0.07109
1988,3rd Quintile,Vocational Training,0.03827,113,2008,0.02987,0.04666
1988,3rd Quintile,"Marginal, Irregular Part-Time Employment",0.01997,42,2008,0.01385,0.02609
1988,3rd Quintile,Not Employed,0.35297,744,2008,0.33206,0.37388
1988,4th Quintile,Full-Time Employment,0.45047,1146,2046,0.42890,0.47203
1988,4th Quintile,Regular Part-Time Employment,0.07161,162,2046,0.06044,0.08279
1988,4th Quintile,Vocational Training,0.02483,77,2046,0.01809,0.03158
1988,4th Quintile,Not Employed,0.31153,661,2046,0.29146,0.33161
1988,5th Quintile,Full-Time Employment,0.56319,1237,1936,0.54109,0.58529
1988,5th Quintile,Regular Part-Time Employment,0.06843,144,1936,0.05718,0.07968
1988,5th Quintile,Vocational Training,0.01900,46,1936,0.01291,0.02508
1988,5th Quintile,"Marginal, Irregular Part-Time Employment",0.01796,41,1936,0.01204,0.02388
1988,5th Quintile,Not Employed,0.24069,468,1936,0.22164,0.25973
1989,1st Quintile,Full-Time Employment,0.15261,535,1920,0.13652,0.16870
1989,1st Quintile,Regular Part-Time Employment,0.03602,96,1920,0.02768,0.04436
1989,1st Quintile,Vocational Training,0.02920,88,1920,0.02167,0.03673
1989,1st Quintile,"Marginal, Irregular Part-Time Employment",0.01966,44,1920,0.01345,0.02587
1989,1st Quintile,Not Employed,0.54530,1157,1920,0.52302,0.56758
1989,2nd Quintile,Full-Time Employment,0.27149,809,1963,0.25181,0.29117
1989,2nd Quintile,Regular Part-Time Employment,0.05390,141,1963,0.04391,0.06390
1989,2nd Quintile,Vocational Training,0.02541,83,1963,0.01845,0.03238
1989,2nd Quintile,"Marginal, Irregular Part-Time Employment",0.01679,41,1963,0.01111,0.02248
1989,2nd Quintile,Not Employed,0.40933,889,1963,0.38757,0.43109
1989,3rd Quintile,Full-Time Employment,0.36464,934,1894,0.34296,0.38632
1989,3rd Quintile,Regular Part-Time Employment,0.06646,152,1894,0.05524,0.07768
1989,3rd Quintile,Vocational Training,0.03039,83,1894,0.02266,0.03812
1989,3rd Quintile,"Marginal, Irregular Part-Time Employment",0.01713,37,1894,0.01128,0.02298
1989,3rd Quintile,Not Employed,0.35146,688,1894,0.32996,0.37297
1989,4th Quintile,Full-Time Employment,0.46946,1164,2035,0.44777,0.49115
1989,4th Quintile,Regular Part-Time Employment,0.06218,138,2035,0.05168,0.07267
1989,4th Quintile,Vocational Training,0.03015,79,2035,0.02272,0.03758
1989,4th Quintile,"Marginal, Irregular Part-Time Employment",0.01497,35,2035,0.00969,0.02025
1989,4th Quintile,Not Employed,0.31465,619,2035,0.29447,0.33483
1989,5th Quintile,Full-Time Employment,0.54958,1172,1849,0.52690,0.57226
1989,5th Quintile,Regular Part-Time Employment,0.07431,146,1849,0.06235,0.08627
1989,5th Quintile,Vocational Training,0.01710,41,1849,0.01119,0.02301
1989,5th Quintile,"Marginal, Irregular Part-Time Employment",0.01599,39,1849,0.01027,0.02171
1989,5th Quintile,Not Employed,0.24528,451,1849,0.22567,0.26490
1990,1st Quintile,Full-Time Employment,0.16084,523,1885,0.14425,0.17743
1990,1st Quintile,Regular Part-Time Employment,0.04553,107,1885,0.03611,0.05494
1990,1st Quintile,Vocational Training,0.02910,80,1885,0.02151,0.03669
1990,1st Quintile,"Marginal, Irregular Part-Time Employment",0.01775,44,1885,0.01179,0.02371
1990,1st Quintile,Not Employed,0.52278,1131,1885,0.50022,0.54533
1990,2nd Quintile,Full-Time Employment,0.27509,772,1891,0.25495,0.29522
1990,2nd Quintile,Regular Part-Time Employment,0.06062,146,1891,0.04986,0.07138
1990,2nd Quintile,Vocational Training,0.03128,86,1891,0.02343,0.03913
1990,2nd Quintile,"Marginal, Irregular Part-Time Employment",0.01397,37,1891,0.00868,0.01927
1990,2nd Quintile,Not Employed,0.39820,850,1891,0.37613,0.42027
1990,3rd Quintile,Full-Time Employment,0.35434,926,1913,0.33290,0.37578
1990,3rd Quintile,Regular Part-Time Employment,0.06917,168,1913,0.05780,0.08055
1990,3rd Quintile,Vocational Training,0.03186,86,1913,0.02398,0.03973
1990,3rd Quintile,"Marginal, Irregular Part-Time Employment",0.01726,34,1913,0.01142,0.02310
1990,3rd Quintile,Not Employed,0.34867,699,1913,0.32731,0.37003
1990,4th Quintile,Full-Time Employment,0.48626,1129,1937,0.46399,0.50852
1990,4th Quintile,Regular Part-Time Employment,0.06850,142,1937,0.05725,0.07976
1990,4th Quintile,Vocational Training,0.02744,66,1937,0.02016,0.03471
1990,4th Quintile,"Marginal, Irregular Part-Time Employment",0.01710,35,1937,0.01133,0.02288
1990,4th Quintile,Not Employed,0.28894,565,1937,0.26875,0.30913
1990,5th Quintile,Full-Time Employment,0.54750,1156,1781,0.52437,0.57062
1990,5th Quintile,Regular Part-Time Employment,0.08157,159,1781,0.06886,0.09429
1990,5th Quintile,Not Employed,0.25382,466,1781,0.23360,0.27404
1991,1st Quintile,Full-Time Employment,0.15686,509,1840,0.14024,0.17348
1991,1st Quintile,Regular Part-Time Employment,0.04069,105,1840,0.03166,0.04972
1991,1st Quintile,Vocational Training,0.03829,106,1840,0.02952,0.04706
1991,1st Quintile,"Marginal, Irregular Part-Time Employment",0.01865,46,1840,0.01247,0.02483
1991,1st Quintile,Not Employed,0.52315,1074,1840,0.50032,0.54598
1991,2nd Quintile,Full-Time Employment,0.26740,773,1889,0.24743,0.28736
1991,2nd Quintile,Regular Part-Time Employment,0.06339,171,1889,0.05240,0.07438
1991,2nd Quintile,Vocational Training,0.02495,75,1889,0.01792,0.03199
1991,2nd Quintile,"Marginal, Irregular Part-Time Employment",0.02774,57,1889,0.02033,0.03515
1991,2nd Quintile,Not Employed,0.39545,813,1889,0.37340,0.41751
1991,3rd Quintile,Full-Time Employment,0.35409,918,1870,0.33241,0.37577
1991,3rd Quintile,Regular Part-Time Employment,0.07321,165,1870,0.06140,0.08502
1991,3rd Quintile,Vocational Training,0.03302,102,1870,0.02492,0.04112
1991,3rd Quintile,Not Employed,0.33494,685,1870,0.31354,0.35633
1991,4th Quintile,Full-Time Employment,0.46012,1105,1944,0.43796,0.48228
1991,4th Quintile,Regular Part-Time Employment,0.07335,147,1944,0.06176,0.08495
1991,4th Quintile,Vocational Training,0.02561,63,1944,0.01859,0.03264
1991,4th Quintile,"Marginal, Irregular Part-Time Employment",0.02690,56,1944,0.01971,0.03409
1991,4th Quintile,Not Employed,0.29268,573,1944,0.27244,0.31291
1991,5th Quintile,Full-Time Employment,0.55954,1175,1835,0.53682,0.58226
1991,5th Quintile,Regular Part-Time Employment,0.08124,162,1835,0.06874,0.09374
1991,5th Quintile,Vocational Training,0.01316,32,1835,0.00794,0.01837
1991,5th Quintile,"Marginal, Irregular Part-Time Employment",0.01699,38,1835,0.01108,0.02291
1991,5th Quintile,Not Employed,0.22600,428,1835,0.20686,0.24515
1992,1st Quintile,Full-Time Employment,0.17570,823,2761,0.16150,0.18990
1992,1st Quintile,Regular Part-Time Employment,0.03702,149,2761,0.02998,0.04407
1992,1st Quintile,Vocational Training,0.02519,111,2761,0.01935,0.03104
1992,1st Quintile,Not Employed,0.54444,1678,2761,0.52586,0.56303
1992,2nd Quintile,Full-Time Employment,0.29767,1342,2824,0.28080,0.31454
1992,2nd Quintile,Regular Part-Time Employment,0.04524,176,2824,0.03757,0.05290
1992,2nd Quintile,Vocational Training,0.02927,132,2824,0.02306,0.03549
1992,2nd Quintile,Not Employed,0.38346,1174,2824,0.36553,0.40140
1992,3rd Quintile,Full-Time Employment,0.35749,1353,2669,0.33931,0.37568
1992,3rd Quintile,Regular Part-Time Employment,0.06414,199,2669,0.05484,0.07343
1992,3rd Quintile,Vocational Training,0.02927,117,2669,0.02287,0.03567
1992,3rd Quintile,"Marginal, Irregular Part-Time Employment",0.01336,38,2669,0.00900,0.01772
1992,3rd Quintile,Not Employed,0.34487,962,2669,0.32683,0.36291
1992,4th Quintile,Full-Time Employment,0.44046,1474,2630,0.42149,0.45944
1992,4th Quintile,Regular Part-Time Employment,0.07771,219,2630,0.06748,0.08795
1992,4th Quintile,Vocational Training,0.02775,97,2630,0.02147,0.03403
1992,4th Quintile,"Marginal, Irregular Part-Time Employment",0.01396,39,2630,0.00948,0.01845
1992,4th Quintile,Not Employed,0.30380,801,2630,0.28621,0.32138
1992,5th Quintile,Full-Time Employment,0.54385,1511,2348,0.52370,0.56400
1992,5th Quintile,Regular Part-Time Employment,0.07809,199,2348,0.06723,0.08894
1992,5th Quintile,"Marginal, Irregular Part-Time Employment",0.02060,55,2348,0.01485,0.02634
1992,5th Quintile,Not Employed,0.24208,583,2348,0.22475,0.25941
1993,1st Quintile,Full-Time Employment,0.16173,701,2626,0.14764,0.17581
1993,1st Quintile,Regular Part-Time Employment,0.03378,114,2626,0.02687,0.04069
1993,1st Quintile,Vocational Training,0.02732,120,2626,0.02109,0.03356
1993,1st Quintile,"Marginal, Irregular Part-Time Employment",0.01335,32,2626,0.00896,0.01774
1993,1st Quintile,Not Employed,0.55037,1659,2626,0.53134,0.56940
1993,2nd Quintile,Full-Time Employment,0.26706,1171,2791,0.25064,0.28348
1993,2nd Quintile,Regular Part-Time Employment,0.05877,214,2791,0.05004,0.06750
1993,2nd Quintile,Vocational Training,0.03222,141,2791,0.02567,0.03877
1993,2nd Quintile,Not Employed,0.41008,1265,2791,0.39183,0.42833
1993,3rd Quintile,Full-Time Employment,0.35040,1367,2666,0.33229,0.36851
1993,3rd Quintile,Regular Part-Time Employment,0.05685,181,2666,0.04806,0.06564
1993,3rd Quintile,Vocational Training,0.03298,127,2666,0.02620,0.03976
1993,3rd Quintile,"Marginal, Irregular Part-Time Employment",0.01674,48,2666,0.01187,0.02161
1993,3rd Quintile,Not Employed,0.34120,943,2666,0.32320,0.35920
1993,4th Quintile,Full-Time Employment,0.45161,1499,2612,0.43252,0.47070
1993,4th Quintile,Regular Part-Time Employment,0.07265,212,2612,0.06269,0.08261
1993,4th Quintile,Vocational Training,0.02356,81,2612,0.01774,0.02937
1993,4th Quintile,"Marginal, Irregular Part-Time Employment",0.01565,42,2612,0.01089,0.02041
1993,4th Quintile,Not Employed,0.29482,778,2612,0.27733,0.31231
1993,5th Quintile,Full-Time Employment,0.55540,1522,2374,0.53541,0.57540
1993,5th Quintile,Regular Part-Time Employment,0.07779,197,2374,0.06701,0.08857
1993,5th Quintile,Vocational Training,0.01365,43,2374,0.00898,0.01832
1993,5th Quintile,"Marginal, Irregular Part-Time Employment",0.01578,43,2374,0.01077,0.02079
1993,5th Quintile,Not Employed,0.23207,569,2374,0.21509,0.24906
1994,1st Quintile,Full-Time Employment,0.14718,592,2512,0.13332,0.16103
1994,1st Quintile,Regular Part-Time Employment,0.03217,125,2512,0.02526,0.03907
1994,1st Quintile,Vocational Training,0.02942,125,2512,0.02281,0.03603
1994,1st Quintile,"Marginal, Irregular Part-Time Employment",0.01937,50,2512,0.01398,0.02477
1994,1st Quintile,Not Employed,0.54794,1620,2512,0.52847,0.56740
1994,2nd Quintile,Full-Time Employment,0.25457,1078,2699,0.23813,0.27101
1994,2nd Quintile,Regular Part-Time Employment,0.04970,176,2699,0.04150,0.05790
1994,2nd Quintile,Vocational Training,0.02783,115,2699,0.02163,0.03404
1994,2nd Quintile,"Marginal, Irregular Part-Time Employment",0.01319,44,2699,0.00888,0.01749
1994,2nd Quintile,Not Employed,0.42957,1286,2699,0.41089,0.44825
1994,3rd Quintile,Full-Time Employment,0.34571,1349,2707,0.32779,0.36363
1994,3rd Quintile,Regular Part-Time Employment,0.06577,215,2707,0.05643,0.07511
1994,3rd Quintile,Vocational Training,0.02586,109,2707,0.01988,0.03184
1994,3rd Quintile,"Marginal, Irregular Part-Time Employment",0.01513,48,2707,0.01053,0.01973
1994,3rd Quintile,Not Employed,0.35815,986,2707,0.34008,0.37621
1994,4th Quintile,Full-Time Employment,0.44798,1439,2544,0.42865,0.46730
1994,4th Quintile,Regular Part-Time Employment,0.06886,186,2544,0.05902,0.07870
1994,4th Quintile,Vocational Training,0.02121,77,2544,0.01561,0.02681
1994,4th Quintile,"Marginal, Irregular Part-Time Employment",0.01512,44,2544,0.01038,0.01986
1994,4th Quintile,Not Employed,0.29906,798,2544,0.28127,0.31686
1994,5th Quintile,Full-Time Employment,0.54227,1524,2376,0.52224,0.56231
1994,5th Quintile,Regular Part-Time Employment,0.07328,181,2376,0.06280,0.08376
1994,5th Quintile,"Marginal, Irregular Part-Time Employment",0.01983,50,2376,0.01422,0.02543
1994,5th Quintile,Not Employed,0.25514,621,2376,0.23760,0.27267
1995,1st Quintile,Full-Time Employment,0.16348,668,2545,0.14911,0.17785
1995,1st Quintile,Regular Part-Time Employment,0.03794,133,2545,0.03051,0.04536
1995,1st Quintile,Vocational Training,0.02637,109,2545,0.02014,0.03259
1995,1st Quintile,"Marginal, Irregular Part-Time Employment",0.02034,59,2545,0.01485,0.02582
1995,1st Quintile,Not Employed,0.50217,1576,2545,0.48274,0.52160
1995,2nd Quintile,Full-Time Employment,0.23945,1095,2867,0.22383,0.25507
1995,2nd Quintile,Regular Part-Time Employment,0.05547,206,2867,0.04709,0.06385
1995,2nd Quintile,Vocational Training,0.02421,117,2867,0.01859,0.02984
1995,2nd Quintile,"Marginal, Irregular Part-Time Employment",0.01892,70,2867,0.01393,0.02391
1995,2nd Quintile,Not Employed,0.44869,1379,2867,0.43048,0.46690
1995,3rd Quintile,Full-Time Employment,0.34337,1340,2715,0.32551,0.36124
1995,3rd Quintile,Regular Part-Time Employment,0.06024,217,2715,0.05129,0.06919
1995,3rd Quintile,Vocational Training,0.02243,102,2715,0.01686,0.02800
1995,3rd Quintile,"Marginal, Irregular Part-Time Employment",0.01949,64,2715,0.01429,0.02469
1995,3rd Quintile,Not Employed,0.36514,992,2715,0.34702,0.38325
1995,4th Quintile,Full-Time Employment,0.43324,1492,2674,0.41445,0.45202
1995,4th Quintile,Regular Part-Time Employment,0.07819,229,2674,0.06801,0.08837
1995,4th Quintile,Vocational Training,0.02336,87,2674,0.01764,0.02909
1995,4th Quintile,"Marginal, Irregular Part-Time Employment",0.01865,54,2674,0.01352,0.02378
1995,4th Quintile,Not Employed,0.30914,812,2674,0.29162,0.32666
1995,5th Quintile,Full-Time Employment,0.53088,1536,2478,0.51123,0.55054
1995,5th Quintile,Regular Part-Time Employment,0.06906,191,2478,0.05908,0.07905
1995,5th Quintile,Vocational Training,0.01197,39,2478,0.00769,0.01625
1995,5th Quintile,"Marginal, Irregular Part-Time Employment",0.01812,44,2478,0.01287,0.02337
1995,5th Quintile,Not Employed,0.26604,668,2478,0.24863,0.28344
1996,1st Quintile,Full-Time Employment,0.15880,641,2543,0.14459,0.17301
1996,1st Quintile,Regular Part-Time Employment,0.04954,160,2543,0.04110,0.05797
1996,1st Quintile,Vocational Training,0.03130,126,2543,0.02453,0.03807
1996,1st Quintile,"Marginal, Irregular Part-Time Employment",0.01967,61,2543,0.01427,0.02507
1996,1st Quintile,Not Employed,0.50495,1555,2543,0.48551,0.52439
1996,2nd Quintile,Full-Time Employment,0.24910,1068,2734,0.23289,0.26532
1996,2nd Quintile,Regular Part-Time Employment,0.05675,226,2734,0.04807,0.06542
1996,2nd Quintile,Vocational Training,0.02192,109,2734,0.01643,0.02741
1996,2nd Quintile,"Marginal, Irregular Part-Time Employment",0.01522,50,2734,0.01063,0.01981
1996,2nd Quintile,Not Employed,0.42940,1281,2734,0.41084,0.44795
1996,3rd Quintile,Full-Time Employment,0.33350,1251,2655,0.31556,0.35143
1996,3rd Quintile,Regular Part-Time Employment,0.07311,228,2655,0.06320,0.08301
1996,3rd Quintile,Vocational Training,0.02218,90,2655,0.01658,0.02779
1996,3rd Quintile,"Marginal, Irregular Part-Time Employment",0.02067,62,2655,0.01525,0.02608
1996,3rd Quintile,Not Employed,0.37747,1024,2655,0.35903,0.39591
1996,4th Quintile,Full-Time Employment,0.43042,1497,2709,0.41177,0.44907
1996,4th Quintile,Regular Part-Time Employment,0.07328,224,2709,0.06347,0.08310
1996,4th Quintile,Vocational Training,0.01655,69,2709,0.01175,0.02136
1996,4th Quintile,"Marginal, Irregular Part-Time Employment",0.01851,53,2709,0.01343,0.02358
1996,4th Quintile,Not Employed,0.31217,866,2709,0.29472,0.32962
1996,5th Quintile,Full-Time Employment,0.51109,1438,2400,0.49109,0.53109
1996,5th Quintile,Regular Part-Time Employment,0.08166,216,2400,0.07070,0.09262
1996,5th Quintile,Vocational Training,0.01060,40,2400,0.00650,0.01470
1996,5th Quintile,"Marginal, Irregular Part-Time Employment",0.01801,45,2400,0.01269,0.02333
1996,5th Quintile,Not Employed,0.27641,661,2400,0.25851,0.29431
1997,1st Quintile,Full-Time Employment,0.14335,559,2383,0.12928,0.15743
1997,1st Quintile,Regular Part-Time Employment,0.04769,141,2383,0.03913,0.05625
1997,1st Quintile,Vocational Training,0.02465,110,2383,0.01843,0.03088
1997,1st Quintile,"Marginal, Irregular Part-Time Employment",0.01525,49,2383,0.01033,0.02017
1997,1st Quintile,Not Employed,0.53382,1524,2383,0.51379,0.55385
1997,2nd Quintile,Full-Time Employment,0.24575,1050,2772,0.22972,0.26178
1997,2nd Quintile,Regular Part-Time Employment,0.06085,201,2772,0.05195,0.06975
1997,2nd Quintile,Vocational Training,0.02570,116,2772,0.01981,0.03159
1997,2nd Quintile,"Marginal, Irregular Part-Time Employment",0.01330,53,2772,0.00903,0.01756
1997,2nd Quintile,Not Employed,0.44314,1352,2772,0.42464,0.46163
1997,3rd Quintile,Full-Time Employment,0.30735,1154,2564,0.28949,0.32521
1997,3rd Quintile,Regular Part-Time Employment,0.06932,219,2564,0.05949,0.07916
1997,3rd Quintile,Vocational Training,0.02010,84,2564,0.01466,0.02553
1997,3rd Quintile,"Marginal, Irregular Part-Time Employment",0.02113,63,2564,0.01556,0.02670
1997,3rd Quintile,Not Employed,0.38975,1044,2564,0.37086,0.40863
1997,4th Quintile,Full-Time Employment,0.44912,1482,2666,0.43024,0.46801
1997,4th Quintile,Regular Part-Time Employment,0.07534,235,2666,0.06532,0.08536
1997,4th Quintile,Vocational Training,0.01811,77,2666,0.01305,0.02318
1997,4th Quintile,"Marginal, Irregular Part-Time Employment",0.01351,43,2666,0.00913,0.01789
1997,4th Quintile,Not Employed,0.30384,829,2666,0.28637,0.32130
1997,5th Quintile,Full-Time Employment,0.51464,1477,2442,0.49481,0.53447
1997,5th Quintile,Regular Part-Time Employment,0.07446,196,2442,0.06405,0.08488
1997,5th Quintile,Vocational Training,0.00946,36,2442,0.00562,0.01330
1997,5th Quintile,"Marginal, Irregular Part-Time Employment",0.01968,51,2442,0.01417,0.02520
