year,age_gr,pgemplst,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2000,30-45 y.,"Marginal, Irregular Part-Time Employment",0.03873,312,8132,0.03454,0.04293
2000,30-45 y.,Not Employed,0.18428,1630,8132,0.17585,0.19271
2000,46-65 y.,Full-Time Employment,0.43721,3344,7756,0.42617,0.44825
2000,46-65 y.,Regular Part-Time Employment,0.10768,808,7756,0.10078,0.11458
2000,46-65 y.,"Marginal, Irregular Part-Time Employment",0.03247,219,7756,0.02852,0.03641
2000,46-65 y.,Not Employed,0.42119,3385,7756,0.41020,0.43218
2000,66 and older,Full-Time Employment,0.00978,32,3570,0.00655,0.01301
2000,66 and older,"Marginal, Irregular Part-Time Employment",0.01030,32,3570,0.00699,0.01362
2000,66 and older,Not Employed,0.97157,3506,3570,0.96612,0.97702
2001,17-29 y.,Full-Time Employment,0.37226,1418,4088,0.35744,0.38709
2001,17-29 y.,Regular Part-Time Employment,0.04519,178,4088,0.03882,0.05155
2001,17-29 y.,Vocational Training,0.15115,643,4088,0.14017,0.16213
2001,17-29 y.,"Marginal, Irregular Part-Time Employment",0.05668,218,4088,0.04959,0.06377
2001,17-29 y.,Not Employed,0.37255,1631,4088,0.35773,0.38737
2001,30-45 y.,Full-Time Employment,0.63080,4499,7319,0.61975,0.64186
2001,30-45 y.,Regular Part-Time Employment,0.14481,1088,7319,0.13675,0.15288
2001,30-45 y.,Vocational Training,0.00417,31,7319,0.00270,0.00565
2001,30-45 y.,"Marginal, Irregular Part-Time Employment",0.03967,286,7319,0.03520,0.04414
2001,30-45 y.,Not Employed,0.17948,1415,7319,0.17069,0.18827
2001,46-65 y.,Full-Time Employment,0.43883,3113,7081,0.42727,0.45039
2001,46-65 y.,Regular Part-Time Employment,0.11312,771,7081,0.10574,0.12050
2001,46-65 y.,"Marginal, Irregular Part-Time Employment",0.02935,204,7081,0.02542,0.03328
2001,46-65 y.,Not Employed,0.41610,2993,7081,0.40462,0.42758
2001,66 and older,"Marginal, Irregular Part-Time Employment",0.01286,42,3350,0.00905,0.01668
2001,66 and older,Not Employed,0.97312,3308,3350,0.96764,0.97860
2002,17-29 y.,Full-Time Employment,0.33717,1303,4129,0.32275,0.35159
2002,17-29 y.,Regular Part-Time Employment,0.05095,192,4129,0.04424,0.05766
2002,17-29 y.,Vocational Training,0.15984,648,4129,0.14866,0.17102
2002,17-29 y.,"Marginal, Irregular Part-Time Employment",0.05047,225,4129,0.04380,0.05715
2002,17-29 y.,Not Employed,0.39823,1761,4129,0.38330,0.41317
2002,30-45 y.,Full-Time Employment,0.61047,4514,7402,0.59936,0.62158
2002,30-45 y.,Regular Part-Time Employment,0.14335,1148,7402,0.13537,0.15133
2002,30-45 y.,"Marginal, Irregular Part-Time Employment",0.04367,308,7402,0.03902,0.04833
2002,30-45 y.,Not Employed,0.19683,1432,7402,0.18777,0.20589
2002,46-65 y.,Full-Time Employment,0.43512,3697,7844,0.42414,0.44609
2002,46-65 y.,Regular Part-Time Employment,0.11372,905,7844,0.10670,0.12075
2002,46-65 y.,"Marginal, Irregular Part-Time Employment",0.03451,252,7844,0.03047,0.03855
2002,46-65 y.,Not Employed,0.41441,2990,7844,0.40351,0.42532
2002,66 and older,Full-Time Employment,0.00639,38,3591,0.00378,0.00900
2002,66 and older,Regular Part-Time Employment,0.00851,38,3591,0.00551,0.01152
2002,66 and older,"Marginal, Irregular Part-Time Employment",0.01091,43,3591,0.00751,0.01430
2002,66 and older,Not Employed,0.97419,3472,3591,0.96901,0.97938
2003,17-29 y.,Full-Time Employment,0.32857,1211,3994,0.31400,0.34314
2003,17-29 y.,Regular Part-Time Employment,0.05830,194,3994,0.05103,0.06557
2003,17-29 y.,Vocational Training,0.13442,570,3994,0.12384,0.14500
2003,17-29 y.,"Marginal, Irregular Part-Time Employment",0.05876,260,3994,0.05147,0.06605
2003,17-29 y.,Not Employed,0.41631,1759,3994,0.40102,0.43160
2003,30-45 y.,Full-Time Employment,0.59779,4098,6927,0.58624,0.60933
2003,30-45 y.,Regular Part-Time Employment,0.15223,1145,6927,0.14377,0.16069
2003,30-45 y.,Vocational Training,0.00525,32,6927,0.00355,0.00695
2003,30-45 y.,"Marginal, Irregular Part-Time Employment",0.04206,282,6927,0.03734,0.04679
2003,30-45 y.,Not Employed,0.20124,1370,6927,0.19180,0.21069
2003,46-65 y.,Full-Time Employment,0.43493,3508,7557,0.42375,0.44611
2003,46-65 y.,Regular Part-Time Employment,0.11104,895,7557,0.10396,0.11812
2003,46-65 y.,"Marginal, Irregular Part-Time Employment",0.03760,259,7557,0.03331,0.04189
2003,46-65 y.,Not Employed,0.41394,2895,7557,0.40283,0.42504
2003,66 and older,Full-Time Employment,0.00825,40,3650,0.00531,0.01118
2003,66 and older,Regular Part-Time Employment,0.00780,35,3650,0.00494,0.01065
2003,66 and older,"Marginal, Irregular Part-Time Employment",0.01548,54,3650,0.01148,0.01949
2003,66 and older,Not Employed,0.96847,3521,3650,0.96280,0.97414
2004,17-29 y.,Full-Time Employment,0.31724,1165,3947,0.30272,0.33176
2004,17-29 y.,Regular Part-Time Employment,0.05340,200,3947,0.04639,0.06042
2004,17-29 y.,Vocational Training,0.14315,558,3947,0.13222,0.15407
2004,17-29 y.,"Marginal, Irregular Part-Time Employment",0.05723,243,3947,0.04999,0.06448
2004,17-29 y.,Not Employed,0.42535,1781,3947,0.40992,0.44077
2004,30-45 y.,Full-Time Employment,0.59719,3864,6501,0.58527,0.60912
2004,30-45 y.,Regular Part-Time Employment,0.14882,1048,6501,0.14016,0.15747
2004,30-45 y.,"Marginal, Irregular Part-Time Employment",0.04692,312,6501,0.04178,0.05206
2004,30-45 y.,Not Employed,0.20234,1277,6501,0.19257,0.21210
2004,46-65 y.,Full-Time Employment,0.43860,3446,7355,0.42726,0.44994
2004,46-65 y.,Regular Part-Time Employment,0.11423,898,7355,0.10696,0.12150
2004,46-65 y.,"Marginal, Irregular Part-Time Employment",0.04374,296,7355,0.03906,0.04841
2004,46-65 y.,Not Employed,0.40184,2715,7355,0.39064,0.41305
2004,66 and older,Full-Time Employment,0.00818,43,3759,0.00530,0.01106
2004,66 and older,Regular Part-Time Employment,0.00848,40,3759,0.00555,0.01141
2004,66 and older,"Marginal, Irregular Part-Time Employment",0.01663,67,3759,0.01254,0.02072
2004,66 and older,Not Employed,0.96671,3609,3759,0.96097,0.97244
2005,17-29 y.,Full-Time Employment,0.30713,1100,3817,0.29249,0.32177
2005,17-29 y.,Regular Part-Time Employment,0.05388,180,3817,0.04671,0.06104
2005,17-29 y.,Vocational Training,0.13165,495,3817,0.12092,0.14238
2005,17-29 y.,"Marginal, Irregular Part-Time Employment",0.06300,261,3817,0.05529,0.07071
2005,17-29 y.,Not Employed,0.44093,1781,3817,0.42518,0.45668
2005,30-45 y.,Full-Time Employment,0.58982,3567,6058,0.57744,0.60221
2005,30-45 y.,Regular Part-Time Employment,0.15215,972,6058,0.14311,0.16120
2005,30-45 y.,"Marginal, Irregular Part-Time Employment",0.05191,323,6058,0.04632,0.05749
2005,30-45 y.,Not Employed,0.19958,1196,6058,0.18951,0.20965
2005,46-65 y.,Full-Time Employment,0.44553,3285,7008,0.43389,0.45717
2005,46-65 y.,Regular Part-Time Employment,0.11858,893,7008,0.11101,0.12615
2005,46-65 y.,"Marginal, Irregular Part-Time Employment",0.04961,310,7008,0.04452,0.05469
2005,46-65 y.,Not Employed,0.38426,2520,7008,0.37287,0.39565
2005,66 and older,Full-Time Employment,0.00743,32,3765,0.00469,0.01018
2005,66 and older,Regular Part-Time Employment,0.01088,47,3765,0.00757,0.01420
2005,66 and older,"Marginal, Irregular Part-Time Employment",0.01418,58,3765,0.01041,0.01796
2005,66 and older,Not Employed,0.96750,3628,3765,0.96184,0.97317
2006,17-29 y.,Full-Time Employment,0.31073,1129,3968,0.29633,0.32513
2006,17-29 y.,Regular Part-Time Employment,0.05106,189,3968,0.04421,0.05791
2006,17-29 y.,Vocational Training,0.12809,506,3968,0.11769,0.13849
2006,17-29 y.,"Marginal, Irregular Part-Time Employment",0.08172,357,3968,0.07320,0.09025
2006,17-29 y.,Not Employed,0.42239,1787,3968,0.40702,0.43776
2006,30-45 y.,Full-Time Employment,0.58342,3615,6260,0.57121,0.59564
2006,30-45 y.,Regular Part-Time Employment,0.15559,1063,6260,0.14661,0.16457
2006,30-45 y.,"Marginal, Irregular Part-Time Employment",0.05570,349,6260,0.05002,0.06138
2006,30-45 y.,Not Employed,0.20092,1233,6260,0.19099,0.21085
2006,46-65 y.,Full-Time Employment,0.45215,3517,7566,0.44094,0.46337
2006,46-65 y.,Regular Part-Time Employment,0.11676,1005,7566,0.10952,0.12399
2006,46-65 y.,"Marginal, Irregular Part-Time Employment",0.05117,356,7566,0.04621,0.05614
2006,46-65 y.,Not Employed,0.37761,2688,7566,0.36668,0.38853
