year,age_gr,migback,pgemplst,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1985,46-65 y.,Direct migration background,Regular Part-Time Employment,0.06823,36,859,0.05136,0.08510
1985,46-65 y.,Direct migration background,Not Employed,0.43121,290,859,0.39807,0.46435
1985,66 and older,No migration background,Not Employed,0.96381,1021,1021,0.95235,0.97527
1985,66 and older,Direct migration background,Not Employed,0.99893,36,36,0.98812,1.00974
1986,17-29 y.,No migration background,Full-Time Employment,0.46764,973,2133,0.44646,0.48882
1986,17-29 y.,No migration background,Regular Part-Time Employment,0.04216,90,2133,0.03363,0.05069
1986,17-29 y.,No migration background,Vocational Training,0.12401,254,2133,0.11002,0.13800
1986,17-29 y.,No migration background,"Marginal, Irregular Part-Time Employment",0.02075,47,2133,0.01470,0.02680
1986,17-29 y.,No migration background,Not Employed,0.34544,769,2133,0.32526,0.36563
1986,17-29 y.,Direct migration background,Full-Time Employment,0.47244,372,764,0.43701,0.50786
1986,17-29 y.,Direct migration background,Vocational Training,0.09349,73,764,0.07283,0.11415
1986,17-29 y.,Direct migration background,Not Employed,0.39070,319,764,0.35608,0.42532
1986,17-29 y.,Indirect migration background,Full-Time Employment,0.43882,39,89,0.33514,0.54251
1986,17-29 y.,Indirect migration background,Not Employed,0.37242,50,89,0.27141,0.47343
1986,30-45 y.,No migration background,Full-Time Employment,0.61034,1269,2143,0.58969,0.63100
1986,30-45 y.,No migration background,Regular Part-Time Employment,0.10277,232,2143,0.08991,0.11563
1986,30-45 y.,No migration background,"Marginal, Irregular Part-Time Employment",0.03792,90,2143,0.02983,0.04600
1986,30-45 y.,No migration background,Not Employed,0.24539,552,2143,0.22717,0.26362
1986,30-45 y.,Direct migration background,Full-Time Employment,0.57407,695,1080,0.54456,0.60357
1986,30-45 y.,Direct migration background,Regular Part-Time Employment,0.09800,72,1080,0.08026,0.11574
1986,30-45 y.,Direct migration background,Not Employed,0.29686,313,1080,0.26960,0.32413
1986,46-65 y.,No migration background,Full-Time Employment,0.44977,1080,2342,0.42961,0.46992
1986,46-65 y.,No migration background,Regular Part-Time Employment,0.07123,180,2342,0.06081,0.08165
1986,46-65 y.,No migration background,"Marginal, Irregular Part-Time Employment",0.02879,69,2342,0.02201,0.03556
1986,46-65 y.,No migration background,Not Employed,0.45003,1013,2342,0.42987,0.47018
1986,46-65 y.,Direct migration background,Full-Time Employment,0.52977,549,836,0.49592,0.56362
1986,46-65 y.,Direct migration background,Not Employed,0.40701,287,836,0.37369,0.44033
1986,66 and older,No migration background,Not Employed,0.97267,949,949,0.96229,0.98305
1987,17-29 y.,No migration background,Full-Time Employment,0.46447,907,2072,0.44299,0.48595
1987,17-29 y.,No migration background,Regular Part-Time Employment,0.04831,92,2072,0.03908,0.05755
1987,17-29 y.,No migration background,Vocational Training,0.14204,316,2072,0.12700,0.15707
1987,17-29 y.,No migration background,"Marginal, Irregular Part-Time Employment",0.02435,47,2072,0.01771,0.03099
1987,17-29 y.,No migration background,Not Employed,0.32022,710,2072,0.30012,0.34031
1987,17-29 y.,Direct migration background,Full-Time Employment,0.47781,367,753,0.44211,0.51351
1987,17-29 y.,Direct migration background,Vocational Training,0.10715,84,753,0.08504,0.12925
1987,17-29 y.,Direct migration background,Not Employed,0.36673,302,753,0.33229,0.40117
1987,17-29 y.,Indirect migration background,Full-Time Employment,0.39834,44,111,0.30686,0.48983
1987,17-29 y.,Indirect migration background,Not Employed,0.43806,67,111,0.34534,0.53078
1987,30-45 y.,No migration background,Full-Time Employment,0.62887,1278,2091,0.60816,0.64959
1987,30-45 y.,No migration background,Regular Part-Time Employment,0.11144,247,2091,0.09795,0.12493
1987,30-45 y.,No migration background,"Marginal, Irregular Part-Time Employment",0.02940,68,2091,0.02216,0.03664
1987,30-45 y.,No migration background,Not Employed,0.22751,498,2091,0.20954,0.24548
1987,30-45 y.,Direct migration background,Full-Time Employment,0.60516,685,1034,0.57535,0.63497
1987,30-45 y.,Direct migration background,Regular Part-Time Employment,0.08521,63,1034,0.06819,0.10224
1987,30-45 y.,Direct migration background,Not Employed,0.28145,286,1034,0.25403,0.30888
1987,46-65 y.,No migration background,Full-Time Employment,0.46348,1083,2283,0.44302,0.48394
1987,46-65 y.,No migration background,Regular Part-Time Employment,0.08546,203,2283,0.07399,0.09693
1987,46-65 y.,No migration background,"Marginal, Irregular Part-Time Employment",0.01973,42,2283,0.01403,0.02544
1987,46-65 y.,No migration background,Not Employed,0.42975,955,2283,0.40944,0.45007
1987,46-65 y.,Direct migration background,Full-Time Employment,0.51454,541,902,0.48191,0.54718
1987,46-65 y.,Direct migration background,Regular Part-Time Employment,0.06277,39,902,0.04694,0.07861
1987,46-65 y.,Direct migration background,Not Employed,0.41051,322,902,0.37839,0.44263
1987,66 and older,No migration background,Not Employed,0.97204,976,976,0.96169,0.98239
1987,66 and older,Direct migration background,Not Employed,0.97904,54,54,0.94047,1.01761
1988,17-29 y.,No migration background,Full-Time Employment,0.45534,821,1914,0.43302,0.47766
1988,17-29 y.,No migration background,Regular Part-Time Employment,0.03713,69,1914,0.02865,0.04560
1988,17-29 y.,No migration background,Vocational Training,0.14017,304,1914,0.12462,0.15573
1988,17-29 y.,No migration background,"Marginal, Irregular Part-Time Employment",0.02780,48,1914,0.02043,0.03517
1988,17-29 y.,No migration background,Not Employed,0.33874,672,1914,0.31754,0.35995
1988,17-29 y.,Direct migration background,Full-Time Employment,0.49908,364,730,0.46278,0.53537
1988,17-29 y.,Direct migration background,Vocational Training,0.09533,88,730,0.07401,0.11664
1988,17-29 y.,Direct migration background,Not Employed,0.35376,278,730,0.31905,0.38847
1988,17-29 y.,Indirect migration background,Full-Time Employment,0.31381,58,179,0.24564,0.38198
1988,17-29 y.,Indirect migration background,Vocational Training,0.14200,33,179,0.09072,0.19327
1988,17-29 y.,Indirect migration background,Not Employed,0.47886,88,179,0.40547,0.55224
1988,30-45 y.,No migration background,Full-Time Employment,0.63217,1225,1998,0.61102,0.65332
1988,30-45 y.,No migration background,Regular Part-Time Employment,0.11629,244,1998,0.10223,0.13035
1988,30-45 y.,No migration background,"Marginal, Irregular Part-Time Employment",0.02749,62,1998,0.02032,0.03466
1988,30-45 y.,No migration background,Not Employed,0.22269,467,1998,0.20444,0.24094
1988,30-45 y.,Direct migration background,Full-Time Employment,0.59895,588,919,0.56724,0.63065
1988,30-45 y.,Direct migration background,Regular Part-Time Employment,0.09065,75,919,0.07208,0.10922
1988,30-45 y.,Direct migration background,Not Employed,0.28601,256,919,0.25678,0.31524
1988,46-65 y.,No migration background,Full-Time Employment,0.47226,1055,2196,0.45137,0.49315
1988,46-65 y.,No migration background,Regular Part-Time Employment,0.09214,212,2196,0.08004,0.10424
1988,46-65 y.,No migration background,"Marginal, Irregular Part-Time Employment",0.01862,38,2196,0.01297,0.02428
1988,46-65 y.,No migration background,Not Employed,0.41698,891,2196,0.39635,0.43761
1988,46-65 y.,Direct migration background,Full-Time Employment,0.48978,511,893,0.45698,0.52259
1988,46-65 y.,Direct migration background,Regular Part-Time Employment,0.05465,38,893,0.03974,0.06957
1988,46-65 y.,Direct migration background,Not Employed,0.43427,344,893,0.40175,0.46680
1988,66 and older,No migration background,Not Employed,0.96860,936,936,0.95743,0.97978
1988,66 and older,Direct migration background,Not Employed,0.98356,62,62,0.95165,1.01547
1989,17-29 y.,No migration background,Full-Time Employment,0.47701,867,1865,0.45433,0.49968
1989,17-29 y.,No migration background,Regular Part-Time Employment,0.04987,88,1865,0.03999,0.05976
1989,17-29 y.,No migration background,Vocational Training,0.13666,272,1865,0.12107,0.15226
1989,17-29 y.,No migration background,"Marginal, Irregular Part-Time Employment",0.02188,38,1865,0.01523,0.02852
1989,17-29 y.,No migration background,Not Employed,0.31413,600,1865,0.29306,0.33520
1989,17-29 y.,Direct migration background,Full-Time Employment,0.48446,372,701,0.44744,0.52148
1989,17-29 y.,Direct migration background,Vocational Training,0.05553,63,701,0.03856,0.07249
1989,17-29 y.,Direct migration background,Not Employed,0.39218,266,701,0.35601,0.42834
1989,17-29 y.,Indirect migration background,Full-Time Employment,0.27315,71,216,0.21359,0.33271
1989,17-29 y.,Indirect migration background,Vocational Training,0.13350,35,216,0.08804,0.17897
1989,17-29 y.,Indirect migration background,Not Employed,0.54781,110,216,0.48128,0.61434
1989,30-45 y.,No migration background,Full-Time Employment,0.64574,1214,1944,0.62447,0.66701
1989,30-45 y.,No migration background,Regular Part-Time Employment,0.11704,241,1944,0.10275,0.13133
1989,30-45 y.,No migration background,"Marginal, Irregular Part-Time Employment",0.02659,59,1944,0.01944,0.03374
1989,30-45 y.,No migration background,Not Employed,0.20912,430,1944,0.19104,0.22721
1989,30-45 y.,Direct migration background,Full-Time Employment,0.63204,567,863,0.59985,0.66424
1989,30-45 y.,Direct migration background,Regular Part-Time Employment,0.08023,72,863,0.06210,0.09837
1989,30-45 y.,Direct migration background,Not Employed,0.26159,224,863,0.23225,0.29093
1989,46-65 y.,No migration background,Full-Time Employment,0.46721,989,2066,0.44569,0.48873
1989,46-65 y.,No migration background,Regular Part-Time Employment,0.08797,187,2066,0.07575,0.10019
1989,46-65 y.,No migration background,"Marginal, Irregular Part-Time Employment",0.02014,45,2066,0.01408,0.02620
1989,46-65 y.,No migration background,Not Employed,0.42467,845,2066,0.40336,0.44599
1989,46-65 y.,Direct migration background,Full-Time Employment,0.47788,510,892,0.44508,0.51067
1989,46-65 y.,Direct migration background,Regular Part-Time Employment,0.05860,35,892,0.04317,0.07402
1989,46-65 y.,Direct migration background,Not Employed,0.44613,347,892,0.41349,0.47877
1989,66 and older,No migration background,Not Employed,0.96829,904,904,0.95686,0.97972
1990,17-29 y.,No migration background,Full-Time Employment,0.51508,1534,2891,0.49686,0.53330
1990,17-29 y.,No migration background,Regular Part-Time Employment,0.04913,148,2891,0.04125,0.05701
1990,17-29 y.,No migration background,Vocational Training,0.12263,362,2891,0.11067,0.13459
1990,17-29 y.,No migration background,"Marginal, Irregular Part-Time Employment",0.01429,34,2891,0.00996,0.01862
1990,17-29 y.,No migration background,Not Employed,0.29780,813,2891,0.28113,0.31447
1990,17-29 y.,Direct migration background,Full-Time Employment,0.48280,353,670,0.44493,0.52067
1990,17-29 y.,Direct migration background,Vocational Training,0.08184,54,670,0.06106,0.10261
1990,17-29 y.,Direct migration background,Not Employed,0.36994,263,670,0.33335,0.40652
1990,17-29 y.,Indirect migration background,Full-Time Employment,0.27834,84,247,0.22234,0.33435
1990,17-29 y.,Indirect migration background,Vocational Training,0.16230,47,247,0.11623,0.20838
1990,17-29 y.,Indirect migration background,Not Employed,0.48438,116,247,0.42193,0.54683
1990,30-45 y.,No migration background,Full-Time Employment,0.68535,2450,3402,0.66974,0.70095
1990,30-45 y.,No migration background,Regular Part-Time Employment,0.13098,437,3402,0.11964,0.14232
1990,30-45 y.,No migration background,"Marginal, Irregular Part-Time Employment",0.02160,59,3402,0.01671,0.02649
1990,30-45 y.,No migration background,Not Employed,0.15787,456,3402,0.14561,0.17012
1990,30-45 y.,Direct migration background,Full-Time Employment,0.65685,591,862,0.62514,0.68856
1990,30-45 y.,Direct migration background,Regular Part-Time Employment,0.09104,67,862,0.07183,0.11026
1990,30-45 y.,Direct migration background,Not Employed,0.24315,204,862,0.21450,0.27181
1990,46-65 y.,No migration background,Full-Time Employment,0.51025,1781,3261,0.49308,0.52741
1990,46-65 y.,No migration background,Regular Part-Time Employment,0.09951,354,3261,0.08923,0.10979
1990,46-65 y.,No migration background,"Marginal, Irregular Part-Time Employment",0.01980,52,3261,0.01502,0.02458
1990,46-65 y.,No migration background,Not Employed,0.37044,1074,3261,0.35387,0.38702
1990,46-65 y.,Direct migration background,Full-Time Employment,0.50330,556,981,0.47199,0.53460
1990,46-65 y.,Direct migration background,Regular Part-Time Employment,0.08267,62,981,0.06543,0.09991
1990,46-65 y.,Direct migration background,Not Employed,0.40139,363,981,0.37070,0.43208
1990,66 and older,No migration background,Not Employed,0.97270,1305,1305,0.96385,0.98154
1991,17-29 y.,No migration background,Full-Time Employment,0.49830,1355,2715,0.47948,0.51711
1991,17-29 y.,No migration background,Regular Part-Time Employment,0.04515,124,2715,0.03734,0.05296
1991,17-29 y.,No migration background,Vocational Training,0.12480,353,2715,0.11237,0.13724
1991,17-29 y.,No migration background,"Marginal, Irregular Part-Time Employment",0.02381,54,2715,0.01808,0.02955
1991,17-29 y.,No migration background,Not Employed,0.30736,829,2715,0.29000,0.32472
1991,17-29 y.,Direct migration background,Full-Time Employment,0.47911,338,625,0.43991,0.51830
1991,17-29 y.,Direct migration background,Vocational Training,0.10386,58,625,0.07992,0.12780
1991,17-29 y.,Direct migration background,Not Employed,0.35377,229,625,0.31625,0.39128
1991,17-29 y.,Indirect migration background,Full-Time Employment,0.29664,96,295,0.24443,0.34886
1991,17-29 y.,Indirect migration background,Vocational Training,0.23321,73,295,0.18487,0.28155
1991,17-29 y.,Indirect migration background,Not Employed,0.38396,126,295,0.32837,0.43956
1991,30-45 y.,No migration background,Full-Time Employment,0.66656,2409,3435,0.65079,0.68233
1991,30-45 y.,No migration background,Regular Part-Time Employment,0.12658,393,3435,0.11546,0.13770
1991,30-45 y.,No migration background,"Marginal, Irregular Part-Time Employment",0.02630,70,3435,0.02094,0.03165
1991,30-45 y.,No migration background,Not Employed,0.17271,563,3435,0.16007,0.18535
1991,30-45 y.,Direct migration background,Full-Time Employment,0.66062,563,814,0.62807,0.69317
1991,30-45 y.,Direct migration background,Regular Part-Time Employment,0.07564,67,814,0.05747,0.09382
1991,30-45 y.,Direct migration background,Not Employed,0.23024,184,814,0.20130,0.25917
1991,46-65 y.,No migration background,Full-Time Employment,0.49678,1601,3121,0.47923,0.51432
1991,46-65 y.,No migration background,Regular Part-Time Employment,0.09059,277,3121,0.08052,0.10066
1991,46-65 y.,No migration background,"Marginal, Irregular Part-Time Employment",0.02053,58,3121,0.01555,0.02551
1991,46-65 y.,No migration background,Not Employed,0.39192,1185,3121,0.37479,0.40905
1991,46-65 y.,Direct migration background,Full-Time Employment,0.52666,569,993,0.49559,0.55773
1991,46-65 y.,Direct migration background,Regular Part-Time Employment,0.08209,62,993,0.06500,0.09917
1991,46-65 y.,Direct migration background,Not Employed,0.38102,362,993,0.35080,0.41125
1991,66 and older,No migration background,Not Employed,0.97715,1285,1285,0.96898,0.98533
1991,66 and older,Direct migration background,Not Employed,0.96114,117,117,0.92597,0.99631
1992,17-29 y.,No migration background,Full-Time Employment,0.48860,1232,2575,0.46929,0.50791
1992,17-29 y.,No migration background,Regular Part-Time Employment,0.03601,105,2575,0.02881,0.04321
1992,17-29 y.,No migration background,Vocational Training,0.11997,326,2575,0.10741,0.13252
1992,17-29 y.,No migration background,"Marginal, Irregular Part-Time Employment",0.02423,51,2575,0.01829,0.03016
1992,17-29 y.,No migration background,Not Employed,0.33100,861,2575,0.31282,0.34918
1992,17-29 y.,Direct migration background,Full-Time Employment,0.46072,315,592,0.42054,0.50091
1992,17-29 y.,Direct migration background,Vocational Training,0.12654,58,592,0.09974,0.15334
1992,17-29 y.,Direct migration background,Not Employed,0.34494,219,592,0.30661,0.38326
1992,17-29 y.,Indirect migration background,Full-Time Employment,0.24277,107,350,0.19779,0.28776
1992,17-29 y.,Indirect migration background,Vocational Training,0.23006,81,350,0.18590,0.27421
1992,17-29 y.,Indirect migration background,Not Employed,0.46963,162,350,0.41727,0.52199
1992,30-45 y.,No migration background,Full-Time Employment,0.65066,2320,3425,0.63469,0.66663
1992,30-45 y.,No migration background,Regular Part-Time Employment,0.13616,399,3425,0.12468,0.14765
1992,30-45 y.,No migration background,"Marginal, Irregular Part-Time Employment",0.01628,50,3425,0.01204,0.02051
1992,30-45 y.,No migration background,Not Employed,0.19196,656,3425,0.17877,0.20515
1992,30-45 y.,Direct migration background,Full-Time Employment,0.63421,511,780,0.60038,0.66803
1992,30-45 y.,Direct migration background,Regular Part-Time Employment,0.09478,75,780,0.07421,0.11534
1992,30-45 y.,Direct migration background,Not Employed,0.25674,194,780,0.22606,0.28742
1992,46-65 y.,No migration background,Full-Time Employment,0.47198,1459,3027,0.45419,0.48977
1992,46-65 y.,No migration background,Regular Part-Time Employment,0.08398,245,3027,0.07410,0.09386
1992,46-65 y.,No migration background,"Marginal, Irregular Part-Time Employment",0.01654,46,3027,0.01200,0.02109
1992,46-65 y.,No migration background,Not Employed,0.42717,1277,3027,0.40955,0.44480
1992,46-65 y.,Direct migration background,Full-Time Employment,0.50595,535,990,0.47479,0.53711
1992,46-65 y.,Direct migration background,Regular Part-Time Employment,0.07725,57,990,0.06061,0.09389
1992,46-65 y.,Direct migration background,Not Employed,0.40863,398,990,0.37799,0.43926
1992,66 and older,No migration background,Not Employed,0.98501,1289,1289,0.97837,0.99164
1992,66 and older,Direct migration background,Not Employed,0.97841,132,132,0.95352,1.00330
1993,17-29 y.,No migration background,Full-Time Employment,0.46549,1147,2478,0.44584,0.48513
1993,17-29 y.,No migration background,Regular Part-Time Employment,0.04241,106,2478,0.03447,0.05035
1993,17-29 y.,No migration background,Vocational Training,0.13182,324,2478,0.11849,0.14514
1993,17-29 y.,No migration background,"Marginal, Irregular Part-Time Employment",0.02070,49,2478,0.01510,0.02631
1993,17-29 y.,No migration background,Not Employed,0.33937,852,2478,0.32072,0.35801
1993,17-29 y.,Direct migration background,Full-Time Employment,0.50030,292,547,0.45836,0.54224
1993,17-29 y.,Direct migration background,Vocational Training,0.09698,46,547,0.07216,0.12181
1993,17-29 y.,Direct migration background,Not Employed,0.33993,209,547,0.30020,0.37966
1993,17-29 y.,Indirect migration background,Full-Time Employment,0.24673,131,412,0.20505,0.28841
1993,17-29 y.,Indirect migration background,Vocational Training,0.28756,110,412,0.24380,0.33132
1993,17-29 y.,Indirect migration background,Not Employed,0.44042,171,412,0.39243,0.48842
1993,30-45 y.,No migration background,Full-Time Employment,0.65279,2285,3382,0.63674,0.66884
1993,30-45 y.,No migration background,Regular Part-Time Employment,0.13470,402,3382,0.12319,0.14621
1993,30-45 y.,No migration background,"Marginal, Irregular Part-Time Employment",0.02121,58,3382,0.01635,0.02606
1993,30-45 y.,No migration background,Not Employed,0.18592,637,3382,0.17281,0.19903
1993,30-45 y.,Direct migration background,Full-Time Employment,0.64878,482,745,0.61448,0.68308
1993,30-45 y.,Direct migration background,Regular Part-Time Employment,0.08226,72,745,0.06252,0.10201
1993,30-45 y.,Direct migration background,Not Employed,0.25880,191,745,0.22733,0.29027
1993,46-65 y.,No migration background,Full-Time Employment,0.45866,1375,2952,0.44068,0.47664
1993,46-65 y.,No migration background,Regular Part-Time Employment,0.08253,231,2952,0.07260,0.09246
1993,46-65 y.,No migration background,"Marginal, Irregular Part-Time Employment",0.02156,56,2952,0.01632,0.02680
1993,46-65 y.,No migration background,Not Employed,0.43664,1290,2952,0.41875,0.45453
1993,46-65 y.,Direct migration background,Full-Time Employment,0.50799,519,984,0.47674,0.53925
1993,46-65 y.,Direct migration background,Regular Part-Time Employment,0.07322,55,984,0.05693,0.08950
1993,46-65 y.,Direct migration background,Not Employed,0.41285,410,984,0.38207,0.44363
1993,66 and older,No migration background,Not Employed,0.98309,1291,1291,0.97605,0.99012
1993,66 and older,Direct migration background,Not Employed,0.97879,151,151,0.95572,1.00185
1994,17-29 y.,No migration background,Full-Time Employment,0.45445,1081,2384,0.43446,0.47444
1994,17-29 y.,No migration background,Regular Part-Time Employment,0.04379,101,2384,0.03557,0.05201
1994,17-29 y.,No migration background,Vocational Training,0.12003,294,2384,0.10699,0.13308
1994,17-29 y.,No migration background,"Marginal, Irregular Part-Time Employment",0.02086,51,2384,0.01513,0.02660
1994,17-29 y.,No migration background,Not Employed,0.36086,857,2384,0.34158,0.38015
1994,17-29 y.,Direct migration background,Full-Time Employment,0.42774,238,495,0.38411,0.47137
1994,17-29 y.,Direct migration background,Vocational Training,0.07982,35,495,0.05592,0.10372
1994,17-29 y.,Direct migration background,Not Employed,0.43988,222,495,0.39610,0.48365
1994,17-29 y.,Indirect migration background,Full-Time Employment,0.27088,140,420,0.22833,0.31343
1994,17-29 y.,Indirect migration background,Vocational Training,0.21777,94,420,0.17825,0.25729
1994,17-29 y.,Indirect migration background,Not Employed,0.47468,186,420,0.42686,0.52249
1994,30-45 y.,No migration background,Full-Time Employment,0.63324,2206,3369,0.61696,0.64951
1994,30-45 y.,No migration background,Regular Part-Time Employment,0.12820,395,3369,0.11690,0.13949
1994,30-45 y.,No migration background,"Marginal, Irregular Part-Time Employment",0.03122,85,3369,0.02535,0.03710
1994,30-45 y.,No migration background,Not Employed,0.20139,683,3369,0.18784,0.21493
1994,30-45 y.,Direct migration background,Full-Time Employment,0.64185,447,693,0.60613,0.67757
1994,30-45 y.,Direct migration background,Regular Part-Time Employment,0.06553,54,693,0.04709,0.08396
1994,30-45 y.,Direct migration background,Not Employed,0.24937,192,693,0.21713,0.28160
1994,46-65 y.,No migration background,Full-Time Employment,0.46077,1370,2926,0.44271,0.47884
1994,46-65 y.,No migration background,Regular Part-Time Employment,0.07861,224,2926,0.06886,0.08837
1994,46-65 y.,No migration background,"Marginal, Irregular Part-Time Employment",0.01863,52,2926,0.01373,0.02354
1994,46-65 y.,No migration background,Not Employed,0.44179,1280,2926,0.42379,0.45978
1994,46-65 y.,Direct migration background,Full-Time Employment,0.44750,461,945,0.41578,0.47922
1994,46-65 y.,Direct migration background,Regular Part-Time Employment,0.08580,66,945,0.06794,0.10367
1994,46-65 y.,Direct migration background,Not Employed,0.45385,418,945,0.42209,0.48561
1994,66 and older,No migration background,Not Employed,0.98446,1297,1297,0.97772,0.99119
1994,66 and older,Direct migration background,Not Employed,0.98567,168,168,0.96764,1.00369
1995,17-29 y.,No migration background,Full-Time Employment,0.44930,1034,2309,0.42900,0.46959
1995,17-29 y.,No migration background,Regular Part-Time Employment,0.04071,99,2309,0.03265,0.04877
1995,17-29 y.,No migration background,Vocational Training,0.12760,302,2309,0.11399,0.14121
1995,17-29 y.,No migration background,"Marginal, Irregular Part-Time Employment",0.02230,50,2309,0.01627,0.02832
1995,17-29 y.,No migration background,Not Employed,0.35941,824,2309,0.33983,0.37898
1995,17-29 y.,Direct migration background,Full-Time Employment,0.37319,243,566,0.33331,0.41307
1995,17-29 y.,Direct migration background,Vocational Training,0.09052,48,566,0.06686,0.11418
1995,17-29 y.,Direct migration background,Not Employed,0.46198,275,566,0.42087,0.50309
1995,17-29 y.,Indirect migration background,Full-Time Employment,0.27344,148,411,0.23029,0.31658
1995,17-29 y.,Indirect migration background,Vocational Training,0.20697,84,411,0.16776,0.24619
1995,17-29 y.,Indirect migration background,Not Employed,0.44661,179,411,0.39849,0.49473
1995,30-45 y.,No migration background,Full-Time Employment,0.63635,2255,3456,0.62031,0.65239
1995,30-45 y.,No migration background,Regular Part-Time Employment,0.13557,440,3456,0.12415,0.14698
1995,30-45 y.,No migration background,"Marginal, Irregular Part-Time Employment",0.02717,84,3456,0.02175,0.03259
1995,30-45 y.,No migration background,Not Employed,0.19772,677,3456,0.18444,0.21100
1995,30-45 y.,Direct migration background,Full-Time Employment,0.58468,547,901,0.55249,0.61687
1995,30-45 y.,Direct migration background,Regular Part-Time Employment,0.09028,85,901,0.07155,0.10900
1995,30-45 y.,Direct migration background,Not Employed,0.30008,269,901,0.27014,0.33002
1995,46-65 y.,No migration background,Full-Time Employment,0.45611,1384,2910,0.43801,0.47421
1995,46-65 y.,No migration background,Regular Part-Time Employment,0.07988,234,2910,0.07002,0.08973
