year,migback,sampreg,plh0108,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1995,No migration background,East,Less important,0.30744,1111,3492,0.29213,0.32274
1995,No migration background,East,Unimportant,0.18085,504,3492,0.16808,0.19361
1995,Direct migration background,West,Very important,0.25015,236,977,0.22298,0.27732
1995,Direct migration background,West,Important,0.33661,358,977,0.30697,0.36626
1995,Direct migration background,West,Less important,0.27711,275,977,0.24903,0.30519
1995,Direct migration background,West,Unimportant,0.13612,108,977,0.11461,0.15764
1995,Direct migration background,East,Very important,0.20507,32,140,0.13795,0.27219
1995,Direct migration background,East,Important,0.25614,34,140,0.18357,0.32870
1995,Direct migration background,East,Less important,0.32257,43,140,0.24486,0.40028
1995,Direct migration background,East,Unimportant,0.21622,31,140,0.14778,0.28466
1995,Indirect migration background,West,Important,0.30669,40,83,0.20688,0.40650
1995,Indirect migration background,West,Less important,0.39841,43,83,0.29245,0.50438
2004,No migration background,West,Very important,0.23828,3362,13082,0.23098,0.24558
2004,No migration background,West,Important,0.32949,4642,13082,0.32144,0.33755
2004,No migration background,West,Less important,0.28357,3590,13082,0.27584,0.29129
2004,No migration background,West,Unimportant,0.14866,1488,13082,0.14257,0.15476
2004,No migration background,East,Very important,0.18105,1026,5031,0.17041,0.19170
2004,No migration background,East,Important,0.25201,1443,5031,0.24001,0.26400
2004,No migration background,East,Less important,0.32810,1593,5031,0.31513,0.34108
2004,No migration background,East,Unimportant,0.23884,969,5031,0.22705,0.25062
2004,Direct migration background,West,Very important,0.24332,584,2410,0.22618,0.26045
2004,Direct migration background,West,Important,0.32121,845,2410,0.30256,0.33985
2004,Direct migration background,West,Less important,0.28525,682,2410,0.26722,0.30328
2004,Direct migration background,West,Unimportant,0.15023,299,2410,0.13596,0.16450
2004,Direct migration background,East,Unimportant,0.31084,31,31,0.14522,0.47647
2004,Indirect migration background,West,Very important,0.21716,168,755,0.18773,0.24659
2004,Indirect migration background,West,Important,0.33111,276,755,0.29752,0.36470
2004,Indirect migration background,West,Less important,0.36373,249,755,0.32939,0.39807
2004,Indirect migration background,West,Unimportant,0.08800,62,755,0.06778,0.10823
2008,No migration background,West,Very important,0.19262,2555,11910,0.18554,0.19970
2008,No migration background,West,Important,0.34103,4391,11910,0.33252,0.34955
2008,No migration background,West,Less important,0.30754,3445,11910,0.29925,0.31583
2008,No migration background,West,Unimportant,0.15881,1519,11910,0.15225,0.16538
2008,No migration background,East,Very important,0.15320,818,4610,0.14280,0.16360
2008,No migration background,East,Important,0.24658,1289,4610,0.23413,0.25902
2008,No migration background,East,Less important,0.32511,1487,4610,0.31159,0.33863
2008,No migration background,East,Unimportant,0.27511,1016,4610,0.26222,0.28800
2008,Direct migration background,West,Very important,0.18485,368,1809,0.16696,0.20275
2008,Direct migration background,West,Important,0.31293,598,1809,0.29156,0.33431
2008,Direct migration background,West,Less important,0.31772,540,1809,0.29626,0.33918
2008,Direct migration background,West,Unimportant,0.18449,303,1809,0.16661,0.20237
2008,Direct migration background,East,Less important,0.44753,32,32,0.27249,0.62258
2008,Indirect migration background,West,Very important,0.21085,160,721,0.18105,0.24064
2008,Indirect migration background,West,Important,0.36233,267,721,0.32722,0.39744
2008,Indirect migration background,West,Less important,0.33327,228,721,0.29884,0.36771
2008,Indirect migration background,West,Unimportant,0.09355,66,721,0.07228,0.11482
2012,No migration background,West,Very important,0.18363,3392,17199,0.17785,0.18942
2012,No migration background,West,Important,0.35171,6370,17199,0.34457,0.35885
2012,No migration background,West,Less important,0.30125,5119,17199,0.29440,0.30811
2012,No migration background,West,Unimportant,0.16340,2318,17199,0.15788,0.16893
2012,No migration background,East,Very important,0.15412,1075,5889,0.14489,0.16334
2012,No migration background,East,Important,0.26800,1651,5889,0.25669,0.27931
2012,No migration background,East,Less important,0.29524,1806,5889,0.28358,0.30689
2012,No migration background,East,Unimportant,0.28265,1357,5889,0.27115,0.29415
2012,Direct migration background,West,Very important,0.23820,791,3003,0.22297,0.25344
2012,Direct migration background,West,Important,0.32452,1071,3003,0.30777,0.34126
2012,Direct migration background,West,Less important,0.27415,747,3003,0.25819,0.29010
2012,Direct migration background,West,Unimportant,0.16313,394,3003,0.14992,0.17635
2012,Direct migration background,East,Important,0.25210,60,148,0.18190,0.32229
2012,Direct migration background,East,Less important,0.28965,46,148,0.21632,0.36298
2012,Direct migration background,East,Unimportant,0.33582,42,148,0.25948,0.41217
2012,Indirect migration background,West,Very important,0.23114,263,1125,0.20649,0.25579
2012,Indirect migration background,West,Important,0.36916,391,1125,0.34095,0.39737
2012,Indirect migration background,West,Less important,0.28338,352,1125,0.25704,0.30973
2012,Indirect migration background,West,Unimportant,0.11632,119,1125,0.09758,0.13506
2012,Indirect migration background,East,Less important,0.47841,31,31,0.29965,0.65716
2016,No migration background,West,Very important,0.19330,2592,13126,0.18654,0.20005
2016,No migration background,West,Important,0.35780,4880,13126,0.34960,0.36600
2016,No migration background,West,Less important,0.28953,3771,13126,0.28177,0.29729
2016,No migration background,West,Unimportant,0.15937,1883,13126,0.15311,0.16563
2016,No migration background,East,Very important,0.15724,796,4535,0.14665,0.16784
2016,No migration background,East,Important,0.26955,1343,4535,0.25664,0.28247
2016,No migration background,East,Less important,0.29507,1298,4535,0.28180,0.30835
2016,No migration background,East,Unimportant,0.27813,1098,4535,0.26509,0.29117
2016,Direct migration background,West,Very important,0.24799,1271,4622,0.23554,0.26044
2016,Direct migration background,West,Important,0.34558,1697,4622,0.33187,0.35929
2016,Direct migration background,West,Less important,0.26157,1135,4622,0.24890,0.27424
2016,Direct migration background,West,Unimportant,0.14486,519,4622,0.13471,0.15501
2016,Direct migration background,East,Very important,0.21797,85,376,0.17618,0.25975
2016,Direct migration background,East,Important,0.22446,115,376,0.18223,0.26668
2016,Direct migration background,East,Less important,0.33608,109,376,0.28827,0.38389
2016,Direct migration background,East,Unimportant,0.22150,67,376,0.17947,0.26353
2016,Indirect migration background,West,Very important,0.19633,332,1376,0.17533,0.21732
2016,Indirect migration background,West,Important,0.34673,462,1376,0.32158,0.37189
2016,Indirect migration background,West,Less important,0.35814,463,1376,0.33280,0.38348
2016,Indirect migration background,West,Unimportant,0.09880,119,1376,0.08303,0.11457
2016,Indirect migration background,East,Less important,0.50350,41,41,0.34855,0.65845
2021,No migration background,West,Very important,0.19191,1964,9843,0.18413,0.19969
2021,No migration background,West,Important,0.34987,3563,9843,0.34045,0.35929
2021,No migration background,West,Less important,0.30056,2925,9843,0.29150,0.30962
2021,No migration background,West,Unimportant,0.15766,1391,9843,0.15046,0.16486
2021,No migration background,East,Very important,0.18800,612,3238,0.17454,0.20146
2021,No migration background,East,Important,0.29698,970,3238,0.28124,0.31272
2021,No migration background,East,Less important,0.29128,947,3238,0.27563,0.30693
2021,No migration background,East,Unimportant,0.22374,709,3238,0.20939,0.23810
2021,Direct migration background,West,Very important,0.24478,808,2816,0.22889,0.26066
2021,Direct migration background,West,Important,0.33565,1006,2816,0.31821,0.35310
2021,Direct migration background,West,Less important,0.31198,739,2816,0.29486,0.32910
2021,Direct migration background,West,Unimportant,0.10759,263,2816,0.09615,0.11904
2021,Direct migration background,East,Very important,0.16830,56,277,0.12416,0.21243
2021,Direct migration background,East,Important,0.33873,91,277,0.28289,0.39456
2021,Direct migration background,East,Less important,0.29966,86,277,0.24562,0.35371
2021,Direct migration background,East,Unimportant,0.19331,44,277,0.14672,0.23990
2021,Indirect migration background,West,Very important,0.17867,157,844,0.15281,0.20453
2021,Indirect migration background,West,Important,0.34059,274,844,0.30860,0.37258
2021,Indirect migration background,West,Less important,0.32438,301,844,0.29278,0.35599
2021,Indirect migration background,West,Unimportant,0.15635,112,844,0.13184,0.18087
2021,Indirect migration background,East,Less important,0.59987,38,38,0.44200,0.75773
