"plh0108","year","bildungsniveau","migback","n","percent","lower_confidence_percent","upper_confidence_percent"
"Weniger wichtig","1990","(Fach-)Abitur","kein Migrationshintergrund","221","0.429512492769999","0.386925656162134","0.472099329377864"
"Weniger wichtig","1990","(Fach-)Abitur","direkter Migrationshintergrund","14","","",""
"Weniger wichtig","1990","(Fach-)Abitur","indirekter Migrationshintergrund","3","","",""
"Weniger wichtig","1990","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Weniger wichtig","1990","AkademikerIn","kein Migrationshintergrund","176","0.29941041738543","0.26285474925508","0.33596608551578"
"Weniger wichtig","1990","AkademikerIn","direkter Migrationshintergrund","12","","",""
"Weniger wichtig","1990","AkademikerIn","indirekter Migrationshintergrund","1","","",""
"Weniger wichtig","1990","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ganz unwichtig","1990","(noch) kein Abschluss","kein Migrationshintergrund","21","","",""
"Ganz unwichtig","1990","(noch) kein Abschluss","direkter Migrationshintergrund","2","","",""
"Ganz unwichtig","1990","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"Ganz unwichtig","1990","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ganz unwichtig","1990","Hauptschule","kein Migrationshintergrund","587","0.185795527421481","0.173427574777488","0.198163480065473"
"Ganz unwichtig","1990","Hauptschule","direkter Migrationshintergrund","36","0.167296035864932","0.121121836737323","0.213470234992541"
"Ganz unwichtig","1990","Hauptschule","indirekter Migrationshintergrund","4","","",""
"Ganz unwichtig","1990","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ganz unwichtig","1990","Realschule","kein Migrationshintergrund","209","0.180707919824169","0.16070901265481","0.200706826993528"
"Ganz unwichtig","1990","Realschule","direkter Migrationshintergrund","8","","",""
"Ganz unwichtig","1990","Realschule","indirekter Migrationshintergrund","","","",""
"Ganz unwichtig","1990","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ganz unwichtig","1990","(Fach-)Abitur","kein Migrationshintergrund","77","0.168700257954173","0.136482070183636","0.20091844572471"
"Ganz unwichtig","1990","(Fach-)Abitur","direkter Migrationshintergrund","6","","",""
"Ganz unwichtig","1990","(Fach-)Abitur","indirekter Migrationshintergrund","2","","",""
"Ganz unwichtig","1990","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ganz unwichtig","1990","AkademikerIn","kein Migrationshintergrund","73","0.139365031675505","0.11172262590585","0.16700743744516"
"Ganz unwichtig","1990","AkademikerIn","direkter Migrationshintergrund","4","","",""
"Ganz unwichtig","1990","AkademikerIn","indirekter Migrationshintergrund","1","","",""
"Ganz unwichtig","1990","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Sehr wichtig","1991","(noch) kein Abschluss","kein Migrationshintergrund","","","",""
"Sehr wichtig","1991","(noch) kein Abschluss","direkter Migrationshintergrund","","","",""
"Sehr wichtig","1991","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"Sehr wichtig","1991","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Sehr wichtig","1991","Hauptschule","kein Migrationshintergrund","","","",""
"Sehr wichtig","1991","Hauptschule","direkter Migrationshintergrund","","","",""
"Sehr wichtig","1991","Hauptschule","indirekter Migrationshintergrund","","","",""
"Sehr wichtig","1991","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Sehr wichtig","1991","Realschule","kein Migrationshintergrund","","","",""
"Sehr wichtig","1991","Realschule","direkter Migrationshintergrund","","","",""
"Sehr wichtig","1991","Realschule","indirekter Migrationshintergrund","","","",""
"Sehr wichtig","1991","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Sehr wichtig","1991","(Fach-)Abitur","kein Migrationshintergrund","","","",""
"Sehr wichtig","1991","(Fach-)Abitur","direkter Migrationshintergrund","","","",""
"Sehr wichtig","1991","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"Sehr wichtig","1991","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Sehr wichtig","1991","AkademikerIn","kein Migrationshintergrund","","","",""
"Sehr wichtig","1991","AkademikerIn","direkter Migrationshintergrund","","","",""
"Sehr wichtig","1991","AkademikerIn","indirekter Migrationshintergrund","","","",""
"Sehr wichtig","1991","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Wichtig","1991","(noch) kein Abschluss","kein Migrationshintergrund","","","",""
"Wichtig","1991","(noch) kein Abschluss","direkter Migrationshintergrund","","","",""
"Wichtig","1991","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"Wichtig","1991","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Wichtig","1991","Hauptschule","kein Migrationshintergrund","","","",""
"Wichtig","1991","Hauptschule","direkter Migrationshintergrund","","","",""
"Wichtig","1991","Hauptschule","indirekter Migrationshintergrund","","","",""
"Wichtig","1991","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Wichtig","1991","Realschule","kein Migrationshintergrund","","","",""
"Wichtig","1991","Realschule","direkter Migrationshintergrund","","","",""
"Wichtig","1991","Realschule","indirekter Migrationshintergrund","","","",""
"Wichtig","1991","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Wichtig","1991","(Fach-)Abitur","kein Migrationshintergrund","","","",""
"Wichtig","1991","(Fach-)Abitur","direkter Migrationshintergrund","","","",""
"Wichtig","1991","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"Wichtig","1991","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Wichtig","1991","AkademikerIn","kein Migrationshintergrund","","","",""
"Wichtig","1991","AkademikerIn","direkter Migrationshintergrund","","","",""
"Wichtig","1991","AkademikerIn","indirekter Migrationshintergrund","","","",""
"Wichtig","1991","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Weniger wichtig","1991","(noch) kein Abschluss","kein Migrationshintergrund","","","",""
"Weniger wichtig","1991","(noch) kein Abschluss","direkter Migrationshintergrund","","","",""
"Weniger wichtig","1991","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"Weniger wichtig","1991","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Weniger wichtig","1991","Hauptschule","kein Migrationshintergrund","","","",""
"Weniger wichtig","1991","Hauptschule","direkter Migrationshintergrund","","","",""
"Weniger wichtig","1991","Hauptschule","indirekter Migrationshintergrund","","","",""
"Weniger wichtig","1991","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Weniger wichtig","1991","Realschule","kein Migrationshintergrund","","","",""
"Weniger wichtig","1991","Realschule","direkter Migrationshintergrund","","","",""
"Weniger wichtig","1991","Realschule","indirekter Migrationshintergrund","","","",""
"Weniger wichtig","1991","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Weniger wichtig","1991","(Fach-)Abitur","kein Migrationshintergrund","","","",""
"Weniger wichtig","1991","(Fach-)Abitur","direkter Migrationshintergrund","","","",""
"Weniger wichtig","1991","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"Weniger wichtig","1991","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Weniger wichtig","1991","AkademikerIn","kein Migrationshintergrund","","","",""
"Weniger wichtig","1991","AkademikerIn","direkter Migrationshintergrund","","","",""
"Weniger wichtig","1991","AkademikerIn","indirekter Migrationshintergrund","","","",""
"Weniger wichtig","1991","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ganz unwichtig","1991","(noch) kein Abschluss","kein Migrationshintergrund","","","",""
"Ganz unwichtig","1991","(noch) kein Abschluss","direkter Migrationshintergrund","","","",""
"Ganz unwichtig","1991","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"Ganz unwichtig","1991","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ganz unwichtig","1991","Hauptschule","kein Migrationshintergrund","","","",""
"Ganz unwichtig","1991","Hauptschule","direkter Migrationshintergrund","","","",""
"Ganz unwichtig","1991","Hauptschule","indirekter Migrationshintergrund","","","",""
"Ganz unwichtig","1991","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ganz unwichtig","1991","Realschule","kein Migrationshintergrund","","","",""
"Ganz unwichtig","1991","Realschule","direkter Migrationshintergrund","","","",""
"Ganz unwichtig","1991","Realschule","indirekter Migrationshintergrund","","","",""
"Ganz unwichtig","1991","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ganz unwichtig","1991","(Fach-)Abitur","kein Migrationshintergrund","","","",""
"Ganz unwichtig","1991","(Fach-)Abitur","direkter Migrationshintergrund","","","",""
"Ganz unwichtig","1991","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"Ganz unwichtig","1991","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ganz unwichtig","1991","AkademikerIn","kein Migrationshintergrund","","","",""
"Ganz unwichtig","1991","AkademikerIn","direkter Migrationshintergrund","","","",""
"Ganz unwichtig","1991","AkademikerIn","indirekter Migrationshintergrund","","","",""
"Ganz unwichtig","1991","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Sehr wichtig","1992","(noch) kein Abschluss","kein Migrationshintergrund","23","","",""
"Sehr wichtig","1992","(noch) kein Abschluss","direkter Migrationshintergrund","2","","",""
"Sehr wichtig","1992","(noch) kein Abschluss","indirekter Migrationshintergrund","2","","",""
"Sehr wichtig","1992","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Sehr wichtig","1992","Hauptschule","kein Migrationshintergrund","1204","0.229668909601984","0.217885755423045","0.241452063780924"
"Sehr wichtig","1992","Hauptschule","direkter Migrationshintergrund","86","0.254959073604606","0.207502007346153","0.302416139863059"
"Sehr wichtig","1992","Hauptschule","indirekter Migrationshintergrund","5","","",""
"Sehr wichtig","1992","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Sehr wichtig","1992","Realschule","kein Migrationshintergrund","664","0.212429835077655","0.197399822658338","0.227459847496973"
"Sehr wichtig","1992","Realschule","direkter Migrationshintergrund","26","","",""
"Sehr wichtig","1992","Realschule","indirekter Migrationshintergrund","4","","",""
"Sehr wichtig","1992","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Sehr wichtig","1992","(Fach-)Abitur","kein Migrationshintergrund","99","0.149158194050313","0.12172928359573","0.176587104504896"
"Sehr wichtig","1992","(Fach-)Abitur","direkter Migrationshintergrund","13","","",""
"Sehr wichtig","1992","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"Sehr wichtig","1992","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Sehr wichtig","1992","AkademikerIn","kein Migrationshintergrund","318","0.209129413996854","0.188650729899539","0.229608098094168"
"Sehr wichtig","1992","AkademikerIn","direkter Migrationshintergrund","20","","",""
"Sehr wichtig","1992","AkademikerIn","indirekter Migrationshintergrund","","","",""
"Sehr wichtig","1992","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Wichtig","1992","(noch) kein Abschluss","kein Migrationshintergrund","58","0.272266710284082","0.211333430724116","0.333199989844047"
"Wichtig","1992","(noch) kein Abschluss","direkter Migrationshintergrund","4","","",""
"Wichtig","1992","(noch) kein Abschluss","indirekter Migrationshintergrund","3","","",""
"Wichtig","1992","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Wichtig","1992","Hauptschule","kein Migrationshintergrund","1495","0.306105713885102","0.293194885250032","0.319016542520172"
"Wichtig","1992","Hauptschule","direkter Migrationshintergrund","92","0.262171390916588","0.214281264834397","0.310061516998778"
"Wichtig","1992","Hauptschule","indirekter Migrationshintergrund","9","","",""
"Wichtig","1992","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Wichtig","1992","Realschule","kein Migrationshintergrund","800","0.285564958689186","0.268967530941978","0.302162386436395"
"Wichtig","1992","Realschule","direkter Migrationshintergrund","31","0.308860047115938","0.217848947858547","0.399871146373328"
"Wichtig","1992","Realschule","indirekter Migrationshintergrund","3","","",""
"Wichtig","1992","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Wichtig","1992","(Fach-)Abitur","kein Migrationshintergrund","183","0.278269992784895","0.243765062237139","0.312774923332651"
"Wichtig","1992","(Fach-)Abitur","direkter Migrationshintergrund","8","","",""
"Wichtig","1992","(Fach-)Abitur","indirekter Migrationshintergrund","2","","",""
"Wichtig","1992","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Wichtig","1992","AkademikerIn","kein Migrationshintergrund","465","0.318695588882702","0.295231677962915","0.342159499802489"
"Wichtig","1992","AkademikerIn","direkter Migrationshintergrund","28","","",""
"Wichtig","1992","AkademikerIn","indirekter Migrationshintergrund","","","",""
"Wichtig","1992","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Weniger wichtig","1992","(noch) kein Abschluss","kein Migrationshintergrund","93","0.452107911628694","0.383977701468649","0.52023812178874"
"Weniger wichtig","1992","(noch) kein Abschluss","direkter Migrationshintergrund","6","","",""
"Weniger wichtig","1992","(noch) kein Abschluss","indirekter Migrationshintergrund","3","","",""
"Weniger wichtig","1992","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Weniger wichtig","1992","Hauptschule","kein Migrationshintergrund","1278","0.252541267676654","0.240370120024614","0.264712415328694"
"Weniger wichtig","1992","Hauptschule","direkter Migrationshintergrund","76","0.261002312215858","0.213181240694601","0.308823383737114"
"Weniger wichtig","1992","Hauptschule","indirekter Migrationshintergrund","13","","",""
"Weniger wichtig","1992","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Weniger wichtig","1992","Realschule","kein Migrationshintergrund","1037","0.354937804340206","0.337355172599944","0.372520436080468"
"Weniger wichtig","1992","Realschule","direkter Migrationshintergrund","28","","",""
"Weniger wichtig","1992","Realschule","indirekter Migrationshintergrund","12","","",""
"Weniger wichtig","1992","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Weniger wichtig","1992","(Fach-)Abitur","kein Migrationshintergrund","272","0.416185084480838","0.378232492887578","0.454137676074098"
"Weniger wichtig","1992","(Fach-)Abitur","direkter Migrationshintergrund","10","","",""
"Weniger wichtig","1992","(Fach-)Abitur","indirekter Migrationshintergrund","3","","",""
"Weniger wichtig","1992","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Weniger wichtig","1992","AkademikerIn","kein Migrationshintergrund","505","0.3154801788167","0.292079911004215","0.338880446629184"
"Weniger wichtig","1992","AkademikerIn","direkter Migrationshintergrund","21","","",""
"Weniger wichtig","1992","AkademikerIn","indirekter Migrationshintergrund","1","","",""
"Weniger wichtig","1992","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ganz unwichtig","1992","(noch) kein Abschluss","kein Migrationshintergrund","31","0.170080970772226","0.118650928081024","0.221511013463427"
"Ganz unwichtig","1992","(noch) kein Abschluss","direkter Migrationshintergrund","6","","",""
"Ganz unwichtig","1992","(noch) kein Abschluss","indirekter Migrationshintergrund","2","","",""
"Ganz unwichtig","1992","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ganz unwichtig","1992","Hauptschule","kein Migrationshintergrund","918","0.21168410883626","0.200240420751061","0.223127796921458"
"Ganz unwichtig","1992","Hauptschule","direkter Migrationshintergrund","70","0.221867223262948","0.176624471213623","0.267109975312273"
"Ganz unwichtig","1992","Hauptschule","indirekter Migrationshintergrund","4","","",""
"Ganz unwichtig","1992","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ganz unwichtig","1992","Realschule","kein Migrationshintergrund","344","0.147067401892952","0.134053050693367","0.160081753092537"
"Ganz unwichtig","1992","Realschule","direkter Migrationshintergrund","14","","",""
"Ganz unwichtig","1992","Realschule","indirekter Migrationshintergrund","5","","",""
"Ganz unwichtig","1992","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ganz unwichtig","1992","(Fach-)Abitur","kein Migrationshintergrund","94","0.156386728683955","0.128420607368834","0.184352849999075"
"Ganz unwichtig","1992","(Fach-)Abitur","direkter Migrationshintergrund","8","","",""
"Ganz unwichtig","1992","(Fach-)Abitur","indirekter Migrationshintergrund","2","","",""
"Ganz unwichtig","1992","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ganz unwichtig","1992","AkademikerIn","kein Migrationshintergrund","227","0.156694818303745","0.138390166306929","0.17499947030056"
"Ganz unwichtig","1992","AkademikerIn","direkter Migrationshintergrund","16","","",""
"Ganz unwichtig","1992","AkademikerIn","indirekter Migrationshintergrund","1","","",""
"Ganz unwichtig","1992","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Sehr wichtig","1993","(noch) kein Abschluss","kein Migrationshintergrund","","","",""
"Sehr wichtig","1993","(noch) kein Abschluss","direkter Migrationshintergrund","","","",""
"Sehr wichtig","1993","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"Sehr wichtig","1993","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Sehr wichtig","1993","Hauptschule","kein Migrationshintergrund","","","",""
"Sehr wichtig","1993","Hauptschule","direkter Migrationshintergrund","","","",""
"Sehr wichtig","1993","Hauptschule","indirekter Migrationshintergrund","","","",""
"Sehr wichtig","1993","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Sehr wichtig","1993","Realschule","kein Migrationshintergrund","","","",""
"Sehr wichtig","1993","Realschule","direkter Migrationshintergrund","","","",""
"Sehr wichtig","1993","Realschule","indirekter Migrationshintergrund","","","",""
"Sehr wichtig","1993","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Sehr wichtig","1993","(Fach-)Abitur","kein Migrationshintergrund","","","",""
"Sehr wichtig","1993","(Fach-)Abitur","direkter Migrationshintergrund","","","",""
"Sehr wichtig","1993","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"Sehr wichtig","1993","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Sehr wichtig","1993","AkademikerIn","kein Migrationshintergrund","","","",""
"Sehr wichtig","1993","AkademikerIn","direkter Migrationshintergrund","","","",""
"Sehr wichtig","1993","AkademikerIn","indirekter Migrationshintergrund","","","",""
"Sehr wichtig","1993","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Wichtig","1993","(noch) kein Abschluss","kein Migrationshintergrund","","","",""
"Wichtig","1993","(noch) kein Abschluss","direkter Migrationshintergrund","","","",""
"Wichtig","1993","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"Wichtig","1993","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Wichtig","1993","Hauptschule","kein Migrationshintergrund","","","",""
"Wichtig","1993","Hauptschule","direkter Migrationshintergrund","","","",""
"Wichtig","1993","Hauptschule","indirekter Migrationshintergrund","","","",""
"Wichtig","1993","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Wichtig","1993","Realschule","kein Migrationshintergrund","","","",""
"Wichtig","1993","Realschule","direkter Migrationshintergrund","","","",""
"Wichtig","1993","Realschule","indirekter Migrationshintergrund","","","",""
"Wichtig","1993","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Wichtig","1993","(Fach-)Abitur","kein Migrationshintergrund","","","",""
"Wichtig","1993","(Fach-)Abitur","direkter Migrationshintergrund","","","",""
"Wichtig","1993","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"Wichtig","1993","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Wichtig","1993","AkademikerIn","kein Migrationshintergrund","","","",""
"Wichtig","1993","AkademikerIn","direkter Migrationshintergrund","","","",""
"Wichtig","1993","AkademikerIn","indirekter Migrationshintergrund","","","",""
"Wichtig","1993","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Weniger wichtig","1993","(noch) kein Abschluss","kein Migrationshintergrund","","","",""
"Weniger wichtig","1993","(noch) kein Abschluss","direkter Migrationshintergrund","","","",""
"Weniger wichtig","1993","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"Weniger wichtig","1993","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Weniger wichtig","1993","Hauptschule","kein Migrationshintergrund","","","",""
"Weniger wichtig","1993","Hauptschule","direkter Migrationshintergrund","","","",""
"Weniger wichtig","1993","Hauptschule","indirekter Migrationshintergrund","","","",""
"Weniger wichtig","1993","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Weniger wichtig","1993","Realschule","kein Migrationshintergrund","","","",""
"Weniger wichtig","1993","Realschule","direkter Migrationshintergrund","","","",""
"Weniger wichtig","1993","Realschule","indirekter Migrationshintergrund","","","",""
"Weniger wichtig","1993","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Weniger wichtig","1993","(Fach-)Abitur","kein Migrationshintergrund","","","",""
"Weniger wichtig","1993","(Fach-)Abitur","direkter Migrationshintergrund","","","",""
"Weniger wichtig","1993","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"Weniger wichtig","1993","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Weniger wichtig","1993","AkademikerIn","kein Migrationshintergrund","","","",""
"Weniger wichtig","1993","AkademikerIn","direkter Migrationshintergrund","","","",""
"Weniger wichtig","1993","AkademikerIn","indirekter Migrationshintergrund","","","",""
"Weniger wichtig","1993","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ganz unwichtig","1993","(noch) kein Abschluss","kein Migrationshintergrund","","","",""
"Ganz unwichtig","1993","(noch) kein Abschluss","direkter Migrationshintergrund","","","",""
"Ganz unwichtig","1993","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"Ganz unwichtig","1993","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ganz unwichtig","1993","Hauptschule","kein Migrationshintergrund","","","",""
"Ganz unwichtig","1993","Hauptschule","direkter Migrationshintergrund","","","",""
"Ganz unwichtig","1993","Hauptschule","indirekter Migrationshintergrund","","","",""
"Ganz unwichtig","1993","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ganz unwichtig","1993","Realschule","kein Migrationshintergrund","","","",""
"Ganz unwichtig","1993","Realschule","direkter Migrationshintergrund","","","",""
"Ganz unwichtig","1993","Realschule","indirekter Migrationshintergrund","","","",""
"Ganz unwichtig","1993","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
