,Unnamed: 0,year,age_gr,pgisced97,plh0108,proportion,n,N,proportion_lower_confidence,proportion_upper_confidence
25,25,1990,46-65 y.,Lower Secondary Level,Important,0.32669,200,6361,0.31391,0.34509
26,26,1990,46-65 y.,Lower Secondary Level,Less important,0.21581,111,6361,0.20286,0.22964
27,27,1990,46-65 y.,Lower Secondary Level,Unimportant,0.18394,94,6361,0.17205,0.1989
28,28,1990,46-65 y.,Upper Secondary Level,Very important,0.23997,314,6361,0.23178,0.24756
29,29,1990,46-65 y.,Upper Secondary Level,Important,0.35313,431,6361,0.34139,0.36525
30,30,1990,46-65 y.,Upper Secondary Level,Less important,0.26016,283,6361,0.24843,0.27185
31,31,1990,46-65 y.,Upper Secondary Level,Unimportant,0.14675,154,6361,0.13879,0.15561
32,32,1990,46-65 y.,First Stage of Tertiary Education,Very important,0.36395,47,6361,0.3353,0.39549
33,33,1990,46-65 y.,First Stage of Tertiary Education,Important,0.39605,52,6361,0.35194,0.44393
34,34,1990,46-65 y.,First Stage of Tertiary Education,Less important,0.24,31,6361,0.21552,0.2697
35,35,1990,46-65 y.,Second Stage of Tertiary Education,Very important,0.2933,60,6361,0.27112,0.31423
36,36,1990,46-65 y.,Second Stage of Tertiary Education,Important,0.46288,90,6361,0.42974,0.49018
37,37,1990,46-65 y.,Second Stage of Tertiary Education,Less important,0.24382,47,6361,0.22145,0.26423
38,38,1990,66 and older,Lower Secondary Level,Very important,0.21677,94,6361,0.2,0.22992
39,39,1990,66 and older,Lower Secondary Level,Important,0.20039,84,6361,0.18154,0.21852
40,40,1990,66 and older,Lower Secondary Level,Less important,0.22922,77,6361,0.21041,0.24574
41,41,1990,66 and older,Lower Secondary Level,Unimportant,0.35362,115,6361,0.33176,0.37318
42,42,1990,66 and older,Upper Secondary Level,Very important,0.19399,111,6361,0.1814,0.20536
43,43,1990,66 and older,Upper Secondary Level,Important,0.23741,121,6361,0.22421,0.25074
44,44,1990,66 and older,Upper Secondary Level,Less important,0.20013,92,6361,0.18831,0.2113
45,45,1990,66 and older,Upper Secondary Level,Unimportant,0.36847,153,6361,0.35165,0.38547
46,46,1992,17-29 y.,Pre-primary Level,Important,0.37412,39,10325,0.31289,0.4468
47,47,1992,17-29 y.,Pre-primary Level,Less important,0.62588,63,10325,0.54567,0.70357
48,48,1992,17-29 y.,Lower Secondary Level,Very important,0.16898,96,10325,0.14933,0.19159
49,49,1992,17-29 y.,Lower Secondary Level,Important,0.27131,149,10325,0.25121,0.29279
50,50,1992,17-29 y.,Lower Secondary Level,Less important,0.42229,250,10325,0.38991,0.45464
51,51,1992,17-29 y.,Lower Secondary Level,Unimportant,0.13742,72,10325,0.12032,0.15837
52,52,1992,17-29 y.,Upper Secondary Level,Very important,0.19214,296,10325,0.17946,0.20555
53,53,1992,17-29 y.,Upper Secondary Level,Important,0.26004,413,10325,0.24471,0.27517
54,54,1992,17-29 y.,Upper Secondary Level,Less important,0.44779,622,10325,0.4281,0.4687
55,55,1992,17-29 y.,Upper Secondary Level,Unimportant,0.10003,148,10325,0.08847,0.11257
56,56,1992,17-29 y.,Post-secondary Non-tertiary Level,Important,0.38044,39,10325,0.30354,0.44561
57,57,1992,17-29 y.,Post-secondary Non-tertiary Level,Less important,0.61956,63,10325,0.51445,0.71541
58,58,1992,17-29 y.,First Stage of Tertiary Education,Less important,1.0,45,10325,0.79965,1.20453
59,59,1992,17-29 y.,Second Stage of Tertiary Education,Important,0.38756,49,10325,0.33117,0.44823
60,60,1992,17-29 y.,Second Stage of Tertiary Education,Less important,0.61244,66,10325,0.51251,0.721
61,61,1992,30-45 y.,Lower Secondary Level,Very important,0.17232,51,10325,0.14559,0.19247
62,62,1992,30-45 y.,Lower Secondary Level,Important,0.31869,87,10325,0.29001,0.34674
63,63,1992,30-45 y.,Lower Secondary Level,Less important,0.36395,92,10325,0.33639,0.40503
64,64,1992,30-45 y.,Lower Secondary Level,Unimportant,0.14504,39,10325,0.12516,0.16447
65,65,1992,30-45 y.,Upper Secondary Level,Very important,0.2373,543,10325,0.22452,0.24864
66,66,1992,30-45 y.,Upper Secondary Level,Important,0.29824,586,10325,0.28341,0.31303
67,67,1992,30-45 y.,Upper Secondary Level,Less important,0.35432,707,10325,0.33818,0.37248
68,68,1992,30-45 y.,Upper Secondary Level,Unimportant,0.11014,214,10325,0.10141,0.12072
69,69,1992,30-45 y.,Post-secondary Non-tertiary Level,Important,0.51478,38,10325,0.42659,0.60487
70,70,1992,30-45 y.,Post-secondary Non-tertiary Level,Less important,0.48522,38,10325,0.37554,0.61337
71,71,1992,30-45 y.,First Stage of Tertiary Education,Very important,0.29079,82,10325,0.24287,0.33918
72,72,1992,30-45 y.,First Stage of Tertiary Education,Important,0.34764,103,10325,0.29747,0.40002
73,73,1992,30-45 y.,First Stage of Tertiary Education,Less important,0.36157,93,10325,0.32603,0.40963
74,74,1992,30-45 y.,Second Stage of Tertiary Education,Very important,0.1741,163,10325,0.15384,0.1935
75,75,1992,30-45 y.,Second Stage of Tertiary Education,Important,0.34475,253,10325,0.3098,0.37627
76,76,1992,30-45 y.,Second Stage of Tertiary Education,Less important,0.36952,315,10325,0.34265,0.4008
77,77,1992,30-45 y.,Second Stage of Tertiary Education,Unimportant,0.11163,80,10325,0.09388,0.12363
78,78,1992,46-65 y.,Lower Secondary Level,Very important,0.28475,190,10325,0.26832,0.30071
79,79,1992,46-65 y.,Lower Secondary Level,Important,0.30783,195,10325,0.2899,0.32352
80,80,1992,46-65 y.,Lower Secondary Level,Less important,0.18134,118,10325,0.1667,0.19621
81,81,1992,46-65 y.,Lower Secondary Level,Unimportant,0.22608,131,10325,0.20482,0.24793
82,82,1992,46-65 y.,Upper Secondary Level,Very important,0.2347,434,10325,0.22375,0.24504
83,83,1992,46-65 y.,Upper Secondary Level,Important,0.32441,552,10325,0.31152,0.33686
84,84,1992,46-65 y.,Upper Secondary Level,Less important,0.26417,457,10325,0.25172,0.27969
85,85,1992,46-65 y.,Upper Secondary Level,Unimportant,0.17673,324,10325,0.16592,0.18695
86,86,1992,46-65 y.,First Stage of Tertiary Education,Very important,0.29459,77,10325,0.26814,0.32536
87,87,1992,46-65 y.,First Stage of Tertiary Education,Important,0.3475,83,10325,0.29855,0.39475
88,88,1992,46-65 y.,First Stage of Tertiary Education,Less important,0.20939,59,10325,0.1847,0.2329
89,89,1992,46-65 y.,First Stage of Tertiary Education,Unimportant,0.14852,34,10325,0.12089,0.18038
90,90,1992,46-65 y.,Second Stage of Tertiary Education,Very important,0.25702,120,10325,0.23361,0.2864
91,91,1992,46-65 y.,Second Stage of Tertiary Education,Important,0.32615,168,10325,0.30438,0.35076
92,92,1992,46-65 y.,Second Stage of Tertiary Education,Less important,0.24285,135,10325,0.21798,0.26919
93,93,1992,46-65 y.,Second Stage of Tertiary Education,Unimportant,0.17398,104,10325,0.15493,0.19363
94,94,1992,66 and older,Lower Secondary Level,Very important,0.17353,93,10325,0.15975,0.1884
95,95,1992,66 and older,Lower Secondary Level,Important,0.25539,125,10325,0.23644,0.27931
96,96,1992,66 and older,Lower Secondary Level,Less important,0.18236,80,10325,0.16425,0.20101
97,97,1992,66 and older,Lower Secondary Level,Unimportant,0.38872,160,10325,0.36438,0.41845
98,98,1992,66 and older,Upper Secondary Level,Very important,0.19928,144,10325,0.18646,0.21481
99,99,1992,66 and older,Upper Secondary Level,Important,0.27173,193,10325,0.25525,0.29189
100,100,1992,66 and older,Upper Secondary Level,Less important,0.14929,102,10325,0.13699,0.16463
101,101,1992,66 and older,Upper Secondary Level,Unimportant,0.37971,249,10325,0.36119,0.39787
102,102,1992,66 and older,First Stage of Tertiary Education,Very important,1.0,33,10325,0.84464,1.13749
103,103,1992,66 and older,Second Stage of Tertiary Education,Very important,0.47756,32,10325,0.42864,0.52232
104,104,1992,66 and older,Second Stage of Tertiary Education,Unimportant,0.52244,39,10325,0.45394,0.60158
105,105,1995,17-29 y.,Pre-primary Level,Very important,0.1477,33,10503,0.12206,0.17827
106,106,1995,17-29 y.,Pre-primary Level,Important,0.39174,88,10503,0.34192,0.45096
107,107,1995,17-29 y.,Pre-primary Level,Less important,0.46056,103,10503,0.41075,0.50971
108,108,1995,17-29 y.,Lower Secondary Level,Very important,0.1776,89,10503,0.15421,0.20965
109,109,1995,17-29 y.,Lower Secondary Level,Important,0.31527,175,10503,0.28275,0.34638
110,110,1995,17-29 y.,Lower Secondary Level,Less important,0.43579,213,10503,0.39999,0.48693
111,111,1995,17-29 y.,Lower Secondary Level,Unimportant,0.07134,38,10503,0.05764,0.08564
112,112,1995,17-29 y.,Upper Secondary Level,Very important,0.18282,261,10503,0.1699,0.1944
113,113,1995,17-29 y.,Upper Secondary Level,Important,0.33148,459,10503,0.30919,0.35768
114,114,1995,17-29 y.,Upper Secondary Level,Less important,0.39914,519,10503,0.37715,0.42512
115,115,1995,17-29 y.,Upper Secondary Level,Unimportant,0.08656,106,10503,0.07495,0.09867
116,116,1995,17-29 y.,Post-secondary Non-tertiary Level,Important,0.42469,42,10503,0.35102,0.52321
117,117,1995,17-29 y.,Post-secondary Non-tertiary Level,Less important,0.57531,70,10503,0.46722,0.69406
118,118,1995,17-29 y.,First Stage of Tertiary Education,Less important,1.0,38,10503,0.75498,1.30766
119,119,1995,17-29 y.,Second Stage of Tertiary Education,Important,0.35491,47,10503,0.3089,0.40832
120,120,1995,17-29 y.,Second Stage of Tertiary Education,Less important,0.64509,65,10503,0.53715,0.76352
121,121,1995,30-45 y.,Lower Secondary Level,Very important,0.26537,69,10503,0.2251,0.31443
122,122,1995,30-45 y.,Lower Secondary Level,Important,0.42796,109,10503,0.38435,0.47811
123,123,1995,30-45 y.,Lower Secondary Level,Less important,0.30667,80,10503,0.27473,0.34585
124,124,1995,30-45 y.,Upper Secondary Level,Very important,0.25104,598,10503,0.23811,0.26763
125,125,1995,30-45 y.,Upper Secondary Level,Important,0.31978,688,10503,0.30254,0.33624
126,126,1995,30-45 y.,Upper Secondary Level,Less important,0.33226,711,10503,0.31407,0.34784
127,127,1995,30-45 y.,Upper Secondary Level,Unimportant,0.09692,190,10503,0.08907,0.10943
128,128,1995,30-45 y.,Post-secondary Non-tertiary Level,Very important,0.22658,42,10503,0.18139,0.27012
129,129,1995,30-45 y.,Post-secondary Non-tertiary Level,Important,0.33819,68,10503,0.29353,0.38913
130,130,1995,30-45 y.,Post-secondary Non-tertiary Level,Less important,0.43522,67,10503,0.35395,0.50709
131,131,1995,30-45 y.,First Stage of Tertiary Education,Very important,0.30523,90,10503,0.24889,0.37483
132,132,1995,30-45 y.,First Stage of Tertiary Education,Important,0.35987,117,10503,0.30878,0.41462
133,133,1995,30-45 y.,First Stage of Tertiary Education,Less important,0.3349,92,10503,0.29044,0.39812
134,134,1995,30-45 y.,Second Stage of Tertiary Education,Very important,0.20843,173,10503,0.18323,0.23478
135,135,1995,30-45 y.,Second Stage of Tertiary Education,Important,0.36256,306,10503,0.33436,0.38947
136,136,1995,30-45 y.,Second Stage of Tertiary Education,Less important,0.34097,277,10503,0.30457,0.37182
137,137,1995,30-45 y.,Second Stage of Tertiary Education,Unimportant,0.08804,68,10503,0.07143,0.10376
138,138,1995,46-65 y.,Lower Secondary Level,Very important,0.25251,149,10503,0.23254,0.27852
139,139,1995,46-65 y.,Lower Secondary Level,Important,0.32751,188,10503,0.30392,0.35095
140,140,1995,46-65 y.,Lower Secondary Level,Less important,0.2372,125,10503,0.21074,0.26227
141,141,1995,46-65 y.,Lower Secondary Level,Unimportant,0.18278,87,10503,0.16098,0.20461
142,142,1995,46-65 y.,Upper Secondary Level,Very important,0.26046,490,10503,0.24898,0.27246
143,143,1995,46-65 y.,Upper Secondary Level,Important,0.30295,546,10503,0.28858,0.31678
144,144,1995,46-65 y.,Upper Secondary Level,Less important,0.31052,547,10503,0.29385,0.32664
145,145,1995,46-65 y.,Upper Secondary Level,Unimportant,0.12607,220,10503,0.11433,0.13848
146,146,1995,46-65 y.,First Stage of Tertiary Education,Very important,0.30041,67,10503,0.26141,0.34671
147,147,1995,46-65 y.,First Stage of Tertiary Education,Important,0.41261,84,10503,0.3541,0.46972
148,148,1995,46-65 y.,First Stage of Tertiary Education,Less important,0.28698,61,10503,0.25284,0.32437
149,149,1995,46-65 y.,Second Stage of Tertiary Education,Very important,0.23919,136,10503,0.21004,0.2638
150,150,1995,46-65 y.,Second Stage of Tertiary Education,Important,0.36931,203,10503,0.33438,0.40534
151,151,1995,46-65 y.,Second Stage of Tertiary Education,Less important,0.27097,156,10503,0.2397,0.30352
152,152,1995,46-65 y.,Second Stage of Tertiary Education,Unimportant,0.12053,70,10503,0.10301,0.13897
153,153,1995,66 and older,Lower Secondary Level,Very important,0.22157,111,10503,0.20414,0.24468
154,154,1995,66 and older,Lower Secondary Level,Important,0.25447,124,10503,0.2294,0.27941
155,155,1995,66 and older,Lower Secondary Level,Less important,0.16289,69,10503,0.14168,0.18307
156,156,1995,66 and older,Lower Secondary Level,Unimportant,0.36107,154,10503,0.33343,0.38835
157,157,1995,66 and older,Upper Secondary Level,Very important,0.22271,169,10503,0.2076,0.23684
158,158,1995,66 and older,Upper Secondary Level,Important,0.27652,193,10503,0.25599,0.29707
159,159,1995,66 and older,Upper Secondary Level,Less important,0.18145,118,10503,0.16484,0.20083
160,160,1995,66 and older,Upper Secondary Level,Unimportant,0.31931,223,10503,0.2991,0.33725
161,161,1995,66 and older,Second Stage of Tertiary Education,Very important,0.26927,33,10503,0.24396,0.29281
162,162,1995,66 and older,Second Stage of Tertiary Education,Important,0.33858,35,10503,0.28827,0.39378
163,163,1995,66 and older,Second Stage of Tertiary Education,Unimportant,0.39216,54,10503,0.34142,0.45655
164,164,2004,17-29 y.,Pre-primary Level,Very important,0.19251,109,20724,0.16037,0.2266
165,165,2004,17-29 y.,Pre-primary Level,Important,0.35338,220,20724,0.30513,0.39863
166,166,2004,17-29 y.,Pre-primary Level,Less important,0.36691,253,20724,0.32466,0.42249
167,167,2004,17-29 y.,Pre-primary Level,Unimportant,0.0872,47,20724,0.07099,0.10971
168,168,2004,17-29 y.,Lower Secondary Level,Very important,0.19489,142,20724,0.17194,0.21865
169,169,2004,17-29 y.,Lower Secondary Level,Important,0.29907,235,20724,0.26665,0.33563
170,170,2004,17-29 y.,Lower Secondary Level,Less important,0.39905,303,20724,0.36639,0.43593
171,171,2004,17-29 y.,Lower Secondary Level,Unimportant,0.10698,86,20724,0.08778,0.13073
172,172,2004,17-29 y.,Upper Secondary Level,Very important,0.1966,328,20724,0.17185,0.21961
173,173,2004,17-29 y.,Upper Secondary Level,Important,0.31057,547,20724,0.28639,0.33722
174,174,2004,17-29 y.,Upper Secondary Level,Less important,0.38427,644,20724,0.35575,0.40836
175,175,2004,17-29 y.,Upper Secondary Level,Unimportant,0.10856,175,20724,0.09521,0.12214
176,176,2004,17-29 y.,Post-secondary Non-tertiary Level,Very important,0.17985,45,20724,0.14232,0.21631
177,177,2004,17-29 y.,Post-secondary Non-tertiary Level,Important,0.3575,101,20724,0.29113,0.43409
178,178,2004,17-29 y.,Post-secondary Non-tertiary Level,Less important,0.46265,108,20724,0.3701,0.55432
179,179,2004,17-29 y.,First Stage of Tertiary Education,Less important,1.0,31,20724,0.70265,1.33226
180,180,2004,17-29 y.,Second Stage of Tertiary Education,Important,0.45918,71,20724,0.37278,0.55303
181,181,2004,17-29 y.,Second Stage of Tertiary Education,Less important,0.54082,86,20724,0.44347,0.65218
182,182,2004,30-45 y.,Lower Secondary Level,Very important,0.19728,89,20724,0.16272,0.23378
183,183,2004,30-45 y.,Lower Secondary Level,Important,0.26991,129,20724,0.22437,0.30842
184,184,2004,30-45 y.,Lower Secondary Level,Less important,0.36303,143,20724,0.31917,0.41323
185,185,2004,30-45 y.,Lower Secondary Level,Unimportant,0.16978,57,20724,0.13945,0.20579
186,186,2004,30-45 y.,Upper Secondary Level,Very important,0.24401,871,20724,0.23208,0.25612
187,187,2004,30-45 y.,Upper Secondary Level,Important,0.3078,1090,20724,0.29326,0.32158
188,188,2004,30-45 y.,Upper Secondary Level,Less important,0.33579,1052,20724,0.3211,0.35154
189,189,2004,30-45 y.,Upper Secondary Level,Unimportant,0.1124,323,20724,0.10214,0.11918
190,190,2004,30-45 y.,Post-secondary Non-tertiary Level,Very important,0.23168,119,20724,0.19571,0.275
191,191,2004,30-45 y.,Post-secondary Non-tertiary Level,Important,0.3246,180,20724,0.28713,0.36666
192,192,2004,30-45 y.,Post-secondary Non-tertiary Level,Less important,0.34531,179,20724,0.30296,0.384
193,193,2004,30-45 y.,Post-secondary Non-tertiary Level,Unimportant,0.09841,43,20724,0.0766,0.12228
194,194,2004,30-45 y.,First Stage of Tertiary Education,Very important,0.22102,169,20724,0.19592,0.24459
195,195,2004,30-45 y.,First Stage of Tertiary Education,Important,0.38901,264,20724,0.34882,0.42797
196,196,2004,30-45 y.,First Stage of Tertiary Education,Less important,0.32814,188,20724,0.29219,0.36624
197,197,2004,30-45 y.,First Stage of Tertiary Education,Unimportant,0.06182,37,20724,0.04779,0.07947
198,198,2004,30-45 y.,Second Stage of Tertiary Education,Very important,0.18522,319,20724,0.16592,0.20555
199,199,2004,30-45 y.,Second Stage of Tertiary Education,Important,0.32335,522,20724,0.29791,0.35156
200,200,2004,30-45 y.,Second Stage of Tertiary Education,Less important,0.37567,499,20724,0.34537,0.40504
201,201,2004,30-45 y.,Second Stage of Tertiary Education,Unimportant,0.11575,139,20724,0.09777,0.13045
202,202,2004,46-65 y.,Primary Level,Important,1.0,33,20724,0.78716,1.24888
203,203,2004,46-65 y.,Lower Secondary Level,Very important,0.20566,133,20724,0.18668,0.22861
204,204,2004,46-65 y.,Lower Secondary Level,Important,0.31202,210,20724,0.28157,0.34488
205,205,2004,46-65 y.,Lower Secondary Level,Less important,0.28984,161,20724,0.25801,0.31822
206,206,2004,46-65 y.,Lower Secondary Level,Unimportant,0.19248,106,20724,0.16923,0.21323
207,207,2004,46-65 y.,Upper Secondary Level,Very important,0.24038,973,20724,0.22864,0.25142
208,208,2004,46-65 y.,Upper Secondary Level,Important,0.32085,1297,20724,0.30855,0.33385
209,209,2004,46-65 y.,Upper Secondary Level,Less important,0.26766,964,20724,0.25585,0.27987
210,210,2004,46-65 y.,Upper Secondary Level,Unimportant,0.17111,506,20724,0.16201,0.18166
211,211,2004,46-65 y.,Post-secondary Non-tertiary Level,Very important,0.21222,57,20724,0.16005,0.27168
212,212,2004,46-65 y.,Post-secondary Non-tertiary Level,Important,0.40643,97,20724,0.35065,0.47668
213,213,2004,46-65 y.,Post-secondary Non-tertiary Level,Less important,0.38135,75,20724,0.31424,0.44694
214,214,2004,46-65 y.,First Stage of Tertiary Education,Very important,0.22237,159,20724,0.19688,0.24954
215,215,2004,46-65 y.,First Stage of Tertiary Education,Important,0.34268,227,20724,0.30307,0.39249
216,216,2004,46-65 y.,First Stage of Tertiary Education,Less important,0.27402,159,20724,0.23814,0.31257
217,217,2004,46-65 y.,First Stage of Tertiary Education,Unimportant,0.16093,80,20724,0.13802,0.18782
218,218,2004,46-65 y.,Second Stage of Tertiary Education,Very important,0.22348,490,20724,0.20598,0.24228
219,219,2004,46-65 y.,Second Stage of Tertiary Education,Important,0.35504,779,20724,0.33108,0.37817
220,220,2004,46-65 y.,Second Stage of Tertiary Education,Less important,0.25255,478,20724,0.22726,0.27322
221,221,2004,46-65 y.,Second Stage of Tertiary Education,Unimportant,0.16893,237,20724,0.15134,0.18915
222,222,2004,66 and older,Lower Secondary Level,Very important,0.26114,218,20724,0.24474,0.27917
223,223,2004,66 and older,Lower Secondary Level,Important,0.2744,205,20724,0.25433,0.29456
224,224,2004,66 and older,Lower Secondary Level,Less important,0.19548,149,20724,0.1773,0.21481
225,225,2004,66 and older,Lower Secondary Level,Unimportant,0.26898,178,20724,0.24783,0.29082
226,226,2004,66 and older,Upper Secondary Level,Very important,0.25282,524,20724,0.24184,0.26489
227,227,2004,66 and older,Upper Secondary Level,Important,0.28023,561,20724,0.26669,0.29452
228,228,2004,66 and older,Upper Secondary Level,Less important,0.18667,350,20724,0.17467,0.19733
229,229,2004,66 and older,Upper Secondary Level,Unimportant,0.28028,484,20724,0.26701,0.29267
230,230,2004,66 and older,Post-secondary Non-tertiary Level,Very important,1.0,33,20724,0.71596,1.21984
231,231,2004,66 and older,First Stage of Tertiary Education,Very important,0.28773,78,20724,0.24489,0.33776
232,232,2004,66 and older,First Stage of Tertiary Education,Important,0.29825,73,20724,0.26531,0.33651
233,233,2004,66 and older,First Stage of Tertiary Education,Less important,0.18632,41,20724,0.15815,0.21989
234,234,2004,66 and older,First Stage of Tertiary Education,Unimportant,0.22769,54,20724,0.18615,0.26316
235,235,2004,66 and older,Second Stage of Tertiary Education,Very important,0.25424,173,20724,0.2243,0.28738
236,236,2004,66 and older,Second Stage of Tertiary Education,Important,0.3176,213,20724,0.29082,0.35569
237,237,2004,66 and older,Second Stage of Tertiary Education,Less important,0.1919,108,20724,0.16776,0.21489
238,238,2004,66 and older,Second Stage of Tertiary Education,Unimportant,0.23626,118,20724,0.21174,0.26157
239,239,2008,17-29 y.,Pre-primary Level,Very important,0.14912,44,18448,0.10545,0.18874
240,240,2008,17-29 y.,Pre-primary Level,Important,0.37028,126,18448,0.30629,0.43371
241,241,2008,17-29 y.,Pre-primary Level,Less important,0.4806,153,18448,0.41644,0.54417
242,242,2008,17-29 y.,Lower Secondary Level,Very important,0.16379,84,18448,0.13614,0.19238
243,243,2008,17-29 y.,Lower Secondary Level,Important,0.30693,157,18448,0.26807,0.35061
244,244,2008,17-29 y.,Lower Secondary Level,Less important,0.38112,227,18448,0.33712,0.42271
245,245,2008,17-29 y.,Lower Secondary Level,Unimportant,0.14816,67,18448,0.12199,0.177
246,246,2008,17-29 y.,Upper Secondary Level,Very important,0.15757,215,18448,0.13715,0.17941
247,247,2008,17-29 y.,Upper Secondary Level,Important,0.31645,446,18448,0.28766,0.33789
248,248,2008,17-29 y.,Upper Secondary Level,Less important,0.4224,598,18448,0.39475,0.45619
249,249,2008,17-29 y.,Upper Secondary Level,Unimportant,0.10358,149,18448,0.08786,0.12178
250,250,2008,17-29 y.,Post-secondary Non-tertiary Level,Very important,0.20252,37,18448,0.14898,0.26811
251,251,2008,17-29 y.,Post-secondary Non-tertiary Level,Important,0.26823,61,18448,0.20524,0.34456
252,252,2008,17-29 y.,Post-secondary Non-tertiary Level,Less important,0.52925,110,18448,0.42307,0.6277
253,253,2008,17-29 y.,Second Stage of Tertiary Education,Important,0.3411,64,18448,0.24572,0.45571
254,254,2008,17-29 y.,Second Stage of Tertiary Education,Less important,0.6589,124,18448,0.54756,0.78692
255,255,2008,30-45 y.,Lower Secondary Level,Very important,0.22842,63,18448,0.18728,0.2799
256,256,2008,30-45 y.,Lower Secondary Level,Important,0.30495,99,18448,0.25579,0.35695
257,257,2008,30-45 y.,Lower Secondary Level,Less important,0.3401,108,18448,0.2926,0.38884
258,258,2008,30-45 y.,Lower Secondary Level,Unimportant,0.12653,43,18448,0.1014,0.15167
259,259,2008,30-45 y.,Upper Secondary Level,Very important,0.19993,553,18448,0.18558,0.21529
260,260,2008,30-45 y.,Upper Secondary Level,Important,0.31918,885,18448,0.30109,0.33983
261,261,2008,30-45 y.,Upper Secondary Level,Less important,0.35412,870,18448,0.33446,0.37353
262,262,2008,30-45 y.,Upper Secondary Level,Unimportant,0.12677,290,18448,0.11587,0.13781
263,263,2008,30-45 y.,Post-secondary Non-tertiary Level,Very important,0.15679,86,18448,0.12684,0.18976
264,264,2008,30-45 y.,Post-secondary Non-tertiary Level,Important,0.35202,165,18448,0.30947,0.39695
265,265,2008,30-45 y.,Post-secondary Non-tertiary Level,Less important,0.37248,175,18448,0.31822,0.41109
266,266,2008,30-45 y.,Post-secondary Non-tertiary Level,Unimportant,0.1187,50,18448,0.0942,0.1427
267,267,2008,30-45 y.,First Stage of Tertiary Education,Very important,0.20562,116,18448,0.17666,0.24247
268,268,2008,30-45 y.,First Stage of Tertiary Education,Important,0.3727,183,18448,0.3274,0.42125
269,269,2008,30-45 y.,First Stage of Tertiary Education,Less important,0.33791,144,18448,0.28868,0.38946
270,270,2008,30-45 y.,First Stage of Tertiary Education,Unimportant,0.08376,35,18448,0.06505,0.10098
271,271,2008,30-45 y.,Second Stage of Tertiary Education,Very important,0.15069,214,18448,0.13521,0.16875
272,272,2008,30-45 y.,Second Stage of Tertiary Education,Important,0.33589,461,18448,0.30486,0.3636
273,273,2008,30-45 y.,Second Stage of Tertiary Education,Less important,0.39533,444,18448,0.36246,0.4293
274,274,2008,30-45 y.,Second Stage of Tertiary Education,Unimportant,0.11809,112,18448,0.10141,0.13693
275,275,2008,46-65 y.,Lower Secondary Level,Very important,0.14594,75,18448,0.12004,0.17738
276,276,2008,46-65 y.,Lower Secondary Level,Important,0.2875,135,18448,0.25137,0.32478
277,277,2008,46-65 y.,Lower Secondary Level,Less important,0.28813,120,18448,0.24911,0.32233
278,278,2008,46-65 y.,Lower Secondary Level,Unimportant,0.27843,107,18448,0.24624,0.31303
279,279,2008,46-65 y.,Upper Secondary Level,Very important,0.18784,729,18448,0.17635,0.19999
