"plh0108","year","bildungsniveau","sex","n","percent","lowerconfidence_percent","upperconfidence_percent"
"4 Ganz unwichtig","1995","AkademikerIn","weiblich","108","0.160280434860992","0.13440147404691","0.186159395675075"
"1 Sehr wichtig","1996","(noch) kein Abschluss","maennlich","","","",""
"1 Sehr wichtig","1996","(noch) kein Abschluss","weiblich","","","",""
"1 Sehr wichtig","1996","Hauptschule","maennlich","","","",""
"1 Sehr wichtig","1996","Hauptschule","weiblich","","","",""
"1 Sehr wichtig","1996","Realschule","maennlich","","","",""
"1 Sehr wichtig","1996","Realschule","weiblich","","","",""
"1 Sehr wichtig","1996","(Fach-)Abitur","maennlich","","","",""
"1 Sehr wichtig","1996","(Fach-)Abitur","weiblich","","","",""
"1 Sehr wichtig","1996","AkademikerIn","maennlich","","","",""
"1 Sehr wichtig","1996","AkademikerIn","weiblich","","","",""
"2 Wichtig","1996","(noch) kein Abschluss","maennlich","","","",""
"2 Wichtig","1996","(noch) kein Abschluss","weiblich","","","",""
"2 Wichtig","1996","Hauptschule","maennlich","","","",""
"2 Wichtig","1996","Hauptschule","weiblich","","","",""
"2 Wichtig","1996","Realschule","maennlich","","","",""
"2 Wichtig","1996","Realschule","weiblich","","","",""
"2 Wichtig","1996","(Fach-)Abitur","maennlich","","","",""
"2 Wichtig","1996","(Fach-)Abitur","weiblich","","","",""
"2 Wichtig","1996","AkademikerIn","maennlich","","","",""
"2 Wichtig","1996","AkademikerIn","weiblich","","","",""
"3 Weniger wichtig","1996","(noch) kein Abschluss","maennlich","","","",""
"3 Weniger wichtig","1996","(noch) kein Abschluss","weiblich","","","",""
"3 Weniger wichtig","1996","Hauptschule","maennlich","","","",""
"3 Weniger wichtig","1996","Hauptschule","weiblich","","","",""
"3 Weniger wichtig","1996","Realschule","maennlich","","","",""
"3 Weniger wichtig","1996","Realschule","weiblich","","","",""
"3 Weniger wichtig","1996","(Fach-)Abitur","maennlich","","","",""
"3 Weniger wichtig","1996","(Fach-)Abitur","weiblich","","","",""
"3 Weniger wichtig","1996","AkademikerIn","maennlich","","","",""
"3 Weniger wichtig","1996","AkademikerIn","weiblich","","","",""
"4 Ganz unwichtig","1996","(noch) kein Abschluss","maennlich","","","",""
"4 Ganz unwichtig","1996","(noch) kein Abschluss","weiblich","","","",""
"4 Ganz unwichtig","1996","Hauptschule","maennlich","","","",""
"4 Ganz unwichtig","1996","Hauptschule","weiblich","","","",""
"4 Ganz unwichtig","1996","Realschule","maennlich","","","",""
"4 Ganz unwichtig","1996","Realschule","weiblich","","","",""
"4 Ganz unwichtig","1996","(Fach-)Abitur","maennlich","","","",""
"4 Ganz unwichtig","1996","(Fach-)Abitur","weiblich","","","",""
"4 Ganz unwichtig","1996","AkademikerIn","maennlich","","","",""
"4 Ganz unwichtig","1996","AkademikerIn","weiblich","","","",""
"1 Sehr wichtig","1997","(noch) kein Abschluss","maennlich","","","",""
"1 Sehr wichtig","1997","(noch) kein Abschluss","weiblich","","","",""
"1 Sehr wichtig","1997","Hauptschule","maennlich","","","",""
"1 Sehr wichtig","1997","Hauptschule","weiblich","","","",""
"1 Sehr wichtig","1997","Realschule","maennlich","","","",""
"1 Sehr wichtig","1997","Realschule","weiblich","","","",""
"1 Sehr wichtig","1997","(Fach-)Abitur","maennlich","","","",""
"1 Sehr wichtig","1997","(Fach-)Abitur","weiblich","","","",""
"1 Sehr wichtig","1997","AkademikerIn","maennlich","","","",""
"1 Sehr wichtig","1997","AkademikerIn","weiblich","","","",""
"2 Wichtig","1997","(noch) kein Abschluss","maennlich","","","",""
"2 Wichtig","1997","(noch) kein Abschluss","weiblich","","","",""
"2 Wichtig","1997","Hauptschule","maennlich","","","",""
"2 Wichtig","1997","Hauptschule","weiblich","","","",""
"2 Wichtig","1997","Realschule","maennlich","","","",""
"2 Wichtig","1997","Realschule","weiblich","","","",""
"2 Wichtig","1997","(Fach-)Abitur","maennlich","","","",""
"2 Wichtig","1997","(Fach-)Abitur","weiblich","","","",""
"2 Wichtig","1997","AkademikerIn","maennlich","","","",""
"2 Wichtig","1997","AkademikerIn","weiblich","","","",""
"3 Weniger wichtig","1997","(noch) kein Abschluss","maennlich","","","",""
"3 Weniger wichtig","1997","(noch) kein Abschluss","weiblich","","","",""
"3 Weniger wichtig","1997","Hauptschule","maennlich","","","",""
"3 Weniger wichtig","1997","Hauptschule","weiblich","","","",""
"3 Weniger wichtig","1997","Realschule","maennlich","","","",""
"3 Weniger wichtig","1997","Realschule","weiblich","","","",""
"3 Weniger wichtig","1997","(Fach-)Abitur","maennlich","","","",""
"3 Weniger wichtig","1997","(Fach-)Abitur","weiblich","","","",""
"3 Weniger wichtig","1997","AkademikerIn","maennlich","","","",""
"3 Weniger wichtig","1997","AkademikerIn","weiblich","","","",""
"4 Ganz unwichtig","1997","(noch) kein Abschluss","maennlich","","","",""
"4 Ganz unwichtig","1997","(noch) kein Abschluss","weiblich","","","",""
"4 Ganz unwichtig","1997","Hauptschule","maennlich","","","",""
"4 Ganz unwichtig","1997","Hauptschule","weiblich","","","",""
"4 Ganz unwichtig","1997","Realschule","maennlich","","","",""
"4 Ganz unwichtig","1997","Realschule","weiblich","","","",""
"4 Ganz unwichtig","1997","(Fach-)Abitur","maennlich","","","",""
"4 Ganz unwichtig","1997","(Fach-)Abitur","weiblich","","","",""
"4 Ganz unwichtig","1997","AkademikerIn","maennlich","","","",""
"4 Ganz unwichtig","1997","AkademikerIn","weiblich","","","",""
"1 Sehr wichtig","1998","(noch) kein Abschluss","maennlich","","","",""
"1 Sehr wichtig","1998","(noch) kein Abschluss","weiblich","","","",""
"1 Sehr wichtig","1998","Hauptschule","maennlich","","","",""
"1 Sehr wichtig","1998","Hauptschule","weiblich","","","",""
"1 Sehr wichtig","1998","Realschule","maennlich","","","",""
"1 Sehr wichtig","1998","Realschule","weiblich","","","",""
"1 Sehr wichtig","1998","(Fach-)Abitur","maennlich","","","",""
"1 Sehr wichtig","1998","(Fach-)Abitur","weiblich","","","",""
"1 Sehr wichtig","1998","AkademikerIn","maennlich","","","",""
"1 Sehr wichtig","1998","AkademikerIn","weiblich","","","",""
"2 Wichtig","1998","(noch) kein Abschluss","maennlich","","","",""
"2 Wichtig","1998","(noch) kein Abschluss","weiblich","","","",""
"2 Wichtig","1998","Hauptschule","maennlich","","","",""
"2 Wichtig","1998","Hauptschule","weiblich","","","",""
"2 Wichtig","1998","Realschule","maennlich","","","",""
"2 Wichtig","1998","Realschule","weiblich","","","",""
"2 Wichtig","1998","(Fach-)Abitur","maennlich","","","",""
"2 Wichtig","1998","(Fach-)Abitur","weiblich","","","",""
"2 Wichtig","1998","AkademikerIn","maennlich","","","",""
"2 Wichtig","1998","AkademikerIn","weiblich","","","",""
"3 Weniger wichtig","1998","(noch) kein Abschluss","maennlich","","","",""
"3 Weniger wichtig","1998","(noch) kein Abschluss","weiblich","","","",""
"3 Weniger wichtig","1998","Hauptschule","maennlich","","","",""
"3 Weniger wichtig","1998","Hauptschule","weiblich","","","",""
"3 Weniger wichtig","1998","Realschule","maennlich","","","",""
"3 Weniger wichtig","1998","Realschule","weiblich","","","",""
"3 Weniger wichtig","1998","(Fach-)Abitur","maennlich","","","",""
"3 Weniger wichtig","1998","(Fach-)Abitur","weiblich","","","",""
"3 Weniger wichtig","1998","AkademikerIn","maennlich","","","",""
