year,pgisced97,quintil_oecd,plb0037_h,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1988,Upper Secondary Level,4th Quintile,Temporary job,0.04509,55,724,0.02996,0.06021
1988,Upper Secondary Level,5th Quintile,Permanent job,0.59764,595,595,0.55820,0.63707
1988,Post-secondary Non-tertiary Level,5th Quintile,Permanent job,0.50659,40,40,0.34968,0.66350
1988,First Stage of Tertiary Education,2nd Quintile,Permanent job,0.39333,37,37,0.23376,0.55290
1988,First Stage of Tertiary Education,3rd Quintile,Permanent job,0.47064,49,49,0.32943,0.61185
1988,First Stage of Tertiary Education,4th Quintile,Permanent job,0.52735,78,78,0.41584,0.63887
1988,First Stage of Tertiary Education,5th Quintile,Permanent job,0.62019,103,103,0.52600,0.71438
1988,Second Stage of Tertiary Education,3rd Quintile,Permanent job,0.65128,60,60,0.52967,0.77288
1988,Second Stage of Tertiary Education,4th Quintile,Permanent job,0.68388,103,103,0.59365,0.77412
1988,Second Stage of Tertiary Education,5th Quintile,Permanent job,0.60154,225,225,0.53742,0.66565
1989,Lower Secondary Level,1st Quintile,Permanent job,0.02602,37,37,-0.02598,0.07803
1989,Lower Secondary Level,2nd Quintile,Permanent job,0.04275,37,37,-0.02333,0.10883
1989,Lower Secondary Level,3rd Quintile,Permanent job,0.05857,31,31,-0.02546,0.14260
1989,Upper Secondary Level,1st Quintile,Permanent job,0.05834,47,47,-0.00939,0.12608
1989,Upper Secondary Level,2nd Quintile,Permanent job,0.07325,66,66,0.00991,0.13659
1989,Upper Secondary Level,3rd Quintile,Permanent job,0.06004,63,63,0.00091,0.11917
1989,Upper Secondary Level,4th Quintile,Permanent job,0.05940,73,73,0.00480,0.11400
1989,Upper Secondary Level,5th Quintile,Permanent job,0.07248,63,63,0.00794,0.13701
1990,Lower Secondary Level,1st Quintile,Permanent job,0.04008,48,85,-0.00186,0.08203
1990,Lower Secondary Level,1st Quintile,Temporary job,0.03865,37,85,-0.00257,0.07988
1990,Lower Secondary Level,3rd Quintile,Permanent job,0.05984,32,32,-0.02366,0.14334
1990,Upper Secondary Level,1st Quintile,Permanent job,0.07369,58,58,0.00586,0.14152
1990,Upper Secondary Level,2nd Quintile,Permanent job,0.07239,69,69,0.01080,0.13398
1990,Upper Secondary Level,3rd Quintile,Permanent job,0.07728,84,84,0.01983,0.13473
1990,Upper Secondary Level,4th Quintile,Permanent job,0.07995,96,96,0.02541,0.13449
1990,Upper Secondary Level,5th Quintile,Permanent job,0.07795,69,69,0.01423,0.14167
1991,Lower Secondary Level,1st Quintile,Permanent job,0.03900,47,47,-0.01695,0.09494
1991,Lower Secondary Level,2nd Quintile,Permanent job,0.04227,34,34,-0.02638,0.11093
1991,Lower Secondary Level,4th Quintile,Permanent job,0.06260,32,32,-0.02268,0.14787
1991,Upper Secondary Level,1st Quintile,Permanent job,0.06696,56,56,0.00090,0.13302
1991,Upper Secondary Level,2nd Quintile,Permanent job,0.07319,79,79,0.01539,0.13099
1991,Upper Secondary Level,3rd Quintile,Permanent job,0.05714,63,63,-0.00064,0.11491
1991,Upper Secondary Level,4th Quintile,Permanent job,0.07877,87,87,0.02184,0.13571
1991,Upper Secondary Level,5th Quintile,Permanent job,0.07702,74,74,0.01586,0.13819
1991,Second Stage of Tertiary Education,5th Quintile,Permanent job,0.09440,33,33,-0.00691,0.19570
1992,Lower Secondary Level,1st Quintile,Permanent job,0.03704,40,40,-0.02223,0.09632
1992,Lower Secondary Level,2nd Quintile,Permanent job,0.05201,43,43,-0.01514,0.11917
1992,Lower Secondary Level,3rd Quintile,Permanent job,0.04749,32,32,-0.02738,0.12236
1992,Upper Secondary Level,1st Quintile,Permanent job,0.07182,120,193,0.03530,0.10834
1992,Upper Secondary Level,1st Quintile,Temporary job,0.04855,73,193,0.01815,0.07896
1992,Upper Secondary Level,2nd Quintile,Permanent job,0.07969,152,202,0.04225,0.11712
1992,Upper Secondary Level,2nd Quintile,Temporary job,0.02835,50,202,0.00540,0.05129
1992,Upper Secondary Level,3rd Quintile,Permanent job,0.08254,144,144,0.03744,0.12765
1992,Upper Secondary Level,4th Quintile,Permanent job,0.07952,128,128,0.03246,0.12657
1992,Upper Secondary Level,5th Quintile,Permanent job,0.07564,101,101,0.02382,0.12747
1992,Second Stage of Tertiary Education,2nd Quintile,Permanent job,0.14179,54,54,0.04787,0.23570
1992,Second Stage of Tertiary Education,3rd Quintile,Permanent job,0.17924,70,70,0.08874,0.26975
1992,Second Stage of Tertiary Education,4th Quintile,Permanent job,0.10907,42,42,0.01365,0.20449
1992,Second Stage of Tertiary Education,5th Quintile,Permanent job,0.07592,50,50,0.00175,0.15008
1993,Lower Secondary Level,2nd Quintile,Permanent job,0.03501,38,38,-0.02422,0.09423
1993,Lower Secondary Level,3rd Quintile,Permanent job,0.04838,33,33,-0.02596,0.12273
1993,Upper Secondary Level,1st Quintile,Permanent job,0.06354,98,144,0.02356,0.10352
1993,Upper Secondary Level,1st Quintile,Temporary job,0.03311,46,144,0.00379,0.06244
1993,Upper Secondary Level,2nd Quintile,Permanent job,0.07653,131,164,0.03572,0.11735
1993,Upper Secondary Level,2nd Quintile,Temporary job,0.01649,33,164,-0.00306,0.03604
1993,Upper Secondary Level,3rd Quintile,Permanent job,0.07752,128,161,0.03609,0.11896
1993,Upper Secondary Level,3rd Quintile,Temporary job,0.01611,33,161,-0.00340,0.03562
1993,Upper Secondary Level,4th Quintile,Permanent job,0.07196,113,113,0.02410,0.11983
1993,Upper Secondary Level,5th Quintile,Permanent job,0.06459,87,87,0.01264,0.11654
1993,Second Stage of Tertiary Education,2nd Quintile,Permanent job,0.11308,33,33,0.00335,0.22280
1993,Second Stage of Tertiary Education,3rd Quintile,Permanent job,0.14478,53,53,0.04914,0.24042
1993,Second Stage of Tertiary Education,4th Quintile,Permanent job,0.10905,50,50,0.02177,0.19632
1993,Second Stage of Tertiary Education,5th Quintile,Permanent job,0.09119,51,51,0.01140,0.17099
1994,Lower Secondary Level,1st Quintile,Temporary job,0.03611,38,38,-0.02400,0.09623
1994,Upper Secondary Level,1st Quintile,Permanent job,0.05573,78,132,0.01645,0.09502
1994,Upper Secondary Level,1st Quintile,Temporary job,0.03375,54,132,0.00283,0.06468
1994,Upper Secondary Level,2nd Quintile,Permanent job,0.06782,109,160,0.02874,0.10690
1994,Upper Secondary Level,2nd Quintile,Temporary job,0.03288,51,160,0.00516,0.06060
1994,Upper Secondary Level,3rd Quintile,Permanent job,0.06761,109,141,0.02602,0.10920
1994,Upper Secondary Level,3rd Quintile,Temporary job,0.01621,32,141,-0.00471,0.03714
1994,Upper Secondary Level,4th Quintile,Permanent job,0.05687,98,98,0.01078,0.10297
1994,Upper Secondary Level,5th Quintile,Permanent job,0.04662,69,69,-0.00349,0.09672
1994,Second Stage of Tertiary Education,4th Quintile,Permanent job,0.10593,31,31,-0.00420,0.21606
1994,Second Stage of Tertiary Education,5th Quintile,Permanent job,0.04915,35,35,-0.02352,0.12181
1995,Primary Level,1st Quintile,Permanent job,0.15227,32,32,0.02580,0.27875
1995,Primary Level,2nd Quintile,Permanent job,0.39866,63,63,0.27679,0.52054
1995,Primary Level,3rd Quintile,Permanent job,0.68460,53,53,0.55830,0.81090
1995,Primary Level,4th Quintile,Permanent job,0.74805,44,44,0.61829,0.87781
1995,Lower Secondary Level,1st Quintile,Permanent job,0.13414,151,229,0.08991,0.17838
1995,Lower Secondary Level,1st Quintile,Temporary job,0.08751,78,229,0.05083,0.12419
1995,Lower Secondary Level,2nd Quintile,Permanent job,0.18977,173,242,0.14026,0.23927
1995,Lower Secondary Level,2nd Quintile,Temporary job,0.08050,69,242,0.04615,0.11485
1995,Lower Secondary Level,3rd Quintile,Permanent job,0.30720,204,268,0.25187,0.36254
1995,Lower Secondary Level,3rd Quintile,Temporary job,0.08232,64,268,0.04935,0.11529
1995,Lower Secondary Level,4th Quintile,Permanent job,0.34578,168,221,0.28293,0.40863
1995,Lower Secondary Level,4th Quintile,Temporary job,0.10470,53,221,0.06424,0.14516
1995,Lower Secondary Level,5th Quintile,Permanent job,0.40389,105,105,0.30958,0.49819
1995,Upper Secondary Level,1st Quintile,Permanent job,0.28063,386,485,0.24060,0.32066
1995,Upper Secondary Level,1st Quintile,Temporary job,0.07537,99,485,0.05186,0.09889
1995,Upper Secondary Level,2nd Quintile,Permanent job,0.36703,683,773,0.33303,0.40103
1995,Upper Secondary Level,2nd Quintile,Temporary job,0.05279,90,773,0.03701,0.06856
1995,Upper Secondary Level,3rd Quintile,Permanent job,0.48940,793,867,0.45610,0.52269
1995,Upper Secondary Level,3rd Quintile,Temporary job,0.03863,74,867,0.02580,0.05147
1995,Upper Secondary Level,4th Quintile,Permanent job,0.57262,863,950,0.54114,0.60409
1995,Upper Secondary Level,4th Quintile,Temporary job,0.05225,87,950,0.03809,0.06641
1995,Upper Secondary Level,5th Quintile,Permanent job,0.56173,696,734,0.52581,0.59765
1995,Upper Secondary Level,5th Quintile,Temporary job,0.03027,38,734,0.01787,0.04268
1995,Post-secondary Non-tertiary Level,2nd Quintile,Permanent job,0.43174,46,46,0.28702,0.57646
1995,Post-secondary Non-tertiary Level,3rd Quintile,Permanent job,0.63408,57,57,0.50792,0.76024
1995,Post-secondary Non-tertiary Level,4th Quintile,Permanent job,0.52971,61,61,0.40341,0.65600
1995,Post-secondary Non-tertiary Level,5th Quintile,Permanent job,0.60061,55,55,0.46998,0.73125
1995,First Stage of Tertiary Education,2nd Quintile,Permanent job,0.41718,66,66,0.29731,0.53706
1995,First Stage of Tertiary Education,3rd Quintile,Permanent job,0.50001,98,98,0.40051,0.59952
1995,First Stage of Tertiary Education,4th Quintile,Permanent job,0.46577,100,100,0.36750,0.56403
1995,First Stage of Tertiary Education,5th Quintile,Permanent job,0.65987,136,136,0.57996,0.73979
1995,Second Stage of Tertiary Education,1st Quintile,Permanent job,0.25315,36,36,0.10909,0.39720
1995,Second Stage of Tertiary Education,2nd Quintile,Permanent job,0.42512,127,127,0.33880,0.51145
1995,Second Stage of Tertiary Education,3rd Quintile,Permanent job,0.53731,193,193,0.46678,0.60784
1995,Second Stage of Tertiary Education,4th Quintile,Permanent job,0.59233,280,313,0.53780,0.64685
1995,Second Stage of Tertiary Education,4th Quintile,Temporary job,0.10393,33,313,0.07007,0.13779
1995,Second Stage of Tertiary Education,5th Quintile,Permanent job,0.65380,415,451,0.60984,0.69776
1995,Second Stage of Tertiary Education,5th Quintile,Temporary job,0.04056,36,451,0.02233,0.05878
1996,Primary Level,1st Quintile,Permanent job,0.18608,40,40,0.06394,0.30822
1996,Primary Level,2nd Quintile,Permanent job,0.33251,49,49,0.19923,0.46579
1996,Primary Level,3rd Quintile,Permanent job,0.74020,48,48,0.61482,0.86557
1996,Primary Level,4th Quintile,Permanent job,0.46536,35,35,0.29769,0.63302
1996,Lower Secondary Level,1st Quintile,Permanent job,0.15627,158,242,0.11042,0.20211
1996,Lower Secondary Level,1st Quintile,Temporary job,0.07800,84,242,0.04415,0.11186
1996,Lower Secondary Level,2nd Quintile,Permanent job,0.18942,146,221,0.13764,0.24120
1996,Lower Secondary Level,2nd Quintile,Temporary job,0.09159,75,221,0.05348,0.12971
1996,Lower Secondary Level,3rd Quintile,Permanent job,0.26504,171,233,0.20824,0.32183
1996,Lower Secondary Level,3rd Quintile,Temporary job,0.09132,62,233,0.05425,0.12839
1996,Lower Secondary Level,4th Quintile,Permanent job,0.32219,152,190,0.25557,0.38882
1996,Lower Secondary Level,4th Quintile,Temporary job,0.08655,38,190,0.04646,0.12664
1996,Lower Secondary Level,5th Quintile,Permanent job,0.37609,95,95,0.27816,0.47402
1996,Upper Secondary Level,1st Quintile,Permanent job,0.26515,399,482,0.22570,0.30460
1996,Upper Secondary Level,1st Quintile,Temporary job,0.07097,83,482,0.04802,0.09392
1996,Upper Secondary Level,2nd Quintile,Permanent job,0.40763,664,739,0.37217,0.44308
1996,Upper Secondary Level,2nd Quintile,Temporary job,0.03884,75,739,0.02490,0.05278
1996,Upper Secondary Level,3rd Quintile,Permanent job,0.47910,783,859,0.44567,0.51253
1996,Upper Secondary Level,3rd Quintile,Temporary job,0.04704,76,859,0.03287,0.06121
1996,Upper Secondary Level,4th Quintile,Permanent job,0.56790,850,928,0.53601,0.59979
1996,Upper Secondary Level,4th Quintile,Temporary job,0.04545,78,928,0.03204,0.05886
1996,Upper Secondary Level,5th Quintile,Permanent job,0.55458,670,709,0.51797,0.59119
1996,Upper Secondary Level,5th Quintile,Temporary job,0.02657,39,709,0.01472,0.03842
1996,Post-secondary Non-tertiary Level,1st Quintile,Permanent job,0.37042,32,32,0.20042,0.54042
1996,Post-secondary Non-tertiary Level,2nd Quintile,Permanent job,0.40836,42,42,0.25790,0.55881
1996,Post-secondary Non-tertiary Level,3rd Quintile,Permanent job,0.61650,52,52,0.48305,0.74995
1996,Post-secondary Non-tertiary Level,4th Quintile,Permanent job,0.52145,66,66,0.40001,0.64290
1996,Post-secondary Non-tertiary Level,5th Quintile,Permanent job,0.64210,58,58,0.51764,0.76655
1996,First Stage of Tertiary Education,2nd Quintile,Permanent job,0.46797,63,63,0.34376,0.59217
1996,First Stage of Tertiary Education,3rd Quintile,Permanent job,0.49408,107,107,0.39890,0.58926
1996,First Stage of Tertiary Education,4th Quintile,Permanent job,0.50371,109,109,0.40941,0.59801
1996,First Stage of Tertiary Education,5th Quintile,Permanent job,0.55640,123,123,0.46824,0.64456
1996,Second Stage of Tertiary Education,1st Quintile,Permanent job,0.26281,42,42,0.12808,0.39755
1996,Second Stage of Tertiary Education,2nd Quintile,Permanent job,0.41822,104,104,0.32296,0.51348
1996,Second Stage of Tertiary Education,3rd Quintile,Permanent job,0.49677,185,185,0.42453,0.56902
1996,Second Stage of Tertiary Education,4th Quintile,Permanent job,0.61150,286,286,0.55492,0.66809
1996,Second Stage of Tertiary Education,5th Quintile,Permanent job,0.62443,426,426,0.57838,0.67047
1997,Primary Level,2nd Quintile,Permanent job,0.40505,50,50,0.26760,0.54250
1997,Primary Level,3rd Quintile,Permanent job,0.55260,37,37,0.39017,0.71503
1997,Primary Level,4th Quintile,Permanent job,0.68557,38,38,0.53597,0.83518
1997,Lower Secondary Level,1st Quintile,Permanent job,0.12524,140,229,0.08228,0.16820
1997,Lower Secondary Level,1st Quintile,Temporary job,0.07881,89,229,0.04384,0.11379
1997,Lower Secondary Level,2nd Quintile,Permanent job,0.18448,137,223,0.13345,0.23550
1997,Lower Secondary Level,2nd Quintile,Temporary job,0.10810,86,223,0.06726,0.14895
1997,Lower Secondary Level,3rd Quintile,Permanent job,0.22280,134,210,0.16638,0.27921
1997,Lower Secondary Level,3rd Quintile,Temporary job,0.12658,76,210,0.08150,0.17166
1997,Lower Secondary Level,4th Quintile,Permanent job,0.32077,145,198,0.25558,0.38595
1997,Lower Secondary Level,4th Quintile,Temporary job,0.12476,53,198,0.07861,0.17090
1997,Lower Secondary Level,5th Quintile,Permanent job,0.38601,84,84,0.28128,0.49075
1997,Upper Secondary Level,1st Quintile,Permanent job,0.23461,314,386,0.19229,0.27694
1997,Upper Secondary Level,1st Quintile,Temporary job,0.05269,72,386,0.03037,0.07501
1997,Upper Secondary Level,2nd Quintile,Permanent job,0.40148,665,747,0.36630,0.43666
1997,Upper Secondary Level,2nd Quintile,Temporary job,0.05461,82,747,0.03831,0.07092
1997,Upper Secondary Level,3rd Quintile,Permanent job,0.45035,744,821,0.41629,0.48440
1997,Upper Secondary Level,3rd Quintile,Temporary job,0.04741,77,821,0.03286,0.06195
1997,Upper Secondary Level,4th Quintile,Permanent job,0.56350,842,925,0.53152,0.59548
1997,Upper Secondary Level,4th Quintile,Temporary job,0.04485,83,925,0.03151,0.05820
1997,Upper Secondary Level,5th Quintile,Permanent job,0.52521,615,663,0.48717,0.56325
1997,Upper Secondary Level,5th Quintile,Temporary job,0.03638,48,663,0.02212,0.05065
1997,Post-secondary Non-tertiary Level,2nd Quintile,Permanent job,0.54162,48,48,0.39917,0.68407
1997,Post-secondary Non-tertiary Level,3rd Quintile,Permanent job,0.53506,45,45,0.38768,0.68244
1997,Post-secondary Non-tertiary Level,4th Quintile,Permanent job,0.53928,67,67,0.41902,0.65954
1997,Post-secondary Non-tertiary Level,5th Quintile,Permanent job,0.60846,59,59,0.48285,0.73408
1997,First Stage of Tertiary Education,2nd Quintile,Permanent job,0.38959,56,56,0.26071,0.51847
1997,First Stage of Tertiary Education,3rd Quintile,Permanent job,0.46752,99,99,0.36874,0.56631
1997,First Stage of Tertiary Education,4th Quintile,Permanent job,0.64566,125,125,0.56147,0.72985
1997,First Stage of Tertiary Education,5th Quintile,Permanent job,0.55680,122,122,0.46829,0.64531
1997,Second Stage of Tertiary Education,1st Quintile,Permanent job,0.24158,36,36,0.09977,0.38339
1997,Second Stage of Tertiary Education,2nd Quintile,Permanent job,0.41034,106,106,0.31625,0.50443
1997,Second Stage of Tertiary Education,3rd Quintile,Permanent job,0.51834,179,179,0.44494,0.59175
1997,Second Stage of Tertiary Education,4th Quintile,Permanent job,0.61397,285,285,0.55735,0.67060
1997,Second Stage of Tertiary Education,5th Quintile,Permanent job,0.60268,425,474,0.55858,0.64678
1997,Second Stage of Tertiary Education,5th Quintile,Temporary job,0.06405,49,474,0.04198,0.08611
1998,Primary Level,1st Quintile,Permanent job,0.25613,40,40,0.11914,0.39313
1998,Primary Level,2nd Quintile,Permanent job,0.42238,37,37,0.26103,0.58373
1998,Primary Level,3rd Quintile,Permanent job,0.49965,33,33,0.32640,0.67289
1998,Primary Level,4th Quintile,Permanent job,0.61931,33,33,0.45107,0.78755
1998,Lower Secondary Level,1st Quintile,Permanent job,0.14559,129,216,0.09844,0.19273
1998,Lower Secondary Level,1st Quintile,Temporary job,0.08558,87,216,0.04818,0.12297
1998,Lower Secondary Level,2nd Quintile,Permanent job,0.20802,141,227,0.15510,0.26093
1998,Lower Secondary Level,2nd Quintile,Temporary job,0.10882,86,227,0.06822,0.14942
1998,Lower Secondary Level,3rd Quintile,Permanent job,0.23652,143,212,0.17918,0.29386
1998,Lower Secondary Level,3rd Quintile,Temporary job,0.11241,69,212,0.06979,0.15503
1998,Lower Secondary Level,4th Quintile,Permanent job,0.27348,116,172,0.20667,0.34029
1998,Lower Secondary Level,4th Quintile,Temporary job,0.12548,56,172,0.07583,0.17513
1998,Lower Secondary Level,5th Quintile,Permanent job,0.32863,63,63,0.21171,0.44556
1998,Upper Secondary Level,1st Quintile,Permanent job,0.26679,338,413,0.22408,0.30950
1998,Upper Secondary Level,1st Quintile,Temporary job,0.07244,75,413,0.04741,0.09747
1998,Upper Secondary Level,2nd Quintile,Permanent job,0.40828,618,698,0.37179,0.44477
1998,Upper Secondary Level,2nd Quintile,Temporary job,0.05201,80,698,0.03553,0.06850
1998,Upper Secondary Level,3rd Quintile,Permanent job,0.45159,719,795,0.41697,0.48621
1998,Upper Secondary Level,3rd Quintile,Temporary job,0.04227,76,795,0.02827,0.05626
1998,Upper Secondary Level,4th Quintile,Permanent job,0.54638,813,882,0.51350,0.57925
1998,Upper Secondary Level,4th Quintile,Temporary job,0.04341,69,882,0.02996,0.05687
1998,Upper Secondary Level,5th Quintile,Permanent job,0.50697,577,620,0.46758,0.54635
1998,Upper Secondary Level,5th Quintile,Temporary job,0.03553,43,620,0.02094,0.05011
1998,Post-secondary Non-tertiary Level,2nd Quintile,Permanent job,0.49721,33,33,0.32397,0.67045
1998,Post-secondary Non-tertiary Level,3rd Quintile,Permanent job,0.60762,54,54,0.47616,0.73907
1998,Post-secondary Non-tertiary Level,4th Quintile,Permanent job,0.60719,79,79,0.49881,0.71558
1998,Post-secondary Non-tertiary Level,5th Quintile,Permanent job,0.68090,59,59,0.56094,0.80087
1998,First Stage of Tertiary Education,2nd Quintile,Permanent job,0.47845,68,68,0.35883,0.59806
1998,First Stage of Tertiary Education,3rd Quintile,Permanent job,0.48000,85,85,0.37316,0.58684
1998,First Stage of Tertiary Education,4th Quintile,Permanent job,0.57667,125,125,0.48970,0.66364
1998,First Stage of Tertiary Education,5th Quintile,Permanent job,0.58428,116,116,0.49420,0.67436
1998,Second Stage of Tertiary Education,1st Quintile,Permanent job,0.25136,36,36,0.10764,0.39508
1998,Second Stage of Tertiary Education,2nd Quintile,Permanent job,0.35143,98,98,0.25642,0.44644
1998,Second Stage of Tertiary Education,3rd Quintile,Permanent job,0.53367,177,177,0.45997,0.60738
1998,Second Stage of Tertiary Education,4th Quintile,Permanent job,0.56593,260,260,0.50557,0.62629
1998,Second Stage of Tertiary Education,5th Quintile,Permanent job,0.59438,429,462,0.54956,0.63920
1998,Second Stage of Tertiary Education,5th Quintile,Temporary job,0.03963,33,462,0.02182,0.05744
1999,Primary Level,1st Quintile,Permanent job,0.23891,41,41,0.10676,0.37106
1999,Primary Level,2nd Quintile,Permanent job,0.35335,43,43,0.20879,0.49792
1999,Primary Level,3rd Quintile,Permanent job,0.52036,37,37,0.35717,0.68356
1999,Lower Secondary Level,1st Quintile,Permanent job,0.17779,150,267,0.13184,0.22374
