year,regtyp,sampreg,plb0037_h,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1999,Urban regions,West,Temporary job,0.05324,535,4109,0.04638,0.06011
1999,Urban regions,East,Permanent job,0.33805,544,662,0.30198,0.37411
1999,Urban regions,East,Temporary job,0.06494,118,662,0.04615,0.08373
1999,Rural regions,West,Permanent job,0.33992,1053,1218,0.31331,0.36654
1999,Rural regions,West,Temporary job,0.05063,165,1218,0.03831,0.06294
1999,Rural regions,East,Permanent job,0.30611,1046,1325,0.28129,0.33094
1999,Rural regions,East,Temporary job,0.07827,279,1325,0.06381,0.09274
2000,Urban regions,West,Permanent job,0.33996,5929,6767,0.32867,0.35124
2000,Urban regions,West,Temporary job,0.04927,838,6767,0.04411,0.05442
2000,Urban regions,East,Permanent job,0.32170,768,913,0.29138,0.35202
2000,Urban regions,East,Temporary job,0.05973,145,913,0.04435,0.07511
2000,Rural regions,West,Permanent job,0.31923,1789,2086,0.29922,0.33924
2000,Rural regions,West,Temporary job,0.05080,297,2086,0.04138,0.06023
2000,Rural regions,East,Permanent job,0.29621,1528,1914,0.27575,0.31667
2000,Rural regions,East,Temporary job,0.07179,386,1914,0.06022,0.08335
2001,Urban regions,West,Permanent job,0.34000,5419,6173,0.32818,0.35182
2001,Urban regions,West,Temporary job,0.04734,754,6173,0.04204,0.05264
2001,Urban regions,East,Permanent job,0.33561,730,869,0.30420,0.36703
2001,Urban regions,East,Temporary job,0.06207,139,869,0.04602,0.07813
2001,Rural regions,West,Permanent job,0.31698,1584,1826,0.29563,0.33833
2001,Rural regions,West,Temporary job,0.04756,242,1826,0.03780,0.05733
2001,Rural regions,East,Permanent job,0.29258,1388,1758,0.27130,0.31385
2001,Rural regions,East,Temporary job,0.07788,370,1758,0.06535,0.09042
2002,Urban regions,West,Permanent job,0.33024,5819,6606,0.31890,0.34158
2002,Urban regions,West,Temporary job,0.04677,787,6606,0.04168,0.05187
2002,Urban regions,East,Permanent job,0.31022,729,878,0.27961,0.34084
2002,Urban regions,East,Temporary job,0.07040,149,878,0.05347,0.08734
2002,Rural regions,West,Permanent job,0.31852,1683,1956,0.29787,0.33917
2002,Rural regions,West,Temporary job,0.05263,273,1956,0.04274,0.06253
2002,Rural regions,East,Permanent job,0.28818,1411,1715,0.26674,0.30962
2002,Rural regions,East,Temporary job,0.06653,304,1715,0.05473,0.07832
2003,Urban regions,West,Permanent job,0.32334,5430,6206,0.31170,0.33498
2003,Urban regions,West,Temporary job,0.04825,776,6206,0.04292,0.05358
2003,Urban regions,East,Permanent job,0.30425,695,825,0.27283,0.33566
2003,Urban regions,East,Temporary job,0.05813,130,825,0.04215,0.07410
2003,Rural regions,West,Permanent job,0.31154,1545,1795,0.29011,0.33297
2003,Rural regions,West,Temporary job,0.04828,250,1795,0.03836,0.05820
2003,Rural regions,East,Permanent job,0.28820,1343,1627,0.26618,0.31021
2003,Rural regions,East,Temporary job,0.06296,284,1627,0.05116,0.07477
2004,Urban regions,West,Permanent job,0.32374,5213,5951,0.31185,0.33563
2004,Urban regions,West,Temporary job,0.04897,738,5951,0.04349,0.05446
2004,Urban regions,East,Permanent job,0.28140,673,829,0.25077,0.31203
2004,Urban regions,East,Temporary job,0.08499,156,829,0.06599,0.10398
2004,Rural regions,West,Permanent job,0.29470,1473,1731,0.27321,0.31618
2004,Rural regions,West,Temporary job,0.05159,258,1731,0.04117,0.06201
2004,Rural regions,East,Permanent job,0.28688,1279,1563,0.26445,0.30931
2004,Rural regions,East,Temporary job,0.06000,284,1563,0.04822,0.07178
2005,Urban regions,West,Permanent job,0.33770,5082,5769,0.32549,0.34990
2005,Urban regions,West,Temporary job,0.04972,687,5769,0.04411,0.05533
2005,Urban regions,East,Permanent job,0.29387,656,787,0.26202,0.32572
2005,Urban regions,East,Temporary job,0.06829,131,787,0.05066,0.08593
2005,Rural regions,West,Permanent job,0.31409,1461,1675,0.29185,0.33632
2005,Rural regions,West,Temporary job,0.05206,214,1675,0.04142,0.06270
2005,Rural regions,East,Permanent job,0.28805,1251,1496,0.26509,0.31100
2005,Rural regions,East,Temporary job,0.06599,245,1496,0.05340,0.07857
2006,Urban regions,West,Permanent job,0.33045,5267,6019,0.31857,0.34234
2006,Urban regions,West,Temporary job,0.05277,752,6019,0.04712,0.05842
2006,Urban regions,East,Permanent job,0.28809,665,803,0.25674,0.31943
2006,Urban regions,East,Temporary job,0.07614,138,803,0.05778,0.09450
2006,Rural regions,West,Permanent job,0.30976,1557,1795,0.28836,0.33116
2006,Rural regions,West,Temporary job,0.05264,238,1795,0.04231,0.06297
2006,Rural regions,East,Permanent job,0.28478,1297,1575,0.26249,0.30708
2006,Rural regions,East,Temporary job,0.07001,278,1575,0.05740,0.08261
2007,Urban regions,West,Permanent job,0.33623,4960,5699,0.32397,0.34850
2007,Urban regions,West,Temporary job,0.05585,739,5699,0.04989,0.06182
2007,Urban regions,East,Permanent job,0.28756,623,776,0.25569,0.31942
2007,Urban regions,East,Temporary job,0.08426,153,776,0.06470,0.10381
2007,Rural regions,West,Permanent job,0.32381,1483,1733,0.30177,0.34585
2007,Rural regions,West,Temporary job,0.05712,250,1733,0.04619,0.06805
2007,Rural regions,East,Permanent job,0.30574,1278,1536,0.28269,0.32879
2007,Rural regions,East,Temporary job,0.07025,258,1536,0.05747,0.08304
2008,Urban regions,West,Permanent job,0.35055,4727,5463,0.33789,0.36320
2008,Urban regions,West,Temporary job,0.06009,736,5463,0.05379,0.06640
2008,Urban regions,East,Permanent job,0.31507,634,768,0.28219,0.34794
2008,Urban regions,East,Temporary job,0.07522,134,768,0.05656,0.09389
2008,Rural regions,West,Permanent job,0.33013,1411,1650,0.30743,0.35283
2008,Rural regions,West,Temporary job,0.06496,239,1650,0.05307,0.07686
2008,Rural regions,East,Permanent job,0.32314,1238,1490,0.29939,0.34690
2008,Rural regions,East,Temporary job,0.07208,252,1490,0.05894,0.08521
2009,Urban regions,West,Permanent job,0.35173,4305,5018,0.33852,0.36494
2009,Urban regions,West,Temporary job,0.06202,713,5018,0.05535,0.06870
2009,Urban regions,East,Permanent job,0.30461,571,709,0.27071,0.33851
2009,Urban regions,East,Temporary job,0.09600,138,709,0.07430,0.11770
2009,Rural regions,West,Permanent job,0.34120,1370,1566,0.31771,0.36469
2009,Rural regions,West,Temporary job,0.05768,196,1566,0.04613,0.06924
2009,Rural regions,East,Permanent job,0.32403,1193,1431,0.29977,0.34829
2009,Rural regions,East,Temporary job,0.06618,238,1431,0.05330,0.07907
2010,Urban regions,West,Permanent job,0.35467,5914,6921,0.34340,0.36595
2010,Urban regions,West,Temporary job,0.05996,1007,6921,0.05437,0.06555
2010,Urban regions,East,Permanent job,0.30715,704,892,0.27686,0.33744
2010,Urban regions,East,Temporary job,0.10421,188,892,0.08415,0.12427
2010,Rural regions,West,Permanent job,0.34486,2047,2403,0.32586,0.36387
2010,Rural regions,West,Temporary job,0.06937,356,2403,0.05921,0.07953
2010,Rural regions,East,Permanent job,0.34608,1488,1781,0.32398,0.36818
2010,Rural regions,East,Temporary job,0.07287,293,1781,0.06080,0.08495
2011,Urban regions,West,Permanent job,0.34916,7119,8279,0.33889,0.35943
2011,Urban regions,West,Temporary job,0.06239,1160,8279,0.05718,0.06760
2011,Urban regions,East,Permanent job,0.33518,869,1071,0.30690,0.36347
2011,Urban regions,East,Temporary job,0.08728,202,1071,0.07037,0.10419
2011,Rural regions,West,Permanent job,0.34695,2700,3166,0.33036,0.36353
2011,Rural regions,West,Temporary job,0.06930,466,3166,0.06045,0.07815
2011,Rural regions,East,Permanent job,0.34258,1723,2065,0.32210,0.36305
2011,Rural regions,East,Temporary job,0.07122,342,2065,0.06013,0.08232
2012,Urban regions,West,Permanent job,0.35201,6899,8129,0.34162,0.36239
2012,Urban regions,West,Temporary job,0.06640,1230,8129,0.06099,0.07182
2012,Urban regions,East,Permanent job,0.33414,836,1037,0.30541,0.36286
2012,Urban regions,East,Temporary job,0.08616,201,1037,0.06907,0.10324
2012,Rural regions,West,Permanent job,0.36072,2713,3203,0.34409,0.37735
2012,Rural regions,West,Temporary job,0.06680,490,3203,0.05815,0.07545
2012,Rural regions,East,Permanent job,0.34646,1732,2064,0.32593,0.36699
2012,Rural regions,East,Temporary job,0.06070,332,2064,0.05039,0.07100
2013,Urban regions,West,Permanent job,0.34586,7948,9696,0.33640,0.35533
2013,Urban regions,West,Temporary job,0.07099,1748,9696,0.06588,0.07610
2013,Urban regions,East,Permanent job,0.33606,861,1083,0.30791,0.36421
2013,Urban regions,East,Temporary job,0.09054,222,1083,0.07344,0.10764
2013,Rural regions,West,Permanent job,0.35565,2966,3538,0.33987,0.37143
2013,Rural regions,West,Temporary job,0.05776,572,3538,0.05007,0.06545
2013,Rural regions,East,Permanent job,0.34942,1668,2008,0.32856,0.37028
2013,Rural regions,East,Temporary job,0.06414,340,2008,0.05342,0.07486
2014,Urban regions,West,Permanent job,0.34765,6998,8492,0.33752,0.35778
2014,Urban regions,West,Temporary job,0.07412,1494,8492,0.06855,0.07970
2014,Urban regions,East,Permanent job,0.33640,772,965,0.30658,0.36623
2014,Urban regions,East,Temporary job,0.08922,193,965,0.07123,0.10722
2014,Rural regions,West,Permanent job,0.36278,2667,3162,0.34602,0.37954
2014,Rural regions,West,Temporary job,0.06505,495,3162,0.05645,0.07365
2014,Rural regions,East,Permanent job,0.34212,1518,1811,0.32027,0.36398
2014,Rural regions,East,Temporary job,0.06639,293,1811,0.05492,0.07786
2015,Urban regions,West,Permanent job,0.35173,6888,8437,0.34154,0.36192
2015,Urban regions,West,Temporary job,0.07458,1549,8437,0.06898,0.08019
2015,Urban regions,East,Permanent job,0.36513,785,980,0.33497,0.39529
2015,Urban regions,East,Temporary job,0.09089,195,980,0.07289,0.10890
2015,Rural regions,West,Permanent job,0.38184,2720,3269,0.36518,0.39850
2015,Rural regions,West,Temporary job,0.06780,549,3269,0.05918,0.07642
2015,Rural regions,East,Permanent job,0.34745,1443,1711,0.32488,0.37002
2015,Rural regions,East,Temporary job,0.05915,268,1711,0.04797,0.07034
2016,Urban regions,West,Permanent job,0.35513,6340,7855,0.34454,0.36571
2016,Urban regions,West,Temporary job,0.07788,1515,7855,0.07196,0.08381
2016,Urban regions,East,Permanent job,0.34487,739,925,0.31422,0.37552
2016,Urban regions,East,Temporary job,0.09134,186,925,0.07276,0.10991
2016,Rural regions,West,Permanent job,0.36807,2412,2959,0.35069,0.38545
2016,Rural regions,West,Temporary job,0.06683,547,2959,0.05783,0.07583
2016,Rural regions,East,Permanent job,0.35767,1395,1667,0.33465,0.38069
2016,Rural regions,East,Temporary job,0.06107,272,1667,0.04957,0.07257
2017,Urban regions,West,Permanent job,0.35954,7194,8877,0.34956,0.36953
2017,Urban regions,West,Temporary job,0.07670,1683,8877,0.07117,0.08224
2017,Urban regions,East,Permanent job,0.37764,880,1059,0.34843,0.40685
2017,Urban regions,East,Temporary job,0.06804,179,1059,0.05287,0.08321
2017,Rural regions,West,Permanent job,0.38285,2815,3459,0.36665,0.39905
2017,Rural regions,West,Temporary job,0.06989,644,3459,0.06139,0.07839
2017,Rural regions,East,Permanent job,0.36342,1628,1930,0.34196,0.38489
2017,Rural regions,East,Temporary job,0.06201,302,1930,0.05125,0.07278
2018,Urban regions,West,Permanent job,0.37083,6997,8789,0.36074,0.38093
2018,Urban regions,West,Temporary job,0.07883,1792,8789,0.07320,0.08446
2018,Urban regions,East,Permanent job,0.38582,902,1089,0.35690,0.41475
2018,Urban regions,East,Temporary job,0.07539,187,1089,0.05970,0.09108
2018,Rural regions,West,Permanent job,0.39298,2694,3284,0.37627,0.40969
2018,Rural regions,West,Temporary job,0.06399,590,3284,0.05562,0.07236
2018,Rural regions,East,Permanent job,0.36818,1597,1908,0.34654,0.38983
2018,Rural regions,East,Temporary job,0.05422,311,1908,0.04406,0.06438
2019,Urban regions,West,Permanent job,0.37631,6638,8342,0.36591,0.38670
2019,Urban regions,West,Temporary job,0.07552,1704,8342,0.06985,0.08119
2019,Urban regions,East,Permanent job,0.40431,848,1025,0.37425,0.43437
2019,Urban regions,East,Temporary job,0.06131,177,1025,0.04662,0.07600
2019,Rural regions,West,Permanent job,0.40032,2550,3101,0.38307,0.41757
2019,Rural regions,West,Temporary job,0.06047,551,3101,0.05208,0.06886
2019,Rural regions,East,Permanent job,0.36412,1527,1805,0.34192,0.38633
2019,Rural regions,East,Temporary job,0.05542,278,1805,0.04486,0.06598
2020,Urban regions,West,Permanent job,0.37499,7311,9459,0.36523,0.38475
2020,Urban regions,West,Temporary job,0.07394,2148,9459,0.06867,0.07922
2020,Urban regions,East,Permanent job,0.39747,883,1092,0.36843,0.42651
2020,Urban regions,East,Temporary job,0.06895,209,1092,0.05392,0.08399
2020,Rural regions,West,Permanent job,0.39844,2641,3211,0.38151,0.41538
2020,Rural regions,West,Temporary job,0.05191,570,3211,0.04424,0.05959
2020,Rural regions,East,Permanent job,0.38819,1519,1779,0.36554,0.41084
2020,Rural regions,East,Temporary job,0.04705,260,1779,0.03721,0.05689
2021,Urban regions,West,Permanent job,0.38303,5028,6168,0.37090,0.39516
2021,Urban regions,West,Temporary job,0.06603,1140,6168,0.05983,0.07222
2021,Urban regions,East,Permanent job,0.39051,655,774,0.35612,0.42491
2021,Urban regions,East,Temporary job,0.06930,119,774,0.05140,0.08721
2021,Rural regions,West,Permanent job,0.40071,1771,2084,0.37966,0.42175
2021,Rural regions,West,Temporary job,0.05948,313,2084,0.04933,0.06964
2021,Rural regions,East,Permanent job,0.39420,1045,1175,0.36624,0.42215
2021,Rural regions,East,Temporary job,0.03542,130,1175,0.02484,0.04599
2022,Urban regions,West,Permanent job,0.39350,8449,10295,0.38406,0.40294
2022,Urban regions,West,Temporary job,0.06236,1846,10295,0.05769,0.06703
2022,Urban regions,East,Permanent job,0.40765,1138,1378,0.38170,0.43361
2022,Urban regions,East,Temporary job,0.06681,240,1378,0.05362,0.08000
2022,Rural regions,West,Permanent job,0.40805,2703,3118,0.39079,0.42530
2022,Rural regions,West,Temporary job,0.04864,415,3118,0.04109,0.05619
2022,Rural regions,East,Permanent job,0.38179,1748,1994,0.36046,0.40312
2022,Rural regions,East,Temporary job,0.04406,246,1994,0.03505,0.05307
