,Unnamed: 0,year,quintil_oecd,plb0037_h,proportion,n,N,proportion_lower_confidence,proportion_upper_confidence
40,40,1989,1st Quintile,Permanent job,0.67104,125,893,0.5826,0.77407
41,41,1989,1st Quintile,Temporary job,0.32896,63,893,0.27137,0.39178
42,42,1989,2nd Quintile,Permanent job,0.76912,129,893,0.66553,0.88308
43,43,1989,2nd Quintile,Temporary job,0.23088,51,893,0.17577,0.27621
44,44,1989,3rd Quintile,Permanent job,0.78547,131,893,0.71717,0.87094
45,45,1989,3rd Quintile,Temporary job,0.21453,46,893,0.17713,0.25557
46,46,1989,4th Quintile,Permanent job,0.73973,131,893,0.67139,0.8046
47,47,1989,4th Quintile,Temporary job,0.26027,50,893,0.21844,0.30767
48,48,1989,5th Quintile,Permanent job,0.799,127,893,0.73109,0.8723
49,49,1989,5th Quintile,Temporary job,0.201,40,893,0.1699,0.2373
50,50,1990,1st Quintile,Permanent job,0.68489,144,906,0.58094,0.79188
51,51,1990,1st Quintile,Temporary job,0.31511,65,906,0.255,0.38832
52,52,1990,2nd Quintile,Permanent job,0.69494,129,906,0.60491,0.78999
53,53,1990,2nd Quintile,Temporary job,0.30506,58,906,0.2547,0.36798
54,54,1990,3rd Quintile,Permanent job,0.76989,133,906,0.68311,0.85786
55,55,1990,3rd Quintile,Temporary job,0.23011,42,906,0.18526,0.27022
56,56,1990,4th Quintile,Permanent job,0.8362,157,906,0.75498,0.91844
57,57,1990,4th Quintile,Temporary job,0.1638,36,906,0.12986,0.20272
58,58,1990,5th Quintile,Permanent job,1.0,142,906,0.91716,1.08356
59,59,1991,1st Quintile,Permanent job,0.6475,129,927,0.55413,0.74836
60,60,1991,1st Quintile,Temporary job,0.3525,65,927,0.28,0.43657
61,61,1991,2nd Quintile,Permanent job,0.77502,159,927,0.67773,0.85614
62,62,1991,2nd Quintile,Temporary job,0.22498,48,927,0.17951,0.27434
63,63,1991,3rd Quintile,Permanent job,0.75197,124,927,0.66689,0.84908
64,64,1991,3rd Quintile,Temporary job,0.24803,37,927,0.20201,0.30803
65,65,1991,4th Quintile,Permanent job,0.83371,152,927,0.75413,0.91202
66,66,1991,4th Quintile,Temporary job,0.16629,38,927,0.1327,0.20215
67,67,1991,5th Quintile,Permanent job,0.84225,144,927,0.7579,0.9313
68,68,1991,5th Quintile,Temporary job,0.15775,31,927,0.12761,0.18718
69,69,1992,1st Quintile,Permanent job,0.64873,206,1599,0.58477,0.70531
70,70,1992,1st Quintile,Temporary job,0.35127,106,1599,0.3054,0.40827
71,71,1992,2nd Quintile,Permanent job,0.728,287,1599,0.66951,0.7928
72,72,1992,2nd Quintile,Temporary job,0.272,107,1599,0.2412,0.31395
73,73,1992,3rd Quintile,Permanent job,0.77671,265,1599,0.70146,0.84322
74,74,1992,3rd Quintile,Temporary job,0.22329,75,1599,0.1893,0.26188
75,75,1992,4th Quintile,Permanent job,0.79645,250,1599,0.72823,0.85519
76,76,1992,4th Quintile,Temporary job,0.20355,68,1599,0.16878,0.25004
77,77,1992,5th Quintile,Permanent job,0.84766,199,1599,0.7705,0.91012
78,78,1992,5th Quintile,Temporary job,0.15234,36,1599,0.11714,0.19205
79,79,1993,1st Quintile,Permanent job,0.65199,159,1368,0.57525,0.73126
80,80,1993,1st Quintile,Temporary job,0.34801,79,1368,0.29752,0.42176
81,81,1993,2nd Quintile,Permanent job,0.7617,231,1368,0.7023,0.83742
82,82,1993,2nd Quintile,Temporary job,0.2383,74,1368,0.20476,0.28142
83,83,1993,3rd Quintile,Permanent job,0.77644,254,1368,0.72512,0.84096
84,84,1993,3rd Quintile,Temporary job,0.22356,73,1368,0.1872,0.26985
85,85,1993,4th Quintile,Permanent job,0.83099,221,1368,0.74596,0.9121
86,86,1993,4th Quintile,Temporary job,0.16901,42,1368,0.14572,0.19348
87,87,1993,5th Quintile,Permanent job,0.81064,187,1368,0.72638,0.88719
88,88,1993,5th Quintile,Temporary job,0.18936,48,1368,0.16012,0.22887
89,89,1994,1st Quintile,Permanent job,0.55389,143,1241,0.48127,0.63313
90,90,1994,1st Quintile,Temporary job,0.44611,125,1241,0.37704,0.52837
91,91,1994,2nd Quintile,Permanent job,0.60109,180,1241,0.54405,0.66138
92,92,1994,2nd Quintile,Temporary job,0.39891,104,1241,0.33699,0.46473
93,93,1994,3rd Quintile,Permanent job,0.7435,181,1241,0.65549,0.81965
94,94,1994,3rd Quintile,Temporary job,0.2565,77,1241,0.21763,0.30021
95,95,1994,4th Quintile,Permanent job,0.75899,188,1241,0.66412,0.83217
96,96,1994,4th Quintile,Temporary job,0.24101,66,1241,0.20143,0.28592
97,97,1994,5th Quintile,Permanent job,0.78948,139,1241,0.70354,0.88384
98,98,1994,5th Quintile,Temporary job,0.21052,38,1241,0.17701,0.25337
99,99,1995,1st Quintile,Permanent job,0.71415,661,7176,0.67468,0.75615
100,100,1995,1st Quintile,Temporary job,0.28585,231,7176,0.25644,0.32349
101,101,1995,2nd Quintile,Permanent job,0.83763,1175,7176,0.80543,0.87249
102,102,1995,2nd Quintile,Temporary job,0.16237,214,7176,0.14906,0.18035
103,103,1995,3rd Quintile,Permanent job,0.90533,1436,7176,0.86996,0.94011
104,104,1995,3rd Quintile,Temporary job,0.09467,176,7176,0.08702,0.10456
105,105,1995,4th Quintile,Permanent job,0.88889,1529,7176,0.85526,0.91875
106,106,1995,4th Quintile,Temporary job,0.11111,194,7176,0.10232,0.12479
107,107,1995,5th Quintile,Permanent job,0.94129,1453,7176,0.91072,0.97564
108,108,1995,5th Quintile,Temporary job,0.05871,107,7176,0.05078,0.06599
109,109,1996,1st Quintile,Permanent job,0.72839,689,6965,0.68508,0.77175
110,110,1996,1st Quintile,Temporary job,0.27161,222,6965,0.2416,0.31075
111,111,1996,2nd Quintile,Permanent job,0.86415,1162,6965,0.82211,0.90158
112,112,1996,2nd Quintile,Temporary job,0.13585,201,6965,0.11996,0.15328
113,113,1996,3rd Quintile,Permanent job,0.8884,1350,6965,0.84668,0.92575
114,114,1996,3rd Quintile,Temporary job,0.1116,177,6965,0.10016,0.12412
115,115,1996,4th Quintile,Permanent job,0.91177,1541,6965,0.87382,0.94389
116,116,1996,4th Quintile,Temporary job,0.08823,155,6965,0.07763,0.10153
117,117,1996,5th Quintile,Permanent job,0.93458,1361,6965,0.9056,0.97446
118,118,1996,5th Quintile,Temporary job,0.06542,107,6965,0.05668,0.0741
119,119,1997,1st Quintile,Permanent job,0.71991,567,6737,0.66992,0.77911
120,120,1997,1st Quintile,Temporary job,0.28009,221,6737,0.25253,0.31451
121,121,1997,2nd Quintile,Permanent job,0.83074,1129,6737,0.79199,0.86836
122,122,1997,2nd Quintile,Temporary job,0.16926,221,6737,0.14983,0.19155
123,123,1997,3rd Quintile,Permanent job,0.85849,1229,6737,0.82642,0.89432
124,124,1997,3rd Quintile,Temporary job,0.14151,199,6737,0.12691,0.1533
125,125,1997,4th Quintile,Permanent job,0.89685,1508,6737,0.86326,0.93099
126,126,1997,4th Quintile,Temporary job,0.10315,184,6737,0.09172,0.1144
127,127,1997,5th Quintile,Permanent job,0.92085,1348,6737,0.88422,0.95603
128,128,1997,5th Quintile,Temporary job,0.07915,131,6737,0.07052,0.08849
129,129,1998,1st Quintile,Permanent job,0.7067,585,6477,0.65868,0.75945
130,130,1998,1st Quintile,Temporary job,0.2933,229,6477,0.26512,0.32197
131,131,1998,2nd Quintile,Permanent job,0.83641,1068,6477,0.79692,0.86628
132,132,1998,2nd Quintile,Temporary job,0.16359,219,6477,0.14844,0.17989
133,133,1998,3rd Quintile,Permanent job,0.8762,1225,6477,0.843,0.91821
134,134,1998,3rd Quintile,Temporary job,0.1238,183,6477,0.11233,0.13868
135,135,1998,4th Quintile,Permanent job,0.88996,1447,6477,0.85461,0.9257
136,136,1998,4th Quintile,Temporary job,0.11004,172,6477,0.09486,0.12472
137,137,1998,5th Quintile,Permanent job,0.93022,1241,6477,0.89161,0.97021
138,138,1998,5th Quintile,Temporary job,0.06978,108,6477,0.05894,0.08164
139,139,1999,1st Quintile,Permanent job,0.70955,692,7314,0.66837,0.74309
140,140,1999,1st Quintile,Temporary job,0.29045,293,7314,0.26782,0.31728
141,141,1999,2nd Quintile,Permanent job,0.81253,1178,7314,0.77524,0.84354
142,142,1999,2nd Quintile,Temporary job,0.18747,274,7314,0.17134,0.2029
143,143,1999,3rd Quintile,Permanent job,0.8634,1353,7314,0.82738,0.90369
144,144,1999,3rd Quintile,Temporary job,0.1366,219,7314,0.12306,0.15112
145,145,1999,4th Quintile,Permanent job,0.89762,1573,7314,0.86588,0.93405
146,146,1999,4th Quintile,Temporary job,0.10238,187,7314,0.09064,0.11631
147,147,1999,5th Quintile,Permanent job,0.93234,1421,7314,0.89147,0.96651
148,148,1999,5th Quintile,Temporary job,0.06766,124,7314,0.05989,0.07578
149,149,2000,1st Quintile,Permanent job,0.70318,590,6665,0.6663,0.74219
150,150,2000,1st Quintile,Temporary job,0.29682,231,6665,0.26357,0.32489
151,151,2000,2nd Quintile,Permanent job,0.83591,1079,6665,0.79908,0.87657
152,152,2000,2nd Quintile,Temporary job,0.16409,218,6665,0.15055,0.17833
153,153,2000,3rd Quintile,Permanent job,0.8587,1257,6665,0.83085,0.89694
154,154,2000,3rd Quintile,Temporary job,0.1413,216,6665,0.12868,0.15434
155,155,2000,4th Quintile,Permanent job,0.89982,1454,6665,0.86628,0.93534
156,156,2000,4th Quintile,Temporary job,0.10018,170,6665,0.08657,0.11269
157,157,2000,5th Quintile,Permanent job,0.93334,1352,6665,0.89234,0.97044
158,158,2000,5th Quintile,Temporary job,0.06666,98,6665,0.05593,0.07732
159,159,2001,1st Quintile,Permanent job,0.68278,856,10626,0.65481,0.71196
160,160,2001,1st Quintile,Temporary job,0.31722,398,10626,0.30023,0.34262
161,161,2001,2nd Quintile,Permanent job,0.8333,1631,10626,0.8079,0.85947
162,162,2001,2nd Quintile,Temporary job,0.1667,333,10626,0.15428,0.17909
163,163,2001,3rd Quintile,Permanent job,0.87451,2030,10626,0.84306,0.89586
164,164,2001,3rd Quintile,Temporary job,0.12549,314,10626,0.11704,0.1346
165,165,2001,4th Quintile,Permanent job,0.89676,2296,10626,0.87208,0.92271
166,166,2001,4th Quintile,Temporary job,0.10324,279,10626,0.09492,0.11187
167,167,2001,5th Quintile,Permanent job,0.93239,2308,10626,0.91309,0.95349
168,168,2001,5th Quintile,Temporary job,0.06761,181,10626,0.06083,0.07232
169,169,2002,1st Quintile,Permanent job,0.68296,693,9929,0.65041,0.72069
170,170,2002,1st Quintile,Temporary job,0.31704,328,9929,0.28977,0.34211
171,171,2002,2nd Quintile,Permanent job,0.83714,1349,9929,0.80555,0.86925
172,172,2002,2nd Quintile,Temporary job,0.16286,271,9929,0.14927,0.17598
173,173,2002,3rd Quintile,Permanent job,0.86167,1721,9929,0.83457,0.89421
174,174,2002,3rd Quintile,Temporary job,0.13833,278,9929,0.12692,0.14854
175,175,2002,4th Quintile,Permanent job,0.88919,2172,9929,0.86024,0.91673
176,176,2002,4th Quintile,Temporary job,0.11081,297,9929,0.10093,0.12279
177,177,2002,5th Quintile,Permanent job,0.93102,2598,9929,0.90202,0.96933
178,178,2002,5th Quintile,Temporary job,0.06898,222,9929,0.06128,0.07822
179,179,2003,1st Quintile,Permanent job,0.67846,621,10452,0.64164,0.71945
180,180,2003,1st Quintile,Temporary job,0.32154,318,10452,0.29656,0.34879
181,181,2003,2nd Quintile,Permanent job,0.83431,1330,10452,0.79932,0.87194
182,182,2003,2nd Quintile,Temporary job,0.16569,256,10452,0.15016,0.18143
183,183,2003,3rd Quintile,Permanent job,0.87367,1751,10452,0.84066,0.89769
184,184,2003,3rd Quintile,Temporary job,0.12633,264,10452,0.11482,0.14099
185,185,2003,4th Quintile,Permanent job,0.89287,2197,10452,0.86463,0.92371
186,186,2003,4th Quintile,Temporary job,0.10713,281,10452,0.09598,0.1169
187,187,2003,5th Quintile,Permanent job,0.91884,3114,10452,0.88623,0.94819
188,188,2003,5th Quintile,Temporary job,0.08116,320,10452,0.07369,0.09002
189,189,2004,1st Quintile,Permanent job,0.66117,618,10074,0.61985,0.70814
190,190,2004,1st Quintile,Temporary job,0.33883,323,10074,0.30905,0.3702
191,191,2004,2nd Quintile,Permanent job,0.83336,1272,10074,0.79696,0.86898
192,192,2004,2nd Quintile,Temporary job,0.16664,251,10074,0.14969,0.18637
193,193,2004,3rd Quintile,Permanent job,0.86303,1581,10074,0.832,0.89784
194,194,2004,3rd Quintile,Temporary job,0.13697,260,10074,0.12464,0.14864
195,195,2004,4th Quintile,Permanent job,0.88166,2064,10074,0.85587,0.91745
196,196,2004,4th Quintile,Temporary job,0.11834,305,10074,0.1057,0.12984
197,197,2004,5th Quintile,Permanent job,0.92358,3103,10074,0.89244,0.95524
198,198,2004,5th Quintile,Temporary job,0.07642,297,10074,0.06767,0.0859
199,199,2005,1st Quintile,Permanent job,0.66328,590,9727,0.61916,0.70589
200,200,2005,1st Quintile,Temporary job,0.33672,276,9727,0.29157,0.372
201,201,2005,2nd Quintile,Permanent job,0.82952,1147,9727,0.78983,0.87469
202,202,2005,2nd Quintile,Temporary job,0.17048,249,9727,0.15269,0.18741
203,203,2005,3rd Quintile,Permanent job,0.86829,1609,9727,0.83231,0.90195
204,204,2005,3rd Quintile,Temporary job,0.13171,239,9727,0.11756,0.146
205,205,2005,4th Quintile,Permanent job,0.88962,2071,9727,0.85546,0.91909
206,206,2005,4th Quintile,Temporary job,0.11038,260,9727,0.09961,0.12037
207,207,2005,5th Quintile,Permanent job,0.92631,3033,9727,0.8965,0.96691
208,208,2005,5th Quintile,Temporary job,0.07369,253,9727,0.0649,0.08492
209,209,2006,1st Quintile,Permanent job,0.61898,535,9079,0.58084,0.66982
210,210,2006,1st Quintile,Temporary job,0.38102,298,9079,0.34359,0.41519
211,211,2006,2nd Quintile,Permanent job,0.81786,1060,9079,0.77325,0.85701
212,212,2006,2nd Quintile,Temporary job,0.18214,237,9079,0.16035,0.20198
213,213,2006,3rd Quintile,Permanent job,0.8542,1512,9079,0.81923,0.89125
214,214,2006,3rd Quintile,Temporary job,0.1458,256,9079,0.13246,0.16243
215,215,2006,4th Quintile,Permanent job,0.89511,1913,9079,0.8606,0.92824
216,216,2006,4th Quintile,Temporary job,0.10489,236,9079,0.09278,0.11785
217,217,2006,5th Quintile,Permanent job,0.92757,2805,9079,0.89185,0.96276
218,218,2006,5th Quintile,Temporary job,0.07243,227,9079,0.06353,0.08102
219,219,2007,1st Quintile,Permanent job,0.62863,590,9744,0.58235,0.66769
220,220,2007,1st Quintile,Temporary job,0.37137,328,9744,0.33717,0.40607
221,221,2007,2nd Quintile,Permanent job,0.80609,1210,9744,0.7671,0.84028
222,222,2007,2nd Quintile,Temporary job,0.19391,278,9744,0.1756,0.21153
223,223,2007,3rd Quintile,Permanent job,0.85571,1630,9744,0.81759,0.89014
224,224,2007,3rd Quintile,Temporary job,0.14429,263,9744,0.13097,0.15928
225,225,2007,4th Quintile,Permanent job,0.89446,2102,9744,0.86446,0.92823
226,226,2007,4th Quintile,Temporary job,0.10554,271,9744,0.0911,0.11879
227,227,2007,5th Quintile,Permanent job,0.91343,2812,9744,0.87663,0.94521
228,228,2007,5th Quintile,Temporary job,0.08657,260,9744,0.07692,0.09762
229,229,2008,1st Quintile,Permanent job,0.65679,596,9371,0.61633,0.69551
230,230,2008,1st Quintile,Temporary job,0.34321,312,9371,0.31342,0.38006
231,231,2008,2nd Quintile,Permanent job,0.81268,1148,9371,0.76756,0.85256
232,232,2008,2nd Quintile,Temporary job,0.18732,265,9371,0.16572,0.20831
233,233,2008,3rd Quintile,Permanent job,0.83992,1598,9371,0.80065,0.87722
234,234,2008,3rd Quintile,Temporary job,0.16008,307,9371,0.14486,0.17804
235,235,2008,4th Quintile,Permanent job,0.87897,1966,9371,0.84226,0.91873
236,236,2008,4th Quintile,Temporary job,0.12103,250,9371,0.10576,0.13446
237,237,2008,5th Quintile,Permanent job,0.91792,2702,9371,0.88609,0.95352
238,238,2008,5th Quintile,Temporary job,0.08208,227,9371,0.07159,0.09056
239,239,2009,1st Quintile,Permanent job,0.64388,556,8723,0.59633,0.68426
240,240,2009,1st Quintile,Temporary job,0.35612,315,8723,0.32108,0.39062
241,241,2009,2nd Quintile,Permanent job,0.80235,995,8723,0.75194,0.85336
242,242,2009,2nd Quintile,Temporary job,0.19765,247,8723,0.17002,0.22491
243,243,2009,3rd Quintile,Permanent job,0.84166,1506,8723,0.79847,0.88584
244,244,2009,3rd Quintile,Temporary job,0.15834,263,8723,0.13515,0.17937
245,245,2009,4th Quintile,Permanent job,0.88149,1896,8723,0.84413,0.91736
246,246,2009,4th Quintile,Temporary job,0.11851,252,8723,0.10632,0.13581
247,247,2009,5th Quintile,Permanent job,0.92708,2485,8723,0.8865,0.97001
248,248,2009,5th Quintile,Temporary job,0.07292,208,8723,0.06396,0.08297
249,249,2010,1st Quintile,Permanent job,0.61156,520,8106,0.55219,0.67287
250,250,2010,1st Quintile,Temporary job,0.38844,295,8106,0.33938,0.43285
251,251,2010,2nd Quintile,Permanent job,0.8185,1013,8106,0.76658,0.87313
252,252,2010,2nd Quintile,Temporary job,0.1815,217,8106,0.15846,0.2067
253,253,2010,3rd Quintile,Permanent job,0.82644,1351,8106,0.77784,0.87239
254,254,2010,3rd Quintile,Temporary job,0.17356,259,8106,0.15058,0.19729
255,255,2010,4th Quintile,Permanent job,0.88005,1710,8106,0.83639,0.91951
256,256,2010,4th Quintile,Temporary job,0.11995,231,8106,0.10312,0.13996
257,257,2010,5th Quintile,Permanent job,0.92062,2301,8106,0.88203,0.96021
258,258,2010,5th Quintile,Temporary job,0.07938,209,8106,0.06788,0.09258
259,259,2011,1st Quintile,Permanent job,0.67243,1180,11539,0.62746,0.73716
260,260,2011,1st Quintile,Temporary job,0.32757,504,11539,0.29097,0.36121
261,261,2011,2nd Quintile,Permanent job,0.81061,1885,11539,0.75942,0.85558
262,262,2011,2nd Quintile,Temporary job,0.18939,390,11539,0.16107,0.21122
263,263,2011,3rd Quintile,Permanent job,0.81547,1976,11539,0.77163,0.86537
264,264,2011,3rd Quintile,Temporary job,0.18453,326,11539,0.15787,0.21109
265,265,2011,4th Quintile,Permanent job,0.89156,2182,11539,0.85304,0.94487
266,266,2011,4th Quintile,Temporary job,0.10844,267,11539,0.09363,0.12577
267,267,2011,5th Quintile,Permanent job,0.91173,2591,11539,0.87333,0.95222
268,268,2011,5th Quintile,Temporary job,0.08827,238,11539,0.0756,0.1073
269,269,2012,1st Quintile,Permanent job,0.6913,1496,13314,0.64467,0.74554
270,270,2012,1st Quintile,Temporary job,0.3087,611,13314,0.27683,0.34161
271,271,2012,2nd Quintile,Permanent job,0.80586,2043,13314,0.76462,0.85785
272,272,2012,2nd Quintile,Temporary job,0.19414,442,13314,0.16653,0.21847
273,273,2012,3rd Quintile,Permanent job,0.83464,2351,13314,0.79269,0.87871
274,274,2012,3rd Quintile,Temporary job,0.16536,426,13314,0.14496,0.1852
275,275,2012,4th Quintile,Permanent job,0.88001,2584,13314,0.83937,0.91682
276,276,2012,4th Quintile,Temporary job,0.11999,315,13314,0.10532,0.13886
277,277,2012,5th Quintile,Permanent job,0.91093,2775,13314,0.87074,0.94669
278,278,2012,5th Quintile,Temporary job,0.08907,271,13314,0.07887,0.10129
279,279,2013,1st Quintile,Permanent job,0.64528,1380,13448,0.603,0.69204
280,280,2013,1st Quintile,Temporary job,0.35472,645,13448,0.32273,0.39386
281,281,2013,2nd Quintile,Permanent job,0.78579,2097,13448,0.73865,0.83203
282,282,2013,2nd Quintile,Temporary job,0.21421,528,13448,0.18544,0.24159
283,283,2013,3rd Quintile,Permanent job,0.85656,2353,13448,0.80771,0.8971
284,284,2013,3rd Quintile,Temporary job,0.14344,397,13448,0.12655,0.15998
285,285,2013,4th Quintile,Permanent job,0.8882,2640,13448,0.85127,0.93063
286,286,2013,4th Quintile,Temporary job,0.1118,309,13448,0.09777,0.12545
287,287,2013,5th Quintile,Permanent job,0.90663,2825,13448,0.87015,0.94825
288,288,2013,5th Quintile,Temporary job,0.09337,274,13448,0.08316,0.10648
289,289,2014,1st Quintile,Permanent job,0.61806,1496,14429,0.57322,0.66599
290,290,2014,1st Quintile,Temporary job,0.38194,805,14429,0.34351,0.41616
291,291,2014,2nd Quintile,Permanent job,0.78025,2289,14429,0.74157,0.82568
292,292,2014,2nd Quintile,Temporary job,0.21975,555,14429,0.19362,0.25118
293,293,2014,3rd Quintile,Permanent job,0.84771,2497,14429,0.80395,0.88561
294,294,2014,3rd Quintile,Temporary job,0.15229,443,14429,0.13449,0.16894
295,295,2014,4th Quintile,Permanent job,0.87501,2744,14429,0.84669,0.91337
296,296,2014,4th Quintile,Temporary job,0.12499,388,14429,0.10721,0.14229
297,297,2014,5th Quintile,Permanent job,0.90186,2928,14429,0.85481,0.93696
298,298,2014,5th Quintile,Temporary job,0.09814,284,14429,0.08657,0.11205
299,299,2015,1st Quintile,Permanent job,0.63035,1309,13435,0.58738,0.69027
300,300,2015,1st Quintile,Temporary job,0.36965,651,13435,0.32891,0.41021
301,301,2015,2nd Quintile,Permanent job,0.76968,2126,13435,0.72835,0.81476
302,302,2015,2nd Quintile,Temporary job,0.23032,570,13435,0.20574,0.2576
303,303,2015,3rd Quintile,Permanent job,0.85439,2403,13435,0.81019,0.89888
304,304,2015,3rd Quintile,Temporary job,0.14561,419,13435,0.12836,0.16561
305,305,2015,4th Quintile,Permanent job,0.8855,2625,13435,0.84843,0.91974
306,306,2015,4th Quintile,Temporary job,0.1145,357,13435,0.09895,0.12831
307,307,2015,5th Quintile,Permanent job,0.91254,2709,13435,0.87214,0.95285
308,308,2015,5th Quintile,Temporary job,0.08746,266,13435,0.07477,0.09909
309,309,2016,1st Quintile,Permanent job,0.60002,1335,13126,0.55953,0.64877
310,310,2016,1st Quintile,Temporary job,0.39998,701,13126,0.36759,0.44977
311,311,2016,2nd Quintile,Permanent job,0.77784,2162,13126,0.74228,0.81835
312,312,2016,2nd Quintile,Temporary job,0.22216,567,13126,0.19654,0.25082
313,313,2016,3rd Quintile,Permanent job,0.85668,2294,13126,0.80122,0.90569
314,314,2016,3rd Quintile,Temporary job,0.14332,409,13126,0.12421,0.165
315,315,2016,4th Quintile,Permanent job,0.87405,2505,13126,0.83649,0.9189
316,316,2016,4th Quintile,Temporary job,0.12595,371,13126,0.11337,0.14015
317,317,2016,5th Quintile,Permanent job,0.90339,2513,13126,0.86335,0.94252
318,318,2016,5th Quintile,Temporary job,0.09661,269,13126,0.08351,0.11084
319,319,2017,1st Quintile,Permanent job,0.62818,1333,12734,0.58191,0.67526
320,320,2017,1st Quintile,Temporary job,0.37182,866,12734,0.33122,0.41897
321,321,2017,2nd Quintile,Permanent job,0.79192,2123,12734,0.75351,0.83722
322,322,2017,2nd Quintile,Temporary job,0.20808,502,12734,0.1839,0.23534
323,323,2017,3rd Quintile,Permanent job,0.85555,2207,12734,0.80405,0.89636
324,324,2017,3rd Quintile,Temporary job,0.14445,397,12734,0.12775,0.16177
325,325,2017,4th Quintile,Permanent job,0.88229,2338,12734,0.8405,0.93794
326,326,2017,4th Quintile,Temporary job,0.11771,313,12734,0.10517,0.13015
327,327,2017,5th Quintile,Permanent job,0.90219,2412,12734,0.86289,0.94806
328,328,2017,5th Quintile,Temporary job,0.09781,243,12734,0.08413,0.11465
329,329,2018,1st Quintile,Permanent job,0.63959,1484,14369,0.58896,0.69259
330,330,2018,1st Quintile,Temporary job,0.36041,1022,14369,0.31989,0.40125
331,331,2018,2nd Quintile,Permanent job,0.80465,2302,14369,0.76077,0.85251
332,332,2018,2nd Quintile,Temporary job,0.19535,614,14369,0.1775,0.21581
333,333,2018,3rd Quintile,Permanent job,0.84728,2486,14369,0.81591,0.89318
334,334,2018,3rd Quintile,Temporary job,0.15272,424,14369,0.13306,0.16796
335,335,2018,4th Quintile,Permanent job,0.88182,2617,14369,0.83785,0.92234
336,336,2018,4th Quintile,Temporary job,0.11818,334,14369,0.10424,0.13432
337,337,2018,5th Quintile,Permanent job,0.91985,2840,14369,0.88156,0.95773
338,338,2018,5th Quintile,Temporary job,0.08015,246,14369,0.06961,0.0913
339,339,2019,1st Quintile,Permanent job,0.65131,1474,13612,0.59963,0.70461
340,340,2019,1st Quintile,Temporary job,0.34869,1113,13612,0.30962,0.38488
341,341,2019,2nd Quintile,Permanent job,0.79839,2067,13612,0.76046,0.8479
