year,pgisced97,sampreg,plb0037_h,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1997,Second Stage of Tertiary Education,East,Temporary job,0.11847,58,533,0.09100,0.14593
1998,No answer / don't know,West,Permanent job,0.87106,201,237,0.82831,0.91382
1998,No answer / don't know,West,Temporary job,0.12894,36,237,0.08618,0.17169
1998,No answer / don't know,East,Temporary job,0.64301,36,36,0.48428,0.80174
1998,Primary Level,West,Permanent job,0.89185,156,156,0.84296,0.94075
1998,Lower Secondary Level,West,Permanent job,0.73008,629,860,0.70039,0.75977
1998,Lower Secondary Level,West,Temporary job,0.26992,231,860,0.24023,0.29961
1998,Lower Secondary Level,East,Permanent job,0.32267,40,152,0.24810,0.39724
1998,Lower Secondary Level,East,Temporary job,0.67733,112,152,0.60276,0.75190
1998,Upper Secondary Level,West,Permanent job,0.90669,2496,2751,0.89582,0.91757
1998,Upper Secondary Level,West,Temporary job,0.09331,255,2751,0.08243,0.10418
1998,Upper Secondary Level,East,Permanent job,0.87265,934,1069,0.85266,0.89264
1998,Upper Secondary Level,East,Temporary job,0.12735,135,1069,0.10736,0.14734
1998,Post-secondary Non-tertiary Level,West,Permanent job,0.88281,248,248,0.84270,0.92292
1998,Post-secondary Non-tertiary Level,East,Permanent job,0.89809,41,41,0.80434,0.99185
1998,First Stage of Tertiary Education,West,Permanent job,0.94870,349,349,0.92552,0.97188
1998,First Stage of Tertiary Education,East,Permanent job,0.85627,112,112,0.79100,0.92153
1998,Second Stage of Tertiary Education,West,Permanent job,0.87556,652,740,0.85176,0.89936
1998,Second Stage of Tertiary Education,West,Temporary job,0.12444,88,740,0.10064,0.14824
1998,Second Stage of Tertiary Education,East,Permanent job,0.89273,479,525,0.86623,0.91922
1998,Second Stage of Tertiary Education,East,Temporary job,0.10727,46,525,0.08078,0.13377
1999,No answer / don't know,West,Permanent job,0.68668,79,115,0.60153,0.77183
1999,No answer / don't know,West,Temporary job,0.31332,36,115,0.22817,0.39847
1999,Primary Level,West,Permanent job,0.83005,154,154,0.77054,0.88957
1999,Lower Secondary Level,West,Permanent job,0.71353,612,846,0.68304,0.74401
1999,Lower Secondary Level,West,Temporary job,0.28647,234,846,0.25599,0.31696
1999,Lower Secondary Level,East,Permanent job,0.31106,43,161,0.23933,0.38279
1999,Lower Secondary Level,East,Temporary job,0.68894,118,161,0.61721,0.76067
1999,Upper Secondary Level,West,Permanent job,0.90153,2510,2787,0.89047,0.91260
1999,Upper Secondary Level,West,Temporary job,0.09847,277,2787,0.08740,0.10953
1999,Upper Secondary Level,East,Permanent job,0.84730,907,1079,0.82582,0.86877
1999,Upper Secondary Level,East,Temporary job,0.15270,172,1079,0.13123,0.17418
1999,Post-secondary Non-tertiary Level,West,Permanent job,0.92628,245,245,0.89349,0.95907
1999,Post-secondary Non-tertiary Level,East,Permanent job,0.83465,46,46,0.72611,0.94319
1999,First Stage of Tertiary Education,West,Permanent job,0.95370,342,342,0.93140,0.97601
1999,First Stage of Tertiary Education,East,Permanent job,0.89512,116,116,0.83912,0.95112
1999,Second Stage of Tertiary Education,West,Permanent job,0.87699,664,758,0.85359,0.90038
1999,Second Stage of Tertiary Education,West,Temporary job,0.12301,94,758,0.09962,0.14641
1999,Second Stage of Tertiary Education,East,Permanent job,0.87951,464,525,0.85164,0.90739
1999,Second Stage of Tertiary Education,East,Temporary job,0.12049,61,525,0.09261,0.14836
2000,Primary Level,West,Permanent job,0.80851,94,94,0.72854,0.88848
2000,Lower Secondary Level,West,Permanent job,0.66474,715,1084,0.63662,0.69285
2000,Lower Secondary Level,West,Temporary job,0.33526,369,1084,0.30715,0.36338
2000,Lower Secondary Level,East,Temporary job,0.83779,163,163,0.78102,0.89456
2000,Upper Secondary Level,West,Permanent job,0.89938,4264,4720,0.89080,0.90796
2000,Upper Secondary Level,West,Temporary job,0.10062,456,4720,0.09204,0.10920
2000,Upper Secondary Level,East,Permanent job,0.84906,1293,1533,0.83113,0.86699
2000,Upper Secondary Level,East,Temporary job,0.15094,240,1533,0.13301,0.16887
2000,Post-secondary Non-tertiary Level,West,Permanent job,0.88930,509,573,0.86359,0.91502
2000,Post-secondary Non-tertiary Level,West,Temporary job,0.11070,64,573,0.08498,0.13641
2000,Post-secondary Non-tertiary Level,East,Permanent job,0.76807,63,63,0.66300,0.87313
2000,First Stage of Tertiary Education,West,Permanent job,0.95435,745,783,0.93972,0.96898
2000,First Stage of Tertiary Education,West,Temporary job,0.04565,38,783,0.03102,0.06028
2000,First Stage of Tertiary Education,East,Permanent job,0.90231,216,216,0.86262,0.94199
2000,Second Stage of Tertiary Education,West,Permanent job,0.87205,1368,1549,0.85541,0.88869
2000,Second Stage of Tertiary Education,West,Temporary job,0.12795,181,1549,0.11131,0.14459
2000,Second Stage of Tertiary Education,East,Permanent job,0.88712,693,773,0.86480,0.90944
2000,Second Stage of Tertiary Education,East,Temporary job,0.11288,80,773,0.09056,0.13520
2001,No answer / don't know,West,Temporary job,0.88104,31,31,0.76519,0.99689
2001,Primary Level,West,Permanent job,0.88666,89,89,0.82043,0.95290
2001,Lower Secondary Level,West,Permanent job,0.63351,611,960,0.60301,0.66400
2001,Lower Secondary Level,West,Temporary job,0.36649,349,960,0.33600,0.39699
2001,Lower Secondary Level,East,Permanent job,0.21304,35,171,0.15148,0.27459
2001,Lower Secondary Level,East,Temporary job,0.78696,136,171,0.72541,0.84852
2001,Upper Secondary Level,West,Permanent job,0.91292,3839,4217,0.90441,0.92143
2001,Upper Secondary Level,West,Temporary job,0.08708,378,4217,0.07857,0.09559
2001,Upper Secondary Level,East,Permanent job,0.83067,1168,1415,0.81112,0.85021
2001,Upper Secondary Level,East,Temporary job,0.16933,247,1415,0.14979,0.18888
2001,Post-secondary Non-tertiary Level,West,Permanent job,0.90729,499,544,0.88290,0.93169
2001,Post-secondary Non-tertiary Level,West,Temporary job,0.09271,45,544,0.06831,0.11710
2001,Post-secondary Non-tertiary Level,East,Permanent job,0.80356,56,56,0.69855,0.90856
2001,First Stage of Tertiary Education,West,Permanent job,0.95507,655,689,0.93959,0.97055
2001,First Stage of Tertiary Education,West,Temporary job,0.04493,34,689,0.02945,0.06041
2001,First Stage of Tertiary Education,East,Permanent job,0.89227,186,186,0.84759,0.93695
2001,Second Stage of Tertiary Education,West,Permanent job,0.88683,1279,1421,0.87035,0.90331
2001,Second Stage of Tertiary Education,West,Temporary job,0.11317,142,1421,0.09669,0.12965
2001,Second Stage of Tertiary Education,East,Permanent job,0.89360,663,732,0.87125,0.91595
2001,Second Stage of Tertiary Education,East,Temporary job,0.10640,69,732,0.08405,0.12875
2002,No answer / don't know,West,Temporary job,0.81592,53,53,0.71059,0.92126
2002,Primary Level,West,Permanent job,0.82312,69,69,0.73242,0.91381
2002,Lower Secondary Level,West,Permanent job,0.62656,545,871,0.59441,0.65870
2002,Lower Secondary Level,West,Temporary job,0.37344,326,871,0.34130,0.40559
2002,Lower Secondary Level,East,Temporary job,0.83071,125,125,0.76470,0.89671
2002,Upper Secondary Level,West,Permanent job,0.91632,3826,4204,0.90794,0.92469
2002,Upper Secondary Level,West,Temporary job,0.08368,378,4204,0.07531,0.09206
2002,Upper Secondary Level,East,Permanent job,0.84377,1127,1331,0.82426,0.86329
2002,Upper Secondary Level,East,Temporary job,0.15623,204,1331,0.13671,0.17574
2002,Post-secondary Non-tertiary Level,West,Permanent job,0.89090,551,613,0.86620,0.91560
2002,Post-secondary Non-tertiary Level,West,Temporary job,0.10910,62,613,0.08440,0.13380
2002,Post-secondary Non-tertiary Level,East,Permanent job,0.86816,71,71,0.78891,0.94742
2002,First Stage of Tertiary Education,West,Permanent job,0.93920,699,734,0.92190,0.95650
2002,First Stage of Tertiary Education,West,Temporary job,0.06080,35,734,0.04350,0.07810
2002,First Stage of Tertiary Education,East,Permanent job,0.92256,199,199,0.88533,0.95979
2002,Second Stage of Tertiary Education,West,Permanent job,0.88361,1773,1960,0.86941,0.89781
2002,Second Stage of Tertiary Education,West,Temporary job,0.11639,187,1960,0.10219,0.13059
2002,Second Stage of Tertiary Education,East,Permanent job,0.90019,708,775,0.87908,0.92131
2002,Second Stage of Tertiary Education,East,Temporary job,0.09981,67,775,0.07869,0.12092
2003,No answer / don't know,West,Temporary job,0.70333,64,64,0.59054,0.81613
2003,Primary Level,West,Permanent job,0.77203,63,63,0.66760,0.87646
2003,Lower Secondary Level,West,Permanent job,0.61096,504,831,0.57779,0.64412
2003,Lower Secondary Level,West,Temporary job,0.38904,327,831,0.35588,0.42221
2003,Lower Secondary Level,East,Temporary job,0.73788,108,108,0.65455,0.82122
2003,Upper Secondary Level,West,Permanent job,0.92044,3588,3930,0.91198,0.92890
2003,Upper Secondary Level,West,Temporary job,0.07956,342,3930,0.07110,0.08802
2003,Upper Secondary Level,East,Permanent job,0.85469,1061,1238,0.83505,0.87433
2003,Upper Secondary Level,East,Temporary job,0.14531,177,1238,0.12567,0.16495
2003,Post-secondary Non-tertiary Level,West,Permanent job,0.85482,523,593,0.82645,0.88320
2003,Post-secondary Non-tertiary Level,West,Temporary job,0.14518,70,593,0.11680,0.17355
2003,Post-secondary Non-tertiary Level,East,Permanent job,0.84555,69,69,0.75966,0.93144
2003,First Stage of Tertiary Education,West,Permanent job,0.94086,637,672,0.92301,0.95871
2003,First Stage of Tertiary Education,West,Temporary job,0.05914,35,672,0.04129,0.07699
2003,First Stage of Tertiary Education,East,Permanent job,0.94621,195,195,0.91447,0.97796
2003,Second Stage of Tertiary Education,West,Permanent job,0.88806,1615,1790,0.87345,0.90267
2003,Second Stage of Tertiary Education,West,Temporary job,0.11194,175,1790,0.09733,0.12655
2003,Second Stage of Tertiary Education,East,Permanent job,0.87982,674,750,0.85653,0.90310
2003,Second Stage of Tertiary Education,East,Temporary job,0.12018,76,750,0.09690,0.14347
2004,No answer / don't know,West,Temporary job,0.69088,70,70,0.58183,0.79992
2004,Primary Level,West,Permanent job,0.82943,57,57,0.73092,0.92795
2004,Lower Secondary Level,West,Permanent job,0.63831,481,775,0.60446,0.67216
2004,Lower Secondary Level,West,Temporary job,0.36169,294,775,0.32784,0.39554
2004,Lower Secondary Level,East,Temporary job,0.79016,102,102,0.71075,0.86958
2004,Upper Secondary Level,West,Permanent job,0.91173,3364,3715,0.90261,0.92086
2004,Upper Secondary Level,West,Temporary job,0.08827,351,3715,0.07914,0.09739
2004,Upper Secondary Level,East,Permanent job,0.84757,1021,1213,0.82733,0.86780
2004,Upper Secondary Level,East,Temporary job,0.15243,192,1213,0.13220,0.17267
2004,Post-secondary Non-tertiary Level,West,Permanent job,0.87687,532,589,0.85031,0.90343
2004,Post-secondary Non-tertiary Level,West,Temporary job,0.12313,57,589,0.09657,0.14969
2004,Post-secondary Non-tertiary Level,East,Permanent job,0.72168,68,68,0.61436,0.82900
2004,First Stage of Tertiary Education,West,Permanent job,0.94925,629,660,0.93249,0.96601
2004,First Stage of Tertiary Education,West,Temporary job,0.05075,31,660,0.03399,0.06751
2004,First Stage of Tertiary Education,East,Permanent job,0.94446,186,186,0.91145,0.97746
2004,Second Stage of Tertiary Education,West,Permanent job,0.86600,1586,1765,0.85011,0.88190
2004,Second Stage of Tertiary Education,West,Temporary job,0.13400,179,1765,0.11810,0.14989
2004,Second Stage of Tertiary Education,East,Permanent job,0.86934,643,725,0.84478,0.89389
2004,Second Stage of Tertiary Education,East,Temporary job,0.13066,82,725,0.10611,0.15522
2005,No answer / don't know,West,Temporary job,0.74999,75,75,0.65133,0.84866
2005,No answer / don't know,East,Temporary job,0.72980,33,33,0.57595,0.88366
2005,Primary Level,West,Permanent job,0.77265,50,50,0.65530,0.89001
2005,Lower Secondary Level,West,Permanent job,0.64860,448,698,0.61316,0.68404
2005,Lower Secondary Level,West,Temporary job,0.35140,250,698,0.31596,0.38684
2005,Lower Secondary Level,East,Temporary job,0.78538,87,87,0.69860,0.87215
2005,Upper Secondary Level,West,Permanent job,0.90088,3279,3627,0.89116,0.91061
2005,Upper Secondary Level,West,Temporary job,0.09912,348,3627,0.08939,0.10884
2005,Upper Secondary Level,East,Permanent job,0.84697,975,1120,0.82588,0.86807
2005,Upper Secondary Level,East,Temporary job,0.15303,145,1120,0.13193,0.17412
2005,Post-secondary Non-tertiary Level,West,Permanent job,0.90300,539,588,0.87906,0.92694
2005,Post-secondary Non-tertiary Level,West,Temporary job,0.09700,49,588,0.07306,0.12094
2005,Post-secondary Non-tertiary Level,East,Permanent job,0.80077,83,83,0.71432,0.88723
2005,First Stage of Tertiary Education,West,Permanent job,0.95447,612,612,0.93794,0.97100
2005,First Stage of Tertiary Education,East,Permanent job,0.91934,179,179,0.87934,0.95935
2005,Second Stage of Tertiary Education,West,Permanent job,0.90185,1575,1710,0.88774,0.91595
2005,Second Stage of Tertiary Education,West,Temporary job,0.09815,135,1710,0.08405,0.11226
2005,Second Stage of Tertiary Education,East,Permanent job,0.88016,635,711,0.85627,0.90405
2005,Second Stage of Tertiary Education,East,Temporary job,0.11984,76,711,0.09595,0.14373
2006,No answer / don't know,West,Temporary job,0.76568,80,80,0.67227,0.85908
2006,Primary Level,West,Permanent job,0.79134,43,43,0.66844,0.91423
2006,Lower Secondary Level,West,Permanent job,0.66360,445,667,0.62772,0.69948
2006,Lower Secondary Level,West,Temporary job,0.33640,222,667,0.30052,0.37228
2006,Lower Secondary Level,East,Temporary job,0.77305,92,92,0.68699,0.85911
2006,Upper Secondary Level,West,Permanent job,0.88786,3418,3828,0.87786,0.89786
2006,Upper Secondary Level,West,Temporary job,0.11214,410,3828,0.10214,0.12214
2006,Upper Secondary Level,East,Permanent job,0.83671,1027,1197,0.81576,0.85765
2006,Upper Secondary Level,East,Temporary job,0.16329,170,1197,0.14235,0.18424
2006,Post-secondary Non-tertiary Level,West,Permanent job,0.87137,554,623,0.84506,0.89768
2006,Post-secondary Non-tertiary Level,West,Temporary job,0.12863,69,623,0.10232,0.15494
2006,Post-secondary Non-tertiary Level,East,Permanent job,0.81566,93,93,0.73642,0.89490
2006,First Stage of Tertiary Education,West,Permanent job,0.95728,636,669,0.94195,0.97262
2006,First Stage of Tertiary Education,West,Temporary job,0.04272,33,669,0.02738,0.05805
2006,First Stage of Tertiary Education,East,Permanent job,0.96319,178,178,0.93545,0.99093
2006,Second Stage of Tertiary Education,West,Permanent job,0.89186,1689,1853,0.87772,0.90601
2006,Second Stage of Tertiary Education,West,Temporary job,0.10814,164,1853,0.09399,0.12228
2006,Second Stage of Tertiary Education,East,Permanent job,0.83510,635,725,0.80807,0.86213
2006,Second Stage of Tertiary Education,East,Temporary job,0.16490,90,725,0.13787,0.19193
2007,No answer / don't know,West,Temporary job,0.72068,78,78,0.62047,0.82090
2007,No answer / don't know,East,Temporary job,0.84815,38,38,0.73252,0.96379
2007,Primary Level,West,Permanent job,0.84422,40,40,0.73040,0.95804
2007,Lower Secondary Level,West,Permanent job,0.67883,393,593,0.64122,0.71644
2007,Lower Secondary Level,West,Temporary job,0.32117,200,593,0.28356,0.35878
2007,Lower Secondary Level,East,Temporary job,0.79240,77,77,0.70122,0.88359
2007,Upper Secondary Level,West,Permanent job,0.88385,3278,3701,0.87352,0.89417
2007,Upper Secondary Level,West,Temporary job,0.11615,423,3701,0.10583,0.12648
2007,Upper Secondary Level,East,Permanent job,0.83328,989,1162,0.81184,0.85472
2007,Upper Secondary Level,East,Temporary job,0.16672,173,1162,0.14528,0.18816
2007,Post-secondary Non-tertiary Level,West,Permanent job,0.86155,532,602,0.83394,0.88917
2007,Post-secondary Non-tertiary Level,West,Temporary job,0.13845,70,602,0.11083,0.16606
2007,Post-secondary Non-tertiary Level,East,Permanent job,0.87027,104,104,0.80538,0.93516
2007,First Stage of Tertiary Education,West,Permanent job,0.93347,577,616,0.91377,0.95316
2007,First Stage of Tertiary Education,West,Temporary job,0.06653,39,616,0.04684,0.08623
2007,First Stage of Tertiary Education,East,Permanent job,0.94796,173,173,0.91477,0.98116
2007,Second Stage of Tertiary Education,West,Permanent job,0.87701,1586,1754,0.86163,0.89238
2007,Second Stage of Tertiary Education,West,Temporary job,0.12299,168,1754,0.10762,0.13837
2007,Second Stage of Tertiary Education,East,Permanent job,0.85397,610,700,0.82779,0.88015
2007,Second Stage of Tertiary Education,East,Temporary job,0.14603,90,700,0.11985,0.17221
2008,No answer / don't know,West,Temporary job,0.70569,80,80,0.60519,0.80618
2008,No answer / don't know,East,Temporary job,0.83570,34,34,0.70927,0.96213
2008,Primary Level,West,Permanent job,0.76092,39,39,0.62530,0.89653
2008,Lower Secondary Level,West,Permanent job,0.65247,358,557,0.61289,0.69206
2008,Lower Secondary Level,West,Temporary job,0.34753,199,557,0.30794,0.38711
2008,Lower Secondary Level,East,Permanent job,0.41484,34,99,0.31729,0.51239
2008,Lower Secondary Level,East,Temporary job,0.58516,65,99,0.48761,0.68271
2008,Upper Secondary Level,West,Permanent job,0.87627,3143,3545,0.86542,0.88711
2008,Upper Secondary Level,West,Temporary job,0.12373,402,3545,0.11289,0.13458
2008,Upper Secondary Level,East,Permanent job,0.83776,973,1146,0.81640,0.85911
2008,Upper Secondary Level,East,Temporary job,0.16224,173,1146,0.14089,0.18360
2008,Post-secondary Non-tertiary Level,West,Permanent job,0.88814,511,578,0.86243,0.91386
2008,Post-secondary Non-tertiary Level,West,Temporary job,0.11186,67,578,0.08614,0.13757
2008,Post-secondary Non-tertiary Level,East,Permanent job,0.80623,93,93,0.72547,0.88700
2008,First Stage of Tertiary Education,West,Permanent job,0.91408,536,574,0.89113,0.93703
2008,First Stage of Tertiary Education,West,Temporary job,0.08592,38,574,0.06297,0.10887
2008,First Stage of Tertiary Education,East,Permanent job,0.95608,161,161,0.92433,0.98783
2008,Second Stage of Tertiary Education,West,Permanent job,0.88164,1511,1682,0.86620,0.89709
2008,Second Stage of Tertiary Education,West,Temporary job,0.11836,171,1682,0.10291,0.13380
2008,Second Stage of Tertiary Education,East,Permanent job,0.85905,603,683,0.83294,0.88517
2008,Second Stage of Tertiary Education,East,Temporary job,0.14095,80,683,0.11483,0.16706
2009,No answer / don't know,West,Temporary job,0.78694,76,76,0.69427,0.87961
2009,No answer / don't know,East,Temporary job,0.91183,35,35,0.81652,1.00714
2009,Primary Level,West,Permanent job,0.82102,31,31,0.68384,0.95819
2009,Lower Secondary Level,West,Permanent job,0.64077,318,507,0.59896,0.68257
2009,Lower Secondary Level,West,Temporary job,0.35923,189,507,0.31743,0.40104
2009,Lower Secondary Level,East,Temporary job,0.62286,58,58,0.49703,0.74868
2009,Upper Secondary Level,West,Permanent job,0.87293,2902,3267,0.86151,0.88436
2009,Upper Secondary Level,West,Temporary job,0.12707,365,3267,0.11564,0.13849
2009,Upper Secondary Level,East,Permanent job,0.82413,922,1091,0.80153,0.84674
2009,Upper Secondary Level,East,Temporary job,0.17587,169,1091,0.15326,0.19847
2009,Post-secondary Non-tertiary Level,West,Permanent job,0.91272,484,536,0.88881,0.93664
2009,Post-secondary Non-tertiary Level,West,Temporary job,0.08728,52,536,0.06336,0.11119
2009,Post-secondary Non-tertiary Level,East,Permanent job,0.81437,75,75,0.72579,0.90296
2009,First Stage of Tertiary Education,West,Permanent job,0.92998,491,528,0.90820,0.95177
2009,First Stage of Tertiary Education,West,Temporary job,0.07002,37,528,0.04823,0.09180
2009,First Stage of Tertiary Education,East,Permanent job,0.94073,155,155,0.90344,0.97803
2009,Second Stage of Tertiary Education,West,Permanent job,0.88280,1417,1591,0.86699,0.89861
2009,Second Stage of Tertiary Education,West,Temporary job,0.11720,174,1591,0.10139,0.13301
2009,Second Stage of Tertiary Education,East,Permanent job,0.85713,575,646,0.83012,0.88414
2009,Second Stage of Tertiary Education,East,Temporary job,0.14287,71,646,0.11586,0.16988
2010,No answer / don't know,West,Permanent job,0.30239,39,120,0.21986,0.38491
2010,No answer / don't know,West,Temporary job,0.69761,81,120,0.61509,0.78014
2010,Primary Level,West,Permanent job,0.76988,65,65,0.66676,0.87300
2010,Lower Secondary Level,West,Permanent job,0.62877,482,757,0.59433,0.66321
2010,Lower Secondary Level,West,Temporary job,0.37123,275,757,0.33679,0.40567
2010,Lower Secondary Level,East,Permanent job,0.36708,40,106,0.27488,0.45928
2010,Lower Secondary Level,East,Temporary job,0.63292,66,106,0.54072,0.72512
2010,Upper Secondary Level,West,Permanent job,0.87900,3933,4470,0.86944,0.88856
2010,Upper Secondary Level,West,Temporary job,0.12100,537,4470,0.11144,0.13056
2010,Upper Secondary Level,East,Permanent job,0.81160,1176,1410,0.79118,0.83202
2010,Upper Secondary Level,East,Temporary job,0.18840,234,1410,0.16798,0.20882
2010,Post-secondary Non-tertiary Level,West,Permanent job,0.91032,792,880,0.89143,0.92921
2010,Post-secondary Non-tertiary Level,West,Temporary job,0.08968,88,880,0.07079,0.10857
2010,Post-secondary Non-tertiary Level,East,Permanent job,0.70347,124,124,0.62275,0.78418
2010,First Stage of Tertiary Education,West,Permanent job,0.93194,636,688,0.91311,0.95078
2010,First Stage of Tertiary Education,West,Temporary job,0.06806,52,688,0.04922,0.08689
2010,First Stage of Tertiary Education,East,Permanent job,0.90644,184,184,0.86425,0.94864
2010,Second Stage of Tertiary Education,West,Permanent job,0.86934,1995,2293,0.85554,0.88314
2010,Second Stage of Tertiary Education,West,Temporary job,0.13066,298,2293,0.11686,0.14446
2010,Second Stage of Tertiary Education,East,Permanent job,0.87474,658,761,0.85120,0.89827
2010,Second Stage of Tertiary Education,East,Temporary job,0.12526,103,761,0.10173,0.14880
2011,No answer / don't know,West,Permanent job,0.43479,121,239,0.37181,0.49778
2011,No answer / don't know,West,Temporary job,0.56521,118,239,0.50222,0.62819
2011,No answer / don't know,East,Temporary job,0.74722,39,39,0.60903,0.88540
2011,Primary Level,West,Permanent job,0.74609,81,81,0.65072,0.84147
2011,Lower Secondary Level,West,Permanent job,0.66231,616,930,0.63190,0.69272
2011,Lower Secondary Level,West,Temporary job,0.33769,314,930,0.30728,0.36810
2011,Lower Secondary Level,East,Permanent job,0.42489,58,125,0.33788,0.51190
2011,Lower Secondary Level,East,Temporary job,0.57511,67,125,0.48810,0.66212
2011,Upper Secondary Level,West,Permanent job,0.86685,4785,5426,0.85781,0.87589
2011,Upper Secondary Level,West,Temporary job,0.13315,641,5426,0.12411,0.14219
2011,Upper Secondary Level,East,Permanent job,0.83264,1389,1654,0.81465,0.85064
2011,Upper Secondary Level,East,Temporary job,0.16736,265,1654,0.14936,0.18535
2011,Post-secondary Non-tertiary Level,West,Permanent job,0.89192,975,1097,0.87354,0.91030
2011,Post-secondary Non-tertiary Level,West,Temporary job,0.10808,122,1097,0.08970,0.12646
2011,Post-secondary Non-tertiary Level,East,Permanent job,0.82846,151,151,0.76813,0.88879
2011,First Stage of Tertiary Education,West,Permanent job,0.93214,763,807,0.91477,0.94950
2011,First Stage of Tertiary Education,West,Temporary job,0.06786,44,807,0.05050,0.08523
2011,First Stage of Tertiary Education,East,Permanent job,0.85527,202,202,0.80663,0.90391
2011,Second Stage of Tertiary Education,West,Permanent job,0.86348,2464,2812,0.85079,0.87618
2011,Second Stage of Tertiary Education,West,Temporary job,0.13652,348,2812,0.12382,0.14921
