year,age_gr,regtyp,plb0037_h,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1992,17-29 y.,Urban regions,Permanent job,0.70676,302,422,0.66327,0.75024
1992,17-29 y.,Urban regions,Temporary job,0.29324,120,422,0.24976,0.33673
1992,17-29 y.,Rural regions,Permanent job,0.67893,154,229,0.61832,0.73953
1992,17-29 y.,Rural regions,Temporary job,0.32107,75,229,0.26047,0.38168
1992,30-45 y.,Urban regions,Permanent job,0.85390,314,374,0.81805,0.88974
1992,30-45 y.,Urban regions,Temporary job,0.14610,60,374,0.11026,0.18195
1992,30-45 y.,Rural regions,Permanent job,0.76811,208,272,0.71786,0.81835
1992,30-45 y.,Rural regions,Temporary job,0.23189,64,272,0.18165,0.28214
1992,46-65 y.,Urban regions,Permanent job,0.78732,118,150,0.72161,0.85302
1992,46-65 y.,Urban regions,Temporary job,0.21268,32,150,0.14698,0.27839
1992,46-65 y.,Rural regions,Permanent job,0.72712,90,126,0.64904,0.80521
1992,46-65 y.,Rural regions,Temporary job,0.27288,36,126,0.19479,0.35096
1993,17-29 y.,Urban regions,Permanent job,0.74201,285,378,0.69784,0.78617
1993,17-29 y.,Urban regions,Temporary job,0.25799,93,378,0.21383,0.30216
1993,17-29 y.,Rural regions,Permanent job,0.65212,138,207,0.58708,0.71717
1993,17-29 y.,Rural regions,Temporary job,0.34788,69,207,0.28283,0.41292
1993,30-45 y.,Urban regions,Permanent job,0.83983,299,367,0.80225,0.87740
1993,30-45 y.,Urban regions,Temporary job,0.16017,68,367,0.12260,0.19775
1993,30-45 y.,Rural regions,Permanent job,0.78727,168,208,0.73152,0.84302
1993,30-45 y.,Rural regions,Temporary job,0.21273,40,208,0.15698,0.26848
1993,46-65 y.,Urban regions,Permanent job,0.83058,110,110,0.76015,0.90100
1993,46-65 y.,Rural regions,Permanent job,0.65957,52,52,0.52951,0.78962
1994,17-29 y.,Urban regions,Permanent job,0.63261,263,410,0.58588,0.67933
1994,17-29 y.,Urban regions,Temporary job,0.36739,147,410,0.32067,0.41412
1994,17-29 y.,Rural regions,Permanent job,0.53518,120,225,0.46986,0.60049
1994,17-29 y.,Rural regions,Temporary job,0.46482,105,225,0.39951,0.53014
1994,30-45 y.,Urban regions,Permanent job,0.80618,224,291,0.76068,0.85167
1994,30-45 y.,Urban regions,Temporary job,0.19382,67,291,0.14833,0.23932
1994,30-45 y.,Rural regions,Permanent job,0.68640,112,160,0.61428,0.75851
1994,30-45 y.,Rural regions,Temporary job,0.31360,48,160,0.24149,0.38572
1994,46-65 y.,Urban regions,Permanent job,0.77025,64,64,0.66637,0.87413
1994,46-65 y.,Rural regions,Permanent job,0.70018,48,48,0.56919,0.83118
1995,17-29 y.,Urban regions,Permanent job,0.73574,967,1283,0.71160,0.75988
1995,17-29 y.,Urban regions,Temporary job,0.26426,316,1283,0.24012,0.28840
1995,17-29 y.,Rural regions,Permanent job,0.65584,468,716,0.62101,0.69066
1995,17-29 y.,Rural regions,Temporary job,0.34416,248,716,0.30934,0.37899
1995,30-45 y.,Urban regions,Permanent job,0.93286,1895,2027,0.92196,0.94376
1995,30-45 y.,Urban regions,Temporary job,0.06714,132,2027,0.05624,0.07804
1995,30-45 y.,Rural regions,Permanent job,0.92397,1016,1108,0.90836,0.93958
1995,30-45 y.,Rural regions,Temporary job,0.07603,92,1108,0.06042,0.09164
1995,46-65 y.,Urban regions,Permanent job,0.96141,1315,1378,0.95124,0.97158
1995,46-65 y.,Urban regions,Temporary job,0.03859,63,1378,0.02842,0.04876
1995,46-65 y.,Rural regions,Permanent job,0.88720,579,647,0.86280,0.91159
1995,46-65 y.,Rural regions,Temporary job,0.11280,68,647,0.08841,0.13720
1996,17-29 y.,Urban regions,Permanent job,0.71942,870,1183,0.69381,0.74503
1996,17-29 y.,Urban regions,Temporary job,0.28058,313,1183,0.25497,0.30619
1996,17-29 y.,Rural regions,Permanent job,0.72379,448,659,0.68963,0.75796
1996,17-29 y.,Rural regions,Temporary job,0.27621,211,659,0.24204,0.31037
1996,30-45 y.,Urban regions,Permanent job,0.92637,1939,2070,0.91512,0.93762
1996,30-45 y.,Urban regions,Temporary job,0.07363,131,2070,0.06238,0.08488
1996,30-45 y.,Rural regions,Permanent job,0.91485,996,1085,0.89823,0.93146
1996,30-45 y.,Rural regions,Temporary job,0.08515,89,1085,0.06854,0.10177
1996,46-65 y.,Urban regions,Permanent job,0.95800,1237,1298,0.94708,0.96892
1996,46-65 y.,Urban regions,Temporary job,0.04200,61,1298,0.03108,0.05292
1996,46-65 y.,Rural regions,Permanent job,0.90489,600,657,0.88244,0.92734
1996,46-65 y.,Rural regions,Temporary job,0.09511,57,657,0.07266,0.11756
1997,17-29 y.,Urban regions,Permanent job,0.65454,745,1113,0.62659,0.68249
1997,17-29 y.,Urban regions,Temporary job,0.34546,368,1113,0.31751,0.37341
1997,17-29 y.,Rural regions,Permanent job,0.67866,403,630,0.64217,0.71516
1997,17-29 y.,Rural regions,Temporary job,0.32134,227,630,0.28484,0.35783
1997,30-45 y.,Urban regions,Permanent job,0.91893,1889,2038,0.90708,0.93078
1997,30-45 y.,Urban regions,Temporary job,0.08107,149,2038,0.06922,0.09292
1997,30-45 y.,Rural regions,Permanent job,0.89879,937,1029,0.88035,0.91723
1997,30-45 y.,Rural regions,Temporary job,0.10121,92,1029,0.08277,0.11965
1997,46-65 y.,Urban regions,Permanent job,0.94966,1174,1240,0.93749,0.96184
1997,46-65 y.,Urban regions,Temporary job,0.05034,66,1240,0.03816,0.06251
1997,46-65 y.,Rural regions,Permanent job,0.91803,620,671,0.89726,0.93880
1997,46-65 y.,Rural regions,Temporary job,0.08197,51,671,0.06120,0.10274
1998,17-29 y.,Urban regions,Permanent job,0.64185,752,1149,0.61412,0.66959
1998,17-29 y.,Urban regions,Temporary job,0.35815,397,1149,0.33041,0.38588
1998,17-29 y.,Rural regions,Permanent job,0.62411,410,668,0.58735,0.66087
1998,17-29 y.,Rural regions,Temporary job,0.37589,258,668,0.33913,0.41265
1998,30-45 y.,Urban regions,Permanent job,0.92022,2079,2253,0.90902,0.93141
1998,30-45 y.,Urban regions,Temporary job,0.07978,174,2253,0.06859,0.09098
1998,30-45 y.,Rural regions,Permanent job,0.91061,1050,1144,0.89407,0.92715
1998,30-45 y.,Rural regions,Temporary job,0.08939,94,1144,0.07285,0.10593
1998,46-65 y.,Urban regions,Permanent job,0.95227,1355,1417,0.94117,0.96338
1998,46-65 y.,Urban regions,Temporary job,0.04773,62,1417,0.03662,0.05883
1998,46-65 y.,Rural regions,Permanent job,0.95027,705,746,0.93466,0.96588
1998,46-65 y.,Rural regions,Temporary job,0.04973,41,746,0.03412,0.06534
1999,17-29 y.,Urban regions,Permanent job,0.62410,727,1144,0.59602,0.65218
1999,17-29 y.,Urban regions,Temporary job,0.37590,417,1144,0.34782,0.40398
1999,17-29 y.,Rural regions,Permanent job,0.61407,384,642,0.57638,0.65175
1999,17-29 y.,Rural regions,Temporary job,0.38593,258,642,0.34825,0.42362
1999,30-45 y.,Urban regions,Permanent job,0.91749,2077,2249,0.90612,0.92886
1999,30-45 y.,Urban regions,Temporary job,0.08251,172,2249,0.07114,0.09388
1999,30-45 y.,Rural regions,Permanent job,0.90400,1054,1169,0.88710,0.92089
1999,30-45 y.,Rural regions,Temporary job,0.09600,115,1169,0.07911,0.11290
1999,46-65 y.,Urban regions,Permanent job,0.95668,1297,1360,0.94586,0.96750
1999,46-65 y.,Urban regions,Temporary job,0.04332,63,1360,0.03250,0.05414
1999,46-65 y.,Rural regions,Permanent job,0.92006,657,726,0.90032,0.93980
1999,46-65 y.,Rural regions,Temporary job,0.07994,69,726,0.06020,0.09968
2000,17-29 y.,Urban regions,Permanent job,0.62183,947,1557,0.59774,0.64593
2000,17-29 y.,Urban regions,Temporary job,0.37817,610,1557,0.35407,0.40226
2000,17-29 y.,Rural regions,Permanent job,0.57538,508,940,0.54377,0.60700
2000,17-29 y.,Rural regions,Temporary job,0.42462,432,940,0.39300,0.45623
2000,30-45 y.,Urban regions,Permanent job,0.91519,3411,3690,0.90620,0.92418
2000,30-45 y.,Urban regions,Temporary job,0.08481,279,3690,0.07582,0.09380
2000,30-45 y.,Rural regions,Permanent job,0.91228,1687,1848,0.89937,0.92518
2000,30-45 y.,Rural regions,Temporary job,0.08772,161,1848,0.07482,0.10063
2000,46-65 y.,Urban regions,Permanent job,0.95995,2321,2411,0.95212,0.96778
2000,46-65 y.,Urban regions,Temporary job,0.04005,90,2411,0.03222,0.04788
2000,46-65 y.,Rural regions,Permanent job,0.92708,1112,1202,0.91238,0.94179
2000,46-65 y.,Rural regions,Temporary job,0.07292,90,1202,0.05821,0.08762
2001,17-29 y.,Urban regions,Permanent job,0.59260,825,1404,0.56689,0.61831
2001,17-29 y.,Urban regions,Temporary job,0.40740,579,1404,0.38169,0.43311
2001,17-29 y.,Rural regions,Permanent job,0.55669,423,809,0.52244,0.59095
2001,17-29 y.,Rural regions,Temporary job,0.44331,386,809,0.40905,0.47756
2001,30-45 y.,Urban regions,Permanent job,0.92582,3121,3356,0.91695,0.93469
2001,30-45 y.,Urban regions,Temporary job,0.07418,235,3356,0.06531,0.08305
2001,30-45 y.,Rural regions,Permanent job,0.90973,1506,1651,0.89591,0.92356
2001,30-45 y.,Rural regions,Temporary job,0.09027,145,1651,0.07644,0.10409
2001,46-65 y.,Urban regions,Permanent job,0.96623,2185,2259,0.95878,0.97368
2001,46-65 y.,Urban regions,Temporary job,0.03377,74,2259,0.02632,0.04122
2001,46-65 y.,Rural regions,Permanent job,0.93215,1033,1113,0.91737,0.94693
2001,46-65 y.,Rural regions,Temporary job,0.06785,80,1113,0.05307,0.08263
2002,17-29 y.,Urban regions,Permanent job,0.55833,764,1355,0.53187,0.58478
2002,17-29 y.,Urban regions,Temporary job,0.44167,591,1355,0.41522,0.46813
2002,17-29 y.,Rural regions,Permanent job,0.54298,414,791,0.50824,0.57772
2002,17-29 y.,Rural regions,Temporary job,0.45702,377,791,0.42228,0.49176
2002,30-45 y.,Urban regions,Permanent job,0.93014,3213,3457,0.92164,0.93864
2002,30-45 y.,Urban regions,Temporary job,0.06986,244,3457,0.06136,0.07836
2002,30-45 y.,Rural regions,Permanent job,0.91677,1503,1624,0.90333,0.93021
2002,30-45 y.,Rural regions,Temporary job,0.08323,121,1624,0.06979,0.09667
2002,46-65 y.,Urban regions,Permanent job,0.96040,2548,2647,0.95297,0.96783
2002,46-65 y.,Urban regions,Temporary job,0.03960,99,2647,0.03217,0.04703
2002,46-65 y.,Rural regions,Permanent job,0.93448,1166,1242,0.92072,0.94825
2002,46-65 y.,Rural regions,Temporary job,0.06552,76,1242,0.05175,0.07928
2003,17-29 y.,Urban regions,Permanent job,0.58249,707,1273,0.55539,0.60959
2003,17-29 y.,Urban regions,Temporary job,0.41751,566,1273,0.39041,0.44461
2003,17-29 y.,Rural regions,Permanent job,0.53005,359,708,0.49326,0.56684
2003,17-29 y.,Rural regions,Temporary job,0.46995,349,708,0.43316,0.50674
2003,30-45 y.,Urban regions,Permanent job,0.92305,2963,3180,0.91379,0.93232
2003,30-45 y.,Urban regions,Temporary job,0.07695,217,3180,0.06768,0.08621
2003,30-45 y.,Rural regions,Permanent job,0.91986,1369,1492,0.90607,0.93364
2003,30-45 y.,Rural regions,Temporary job,0.08014,123,1492,0.06636,0.09393
2003,46-65 y.,Urban regions,Permanent job,0.94677,2431,2553,0.93806,0.95548
2003,46-65 y.,Urban regions,Temporary job,0.05323,122,2553,0.04452,0.06194
2003,46-65 y.,Rural regions,Permanent job,0.95227,1148,1208,0.94024,0.96430
2003,46-65 y.,Rural regions,Temporary job,0.04773,60,1208,0.03570,0.05976
2004,17-29 y.,Urban regions,Permanent job,0.55868,686,1249,0.53113,0.58623
2004,17-29 y.,Urban regions,Temporary job,0.44132,563,1249,0.41377,0.46887
2004,17-29 y.,Rural regions,Permanent job,0.55009,351,694,0.51305,0.58713
2004,17-29 y.,Rural regions,Temporary job,0.44991,343,694,0.41287,0.48695
2004,30-45 y.,Urban regions,Permanent job,0.91891,2786,3009,0.90916,0.92867
2004,30-45 y.,Urban regions,Temporary job,0.08109,223,3009,0.07133,0.09084
2004,30-45 y.,Rural regions,Permanent job,0.89656,1235,1366,0.88040,0.91272
2004,30-45 y.,Rural regions,Temporary job,0.10344,131,1366,0.08728,0.11960
2004,46-65 y.,Urban regions,Permanent job,0.94579,2384,2489,0.93690,0.95469
2004,46-65 y.,Urban regions,Temporary job,0.05421,105,2489,0.04531,0.06310
2004,46-65 y.,Rural regions,Permanent job,0.95383,1152,1220,0.94205,0.96561
2004,46-65 y.,Rural regions,Temporary job,0.04617,68,1220,0.03439,0.05795
2005,17-29 y.,Urban regions,Permanent job,0.55583,656,1192,0.52761,0.58405
2005,17-29 y.,Urban regions,Temporary job,0.44417,536,1192,0.41595,0.47239
2005,17-29 y.,Rural regions,Permanent job,0.53300,343,635,0.49416,0.57184
2005,17-29 y.,Rural regions,Temporary job,0.46700,292,635,0.42816,0.50584
2005,30-45 y.,Urban regions,Permanent job,0.92971,2702,2892,0.92039,0.93903
2005,30-45 y.,Urban regions,Temporary job,0.07029,190,2892,0.06097,0.07961
2005,30-45 y.,Rural regions,Permanent job,0.91266,1195,1301,0.89732,0.92801
2005,30-45 y.,Rural regions,Temporary job,0.08734,106,1301,0.07199,0.10268
2005,46-65 y.,Urban regions,Permanent job,0.96012,2346,2431,0.95234,0.96790
2005,46-65 y.,Urban regions,Temporary job,0.03988,85,2431,0.03210,0.04766
2005,46-65 y.,Rural regions,Permanent job,0.93782,1157,1218,0.92425,0.95139
2005,46-65 y.,Rural regions,Temporary job,0.06218,61,1218,0.04861,0.07575
2005,66 and older,Urban regions,Permanent job,0.79802,34,34,0.66104,0.93500
2006,17-29 y.,Urban regions,Permanent job,0.54109,661,1200,0.51288,0.56929
2006,17-29 y.,Urban regions,Temporary job,0.45891,539,1200,0.43071,0.48712
2006,17-29 y.,Rural regions,Permanent job,0.52300,345,666,0.48504,0.56097
2006,17-29 y.,Rural regions,Temporary job,0.47700,321,666,0.43903,0.51496
2006,30-45 y.,Urban regions,Permanent job,0.91791,2687,2923,0.90796,0.92786
2006,30-45 y.,Urban regions,Temporary job,0.08209,236,2923,0.07214,0.09204
2006,30-45 y.,Rural regions,Permanent job,0.90642,1240,1353,0.89090,0.92195
2006,30-45 y.,Rural regions,Temporary job,0.09358,113,1353,0.07805,0.10910
2006,46-65 y.,Urban regions,Permanent job,0.95149,2549,2655,0.94332,0.95967
2006,46-65 y.,Urban regions,Temporary job,0.04851,106,2655,0.04033,0.05668
2006,46-65 y.,Rural regions,Permanent job,0.94315,1244,1323,0.93067,0.95564
2006,46-65 y.,Rural regions,Temporary job,0.05685,79,1323,0.04436,0.06933
2006,66 and older,Urban regions,Permanent job,0.85577,35,35,0.73768,0.97386
2007,17-29 y.,Urban regions,Permanent job,0.54192,615,1139,0.51297,0.57087
2007,17-29 y.,Urban regions,Temporary job,0.45808,524,1139,0.42913,0.48703
2007,17-29 y.,Rural regions,Permanent job,0.51124,314,629,0.47214,0.55033
2007,17-29 y.,Rural regions,Temporary job,0.48876,315,629,0.44967,0.52786
2007,30-45 y.,Urban regions,Permanent job,0.90405,2491,2731,0.89300,0.91510
2007,30-45 y.,Urban regions,Temporary job,0.09595,240,2731,0.08490,0.10700
2007,30-45 y.,Rural regions,Permanent job,0.90278,1188,1308,0.88672,0.91884
2007,30-45 y.,Rural regions,Temporary job,0.09722,120,1308,0.08116,0.11328
2007,46-65 y.,Urban regions,Permanent job,0.94748,2447,2571,0.93886,0.95611
2007,46-65 y.,Urban regions,Temporary job,0.05252,124,2571,0.04389,0.06114
2007,46-65 y.,Rural regions,Permanent job,0.94974,1234,1304,0.93788,0.96160
2007,46-65 y.,Rural regions,Temporary job,0.05026,70,1304,0.03840,0.06212
2008,17-29 y.,Urban regions,Permanent job,0.56025,606,1113,0.53108,0.58943
2008,17-29 y.,Urban regions,Temporary job,0.43975,507,1113,0.41057,0.46892
2008,17-29 y.,Rural regions,Permanent job,0.49630,268,560,0.45485,0.53774
2008,17-29 y.,Rural regions,Temporary job,0.50370,292,560,0.46226,0.54515
2008,30-45 y.,Urban regions,Permanent job,0.89977,2307,2529,0.88807,0.91148
2008,30-45 y.,Urban regions,Temporary job,0.10023,222,2529,0.08852,0.11193
2008,30-45 y.,Rural regions,Permanent job,0.89649,1113,1230,0.87946,0.91352
2008,30-45 y.,Rural regions,Temporary job,0.10351,117,1230,0.08648,0.12054
2008,46-65 y.,Urban regions,Permanent job,0.94560,2410,2545,0.93678,0.95441
2008,46-65 y.,Urban regions,Temporary job,0.05440,135,2545,0.04559,0.06322
2008,46-65 y.,Rural regions,Permanent job,0.92992,1240,1322,0.91616,0.94369
2008,46-65 y.,Rural regions,Temporary job,0.07008,82,1322,0.05631,0.08384
2008,66 and older,Urban regions,Permanent job,0.83495,38,38,0.71534,0.95457
2009,17-29 y.,Urban regions,Permanent job,0.53709,505,998,0.50614,0.56804
2009,17-29 y.,Urban regions,Temporary job,0.46291,493,998,0.43196,0.49386
2009,17-29 y.,Rural regions,Permanent job,0.51335,276,532,0.47084,0.55586
2009,17-29 y.,Rural regions,Temporary job,0.48665,256,532,0.44414,0.52916
2009,30-45 y.,Urban regions,Permanent job,0.89507,2024,2239,0.88237,0.90777
2009,30-45 y.,Urban regions,Temporary job,0.10493,215,2239,0.09223,0.11763
2009,30-45 y.,Rural regions,Permanent job,0.91442,1035,1137,0.89815,0.93068
2009,30-45 y.,Rural regions,Temporary job,0.08558,102,1137,0.06932,0.10185
2009,46-65 y.,Urban regions,Permanent job,0.94943,2302,2432,0.94072,0.95814
2009,46-65 y.,Urban regions,Temporary job,0.05057,130,2432,0.04186,0.05928
2009,46-65 y.,Rural regions,Permanent job,0.95193,1230,1303,0.94031,0.96355
2009,46-65 y.,Rural regions,Temporary job,0.04807,73,1303,0.03645,0.05969
2009,66 and older,Urban regions,Permanent job,0.66853,45,45,0.52944,0.80763
2010,17-29 y.,Urban regions,Permanent job,0.51862,622,1183,0.49013,0.54710
2010,17-29 y.,Urban regions,Temporary job,0.48138,561,1183,0.45290,0.50987
2010,17-29 y.,Rural regions,Permanent job,0.47405,347,664,0.43604,0.51206
2010,17-29 y.,Rural regions,Temporary job,0.52595,317,664,0.48794,0.56396
2010,30-45 y.,Urban regions,Permanent job,0.90138,3383,3820,0.89192,0.91083
2010,30-45 y.,Urban regions,Temporary job,0.09862,437,3820,0.08917,0.10808
2010,30-45 y.,Rural regions,Permanent job,0.90372,1793,2007,0.89081,0.91663
2010,30-45 y.,Rural regions,Temporary job,0.09628,214,2007,0.08337,0.10919
2010,46-65 y.,Urban regions,Permanent job,0.94138,2558,2742,0.93259,0.95017
2010,46-65 y.,Urban regions,Temporary job,0.05862,184,2742,0.04983,0.06741
2010,46-65 y.,Rural regions,Permanent job,0.93379,1376,1490,0.92116,0.94642
2010,46-65 y.,Rural regions,Temporary job,0.06621,114,1490,0.05358,0.07884
2010,66 and older,Urban regions,Permanent job,0.82481,55,55,0.72342,0.92620
2011,17-29 y.,Urban regions,Permanent job,0.53705,701,1291,0.50984,0.56426
2011,17-29 y.,Urban regions,Temporary job,0.46295,590,1291,0.43574,0.49016
2011,17-29 y.,Rural regions,Permanent job,0.51558,421,805,0.48104,0.55013
2011,17-29 y.,Rural regions,Temporary job,0.48442,384,805,0.44987,0.51896
2011,30-45 y.,Urban regions,Permanent job,0.88820,3922,4433,0.87893,0.89748
2011,30-45 y.,Urban regions,Temporary job,0.11180,511,4433,0.10252,0.12107
2011,30-45 y.,Rural regions,Permanent job,0.88133,2077,2365,0.86829,0.89436
2011,30-45 y.,Rural regions,Temporary job,0.11867,288,2365,0.10564,0.13171
2011,46-65 y.,Urban regions,Permanent job,0.93631,3303,3556,0.92829,0.94434
2011,46-65 y.,Urban regions,Temporary job,0.06369,253,3556,0.05566,0.07171
2011,46-65 y.,Rural regions,Permanent job,0.93854,1902,2032,0.92810,0.94899
2011,46-65 y.,Rural regions,Temporary job,0.06146,130,2032,0.05101,0.07190
2011,66 and older,Urban regions,Permanent job,0.89603,62,62,0.81944,0.97263
2012,17-29 y.,Urban regions,Permanent job,0.51970,645,1291,0.49244,0.54697
2012,17-29 y.,Urban regions,Temporary job,0.48030,646,1291,0.45303,0.50756
2012,17-29 y.,Rural regions,Permanent job,0.54990,384,781,0.51498,0.58481
2012,17-29 y.,Rural regions,Temporary job,0.45010,397,781,0.41519,0.48502
2012,30-45 y.,Urban regions,Permanent job,0.87695,3606,4127,0.86692,0.88697
2012,30-45 y.,Urban regions,Temporary job,0.12305,521,4127,0.11303,0.13308
2012,30-45 y.,Rural regions,Permanent job,0.88157,2010,2287,0.86832,0.89481
2012,30-45 y.,Rural regions,Temporary job,0.11843,277,2287,0.10519,0.13168
2012,46-65 y.,Urban regions,Permanent job,0.94394,3411,3661,0.93649,0.95140
2012,46-65 y.,Urban regions,Temporary job,0.05606,250,3661,0.04860,0.06351
2012,46-65 y.,Rural regions,Permanent job,0.95106,2017,2158,0.94195,0.96016
2012,46-65 y.,Rural regions,Temporary job,0.04894,141,2158,0.03984,0.05805
2012,66 and older,Urban regions,Permanent job,0.85119,73,73,0.76898,0.93340
2012,66 and older,Rural regions,Permanent job,0.85509,34,34,0.73498,0.97519
2013,17-29 y.,Urban regions,Permanent job,0.51477,858,1792,0.49163,0.53792
2013,17-29 y.,Urban regions,Temporary job,0.48523,934,1792,0.46208,0.50837
2013,17-29 y.,Rural regions,Permanent job,0.57812,421,855,0.54499,0.61124
2013,17-29 y.,Rural regions,Temporary job,0.42188,434,855,0.38876,0.45501
2013,30-45 y.,Urban regions,Permanent job,0.86475,4136,4828,0.85510,0.87440
2013,30-45 y.,Urban regions,Temporary job,0.13525,692,4828,0.12560,0.14490
2013,30-45 y.,Rural regions,Permanent job,0.87937,2080,2398,0.86633,0.89241
2013,30-45 y.,Rural regions,Temporary job,0.12063,318,2398,0.10759,0.13367
2013,46-65 y.,Urban regions,Permanent job,0.93240,3747,4080,0.92469,0.94010
2013,46-65 y.,Urban regions,Temporary job,0.06760,333,4080,0.05990,0.07531
2013,46-65 y.,Rural regions,Permanent job,0.94571,2094,2248,0.93635,0.95508
2013,46-65 y.,Rural regions,Temporary job,0.05429,154,2248,0.04492,0.06365
