year,quintil_oecd,sex,plb0037_h,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1986,4th Quintile,male,Permanent job,0.07304,106,106,0.02327,0.12280
1986,4th Quintile,female,Permanent job,0.04484,64,64,-0.00626,0.09594
1986,5th Quintile,male,Permanent job,0.05803,84,84,0.00773,0.10833
1986,5th Quintile,female,Permanent job,0.04441,64,64,-0.00646,0.09529
1987,1st Quintile,male,Permanent job,0.05184,85,119,0.01184,0.09185
1987,1st Quintile,male,Temporary job,0.02063,34,119,-0.00502,0.04628
1987,1st Quintile,female,Permanent job,0.03419,53,53,-0.01520,0.08358
1987,2nd Quintile,male,Permanent job,0.06325,90,131,0.02141,0.10509
1987,2nd Quintile,male,Temporary job,0.02505,41,131,-0.00181,0.05192
1987,2nd Quintile,female,Permanent job,0.03388,53,97,-0.00231,0.07008
1987,2nd Quintile,female,Temporary job,0.02566,44,97,-0.00597,0.05729
1987,3rd Quintile,male,Permanent job,0.06203,89,123,0.01922,0.10483
1987,3rd Quintile,male,Temporary job,0.02132,34,123,-0.00431,0.04695
1987,3rd Quintile,female,Permanent job,0.04854,70,108,0.00782,0.08926
1987,3rd Quintile,female,Temporary job,0.02635,38,108,-0.00400,0.05669
1987,4th Quintile,male,Permanent job,0.09068,120,163,0.04646,0.13490
1987,4th Quintile,male,Temporary job,0.02597,43,163,0.00148,0.05045
1987,4th Quintile,female,Permanent job,0.05744,77,113,0.01434,0.10053
1987,4th Quintile,female,Temporary job,0.02442,36,113,-0.00417,0.05300
1987,5th Quintile,male,Permanent job,0.06779,94,94,0.01670,0.11888
1987,5th Quintile,female,Permanent job,0.05730,68,68,0.00165,0.11295
1988,1st Quintile,male,Permanent job,0.22297,361,441,0.18407,0.26186
1988,1st Quintile,male,Temporary job,0.05474,80,441,0.03349,0.07600
1988,1st Quintile,female,Permanent job,0.10593,170,233,0.06633,0.14554
1988,1st Quintile,female,Temporary job,0.03988,63,233,0.01470,0.06507
1988,2nd Quintile,male,Permanent job,0.37117,527,608,0.33273,0.40960
1988,2nd Quintile,male,Temporary job,0.05792,81,608,0.03934,0.07650
1988,2nd Quintile,female,Permanent job,0.16428,271,345,0.12513,0.20344
1988,2nd Quintile,female,Temporary job,0.04348,74,345,0.02193,0.06503
1988,3rd Quintile,male,Permanent job,0.46540,613,694,0.42826,0.50254
1988,3rd Quintile,male,Temporary job,0.05879,81,694,0.04128,0.07631
1988,3rd Quintile,female,Permanent job,0.29247,388,452,0.25049,0.33445
1988,3rd Quintile,female,Temporary job,0.04136,64,452,0.02298,0.05974
1988,4th Quintile,male,Permanent job,0.55474,714,788,0.52002,0.58946
1988,4th Quintile,male,Temporary job,0.05262,74,788,0.03702,0.06821
1988,4th Quintile,female,Permanent job,0.38007,464,507,0.33777,0.42236
1988,4th Quintile,female,Temporary job,0.03622,43,507,0.01994,0.05250
1988,5th Quintile,male,Permanent job,0.54645,628,681,0.50903,0.58387
1988,5th Quintile,male,Temporary job,0.04345,53,681,0.02813,0.05878
1988,5th Quintile,female,Permanent job,0.47539,503,542,0.43330,0.51747
1988,5th Quintile,female,Temporary job,0.03748,39,542,0.02147,0.05348
1989,1st Quintile,male,Permanent job,0.04023,54,87,-0.00130,0.08177
1989,1st Quintile,male,Temporary job,0.02392,33,87,-0.00838,0.05621
1989,1st Quintile,female,Permanent job,0.04420,68,68,-0.00502,0.09342
1989,2nd Quintile,male,Permanent job,0.05958,71,71,0.00413,0.11504
1989,2nd Quintile,female,Permanent job,0.04405,60,60,-0.00831,0.09641
1989,3rd Quintile,male,Permanent job,0.06242,75,75,0.00730,0.11753
1989,3rd Quintile,female,Permanent job,0.05058,53,53,-0.00898,0.11015
1989,4th Quintile,male,Permanent job,0.05862,74,74,0.00473,0.11250
1989,4th Quintile,female,Permanent job,0.04965,54,54,-0.00883,0.10814
1989,5th Quintile,male,Permanent job,0.08150,81,81,0.02154,0.14145
1989,5th Quintile,female,Permanent job,0.05523,53,53,-0.00686,0.11731
1990,1st Quintile,male,Permanent job,0.06417,82,82,0.01080,0.11754
1990,1st Quintile,female,Permanent job,0.03973,60,94,0.00003,0.07943
1990,1st Quintile,female,Temporary job,0.01974,34,94,-0.00853,0.04801
1990,2nd Quintile,male,Permanent job,0.06076,66,66,0.00269,0.11884
1990,2nd Quintile,female,Permanent job,0.04574,66,66,-0.00505,0.09654
1990,3rd Quintile,male,Permanent job,0.05832,75,75,0.00493,0.11172
1990,3rd Quintile,female,Permanent job,0.04930,58,89,0.00407,0.09454
1990,3rd Quintile,female,Temporary job,0.02983,31,89,-0.00572,0.06537
1990,4th Quintile,male,Permanent job,0.06246,83,83,0.01008,0.11484
1990,4th Quintile,female,Permanent job,0.06302,72,72,0.00650,0.11954
1990,5th Quintile,male,Permanent job,0.07436,78,78,0.01576,0.13297
1990,5th Quintile,female,Permanent job,0.07333,65,65,0.00946,0.13719
1991,1st Quintile,male,Permanent job,0.05017,68,68,-0.00210,0.10244
1991,1st Quintile,female,Permanent job,0.03628,64,101,-0.00037,0.07293
1991,1st Quintile,female,Temporary job,0.02353,37,101,-0.00618,0.05325
1991,2nd Quintile,male,Permanent job,0.05217,74,74,0.00116,0.10318
1991,2nd Quintile,female,Permanent job,0.05643,79,79,0.00522,0.10764
1991,3rd Quintile,male,Permanent job,0.04982,64,64,-0.00391,0.10355
1991,3rd Quintile,female,Permanent job,0.04248,58,58,-0.00988,0.09484
1991,4th Quintile,male,Permanent job,0.06372,79,79,0.00951,0.11792
1991,4th Quintile,female,Permanent job,0.05756,74,74,0.00413,0.11100
1991,5th Quintile,male,Permanent job,0.08299,87,87,0.02469,0.14130
1991,5th Quintile,female,Permanent job,0.06048,61,61,0.00016,0.12080
1992,1st Quintile,male,Permanent job,0.06026,121,177,0.02510,0.09541
1992,1st Quintile,male,Temporary job,0.02977,56,177,0.00466,0.05488
1992,1st Quintile,female,Permanent job,0.03611,84,132,0.00416,0.06806
1992,1st Quintile,female,Temporary job,0.02102,48,132,-0.00354,0.04559
1992,2nd Quintile,male,Permanent job,0.06263,142,196,0.02862,0.09664
1992,2nd Quintile,male,Temporary job,0.02382,54,196,0.00242,0.04523
1992,2nd Quintile,female,Permanent job,0.06009,146,199,0.02699,0.09320
1992,2nd Quintile,female,Temporary job,0.02297,53,199,0.00210,0.04384
1992,3rd Quintile,male,Permanent job,0.07593,150,191,0.03826,0.11359
1992,3rd Quintile,male,Temporary job,0.01991,41,191,0.00004,0.03977
1992,3rd Quintile,female,Permanent job,0.05860,126,163,0.02243,0.09477
1992,3rd Quintile,female,Temporary job,0.01769,37,163,-0.00261,0.03800
1992,4th Quintile,male,Permanent job,0.06722,124,124,0.02296,0.11147
1992,4th Quintile,female,Permanent job,0.06415,110,143,0.02385,0.10444
1992,4th Quintile,female,Temporary job,0.01590,33,143,-0.00467,0.03647
1992,5th Quintile,male,Permanent job,0.06904,111,111,0.02166,0.11642
1992,5th Quintile,female,Permanent job,0.05850,93,93,0.01055,0.10646
1993,1st Quintile,male,Permanent job,0.04853,85,128,0.01116,0.08590
1993,1st Quintile,male,Temporary job,0.03022,43,128,0.00045,0.06000
1993,1st Quintile,female,Permanent job,0.03380,72,108,-0.00044,0.06804
1993,1st Quintile,female,Temporary job,0.01540,36,108,-0.00793,0.03873
1993,2nd Quintile,male,Permanent job,0.06226,123,159,0.02458,0.09994
1993,2nd Quintile,male,Temporary job,0.01704,36,159,-0.00314,0.03722
1993,2nd Quintile,female,Permanent job,0.05013,118,156,0.01577,0.08448
1993,2nd Quintile,female,Temporary job,0.01477,38,156,-0.00422,0.03376
1993,3rd Quintile,male,Permanent job,0.06169,116,148,0.02280,0.10058
1993,3rd Quintile,male,Temporary job,0.01697,32,148,-0.00391,0.03786
1993,3rd Quintile,female,Permanent job,0.06752,130,173,0.03002,0.10502
1993,3rd Quintile,female,Temporary job,0.02287,43,173,0.00053,0.04521
1993,4th Quintile,male,Permanent job,0.06915,119,119,0.02338,0.11493
1993,4th Quintile,female,Permanent job,0.05590,102,102,0.01110,0.10071
1993,5th Quintile,male,Permanent job,0.06538,94,94,0.01514,0.11562
1993,5th Quintile,female,Permanent job,0.06667,93,93,0.01570,0.11765
1994,1st Quintile,male,Permanent job,0.05236,85,141,0.01546,0.08926
1994,1st Quintile,male,Temporary job,0.03628,56,141,0.00531,0.06726
1994,1st Quintile,female,Permanent job,0.02611,60,128,-0.00162,0.05385
1994,1st Quintile,female,Temporary job,0.02445,68,128,-0.00241,0.05131
1994,2nd Quintile,male,Permanent job,0.04879,83,132,0.01190,0.08569
1994,2nd Quintile,male,Temporary job,0.02983,49,132,0.00070,0.05897
1994,2nd Quintile,female,Permanent job,0.04050,96,149,0.00874,0.07225
1994,2nd Quintile,female,Temporary job,0.02823,53,149,0.00155,0.05492
1994,3rd Quintile,male,Permanent job,0.05775,102,138,0.01869,0.09682
1994,3rd Quintile,male,Temporary job,0.01702,36,138,-0.00464,0.03867
1994,3rd Quintile,female,Permanent job,0.04435,83,128,0.00854,0.08016
1994,3rd Quintile,female,Temporary job,0.02002,45,128,-0.00434,0.04439
1994,4th Quintile,male,Permanent job,0.04597,87,87,0.00171,0.09023
1994,4th Quintile,female,Permanent job,0.05874,94,128,0.01785,0.09964
1994,4th Quintile,female,Temporary job,0.01781,34,128,-0.00519,0.04082
1994,5th Quintile,male,Permanent job,0.04124,66,66,-0.00710,0.08957
1994,5th Quintile,female,Permanent job,0.04290,75,75,-0.00327,0.08907
1995,1st Quintile,male,Permanent job,0.22513,433,549,0.19016,0.26010
1995,1st Quintile,male,Temporary job,0.07553,116,549,0.05340,0.09765
1995,1st Quintile,female,Permanent job,0.11024,240,347,0.07724,0.14325
1995,1st Quintile,female,Temporary job,0.04997,107,347,0.02701,0.07293
1995,2nd Quintile,male,Permanent job,0.33305,704,816,0.30070,0.36541
1995,2nd Quintile,male,Temporary job,0.06348,112,816,0.04674,0.08021
1995,2nd Quintile,female,Permanent job,0.19914,478,580,0.16661,0.23167
1995,2nd Quintile,female,Temporary job,0.03872,102,580,0.02300,0.05443
1995,3rd Quintile,male,Permanent job,0.44735,795,885,0.41458,0.48013
1995,3rd Quintile,male,Temporary job,0.04396,90,885,0.03044,0.05747
1995,3rd Quintile,female,Permanent job,0.30023,623,717,0.26666,0.33381
1995,3rd Quintile,female,Temporary job,0.04023,94,717,0.02583,0.05462
1995,4th Quintile,male,Permanent job,0.49668,854,953,0.46492,0.52845
1995,4th Quintile,male,Temporary job,0.05458,99,953,0.04015,0.06901
1995,4th Quintile,female,Permanent job,0.40166,687,782,0.36728,0.43604
1995,4th Quintile,female,Temporary job,0.05833,95,782,0.04189,0.07476
1995,5th Quintile,male,Permanent job,0.55452,783,835,0.52079,0.58825
1995,5th Quintile,male,Temporary job,0.03172,52,835,0.01982,0.04361
1995,5th Quintile,female,Permanent job,0.46565,657,712,0.42898,0.50232
1995,5th Quintile,female,Temporary job,0.03251,55,712,0.01948,0.04555
1996,1st Quintile,male,Permanent job,0.23192,449,560,0.19693,0.26691
1996,1st Quintile,male,Temporary job,0.07872,111,560,0.05640,0.10105
1996,1st Quintile,female,Permanent job,0.12973,275,381,0.09594,0.16351
1996,1st Quintile,female,Temporary job,0.04807,106,381,0.02656,0.06958
1996,2nd Quintile,male,Permanent job,0.35280,641,730,0.31811,0.38749
1996,2nd Quintile,male,Temporary job,0.04487,89,730,0.02984,0.05990
1996,2nd Quintile,female,Permanent job,0.20728,449,559,0.17364,0.24091
1996,2nd Quintile,female,Temporary job,0.04369,110,559,0.02673,0.06065
1996,3rd Quintile,male,Permanent job,0.43179,779,858,0.39863,0.46495
1996,3rd Quintile,male,Temporary job,0.04468,79,858,0.03085,0.05851
1996,3rd Quintile,female,Permanent job,0.29307,586,683,0.25891,0.32723
1996,3rd Quintile,female,Temporary job,0.04600,97,683,0.03028,0.06172
1996,4th Quintile,male,Permanent job,0.48536,824,912,0.45291,0.51782
1996,4th Quintile,male,Temporary job,0.05230,88,912,0.03784,0.06676
1996,4th Quintile,female,Permanent job,0.40387,699,776,0.36932,0.43841
1996,4th Quintile,female,Temporary job,0.04330,77,776,0.02897,0.05763
1996,5th Quintile,male,Permanent job,0.52346,753,813,0.48910,0.55781
1996,5th Quintile,male,Temporary job,0.03487,60,813,0.02225,0.04749
1996,5th Quintile,female,Permanent job,0.46242,648,693,0.42527,0.49957
1996,5th Quintile,female,Temporary job,0.02924,45,693,0.01668,0.04179
1997,1st Quintile,male,Permanent job,0.20084,361,478,0.16488,0.23679
1997,1st Quintile,male,Temporary job,0.07413,117,478,0.05062,0.09764
1997,1st Quintile,female,Permanent job,0.10690,221,321,0.07304,0.14075
1997,1st Quintile,female,Temporary job,0.04395,100,321,0.02149,0.06641
1997,2nd Quintile,male,Permanent job,0.34373,641,753,0.30979,0.37768
1997,2nd Quintile,male,Temporary job,0.06627,112,753,0.04849,0.08405
1997,2nd Quintile,female,Permanent job,0.21114,449,559,0.17728,0.24500
1997,2nd Quintile,female,Temporary job,0.04987,110,559,0.03181,0.06793
1997,3rd Quintile,male,Permanent job,0.39104,703,811,0.35743,0.42464
1997,3rd Quintile,male,Temporary job,0.05993,108,811,0.04358,0.07628
1997,3rd Quintile,female,Permanent job,0.28665,562,656,0.25202,0.32128
1997,3rd Quintile,female,Temporary job,0.04755,94,656,0.03126,0.06385
1997,4th Quintile,male,Permanent job,0.49239,823,924,0.46014,0.52464
1997,4th Quintile,male,Temporary job,0.05832,101,924,0.04320,0.07344
1997,4th Quintile,female,Permanent job,0.41977,690,776,0.38502,0.45452
1997,4th Quintile,female,Temporary job,0.04844,86,776,0.03332,0.06355
1997,5th Quintile,male,Permanent job,0.50931,718,793,0.47449,0.54412
1997,5th Quintile,male,Temporary job,0.04277,75,793,0.02867,0.05686
1997,5th Quintile,female,Permanent job,0.43926,613,666,0.40154,0.47698
1997,5th Quintile,female,Temporary job,0.03819,53,666,0.02363,0.05276
1998,1st Quintile,male,Permanent job,0.21144,363,478,0.17480,0.24809
1998,1st Quintile,male,Temporary job,0.08437,115,478,0.05943,0.10932
1998,1st Quintile,female,Permanent job,0.13343,248,356,0.09805,0.16880
1998,1st Quintile,female,Temporary job,0.05243,108,356,0.02924,0.07561
1998,2nd Quintile,male,Permanent job,0.34687,603,721,0.31210,0.38163
1998,2nd Quintile,male,Temporary job,0.06555,118,721,0.04747,0.08362
1998,2nd Quintile,female,Permanent job,0.20900,410,510,0.17368,0.24432
1998,2nd Quintile,female,Temporary job,0.04822,100,510,0.02961,0.06683
1998,3rd Quintile,male,Permanent job,0.41549,680,776,0.38079,0.45019
1998,3rd Quintile,male,Temporary job,0.05334,96,776,0.03752,0.06916
1998,3rd Quintile,female,Permanent job,0.28185,550,643,0.24705,0.31666
1998,3rd Quintile,female,Temporary job,0.04649,93,643,0.03021,0.06278
1998,4th Quintile,male,Permanent job,0.47899,777,875,0.44587,0.51211
1998,4th Quintile,male,Temporary job,0.06868,98,875,0.05191,0.08545
1998,4th Quintile,female,Permanent job,0.40515,667,743,0.36983,0.44048
1998,4th Quintile,female,Temporary job,0.03933,76,743,0.02534,0.05331
1998,5th Quintile,male,Permanent job,0.49820,685,744,0.46225,0.53416
1998,5th Quintile,male,Temporary job,0.03847,59,744,0.02464,0.05231
1998,5th Quintile,female,Permanent job,0.43011,583,631,0.39145,0.46877
1998,5th Quintile,female,Temporary job,0.02963,48,631,0.01639,0.04287
1999,1st Quintile,male,Permanent job,0.23073,409,570,0.19611,0.26534
1999,1st Quintile,male,Temporary job,0.09724,161,570,0.07290,0.12159
1999,1st Quintile,female,Permanent job,0.14539,306,437,0.11231,0.17848
1999,1st Quintile,female,Temporary job,0.05974,131,437,0.03749,0.08198
1999,2nd Quintile,male,Permanent job,0.34985,683,837,0.31752,0.38218
1999,2nd Quintile,male,Temporary job,0.08381,154,837,0.06502,0.10259
1999,2nd Quintile,female,Permanent job,0.22505,483,604,0.19172,0.25838
1999,2nd Quintile,female,Temporary job,0.04918,121,604,0.03192,0.06644
1999,3rd Quintile,male,Permanent job,0.40867,743,848,0.37556,0.44177
1999,3rd Quintile,male,Temporary job,0.06013,105,848,0.04412,0.07614
1999,3rd Quintile,female,Permanent job,0.30506,609,721,0.27142,0.33869
1999,3rd Quintile,female,Temporary job,0.04720,112,721,0.03171,0.06269
1999,4th Quintile,male,Permanent job,0.48326,829,933,0.45117,0.51534
1999,4th Quintile,male,Temporary job,0.06188,104,933,0.04641,0.07735
1999,4th Quintile,female,Permanent job,0.42134,719,800,0.38711,0.45558
1999,4th Quintile,female,Temporary job,0.03972,81,800,0.02618,0.05326
1999,5th Quintile,male,Permanent job,0.49334,774,840,0.45951,0.52717
1999,5th Quintile,male,Temporary job,0.03762,66,840,0.02475,0.05050
1999,5th Quintile,female,Permanent job,0.43562,662,724,0.39948,0.47176
1999,5th Quintile,female,Temporary job,0.03415,62,724,0.02091,0.04739
2000,1st Quintile,male,Permanent job,0.20330,363,477,0.16715,0.23946
2000,1st Quintile,male,Temporary job,0.07372,114,477,0.05024,0.09720
2000,1st Quintile,female,Permanent job,0.10980,236,349,0.07695,0.14265
2000,1st Quintile,female,Temporary job,0.05376,113,349,0.03006,0.07746
2000,2nd Quintile,male,Permanent job,0.34332,640,759,0.30952,0.37712
2000,2nd Quintile,male,Temporary job,0.06254,119,759,0.04530,0.07978
2000,2nd Quintile,female,Permanent job,0.19619,419,515,0.16186,0.23052
2000,2nd Quintile,female,Temporary job,0.03938,96,515,0.02257,0.05619
2000,3rd Quintile,male,Permanent job,0.40818,719,843,0.37498,0.44138
2000,3rd Quintile,male,Temporary job,0.07158,124,843,0.05416,0.08899
2000,3rd Quintile,female,Permanent job,0.28611,533,633,0.25088,0.32135
2000,3rd Quintile,female,Temporary job,0.05274,100,633,0.03532,0.07017
2000,4th Quintile,male,Permanent job,0.44846,776,860,0.41520,0.48172
2000,4th Quintile,male,Temporary job,0.04371,84,860,0.03004,0.05738
2000,4th Quintile,female,Permanent job,0.39700,675,755,0.36207,0.43192
2000,4th Quintile,female,Temporary job,0.04633,80,755,0.03133,0.06134
2000,5th Quintile,male,Permanent job,0.46554,730,777,0.43044,0.50064
2000,5th Quintile,male,Temporary job,0.03314,47,777,0.02055,0.04574
2000,5th Quintile,female,Permanent job,0.42913,641,697,0.39236,0.46590
2000,5th Quintile,female,Temporary job,0.03209,56,697,0.01900,0.04519
2001,1st Quintile,male,Permanent job,0.19572,463,658,0.16538,0.22606
2001,1st Quintile,male,Temporary job,0.08547,195,658,0.06409,0.10685
2001,1st Quintile,female,Permanent job,0.13580,420,621,0.10883,0.16277
2001,1st Quintile,female,Temporary job,0.06517,201,621,0.04574,0.08460
2001,2nd Quintile,male,Permanent job,0.33353,928,1094,0.30558,0.36149
2001,2nd Quintile,male,Temporary job,0.06149,166,1094,0.04725,0.07573
2001,2nd Quintile,female,Permanent job,0.21239,664,818,0.18434,0.24043
2001,2nd Quintile,female,Temporary job,0.04496,154,818,0.03075,0.05916
2001,3rd Quintile,male,Permanent job,0.42205,1142,1303,0.39522,0.44887
2001,3rd Quintile,male,Temporary job,0.05150,161,1303,0.03950,0.06351
2001,3rd Quintile,female,Permanent job,0.28985,882,1051,0.26241,0.31729
2001,3rd Quintile,female,Temporary job,0.05560,169,1051,0.04174,0.06946
2001,4th Quintile,male,Permanent job,0.46516,1269,1396,0.43898,0.49133
2001,4th Quintile,male,Temporary job,0.04056,127,1396,0.03021,0.05091
2001,4th Quintile,female,Permanent job,0.37195,1037,1191,0.34449,0.39942
2001,4th Quintile,female,Temporary job,0.05479,154,1191,0.04186,0.06773
2001,5th Quintile,male,Permanent job,0.46355,1247,1351,0.43695,0.49015
2001,5th Quintile,male,Temporary job,0.03565,104,1351,0.02576,0.04554
2001,5th Quintile,female,Permanent job,0.41522,1069,1143,0.38664,0.44380
2001,5th Quintile,female,Temporary job,0.02818,74,1143,0.01858,0.03778
2002,1st Quintile,male,Permanent job,0.18626,389,557,0.15390,0.21862
2002,1st Quintile,male,Temporary job,0.08127,168,557,0.05855,0.10398
2002,1st Quintile,female,Permanent job,0.12327,330,484,0.09395,0.15259
2002,1st Quintile,female,Temporary job,0.05307,154,484,0.03308,0.07306
2002,2nd Quintile,male,Permanent job,0.31533,753,887,0.28473,0.34592
2002,2nd Quintile,male,Temporary job,0.05303,134,887,0.03828,0.06779
2002,2nd Quintile,female,Permanent job,0.20555,580,716,0.17593,0.23517
2002,2nd Quintile,female,Temporary job,0.04925,136,716,0.03339,0.06511
2002,3rd Quintile,male,Permanent job,0.38308,930,1058,0.35378,0.41239
2002,3rd Quintile,male,Temporary job,0.05058,128,1058,0.03737,0.06379
2002,3rd Quintile,female,Permanent job,0.27932,765,916,0.25025,0.30839
2002,3rd Quintile,female,Temporary job,0.05795,151,916,0.04281,0.07309
2002,4th Quintile,male,Permanent job,0.45497,1172,1327,0.42816,0.48177
2002,4th Quintile,male,Temporary job,0.05340,155,1327,0.04130,0.06550
2002,4th Quintile,female,Permanent job,0.37154,999,1141,0.34348,0.39959
2002,4th Quintile,female,Temporary job,0.04922,142,1141,0.03666,0.06178
2002,5th Quintile,male,Permanent job,0.47771,1393,1506,0.45247,0.50294
2002,5th Quintile,male,Temporary job,0.03357,113,1506,0.02447,0.04266
2002,5th Quintile,female,Permanent job,0.43379,1222,1337,0.40721,0.46036
2002,5th Quintile,female,Temporary job,0.03744,115,1337,0.02726,0.04763
2003,1st Quintile,male,Permanent job,0.15025,317,470,0.11792,0.18259
2003,1st Quintile,male,Temporary job,0.07658,153,470,0.05251,0.10064
2003,1st Quintile,female,Permanent job,0.12640,324,491,0.09698,0.15583
2003,1st Quintile,female,Temporary job,0.05379,167,491,0.03381,0.07377
2003,2nd Quintile,male,Permanent job,0.30813,713,840,0.27688,0.33937
2003,2nd Quintile,male,Temporary job,0.05422,127,840,0.03890,0.06954
2003,2nd Quintile,female,Permanent job,0.20386,583,710,0.17421,0.23352
2003,2nd Quintile,female,Temporary job,0.04926,127,710,0.03333,0.06519
2003,3rd Quintile,male,Permanent job,0.39434,975,1093,0.36535,0.42332
2003,3rd Quintile,male,Temporary job,0.04792,118,1093,0.03525,0.06059
2003,3rd Quintile,female,Permanent job,0.28445,758,899,0.25494,0.31395
2003,3rd Quintile,female,Temporary job,0.05032,141,899,0.03602,0.06461
2003,4th Quintile,male,Permanent job,0.45482,1180,1342,0.42817,0.48147
2003,4th Quintile,male,Temporary job,0.05705,162,1342,0.04463,0.06946
2003,4th Quintile,female,Permanent job,0.37526,1028,1151,0.34727,0.40324
2003,4th Quintile,female,Temporary job,0.04646,123,1151,0.03430,0.05863
2003,5th Quintile,male,Permanent job,0.45398,1655,1827,0.43114,0.47681
2003,5th Quintile,male,Temporary job,0.03939,172,1827,0.03047,0.04831
2003,5th Quintile,female,Permanent job,0.41043,1480,1629,0.38654,0.43433
2003,5th Quintile,female,Temporary job,0.03309,149,1629,0.02441,0.04178
2004,1st Quintile,male,Permanent job,0.16407,311,463,0.13030,0.19784
2004,1st Quintile,male,Temporary job,0.08206,152,463,0.05703,0.10708
2004,1st Quintile,female,Permanent job,0.13343,316,481,0.10301,0.16385
2004,1st Quintile,female,Temporary job,0.06431,165,481,0.04237,0.08626
2004,2nd Quintile,male,Permanent job,0.28922,663,790,0.25759,0.32086
2004,2nd Quintile,male,Temporary job,0.05421,127,790,0.03841,0.07001
2004,2nd Quintile,female,Permanent job,0.21464,582,713,0.18449,0.24480
2004,2nd Quintile,female,Temporary job,0.05334,131,713,0.03684,0.06985
2004,3rd Quintile,male,Permanent job,0.37851,877,1012,0.34862,0.40841
2004,3rd Quintile,male,Temporary job,0.04856,135,1012,0.03531,0.06181
2004,3rd Quintile,female,Permanent job,0.27174,740,868,0.24213,0.30135
2004,3rd Quintile,female,Temporary job,0.04957,128,868,0.03512,0.06401
2004,4th Quintile,male,Permanent job,0.41898,1100,1261,0.39173,0.44622
2004,4th Quintile,male,Temporary job,0.05798,161,1261,0.04507,0.07088
2004,4th Quintile,female,Permanent job,0.37230,960,1101,0.34373,0.40087
2004,4th Quintile,female,Temporary job,0.04917,141,1101,0.03639,0.06195
2004,5th Quintile,male,Permanent job,0.46450,1621,1777,0.44130,0.48769
2004,5th Quintile,male,Temporary job,0.03466,156,1777,0.02615,0.04316
2004,5th Quintile,female,Permanent job,0.40942,1468,1608,0.38538,0.43346
2004,5th Quintile,female,Temporary job,0.03765,140,1608,0.02834,0.04696
2005,1st Quintile,male,Permanent job,0.16283,292,421,0.12751,0.19814
2005,1st Quintile,male,Temporary job,0.08630,129,421,0.05944,0.11316
2005,1st Quintile,female,Permanent job,0.12865,298,444,0.09747,0.15983
2005,1st Quintile,female,Temporary job,0.06061,146,444,0.03839,0.08283
2005,2nd Quintile,male,Permanent job,0.30041,620,751,0.26760,0.33322
2005,2nd Quintile,male,Temporary job,0.05817,131,751,0.04142,0.07492
2005,2nd Quintile,female,Permanent job,0.21380,523,644,0.18211,0.24549
2005,2nd Quintile,female,Temporary job,0.05041,121,644,0.03350,0.06732
2005,3rd Quintile,male,Permanent job,0.39914,863,977,0.36842,0.42987
2005,3rd Quintile,male,Temporary job,0.05020,114,977,0.03650,0.06390
2005,3rd Quintile,female,Permanent job,0.29368,741,862,0.26326,0.32410
2005,3rd Quintile,female,Temporary job,0.05080,121,862,0.03613,0.06547
2005,4th Quintile,male,Permanent job,0.45023,1148,1286,0.42303,0.47743
2005,4th Quintile,male,Temporary job,0.05588,138,1286,0.04332,0.06844
2005,4th Quintile,female,Permanent job,0.38871,966,1094,0.35981,0.41761
2005,4th Quintile,female,Temporary job,0.04950,128,1094,0.03664,0.06236
2005,5th Quintile,male,Permanent job,0.49377,1596,1724,0.47016,0.51737
