"plb0037_h","year","age_gr","n","percent","lowerconfidence_percent","upperconfidence_percent"
"Befristet","1999","35-65","301","0.0656004827325633","0.0582380218044721","0.0729629436606546"
"Befristet","1999","66 +","3","","",""
"Unbefristet","2000","17-34","2934","0.716105690378765","0.702386032559853","0.729825348197677"
"Unbefristet","2000","35-65","7052","0.937914853100945","0.932453226846876","0.943376479355014"
"Unbefristet","2000","66 +","28","","",""
"Befristet","2000","17-34","1215","0.283894309621235","0.270174651802323","0.297613967440147"
"Befristet","2000","35-65","447","0.0620851468990548","0.056623520644986","0.0675467731531236"
"Befristet","2000","66 +","4","","",""
"Unbefristet","2001","17-34","2529","0.703476602760899","0.688621034168542","0.718332171353256"
"Unbefristet","2001","35-65","6564","0.943733122810914","0.938319808059718","0.949146437562109"
"Unbefristet","2001","66 +","28","","",""
"Befristet","2001","17-34","1102","0.296523397239101","0.281667828646744","0.311378965831458"
"Befristet","2001","35-65","397","0.0562668771890861","0.0508535624378906","0.0616801919402816"
"Befristet","2001","66 +","6","","",""
"Unbefristet","2002","17-34","2384","0.691947237542468","0.676605663500901","0.707288811584035"
"Unbefristet","2002","35-65","7224","0.943181600675011","0.937989670380447","0.948373530969575"
"Unbefristet","2002","66 +","34","0.84263242116115","0.728346560932782","0.956918281389518"
"Befristet","2002","17-34","1095","0.308052762457532","0.292711188415965","0.323394336499099"
"Befristet","2002","35-65","413","0.0568183993249895","0.0516264690304255","0.0620103296195535"
"Befristet","2002","66 +","5","","",""
"Unbefristet","2003","17-34","2139","0.685211078478477","0.669084318836898","0.701337838120057"
"Unbefristet","2003","35-65","6838","0.942580471243153","0.937217221139236","0.94794372134707"
"Unbefristet","2003","66 +","36","0.941069540913109","0.86716067161356","1.01497841021266"
"Befristet","2003","17-34","1047","0.314788921521523","0.298662161879944","0.330915681163102"
"Befristet","2003","35-65","390","0.0574195287568469","0.0520562786529303","0.0627827788607635"
"Befristet","2003","66 +","3","","",""
"Unbefristet","2004","17-34","1967","0.662785433296238","0.645913219761335","0.679657646831142"
"Unbefristet","2004","35-65","6627","0.94120569574785","0.935699292552939","0.946712098942761"
"Unbefristet","2004","66 +","44","0.974136400295796","0.928757545358784","1.01951525523281"
"Befristet","2004","17-34","1049","0.337214566703762","0.320342353168859","0.354086780238665"
"Befristet","2004","35-65","384","0.0587943042521503","0.053287901057239","0.0643007074470615"
"Befristet","2004","66 +","3","","",""
"Unbefristet","2005","17-34","1871","0.671026580186811","0.653670199870368","0.688382960503254"
"Unbefristet","2005","35-65","6528","0.944619407208416","0.939204596576394","0.950034217840438"
"Unbefristet","2005","66 +","51","0.857004087010927","0.766911853619671","0.947096320402182"
"Befristet","2005","17-34","944","0.328973419813189","0.311617039496746","0.346329800129632"
"Befristet","2005","35-65","326","0.0553805927915837","0.0499657821595616","0.0607954034236058"
"Befristet","2005","66 +","7","","",""
"Unbefristet","2006","17-34","1815","0.646766323676203","0.629036878949553","0.664495768402853"
"Unbefristet","2006","35-65","6911","0.938352089435944","0.932845312888008","0.943858865983879"
"Unbefristet","2006","66 +","60","0.892982817353576","0.821577566253593","0.964388068453558"
"Befristet","2006","17-34","977","0.353233676323797","0.335504231597147","0.370963121050447"
"Befristet","2006","35-65","417","0.0616479105640565","0.0561411340161208","0.0671546871119922"
"Befristet","2006","66 +","12","","",""
"Unbefristet","2007","17-34","1729","0.644218284870968","0.626160081290304","0.662276488451632"
"Unbefristet","2007","35-65","6560","0.933506379096503","0.927662424873785","0.939350333319221"
"Unbefristet","2007","66 +","55","0.902480741943787","0.828636538161613","0.976324945725961"
"Befristet","2007","17-34","971","0.355781715129032","0.337723511548368","0.373839918709696"
"Befristet","2007","35-65","422","0.066493620903497","0.0606496666807788","0.0723375751262152"
"Befristet","2007","66 +","7","","",""
"Unbefristet","2008","17-34","1628","0.653209453369565","0.634740056329627","0.671678850409504"
"Unbefristet","2008","35-65","6316","0.925281285840643","0.91900775354506","0.931554818136226"
"Unbefristet","2008","66 +","66","0.8983221342628","0.828513184565145","0.968131083960455"
"Befristet","2008","17-34","923","0.346790546630435","0.328321149590496","0.365259943670373"
"Befristet","2008","35-65","432","0.0747187141593574","0.0684451818637745","0.0809922464549402"
"Befristet","2008","66 +","6","","",""
"Unbefristet","2009","17-34","1462","0.642705595419673","0.623214505221325","0.66219668561802"
"Unbefristet","2009","35-65","5910","0.934039189319385","0.927919217043244","0.940159161595526"
"Unbefristet","2009","66 +","67","0.767732451842909","0.676885938931411","0.858578964754406"
"Befristet","2009","17-34","860","0.357294404580327","0.337803314381979","0.376785494778674"
"Befristet","2009","35-65","409","0.0659608106806151","0.059840838404474","0.0720807829567563"
"Befristet","2009","66 +","16","","",""
"Unbefristet","2010","17-34","2264","0.63526626227688","0.619067343285794","0.651465181267966"
"Unbefristet","2010","35-65","7815","0.929011218922876","0.923556321264913","0.93446611658084"
"Unbefristet","2010","66 +","74","0.815470128722582","0.735768946608399","0.895171310836766"
"Befristet","2010","17-34","1128","0.36473373772312","0.348534818732034","0.380932656714206"
"Befristet","2010","35-65","699","0.0709887810771236","0.06553388341916","0.0764436787350873"
"Befristet","2010","66 +","17","","",""
"Unbefristet","2011","17-34","2516","0.633968552255174","0.618642325088854","0.649294779421495"
"Unbefristet","2011","35-65","9810","0.928002466348826","0.923101817763978","0.932903114933673"
"Unbefristet","2011","66 +","85","0.869245238119455","0.802835707464466","0.935654768774444"
"Befristet","2011","17-34","1279","0.366031447744826","0.350705220578505","0.381357674911146"
"Befristet","2011","35-65","877","0.0719975336511743","0.0670968850663267","0.076898182236022"
"Befristet","2011","66 +","14","","",""
"Unbefristet","2012","17-34","2321","0.641676223360031","0.626079593930124","0.657272852789939"
"Unbefristet","2012","35-65","9752","0.927213721575271","0.92228539845682","0.932142044693723"
"Unbefristet","2012","66 +","107","0.852505493735923","0.791075620151747","0.9139353673201"
"Befristet","2012","17-34","1310","0.358323776639969","0.342727147210061","0.373920406069876"
"Befristet","2012","35-65","922","0.0727862784247287","0.0678579553062773","0.0777146015431801"
"Befristet","2012","66 +","21","","",""
"Unbefristet","2013","17-34","2750","0.629070182585983","0.614967564818624","0.643172800353342"
"Unbefristet","2013","35-65","10586","0.922943856174627","0.918110399572126","0.927777312777127"
"Unbefristet","2013","66 +","107","0.883760118414563","0.827346750589745","0.94017348623938"
"Befristet","2013","17-34","1757","0.370929817414017","0.356827199646658","0.385032435181376"
"Befristet","2013","35-65","1108","0.0770561438253732","0.0722226872228726","0.0818896004278738"
"Befristet","2013","66 +","17","","",""
"Unbefristet","2014","17-34","2321","0.608975054806857","0.593554891207375","0.62439521840634"
"Unbefristet","2014","35-65","9518","0.924327222556417","0.919255496480014","0.929398948632819"
"Unbefristet","2014","66 +","116","0.881651351463183","0.82756123734661","0.935741465579757"
"Befristet","2014","17-34","1526","0.391024945193143","0.37560478159366","0.406445108792625"
"Befristet","2014","35-65","928","0.0756727774435832","0.0706010513671805","0.0807445035199858"
"Befristet","2014","66 +","21","","",""
"Unbefristet","2015","17-34","2340","0.626009154491187","0.610889156230948","0.641129152751426"
"Unbefristet","2015","35-65","9355","0.920413622714874","0.915187276144221","0.925639969285526"
"Unbefristet","2015","66 +","141","0.895045488275767","0.847702216992177","0.942388759559356"
"Befristet","2015","17-34","1594","0.373990845508813","0.358870847248574","0.389110843769053"
"Befristet","2015","35-65","947","0.0795863772851262","0.0743600307144736","0.0848127238557789"
"Befristet","2015","66 +","20","","",""
"Unbefristet","2016","17-34","2029","0.605913695448161","0.589793815838602","0.62203357505772"
"Unbefristet","2016","35-65","8732","0.921179320608932","0.915823601483019","0.926535039734846"
"Unbefristet","2016","66 +","125","0.81417050906655","0.752334521771098","0.876006496362001"
"Befristet","2016","17-34","1501","0.394086304551839","0.37796642494228","0.410206184161398"
"Befristet","2016","35-65","992","0.0788206793910674","0.0734649602651539","0.0841763985169809"
"Befristet","2016","66 +","27","","",""
"Unbefristet","2017","17-34","2343","0.625851968208256","0.611034546107871","0.64066939030864"
"Unbefristet","2017","35-65","10005","0.920688029271318","0.915646435328918","0.925729623213718"
"Unbefristet","2017","66 +","169","0.881996790666809","0.836363909659498","0.927629671674121"
"Befristet","2017","17-34","1754","0.374148031791744","0.35933060969136","0.388965453892129"
"Befristet","2017","35-65","1031","0.0793119707286818","0.0742703767862817","0.084353564671082"
"Befristet","2017","66 +","23","","",""
"Unbefristet","2018","17-34","2343","0.631639037085825","0.616974052772692","0.646304021398959"
"Unbefristet","2018","35-65","9655","0.923222824278323","0.918177295048738","0.928268353507907"
"Unbefristet","2018","66 +","192","0.857770499169243","0.811404434139266","0.904136564199219"
"Befristet","2018","17-34","1813","0.368360962914175","0.353695978601041","0.383025947227308"
"Befristet","2018","35-65","1041","0.0767771757216774","0.0717316464920926","0.0818227049512622"
"Befristet","2018","66 +","26","","",""
"Unbefristet","2019","17-34","2227","0.640785079217211","0.625896630408328","0.655673528026095"
"Unbefristet","2019","35-65","9356","0.927795362386623","0.922809691241825","0.932781033531421"
"Unbefristet","2019","66 +","228","0.897972290483335","0.861038083875232","0.934906497091437"
"Befristet","2019","17-34","1762","0.359214920782789","0.344326471973905","0.374103369591672"
"Befristet","2019","35-65","997","0.0722046376133768","0.0672189664685787","0.0771903087581749"
"Befristet","2019","66 +","30","0.102027709516665","0.065093502908563","0.138961916124768"
"Unbefristet","2020","17-34","2809","0.662088574392355","0.64876440839451","0.675412740390199"
"Unbefristet","2020","35-65","9348","0.932375118559592","0.927567883851868","0.937182353267317"
"Unbefristet","2020","66 +","212","0.830365952544005","0.783080049543078","0.877651855544931"
"Befristet","2020","17-34","2032","0.337911425607645","0.324587259609801","0.35123559160549"
"Befristet","2020","35-65","1133","0.0676248814404076","0.0628176467326831","0.072432116148132"
"Befristet","2020","66 +","30","0.169634047455995","0.122348144455069","0.216919950456922"
