,Unnamed: 0,year,quintil_oecd,regtyp,plb0037_h,proportion,n,N,proportion_lower_confidence,proportion_upper_confidence
29,29,1987,2nd Quintile,Urban regions,Temporary job,0.36879,61,1026,0.3105,0.42768
30,30,1987,2nd Quintile,Rural regions,Permanent job,1.0,42,1026,0.84356,1.15745
31,31,1987,3rd Quintile,Urban regions,Permanent job,0.70179,114,1026,0.60306,0.79061
32,32,1987,3rd Quintile,Urban regions,Temporary job,0.29821,58,1026,0.2478,0.34704
33,33,1987,3rd Quintile,Rural regions,Permanent job,1.0,41,1026,0.88956,1.13127
34,34,1987,4th Quintile,Urban regions,Permanent job,0.75838,152,1026,0.68288,0.83141
35,35,1987,4th Quintile,Urban regions,Temporary job,0.24162,56,1026,0.19041,0.29727
36,36,1987,4th Quintile,Rural regions,Permanent job,1.0,45,1026,0.84031,1.17176
37,37,1987,5th Quintile,Urban regions,Permanent job,0.799,135,1026,0.7358,0.8671
38,38,1987,5th Quintile,Urban regions,Temporary job,0.201,36,1026,0.17596,0.22927
39,39,1988,1st Quintile,Urban regions,Permanent job,0.79393,424,5244,0.72505,0.85291
40,40,1988,1st Quintile,Urban regions,Temporary job,0.20607,111,5244,0.17835,0.23725
41,41,1988,1st Quintile,Rural regions,Permanent job,0.68384,96,5244,0.60303,0.75797
42,42,1988,1st Quintile,Rural regions,Temporary job,0.31616,36,5244,0.25216,0.38029
43,43,1988,2nd Quintile,Urban regions,Permanent job,0.84658,645,5244,0.79172,0.90155
44,44,1988,2nd Quintile,Urban regions,Temporary job,0.15342,116,5244,0.1332,0.17163
45,45,1988,2nd Quintile,Rural regions,Permanent job,1.0,167,5244,0.90355,1.07798
46,46,1988,3rd Quintile,Urban regions,Permanent job,0.89891,801,5244,0.85614,0.93725
47,47,1988,3rd Quintile,Urban regions,Temporary job,0.10109,107,5244,0.09043,0.11171
48,48,1988,3rd Quintile,Rural regions,Permanent job,0.83013,205,5244,0.77818,0.89277
49,49,1988,3rd Quintile,Rural regions,Temporary job,0.16987,41,5244,0.14735,0.18905
50,50,1988,4th Quintile,Urban regions,Permanent job,0.9248,914,5244,0.89025,0.9697
51,51,1988,4th Quintile,Urban regions,Temporary job,0.0752,87,5244,0.06547,0.08452
52,52,1988,4th Quintile,Rural regions,Permanent job,0.8629,249,5244,0.81245,0.919
53,53,1988,4th Quintile,Rural regions,Temporary job,0.1371,33,5244,0.11646,0.16138
54,54,1988,5th Quintile,Urban regions,Permanent job,0.92964,968,5244,0.90114,0.95648
55,55,1988,5th Quintile,Urban regions,Temporary job,0.07036,74,5244,0.06376,0.07826
56,56,1988,5th Quintile,Rural regions,Permanent job,1.0,170,5244,0.94416,1.05247
57,57,1989,1st Quintile,Urban regions,Permanent job,0.66635,102,780,0.56652,0.77934
58,58,1989,1st Quintile,Urban regions,Temporary job,0.33365,52,780,0.2634,0.41353
59,59,1989,2nd Quintile,Urban regions,Permanent job,0.79019,97,780,0.65173,0.92256
60,60,1989,2nd Quintile,Urban regions,Temporary job,0.20981,41,780,0.15021,0.26289
61,61,1989,2nd Quintile,Rural regions,Permanent job,1.0,32,780,0.78958,1.18982
62,62,1989,3rd Quintile,Urban regions,Permanent job,0.75851,96,780,0.66114,0.85543
63,63,1989,3rd Quintile,Urban regions,Temporary job,0.24149,39,780,0.19506,0.29037
64,64,1989,3rd Quintile,Rural regions,Permanent job,1.0,35,780,0.85035,1.14484
65,65,1989,4th Quintile,Urban regions,Permanent job,0.74152,107,780,0.66411,0.82362
66,66,1989,4th Quintile,Urban regions,Temporary job,0.25848,42,780,0.20525,0.30244
67,67,1989,5th Quintile,Urban regions,Permanent job,0.76643,100,780,0.68588,0.85583
68,68,1989,5th Quintile,Urban regions,Temporary job,0.23357,37,780,0.19799,0.27068
69,69,1990,1st Quintile,Urban regions,Permanent job,0.63417,106,795,0.52669,0.75567
70,70,1990,1st Quintile,Urban regions,Temporary job,0.36583,54,795,0.27874,0.44782
71,71,1990,1st Quintile,Rural regions,Permanent job,1.0,38,795,0.76594,1.2253
72,72,1990,2nd Quintile,Urban regions,Permanent job,0.69854,105,795,0.57912,0.8333
73,73,1990,2nd Quintile,Urban regions,Temporary job,0.30146,47,795,0.2417,0.36215
74,74,1990,3rd Quintile,Urban regions,Permanent job,0.71849,101,795,0.62606,0.82395
75,75,1990,3rd Quintile,Urban regions,Temporary job,0.28151,39,795,0.23355,0.33829
76,76,1990,3rd Quintile,Rural regions,Permanent job,1.0,32,795,0.80308,1.25677
77,77,1990,4th Quintile,Urban regions,Permanent job,1.0,111,795,0.89616,1.13796
78,78,1990,4th Quintile,Rural regions,Permanent job,1.0,46,795,0.86941,1.12481
79,79,1990,5th Quintile,Urban regions,Permanent job,1.0,116,795,0.90719,1.10577
80,80,1991,1st Quintile,Urban regions,Permanent job,0.63967,102,790,0.53714,0.74144
81,81,1991,1st Quintile,Urban regions,Temporary job,0.36033,56,790,0.27681,0.46613
82,82,1991,2nd Quintile,Urban regions,Permanent job,0.77116,126,790,0.66983,0.86967
83,83,1991,2nd Quintile,Urban regions,Temporary job,0.22884,37,790,0.17114,0.30025
84,84,1991,2nd Quintile,Rural regions,Permanent job,1.0,33,790,0.84294,1.21439
85,85,1991,3rd Quintile,Urban regions,Permanent job,0.72284,93,790,0.62927,0.84054
86,86,1991,3rd Quintile,Urban regions,Temporary job,0.27716,31,790,0.22342,0.34704
87,87,1991,3rd Quintile,Rural regions,Permanent job,1.0,31,790,0.76178,1.24889
88,88,1991,4th Quintile,Urban regions,Permanent job,0.83577,123,790,0.74141,0.92091
89,89,1991,4th Quintile,Urban regions,Temporary job,0.16423,32,790,0.12364,0.20238
90,90,1991,5th Quintile,Urban regions,Permanent job,1.0,126,790,0.89352,1.10596
91,91,1992,1st Quintile,Urban regions,Permanent job,0.69868,107,1520,0.61314,0.8057
92,92,1992,1st Quintile,Urban regions,Temporary job,0.30132,49,1520,0.24642,0.35875
93,93,1992,1st Quintile,Rural regions,Permanent job,0.5907,96,1520,0.52451,0.66738
94,94,1992,1st Quintile,Rural regions,Temporary job,0.4093,56,1520,0.3329,0.50096
95,95,1992,2nd Quintile,Urban regions,Permanent job,0.72245,143,1520,0.61306,0.83519
96,96,1992,2nd Quintile,Urban regions,Temporary job,0.27755,52,1520,0.23063,0.34117
97,97,1992,2nd Quintile,Rural regions,Permanent job,0.73167,135,1520,0.64686,0.80991
98,98,1992,2nd Quintile,Rural regions,Temporary job,0.26833,53,1520,0.2394,0.30726
99,99,1992,3rd Quintile,Urban regions,Permanent job,0.78557,157,1520,0.696,0.86085
100,100,1992,3rd Quintile,Urban regions,Temporary job,0.21443,38,1520,0.17523,0.27074
101,101,1992,3rd Quintile,Rural regions,Permanent job,0.75216,103,1520,0.64656,0.87674
102,102,1992,3rd Quintile,Rural regions,Temporary job,0.24784,37,1520,0.20212,0.31546
103,103,1992,4th Quintile,Urban regions,Permanent job,0.80893,181,1520,0.7314,0.88636
104,104,1992,4th Quintile,Urban regions,Temporary job,0.19107,48,1520,0.15764,0.24204
105,105,1992,4th Quintile,Rural regions,Permanent job,1.0,69,1520,0.85464,1.14384
106,106,1992,5th Quintile,Urban regions,Permanent job,1.0,140,1520,0.87998,1.10436
107,107,1992,5th Quintile,Rural regions,Permanent job,1.0,56,1520,0.86456,1.171
108,108,1993,1st Quintile,Urban regions,Permanent job,0.6941,90,1291,0.57848,0.79749
109,109,1993,1st Quintile,Urban regions,Temporary job,0.3059,39,1291,0.23042,0.39064
110,110,1993,1st Quintile,Rural regions,Permanent job,0.59497,69,1291,0.50488,0.68106
111,111,1993,1st Quintile,Rural regions,Temporary job,0.40503,40,1291,0.28716,0.55781
112,112,1993,2nd Quintile,Urban regions,Permanent job,0.81763,129,1291,0.7245,0.92869
113,113,1993,2nd Quintile,Urban regions,Temporary job,0.18237,31,1291,0.13169,0.2286
114,114,1993,2nd Quintile,Rural regions,Permanent job,0.69034,102,1291,0.6115,0.76257
115,115,1993,2nd Quintile,Rural regions,Temporary job,0.30966,43,1291,0.26401,0.36266
116,116,1993,3rd Quintile,Urban regions,Permanent job,0.79326,151,1291,0.70536,0.88684
117,117,1993,3rd Quintile,Urban regions,Temporary job,0.20674,44,1291,0.16349,0.24909
118,118,1993,3rd Quintile,Rural regions,Permanent job,1.0,103,1291,0.88302,1.1187
119,119,1993,4th Quintile,Urban regions,Permanent job,1.0,169,1291,0.90552,1.10277
120,120,1993,4th Quintile,Rural regions,Permanent job,1.0,52,1291,0.80926,1.25221
121,121,1993,5th Quintile,Urban regions,Permanent job,0.80538,152,1291,0.71049,0.89077
122,122,1993,5th Quintile,Urban regions,Temporary job,0.19462,42,1291,0.15875,0.24065
123,123,1993,5th Quintile,Rural regions,Permanent job,1.0,35,1291,0.81243,1.17194
124,124,1994,1st Quintile,Urban regions,Permanent job,0.58471,95,1180,0.47864,0.7337
125,125,1994,1st Quintile,Urban regions,Temporary job,0.41529,65,1180,0.33818,0.51525
126,126,1994,1st Quintile,Rural regions,Permanent job,0.49485,48,1180,0.40822,0.61317
127,127,1994,1st Quintile,Rural regions,Temporary job,0.50515,60,1180,0.41705,0.62826
128,128,1994,2nd Quintile,Urban regions,Permanent job,0.64101,113,1180,0.56501,0.72147
129,129,1994,2nd Quintile,Urban regions,Temporary job,0.35899,61,1180,0.30232,0.42409
130,130,1994,2nd Quintile,Rural regions,Permanent job,0.54102,67,1180,0.46047,0.65204
131,131,1994,2nd Quintile,Rural regions,Temporary job,0.45898,43,1180,0.34486,0.56485
132,132,1994,3rd Quintile,Urban regions,Permanent job,0.78219,105,1180,0.682,0.90666
133,133,1994,3rd Quintile,Urban regions,Temporary job,0.21781,41,1180,0.17972,0.25409
134,134,1994,3rd Quintile,Rural regions,Permanent job,0.68003,76,1180,0.56623,0.79036
135,135,1994,3rd Quintile,Rural regions,Temporary job,0.31997,36,1180,0.23862,0.41601
136,136,1994,4th Quintile,Urban regions,Permanent job,0.78953,131,1180,0.68028,0.9062
137,137,1994,4th Quintile,Urban regions,Temporary job,0.21047,43,1180,0.16465,0.25896
138,138,1994,4th Quintile,Rural regions,Permanent job,1.0,57,1180,0.83586,1.15161
139,139,1994,5th Quintile,Urban regions,Permanent job,1.0,105,1180,0.85866,1.14484
140,140,1994,5th Quintile,Rural regions,Permanent job,1.0,34,1180,0.84952,1.16602
141,141,1995,1st Quintile,Urban regions,Permanent job,0.7348,411,7176,0.67368,0.7905
142,142,1995,1st Quintile,Urban regions,Temporary job,0.2652,125,7176,0.2267,0.31071
143,143,1995,1st Quintile,Rural regions,Permanent job,0.6809,250,7176,0.61511,0.75879
144,144,1995,1st Quintile,Rural regions,Temporary job,0.3191,106,7176,0.26153,0.38792
145,145,1995,2nd Quintile,Urban regions,Permanent job,0.86028,772,7176,0.82008,0.90955
146,146,1995,2nd Quintile,Urban regions,Temporary job,0.13972,114,7176,0.12223,0.15609
147,147,1995,2nd Quintile,Rural regions,Permanent job,0.79859,403,7176,0.72573,0.88793
148,148,1995,2nd Quintile,Rural regions,Temporary job,0.20141,100,7176,0.17509,0.22905
149,149,1995,3rd Quintile,Urban regions,Permanent job,0.92413,890,7176,0.8748,0.97509
150,150,1995,3rd Quintile,Urban regions,Temporary job,0.07587,87,7176,0.06432,0.08905
151,151,1995,3rd Quintile,Rural regions,Permanent job,0.87028,546,7176,0.81408,0.93575
152,152,1995,3rd Quintile,Rural regions,Temporary job,0.12972,89,7176,0.11294,0.14581
153,153,1995,4th Quintile,Urban regions,Permanent job,0.89885,1013,7176,0.86428,0.94294
154,154,1995,4th Quintile,Urban regions,Temporary job,0.10115,113,7176,0.0916,0.11296
155,155,1995,4th Quintile,Rural regions,Permanent job,0.86643,516,7176,0.81463,0.9297
156,156,1995,4th Quintile,Rural regions,Temporary job,0.13357,81,7176,0.11467,0.15691
157,157,1995,5th Quintile,Urban regions,Permanent job,0.95058,1093,7176,0.90588,0.98907
158,158,1995,5th Quintile,Urban regions,Temporary job,0.04942,72,7176,0.04224,0.05613
159,159,1995,5th Quintile,Rural regions,Permanent job,0.90953,360,7176,0.83739,0.96282
160,160,1995,5th Quintile,Rural regions,Temporary job,0.09047,35,7176,0.06857,0.1126
161,161,1996,1st Quintile,Urban regions,Permanent job,0.71738,450,6937,0.65506,0.77434
162,162,1996,1st Quintile,Urban regions,Temporary job,0.28262,127,6937,0.2407,0.32601
163,163,1996,1st Quintile,Rural regions,Permanent job,0.75033,239,6937,0.68158,0.84385
164,164,1996,1st Quintile,Rural regions,Temporary job,0.24967,95,6937,0.21244,0.30999
165,165,1996,2nd Quintile,Urban regions,Permanent job,0.87349,755,6937,0.81928,0.93407
166,166,1996,2nd Quintile,Urban regions,Temporary job,0.12651,115,6937,0.11015,0.14197
167,167,1996,2nd Quintile,Rural regions,Permanent job,0.84636,407,6937,0.77816,0.90692
168,168,1996,2nd Quintile,Rural regions,Temporary job,0.15364,86,6937,0.12425,0.18966
169,169,1996,3rd Quintile,Urban regions,Permanent job,0.90338,791,6937,0.85082,0.95392
170,170,1996,3rd Quintile,Urban regions,Temporary job,0.09662,89,6937,0.08497,0.11283
171,171,1996,3rd Quintile,Rural regions,Permanent job,0.86303,559,6937,0.8145,0.92584
172,172,1996,3rd Quintile,Rural regions,Temporary job,0.13697,88,6937,0.12117,0.16176
173,173,1996,4th Quintile,Urban regions,Permanent job,0.92345,1055,6937,0.88321,0.96776
174,174,1996,4th Quintile,Urban regions,Temporary job,0.07655,95,6937,0.06532,0.08939
175,175,1996,4th Quintile,Rural regions,Permanent job,0.88239,486,6937,0.82873,0.94087
176,176,1996,4th Quintile,Rural regions,Temporary job,0.11761,60,6937,0.08486,0.14842
177,177,1996,5th Quintile,Urban regions,Permanent job,0.93364,994,6937,0.89778,0.98185
178,178,1996,5th Quintile,Urban regions,Temporary job,0.06636,79,6937,0.05632,0.07668
179,179,1996,5th Quintile,Rural regions,Permanent job,1.0,367,6937,0.92168,1.071
180,180,1997,1st Quintile,Urban regions,Permanent job,0.71008,356,6737,0.64649,0.78156
181,181,1997,1st Quintile,Urban regions,Temporary job,0.28992,131,6737,0.25324,0.33314
182,182,1997,1st Quintile,Rural regions,Permanent job,0.73688,211,6737,0.65237,0.82694
183,183,1997,1st Quintile,Rural regions,Temporary job,0.26312,90,6737,0.21933,0.31583
184,184,1997,2nd Quintile,Urban regions,Permanent job,0.82588,711,6737,0.77486,0.87263
185,185,1997,2nd Quintile,Urban regions,Temporary job,0.17412,133,6737,0.14948,0.2059
186,186,1997,2nd Quintile,Rural regions,Permanent job,0.84011,418,6737,0.77596,0.90553
187,187,1997,2nd Quintile,Rural regions,Temporary job,0.15989,88,6737,0.1369,0.19068
188,188,1997,3rd Quintile,Urban regions,Permanent job,0.86358,761,6737,0.81145,0.90841
189,189,1997,3rd Quintile,Urban regions,Temporary job,0.13642,116,6737,0.11835,0.15659
190,190,1997,3rd Quintile,Rural regions,Permanent job,0.8486,468,6737,0.79247,0.9108
191,191,1997,3rd Quintile,Rural regions,Temporary job,0.1514,83,6737,0.12844,0.18031
192,192,1997,4th Quintile,Urban regions,Permanent job,0.90824,992,6737,0.86685,0.95442
193,193,1997,4th Quintile,Urban regions,Temporary job,0.09176,113,6737,0.07977,0.10519
194,194,1997,4th Quintile,Rural regions,Permanent job,0.86982,516,6737,0.80968,0.91574
195,195,1997,4th Quintile,Rural regions,Temporary job,0.13018,71,6737,0.10471,0.16226
196,196,1997,5th Quintile,Urban regions,Permanent job,0.92158,990,6737,0.88213,0.96418
197,197,1997,5th Quintile,Urban regions,Temporary job,0.07842,91,6737,0.06705,0.09015
198,198,1997,5th Quintile,Rural regions,Permanent job,0.91828,358,6737,0.85616,0.98414
199,199,1997,5th Quintile,Rural regions,Temporary job,0.08172,40,6737,0.06808,0.09788
200,200,1998,1st Quintile,Urban regions,Permanent job,0.68462,391,6477,0.64172,0.73949
201,201,1998,1st Quintile,Urban regions,Temporary job,0.31538,156,6477,0.27733,0.35767
202,202,1998,1st Quintile,Rural regions,Permanent job,0.75687,194,6477,0.65516,0.86134
203,203,1998,1st Quintile,Rural regions,Temporary job,0.24313,73,6477,0.20942,0.27256
204,204,1998,2nd Quintile,Urban regions,Permanent job,0.84374,673,6477,0.79264,0.89149
205,205,1998,2nd Quintile,Urban regions,Temporary job,0.15626,133,6477,0.13685,0.17706
206,206,1998,2nd Quintile,Rural regions,Permanent job,0.82294,395,6477,0.75583,0.89288
207,207,1998,2nd Quintile,Rural regions,Temporary job,0.17706,86,6477,0.15123,0.20333
208,208,1998,3rd Quintile,Urban regions,Permanent job,0.87122,736,6477,0.82462,0.92223
209,209,1998,3rd Quintile,Urban regions,Temporary job,0.12878,112,6477,0.1089,0.14835
210,210,1998,3rd Quintile,Rural regions,Permanent job,0.88563,489,6477,0.82796,0.93971
211,211,1998,3rd Quintile,Rural regions,Temporary job,0.11437,71,6477,0.09877,0.13102
212,212,1998,4th Quintile,Urban regions,Permanent job,0.89482,941,6477,0.85631,0.92886
213,213,1998,4th Quintile,Urban regions,Temporary job,0.10518,97,6477,0.08777,0.12301
214,214,1998,4th Quintile,Rural regions,Permanent job,0.87868,506,6477,0.82256,0.93452
215,215,1998,4th Quintile,Rural regions,Temporary job,0.12132,75,6477,0.10027,0.14541
216,216,1998,5th Quintile,Urban regions,Permanent job,0.93377,896,6477,0.88801,0.9819
217,217,1998,5th Quintile,Urban regions,Temporary job,0.06623,71,6477,0.05624,0.07683
218,218,1998,5th Quintile,Rural regions,Permanent job,0.91868,345,6477,0.84607,0.9911
219,219,1998,5th Quintile,Rural regions,Temporary job,0.08132,37,6477,0.06085,0.10471
220,220,1999,1st Quintile,Urban regions,Permanent job,0.70993,440,7314,0.66643,0.76742
221,221,1999,1st Quintile,Urban regions,Temporary job,0.29007,167,7314,0.26167,0.3211
222,222,1999,1st Quintile,Rural regions,Permanent job,0.70882,252,7314,0.64735,0.79683
223,223,1999,1st Quintile,Rural regions,Temporary job,0.29118,126,7314,0.2514,0.33148
224,224,1999,2nd Quintile,Urban regions,Permanent job,0.82006,737,7314,0.78158,0.87005
225,225,1999,2nd Quintile,Urban regions,Temporary job,0.17994,162,7314,0.16127,0.20114
226,226,1999,2nd Quintile,Rural regions,Permanent job,0.79887,441,7314,0.74423,0.87148
227,227,1999,2nd Quintile,Rural regions,Temporary job,0.20113,112,7314,0.1765,0.2338
228,228,1999,3rd Quintile,Urban regions,Permanent job,0.87306,830,7314,0.8248,0.91874
229,229,1999,3rd Quintile,Urban regions,Temporary job,0.12694,121,7314,0.10888,0.14955
230,230,1999,3rd Quintile,Rural regions,Permanent job,0.84587,523,7314,0.78854,0.90107
231,231,1999,3rd Quintile,Rural regions,Temporary job,0.15413,98,7314,0.12982,0.17782
232,232,1999,4th Quintile,Urban regions,Permanent job,0.89753,1061,7314,0.85366,0.94501
233,233,1999,4th Quintile,Urban regions,Temporary job,0.10247,118,7314,0.0878,0.11438
234,234,1999,4th Quintile,Rural regions,Permanent job,0.89787,512,7314,0.84889,0.96089
235,235,1999,4th Quintile,Rural regions,Temporary job,0.10213,69,7314,0.08561,0.12276
236,236,1999,5th Quintile,Urban regions,Permanent job,0.93586,1044,7314,0.89249,0.97966
237,237,1999,5th Quintile,Urban regions,Temporary job,0.06414,85,7314,0.05658,0.07251
238,238,1999,5th Quintile,Rural regions,Permanent job,0.92045,377,7314,0.85392,0.99044
239,239,1999,5th Quintile,Rural regions,Temporary job,0.07955,39,7314,0.06282,0.10026
240,240,2000,1st Quintile,Urban regions,Permanent job,0.6884,366,6640,0.64557,0.73276
241,241,2000,1st Quintile,Urban regions,Temporary job,0.3116,134,6640,0.26979,0.35492
242,242,2000,1st Quintile,Rural regions,Permanent job,0.7288,224,6640,0.65676,0.79495
243,243,2000,1st Quintile,Rural regions,Temporary job,0.2712,97,6640,0.23203,0.3091
244,244,2000,2nd Quintile,Urban regions,Permanent job,0.83404,671,6640,0.78061,0.88061
245,245,2000,2nd Quintile,Urban regions,Temporary job,0.16596,129,6640,0.14844,0.19094
246,246,2000,2nd Quintile,Rural regions,Permanent job,0.83927,408,6640,0.78207,0.89809
247,247,2000,2nd Quintile,Rural regions,Temporary job,0.16073,89,6640,0.13824,0.18296
248,248,2000,3rd Quintile,Urban regions,Permanent job,0.87411,783,6640,0.83122,0.91743
249,249,2000,3rd Quintile,Urban regions,Temporary job,0.12589,111,6640,0.10854,0.14668
250,250,2000,3rd Quintile,Rural regions,Permanent job,0.83008,474,6640,0.77234,0.89487
251,251,2000,3rd Quintile,Rural regions,Temporary job,0.16992,105,6640,0.15072,0.18714
252,252,2000,4th Quintile,Urban regions,Permanent job,0.90342,985,6640,0.86102,0.94705
253,253,2000,4th Quintile,Urban regions,Temporary job,0.09658,98,6640,0.08135,0.11324
254,254,2000,4th Quintile,Rural regions,Permanent job,0.89065,469,6640,0.82337,0.96462
255,255,2000,4th Quintile,Rural regions,Temporary job,0.10935,72,6640,0.09103,0.13609
256,256,2000,5th Quintile,Urban regions,Permanent job,0.92896,1003,6640,0.88715,0.96729
257,257,2000,5th Quintile,Urban regions,Temporary job,0.07104,73,6640,0.06121,0.08239
258,258,2000,5th Quintile,Rural regions,Permanent job,1.0,349,6640,0.9184,1.0749
259,259,2001,1st Quintile,Urban regions,Permanent job,0.70528,561,10626,0.66081,0.7423
260,260,2001,1st Quintile,Urban regions,Temporary job,0.29472,224,10626,0.27329,0.31848
261,261,2001,1st Quintile,Rural regions,Permanent job,0.63818,295,10626,0.59331,0.68717
262,262,2001,1st Quintile,Rural regions,Temporary job,0.36182,174,10626,0.32145,0.40251
263,263,2001,2nd Quintile,Urban regions,Permanent job,0.84175,1034,10626,0.81117,0.87312
264,264,2001,2nd Quintile,Urban regions,Temporary job,0.15825,187,10626,0.14326,0.17446
265,265,2001,2nd Quintile,Rural regions,Permanent job,0.81867,597,10626,0.77343,0.86469
266,266,2001,2nd Quintile,Rural regions,Temporary job,0.18133,146,10626,0.16358,0.20144
267,267,2001,3rd Quintile,Urban regions,Permanent job,0.88509,1281,10626,0.85683,0.91533
268,268,2001,3rd Quintile,Urban regions,Temporary job,0.11491,179,10626,0.10607,0.12536
269,269,2001,3rd Quintile,Rural regions,Permanent job,0.85322,749,10626,0.81201,0.89521
270,270,2001,3rd Quintile,Rural regions,Temporary job,0.14678,135,10626,0.13291,0.16454
271,271,2001,4th Quintile,Urban regions,Permanent job,0.90642,1525,10626,0.87464,0.93627
272,272,2001,4th Quintile,Urban regions,Temporary job,0.09358,166,10626,0.08534,0.10186
273,273,2001,4th Quintile,Rural regions,Permanent job,0.87503,771,10626,0.83434,0.90907
274,274,2001,4th Quintile,Rural regions,Temporary job,0.12497,113,10626,0.11109,0.14168
275,275,2001,5th Quintile,Urban regions,Permanent job,0.92946,1734,10626,0.90089,0.95506
276,276,2001,5th Quintile,Urban regions,Temporary job,0.07054,136,10626,0.06302,0.07837
277,277,2001,5th Quintile,Rural regions,Permanent job,0.94247,574,10626,0.89665,0.99607
278,278,2001,5th Quintile,Rural regions,Temporary job,0.05753,45,10626,0.04876,0.06603
279,279,2002,1st Quintile,Urban regions,Permanent job,0.67799,418,9929,0.63764,0.7293
280,280,2002,1st Quintile,Urban regions,Temporary job,0.32201,196,9929,0.29113,0.35418
281,281,2002,1st Quintile,Rural regions,Permanent job,0.69149,275,9929,0.63705,0.75288
282,282,2002,1st Quintile,Rural regions,Temporary job,0.30851,132,9929,0.27249,0.34784
283,283,2002,2nd Quintile,Urban regions,Permanent job,0.85514,864,9929,0.818,0.8944
284,284,2002,2nd Quintile,Urban regions,Temporary job,0.14486,153,9929,0.12658,0.16253
285,285,2002,2nd Quintile,Rural regions,Permanent job,0.80433,485,9929,0.75403,0.84963
286,286,2002,2nd Quintile,Rural regions,Temporary job,0.19567,118,9929,0.17111,0.22266
287,287,2002,3rd Quintile,Urban regions,Permanent job,0.86824,1122,9929,0.83376,0.90952
288,288,2002,3rd Quintile,Urban regions,Temporary job,0.13176,168,9929,0.11787,0.14888
289,289,2002,3rd Quintile,Rural regions,Permanent job,0.84809,599,9929,0.807,0.89265
290,290,2002,3rd Quintile,Rural regions,Temporary job,0.15191,110,9929,0.13541,0.17057
291,291,2002,4th Quintile,Urban regions,Permanent job,0.8941,1365,9929,0.86309,0.9253
292,292,2002,4th Quintile,Urban regions,Temporary job,0.1059,175,9929,0.09521,0.11815
293,293,2002,4th Quintile,Rural regions,Permanent job,0.87879,807,9929,0.83623,0.92806
294,294,2002,4th Quintile,Rural regions,Temporary job,0.12121,122,9929,0.09926,0.15117
295,295,2002,5th Quintile,Urban regions,Permanent job,0.93813,1904,9929,0.89932,0.97151
296,296,2002,5th Quintile,Urban regions,Temporary job,0.06187,152,9929,0.05078,0.07229
297,297,2002,5th Quintile,Rural regions,Permanent job,0.91071,694,9929,0.8456,0.97322
298,298,2002,5th Quintile,Rural regions,Temporary job,0.08929,70,9929,0.07019,0.10742
299,299,2003,1st Quintile,Urban regions,Permanent job,0.69744,399,10452,0.65384,0.75283
